country,outcome,posterior_median,parameter_credible_interval_low,parameter_credible_interval_high,combined_median,combined_credible_interval_low,combined_credible_interval_high,posterior_draws,stochastic_replicates_per_draw,stochastic_overlay_applied,superspreading_k,aggregate_over_analysis_years,household_design_effect,credible_interval_low_percentile,credible_interval_high_percentile
Thailand,annualized_infant_infections_per_100k,1207.9139615871304,1177.2643390654853,1243.50842201483,1205.2500557652925,1063.0630630460157,1364.363642721275,100,200,True,10.0,True,3.0,2.5,97.5
Thailand,annualized_child_1_9_cases_per_100k,290.58694606121924,283.5395377826196,298.72928627858204,290.50909631563877,255.34334525516945,328.5456583845164,100,200,True,10.0,True,3.0,2.5,97.5
Thailand,annualized_adolescent_cases_per_100k,322.20649159636116,315.7925731095454,329.6618247963297,321.73433212303723,283.3656298475964,363.5456506256529,100,200,True,10.0,True,3.0,2.5,97.5
Thailand,annualized_child_adolescent_cases_per_100k,321.1933868715763,314.0417040710507,329.4818833445368,320.6671610279658,282.85378339456577,362.57823304319567,100,200,True,10.0,True,3.0,2.5,97.5
Thailand,annualized_child_adolescent_infections_per_100k,1593.1652508944635,1556.8835003017505,1635.1775555942618,1591.6429145070124,1402.9509389531631,1795.307133728284,100,200,True,10.0,True,3.0,2.5,97.5
Thailand,annualized_child_adolescent_reported_cases_per_100k,60.928271328352196,59.48979027571712,62.59475293498962,60.90635234960706,53.442071151274305,68.71624317765047,100,200,True,10.0,True,3.0,2.5,97.5
Thailand,total_infections,21070079.23826027,20622863.868150834,21583447.76615072,21044327.0,18546963.625,23749457.875,100,200,True,10.0,True,3.0,2.5,97.5
Thailand,total_reported_cases,303250.702340999,296514.8132809869,311009.8705709075,302796.0,266777.975,341861.05,100,200,True,10.0,True,3.0,2.5,97.5
Thailand,total_infant_cases,80191.12719180401,78163.52116254038,82544.85605415708,80157.5,70547.925,90476.04999999999,100,200,True,10.0,True,3.0,2.5,97.5
Thailand,total_infant_infections,156894.511515226,152913.46829791213,161517.8336998057,156563.0,137922.975,177210.025,100,200,True,10.0,True,3.0,2.5,97.5
Thailand,total_child_1_9_cases,377813.2181547567,368650.3698602481,388399.6664843578,377537.0,332941.975,426479.04999999993,100,200,True,10.0,True,3.0,2.5,97.5
Thailand,total_adolescent_cases,420513.21762858354,412142.3824981458,430243.2081728779,420179.5,371161.25,474162.87499999994,100,200,True,10.0,True,3.0,2.5,97.5
Thailand,total_child_adolescent_cases,878517.3154135076,858956.2735209343,901187.7307113928,877039.5,776070.575,990429.4499999998,100,200,True,10.0,True,3.0,2.5,97.5
Thailand,total_child_adolescent_infections,4357571.844359009,4258335.222327221,4472482.479697557,4350256.5,3836264.35,4919008.875,100,200,True,10.0,True,3.0,2.5,97.5
Thailand,total_child_adolescent_reported_cases,166648.9521515941,162714.46723588856,171207.05630098778,166558.0,146509.925,188074.05,100,200,True,10.0,True,3.0,2.5,97.5
Thailand,resistant_infections,20658255.066125117,20217358.99717524,21163302.595318813,20623465.5,18210843.075,23301354.474999998,100,200,True,10.0,True,3.0,2.5,97.5
South_Africa,annualized_infections_per_100k,1220.9272488748297,1208.394704598948,1236.5771207837486,1219.6536420549173,1076.4795760421157,1376.7729262763232,100,200,True,10.0,True,3.0,2.5,97.5
South_Africa,annualized_reported_cases_per_100k,19.860847975404667,19.640808874869794,20.134655747839933,19.84120095313532,17.54189953517669,22.38300580133245,100,200,True,10.0,True,3.0,2.5,97.5
South_Africa,annualized_infant_cases_per_100k,542.9038394477827,535.6543646868853,551.933472380663,542.129887697756,478.4352967346251,611.117129715021,100,200,True,10.0,True,3.0,2.5,97.5
South_Africa,annualized_infant_infections_per_100k,1003.3944270536407,989.9529451256457,1020.1402717985438,1001.6855462202865,883.2096269868408,1129.0126124734775,100,200,True,10.0,True,3.0,2.5,97.5
South_Africa,annualized_child_1_9_cases_per_100k,273.18038811442017,269.9009660665491,277.23724629191383,273.24245489466375,240.87048191573527,307.5340290290828,100,200,True,10.0,True,3.0,2.5,97.5
South_Africa,annualized_adolescent_cases_per_100k,340.8728881666505,338.01107712361335,344.4728610018721,340.1955155631277,300.3602087017224,383.54548868779494,100,200,True,10.0,True,3.0,2.5,97.5
South_Africa,annualized_child_adolescent_cases_per_100k,317.41217722709564,314.10872753879386,321.5284887610583,317.27401188332556,280.3491275514408,357.3642703687928,100,200,True,10.0,True,3.0,2.5,97.5
South_Africa,annualized_child_adolescent_infections_per_100k,1520.5510136215512,1503.8936855791667,1541.3354581742976,1518.3981385939665,1341.2044934438811,1708.5140080784201,100,200,True,10.0,True,3.0,2.5,97.5
South_Africa,annualized_child_adolescent_reported_cases_per_100k,51.49546330144912,50.897608792913175,52.23883948669815,51.41797764948146,45.43642531606223,57.985140787702,100,200,True,10.0,True,3.0,2.5,97.5
South_Africa,total_infections,23125294.598676283,22887918.631931633,23421715.12596416,23089011.5,20348560.275,25988190.374999996,100,200,True,10.0,True,3.0,2.5,97.5
South_Africa,total_reported_cases,376179.62973143975,372011.9210076627,381365.7580744952,375692.0,331924.775,425044.05,100,200,True,10.0,True,3.0,2.5,97.5
South_Africa,total_infant_cases,151859.98815937154,149832.17952814163,154385.73927966965,151708.0,134022.9,171053.125,100,200,True,10.0,True,3.0,2.5,97.5
South_Africa,total_infant_infections,280667.50451891206,276907.6799834947,285351.6191928986,280336.0,247535.625,316028.57499999984,100,200,True,10.0,True,3.0,2.5,97.5
South_Africa,total_child_1_9_cases,730603.5067405299,721832.9010994226,741453.3151007664,729463.5,643605.95,822502.7999999999,100,200,True,10.0,True,3.0,2.5,97.5
South_Africa,total_adolescent_cases,802334.8763181593,795598.8428416327,810808.3674978187,801259.5,706700.125,904411.325,100,200,True,10.0,True,3.0,2.5,97.5
South_Africa,total_child_adolescent_cases,1684798.3712180606,1667263.923469197,1706647.4218782547,1681963.5,1486651.8,1896491.9249999993,100,200,True,10.0,True,3.0,2.5,97.5
South_Africa,total_child_adolescent_infections,8070962.78877359,7982547.019135592,8181284.949519933,8055363.0,7119122.625,9082431.45,100,200,True,10.0,True,3.0,2.5,97.5
South_Africa,total_child_adolescent_reported_cases,273333.7878002195,270160.42373668903,277279.56883516157,272835.0,240359.875,307948.74999999994,100,200,True,10.0,True,3.0,2.5,97.5
South_Africa,resistant_infections,22841922.399740018,22608692.83227583,23133489.656526864,22818043.0,20110101.675,25686982.45,100,200,True,10.0,True,3.0,2.5,97.5
