analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_child_1_9_cases,total_adolescent_cases,total_child_adolescent_cases,total_child_adolescent_infections,total_child_adolescent_reported_cases,total_deaths,total_infant_deaths,total_child_adolescent_deaths,total_child_adolescent_hospitalizations,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,child_1_9_population,adolescent_population,child_adolescent_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_child_1_9_cases_per_100k,annualized_adolescent_cases_per_100k,annualized_child_adolescent_cases_per_100k,annualized_child_adolescent_infections_per_100k,annualized_child_adolescent_reported_cases_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,annualized_child_adolescent_deaths_per_million,annualized_child_adolescent_hospitalizations_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_FOI_reduction_case_proxy,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,routine_age_pattern,routine_first_shot_months,routine_last_shot_months,routine_dose_count,routine_scheduler_code,calibration_loaded,npi_contact_reduction_country,npi_contact_reduction_iso3,npi_contact_reduction_periods_loaded,npi_contact_reduction_reduction_column,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,contact_reciprocity_error_before,contact_reciprocity_error_after,country,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status,relative_reduction_infant_cases,relative_reduction_child_1_9_cases,relative_reduction_adolescent_cases,relative_reduction_child_adolescent_cases,relative_reduction_child_adolescent_infections,relative_reduction_child_adolescent_reported_cases,relative_reduction_total_infections,relative_reduction_reported_cases,relative_reduction_resistant_infections,relative_reduction_deaths,relative_reduction_infant_deaths,relative_reduction_child_adolescent_deaths
country_profiles,Australia,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4431619.197910434,24968594.089432202,306037.42222206807,210361.21859508046,453146.2519337456,875107.4704001569,538442.2489404365,1623910.937935674,7646861.400529966,229657.10621250165,369.6428620719051,359.0522422856355,359.967546969719,68215.2332842576,24607934.955719195,0.985555488930566,0.043,0.9993723788117659,29593145.574337024,299309.57445955096,2893388.66926923,2629777.2659587115,5822475.509687493,26.013698630136986,3243.4025514565474,39.75404271946385,2701.7363369500385,5819.902085463334,1162.6594081015876,787.0785162884652,1072.1423025667305,5048.628836625034,151.6247553381755,0.48016343959035507,4.611422658250262,2.376586213207093,45.037221915927304,31529.656219127985,263758.1766284271,144372.42842819984,144372.42842819984,25563.33442195768,2226.0,7766.0,5,4.482876712328767,0.8225122655269529,0.177487734473047,5.634192148369882,0.6745273651442307,0.5332935721148226,0.0008132324409548706,0.030091091039071555,0.041654610116113884,0.6019684315480904,0.8610426416433798,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,AUS,1,baseline_contact_reduction,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,706629619ee12ac3aea55eb14e571e3b693e1448b799f3d64aa6934ed14c167b,17ae9068008b4c1e2081de14baa9658e40c120bf419be1476856f514e3c6595f,True,accepted,5343.7104439604345,5343.7104439604345,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,54.978665659530755,0.7230812578401007,0.2769187421598993,0.25,calibrated_country_scenario_analysis,0.6577114057891414,0.679448869932493,0.8645503572549038,0.7781482597462436,0.7818319043730348,0.9135731659045973,0.8610426416433798,0.9406015336406437,0.8630450624031162,0.7107074284880829,0.6956995480476327,0.6956820653056646
country_profiles,China,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,34575843.75020543,179685296.15648565,5152278.181233913,614572.6797589187,1232048.660270303,2730009.001109627,3975220.8867301005,7319802.567598646,35050319.24376769,2657243.0728978626,1277.7475071000156,1179.9267466807394,1182.8666862216962,214160.53544496966,179679063.69429874,0.9999653145676345,0.997,0.9999894532595717,1342605769.455887,7999696.704377555,81542516.27584684,92717824.32139155,182260037.30161598,26.013698630136986,514.4722163913136,14.75192479330948,295.3232396087969,592.0416147516256,128.6997980294371,164.81469416816716,154.38525086572383,739.2620606088306,56.04510977338117,0.03658427294984278,0.5669952485807148,0.24948373730926177,4.5169562546078605,1934.9864301777131,1347357.3233677503,807377.1258092902,807377.1258092902,71175.99849247804,2786.0,9495.0,9,3.0013698630136987,0.8075755529818436,0.19242444701815647,5.196844868186856,0.29465123831817985,0.22515768732884642,1.3414007631244909e-05,0.01752065093238361,0.02520908311367279,0.2519080902644922,0.0,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,CHN,1,baseline_contact_reduction,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,706629619ee12ac3aea55eb14e571e3b693e1448b799f3d64aa6934ed14c167b,17ae9068008b4c1e2081de14baa9658e40c120bf419be1476856f514e3c6595f,True,accepted,3618.9194652995925,3618.7257412247955,True,2.010611200412732e-05,1.6667804836994706e-16,China,4.430832490427902,3.3293799359778617,2.3293799359778617,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
country_profiles,United_Kingdom,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,10248942.940497816,53708080.21800829,929606.5436470597,438955.0895303687,926590.5671262459,1842040.5184480275,1108246.7234625178,3389242.331440914,16050410.897626715,666216.371066792,803.9711378521316,775.604821405697,777.5025760807762,144733.76457627438,52705256.39137027,0.9813282503755967,0.0029999999999999996,0.9996944713645395,72517643.19275142,680678.6226820287,6610409.391052753,6212161.323699313,13503249.337434093,26.013698630136986,2847.0417976697227,49.27803552849854,2478.9962673798445,5232.914737935668,1071.1954457540814,685.790754643448,964.8553970789703,4569.258868346055,189.65963433274985,0.4261815772029075,4.380223633546712,2.213407845804306,41.2030596323885,37612.55647404255,567316.8479615059,337677.38340546656,337677.38340546656,74728.05342333781,2023.0,8256.0,5,5.024657534246575,0.809173165399024,0.19082683460097594,5.2403531300565085,0.48348488286217933,0.3584409514929298,0.0006287302054461291,0.02846135133311708,0.039514033336215525,0.41488076798740064,0.7010991919381395,W8;W12;W16;M40,1.83908045977012,40.0,4,aP,True,United_Kingdom,GBR,1,baseline_contact_reduction,United_Kingdom,GBR,2025,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,706629619ee12ac3aea55eb14e571e3b693e1448b799f3d64aa6934ed14c167b,17ae9068008b4c1e2081de14baa9658e40c120bf419be1476856f514e3c6595f,True,accepted,6244.019776870553,6244.019776870553,True,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,7.268426842942312,6.779738806389421,5.779738806389421,0.25,calibrated_country_scenario_analysis,0.2857556087547536,0.3252621080372555,0.7212112848465815,0.536976264026094,0.5420751866481033,0.7492828646871781,0.7010991919381395,0.8195736893568838,0.7066700187115755,0.3707902904253517,0.3426669718373987,0.34269636203529497
country_profiles,Japan,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,7230291.627609975,37656738.22060345,603422.1159314911,119908.15085366802,239419.26563620125,540128.3683071106,653760.9204610768,1313797.4396218553,6408628.421360534,295647.6228971527,256.17806136061836,231.49395995781987,232.05011210988178,41746.769254723375,37606516.61775338,0.9986663315724305,0.8270000000000001,0.9997656134755984,112693122.03006732,730837.655556547,7127341.9201143235,6905013.179795504,14763192.755466374,26.013698630136986,1284.5268422495085,20.583617746714495,630.7041450543462,1259.3199225205174,291.3179796093406,363.95889677409275,342.0944405222172,1668.7170245598352,76.982497527043,0.08738611248945359,1.217633655935705,0.6042259703154566,10.870273636638558,10837.475156747281,275283.25797705504,194138.72655222926,194138.72655222926,33460.51809142861,1365.0,9334.0,9,3.1212328767123285,0.8079947449178164,0.1920052550821835,5.208190784007305,0.30281731977560267,0.2357272379743359,1.2589381330028586e-05,0.016572957615794418,0.023850531445847086,0.2623812413326312,0.7904294952002713,M2;M3;M4;Y1,3.0,18.0,4,aP,True,Japan,JPN,1,baseline_contact_reduction,Japan,JPN,2025,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,706629619ee12ac3aea55eb14e571e3b693e1448b799f3d64aa6934ed14c167b,17ae9068008b4c1e2081de14baa9658e40c120bf419be1476856f514e3c6595f,True,accepted,6348.896819510473,6325.524391872724,True,7.644092124256049e-05,2.2471172848738243e-16,Japan,7.836584827693876,2.626605619577243,1.626605619577243,0.25,calibrated_country_scenario_analysis,0.8048918300424533,0.8021514331683256,0.8355409827304361,0.8205146344469147,0.8171591996983008,0.8887389618538987,0.7904294952002713,0.8828824658324295,0.7907017331649939,0.7995080718709114,0.8038064984889637,0.8038239517497153
country_profiles,New_Zealand,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,733526.9191494975,4005614.5857518,68022.49721738997,30696.436810372703,64926.15440804727,131793.1073190251,90227.91812184751,252717.46225124528,1207966.2292913264,49357.58649586127,55.94166800865349,53.82540173612113,53.96074206620564,10114.35654479108,3943844.337555135,0.9845790834653976,0.01,0.9990687656663382,5518948.271484755,54340.24486719915,528738.1474419388,491660.7732594651,1074739.165568603,26.013698630136986,2790.0419402936527,47.37990040157748,2171.5221845622054,4592.995125992737,958.1862797446975,705.4614266395422,903.9201578854819,4320.655228865038,176.54228156909014,0.3896520661506252,3.807707542246853,1.9300685458613187,36.17704405320555,29991.65966099429,40838.84755335281,23921.234454526224,23921.234454526224,4534.860773835711,2226.0,8060.0,4,6.6356164383561635,0.8168753125278965,0.18312468747210348,5.460760172777558,0.5956644776046233,0.46451062393838755,0.0006156620057332729,0.02870302998499417,0.039876937483882845,0.5264688481300129,0.9777076106312931,W6;M3;M5;Y4;Y11-Y13,1.37931034482759,156.0,5,aP,True,New_Zealand,NZL,1,baseline_contact_reduction,New_Zealand,NZL,2025,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,706629619ee12ac3aea55eb14e571e3b693e1448b799f3d64aa6934ed14c167b,17ae9068008b4c1e2081de14baa9658e40c120bf419be1476856f514e3c6595f,True,accepted,2282.7659893306995,2282.7659893306995,True,1.0204827386537681e-05,1.352852648487234e-16,New_Zealand,25.11070274470987,1.886840877504279,0.8868408775042791,0.25,calibrated_country_scenario_analysis,0.950052389536069,0.9517242956834732,0.9773024139556515,0.9654748253224879,0.9655362274765553,0.9814252647793963,0.9777076106312931,0.9867975884017389,0.9780506183833132,0.9562185269798577,0.9543824208684668,0.9543813832152407
country_profiles,Sweden,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,826016.5007423344,4486697.313668156,63544.79962972984,20354.234352184074,43324.30604314969,106440.02227552052,110902.44321958053,237696.69984728514,1191735.5662580526,40414.334197497454,37.02255004080596,34.9392686685042,35.03989209196977,6751.1032617780975,4400245.145902572,0.9807314463798977,0.01,0.9988822149797965,10933229.70258334,96543.81605794549,946043.6228204257,904446.7259062058,1947034.1647845767,26.013698630136986,1577.5247966730872,22.342380175757004,810.4536917362184,1725.0633537494255,432.50555481260625,471.3635742528221,469.2966728957474,2352.9040856509873,79.79207363151369,0.130171452724304,1.3911925542860986,0.6918103948415101,13.329046222196743,17434.683609123647,38116.60559367406,25761.218066522764,25761.218066522764,5222.394539463386,1820.0,9201.0,7,4.001826484018265,0.8158965397050565,0.18410346029494337,5.4317284335555005,0.4878446979840953,0.3830036989003144,0.00034229794283413464,0.02562555894162803,0.03654943736526684,0.4253274037343663,0.9750302478297348,M3;M5;M12;Y5;Y14-Y16,3.0,192.0,5,aP,True,Sweden,SWE,1,baseline_contact_reduction,Sweden,SWE,2025,False,exact_year,2025,low_imported_model_anchor,https://www.folkhalsomyndigheten.se/contentassets/975cc036216b48a39b7bf34319d4ecee/pertussis-surveillance-sweden-23rd-annual-report.pdf,"No public Swedish MRBP prevalence estimate was located in the accessible national surveillance material, so keep a conservative low anchor pending numeric reporting.",Sweden,SWE,2,relative_detection_prior_mean,Sweden,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Sweden_calibrated_config.yaml,current,706629619ee12ac3aea55eb14e571e3b693e1448b799f3d64aa6934ed14c167b,17ae9068008b4c1e2081de14baa9658e40c120bf419be1476856f514e3c6595f,True,accepted,1800.7077619841807,1800.7073488732442,True,3.202340290308184e-05,1.4235413699758381e-16,Sweden,5.954795201043958,3.7519980824596746,2.7519980824596746,0.25,calibrated_country_scenario_analysis,0.9668806716885486,0.9610111094021092,0.9721015645722254,0.9675268973920884,0.9659992949573504,0.9847908779555408,0.9750302478297348,0.9876666597969849,0.9755105294104324,0.9710251439857374,0.9703886120330841,0.9703771418198496
country_profiles,United_States,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,3927768.9257652564,21212386.82362278,328419.62016053504,83196.4200650237,175667.18701373227,443555.63732768735,532146.7522983886,1058898.8096910997,5428544.660045168,198120.6080891886,150.5922226623311,140.8888047507329,141.3135894321545,27649.088931103797,0.0,0.0,0.0,0.0,363902665.57500935,3651564.1679638466,35229964.78285961,32177239.87235772,71058768.82318117,26.013698630136986,224.07953613833433,3.469299176759597,87.58376241443254,184.93095206978282,48.398710366999126,63.574144295240785,57.284176863378654,293.6727377259898,10.71790415684004,0.015907986065310117,0.14831854053933263,0.0764476508628042,1.495756993912076,301.0302739493995,172428.16419073747,519545.8705608278,519545.8705608278,3001.252578327719,1498.0,9495.0,8,3.2876712328767126,0.8148360692069236,0.1851639307930765,5.400619849216288,0.4469764434620466,0.3468270403091559,0.00027166543102787846,0.025874271720969472,0.03743333624354733,0.38339717006650204,0.8819470080337058,M2;M4;M6;M15;Y4;Y11-Y12,2.0,144.0,6,aP,True,United_States,USA,1,baseline_contact_reduction,United_States,USA,2025,False,nearest_past_year,2015,measured_multistate_surveillance_fraction,https://www.walshmedicalmedia.com/conference-abstracts-files/2155-9597.C1.016-015.pdf,"CDC surveillance abstract: 1208 B. pertussis isolates collected from 2011-2015 across 7 enhanced-surveillance states, 2 outbreak states, and 6 sporadic-state settings were susceptible to erythromycin and azithromycin; 54 DNA NPS extracts had no A2047G mutation.",United_States,USA,3,relative_detection_prior_mean,United_States,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_States_calibrated_config.yaml,current,706629619ee12ac3aea55eb14e571e3b693e1448b799f3d64aa6934ed14c167b,17ae9068008b4c1e2081de14baa9658e40c120bf419be1476856f514e3c6595f,True,accepted,2622.624894892156,2622.624894892156,True,2.8951093600231316e-05,1.3156166320465292e-16,United_States,1.438792831407114,2.4112569238801975,1.4112569238801975,0.25,calibrated_country_scenario_analysis,0.8646272071552878,0.8375259432670729,0.8661340419912824,0.8553377908881926,0.8451213918398071,0.9254412928535259,0.8819470080337058,0.9362573974835571,1.0,0.8821424249896475,0.8805952953036549,0.8805329534780143
country_profiles,Brazil,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,14158399.881662562,75230197.158469,1296261.5679389075,352520.17026494746,739777.648453926,1788228.5603529236,1905132.3053286572,4045881.0359465284,20141795.617744904,820485.862959912,600.462897945604,569.4971148695851,571.2240504583351,115080.63271125658,74053493.69946417,0.9843586285368073,0.009999999999999998,0.9951737639156643,217275204.42586872,2131334.652198666,21158113.100638863,20358317.018247325,43647764.77108485,26.013698630136986,1331.0057393337836,22.934029841370247,635.8141964947877,1334.2814704276977,324.89571827240144,359.7337325600631,356.3272170672158,1773.9201710187256,72.26150289490678,0.10623653713668664,1.0271592409159505,0.5030861619836602,10.135335475266409,12228.49837674584,649972.6381922907,426376.28728318145,426376.28728318145,72793.13656517414,2597.0,8732.0,6,3.9890410958904106,0.8117989794465308,0.18820102055346916,5.313467467175043,0.4083676227715708,0.30469064755465175,0.0004207042297126479,0.026093526778085,0.036841781324015874,0.3450116104397573,0.5813224633976062,M2;M4;M6;M15;Y4,2.0,48.0,5,wP,True,Brazil,BRA,1,baseline_contact_reduction,Brazil,BRA,2025,False,exact_year,2025,low_detected_model_anchor,https://www.paho.org/en/news/26-8-2025-paho-calls-strengthened-vaccination-and-surveillance-amid-spread-antibiotic,"PAHO reported antibiotic-resistant pertussis cases detected in Brazil since 2024, but no public national resistant fraction or denominator was located, so keep a conservative low detected anchor pending numeric reporting.",Brazil,BRA,3,relative_detection_prior_mean,Brazil,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Brazil_calibrated_config.yaml,current,706629619ee12ac3aea55eb14e571e3b693e1448b799f3d64aa6934ed14c167b,17ae9068008b4c1e2081de14baa9658e40c120bf419be1476856f514e3c6595f,True,accepted,1979.071034236682,1979.071034236682,True,2.8141735141323725e-05,1.480345728618647e-16,Brazil,0.8601273820862417,26.66352719261615,25.66352719261615,0.25,calibrated_country_scenario_analysis,0.4263979153723003,0.34497338300859515,0.5207480641671304,0.44726910342421555,0.425346300623886,0.6912266433852703,0.5813224633976062,0.7484100193463414,0.5878568589078533,0.5300613817604554,0.5173453636239355,0.5170850129502467
country_profiles,Thailand,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,3819327.576825572,19974570.009901483,286790.3551189549,75271.78585719959,147237.44798926776,355528.4913248447,399959.18661907094,830759.4638011152,4115759.5010558045,157070.62277084208,154.53337259882704,143.20432829388648,143.54758259509993,26195.457097792474,19577035.853080645,0.9800979867589752,0.010000000000000002,0.9978222315080365,69253630.63825972,499309.28907828813,4998030.967149142,5016990.291729027,10514330.54795646,26.013698630136986,1108.747843491979,15.91915058070421,579.5093797303277,1133.5652686547194,273.44712568241516,306.457540116363,303.73271103385906,1504.756606081006,57.42635282140546,0.08577833892372086,1.1025147141018805,0.5248221455639585,9.57728144880746,9314.50016302058,155150.46551305262,112489.03043436857,112489.03043436857,17672.957640269513,3031.0,8697.0,8,2.9561643835616436,0.8087904983720643,0.19120950162793565,5.22986562637377,0.3264583655810548,0.24699758898030602,1.4552577187769998e-05,0.018534363751191642,0.026273313600312955,0.28163613565236234,0.8888358121829519,M2;M4;M6;Y1.5;Y4,2.0,48.0,5,wP,True,Thailand,THA,1,baseline_contact_reduction,Thailand,THA,2025,False,exact_year,2025,low_imported_model_anchor,https://www.cdc.gov/pertussis/hcp/antibiotic-resistance/index.html,"No public Thailand-specific MRBP prevalence estimate was located in accessible surveillance material; CDC notes increasing MRBP globally, so keep a conservative low imported anchor pending numeric reporting.",Thailand,THA,3,relative_detection_prior_mean,Thailand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Thailand_calibrated_config.yaml,current,706629619ee12ac3aea55eb14e571e3b693e1448b799f3d64aa6934ed14c167b,17ae9068008b4c1e2081de14baa9658e40c120bf419be1476856f514e3c6595f,True,accepted,909.1419589141069,909.1419589141069,True,4.086723819167002e-05,1.6177673822097892e-16,Thailand,0.1976821449825874,80.52902593760518,79.52902593760518,0.25,calibrated_country_scenario_analysis,0.8775217507443923,0.8697702127793945,0.8993869276662848,0.8865052088319294,0.882575691467129,0.940889629415969,0.8888358121829519,0.9443371757053941,0.8910444241495575,0.8790579737075308,0.878632865390385,0.8786443271526916
country_profiles,South_Africa,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4700639.904595903,25112612.36292634,411204.25040445896,169127.24381136068,312700.3689157992,804162.2540496779,859315.3543210458,1832604.8521820842,8819159.565860862,300132.8982957081,319.1094292943248,312.5327188992223,313.4587196130069,59436.31413930844,24794282.43341567,0.9873239022324646,0.019999999999999997,0.9970781972593209,72810729.57159938,1075272.018187568,10280876.20821446,9048177.354150744,20404325.580552775,26.013698630136986,1325.8500385513755,21.710014210075215,604.634776270607,1117.9128408786864,300.68478286336347,365.081110262369,345.25858220364154,1661.509585283074,56.54435478268071,0.1684775932577194,1.1173134872324,0.5905490918246384,11.19766627634628,12350.620149403869,251718.56941564853,141565.24331421813,141565.24331421813,24637.1962668436,2086.0,8942.0,7,3.835616438356164,0.8128175660635195,0.18718243393648049,5.342381648586456,0.5061596151891324,0.3784844339362242,1.146410197118084e-74,0.02571540768222404,0.03652778538796002,0.4439164221189484,0.860241138812738,W6;W10;W14;M18;Y6;Y12,1.37931034482759,18.0,6,aP,True,South_Africa,ZAF,1,baseline_contact_reduction,South_Africa,ZAF,2025,False,exact_year,2025,global_surveillance_extrapolation,https://www.cdc.gov/pertussis/hcp/antibiotic-resistance/index.html and https://www.mdpi.com/2079-6382/11/11/1570,No South Africa-specific MRBP isolate data published. CDC (2025) notes global MRBP spread primarily from China; PAHO (2025) reports cases in Americas. Systematic review (Antibiotics 2022;11:1570) confirms sporadic cases outside China. No African MRBP reports in accessible literature. Conservative low anchor retained with slightly elevated point estimate reflecting global importation risk.,South_Africa,ZAF,3,relative_detection_prior_mean,South_Africa,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/South_Africa_calibrated_config.yaml,current,706629619ee12ac3aea55eb14e571e3b693e1448b799f3d64aa6934ed14c167b,17ae9068008b4c1e2081de14baa9658e40c120bf419be1476856f514e3c6595f,True,accepted,787.9979192012318,787.9979192012318,True,1.5081848384963774e-05,1.4841774395108882e-16,South_Africa,2.2755885830098617,9.540395118945423,8.540395118945423,0.25,calibrated_country_scenario_analysis,0.7248051379737462,0.7054360429863704,0.7838320488832274,0.7496373931867819,0.748385756360008,0.8870510186452768,0.860241138812738,0.9201898197379591,0.862007949487092,0.7502562693167935,0.7351253204672151,0.7350008050237222
