country,outcome,bootstrap_replicates,interval_type,interval_basis,confidence_interval_method,rate_median,rate_q025,rate_q975,rate_q025_mcse,rate_q975_mcse,tail_probability_mcse
Australia,Reports,1024,95% parametric-bootstrap confidence interval,"Current-practice-only marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated once through current practice. Biological inputs, AR(1) hyperparameters, and NB2 dispersion remain fixed at prespecified reference values.",percentile_parametric_bootstrap,343.7310470995853,8.066071550984747,644.1601845536155,1.7081049546197264,16.037257163652068,0.004878904686248749
Australia,Symptomatic,1024,95% parametric-bootstrap confidence interval,"Current-practice-only marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated once through current practice. Biological inputs, AR(1) hyperparameters, and NB2 dispersion remain fixed at prespecified reference values.",percentile_parametric_bootstrap,1534.4534857273889,29.933987992402944,1974.6918266136445,1.1221109090371106,22.559451294318897,0.004878904686248749
Australia,Infections,1024,95% parametric-bootstrap confidence interval,"Current-practice-only marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated once through current practice. Biological inputs, AR(1) hyperparameters, and NB2 dispersion remain fixed at prespecified reference values.",percentile_parametric_bootstrap,5753.039913852161,144.45851861109992,6628.479168600209,6.316175537976192,9.125697708121452,0.004878904686248749
China,Reports,1024,95% parametric-bootstrap confidence interval,"Current-practice-only marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated once through current practice. Biological inputs, AR(1) hyperparameters, and NB2 dispersion remain fixed at prespecified reference values.",percentile_parametric_bootstrap,645.257251902046,0.40718775821776637,1528.8959535786466,0.0694929372577414,43.516428024461135,0.004878904686248749
China,Symptomatic,1024,95% parametric-bootstrap confidence interval,"Current-practice-only marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated once through current practice. Biological inputs, AR(1) hyperparameters, and NB2 dispersion remain fixed at prespecified reference values.",percentile_parametric_bootstrap,1146.7465988382226,1.0913100489082221,2081.5556017950307,0.15308890158602895,88.76608011297573,0.004878904686248749
China,Infections,1024,95% parametric-bootstrap confidence interval,"Current-practice-only marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated once through current practice. Biological inputs, AR(1) hyperparameters, and NB2 dispersion remain fixed at prespecified reference values.",percentile_parametric_bootstrap,4572.451587461213,3.581191829732456,6260.371631202632,0.4974695399228618,66.88819229800741,0.004878904686248749
United_Kingdom,Reports,1023,95% parametric-bootstrap confidence interval,"Current-practice-only marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated once through current practice. Biological inputs, AR(1) hyperparameters, and NB2 dispersion remain fixed at prespecified reference values.",percentile_parametric_bootstrap,104.46357472224985,0.027258418112157384,334.70581752528216,0.0007413576753943673,16.339702162527395,0.004881288710181028
United_Kingdom,Symptomatic,1023,95% parametric-bootstrap confidence interval,"Current-practice-only marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated once through current practice. Biological inputs, AR(1) hyperparameters, and NB2 dispersion remain fixed at prespecified reference values.",percentile_parametric_bootstrap,943.8930241500912,0.3043702772626333,1686.5896393029639,0.0034545753983886815,34.261596367993185,0.004881288710181028
United_Kingdom,Infections,1023,95% parametric-bootstrap confidence interval,"Current-practice-only marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated once through current practice. Biological inputs, AR(1) hyperparameters, and NB2 dispersion remain fixed at prespecified reference values.",percentile_parametric_bootstrap,4266.908572249397,0.7373049230241324,6358.600254074305,0.015078352426187484,73.26443454043381,0.004881288710181028
Japan,Reports,1024,95% parametric-bootstrap confidence interval,"Current-practice-only marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated once through current practice. Biological inputs, AR(1) hyperparameters, and NB2 dispersion remain fixed at prespecified reference values.",percentile_parametric_bootstrap,195.5865271624014,2.644215849185543,530.2262759247697,0.16298055543126544,15.752389780251493,0.004878904686248749
Japan,Symptomatic,1024,95% parametric-bootstrap confidence interval,"Current-practice-only marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated once through current practice. Biological inputs, AR(1) hyperparameters, and NB2 dispersion remain fixed at prespecified reference values.",percentile_parametric_bootstrap,1177.0260256460606,21.212625041794915,1748.9040340275283,0.3236586369069365,25.2139648806594,0.004878904686248749
Japan,Infections,1024,95% parametric-bootstrap confidence interval,"Current-practice-only marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated once through current practice. Biological inputs, AR(1) hyperparameters, and NB2 dispersion remain fixed at prespecified reference values.",percentile_parametric_bootstrap,4807.267628549911,94.90479345716847,6005.420153411367,1.4626991833505028,4.663132303400711,0.004878904686248749
New_Zealand,Reports,1024,95% parametric-bootstrap confidence interval,"Current-practice-only marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated once through current practice. Biological inputs, AR(1) hyperparameters, and NB2 dispersion remain fixed at prespecified reference values.",percentile_parametric_bootstrap,493.558196081455,9.190501156024345,885.9721077011625,0.6064892234788094,28.238734991919344,0.004878904686248749
New_Zealand,Symptomatic,1024,95% parametric-bootstrap confidence interval,"Current-practice-only marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated once through current practice. Biological inputs, AR(1) hyperparameters, and NB2 dispersion remain fixed at prespecified reference values.",percentile_parametric_bootstrap,1716.8405160028863,42.571560282650395,2389.338975826283,4.958882184140415,56.51552004783732,0.004878904686248749
New_Zealand,Infections,1024,95% parametric-bootstrap confidence interval,"Current-practice-only marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated once through current practice. Biological inputs, AR(1) hyperparameters, and NB2 dispersion remain fixed at prespecified reference values.",percentile_parametric_bootstrap,5735.977062147491,202.02492700029083,6528.420805844536,23.60110629269737,13.971571865449743,0.004878904686248749
Sweden,Reports,1023,95% parametric-bootstrap confidence interval,"Current-practice-only marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated once through current practice. Biological inputs, AR(1) hyperparameters, and NB2 dispersion remain fixed at prespecified reference values.",percentile_parametric_bootstrap,398.2335164364393,0.549422597175982,1157.1187243305371,0.17886302416871175,9.984071975086579,0.004881288710181028
Sweden,Symptomatic,1023,95% parametric-bootstrap confidence interval,"Current-practice-only marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated once through current practice. Biological inputs, AR(1) hyperparameters, and NB2 dispersion remain fixed at prespecified reference values.",percentile_parametric_bootstrap,1483.0618011099343,3.417935975531973,2042.1627264456988,1.0356993838055515,12.86478942632986,0.004881288710181028
Sweden,Infections,1023,95% parametric-bootstrap confidence interval,"Current-practice-only marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated once through current practice. Biological inputs, AR(1) hyperparameters, and NB2 dispersion remain fixed at prespecified reference values.",percentile_parametric_bootstrap,5507.352441610118,15.469718108596506,6583.433241683883,5.742572488494968,17.227694893703827,0.004881288710181028
United_States,Reports,1024,95% parametric-bootstrap confidence interval,"Current-practice-only marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated once through current practice. Biological inputs, AR(1) hyperparameters, and NB2 dispersion remain fixed at prespecified reference values.",percentile_parametric_bootstrap,498.7014294157218,4.726731769510679,1057.555854073449,0.1994946103854234,14.538052058285627,0.004878904686248749
