analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_child_1_9_cases,total_adolescent_cases,total_child_adolescent_cases,total_child_adolescent_infections,total_child_adolescent_reported_cases,total_deaths,total_infant_deaths,total_child_adolescent_deaths,total_child_adolescent_hospitalizations,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,child_1_9_population,adolescent_population,child_adolescent_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_child_1_9_cases_per_100k,annualized_adolescent_cases_per_100k,annualized_child_adolescent_cases_per_100k,annualized_child_adolescent_infections_per_100k,annualized_child_adolescent_reported_cases_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,annualized_child_adolescent_deaths_per_million,annualized_child_adolescent_hospitalizations_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_FOI_reduction_case_proxy,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,routine_age_pattern,routine_first_shot_months,routine_last_shot_months,routine_dose_count,routine_scheduler_code,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_overlay_mode,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,npi_contact_reduction_country,npi_contact_reduction_iso3,npi_contact_reduction_periods_loaded,npi_contact_reduction_reduction_column,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_configured_anchor_year,resistance_timeline_applied,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,prospective_policy,policy_start_time,simulation_phase,contact_reciprocity_error_before,contact_reciprocity_error_after,country,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status,contact_matrix_directional_intervention,contact_matrix_reciprocity_correction_after_intervention,relative_reduction_infant_cases,relative_reduction_child_1_9_cases,relative_reduction_adolescent_cases,relative_reduction_child_adolescent_cases,relative_reduction_child_adolescent_infections,relative_reduction_child_adolescent_reported_cases,relative_reduction_total_infections,relative_reduction_reported_cases,relative_reduction_resistant_infections,relative_reduction_deaths,relative_reduction_infant_deaths,relative_reduction_child_adolescent_deaths
intervention_comparison,current,symptom_protective,country_timeline,current,2027-01-01,2051-01-01,2027,2051,3008350.78353109,14180297.251194416,355034.52532319934,292628.15583341796,640205.4176491998,914223.8474091555,307979.5546841097,1514831.5579266832,6145720.355459554,305604.30564241036,1025.8279333202001,1017.6975305991926,1019.0374232734027,94245.85283554901,13561305.489764985,0.9563484636136741,0.043,0.9994102223797059,29813213.78714954,299913.5870848018,2899426.75217382,2629897.169426857,5829237.508685479,24.000492823261258,1981.7842875390158,49.61827184265297,4065.3674875436836,8894.12121963405,1313.7727342139503,487.9361099628894,1082.7605742452402,4392.794476988388,218.4376815611662,1.4336580143278417,14.138470173070651,7.2838035346389445,67.3643833220105,19247.836991122214,274667.33078406384,114662.09246278009,114662.09246278009,15721.640524836486,3227.0,8766.0,5,5.997945205479452,0.8096362549017098,0.21215005089386926,4.713644874401951,0.7637644286319661,0.5711402445102333,0.0022546985919467263,0.029833776294898032,0.04092967438464427,0.6907462793604771,0.0,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,54.978665659530755,0.9025004744554302,0.09749952554456975,0.25,calibrated_country_scenario_analysis,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intervention_comparison,higher_child_coverage,symptom_protective,country_timeline,higher_child_coverage,2027-01-01,2051-01-01,2027,2051,3011160.2223040974,14175072.42397632,355858.3609743938,293136.0170579745,641389.2745696169,917785.6431180877,307700.72636857524,1518622.3865446374,6145476.783615508,306459.53840516537,1027.5295157938156,1019.3948099186036,1020.7428365394109,94432.83805135234,13556119.235644288,0.9563350951713581,0.043,0.9994260298542563,29813213.787285812,299913.5871773255,2899426.752091053,2629897.1698305863,5829237.509098964,24.000492823261258,1981.0540855953675,49.733407972517284,4072.423001860046,8910.56807388855,1318.8911635077345,487.4943584744914,1085.4701558044098,4392.620378118885,219.04897876377024,1.436036081120885,14.162049800479597,7.295993366301546,67.49803528570669,18818.476680798158,275122.5947820617,114768.64771209308,114768.64771209308,15370.938861251732,3227.0,8766.0,5,5.997945205479452,0.8093575281948099,0.21242644356517662,4.707511848416274,0.7637609258901827,0.5720013532999313,0.0022587585716976177,0.02987449830125502,0.040984831969190776,0.6906428370480392,0.00036845681903141525,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,54.978665659530755,0.904594670967534,0.09540532903246601,0.25,calibrated_country_scenario_analysis,,,-0.0017355172919368833,-0.0038959776853624284,0.0009053468364822459,-0.0025024753399927047,3.9632757424357123e-05,-0.0027984970989110014,0.00036845681903141525,-0.0023204381332899704,0.00038243029954676544,-0.0016587406311974195,-0.0016677640147280126,-0.0016735531267633164
intervention_comparison,adolescent_booster,symptom_protective,country_timeline,adolescent_booster,2027-01-01,2051-01-01,2027,2051,3008362.549659148,14180293.368353054,355035.1828590708,292627.9978376905,640205.113340456,914223.1556113714,307992.64829152735,1514843.801740589,6145725.477344992,305604.97492822574,1025.8276825247508,1017.6972788226477,1019.037170923128,94245.82004218134,13561299.528057722,0.9563483050585699,0.043,0.9994102162369919,29813213.78715009,299913.58708479966,2899426.7521739434,2629897.169426901,5829237.508685644,24.000492823261258,1981.7837448878724,49.61836373735889,4065.365292571422,8894.116991992827,1313.771740075458,487.9568543394855,1082.7693257918133,4392.798137973268,218.43815994853588,1.433657663825656,14.138466675238577,7.2838017309073155,67.36435988219748,19247.36554058471,274667.7490476023,114662.5863020064,114662.5863020064,15721.255443859658,3227.0,8766.0,5,5.997945205479452,0.8096354048851555,0.21215093873678786,4.7136251479927855,0.763764131793013,0.5711451086983392,0.0022546989315199153,0.029833786748084446,0.040929689767488654,0.69074595634592,2.7381946177129635e-07,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,54.978665659530755,0.90250214591662,0.09749785408337996,0.25,calibrated_country_scenario_analysis,,,5.399197728905847e-07,7.567050301915401e-07,-4.251453454795495e-05,-8.08262399987214e-06,-8.334068493098812e-07,-2.1900405295927072e-06,2.7381946177129635e-07,-1.8520336038108098e-06,4.3961160423044987e-07,2.4448101010321466e-07,2.473982075867909e-07,2.4763592487708763e-07
intervention_comparison,pregnancy_tdap_scaleup,symptom_protective,country_timeline,pregnancy_tdap_scaleup,2027-01-01,2051-01-01,2027,2051,2980831.4027051684,14171148.328498604,340139.977932984,261867.84257913698,605641.385528913,912653.6287906554,310435.3667651669,1484956.8381349593,6125175.322917708,290640.2090860258,690.5810656405529,682.4580715945691,683.7859542745475,77042.84173573377,13548352.703257494,0.9560518589740078,0.043,0.9992981779617496,29813213.78618937,299913.58709039795,2899426.752358333,2629897.169403609,5829237.508852339,24.000492823261258,1980.5056690431688,47.53666667998701,3638.0265945447727,8413.93676142299,1311.5162731843136,491.82688575220766,1061.4069335491092,4378.109443984993,207.74175058146295,0.9651297719356325,9.48112066632418,4.887516824004397,55.06813686338441,21090.570304218152,266958.5912342025,113596.07017327132,113596.07017327132,17226.78579047432,3234.0,8766.0,5,5.997945205479452,0.8114909669161336,0.21034508521166398,4.754092537953667,0.7656379116855632,0.5719247515266913,0.0032381091320981804,0.029608404582039626,0.04062355719857257,0.6921678407728528,0.0006451855369280501,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,54.978665659530755,0.8646384212808983,0.1353615787191017,0.25,calibrated_country_scenario_analysis,,,0.10511740801794767,0.0017175428347772081,-0.007973945165211216,0.019721479682277554,0.0033429820026865675,0.048965594659828415,0.0006451855369280501,0.04195239146574925,0.0009551282888853319,0.32680614047483136,0.3294097203982048,0.3289883779949354
intervention_comparison,cocooning_adjunct,symptom_protective,country_timeline,cocooning_adjunct,2027-01-01,2051-01-01,2027,2051,3002822.619437759,14175712.038605321,352058.6474792661,285600.57803087385,624393.9797514547,914483.378051101,308727.26788949914,1508811.2239714738,6137604.410812695,302616.5002654573,999.7251683163813,991.5946558197893,992.9322476452597,92093.01749801359,13556977.86315594,0.9563525152200922,0.043,0.9993786469942262,29813213.786605574,299913.5871002216,2899426.7522063237,2629897.169300283,5829237.508606828,24.000492823261258,1981.1434757428638,49.20237450033771,3967.7361222604136,8674.459152228923,1314.1456891183525,489.1207219753002,1078.4574025860957,4386.993419603013,216.302079193805,1.397177785039711,13.775833234172403,7.09721080892308,65.82559492485677,19659.925118510728,273003.9760450908,114391.30628912152,114391.30628912152,16058.23426265253,3234.0,8766.0,5,5.997945205479452,0.8099741027524454,0.21182869765272064,4.720795676322548,0.7639053902247632,0.5713788335046721,0.0021935450432659744,0.029688044246237326,0.04073187878168419,0.6912919221535757,0.0003233509501154863,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,,,Australia,54.978665659530755,0.8949357702683404,0.10506422973165963,0.25,calibrated_country_scenario_analysis,True,False,0.024015384926065142,-0.0002838808489638023,-0.002427801436872601,0.003974259661879032,0.0013205847610117116,0.009776712309966906,0.0003233509501154863,0.008381939309210051,0.00031911578220178427,0.02544555880763988,0.025648951672344822,0.025617484728172824
intervention_comparison,maternal_immunization,symptom_protective,country_timeline,maternal_immunization,2027-01-01,2051-01-01,2027,2051,2975818.666616532,14165474.39689339,337607.05951348494,255812.6656497597,590986.1384600597,912916.7317593375,311069.42282127263,1479798.82023037,6117282.904448046,288106.0652435364,673.81818183089,665.6966092820136,667.0226524614094,75394.01093714217,13542931.821731316,0.9560521195605985,0.043,0.9992754194745002,29813213.785731338,299913.58705685916,2899426.752160835,2629897.1696244394,5829237.508842134,24.000492823261258,1979.712702021839,47.182675658054016,3553.9044114515277,8210.33719829768,1311.8943617555087,492.8314291644796,1057.720122037855,4372.468157006359,205.93041319076016,0.9417026045498514,9.248260286121976,4.767697282348571,53.889597260891755,21437.300096068688,265499.0948254402,113349.79115855783,113349.79115855783,17509.994815149992,3234.0,8766.0,5,5.997945205479452,0.8117689496264135,0.21007546822922885,4.760194078962262,0.7657465700874774,0.5721665727066096,0.003149920837035664,0.02947198541374671,0.04043803344941174,0.6926866303872833,0.0010453133695612626,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,,,Australia,54.978665659530755,0.8581997233298573,0.14180027667014272,0.25,calibrated_country_scenario_analysis,True,False,0.12580980144855203,0.0014297544890370384,-0.010032705386343377,0.02312649054147109,0.004627195734059897,0.057257833334811714,0.0010453133695612626,0.049086679088039764,0.0013548598287632663,0.34314697431760655,0.3458797046603135,0.34543851165076345
intervention_comparison,targeted_pep_high_risk,symptom_protective,country_timeline,targeted_pep_high_risk,2027-01-01,2051-01-01,2027,2051,2978734.043797889,14067117.919266224,350495.56368502346,287286.3260535062,628664.7280476071,905490.932105599,307476.0199866115,1500253.2781457168,6097449.545705929,301559.6404556596,1001.0811245353821,993.0924717064227,994.4132373926725,92342.62008824729,13650061.741663877,0.9703524076505288,0.043,0.9997509368355713,29813213.78901116,299913.58703105093,2899426.751526571,2629897.1702798847,5829237.508837507,24.000492823261258,1965.9667754335246,48.98392386388301,3991.155555202178,8733.790974929874,1301.2232193626746,487.1383530778794,1072.3404146262285,4358.291809291237,215.54666441418678,1.3990728176485296,13.796641802375046,7.107796522287594,66.00400409422436,17395.174273279463,271310.7462935811,163203.57957763126,163203.57957763126,14208.38491798322,3227.0,8766.0,5,5.997945205479452,0.8098014899531258,0.21175155144738184,4.722515576224668,0.7632342256478326,0.5710720447904617,0.0022001397712111204,0.02974019801309347,0.04078055135241881,0.6905133365111091,0.007981449889469583,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,54.978665659530755,0.8909623992555277,0.10903760074447233,0.25,calibrated_country_scenario_analysis,,,0.01825466782134466,0.009552272485896074,0.00163496144416031,0.009623696908532486,0.007854377837212101,0.013234974481948103,0.007981449889469583,0.012784564075969618,-0.0065448162026788825,0.024123742375314783,0.024177182466270875,0.02416416249133535
intervention_comparison,maternal_direct_antibody_only,symptom_protective,country_timeline,maternal_direct_antibody_only,2027-01-01,2051-01-01,2027,2051,2980831.4027051684,14171148.328498604,340139.977932984,261867.84257913698,605641.385528913,912653.6287906554,310435.3667651669,1484956.8381349593,6125175.322917708,290640.2090860258,690.5810656405529,682.4580715945691,683.7859542745475,77042.84173573377,13548352.703257494,0.9560518589740078,0.043,0.9992981779617496,29813213.78618937,299913.58709039795,2899426.752358333,2629897.169403609,5829237.508852339,24.000492823261258,1980.5056690431688,47.53666667998701,3638.0265945447727,8413.93676142299,1311.5162731843136,491.82688575220766,1061.4069335491092,4378.109443984993,207.74175058146295,0.9651297719356325,9.48112066632418,4.887516824004397,55.06813686338441,21090.570304218152,266958.5912342025,113596.07017327132,113596.07017327132,17226.78579047432,3234.0,8766.0,5,5.997945205479452,0.8114909669161336,0.21034508521166398,4.754092537953667,0.7656379116855632,0.5719247515266913,0.0032381091320981804,0.029608404582039626,0.04062355719857257,0.6921678407728528,0.0006451855369280501,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,54.978665659530755,0.8646384212808983,0.1353615787191017,0.25,calibrated_country_scenario_analysis,,,0.10511740801794767,0.0017175428347772081,-0.007973945165211216,0.019721479682277554,0.0033429820026865675,0.048965594659828415,0.0006451855369280501,0.04195239146574925,0.0009551282888853319,0.32680614047483136,0.3294097203982048,0.3289883779949354
intervention_comparison,maternal_adult_boosting_only,symptom_protective,country_timeline,maternal_adult_boosting_only,2027-01-01,2051-01-01,2027,2051,3008009.9592163973,14179915.179190427,355012.7470561111,292613.74624301266,640172.5331205379,914209.8350541345,307978.5667426187,1514802.1480397657,6145643.572256723,305595.02261730575,1025.7707255514758,1017.640559576872,1018.9804061457028,94241.15258664812,13560956.18044296,0.9563495979400628,0.043,0.9994103127203625,29813213.787147913,299913.58708477125,2899426.7521737833,2629897.169426952,5829237.508685508,24.000492823261258,1981.7308906123317,49.615228195067715,4065.167300791132,8893.664367855657,1313.7525979530055,487.93454475401086,1082.7395528545194,4392.739594434359,218.43104630621525,1.4335780629311514,14.137678697141776,7.283395991650996,67.36102371138391,19254.717643657008,274652.3411673136,114649.82673709268,114649.82673709268,15727.260644425074,3227.0,8766.0,5,5.997945205479452,0.8096538847888524,0.21213173148107176,4.7140519384730935,0.7637727056238632,0.5709957440208577,0.0022546238780620552,0.02983361997371056,0.040929448550168404,0.6907550132219222,2.6943864237849446e-05,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,54.978665659530755,0.9024451139342399,0.09755488606576013,0.25,calibrated_country_scenario_analysis,,,4.924198207878483e-05,1.532705043816307e-05,3.2078151811498756e-06,1.9414625186287005e-05,1.2493767758692265e-05,3.0375963077755586e-05,2.6943864237849446e-05,6.134126552459485e-05,2.575779465252559e-05,5.576741173263233e-05,5.598030908759988e-05,5.5951946805632424e-05
intervention_comparison,maternal_cocooning_only,symptom_protective,country_timeline,maternal_cocooning_only,2027-01-01,2051-01-01,2027,2051,3003167.7721053637,14176114.335608631,352080.02475714346,285613.1778464746,624422.8209172447,914498.4735494063,308728.9240889971,1508840.575484878,6137686.434748432,302625.2282552165,999.7761968003698,991.6454304087521,992.9830689712078,92097.18503900405,13557346.800495107,0.9563514006402123,0.043,0.9993784876429548,29813213.786605652,299913.5871002201,2899426.7522062426,2629897.169300334,5829237.508606796,24.000492823261258,1981.199699238458,49.2053621072021,3967.911166526231,8674.859831163518,1314.167381895425,489.12334591421165,1078.4783822530105,4387.052048091,216.3083177245222,1.3972491005036896,13.776538625499441,7.097574065998006,65.82857377029539,19652.68617640152,273018.9174454175,114403.73096052489,114403.73096052489,16052.321492003508,3234.0,8766.0,5,5.997945205479452,0.8099564853611572,0.21184703375041078,4.720387075035272,0.7638970284320343,0.571524128716148,0.002193605246109521,0.029688136501975094,0.0407320192866918,0.691283267397258,0.0002949808111696317,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,,,Australia,54.978665659530755,0.8949901114719427,0.10500988852805726,0.25,calibrated_country_scenario_analysis,True,False,0.02397232749857725,-0.0003003926675388957,-0.0024331790649416707,0.003954883571348988,0.0013072382481551514,0.009748152536436128,0.0002949808111696317,0.00832172748091553,0.0002919106330040444,0.025395815100794916,0.025599060042036048,0.02556761283457276
