analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_child_1_9_cases,total_adolescent_cases,total_child_adolescent_cases,total_child_adolescent_infections,total_child_adolescent_reported_cases,total_deaths,total_infant_deaths,total_child_adolescent_deaths,total_child_adolescent_hospitalizations,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,child_1_9_population,adolescent_population,child_adolescent_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_child_1_9_cases_per_100k,annualized_adolescent_cases_per_100k,annualized_child_adolescent_cases_per_100k,annualized_child_adolescent_infections_per_100k,annualized_child_adolescent_reported_cases_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,annualized_child_adolescent_deaths_per_million,annualized_child_adolescent_hospitalizations_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_FOI_reduction_case_proxy,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,routine_age_pattern,routine_first_shot_months,routine_last_shot_months,routine_dose_count,routine_scheduler_code,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_overlay_mode,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,npi_contact_reduction_country,npi_contact_reduction_iso3,npi_contact_reduction_periods_loaded,npi_contact_reduction_reduction_column,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_configured_anchor_year,resistance_timeline_applied,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,contact_reciprocity_error_before,contact_reciprocity_error_after,country,fitness_R,fitness_label,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status
resistance_fitness_sensitivity,moderate_cost_f0.85,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,2723232.8563505914,13151909.818803702,305559.50809517247,236187.30272773834,512925.6019799793,801800.5260526869,308849.3307930685,1346837.1595734938,5612890.305499385,260027.90269617614,799.5503178845009,792.5828860169527,793.6896679473759,75483.69611112945,8965437.417322516,0.6816833099406101,0.043000000000000003,0.9988178819909072,29813213.781048793,299913.5869918479,2899426.7519019977,2629897.1689374493,5829237.507831295,24.000492823261258,1838.0607806492533,42.70383204583903,3281.2569899260825,7125.872971880087,1152.2163554258518,489.31410792649916,962.6827279227415,4011.941987508257,185.86090302323916,1.1174210450850106,11.011041257526015,5.673078807133856,53.953701803835685,16040.550059272795,238525.50036718618,296780.0071007251,296780.0071007251,13101.92734473191,0.0,8766.0,5,5.997945205479452,0.8118590207856106,0.20705987904943654,4.829520835184325,0.7505453924406769,0.5659382104776782,0.0018202454370808872,0.027080696014573847,0.03705725039568184,0.6845872005933402,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,0.85,moderate_cost,54.978665659530755,0.7767346030238943,0.2232653969761057,0.25,calibrated_country_scenario_analysis
resistance_fitness_sensitivity,mild_cost_f0.90,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,2920897.454323043,13930740.537962954,333722.20244206063,265821.9190623611,577789.6963842323,865044.2661594739,317074.17954357504,1447940.36476541,5940648.473852749,285018.73901783046,910.508242446681,902.8580132411523,904.0857182603029,85057.73634496072,11590102.847025072,0.8319803829122105,0.043,0.9992183978073591,29813213.783251178,299913.5870863759,2899426.751954073,2629897.169061215,5829237.508101664,24.000492823261258,1946.9071928800613,46.63974284695357,3692.9590187558715,8027.00423551526,1243.0998973339447,502.34484531404263,1034.9485609667727,4246.214650020807,203.7236760388673,1.2724916105969184,12.543050078096543,6.462159878081079,60.796966485267234,22369.119755288535,261054.07429237897,204321.64001908217,204321.64001908217,18271.10546322094,0.0,8766.0,5,5.997945205479452,0.8110792071464953,0.20967280571791885,4.769335711305068,0.7542155502896589,0.567540549511384,0.0019805098582539506,0.02808192050024104,0.03846820346398841,0.6856849164671754,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,0.9,mild_cost,54.978665659530755,0.84832438705919,0.15167561294081,0.25,calibrated_country_scenario_analysis
resistance_fitness_sensitivity,near_neutral_f0.95,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,2832476.752277798,13476880.32715132,331045.8071457171,267675.74781088997,587208.4763293216,861511.7675728932,302403.6133728292,1431591.1287566123,5880647.55384699,284614.6113887342,927.9600645630857,920.48733749807,921.7214235399332,85958.16611732738,12722363.037382402,0.9440139504504745,0.043000000000000003,0.9992123236585505,29813213.782773416,299913.5869641761,2899426.751445519,2629897.168873819,5829237.507283514,24.000492823261258,1883.4774199858798,46.26570004363573,3718.7135314876573,8157.855631630963,1238.0235693190043,479.10207198731905,1023.2625699660296,4203.327617879471,203.43481658234865,1.2968816119350755,12.787967328050398,6.588215124407691,61.440569310580834,12303.934548352807,256248.09539438967,117040.53634432885,117040.53634432885,10049.858385186133,3346.0,8766.0,5,5.997945205479453,0.8102074295297671,0.21017302843977345,4.757984444643224,0.7636642080015024,0.5717231393012447,0.0021154041812042794,0.029317948670026257,0.04016966050855538,0.6920611946417164,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,0.95,near_neutral,54.978665659530755,0.841520969791223,0.15847903020877696,0.25,calibrated_country_scenario_analysis
resistance_fitness_sensitivity,neutral_f1.00,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,3008350.78353109,14180297.251194416,355034.52532319934,292628.15583341796,640205.4176491998,914223.8474091555,307979.5546841097,1514831.5579266832,6145720.355459554,305604.30564241036,1025.8279333202001,1017.6975305991926,1019.0374232734027,94245.85283554901,13561305.489764985,0.9563484636136741,0.043,0.9994102223797059,29813213.78714954,299913.5870848018,2899426.75217382,2629897.169426857,5829237.508685479,24.000492823261258,1981.7842875390158,49.61827184265297,4065.3674875436836,8894.12121963405,1313.7727342139503,487.9361099628894,1082.7605742452402,4392.794476988388,218.4376815611662,1.4336580143278417,14.138470173070651,7.2838035346389445,67.3643833220105,19247.836991122214,274667.33078406384,114662.09246278009,114662.09246278009,15721.640524836486,3227.0,8766.0,5,5.997945205479452,0.8096362549017098,0.21215005089386926,4.713644874401951,0.7637644286319661,0.5711402445102333,0.0022546985919467263,0.029833776294898032,0.04092967438464427,0.6907462793604771,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,1.0,neutral,54.978665659530755,0.9025004744554302,0.09749952554456975,0.25,calibrated_country_scenario_analysis
resistance_fitness_sensitivity,mild_advantage_f1.05,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,3105175.124305121,14695885.323835691,380308.7008696948,324704.89853303775,723347.0783371434,976572.7232583272,309837.79420716525,1611115.41599853,6526066.338842413,330678.60268477595,1118.6071321418235,1110.320834347715,1111.7802203144042,103690.03359956728,14597889.501239868,0.99333175100129,0.043,0.9998759878843462,29813213.784276053,299913.58707777713,2899426.752228942,2629897.1697692154,5829237.509075934,24.000492823261258,2053.8409113114126,53.15049427522373,4510.997015354708,10049.175501158632,1403.3703238056837,490.88014352222217,1151.5816684415222,4664.6554853963735,236.36011003074714,1.5633226859434735,15.425249179969105,7.946703931551934,74.11482796801451,16078.720456191599,281626.4305391756,89722.10212089369,89722.10212089369,13133.10494076857,2975.0,8766.0,5,5.997945205479452,0.8078446703597373,0.21129554673842926,4.7327074111880725,0.7732829658913476,0.5759051660731799,0.002359222716113973,0.03195919773799573,0.04379204346688908,0.6951725019703487,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,1.05,mild_advantage,54.978665659530755,0.9667476217842674,0.03325237821573257,0.25,calibrated_country_scenario_analysis
resistance_fitness_sensitivity,moderate_advantage_f1.10,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,3224157.877524638,15159784.963354781,400010.60580988345,346670.28404686623,773674.3502673332,1021469.0486742933,311598.10025267414,1679737.4329738338,6759598.342054817,348708.23920499283,1203.5980115872258,1194.852531219992,1196.4045714426106,110945.32731781158,15107824.985516272,0.9965725122114786,0.043000000000000003,0.9998940978206047,29813213.779581558,299913.58697218867,2899426.751434447,2629897.1692445204,5829237.507651156,24.000492823261258,2118.6737568524936,55.90395741368895,4816.153449680815,10748.352432958589,1467.8879676318136,493.6690199308937,1200.6308281034073,4831.577838150207,249.24720601240145,1.682102699420738,16.59961469128129,8.551575878229654,79.30071545524859,26596.18720956462,294691.719408915,90622.47652407881,90622.47652407881,21723.77575343898,2898.0,8766.0,5,5.772602739726027,0.8070310314317182,0.21267833846708792,4.701936300648458,0.7748319577509628,0.5752371094442993,0.002497031225764139,0.03274522536709119,0.044907678121202665,0.6946820230369046,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,1.1,moderate_advantage,54.978665659530755,1.0168300147531462,0.01683001475314616,0.25,calibrated_country_scenario_analysis
resistance_fitness_sensitivity,strong_advantage_f1.15,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,3304282.7965060174,15340541.021820687,418544.7570493193,375359.27239699964,836643.1724527972,1048696.0670996937,307146.334324991,1731201.6738216842,6863399.975163794,366281.86776777136,1311.3057637576753,1302.2189211306097,1303.8487029463604,120047.97979588993,15277453.717364501,0.995887543707458,0.043000000000000003,0.9998235086421353,29813213.7893542,299913.58702289907,2899426.7525524152,2629897.1695103366,5829237.509085651,24.000492823261258,2143.9355338325527,58.49421971891111,5214.718242404732,11623.153428213656,1507.014177280017,486.61602783618963,1237.4160734533168,4905.772433236192,261.8083597330366,1.8326309473965672,18.091213573224838,9.319557430969002,85.8070449164399,22363.087476915334,308501.7321372109,93156.0169890488,93156.0169890488,18266.17829970703,2870.0,8766.0,5,5.753424657534247,0.8056299039900443,0.21539545390256712,4.642623518193398,0.7755669236934065,0.5741283257063232,0.002689602060414151,0.03395505364696079,0.04658305218860753,0.692339215797424,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,1.15,strong_advantage,54.978665659530755,1.063943968395874,0.06394396839587402,0.25,calibrated_country_scenario_analysis
resistance_fitness_sensitivity,moderate_cost_f0.85,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,83235310.07044628,397141592.18880534,14327089.436024677,2576081.9872078937,5071544.02314653,10746718.711465307,9257177.981097996,22579978.679771196,100607224.86660235,9093346.114380792,11164.413179645915,10913.306050027772,10926.030452559653,910838.2311322188,378756460.2671251,0.9537063549039212,0.997,0.9954230133130693,1336915575.4117723,7978469.571657873,78945023.76598547,88756327.72959787,175679821.06724122,24.000492823261258,1237.7166411833564,44.65127139405638,1345.3024350466005,2648.5028650737786,567.1931304730242,434.56938658643526,535.5271426927262,2386.091697921926,215.6659991230645,0.3479459279330565,5.69923522481675,2.591315940645642,21.602261113316374,58112.00402910753,5079676.107983723,3178139.8967965594,3178139.8967965594,2128516.254928918,0.0,8638.0,2,20.635616438356163,0.8107379870524123,0.2095859806868965,4.771311500524047,0.40748317560040404,0.30860800234680963,3.2212774187962554e-05,0.008845499493411397,0.012155065889308585,0.3864503974434961,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,China,0.85,moderate_cost,4.146450779474111,10.768552135018819,9.768552135018819,0.25,calibrated_country_scenario_analysis
resistance_fitness_sensitivity,mild_cost_f0.90,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,60287621.73347126,282153297.03572893,10580931.345278706,2053593.7082255331,3972627.4392804843,7986298.502117286,6062665.792336826,16102558.002679646,70934295.72868532,6774711.496637725,8884.768851327117,8679.048131732052,8688.868169361616,724040.2223068295,281673995.03222156,0.9983012709454652,0.997,0.999919448000708,1336915575.354505,7978469.572674063,78945023.90366732,88756327.46303293,175679820.9393743,24.000492823261258,879.3484187745458,32.976135120103365,1072.444366925872,2074.6177309010395,421.5029500656086,284.6060611286437,381.902791220117,1682.3417451755224,160.67516911576482,0.27689938493267036,4.532442927670061,2.0607303546868936,17.171991046925427,42310.13364417392,3917359.985649799,1619067.3602743957,1619067.3602743957,1549728.127787035,0.0,8253.0,2,19.65753424657534,0.8092630322037996,0.21366974041007597,4.680119880713082,0.4145671003488514,0.3144645761418019,3.5308605853619045e-05,0.009687015514100823,0.013286268703600244,0.3915585075252967,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,China,0.9,mild_cost,4.146450779474111,7.952858209083984,6.952858209083984,0.25,calibrated_country_scenario_analysis
resistance_fitness_sensitivity,near_neutral_f0.95,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,45392819.18884088,215623887.7624371,8302207.693753212,1686564.950673181,3313960.836032263,6528329.978853708,4601656.801250779,12816551.73077767,58181616.51106552,5488555.895788128,7104.189906607242,6936.884046467694,6945.010202272744,588739.5713682168,215547092.80846164,0.9996438476517032,0.9969999999999999,0.9999293015066595,1336915575.8381343,7978469.585970271,78945023.7676416,88756327.53137037,175679820.88498226,24.000492823261258,672.005348430567,25.874350156093776,880.7716300186112,1730.6435107672194,344.55390680681273,216.0203878493278,303.9689023633339,1379.887701473032,130.17154272440885,0.22140652703406938,3.622635859009616,1.6471412689089253,13.963078762980022,18335.937673029704,2960852.0774448076,1223274.647121309,1223274.647121309,671605.4978813876,0.0,8316.0,2,19.61917808219178,0.8076502959981328,0.21051850822229987,4.750176164767596,0.4301207148209426,0.3235396669383111,3.626176351366841e-05,0.011015931943798686,0.015054508083530442,0.4040140130300998,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,China,0.95,near_neutral,4.146450779474111,6.240119932009753,5.240119932009753,0.25,calibrated_country_scenario_analysis
