analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_child_1_9_cases,total_adolescent_cases,total_child_adolescent_cases,total_child_adolescent_infections,total_child_adolescent_reported_cases,total_deaths,total_infant_deaths,total_child_adolescent_deaths,total_child_adolescent_hospitalizations,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,child_1_9_population,adolescent_population,child_adolescent_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_child_1_9_cases_per_100k,annualized_adolescent_cases_per_100k,annualized_child_adolescent_cases_per_100k,annualized_child_adolescent_infections_per_100k,annualized_child_adolescent_reported_cases_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,annualized_child_adolescent_deaths_per_million,annualized_child_adolescent_hospitalizations_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_FOI_reduction_case_proxy,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,routine_age_pattern,routine_first_shot_months,routine_last_shot_months,routine_dose_count,routine_scheduler_code,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_overlay_mode,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,npi_contact_reduction_country,npi_contact_reduction_iso3,npi_contact_reduction_periods_loaded,npi_contact_reduction_reduction_column,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_configured_anchor_year,resistance_timeline_applied,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,contact_reciprocity_error_before,contact_reciprocity_error_after,country,mechanism_scenario,resistant_importation,treatment_differential,pep_differential,fitness_R,mechanism_interpretation,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status
resistance_mechanism_decomposition,baseline_full_mechanism,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,3008350.78353109,14180297.251194416,355034.52532319934,292628.15583341796,640205.4176491998,914223.8474091555,307979.5546841097,1514831.5579266832,6145720.355459554,305604.30564241036,1025.8279333202001,1017.6975305991926,1019.0374232734027,94245.85283554901,13561305.489764985,0.9563484636136741,0.043,0.9994102223797059,29813213.78714954,299913.5870848018,2899426.75217382,2629897.169426857,5829237.508685479,24.000492823261258,1981.7842875390158,49.61827184265297,4065.3674875436836,8894.12121963405,1313.7727342139503,487.9361099628894,1082.7605742452402,4392.794476988388,218.4376815611662,1.4336580143278417,14.138470173070651,7.2838035346389445,67.3643833220105,19247.836991122214,274667.33078406384,114662.09246278009,114662.09246278009,15721.640524836486,3227.0,8766.0,5,5.997945205479452,0.8096362549017098,0.21215005089386926,4.713644874401951,0.7637644286319661,0.5711402445102333,0.0022546985919467263,0.029833776294898032,0.04092967438464427,0.6907462793604771,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,baseline_full_mechanism,yes,yes,yes,1.0,"Full baseline mechanism: country anchor, resistant importation, strain-specific treatment and PEP, neutral fitness.",54.978665659530755,0.9025004744554302,0.09749952554456975,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,no_resistant_importation,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,2917858.0335073746,14027093.986110054,346300.7081767999,288030.2953608301,640799.3720670921,890122.5092421273,312414.1772726186,1490566.981875576,6129189.236940408,298887.5380691376,970.4925433292942,962.9072945157814,964.1961508849812,91286.6450442307,10840414.237384986,0.7728196765573404,0.043,0.9996606756163798,29813213.78280196,299913.58697451407,2899426.7517676954,2629897.169516658,5829237.508258867,24.000492823261258,1960.3731835182957,48.397666859253555,4001.491227948327,8902.37279724003,1279.1382397541493,494.96194157046085,1065.4169124741863,4380.978481473007,213.63671801312782,1.3563233828982266,13.377291050253675,6.8918129717509204,65.24922173626265,9983.954469686363,257464.44948564644,250734.7370017991,250734.7370017991,8154.897780890978,3647.0,8766.0,6,4.798356164383562,0.8095698238971307,0.2080158610469641,4.8073257249082,0.7670597097391392,0.5755500652116577,0.002091931357647434,0.02996329066082705,0.04101037294759261,0.693994114773072,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,no_resistant_importation,no,yes,yes,1.0,Tests dependence on ongoing resistant-strain importation after the analysis-start anchor.,54.978665659530755,0.8802990447052372,0.11970095529476277,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,equal_treatment_effect,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,2840081.602678116,13472585.904742923,337993.54223799077,278279.61899651214,612699.5442572618,877935.0142536478,297242.8606375973,1453457.493887757,5946578.061099169,291979.77776939305,962.9444899917936,955.427040262324,956.7016069412216,89262.78095285952,13104991.648181431,0.9727153896690254,0.043,0.9996617145124979,29813213.78272009,299913.5870003463,2899426.7514766883,2629897.1695969556,5829237.50807399,24.000492823261258,1882.8772478840017,47.23668901510535,3866.0289287988107,8511.992977790118,1261.624368784706,470.92582257004256,1038.8920554586243,4250.452958425188,208.69923802713015,1.3457745112929815,13.273370828702571,6.838244001461587,63.80261849420866,22197.376847591182,258374.20781026795,96672.90052538391,96672.90052538391,18130.825791036637,3304.0,8766.0,5,5.997945205479452,0.8093754798743668,0.21080449015198238,4.74373197306678,0.7692764933900471,0.5744997298439738,0.002204711256131518,0.03033059880910389,0.04156041417708695,0.6951807691477246,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,equal_treatment_effect,yes,no,yes,1.0,Tests treatment-mediated selection by making resistant treatment effects equal to sensitive-strain effects.,54.978665659530755,0.8591821654536044,0.14081783454639563,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,equal_pep_effect,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,2582067.658691545,12587518.908242945,282404.0651596123,209223.16053471563,453165.46952882153,751367.6935645259,305260.99977575016,1265851.8538749916,5351518.045560669,238876.39966341946,705.2767932441417,698.7470136650676,699.7535406999532,67005.22231446115,1732354.4271405742,0.1376247725837489,0.043,0.2558737446352007,29813213.77963943,299913.5869840076,2899426.751162992,2629897.1689890767,5829237.507136076,24.000492823261258,1759.183658554048,39.46771561254159,2906.6548034052444,6295.64903511141,1079.7425513629776,483.6290672980874,904.7966246830276,3825.1201747908317,170.7423814803214,0.9856679608401743,9.70741651375465,5.001648809038597,47.89351834551046,15007.898880783483,222025.62751223153,729339.1525003538,729339.1525003538,12258.457471671489,0.0,8766.0,6,4.798356164383561,0.8129419648824641,0.20512919801857668,4.874976403453979,0.7462820509839281,0.5638926872707044,0.0016695260797631845,0.025892290090520853,0.035408614607093165,0.683311620206551,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,equal_pep_effect,yes,yes,no,1.0,Tests PEP-mediated selection by making resistant PEP effectiveness equal to sensitive-strain PEP effectiveness.,54.978665659530755,0.717873290286006,0.282126709713994,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,no_treatment_or_pep_differential,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,2578546.906267346,12573330.414863145,281783.6885062089,208504.71170351474,451568.86770250875,749919.2825583816,305266.95017820084,1263690.944440097,5344362.862273836,238301.1526072655,702.7837939959608,696.2651208367874,697.2688238870988,66778.4107217333,540653.2078391148,0.04299999999999997,0.043000000000000003,0.04299999999999991,29813213.781276163,299913.58698946954,2899426.7511826446,2629897.1691637714,5829237.507335886,24.000492823261258,1757.2007287098506,39.381014134197414,2896.6736772626555,6273.468075892455,1077.6611323532438,483.63849456780895,903.2520651074776,3820.0058434156017,170.33121045697902,0.9821838400709978,9.67293655594655,4.98388872597432,47.73139955966518,15008.699131042074,221599.9106893692,728282.7920568194,728282.7920568194,12259.111117057839,0.0,8766.0,6,4.798356164383561,0.8129833529694592,0.20508066050815005,4.87613018956636,0.7462388780907189,0.563922715889921,0.0016652798723449974,0.02585710104259691,0.035360201550210475,0.6833562956255664,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,no_treatment_or_pep_differential,yes,no,no,1.0,Tests neutral strain competition under importation when treatment and PEP do not favor resistant strains.,54.978665659530755,0.7162962880560665,0.2837037119439335,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,fitness_cost,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,2723232.8563505914,13151909.818803702,305559.50809517247,236187.30272773834,512925.6019799793,801800.5260526869,308849.3307930685,1346837.1595734938,5612890.305499385,260027.90269617614,799.5503178845009,792.5828860169527,793.6896679473759,75483.69611112945,8965437.417322516,0.6816833099406101,0.043000000000000003,0.9988178819909072,29813213.781048793,299913.5869918479,2899426.7519019977,2629897.1689374493,5829237.507831295,24.000492823261258,1838.0607806492533,42.70383204583903,3281.2569899260825,7125.872971880087,1152.2163554258518,489.31410792649916,962.6827279227415,4011.941987508257,185.86090302323916,1.1174210450850106,11.011041257526015,5.673078807133856,53.953701803835685,16040.550059272795,238525.50036718618,296780.0071007251,296780.0071007251,13101.92734473191,0.0,8766.0,5,5.997945205479452,0.8118590207856106,0.20705987904943654,4.829520835184325,0.7505453924406769,0.5659382104776782,0.0018202454370808872,0.027080696014573847,0.03705725039568184,0.6845872005933402,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,fitness_cost,yes,yes,yes,0.85,Fitness-cost stress test retaining baseline importation and management assumptions.,54.978665659530755,0.7767346030238943,0.2232653969761057,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,baseline_full_mechanism,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,41029111.21352543,197707713.68597832,7781122.161168232,1621127.947484518,3250061.7931065913,6351089.412660642,4275032.334278239,12247249.694423398,56594577.28658849,5286259.364617214,6653.305048149936,6500.166079651863,6508.1021949769465,560462.599165842,197679249.04261792,0.999856026642412,0.997,0.9999493159034588,1336915575.6278865,7978469.579417704,78945023.77271025,88756327.51665202,175679820.86877996,24.000492823261258,616.1684701197371,24.250354467590213,846.5985880813017,1697.2736356130838,335.1994578336782,200.68731393034977,290.46682174168603,1342.248047717583,125.3736957156794,0.20735441811187236,3.394569462494442,1.5435202247944728,13.292436583448879,12543.350859439563,2617655.8831543764,1119109.7217284725,1119109.7217284725,459435.64752192295,6804.0,8694.0,3,10.797260273972602,0.8070865043268851,0.2075240790993744,4.818717925841959,0.44557032405210234,0.3326523294700916,3.689869065429674e-05,0.012062704408082374,0.01645906580696944,0.4170116551463962,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,China,baseline_full_mechanism,yes,yes,yes,1.0,"Full baseline mechanism: country anchor, resistant importation, strain-specific treatment and PEP, neutral fitness.",4.146450779474111,5.848460709490408,4.848460709490408,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,no_resistant_importation,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,73260953.67783627,356117775.2434298,12546201.313139789,2356231.0570333777,4645181.199518425,9150031.920250984,8017321.20030694,19523584.1775913,87836101.94635297,7929530.148160169,10713.838042035159,10498.375955217587,10509.217796217612,846642.4906140665,255386223.63159633,0.7171397817955679,0.997,4.596011170514748e-06,1336915575.597093,7978469.576279339,78945023.71456379,88756327.4808196,175679820.7716627,24.000492823261258,1109.8633465953878,39.10102203391117,1230.4900979331721,2425.8442108429385,482.92277777949556,376.3654942103879,463.03893443018046,2083.2002300285512,188.06389016164064,0.33390347157161454,5.482547061212067,2.4924608953926466,20.079737057051858,54472.77141077289,4414914.018665137,7030475.205445206,7030475.205445206,1995219.0834247211,0.0,8766.0,2,21.65205479452055,0.8123907155508877,0.20572113713716653,4.860949214631457,0.42004988975073676,0.322014513563038,3.591010759761365e-05,0.008347194507797556,0.011518509547558115,0.4001482755877835,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,China,no_resistant_importation,no,yes,yes,1.0,Tests dependence on ongoing resistant-strain importation after the analysis-start anchor.,4.146450779474111,9.429997873716545,8.429997873716545,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,equal_treatment_effect,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,40903766.406131744,197078996.51597223,7721114.559971179,1596027.9868875542,3198155.73204349,6282014.639043013,4282521.704835243,12160564.330765808,56208109.69535616,5229800.368790625,6547.969118683203,6395.272581091624,6403.1074087787065,551835.7451627594,197049584.96278822,0.9998507626195386,0.997,0.9999462664472695,1336915575.652029,7978469.582183015,78945023.78644848,88756327.52217609,175679820.89080757,24.000492823261258,614.2090336781783,24.0633370203611,833.4906827468843,1670.1668307396626,331.55381131090974,201.03889527268763,288.41091342396,1333.0822335324078,124.03466322462029,0.20407155790520862,3.339791127573775,1.5186187139731988,13.087834330165524,11880.876532293965,2604611.7557349503,1115779.6823785426,1115779.6823785426,435170.6544773279,6811.0,8694.0,3,10.797260273972602,0.8070761696196733,0.20755010492869394,4.818113680759452,0.4434371749061359,0.3312192572158205,3.638275071608341e-05,0.011952051455365318,0.01630757517327989,0.41514116552677466,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,China,equal_treatment_effect,yes,no,yes,1.0,Tests treatment-mediated selection by making resistant treatment effects equal to sensitive-strain effects.,4.146450779474111,5.803357690746066,4.803357690746066,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,equal_pep_effect,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,55431001.377839945,261991099.24690598,9418283.4686055,1686839.001952035,3280021.7438512407,6933897.012948126,5979233.422250134,14599969.437150294,64603495.81667282,5897664.9881537575,7232.267475148042,7058.300133563907,7066.607488478519,593708.1419388691,261399425.26643148,0.9977416256423395,0.997,0.9987690739105614,1336915575.624261,7978469.575875152,78945023.72611159,88756327.68142866,175679820.98341542,24.000492823261258,816.5116666352959,29.35267020101084,880.9147484151857,1712.9195649006074,365.95902998207174,280.68940742849776,346.26604527370375,1532.1947832557835,139.87434292847308,0.2253981446949904,3.6860427576087806,1.675980377267558,14.080917856777202,41067.35106647075,3464018.0076404386,15060517.958384776,15060517.958384776,1504207.7065861463,0.0,8766.0,4,7.875799086757991,0.8099486638211052,0.21157589527726892,4.726436339496549,0.39579569572642065,0.30009445981978333,3.070802333980501e-05,0.008765318170212987,0.012019709715230831,0.37497995981763704,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,China,equal_pep_effect,yes,yes,no,1.0,Tests PEP-mediated selection by making resistant PEP effectiveness equal to sensitive-strain PEP effectiveness.,4.146450779474111,7.07898676774685,6.07898676774685,0.25,calibrated_country_scenario_analysis
