analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_child_1_9_cases,total_adolescent_cases,total_child_adolescent_cases,total_child_adolescent_infections,total_child_adolescent_reported_cases,total_deaths,total_infant_deaths,total_child_adolescent_deaths,total_child_adolescent_hospitalizations,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,child_1_9_population,adolescent_population,child_adolescent_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_child_1_9_cases_per_100k,annualized_adolescent_cases_per_100k,annualized_child_adolescent_cases_per_100k,annualized_child_adolescent_infections_per_100k,annualized_child_adolescent_reported_cases_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,annualized_child_adolescent_deaths_per_million,annualized_child_adolescent_hospitalizations_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_FOI_reduction_case_proxy,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,routine_age_pattern,routine_first_shot_months,routine_last_shot_months,routine_dose_count,routine_scheduler_code,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_overlay_mode,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,npi_contact_reduction_country,npi_contact_reduction_iso3,npi_contact_reduction_periods_loaded,npi_contact_reduction_reduction_column,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_configured_anchor_year,resistance_timeline_applied,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,contact_reciprocity_error_before,contact_reciprocity_error_after,country,mechanism_scenario,resistant_importation,treatment_differential,pep_differential,fitness_R,mechanism_interpretation,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status
resistance_mechanism_decomposition,no_treatment_or_pep_differential,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,55421004.83410466,261973153.6018781,9386557.786170568,1668454.961986623,3244624.024580754,6891975.168735635,6005664.170844449,14566094.301566705,64454558.18113037,5863669.958722693,7152.987274897713,6979.751209062237,6987.989860577685,587308.5189010345,261187234.14107245,0.9969999999999999,0.997,0.997,1336915575.754657,7978469.583879408,78945023.74482699,88756327.65070264,175679820.979409,24.000492823261258,816.4557378291805,29.253795122192965,871.3140850461494,1694.4338790722484,363.7464678381079,281.93017379777746,345.46263200855196,1528.6624439748878,139.06808614797586,0.22292732758733658,3.6450222973549926,1.6573347114913197,13.929138624262023,41348.344162994006,3455402.089986032,15060351.636027003,15060351.636027003,1514499.8724156395,0.0,8766.0,4,7.875799086757991,0.8099887443436097,0.21155222995989975,4.726965062904572,0.3945063607235281,0.2992075271822668,3.035911791155152e-05,0.008691861369646817,0.01191927021052693,0.3738648700254429,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,China,no_treatment_or_pep_differential,yes,no,no,1.0,Tests neutral strain competition under importation when treatment and PEP do not favor resistant strains.,4.146450779474111,7.055141053887824,6.055141053887824,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,fitness_cost,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,83235310.07044628,397141592.18880534,14327089.436024677,2576081.9872078937,5071544.02314653,10746718.711465307,9257177.981097996,22579978.679771196,100607224.86660235,9093346.114380792,11164.413179645915,10913.306050027772,10926.030452559653,910838.2311322188,378756460.2671251,0.9537063549039212,0.997,0.9954230133130693,1336915575.4117723,7978469.571657873,78945023.76598547,88756327.72959787,175679821.06724122,24.000492823261258,1237.7166411833564,44.65127139405638,1345.3024350466005,2648.5028650737786,567.1931304730242,434.56938658643526,535.5271426927262,2386.091697921926,215.6659991230645,0.3479459279330565,5.69923522481675,2.591315940645642,21.602261113316374,58112.00402910753,5079676.107983723,3178139.8967965594,3178139.8967965594,2128516.254928918,0.0,8638.0,2,20.635616438356163,0.8107379870524123,0.2095859806868965,4.771311500524047,0.40748317560040404,0.30860800234680963,3.2212774187962554e-05,0.008845499493411397,0.012155065889308585,0.3864503974434961,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,China,fitness_cost,yes,yes,yes,0.85,Fitness-cost stress test retaining baseline importation and management assumptions.,4.146450779474111,10.768552135018819,9.768552135018819,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,baseline_full_mechanism,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,7320048.154890658,36334232.41308918,300981.7324854618,412572.4774568976,899630.2472196483,1729485.5144399258,859127.9493274867,3001185.94122431,13697018.685190083,236471.6056889214,1438.511663378243,1418.5864683578059,1420.7047844867866,134645.9854502019,35307121.398286134,0.9717315890115505,0.003,0.9998365079329836,72784716.29884404,682810.3403457244,6599216.0808326565,6165078.110847723,13447104.532026103,24.000492823261258,2079.963130647041,17.22978208127792,2517.561010755257,5489.639174326445,1091.954193376035,580.6295101820178,929.9165197242646,4244.016930565186,73.27065262945501,0.8234799592889225,8.656365071021291,4.402049305237704,41.720016232522234,19124.693653741226,517751.7590714245,257704.482539524,257704.482539524,38136.5863531468,2436.0,7107.0,3,8.438356164383562,0.8077931669910852,0.20146422997651264,4.963660298985002,0.5511329434349793,0.3981937322986525,0.0009221016051836627,0.01878036793975248,0.025659699133366475,0.5057707747566768,,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,47.87063170623975,40.9064805360586,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,baseline_full_mechanism,yes,yes,yes,1.0,"Full baseline mechanism: country anchor, resistant importation, strain-specific treatment and PEP, neutral fitness.",6.999594011212859,2.461540205571497,1.461540205571497,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,no_resistant_importation,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,6918427.773189092,34420378.71582895,281095.38531100977,382844.03457441815,833554.288293011,1600493.7670217985,811864.6869112006,2795202.4885074175,12793100.615864744,219434.58358625308,1328.5733657247301,1309.824550854254,1311.780269348762,124734.23495924412,29331361.88992227,0.8521510507504559,0.0030000000000000005,0.9997853655918705,72784716.29732752,682810.3407160253,6599216.082328962,6165078.107740605,13447104.530785592,24.000492823261258,1970.404049255024,16.091382666542398,2336.154898317912,5086.436662841864,1010.5120079836898,548.6873010031892,866.0926117816093,3963.9382015203178,67.99173669701155,0.7605454783542287,7.992688311878145,4.0645470381307485,38.64886346467131,23143.171450277816,483854.2267208001,462901.55353552906,462901.55353552906,46149.84022544879,3101.0,7107.0,4,5.99634703196347,0.8078073794379497,0.2009980142957435,4.975173528473892,0.5430790192786301,0.3929575035072952,0.0008946277261400077,0.018300762417918275,0.024998261487211706,0.4988853676473601,,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,47.87063170623975,40.9064805360586,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,no_resistant_importation,no,yes,yes,1.0,Tests dependence on ongoing resistant-strain importation after the analysis-start anchor.,6.999594011212859,2.2989022850132637,1.2989022850132637,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,equal_treatment_effect,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,7538308.697716856,37409345.29362811,308295.044252927,420512.82257571595,915477.4251997581,1767251.7232285968,886652.4497838803,3074416.995588193,14034319.681592334,241637.5813428075,1461.7902165396176,1441.2263398064251,1443.388859789769,137129.99178892738,36149062.36561659,0.9663110135149523,0.0029999999999999996,0.9997198105655444,72784716.30090655,682810.3404003896,6599216.083018439,6165078.113223267,13447104.536642097,24.000492823261258,2141.5082632144827,17.648434624921695,2566.013838538492,5586.34033450714,1115.7988391225406,599.2315554677523,952.6071385536419,4348.529536693821,74.87132853491008,0.8368058310656622,8.794515966855164,4.472335839665354,42.48968480052992,28958.82605912148,531997.0688483829,276032.0846723002,276032.0846723002,57746.84764713579,2415.0,7100.0,3,7.9972602739726035,0.8078325337996235,0.20150870427023612,4.962564786575848,0.5484206297909975,0.3964305733142492,0.0009071199770480888,0.01862360063908461,0.0254436829587492,0.5034462262161157,,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,47.87063170623975,40.9064805360586,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,equal_treatment_effect,yes,no,yes,1.0,Tests treatment-mediated selection by making resistant treatment effects equal to sensitive-strain effects.,6.999594011212859,2.5213511807470748,1.5213511807470748,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,equal_pep_effect,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,5948190.772308658,29897640.785558566,226072.5441479783,275453.22682926035,591229.2779257664,1275348.2409593035,767267.2142896141,2318068.682078178,10894179.704353608,171604.1223848307,922.2982337059346,907.1593445899472,908.6235902622952,89381.07763231941,265825.778076479,0.008891195796454969,0.0029999999999999996,0.0196865436629699,72784716.29761441,682810.3405193974,6599216.082308149,6165078.110724764,13447104.533552311,24.000492823261258,1711.4986721431198,12.941584986337007,1680.8448015006861,3607.743752853234,805.223199495762,518.5467277246826,718.252851802955,3375.5581537346166,53.17148332876321,0.5279721612917764,5.535582523532845,2.815367335605646,27.694698782212186,11719.142805615871,395480.18201643485,1726848.342087846,1726848.342087846,23369.16395501315,2030.0,7639.0,6,3.3983561643835616,0.8081895020009598,0.19895184422651194,5.026341946654556,0.5065111988225183,0.36498558822454397,0.0006879416010693193,0.01607302161995297,0.021894918078428218,0.46785531752306786,,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,47.87063170623975,40.9064805360586,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,equal_pep_effect,yes,yes,no,1.0,Tests PEP-mediated selection by making resistant PEP effectiveness equal to sensitive-strain PEP effectiveness.,6.999594011212859,1.8489050887245024,0.8489050887245024,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,no_treatment_or_pep_differential,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,5947323.191419713,29893511.447080098,226029.04839956344,275380.0656367659,591071.1942184246,1275082.620469862,767198.2576515765,2317660.9437582046,10892467.374352535,171567.49476380786,922.0506380675406,906.9141387140955,908.3780253547146,89357.55374487677,89680.5343412404,0.0030000000000000035,0.0030000000000000005,0.003000000000000008,72784716.30085681,682810.3405693611,6599216.0836008005,6165078.1105205985,13447104.53469076,24.000492823261258,1711.2622869496322,12.939095059676132,1680.3983640224926,3606.77910904258,805.0554931590882,518.500124370377,718.1265141520013,3375.0275885368046,53.160134267412914,0.5278304244638843,5.534086250869746,2.814606453273846,27.687409910745405,11718.38555523636,395407.7118319409,1726576.053804628,1726576.053804628,23367.653921696903,2030.0,7639.0,6,3.3983561643835616,0.8081905141742936,0.19895030404668732,5.02638085823348,0.506498174748232,0.3649769946209693,0.0006878480580917538,0.01607166463522164,0.02189305791970468,0.4678456041352139,,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,47.87063170623975,40.9064805360586,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,no_treatment_or_pep_differential,yes,no,no,1.0,Tests neutral strain competition under importation when treatment and PEP do not favor resistant strains.,6.999594011212859,1.8485493642843582,0.8485493642843582,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,fitness_cost,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,6707121.697373215,33586408.88447747,260096.5204767643,329304.06946468947,708169.7142569562,1470043.199666127,839061.1253841639,2638408.3945149803,12263179.328350086,199104.13677817624,1108.236596958854,1090.9648520075734,1092.6899277889731,106777.40442104064,19113453.279546976,0.5690829688070815,0.003,0.9984785978989151,72784716.30290636,682810.3402661118,6599216.08305674,6165078.110448018,13447104.53377087,24.000492823261258,1922.6632166717868,14.889296870798074,2009.4483548060173,4321.326698301482,928.1487600653243,567.0676302144823,817.5100108990337,3799.742256436852,61.69235413514956,0.6344130888393593,6.657183224554343,3.385696303245126,33.08494516371576,11618.994616955004,453285.3489739415,951115.8852851696,951115.8852851696,23169.458271782634,2030.0,7632.0,5,3.9986301369863018,0.8078315003632296,0.1996974943180968,5.007574098086112,0.5135401867390191,0.37066710721610113,0.000739911341019532,0.016708652058267413,0.022774826845484493,0.4733167964942477,,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,47.87063170623975,40.9064805360586,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,fitness_cost,yes,yes,yes,0.85,Fitness-cost stress test retaining baseline importation and management assumptions.,6.999594011212859,2.1271657823220123,1.1271657823220123,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,baseline_full_mechanism,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,12695737.961070437,60712053.67476191,820237.6203451084,597403.6217839075,1244636.648341139,2007031.10308471,1060551.5678828917,3664986.2927515097,16235474.601914896,572428.6593844384,2433.020322841977,2368.634403761524,2371.4620882019613,203827.30439424893,60605682.430340305,0.9982479386220166,0.827,0.9992527742846286,111962696.37772234,732155.6562749987,7080255.645480007,6775380.660592253,14587791.962347262,24.000492823261258,2259.3390843867046,30.524332516533246,3399.7287646935456,7083.028727414922,1181.0954713598042,652.1956992589361,1046.7973968173212,4637.194027980651,163.49770030310088,0.9054244710534565,13.479520749245847,6.773395975560594,58.217377800888265,53267.2247527826,751887.8235852259,357172.7547151528,357172.7547151528,163395.6742980738,1722.0,7000.0,3,7.978082191780822,0.8038899039303985,0.2091139599573136,4.782081503330193,0.48741783808093303,0.37441699578562687,4.564776156072975e-05,0.013831060383154906,0.01891730381722849,0.4546238261189889,,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,48.26940985961891,41.43058288594312,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,7.644092124256049e-05,2.2471172848738243e-16,Japan,baseline_full_mechanism,yes,yes,yes,1.0,"Full baseline mechanism: country anchor, resistant importation, strain-specific treatment and PEP, neutral fitness.",7.349919218851434,4.153016054685736,3.153016054685736,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,no_resistant_importation,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,12826205.9764819,61444741.33455783,840631.7311938003,642591.2562031392,1331149.1822853414,2014857.1053175982,1055038.086729003,3712486.4482497405,16192918.264622517,590226.5279332881,2521.6140961070882,2457.0710785462206,2460.000114700301,215843.746687009,41085207.66414769,0.6686529517708376,0.827,0.9994694021217192,111962696.36037125,732155.6562042317,7080255.646433786,6775380.659435279,14587791.962073296,24.000492823261258,2286.6053319889797,31.283279204005506,3656.884388049049,7575.357765722025,1185.7009084461233,648.8051346811192,1060.3644432467422,4625.039040425717,168.58114700364754,0.9383937684727715,13.982799766920666,7.026279256159676,61.64952720351715,23918.23467117122,764986.5533841895,1454260.6939008017,1454260.6939008017,73368.49440998485,2079.0,7478.0,6,3.4060273972602744,0.8034993102919157,0.20874375410981133,4.790562497376291,0.48762777030070903,0.377142263120408,4.526951518297622e-05,0.014095511223500048,0.019243162008856146,0.45424382755316983,,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,48.26940985961891,41.43058288594312,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,7.644092124256049e-05,2.2471172848738243e-16,Japan,no_resistant_importation,no,yes,yes,1.0,Tests dependence on ongoing resistant-strain importation after the analysis-start anchor.,7.349919218851434,4.256275242286829,3.2562752422868293,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,equal_treatment_effect,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,12315559.334040849,58662048.70407842,802358.9438747843,586157.5810786035,1222302.1801266798,1985588.4440369208,1017683.3471083754,3589429.3722238997,15833990.129726866,562805.9815011957,2394.2096887140187,2330.3112547277838,2333.1048560724544,200244.4200768656,58563837.24524163,0.998325809258176,0.827,0.9996507453805885,111962696.38514979,732155.6563879726,7080255.646079296,6775380.659816728,14587791.962283997,24.000492823261258,2183.0501749873183,29.858995236671813,3335.7293395342886,6955.926828622782,1168.4769186852432,625.8335024599045,1025.2167464721979,4522.521593568462,160.74926051331042,0.8909814770141316,13.261429816089054,6.663839629303295,57.19403046039667,47128.15457634961,734550.6525265123,346555.6795393032,346555.6795393032,144564.25375408874,2072.0,7084.0,3,8.026027397260274,0.8033771769065848,0.20994083237983846,4.763246809418835,0.49278234433691515,0.3784984061289131,4.660442148263638e-05,0.014172398527635816,0.01938668368242348,0.45917665770537325,,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,48.26940985961891,41.43058288594312,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,7.644092124256049e-05,2.2471172848738243e-16,Japan,equal_treatment_effect,yes,no,yes,1.0,Tests treatment-mediated selection by making resistant treatment effects equal to sensitive-strain effects.,7.349919218851434,4.062492980887191,3.062492980887191,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,equal_pep_effect,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,10629324.769183422,51594592.92227936,645517.0223843998,427522.0474321774,883180.8094621489,1535849.9864476654,945343.5619014998,2908715.595781342,13213704.883967381,432600.44122077577,1671.2669453282522,1620.5858848037594,1622.6734619415897,144282.70934196605,46098404.45340734,0.8934735568676485,0.827,0.9506512209320467,111962696.37962018,732155.6561803741,7080255.645705264,6775380.662498856,14587791.964384496,24.000492823261258,1920.0417919450097,24.022278114626793,2432.9598103933877,5026.0411776143255,903.8153224609396,581.3475024619121,830.7905323800552,3774.112852829574,123.55981155081356,0.6219454789303832,9.222495893954681,4.634697703964804,41.2101853757378,22852.569288796636,597695.5767631329,2996837.9350237977,2996837.9350237977,70099.59662399371,2072.0,7485.0,6,3.6093150684931508,0.8047438867202039,0.20601625416824468,4.8539859344464285,0.45360381893706847,0.3491354712512214,3.539419621824499e-05,0.012160133820440379,0.01658050808626232,0.42482778283414757,,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,48.26940985961891,41.43058288594312,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,7.644092124256049e-05,2.2471172848738243e-16,Japan,equal_pep_effect,yes,yes,no,1.0,Tests PEP-mediated selection by making resistant PEP effectiveness equal to sensitive-strain PEP effectiveness.,7.349919218851434,3.2683730799398822,2.2683730799398822,0.25,calibrated_country_scenario_analysis
