analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_child_1_9_cases,total_adolescent_cases,total_child_adolescent_cases,total_child_adolescent_infections,total_child_adolescent_reported_cases,total_deaths,total_infant_deaths,total_child_adolescent_deaths,total_child_adolescent_hospitalizations,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,child_1_9_population,adolescent_population,child_adolescent_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_child_1_9_cases_per_100k,annualized_adolescent_cases_per_100k,annualized_child_adolescent_cases_per_100k,annualized_child_adolescent_infections_per_100k,annualized_child_adolescent_reported_cases_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,annualized_child_adolescent_deaths_per_million,annualized_child_adolescent_hospitalizations_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_FOI_reduction_case_proxy,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,routine_age_pattern,routine_first_shot_months,routine_last_shot_months,routine_dose_count,routine_scheduler_code,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_overlay_mode,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,npi_contact_reduction_country,npi_contact_reduction_iso3,npi_contact_reduction_periods_loaded,npi_contact_reduction_reduction_column,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_configured_anchor_year,resistance_timeline_applied,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,contact_reciprocity_error_before,contact_reciprocity_error_after,country,immunity_structure,description,resolved_recovered_immunity_duration,resolved_R_to_W_duration,resolved_W_to_S_duration,resolved_vaccine_recent_duration,resolved_vaccine_waned_duration,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status,relative_reduction_infant_cases,relative_reduction_child_1_9_cases,relative_reduction_adolescent_cases,relative_reduction_child_adolescent_cases,relative_reduction_child_adolescent_infections,relative_reduction_child_adolescent_reported_cases,relative_reduction_total_infections,relative_reduction_reported_cases,relative_reduction_resistant_infections,relative_reduction_deaths,relative_reduction_infant_deaths,relative_reduction_child_adolescent_deaths
immunity_structure_sensitivity,baseline_sirws_boosting,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,3008350.78353109,14180297.251194416,355034.52532319934,292628.15583341796,640205.4176491998,914223.8474091555,307979.5546841097,1514831.5579266832,6145720.355459554,305604.30564241036,1025.8279333202001,1017.6975305991926,1019.0374232734027,94245.85283554901,13561305.489764985,0.9563484636136741,0.043,0.9994102223797059,29813213.78714954,299913.5870848018,2899426.75217382,2629897.169426857,5829237.508685479,24.000492823261258,1981.7842875390158,49.61827184265297,4065.3674875436836,8894.12121963405,1313.7727342139503,487.9361099628894,1082.7605742452402,4392.794476988388,218.4376815611662,1.4336580143278417,14.138470173070651,7.2838035346389445,67.3643833220105,19247.836991122214,274667.33078406384,114662.09246278009,114662.09246278009,15721.640524836486,3227.0,8766.0,5,5.997945205479452,0.8096362549017098,0.21215005089386926,4.713644874401951,0.7637644286319661,0.5711402445102333,0.0022546985919467263,0.029833776294898032,0.04092967438464427,0.6907462793604771,0.0,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,baseline_sirws_boosting,Current model: SIRWS with literature-centred R and W stages. Boosting efficiency 0.70. Natural boosting by circulating pathogen maintains population immunity.,12227.5,6113.75,6113.75,798.0,798.0,54.978665659530755,0.9025004744554302,0.09749952554456975,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
immunity_structure_sensitivity,sirws_strong_boosting,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,3412042.4264385547,17138713.847874783,422377.5430741127,365990.299931823,805089.1352110022,1081533.2379710956,332362.19350402267,1779885.7314069413,7368496.394429362,368471.0895162275,1238.7519213399153,1229.7313028662854,1231.3449050058537,115988.15501826085,15316242.270039473,0.8936634572458716,0.043,0.9995052147581419,29813213.778311413,299913.58698345517,2899426.7510597613,2629897.1688088425,5829237.506852059,24.000492823261258,2395.2413141095244,59.029875304712036,5084.558805916734,11184.78564253625,1554.202380265188,526.5658494815755,1272.2141198807178,5266.801677135259,263.37315625302864,1.7312324636856231,17.084171700902942,8.801319921551,82.90519214202715,24810.071650137663,318700.4630583364,197998.84369789308,197998.84369789308,20264.87588933637,7.0,8766.0,6,4.798356164383562,0.8088016588580821,0.1990839252422463,5.02300725075214,0.7572290085613241,0.567033470644012,0.0021914308655990034,0.030650917532285694,0.041984074305427686,0.6824025858580117,-0.2086286728884459,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,sirws_strong_boosting,High boosting efficiency (0.90) — strong natural immune maintenance.,12227.5,6113.75,6113.75,798.0,798.0,54.978665659530755,1.0736869401354594,0.0736869401354594,0.25,calibrated_country_scenario_analysis,-0.2507009070588795,-0.18300702944479408,-0.07916966710638285,-0.17497270379224994,-0.1989638265729996,-0.20571301749713555,-0.2086286728884459,-0.1896801943123949,-0.1294076578098604,-0.20756306306708194,-0.20834655277413616,-0.20834120208310525
immunity_structure_sensitivity,sirws_weak_boosting,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,3696529.522209361,15576114.533340976,423146.63303491194,348079.6393780643,774769.673953896,1059973.0447158183,387935.1454143627,1795987.8295082455,6771963.240762462,359971.2501836055,1199.4661811007068,1189.7612323655906,1191.3689050192515,111295.4512781777,15380199.84459791,0.9874221078482887,0.043,0.9997841794370709,29813213.79211347,299913.58700739127,2899426.752008961,2629897.1701211184,5829237.50913747,24.000492823261258,2176.858389575969,59.137360358462615,4835.733066555299,10763.569331424758,1523.2196022615155,614.6108169925498,1283.7234630407306,4840.415931658296,257.2977011805957,1.676328209934949,16.52888328353756,8.515582296173546,79.55097456012423,23533.56123191239,315179.07904466806,99844.39934384523,99844.39934384523,19222.22170676157,2933.0,8766.0,5,5.7534246575342465,0.8082385187601434,0.23732038656346985,4.213713008311472,0.7747440585718898,0.580053118018341,0.0023825363701321847,0.03187395408286526,0.04369607949522191,0.6967914886236704,-0.09843357000354769,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,sirws_weak_boosting,Low boosting efficiency (0.40) — weak natural immune maintenance.,12227.5,6113.75,6113.75,798.0,798.0,54.978665659530755,1.075641972191279,0.0756419721912791,0.25,calibrated_country_scenario_analysis,-0.18949469638940952,-0.1594239722795523,-0.25961330716340036,-0.18560233321675357,-0.10189902063255851,-0.17789979897996022,-0.09843357000354769,-0.19184643422976388,-0.13412383905116543,-0.16926644531749901,-0.16907155278748842,-0.16911202455379604
immunity_structure_sensitivity,sirws_no_boosting,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,3999946.762994513,21099077.006240983,453707.24633596296,385326.73158333334,845726.5714511974,1097854.3208003854,390457.86596498115,1873638.9183487,7965782.139398037,383770.2192740525,1338.1446425654383,1327.164902466,1328.8074681045416,122912.86837649664,20104966.734607942,0.9528837080722068,0.043,0.9996512052693812,29813213.77929332,299913.5869680694,2899426.751000669,2629897.1690486507,5829237.507017389,24.000492823261258,2948.7265720075557,63.40839520077115,5353.192220374762,11749.345508041033,1577.6563666300904,618.6075970081029,1339.2263589468926,5693.725352434647,274.3085598817544,1.870139941929739,18.437778250790625,9.497955928560033,87.85478972044885,25546.7890013772,350549.98595854186,171498.8739722599,171498.8739722599,20866.626900618023,0.0,8766.0,6,4.798356164383562,0.8129829017483555,0.18957922954693004,5.274839455724508,0.723362377227592,0.5536824933005249,0.0019544721782818,0.024894004833380178,0.03415964764193029,0.6623542525739996,-0.48791500153241096,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,sirws_no_boosting,Boosting disabled: the implemented single-stage R→S pathway uses the same mean duration as the baseline R-plus-W pathway. This changes residence-time structure while holding the unboosted mean fixed.,12227.5,6113.75,6113.75,798.0,798.0,54.978665659530755,1.1533272850498706,0.1533272850498706,0.25,calibrated_country_scenario_analysis,-0.31677941408579,-0.20085942180531124,-0.267804502040625,-0.23686287663105499,-0.2961510902984108,-0.25577490954301085,-0.48791500153241096,-0.2779242974269578,-0.48252443319572746,-0.3044533094691546,-0.3040858040449419,-0.3039829919455559
immunity_structure_sensitivity,long_natural_immunity,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,3056553.026403883,14559570.297417896,361376.34146094,297127.8991435841,663666.63104562,934874.4848018872,316536.1685665979,1548538.5525120692,6330903.671751484,311362.11608411005,1020.8519851559798,1012.7837566410883,1014.1526060828845,94982.41207485394,14401584.139862707,0.9891489821246162,0.043,0.9998151169070407,29813213.77965418,299913.58702643093,2899426.7515770574,2629897.1688434216,5829237.50744691,24.000492823261258,2034.790043175318,50.50457990331299,4127.880646396893,9220.058600517985,1343.4484473124296,501.49246739974024,1106.8534213863195,4525.158497460609,222.55320858412756,1.4267038192188508,14.070205053358631,7.2488881857653595,67.89085593382923,14196.65727743554,267907.4306039428,90930.4141530998,90930.4141530998,11595.835023799154,3213.0,8766.0,5,5.997945205479453,0.8094768148489113,0.2099342881668668,4.763395292555295,0.765556060919153,0.5728767781285229,0.002173355415383293,0.03027087945316182,0.04146843004785463,0.691643396002753,-0.026746480662916516,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,long_natural_immunity,Extended R→W stage (15 years) with the baseline W→S stage retained.,12227.5,5475.0,6113.75,798.0,798.0,54.978665659530755,0.9186214197353447,0.08137858026465528,0.25,calibrated_country_scenario_analysis,-0.01537700053964608,-0.022588163119190208,-0.027783058168470376,-0.02225131527595048,-0.03013207656404715,-0.01884073730439173,-0.026746480662916516,-0.017862533599985797,-0.06196148672647328,0.004850665499149698,0.00482832453687021,0.004793560156826193
immunity_structure_sensitivity,short_vaccine_immunity,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,2957085.376001545,13826079.327134803,356415.28107181244,292982.2604800943,645476.8411628442,936083.2603066687,306842.05897033424,1535907.5797570972,6133220.759694839,309241.07576783677,999.5645000679667,991.741482449996,993.2038356887582,93836.93319493491,13672051.028608587,0.9888595823239692,0.043000000000000003,0.9997190783600943,29813213.78402662,299913.58701443137,2899426.751394321,2629897.169876497,5829237.50828525,24.000492823261258,1932.2801409784258,49.81124100775907,4070.2869246127384,8967.355028322474,1345.1855015167175,486.1339602719913,1097.8251439623637,4383.860104740024,221.03714637412767,1.3969532413413508,13.777873042543924,7.099152047100538,67.0720986415134,16059.919185094142,263332.21722635755,88939.78856845513,88939.78856845513,13117.748055326088,3220.0,8766.0,6,4.798356164383561,0.8044804386836872,0.21387736219609454,4.675576646971852,0.7369496112644613,0.5559609933551195,0.002238847000488524,0.024260378946450407,0.03317664866436708,0.6772737366531554,0.02497958383980825,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,short_vaccine_immunity,"Three-year total two-stage vaccine protection, split equally across recent and waned stages.",12227.5,6113.75,6113.75,547.5,547.5,54.978665659530755,0.9060103662069163,0.09398963379308367,0.25,calibrated_country_scenario_analysis,-0.001210083990953681,-0.02391035079588133,0.003693413073936558,-0.013913112464636113,0.002033869919514153,-0.011900258138646258,0.02497958383980825,-0.003889074583256713,-0.008166288926031884,0.025602181807653723,0.025504678324132724,0.025350970430173758
immunity_structure_sensitivity,fast_W_to_S,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,5033764.0557777425,25706555.482723035,531177.7091665368,439692.612465339,966690.4213148969,1234218.299327345,467835.9850254656,2141746.89681815,8823532.038619626,436732.6272510007,1536.9418079911327,1522.047425496525,1523.9475628746757,140587.9300986019,24200896.106168985,0.9414289721714767,0.043000000000000003,0.9998649365618666,29813213.77977817,299913.58699032606,2899426.7512817355,2629897.1689243843,5829237.507196446,24.000492823261258,3592.6501999607613,74.23537176477882,6108.475948604139,13429.848537229045,1773.6163356690308,741.1987815611145,1530.86268129581,6306.821751537536,312.16465482270183,2.147971282079561,21.145204235182113,10.892764479885347,100.48844517917257,37795.71858880299,407708.29033969116,225670.8130246229,225670.8130246229,30871.55721228272,2184.0,8766.0,6,4.798356164383562,0.813706970098591,0.19581635739416178,5.106825667209632,0.6951273373944423,0.5374440271977422,0.0018712183040550594,0.02296820676110435,0.03155737930222448,0.6387305330270584,-0.8128361505650212,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,fast_W_to_S,"Rapid W→S transition (3 years). Tests scenario where unboosted individuals lose immunity quickly, amplifying immunity debt effects.",12227.5,6113.75,1095.0,798.0,798.0,54.978665659530755,1.350257793168355,0.35025779316835504,0.25,calibrated_country_scenario_analysis,-0.5025642738070606,-0.3500176163912492,-0.5190488391520613,-0.41385151742515314,-0.4357197412637295,-0.4290787766649613,-0.8128361505650212,-0.4961297318422446,-0.7845550433499144,-0.4982452300910336,-0.49557936393968127,-0.4954775242496743
immunity_structure_sensitivity,baseline_sirws_boosting,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,41029111.21352543,197707713.68597832,7781122.161168232,1621127.947484518,3250061.7931065913,6351089.412660642,4275032.334278239,12247249.694423398,56594577.28658849,5286259.364617214,6653.305048149936,6500.166079651863,6508.1021949769465,560462.599165842,197679249.04261792,0.999856026642412,0.997,0.9999493159034588,1336915575.6278865,7978469.579417704,78945023.77271025,88756327.51665202,175679820.86877996,24.000492823261258,616.1684701197371,24.250354467590213,846.5985880813017,1697.2736356130838,335.1994578336782,200.68731393034977,290.46682174168603,1342.248047717583,125.3736957156794,0.20735441811187236,3.394569462494442,1.5435202247944728,13.292436583448879,12543.350859439563,2617655.8831543764,1119109.7217284725,1119109.7217284725,459435.64752192295,6804.0,8694.0,3,10.797260273972602,0.8070865043268851,0.2075240790993744,4.818717925841959,0.44557032405210234,0.3326523294700916,3.689869065429674e-05,0.012062704408082374,0.01645906580696944,0.4170116551463962,0.0,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,China,baseline_sirws_boosting,Current model: SIRWS with literature-centred R and W stages. Boosting efficiency 0.70. Natural boosting by circulating pathogen maintains population immunity.,12227.5,6113.75,6113.75,798.0,798.0,4.146450779474111,5.848460709490408,4.848460709490408,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
immunity_structure_sensitivity,sirws_strong_boosting,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,39242354.13329628,194993032.37325442,7512362.891890023,1564355.0568454668,3129255.47733441,6211918.264741378,4209209.898853179,11985483.220440025,55981242.78352333,5150057.119917946,6435.2678487676385,6288.9080602164295,6296.577343748443,541657.4423951552,194962395.32458258,0.9998428813158144,0.997,0.9999347326246786,1336915575.8376832,7978469.59209034,78945023.82096703,88756327.7236139,175679821.13667127,24.000492823261258,607.7079957204685,23.41274937155906,816.9501872660047,1634.1851787576977,327.85424639507994,197.59734204273565,284.25853147715367,1327.7016513420244,122.14340022893033,0.20055915222719306,3.2842445805447507,1.4933530806783257,12.846436502145886,11713.137609231708,2545815.7021547407,1107008.383750609,1107008.383750609,429026.74278663105,7154.0,8673.0,3,11.305479452054794,0.8068650707634026,0.20125003265849425,4.9689432930275474,0.44062114904116995,0.32843344744936454,3.616919029529861e-05,0.011876874969323534,0.01620719386494952,0.4125009110166015,0.0137307809701126,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,China,sirws_strong_boosting,High boosting efficiency (0.90) — strong natural immune maintenance.,12227.5,6113.75,6113.75,798.0,798.0,4.146450779474111,5.646455394444226,4.646455394444226,0.25,calibrated_country_scenario_analysis,0.035020610635418836,0.021912956797904837,0.015396944462216067,0.02137349041740899,0.010837336940592524,0.025765335240816367,0.0137307809701126,0.03453991130218392,0.01374374766796893,0.0327712614714587,0.03250040335073223,0.03250177162118961
immunity_structure_sensitivity,sirws_weak_boosting,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,54072878.55962661,242171930.00143012,9869059.568378463,2075243.991406035,4083552.6464221813,7631568.731806951,5043600.870851956,14750413.594064942,64752849.6615933,6474106.186418527,8791.682208051767,8592.6971471546,8602.491719789035,724316.8268625718,242094239.3336503,0.999679192102159,0.997,0.9999827279638092,1336915575.866296,7978469.592305694,78945023.81863433,88756327.66325253,175679821.07419258,24.000492823261258,754.7439844725601,30.757542137897726,1083.750750788493,2132.5459872532588,402.78092995109995,236.7670301626135,349.83411442853617,1535.7369929750525,153.5457422938524,0.27399828129884085,4.48734800490499,2.0402445351648377,17.178551236903,21505.97930384489,3492291.8563914574,1364225.8530168547,1364225.8530168547,787717.2248100942,0.0,8766.0,3,11.842465753424658,0.808607165271994,0.22328301450670723,4.478621010242411,0.45086821552503054,0.34149941975000037,4.037269719173977e-05,0.011600357315187604,0.015864654952072184,0.423362830560579,-0.2248987431318683,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,China,sirws_weak_boosting,Low boosting efficiency (0.40) — weak natural immune maintenance.,12227.5,6113.75,6113.75,798.0,798.0,4.146450779474111,7.417799890488189,6.417799890488189,0.25,calibrated_country_scenario_analysis,-0.28012350575175926,-0.20161569707926397,-0.1797807540334022,-0.20438579779926602,-0.1441528988491645,-0.22470460487655752,-0.2248987431318683,-0.2683337138221662,-0.22468210753601614,-0.32140073909529265,-0.3219196312619155,-0.321812636321011
