country,strategy,rank,rank_acceptability_frequency,frequency_rank_1,frequency_top_2,frequency_top_3,frequency_within_10_percent_of_best,mean_rank,median_rank,median_under18_cases_per_100k,q025_under18_cases_per_100k,q975_under18_cases_per_100k,median_relative_reduction_vs_current,n_psa_samples,n_rank_observations,interpretation
New_Zealand,targeted_pep_high_risk,1,0.0,0.0,0.140625,0.2265625,0.0078125,3.9375,4.0,1450.7381823615,1018.576139104264,1729.7721695747757,0.009429544932089085,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
New_Zealand,adolescent_booster,1,0.0,0.0,0.0,0.0,0.0,5.6015625,6.0,1478.2818570024538,1038.8956214089371,1739.0487368978374,-2.2396499752330712e-05,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
New_Zealand,cocooning_adjunct,1,0.0,0.0,0.0,0.0390625,0.0,5.0078125,5.0,1466.857185361415,1016.3852794411505,1735.2286822435092,0.0041354924751185185,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
Sweden,timeliness_only,1,0.7578125,0.7578125,0.9921875,0.9921875,0.859375,1.2734375,1.0,343.7143221055254,18.900420360789997,904.8229144051915,0.11349856787627105,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
Sweden,targeted_pep_high_risk,1,0.2265625,0.2265625,0.5546875,0.609375,0.6640625,2.890625,2.0,370.64215397971293,25.04550399006488,965.7048499701303,0.04525394907920177,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
Sweden,maternal_immunization,1,0.015625,0.015625,0.4296875,0.9140625,0.5234375,2.640625,3.0,389.6901983678987,29.78331050727704,964.2485493794758,0.04547891373179097,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
Sweden,pregnancy_tdap_scaleup,1,0.0,0.0,0.0234375,0.1953125,0.4140625,4.390625,5.0,402.7675817981617,40.38703212933679,975.8427863266255,0.012864987544069062,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
Sweden,adolescent_booster,1,0.0,0.0,0.0,0.0,0.3671875,5.734375,6.0,407.068529137135,40.36867956309469,989.3781185174915,-1.0233729928033064e-05,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
Sweden,cocooning_adjunct,1,0.0,0.0,0.0,0.2890625,0.4453125,4.0703125,4.0,394.4492947432186,30.5654916391554,976.1820565141605,0.03532381375997612,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
Thailand,timeliness_only,1,0.8359375,0.8359375,0.921875,0.984375,0.90625,1.2578125,1.0,511.11802850055597,1.2524623123408694,961.0990463511223,0.16814665964740466,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
Thailand,targeted_pep_high_risk,1,0.0859375,0.0859375,0.140625,0.2265625,0.21875,4.2734375,5.0,580.743113880983,5.6497441777955295,1073.1566931971154,0.041057963296616984,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
Thailand,maternal_immunization,1,0.078125,0.078125,0.84375,0.9765625,0.734375,2.1015625,2.0,555.0809734119516,1.2196379262832036,1033.606397789497,0.10229371645312818,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
Thailand,cocooning_adjunct,1,0.0,0.0,0.0546875,0.6875,0.453125,3.359375,3.0,563.1829134961467,1.301722640860419,1052.1412902717698,0.08800945981214675,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
Thailand,pregnancy_tdap_scaleup,1,0.0,0.0,0.0390625,0.109375,0.0546875,5.0859375,5.0,597.9546021261588,7.851408851893231,1074.919105780361,0.01616291665540831,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
Thailand,adolescent_booster,1,0.0,0.0,0.0,0.015625,0.0546875,4.921875,5.0,590.712473362026,2.2056055853219503,1095.2504903392964,0.027148527928663124,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
United_Kingdom,timeliness_only,1,0.9921875,0.9921875,0.9921875,1.0,0.9921875,1.015625,1.0,903.0370980718292,277.3542238774058,1315.9946211417127,0.16424861299588023,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
United_Kingdom,targeted_pep_high_risk,1,0.0078125,0.0078125,0.1796875,0.28125,0.0859375,4.125,4.0,1040.7579470639864,375.9071716086353,1532.9817280159652,0.013522596958263522,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
United_Kingdom,maternal_immunization,1,0.0,0.0,0.6484375,0.8984375,0.1015625,2.515625,2.0,1034.6866383875745,304.3505787926631,1502.6882180523705,0.03413983786519725,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
United_Kingdom,pregnancy_tdap_scaleup,1,0.0,0.0,0.171875,0.3828125,0.03125,3.8984375,4.0,1046.43427467002,366.6813293646488,1504.2024465456573,0.017556697961604806,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
United_Kingdom,adolescent_booster,1,0.0,0.0,0.0078125,0.0234375,0.0078125,5.3125,6.0,1065.0009358338905,325.43250430015763,1537.5534769187086,-0.00039450028127407943,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
United_Kingdom,cocooning_adjunct,1,0.0,0.0,0.0,0.4140625,0.03125,4.1328125,4.0,1052.4805941186178,308.07724502548456,1534.9552744113944,0.01764323576085508,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
United_States,timeliness_only,1,0.984375,0.984375,1.0,1.0,1.0,1.015625,1.0,631.0476404016712,98.37566413328123,1200.8784349729428,0.14081139821065664,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
United_States,targeted_pep_high_risk,1,0.015625,0.015625,0.34375,0.4765625,0.15625,3.71875,4.0,711.265944853579,151.11435133101884,1375.3197927227507,0.022530989870681195,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
United_States,maternal_immunization,1,0.0,0.0,0.5546875,0.8828125,0.046875,2.5703125,2.0,714.0321999910236,129.06803645642225,1340.7361085591222,0.024526273686965083,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
United_States,pregnancy_tdap_scaleup,1,0.0,0.0,0.1015625,0.328125,0.015625,3.9375,4.0,731.3990124755767,152.52298006381403,1338.405618055506,0.013308722486931046,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
United_States,adolescent_booster,1,0.0,0.0,0.0,0.0234375,0.0078125,5.5546875,6.0,740.515994173158,150.70082897537532,1360.20220496284,-2.589876355474363e-05,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
United_States,cocooning_adjunct,1,0.0,0.0,0.0,0.2890625,0.0078125,4.203125,4.0,725.3668511625965,130.67230144211973,1362.6699714176013,0.012927014183113483,128,128,Selected-input deterministic design-frequency summary across prespecified settings.
