analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_child_1_9_cases,total_adolescent_cases,total_child_adolescent_cases,total_child_adolescent_infections,total_child_adolescent_reported_cases,total_deaths,total_infant_deaths,total_child_adolescent_deaths,total_child_adolescent_hospitalizations,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,child_1_9_population,adolescent_population,child_adolescent_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_child_1_9_cases_per_100k,annualized_adolescent_cases_per_100k,annualized_child_adolescent_cases_per_100k,annualized_child_adolescent_infections_per_100k,annualized_child_adolescent_reported_cases_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,annualized_child_adolescent_deaths_per_million,annualized_child_adolescent_hospitalizations_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_FOI_reduction_case_proxy,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,routine_age_pattern,routine_first_shot_months,routine_last_shot_months,routine_dose_count,routine_scheduler_code,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_overlay_mode,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,npi_contact_reduction_country,npi_contact_reduction_iso3,npi_contact_reduction_periods_loaded,npi_contact_reduction_reduction_column,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_configured_anchor_year,resistance_timeline_applied,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,prospective_policy,policy_start_time,simulation_phase,contact_reciprocity_error_before,contact_reciprocity_error_after,country,history_vaccine_scenario,vaccine_transition_design,vaccine_transition_interpretation,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status,relative_reduction_infant_cases,relative_reduction_child_1_9_cases,relative_reduction_adolescent_cases,relative_reduction_child_adolescent_cases,relative_reduction_child_adolescent_infections,relative_reduction_child_adolescent_reported_cases,relative_reduction_total_infections,relative_reduction_reported_cases,relative_reduction_resistant_infections,relative_reduction_deaths,relative_reduction_infant_deaths,relative_reduction_child_adolescent_deaths
prospective_vaccine_mechanism,no_vaccine,no_vaccine,country_timeline,,2027-01-01,2051-01-01,2027,2051,5755477.067204792,16862833.48574023,882743.4215995865,871038.5725576794,1325728.895112608,2264151.8453934593,421824.91070540686,3557015.328656546,7656166.934281237,809715.9806971806,3038.1812799687177,3019.364468096903,3027.7220609434517,309321.7324400846,16179117.469377495,0.9594542627168259,0.043,0.9996649391736617,29813213.77806591,299913.58702079044,2899426.750584371,2629897.169272303,5829237.506877464,24.000492823261258,2356.68532638087,123.36885556049634,12100.995148409584,18417.828364084,3253.668093058963,668.3028236671283,2542.458229693317,5472.420788616936,578.7630551525579,4.246046340576209,41.946839015905276,21.641337356780816,221.09479763257534,19610.32515185852,592164.5899381118,219608.24290641397,219608.24290641397,16017.720986568243,0.0,8766.0,6,4.403287671232877,0.6851003547554703,0.3413113858991619,2.9298758884517357,0.03409655209387684,0.026373193313792967,7.290129437224396e-05,0.0013099902107389623,0.0019217269604784623,0.030791933628287173,-0.18917348395640032,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,symptom_protective,immediate_full_mechanism_replacement_at_policy_t0,mechanism_target_not_cohort_rollout,54.978665659530755,2.2439405191186172,1.2439405191186172,0.25,calibrated_country_scenario_analysis,-1.976605481030774,-1.4765836636288832,-0.36965231714185287,-1.3481259748278251,-0.24577209691616986,-1.6495568476860227,-0.18917348395640032,-1.4863593781365259,-0.1930353963037137,-1.961687024972428,-1.9668584007658767,-1.971158852260452
prospective_vaccine_mechanism,symptom_protective,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,3008350.78353109,14180297.251194416,355034.52532319934,292628.15583341796,640205.4176491998,914223.8474091555,307979.5546841097,1514831.5579266832,6145720.355459554,305604.30564241036,1025.8279333202001,1017.6975305991926,1019.0374232734027,94245.85283554901,13561305.489764985,0.9563484636136741,0.043,0.9994102223797059,29813213.78714954,299913.5870848018,2899426.75217382,2629897.169426857,5829237.508685479,24.000492823261258,1981.7842875390158,49.61827184265297,4065.3674875436836,8894.12121963405,1313.7727342139503,487.9361099628894,1082.7605742452402,4392.794476988388,218.4376815611662,1.4336580143278417,14.138470173070651,7.2838035346389445,67.3643833220105,19247.836991122214,274667.33078406384,114662.09246278009,114662.09246278009,15721.640524836486,3227.0,8766.0,5,5.997945205479452,0.8096362549017098,0.21215005089386926,4.713644874401951,0.7637644286319661,0.5711402445102333,0.0022546985919467263,0.029833776294898032,0.04092967438464427,0.6907462793604771,0.0,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,symptom_protective,immediate_full_mechanism_replacement_at_policy_t0,mechanism_target_not_cohort_rollout,54.978665659530755,0.9025004744554302,0.09749952554456975,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prospective_vaccine_mechanism,infection_blocking,infection_blocking,country_timeline,,2027-01-01,2051-01-01,2027,2051,2646154.5779720945,11945356.38433646,271551.91208496684,195151.84820001398,363576.57466024766,694524.7225725194,339160.9190835382,1228837.4898560713,4551371.972440189,224809.01101525035,729.4941320969573,722.2611903809208,723.2290900670821,66001.75952128477,11490409.172870394,0.9619143040334381,0.043,0.9998102597191885,29813213.78656792,299913.5870549386,2899426.7520898893,2629897.169318675,5829237.508463503,24.000492823261258,1669.4374717708893,37.95106005879622,2711.1676134712966,5051.025872045119,998.0571458133674,537.3371608566906,878.3397594663148,3253.1974296968033,160.68739299622334,1.0195131902105175,10.034089689076481,5.1694456773366015,47.17627030492766,19122.993324867966,206130.85595217094,97709.47222874317,97709.47222874317,15619.668170778077,4333.0,8766.0,4,7.997260273972603,0.7990361622046567,0.22152160997405712,4.51423226888389,0.6854546153676525,0.5846772340684291,0.0010164678275752324,0.02402268414199858,0.028863403280783403,0.6315520601172953,0.1576088869836424,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,symptom_protective,immediate_full_mechanism_replacement_at_policy_t0,mechanism_target_not_cohort_rollout,54.978665659530755,0.6902870341346173,0.30971296586538266,0.25,calibrated_country_scenario_analysis,0.33310638668991754,0.2403121789693492,-0.10124491683030956,0.18879595330192733,0.25942416686809144,0.2643787837259699,0.1576088869836424,0.23513942246105668,0.15270626551828226,0.2888728134592,0.2902987688732299,0.2902821098131121
prospective_vaccine_mechanism,transmission_blocking,transmission_blocking,country_timeline,,2027-01-01,2051-01-01,2027,2051,2758609.115477219,13231959.97812057,288387.82586393604,204389.0472074015,423852.45242652815,758411.1100103357,342407.75088373746,1305207.9081014746,5379356.81615764,240375.63082359888,710.6367558415133,703.4792603246111,704.4897484709284,66422.93473314856,12747900.464511378,0.9634173989031407,0.043,0.9998683554408404,29813213.78222498,299913.5869713101,2899426.7513166843,2629897.1692673806,5829237.507555375,24.000492823261258,1849.248285687889,40.303983194777594,2839.4963747591037,5888.414856577984,1089.8641954864083,542.4811597277903,932.927266377798,3845.0185738367054,171.81399130065958,0.993158840156482,9.773159749519165,5.035501939213412,47.47731494787222,25351.915148000644,209561.12058119572,101032.04736566918,101032.04736566918,20707.45386564852,4032.0,8766.0,4,7.696803652968036,0.810307631464354,0.20848076324585774,4.796605616896737,0.7284918029543053,0.5659036155772551,0.001422117695611045,0.023978317649655287,0.031913244128222676,0.6711781234808163,0.06687710816456738,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,symptom_protective,immediate_full_mechanism_replacement_at_policy_t0,mechanism_target_not_cohort_rollout,54.978665659530755,0.7330840556293267,0.26691594437067334,0.25,calibrated_country_scenario_analysis,0.3015400496056422,0.17043171411507352,-0.11178727833066793,0.1383808310094331,0.12469873261010234,0.21344160934413003,0.06687710816456738,0.18771892507804044,0.05997984676825563,0.3072554053568589,0.308754085400579,0.3086713673302288
prospective_vaccine_mechanism,next_generation,next_generation,country_timeline,,2027-01-01,2051-01-01,2027,2051,2285214.177433232,10617354.421360552,209329.62591286545,138020.6176739036,247462.3854130209,505628.53483553854,314696.6546339365,958345.8071433787,3614144.3757917504,165778.71809891838,526.9521124557189,520.6149298692922,521.3189183410491,47486.337664750434,10232535.345130743,0.963755653154461,0.043,0.9987195433790504,29813213.777833637,299913.5870205414,2899426.7512749713,2629897.1685654977,5829237.506861011,24.000492823261258,1483.8409802931187,29.25511054750445,1917.4659739229744,3437.897263844787,726.6064922676616,498.5781010307846,684.9996300665117,2583.2925254859742,118.49413825803913,0.736448184814034,7.2326977691059176,3.726246450378284,33.94194818937728,25974.206381182634,154543.98372187768,82759.01998625475,82759.01998625475,21215.741576760778,5110.0,8766.0,3,10.528767123287672,0.8043125460826249,0.21523386021999205,4.646109115814272,0.6461924984581918,0.5769154854022895,0.0006814047150960018,0.01972348307598035,0.022712460740298132,0.6030751499268174,0.25126009467352695,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,symptom_protective,immediate_full_mechanism_replacement_at_policy_t0,mechanism_target_not_cohort_rollout,54.978665659530755,0.5321175077015163,0.46788249229848367,0.25,calibrated_country_scenario_analysis,0.5283412927890867,0.4469313655857333,-0.02181021385239812,0.36735817119162373,0.4119250198910982,0.457538015537984,0.25126009467352695,0.4103964234962615,0.2454608921793361,0.48631530168009474,0.488438446379281,0.4884202420491659
prospective_vaccine_mechanism,no_vaccine,no_vaccine,country_timeline,,2027-01-01,2051-01-01,2027,2051,95705585.92882922,336743784.70152104,25221183.102048032,5561354.246603075,8468879.848790575,28753163.73048614,10211129.34636462,44525647.32345384,109856416.90803915,20761911.690311242,19054.431117394506,18698.933439827342,18782.44234945743,2083255.3895624112,336710637.8973807,0.9999015666935925,0.997,0.9999836548303674,1336915575.4786286,7978469.5730162095,78945023.75233656,88756327.7469072,175679821.07226,24.000492823261258,1049.4830919677306,78.60339649173662,2904.2955332905417,4422.687141686808,1517.5419947223872,479.3517230196647,1056.0104163585374,2605.453879557807,492.40822596499106,0.5938432776864553,9.765108723250103,4.4546134549363385,49.40836402291119,14715.393727727103,7085316.246957127,2721159.59681947,2721159.59681947,538992.8513396955,4599.0,8750.0,4,7.536986301369864,0.7320686977598078,0.2842089157299803,3.5185384576396426,0.022359518212966764,0.01784563023126751,1.6057951040615604e-06,0.00032800367139403547,0.00048515668605439725,0.021544752060414268,-0.7032404979219753,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,2.010611200412732e-05,1.6667804836994706e-16,China,symptom_protective,immediate_full_mechanism_replacement_at_policy_t0,mechanism_target_not_cohort_rollout,4.146450779474111,18.956789956567576,17.956789956567576,0.25,calibrated_country_scenario_analysis,-2.43054615475142,-3.52728057538725,-1.388550202179601,-2.635562957757604,-0.9411120671816096,-2.9275242204871734,-0.7032404979219753,-2.2413297953236873,-0.7033180747504197,-1.86390462777487,-1.8766854893696538,-1.8860091293517192
prospective_vaccine_mechanism,symptom_protective,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,41029111.21352543,197707713.68597832,7781122.161168232,1621127.947484518,3250061.7931065913,6351089.412660642,4275032.334278239,12247249.694423398,56594577.28658849,5286259.364617214,6653.305048149936,6500.166079651863,6508.1021949769465,560462.599165842,197679249.04261792,0.999856026642412,0.997,0.9999493159034588,1336915575.6278865,7978469.579417704,78945023.77271025,88756327.51665202,175679820.86877996,24.000492823261258,616.1684701197371,24.250354467590213,846.5985880813017,1697.2736356130838,335.1994578336782,200.68731393034977,290.46682174168603,1342.248047717583,125.3736957156794,0.20735441811187236,3.394569462494442,1.5435202247944728,13.292436583448879,12543.350859439563,2617655.8831543764,1119109.7217284725,1119109.7217284725,459435.64752192295,6804.0,8694.0,3,10.797260273972602,0.8070865043268851,0.2075240790993744,4.818717925841959,0.44557032405210234,0.3326523294700916,3.689869065429674e-05,0.012062704408082374,0.01645906580696944,0.4170116551463962,0.0,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,2.010611200412732e-05,1.6667804836994706e-16,China,symptom_protective,immediate_full_mechanism_replacement_at_policy_t0,mechanism_target_not_cohort_rollout,4.146450779474111,5.848460709490408,4.848460709490408,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prospective_vaccine_mechanism,infection_blocking,infection_blocking,country_timeline,,2027-01-01,2051-01-01,2027,2051,34854112.19894008,159364908.67881218,5677860.564893417,1007271.153801646,1741134.148865819,3809939.533812728,3824413.155034564,8641623.842648936,33574329.50223653,3414998.025671078,4478.874627028029,4338.620715762525,4343.697895911276,365518.6060826534,159341697.61258295,0.9998543527152768,0.997,0.9999993219840339,1336915575.44597,7978469.572727619,78945023.77590981,88756327.78258699,175679821.13122442,24.000492823261258,496.6707173637258,17.6954079993882,526.025313832726,909.2692008753543,201.08198500804235,179.53342597903787,204.95254617488175,796.2790839885174,80.99317365437835,0.13958693243263254,2.265749708999975,1.0301905750489153,8.66896897562367,10917.425078159587,1907916.0716377532,969629.3919319005,969629.3919319005,399881.524130301,8617.0,8766.0,3,11.813698630136987,0.7947812175481289,0.2187063167662957,4.572341644199403,0.3004951241605411,0.25859333674298374,1.6360545433018845e-05,0.008742008303354663,0.010251475901824295,0.28148527940992907,0.19393681861126832,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,2.010611200412732e-05,1.6667804836994706e-16,China,symptom_protective,immediate_full_mechanism_replacement_at_policy_t0,mechanism_target_not_cohort_rollout,4.146450779474111,4.267603533842619,3.2676035338426193,0.25,calibrated_country_scenario_analysis,0.3786602992289321,0.4001124395733169,0.10540719788959296,0.2944029020177672,0.4067571291818304,0.35398591137452384,0.19393681861126832,0.270303119872756,0.19393816809659026,0.32681958896902585,0.3325369440414523,0.33257073017940486
prospective_vaccine_mechanism,transmission_blocking,transmission_blocking,country_timeline,,2027-01-01,2051-01-01,2027,2051,36277139.19769849,171851471.5167023,6156983.449310053,1087733.7963234917,2071080.5171577635,4499004.787490957,4026208.165139495,9612946.748953944,42242349.06375462,3852415.539999073,4570.618477890343,4429.45779830135,4435.066142975467,382045.52602971776,171827143.22752428,0.9998584342108723,0.997,0.9999987487168895,1336915575.3731647,7978469.572871554,78945023.72956333,88756327.68898995,175679820.99142486,24.000492823261258,535.5858723885334,19.188624472499743,568.0451677859514,1081.576470128557,237.44965129542183,189.0065003575689,227.98931657797604,1001.8576556394345,91.36736206661485,0.14244618700271833,2.313187387154223,1.0518602935412364,9.060936324303155,12391.383096764182,1998293.1468648273,1006528.7732441411,1006528.7732441411,453869.3989720491,8267.0,8766.0,2,22.649315068493152,0.802168757391787,0.21109588924394343,4.737183673171367,0.36452271302982425,0.2821706341320729,2.4949485085578213e-05,0.009402210776431795,0.012408241076519088,0.3426873116917878,0.13078013845399994,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,2.010611200412732e-05,1.6667804836994706e-16,China,symptom_protective,immediate_full_mechanism_replacement_at_policy_t0,mechanism_target_not_cohort_rollout,4.146450779474111,4.627722718303535,3.627722718303535,0.25,calibrated_country_scenario_analysis,0.3290265595560712,0.2916168400145065,0.05820404377847899,0.21509343005139714,0.2535972333560479,0.27123977953396683,0.13078013845399994,0.20872808294457312,0.13077804544633898,0.31303037440598336,0.3185623653267359,0.3185315764711686
prospective_vaccine_mechanism,next_generation,next_generation,country_timeline,,2027-01-01,2051-01-01,2027,2051,4456387.648177827,16636887.384960745,732861.8003960033,185172.86365175073,237407.54658990883,405198.28731763834,377847.76931405213,968218.9202834412,2795511.7271839394,437856.4005213202,1014.1364476940581,996.3481331384219,996.9387491174589,72423.16391442514,16616538.309490466,0.9987768700358775,0.997,0.999963782734446,1336915575.3489637,7978469.569013677,78945023.7619136,88756327.72653839,175679821.05746564,24.000492823261258,51.84990134459962,2.2840096930696445,96.70247519094544,123.98089510258984,21.385661170479892,17.737702966800327,22.963153298891143,66.30087782356118,10.384597364745085,0.03160619744918932,0.5203210056067634,0.2364429866634626,1.7176530849767033,6578.709034521854,440786.98015905765,85754.75772037214,85754.75772037214,240963.79654633452,0.0,8766.0,2,23.704109589041096,0.799286513233248,0.26786186292312525,3.733267547261829,0.33093905386223904,0.30356171360066975,2.7702270687456262e-05,0.00709434471404325,0.007919627432558049,0.3158973794449503,0.9158510961722752,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,2.010611200412732e-05,1.6667804836994706e-16,China,symptom_protective,immediate_full_mechanism_replacement_at_policy_t0,mechanism_target_not_cohort_rollout,4.146450779474111,0.5508348740990777,0.4491651259009223,0.25,calibrated_country_scenario_analysis,0.8857752937150452,0.9362001916537512,0.9116152253903724,0.9209439715494406,0.9506046009845115,0.9171708441980644,0.9158510961722752,0.9058154100120215,0.9159419190938545,0.8475740342048415,0.8467195882490768,0.8468157506981203
