analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_child_1_9_cases,total_adolescent_cases,total_child_adolescent_cases,total_child_adolescent_infections,total_child_adolescent_reported_cases,total_deaths,total_infant_deaths,total_child_adolescent_deaths,total_child_adolescent_hospitalizations,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,child_1_9_population,adolescent_population,child_adolescent_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_child_1_9_cases_per_100k,annualized_adolescent_cases_per_100k,annualized_child_adolescent_cases_per_100k,annualized_child_adolescent_infections_per_100k,annualized_child_adolescent_reported_cases_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,annualized_child_adolescent_deaths_per_million,annualized_child_adolescent_hospitalizations_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_FOI_reduction_case_proxy,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,routine_age_pattern,routine_first_shot_months,routine_last_shot_months,routine_dose_count,routine_scheduler_code,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_overlay_mode,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,npi_contact_reduction_country,npi_contact_reduction_iso3,npi_contact_reduction_periods_loaded,npi_contact_reduction_reduction_column,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_configured_anchor_year,resistance_timeline_applied,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,prospective_policy,policy_start_time,simulation_phase,contact_reciprocity_error_before,contact_reciprocity_error_after,country,implementation_uptake,pep_restored,pep_coverage_multiplier,implementation_note,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status
treatment_implementation_sensitivity,current_near_term,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,182068.8699597121,541787.1387300168,21244.443076048738,22336.536682254355,32241.911346799177,39422.63369964877,13231.395551953241,74990.56593385637,176088.28479454629,17769.883650124688,92.89503814281467,92.23127269655326,92.30360234389286,7570.777463820338,34445.440056217834,0.0635774413858552,0.043,0.053752086779045596,27785451.402734786,288908.1207169838,2837781.242812575,2617463.192338805,5744152.555868365,4.999418194761015,390.0243916371461,15.29355422837915,1546.452625291204,2232.243483219869,277.8735788201655,101.11267573051812,261.132663872392,613.1758350200739,61.87841092374723,0.6687373720736395,6.385559938163986,3.214202381982103,26.36301329498196,18314.774903607627,25355.222663077002,31505.197404650666,31505.197404650666,13942.035288663465,0.0,150.0,1,,0.8075822720380345,0.3360524031384226,2.9757263767820525,0.7231047510303812,0.5602804028722338,0.004643917059080589,0.02435982038563206,0.03449849552131446,0.6596025180643541,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,0.0,baseline,1.0,Current macrolide treatment and baseline resistant-strain PEP effectiveness.,54.978665659530755,0.2781725246496221,0.721827475350378,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_25_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2027-01-01,2032-01-01,2027,2032,181064.03293641465,537397.2959565807,21081.37556098964,22120.169834621607,31785.286423388086,39153.9226943564,13181.945731016214,74456.03825999421,174235.44543532148,17622.12065957068,91.94334255259773,91.28292647147337,91.35470341670094,7495.889072216399,32222.19346724693,0.059959723857357,0.043,0.04805865774428644,27785451.408002116,288908.12072010787,2837781.2440904495,2617463.1933016693,5744152.558112227,4.999418194761015,386.8642099450533,15.176164380284026,1531.4726360172456,2200.629414210012,275.9795477369785,100.73478632497401,259.27132783303847,606.7238648375574,61.3638695989526,0.6618862588990769,6.319901929859082,3.1811597571083703,26.102236413066706,18284.61589129777,32493.25571345848,31474.585808165895,31474.585808165895,13919.076886620203,0.0,150.0,1,,0.8077489174897965,0.33692769632217096,2.967995836839124,0.7231242441237062,0.5606380389412078,0.004614995379343642,0.02427316823744647,0.03437668561458444,0.6598593948923317,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,0.25,yes,1.0,Quarter uptake of resistance-guided treatment with partial restoration of resistant-strain PEP effectiveness.,54.978665659530755,0.2760373355415035,0.7239626644584964,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_50_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2027-01-01,2032-01-01,2027,2032,180139.22737034678,533331.1153572588,20933.830524051395,21926.303238155713,31376.19118617988,38909.152906690724,13135.183142432805,73970.63928727925,172543.7022336378,17488.869330639212,91.0891592175174,90.43185613883173,90.50313365772638,7428.717572796445,30073.773962196166,0.056388560682514945,0.043,0.04206966655493055,27785451.408308305,288908.12071816315,2837781.2441928256,2617463.193334892,5744152.558245881,4.999418194761015,383.9370278413099,15.0699489328578,1518.0504340396376,2172.306025842292,274.25426835145277,100.37743245007046,257.5810681902761,600.8328650268729,60.899860904688694,0.6557371218649168,6.260978741900799,3.151506336397642,25.868331355814686,18254.626366568264,39046.264888683116,31450.12030032127,31450.12030032127,13896.247503701537,0.0,150.0,1,,0.8078948326042952,0.3377624559738619,2.960660613142232,0.7231412766501966,0.5609532301484704,0.00458942324927705,0.024197525687240495,0.03427013104604056,0.6600841966676384,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,0.5,yes,1.0,Half uptake of resistance-guided treatment with partial restoration of resistant-strain PEP effectiveness.,54.978665659530755,0.2741053961946304,0.7258946038053695,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_75_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2027-01-01,2032-01-01,2027,2032,179291.77418278588,529580.2046349877,20800.921669903822,21753.39521518776,31011.281025998498,38687.23379435699,13091.204875378957,73531.8338849237,171005.6741744645,17369.248958468073,90.32613829045083,89.67171536933289,89.74254360648594,7368.749436120399,28041.69661128922,0.05295080209921538,0.043,0.03661423958245697,27785451.408247307,288908.1207155058,2837781.24421331,2617463.193295266,5744152.558224081,4.999418194761015,381.2368037731982,14.974269852923566,1506.079282488886,2147.041756685792,272.69005378196994,100.04135601606059,256.0530570052496,595.4771331576009,60.483318023336594,0.6502442492683819,6.208350991053642,3.1250210174044106,25.659509898490207,18224.806326389822,45130.35409176344,31429.102972664172,31429.102972664172,13873.547139907467,0.0,150.0,1,,0.8080214408079164,0.3385545241562842,2.9537339738469366,0.7231560608753022,0.5612287209764852,0.0045669951777385885,0.024132096168517744,0.03417775333204577,0.660279216197,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,0.75,yes,1.0,Three-quarter uptake of resistance-guided treatment with partial restoration of resistant-strain PEP effectiveness.,54.978665659530755,0.27236510150419996,0.7276348984958001,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_100_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2027-01-01,2032-01-01,2027,2032,178516.7141048041,526126.7570018066,20681.405750998074,21599.432269120076,30686.267803995077,38486.48669082353,13049.979082725727,73135.89804266935,169610.0713695068,17262.057378904443,89.64592127859788,88.99415675360552,89.06458157943673,7315.31049181963,26145.03634531336,0.049693417028063416,0.043,0.03199633936728915,27785451.408474714,288908.1207168061,2837781.2442528782,2617463.1933494383,5744152.5583191225,4.999418194761015,378.75071889353177,14.888232144962826,1495.4197784806101,2124.5397207709307,271.2750718037693,99.72631364477799,254.6743264916644,590.6173554747494,60.11005476774345,0.6453474695647405,6.161440750866878,3.101412977081573,25.473424439180828,18195.15577033195,50833.14103681675,31410.162555878254,31410.162555878254,13850.975795237991,0.0,150.0,1,,0.8081306422400215,0.3393036216635359,2.947212868218752,0.7231688969210884,0.561468187177787,0.004547441368167932,0.024075845132114672,0.03409814771152276,0.6604474627092831,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,1.0,yes,1.0,Full resistance-guided treatment scenario used in the main analysis.,54.978665659530755,0.27080017250985966,0.7291998274901403,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_50_no_pep_restoration,symptom_protective,country_timeline,resistance_guided_treatment,2027-01-01,2032-01-01,2027,2032,180620.7204496891,535866.8907098139,20992.481922545812,21995.117394204084,31538.975318691973,39003.19854443017,13165.32901514747,74163.64495378171,173350.07286857837,17538.19531778673,91.39356960805395,90.73435507304768,90.80581450587908,7452.605688250376,32894.819337408204,0.061386176133844436,0.043,0.04295635498268612,27785451.408709668,288908.12071889656,2837781.2442835523,2617463.1934135645,5744152.558416014,4.999418194761015,385.762494275064,15.112171190010702,1522.814728240894,2183.576257773737,274.91715652302884,100.60780344905329,258.25315384017296,603.6408143725056,61.07162419411833,0.6579285263548172,6.281922018706088,3.162046309587863,25.9515147147542,18308.49444549042,39115.59747143574,31120.889931077552,31120.889931077552,13937.254322789178,0.0,150.0,1,,0.8078827077380432,0.3370626616069475,2.9668074037999235,0.7230968561194374,0.5609159701276855,0.004592101272336692,0.024196485764654954,0.03426913663774974,0.6600391324446959,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,0.5,no,1.0,Half uptake of resistance-guided treatment; resistant-strain PEP effectiveness remains at baseline.,54.978665659530755,0.27487337149280106,0.7251266285071989,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_100_no_pep_restoration,symptom_protective,country_timeline,resistance_guided_treatment,2027-01-01,2032-01-01,2027,2032,179357.21236349668,530673.7673213308,20779.776064389076,21711.782999452058,30959.01099330298,38645.02003363519,13104.110666419581,73460.91369950684,171017.1687522641,17343.77381645059,90.14443693790216,89.48928108708566,89.56000827414185,7354.385943893745,31218.133258209742,0.058827353414864954,0.043,0.033015284998765014,27785451.40811183,288908.120713361,2837781.2442081682,2617463.1932481015,5744152.55816963,4.999418194761015,382.0240430631201,14.959047450441169,1503.1982933303987,2143.422881921055,272.3925067222949,100.13998046446524,255.80609825090272,595.5171596610098,60.39460830940057,0.6489362086333076,6.1957202964338025,3.1186647595537043,25.609493247446103,18302.213991705357,50985.99018249791,30805.0031891457,30805.0031891457,13932.473356914892,0.0,150.0,1,,0.8081227284165817,0.33798017427700217,2.958753430254222,0.7230904279553014,0.5614287503813298,0.004550182814716731,0.02406653943667359,0.03408614785766204,0.660387557846249,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,1.0,no,1.0,Full treatment restoration but no restoration of resistant-strain PEP effectiveness.,54.978665659530755,0.2720882231496639,0.727911776850336,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_50_low_pep_reach,symptom_protective,country_timeline,resistance_guided_treatment,2027-01-01,2032-01-01,2027,2032,200408.69921578484,644468.2269764526,23366.61670425613,24752.161630204344,38304.66449780337,42816.28983539005,14389.826667647036,81958.27813324143,207562.70518170402,19524.992449245736,103.69866518958537,102.95893044492995,103.03774106974763,8414.00091474933,31279.30951111447,0.04853506845149302,0.043,0.04073054488040012,27785451.407278247,288908.1207843458,2837781.2430531485,2617463.193865051,5744152.557702545,4.999418194761015,463.94295867572447,16.82127502060748,1713.6965264694518,2651.993449225123,301.79403481758476,109.96526187299716,285.39567906943034,722.7762776874918,67.99006281975439,0.7465110539970411,7.1282809198038395,3.587987296972479,29.299291779310117,21121.940224959148,42009.725047955755,16537.728041894872,16537.728041894872,16078.976541042142,0.0,150.0,1,,0.8075507221393711,0.31096754010047933,3.215769722064501,0.7213105311688757,0.5594974747000777,0.004684613152247011,0.02409106498233557,0.034152908893980066,0.6583819441403131,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,0.5,yes,0.5,"Half uptake and half baseline PEP reach, approximating delayed activation, lower adherence, or household-only reach.",54.978665659530755,0.3059600450250551,0.694039954974945,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,current_near_term,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,3745693.722307532,13154097.815568054,666618.4801111263,205022.61686424393,284096.3773679596,376216.96025416313,233510.35824327602,814749.9353616831,2355829.1142234495,421572.0249201058,1149.8077265656775,1135.7333898841523,1136.2595165728474,79670.95712658731,13126604.647660024,0.9979099161118073,0.997,0.997038301407169,1396459581.915083,8001977.128358906,88597357.10352392,133092917.56468752,229692251.79657033,4.999418194761015,188.41402628004576,9.54837599594039,512.4895335188841,710.148090676832,84.93723845706499,35.093908404524846,70.95100032128575,205.1530475617183,36.71182479109184,0.16469385148843046,2.8389622768738563,0.9894907115228659,6.937998837859721,8088.6255066757085,464279.454456932,73175.6581466788,73175.6581466788,309464.071049864,0.0,180.0,1,,0.8174121241088073,0.28475489348075644,3.511792151405396,0.5335580765786236,0.44248614092279337,8.828453454873776e-05,0.006933602759421197,0.009835704771790904,0.5167004845128629,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,2.010611200412732e-05,1.6667804836994706e-16,China,0.0,baseline,1.0,Current macrolide treatment and baseline resistant-strain PEP effectiveness.,4.146450779474111,2.3027829109191544,1.3027829109191544,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_25_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2027-01-01,2032-01-01,2027,2032,3622939.6045041634,12451252.753001954,640765.9407867796,194979.50952664687,263904.21481755073,361552.7324613803,225806.03563885123,782338.2776268783,2213083.0846606316,403272.4282812126,1094.6580679842166,1081.0299330153994,1081.5339019691792,75823.93876312477,12423798.673046794,0.997795074881237,0.997,0.9970115356866311,1396459581.8910694,8001977.131162269,88597357.29122293,133092917.31286885,229692251.73525402,4.999418194761015,178.34675523603238,9.178074581895677,487.38504744679204,659.6742835825121,81.62654486940113,33.936037812234,68.12849070977298,192.72227204657676,35.11823806832516,0.15679443537989396,2.7022215127795626,0.9418339163478027,6.6029883176260205,7844.56333726972,596044.5888647437,131740.1156516868,131740.1156516868,300126.45583785436,0.0,180.0,1,,0.8175297978094929,0.2909698868357391,3.4367817607343296,0.5322739654928568,0.4417491532489095,8.692960983823714e-05,0.00684517998501135,0.009712195758301739,0.5156296601397053,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,2.010611200412732e-05,1.6667804836994706e-16,China,0.25,yes,1.0,Quarter uptake of resistance-guided treatment with partial restoration of resistant-strain PEP effectiveness.,4.146450779474111,2.213477277320948,1.2134772773209481,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_50_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2027-01-01,2032-01-01,2027,2032,3503017.0777400155,11763760.052020997,615622.998365792,185280.44501859703,244420.30159806594,347248.0229372309,218264.204116415,750792.672072243,2073776.2430830407,385518.5150184596,1041.2762095327096,1028.084125519449,1028.5665820275542,72103.4762070062,11736335.45882416,0.9976687221538384,0.997,0.9969744657057477,1396459581.829788,8001977.1383663565,88597357.77084947,133092916.66233686,229692251.57155266,4.999418194761015,168.4993852718511,8.817937149783052,463.1405557654854,610.9708680326926,78.39701826808641,32.80258784580277,65.38139968793581,180.5909919687013,33.57217119334915,0.14914823188213702,2.5698742963347185,0.8957083001301146,6.278998679846238,7601.988001958102,717072.856766002,186490.58354436595,186490.58354436595,290845.72565176646,0.0,180.0,1,,0.817653989683506,0.297780391834684,3.358179475279758,0.5309400997709239,0.4409997482676749,8.550639491554999e-05,0.00675242137926431,0.009582512983216784,0.5145196590135274,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,2.010611200412732e-05,1.6667804836994706e-16,China,0.5,yes,1.0,Half uptake of resistance-guided treatment with partial restoration of resistant-strain PEP effectiveness.,4.146450779474111,2.1266228923863943,1.1266228923863943,0.25,calibrated_country_scenario_analysis
