analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_child_1_9_cases,total_adolescent_cases,total_child_adolescent_cases,total_child_adolescent_infections,total_child_adolescent_reported_cases,total_deaths,total_infant_deaths,total_child_adolescent_deaths,total_child_adolescent_hospitalizations,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,child_1_9_population,adolescent_population,child_adolescent_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_child_1_9_cases_per_100k,annualized_adolescent_cases_per_100k,annualized_child_adolescent_cases_per_100k,annualized_child_adolescent_infections_per_100k,annualized_child_adolescent_reported_cases_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,annualized_child_adolescent_deaths_per_million,annualized_child_adolescent_hospitalizations_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_FOI_reduction_case_proxy,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,routine_age_pattern,routine_first_shot_months,routine_last_shot_months,routine_dose_count,routine_scheduler_code,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_overlay_mode,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,npi_contact_reduction_country,npi_contact_reduction_iso3,npi_contact_reduction_periods_loaded,npi_contact_reduction_reduction_column,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_configured_anchor_year,resistance_timeline_applied,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,prospective_policy,policy_start_time,simulation_phase,contact_reciprocity_error_before,contact_reciprocity_error_after,country,strategy,infant_contact_multiplier,target_ages,source_ages,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status,contact_matrix_directional_intervention,contact_matrix_reciprocity_correction_after_intervention
infant_contact_sensitivity,current_infant_contact_x1.25,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,3774481.3716480755,13269401.63365358,683673.4927257637,219156.11333831924,315337.44021440885,380120.0847293765,234253.7090589942,833529.9071266899,2409831.915874376,437785.09019619925,1228.049285633905,1213.935556401219,1214.4698237778402,85003.68347866004,13241731.832973275,0.9979147665098833,0.997,0.9970412252140023,1396459581.9188168,8001977.127881525,88597357.0736392,133092917.61237864,229692251.8138994,4.999418194761015,190.06559196770237,9.792665162684557,547.8186554102814,788.2405371558152,85.818433778364,35.205625429369974,72.58641963270851,209.8557822513317,38.123709772413214,0.1759008588959677,3.034442134113948,1.0575987196893843,7.402389508226897,8121.204307788593,469256.2868971494,74225.48386261301,74225.48386261301,310710.5088310069,0.0,180.0,1,,0.8166122710504168,0.2844500057994563,3.5155562651140273,0.5338193901251181,0.44194541883192995,9.723602052858079e-05,0.00716071294792078,0.010149118973803235,0.5164123221828655,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,0.20001174033440003,1.6667804836994706e-16,China,current,1.25,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",4.146450779474111,2.3616981566887305,1.3616981566887305,0.25,calibrated_country_scenario_analysis,,
infant_contact_sensitivity,current_infant_contact_x1.50,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,3804465.7764603538,13390806.400359184,701072.3638439642,233417.65912407966,346824.3480610263,384315.2408290531,235056.05070915294,852788.9506622856,2465699.412002098,454281.8284017706,1307.0435116128735,1292.888176416043,1293.4311653417085,90388.77550029867,13362952.78976509,0.9979199452399411,0.997,0.9970445064862172,1396459581.882721,8001977.13223411,88597357.35796544,133092917.20803948,229692251.69823903,4.999418194761015,191.80454520421202,10.041879621135179,583.4678583819225,866.9475152704832,86.7655597907734,35.32620821482881,74.26355807131377,214.72090055507337,39.560297911994844,0.1872156753011521,3.231797877896537,1.126360752962427,7.871340351148192,8153.78371530327,474331.9870294283,75309.01030580036,75309.01030580036,311956.9698036861,0.0,180.0,1,,0.8158257225082945,0.2841102815404983,3.519759983967549,0.5341330319633779,0.4414439741021694,0.00010607657214656071,0.007388051820530064,0.010463061930783765,0.5161758416399176,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,0.3333431169453334,1.6667804836994706e-16,China,current,1.5,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",4.146450779474111,2.4218012356121053,1.4218012356121053,0.25,calibrated_country_scenario_analysis,,
infant_contact_sensitivity,maternal_immunization_infant_contact_x0.75,symptom_protective,country_timeline,maternal_immunization,2027-01-01,2032-01-01,2027,2032,3683136.2140771793,12989588.81691885,617479.7535311171,159131.01626888374,204286.62728627562,371994.7870112462,232734.4572016738,763860.2604818037,2255170.024872616,373422.1528826008,793.4163337039917,779.4047981213141,779.9212191542167,59006.44513821808,12962338.072581556,0.9979021087794712,0.997,0.9970335606529784,1396459581.6974654,8001977.152430983,88597358.7840464,133092915.54718743,229692251.4836648,4.999418194761015,186.057665330934,8.844532567611445,397.7755298318798,510.6497985852149,83.98401100390052,34.977299974469986,66.51936662828214,196.38733608028457,32.518781745567544,0.11364577644838021,1.9482572523910757,0.6791800569042952,5.1384678070633125,8054.497431009082,450685.8736397594,70957.67067692256,70957.67067692256,308158.3592682261,0.0,180.0,1,,0.8202701533085138,0.2835452504300921,3.526773939902581,0.5358570968437285,0.44449982668274773,0.0015289648945395686,0.006474129398239547,0.00920629281503158,0.5186477097359179,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,,,China,maternal_immunization,0.75,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",4.146450779474111,2.133036912289885,1.1330369122898851,0.25,calibrated_country_scenario_analysis,True,False
infant_contact_sensitivity,maternal_immunization_infant_contact_x1.00,symptom_protective,country_timeline,maternal_immunization,2027-01-01,2032-01-01,2027,2032,3714218.58072049,13090199.911658393,641369.3530993733,181238.3181401604,259449.25861946086,374345.12945485016,233146.18633969533,788729.6339347059,2321458.466344983,396786.72856876196,887.2507014588418,873.2050095953136,873.7269718957285,66356.0031075716,13062789.896717582,0.9979060659786869,0.997,0.9970354095838835,1396459581.9047694,8001977.129583426,88597357.18451804,133092917.45259342,229692251.7666949,4.999418194761015,187.49877830963683,9.186717617984751,453.0365601892927,648.5383492563826,84.51464143243246,35.03917760528827,68.68507021500454,202.1599429029717,34.5534428270049,0.12708623527570348,2.1827271293766217,0.7608690713701451,5.778490545478752,8083.000733701221,457677.8103800459,72142.26961067249,72142.26961067249,309248.8719211055,0.0,180.0,1,,0.8188999715865878,0.2837404016582308,3.5243482921565525,0.535790982354955,0.4430053375879324,0.0019385074291413083,0.006842952959293114,0.00971128171009113,0.5172982402564295,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,,,China,maternal_immunization,1.0,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",4.146450779474111,2.2155617193048873,1.2155617193048873,0.25,calibrated_country_scenario_analysis,True,False
infant_contact_sensitivity,maternal_immunization_infant_contact_x1.25,symptom_protective,country_timeline,maternal_immunization,2027-01-01,2032-01-01,2027,2032,3745100.7928125965,13190289.093467696,665098.6418086484,203197.15054717124,314363.5268218989,376678.4372517306,233555.85207934733,813431.4398782492,2387418.6094856514,419993.7561526456,980.4260446177394,966.3463867865854,966.8738471784022,73656.57425158525,13162720.463467129,0.9979099298123633,0.997,0.9970373782473965,1396459581.9165432,8001977.128143724,88597357.09137267,133092917.58929408,229692251.80881044,4.999418194761015,188.93241564268396,9.526606441082995,507.9264643668103,785.8060719579854,85.04142457920683,35.100745595871295,70.83618156219897,207.90396067283888,36.57438415494696,0.1404322980762916,2.4155501308578047,0.8419843151959108,6.414247361419695,8111.503889753091,464626.6367380878,73317.12085766126,73317.12085766126,310339.378920521,0.0,180.0,1,,0.8175569774397381,0.28392863615607217,3.5220117756995526,0.5357266257806859,0.4415397421997152,0.0023445804830051803,0.007203132701696885,0.01020472916389458,0.515974183432089,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,,,China,maternal_immunization,1.25,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",4.146450779474111,2.2975327449301695,1.2975327449301695,0.25,calibrated_country_scenario_analysis,True,False
infant_contact_sensitivity,maternal_immunization_infant_contact_x1.50,symptom_protective,country_timeline,maternal_immunization,2027-01-01,2032-01-01,2027,2032,3775778.851495684,13289844.330085857,688665.873300628,225006.17417073058,369025.34066541435,378994.293927162,233963.31928202772,837963.7873799202,2453044.910667418,443041.6660700502,1072.9410411739914,1058.8276185087766,1059.3605329901993,80907.87752410313,13262117.814385572,0.9979137065106537,0.997,0.9970394702826109,1396459581.8030255,8001977.141138539,88597357.97671789,133092916.44125453,229692251.55911094,4.999418194761015,190.35840497581935,9.864174022416133,562.4418945536102,922.442739658592,85.56426690106446,35.16198351104477,72.97253602443118,213.61890669873011,38.58146906169689,0.1536837754890816,2.646722979734267,0.9225246463000119,7.04571378406245,8140.006951060482,471531.9378111673,74482.48976276358,74482.48976276358,311429.88226716826,0.0,180.0,1,,0.8162404500518595,0.2841100887049511,3.5197623729529086,0.5356638717698846,0.44010227227726406,0.0027472694269204123,0.0075548674759698085,0.0106868979866066,0.5146748368803878,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,,,China,maternal_immunization,1.5,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",4.146450779474111,2.3789439564183597,1.3789439564183597,0.25,calibrated_country_scenario_analysis,True,False
infant_contact_sensitivity,current_infant_contact_x0.75,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,21814.814535920428,111153.4699429755,864.2221233334235,960.322692172978,2035.4024342913474,5350.717153605865,3274.1851127899286,9585.224958568773,45952.78460258772,680.9494852398478,3.162244109138487,3.1130017265380108,3.118842716945801,315.48929242539924,2859.8509473217164,0.025728849929641345,0.003,0.05591123589142245,70515966.30893682,651878.7473996961,6530461.608859394,6672359.267094524,13854699.623353614,4.999418194761015,31.52942835537573,0.24514241017172914,29.466659349241127,62.454538103402456,16.38885629112995,9.815317232351367,13.838395195558801,66.34302235113638,0.9831014009261595,0.008969917820149149,0.09551972704293052,0.04502740233686782,0.45547866924573294,194.3513897262329,1443.9160923303648,2906.659556192864,2906.659556192864,375.4760561652079,1680.0,1016.0,1,,0.8101798440117061,0.19625851129174798,5.095320419064274,0.5607221453380633,0.4017978453770531,0.0006132837643400524,0.0180254949875774,0.024481892840451814,0.5176014737456941,,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,47.87063170623975,40.9064805360586,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,True,0.0,prospective_policy,0.2500369887712119,1.6570722974665014e-16,United_Kingdom,current,0.75,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",6.999594011212859,0.03502237555192889,0.9649776244480711,0.25,calibrated_country_scenario_analysis,,
infant_contact_sensitivity,current_infant_contact_x1.00,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,23639.42135504304,120069.56381396929,959.48989809725,1165.7517178313062,2481.7672108646825,5810.599209763751,3509.0453200637717,10485.396247658828,49915.98846307545,762.320683908512,3.826607055451678,3.773543984749539,3.7799634214898465,378.6528969139477,3625.7388837834205,0.03019698555248345,0.003,0.06701688406619498,70515966.30928817,651878.747394697,6530461.608718973,6672359.26691766,13854699.623031331,4.999418194761015,34.058538270168874,0.2721657543856561,35.77006878559083,76.15084969173493,17.797441479791896,10.519378658675931,15.137991824677364,72.06478490914847,1.1005787485967595,0.010854427941865842,0.11578788676464657,0.054572143980604504,0.546669322025249,209.23202151916686,1592.1852144328582,3309.438465543475,3309.438465543475,404.22460767862543,1680.0,1016.0,1,,0.8093986248819045,0.1968810463213555,5.079209089369467,0.5611811218918644,0.4010671300480106,0.000692355454377657,0.018402062385093905,0.024988218806389247,0.5170984852460038,,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,47.87063170623975,40.9064805360586,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,True,0.0,prospective_policy,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,current,1.0,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",6.999594011212859,0.03888307721128763,0.9611169227887124,0.25,calibrated_country_scenario_analysis,,
infant_contact_sensitivity,current_infant_contact_x1.25,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,25828.55660507012,130786.32327658618,1073.819162133261,1409.320464906585,3011.3876233116393,6370.0687094711175,3789.775674901901,11569.164849279603,54700.7732841909,860.0215291425667,4.614516595901317,4.556892236040139,4.564021936817799,453.67417012608144,4748.41503031393,0.03630666350541875,0.003,0.0821984450619009,70515966.30847956,651878.7474164083,6530461.609311041,6672359.266606022,13854699.62333347,4.999418194761015,37.09841907548538,0.3045960180703241,43.24376211321643,92.40178742583181,19.51105574073774,11.360949124723673,16.702651837504362,78.9726815471034,1.2416315577801513,0.013089386276537105,0.1398242406449014,0.06589176520736227,0.6549791458591331,227.10770777142523,1770.07720035313,3801.307947968784,3801.307947968784,438.7594375234478,1680.0,1016.0,1,,0.8086099204071981,0.19748667871370643,5.063632678990391,0.5617950452489523,0.40037278174489344,0.0007714094646840945,0.01880006487015051,0.025523610854311134,0.5166999600598065,,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,47.87063170623975,40.9064805360586,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,True,0.0,prospective_policy,0.20000982790878805,1.6570722974665014e-16,United_Kingdom,current,1.25,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",6.999594011212859,0.04351624073944612,0.9564837592605538,0.25,calibrated_country_scenario_analysis,,
infant_contact_sensitivity,current_infant_contact_x1.50,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,28470.148181762073,143729.86603649106,1212.2691333762016,1702.3681460081984,3649.0795309688046,7054.327551914969,4126.809539186381,12883.50523710955,60511.52906203585,978.4884334798732,5.562796968689458,5.499707262385181,5.507713946654407,544.0564953510841,6431.470904594016,0.04474693452341459,0.003,0.10304288587377851,70515966.30776532,651878.7474351489,6530461.609820826,6672359.2663671905,13854699.623623166,4.999418194761015,40.76994192017099,0.34386828237087236,52.23567312481979,111.96880418205338,21.606890654640697,12.371305651227658,18.600193291480753,87.3617944963429,1.4126647726102128,0.0157792472491133,0.16875369262152906,0.07951604948851639,0.7854660504865921,248.72224069148032,1985.0020954168897,4401.350453083845,4401.350453083845,480.51751081074855,1680.0,1016.0,1,,0.8078110381060938,0.19808094842677923,5.048441094119916,0.5625825334034686,0.3997194008450929,0.0008507722634764376,0.01922200446884776,0.026091453786034013,0.5164183028851105,,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,47.87063170623975,40.9064805360586,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,True,0.0,prospective_policy,0.3333415232573233,1.6570722974665014e-16,United_Kingdom,current,1.5,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",6.999594011212859,0.04912688961960072,0.9508731103803992,0.25,calibrated_country_scenario_analysis,,
infant_contact_sensitivity,maternal_immunization_infant_contact_x0.75,symptom_protective,country_timeline,maternal_immunization,2027-01-01,2032-01-01,2027,2032,13748.32295755087,73096.54001373623,539.2605299351317,496.110529903966,1091.8001763695686,3629.4654155264143,2227.4161069805164,6352.992052410897,30796.201949459934,430.58715730846336,1.201674138015184,1.1693290538510455,1.1732261550716783,153.1749739377072,1175.8550970557417,0.01608633044511787,0.003,0.032572692363672794,70515966.30941379,651878.7473852708,6530461.608468922,6672359.2673876565,13854699.62324185,4.999418194761015,20.734324556450893,0.15296487147076404,15.222716388692783,33.500930611603685,11.116787788373312,6.677324263707594,9.171951109777872,44.46113836079825,0.6216479294717094,0.00340862940763243,0.03587983620359483,0.016938118049347316,0.22114200058931283,125.65797656621424,919.4818575756983,1447.8662437036528,1447.8662437036528,242.76420937129512,1680.0,1316.0,1,,0.8194323104449059,0.18808445591224016,5.316760468853407,0.680011590454889,0.5079757812348843,0.0009452622553823862,0.018072207041910905,0.02455226312100222,0.6364418580365935,,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,47.87063170623975,40.9064805360586,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,True,0.0,prospective_policy,,,United_Kingdom,maternal_immunization,0.75,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",6.999594011212859,0.0218533919575514,0.9781466080424486,0.25,calibrated_country_scenario_analysis,True,False
