country,pep_restoration,psa_samples,interpretation,median_relative_reduction_under18_cases_vs_timeliness,q025_relative_reduction_under18_cases_vs_timeliness,q975_relative_reduction_under18_cases_vs_timeliness,fraction_design_draws_guided_lower_under18_cases,median_relative_reduction_infant_cases_vs_timeliness,q025_relative_reduction_infant_cases_vs_timeliness,q975_relative_reduction_infant_cases_vs_timeliness,fraction_design_draws_guided_lower_infant_cases,median_relative_reduction_resistant_infections_vs_timeliness,q025_relative_reduction_resistant_infections_vs_timeliness,q975_relative_reduction_resistant_infections_vs_timeliness,fraction_design_draws_guided_lower_resistant_infections
Australia,restored,128,Elicited-input design summary within one deterministic PEP-restoration stratum; not a posterior probability or Figure 2b input.,-0.03151923032361925,-0.07964089282990923,0.012787674345787278,0.1796875,-0.033557264603718995,-0.08962884597777263,0.017666168787819896,0.21875,0.14704063453844868,0.10386073131238556,0.19879066301825601,1.0
Brazil,restored,128,Elicited-input design summary within one deterministic PEP-restoration stratum; not a posterior probability or Figure 2b input.,-0.031644147268387046,-0.40833036927451266,0.280967486786486,0.4765625,-0.026504824133462224,-0.47262919028470773,0.3131724639029594,0.4765625,0.8901398545443668,0.7729615674880452,0.9266659954995623,1.0
China,restored,128,Elicited-input design summary within one deterministic PEP-restoration stratum; not a posterior probability or Figure 2b input.,0.08320032643357461,0.05311892588929383,0.11694351686637279,1.0,0.0996099721764529,0.0650170040824209,0.1379265533443913,1.0,0.11331735378556745,0.06734591692711865,0.16759393764647754,1.0
Japan,restored,128,Elicited-input design summary within one deterministic PEP-restoration stratum; not a posterior probability or Figure 2b input.,0.5086554637070482,0.29790445992831305,0.7068395973775551,1.0,0.5566858454831141,0.3423905012414946,0.7412077062233547,1.0,0.5355992171123407,0.3280349588627818,0.7210516010779743,1.0
New_Zealand,restored,128,Elicited-input design summary within one deterministic PEP-restoration stratum; not a posterior probability or Figure 2b input.,0.2649577838925567,0.21866781832988633,0.4250086413040887,1.0,0.3446266960093681,0.2833791391224591,0.5316989502685084,1.0,0.8489039795842832,0.4734499687125913,0.9690100549899855,1.0
Sweden,restored,128,Elicited-input design summary within one deterministic PEP-restoration stratum; not a posterior probability or Figure 2b input.,-0.038547624487079823,-0.08290832020460397,0.00418958568581985,0.0859375,-0.0493725665777216,-0.10886672634678125,0.0067013225037424184,0.1015625,0.1346326723012362,0.0991221801162965,0.17925778439369056,1.0
Thailand,restored,128,Elicited-input design summary within one deterministic PEP-restoration stratum; not a posterior probability or Figure 2b input.,-0.18725178649874807,-1.08419819113512,0.18695744034167402,0.3046875,-0.18326844881028215,-1.0471047247910137,0.17628940048845973,0.3046875,0.8539452623878132,0.7311722340165451,0.921457499132206,1.0
United_Kingdom,restored,128,Elicited-input design summary within one deterministic PEP-restoration stratum; not a posterior probability or Figure 2b input.,-0.16139485972448053,-0.5382320707553615,0.0651694249980656,0.1875,-0.14849448172128676,-0.5015047752261607,0.06395741696720951,0.2109375,0.6927676993063903,0.554571149470283,0.7875521499123388,1.0
United_States,restored,128,Elicited-input design summary within one deterministic PEP-restoration stratum; not a posterior probability or Figure 2b input.,0.3232832956401652,0.20064563784385203,0.5129725955687007,1.0,0.39224310116902356,0.2563443285833715,0.5889097565232378,1.0,0.6479078633322,0.2825345980647284,0.9199465154602317,1.0
All_countries_pooled,restored,128,Elicited-input design summary within one deterministic PEP-restoration stratum; not a posterior probability or Figure 2b input.,0.06617695171437321,-0.601213016603925,0.6183066871402095,0.5815972222222222,0.07824925603855476,-0.581100762418517,0.6599508624043587,0.5902777777777778,0.6289858877248191,0.09424168233920835,0.9303731724738278,1.0
