country,parameter,rhat,rhat_rank,bulk_ess,tail_ess,n_chains,total_draws,converged,mean,sd
Australia,beta_S,1.0025983365804234,1.002472506826849,1000.0,1000.0,4,1000,True,0.023600566164361875,1.2914275970351384e-05
China,beta_S,0.9964792278493048,0.9966252017494313,1000.0,1000.0,4,1000,True,0.009932042226786173,6.29347871961545e-06
United_Kingdom,beta_S,0.9972276069326237,0.9971940663026954,904.6810297855424,944.0476777464735,4,1000,True,0.019671443405023466,4.654603160662957e-06
Japan,beta_S,0.9971506113980169,0.997245968885477,1000.0,981.7846082628955,4,1000,True,0.013024638910115438,1.261019329632797e-05
New_Zealand,beta_S,0.9963680196868315,0.9963235663768073,923.3678386493932,963.6455158723595,4,1000,True,0.020640898209829457,1.0953136571260023e-05
Sweden,beta_S,0.9970776312125735,0.9972133204714944,1000.0,981.0033028038996,4,1000,True,0.01252102903811479,1.341329451593939e-05
United_States,beta_S,0.997916247458154,0.9977463071927352,981.1073188109556,1000.0,4,1000,True,0.01107425712409598,1.8130447357218938e-05
Brazil,beta_S,0.997522001367568,0.9972535891256994,1000.0,924.2468217374494,4,1000,True,0.011509967956550597,1.3983355926795766e-05
Thailand,beta_S,0.9983116289427113,0.998227787964317,1000.0,1000.0,4,1000,True,0.011356614635960665,2.5716490539162342e-05
South_Africa,beta_S,1.0043789823371627,1.0036554648825,924.6821735718953,423.8073889450436,4,1000,True,0.011276481471555869,1.9743452685480424e-05
