country,outcome,posterior_median,credible_interval_low,credible_interval_high,posterior_draws
Australia,annualized_infant_cases_per_100k,2771.5221860883266,2766.463602423827,2775.2771515170057,100
Australia,annualized_infections_per_100k,3249.96251817802,3247.072480715492,3252.746486277627,100
Australia,annualized_reported_cases_per_100k,40.19054492905143,40.140901898243406,40.23245447294075,100
Australia,annualized_infant_infections_per_100k,5973.270847271081,5961.955051193626,5981.686500437577,100
Australia,resistant_fraction,0.9848077915617974,0.9847909881866886,0.9848216016122323,100
Australia,resistant_fraction_end,0.9992794163531815,0.9992758884887571,0.9992834044018032,100
Australia,resistant_infections,24638910.15676273,24616951.542385086,24660205.20424945,100
China,annualized_infant_cases_per_100k,321.6363540850226,317.3494619043066,327.17151702277727,100
China,annualized_infections_per_100k,558.0199779659752,550.9957714382502,567.145075749054,100
China,annualized_reported_cases_per_100k,16.024329059141174,15.81873213536619,16.291527461564904,100
China,annualized_infant_infections_per_100k,644.9143258887868,636.3003968762647,656.041290719727,100
China,resistant_fraction,0.9999678151323765,0.9999674610614032,0.9999682664988261,100
China,resistant_fraction_end,0.9999906236638629,0.9999904832322593,0.9999908071224085,100
China,resistant_infections,194888576.04644132,192435298.91852692,198075607.94655257,100
United_Kingdom,annualized_infant_cases_per_100k,2513.2990662977545,2508.4290072485596,2518.444429016455,100
United_Kingdom,annualized_infections_per_100k,2874.584721708537,2870.526445267881,2878.624717498374,100
United_Kingdom,annualized_reported_cases_per_100k,49.83643866051155,49.755900456329385,49.91949521163811,100
United_Kingdom,annualized_infant_infections_per_100k,5304.741962154045,5294.566760080805,5315.403827606627,100
United_Kingdom,resistant_fraction,0.9801829966419914,0.980007446950184,0.9803030267704728,100
United_Kingdom,resistant_fraction_end,0.9997307294529476,0.9997255727137397,0.9997355597374663,100
United_Kingdom,resistant_infections,53153961.535604134,53083182.922812685,53219765.09759225,100
Japan,annualized_infant_cases_per_100k,689.7494001699426,681.0620235914115,698.6122009475865,100
Japan,annualized_infections_per_100k,1388.2986563923923,1373.070498912465,1403.7559854724348,100
Japan,annualized_reported_cases_per_100k,22.321983786784067,22.06630755328982,22.581856395604085,100
Japan,annualized_infant_infections_per_100k,1377.6737983062217,1360.2569830964164,1395.4452933501689,100
Japan,resistant_fraction,0.9985863312809521,0.9985724199216994,0.99859892566276,100
Japan,resistant_fraction_end,0.9998545832151258,0.9998456007999686,0.9998629500080114,100
Japan,resistant_infections,40641343.277155586,40196056.30509526,41093270.12502642,100
New_Zealand,annualized_infant_cases_per_100k,3110.731759445792,3106.4468624161577,3114.373951426714,100
New_Zealand,annualized_infections_per_100k,3446.6201700489037,3445.1448227932938,3447.8696425272237,100
New_Zealand,annualized_reported_cases_per_100k,61.631527813213424,61.58162944247284,61.67279520405739,100
New_Zealand,annualized_infant_infections_per_100k,6600.479130697988,6591.1181595963735,6608.483436002051,100
New_Zealand,resistant_fraction,0.9831528118619306,0.9829602146110009,0.9833683537430429,100
New_Zealand,resistant_fraction_end,0.9984080560228936,0.9983932710083362,0.9984210933799661,100
New_Zealand,resistant_infections,4864978.962206428,4863853.878960011,4865954.800422965,100
Sweden,annualized_infant_cases_per_100k,847.1899237515413,838.8939759574723,856.2450941218315,100
Sweden,annualized_infections_per_100k,1637.658631205285,1624.1362383853611,1652.3561509688338,100
Sweden,annualized_reported_cases_per_100k,23.25601406667896,23.050395430805686,23.47962877775184,100
Sweden,annualized_infant_infections_per_100k,1804.0126258317957,1786.1790986996104,1823.4484902540664,100
Sweden,resistant_fraction,0.9798741374335469,0.9796710521188928,0.9800703680431528,100
Sweden,resistant_fraction_end,0.9991771373872151,0.9991230930781743,0.999232040755806,100
Sweden,resistant_infections,4563952.18010514,4527206.094658421,4604003.1046108855,100
United_States,annualized_infant_cases_per_100k,100.35287350200176,97.11092603905162,103.9194763588296,100
United_States,annualized_infections_per_100k,255.66805318975946,247.67875372206717,264.4348470832032,100
United_States,annualized_reported_cases_per_100k,3.965126108722963,3.839515564310599,4.103120394259273,100
United_States,annualized_infant_infections_per_100k,211.9030438399269,205.0548642821606,219.43726237711726,100
United_States,resistant_fraction,0.0,0.0,0.0,100
United_States,resistant_fraction_end,0.0,0.0,0.0,100
United_States,resistant_infections,0.0,0.0,0.0,100
Brazil,annualized_infant_cases_per_100k,695.9651249129481,688.3649990791055,701.5612157308922,100
Brazil,annualized_infections_per_100k,1425.4245455602825,1413.8361663541432,1433.8675790793225,100
Brazil,annualized_reported_cases_per_100k,24.744080914467766,24.519341451033487,24.90905636373109,100
Brazil,annualized_infant_infections_per_100k,1461.5935806291213,1445.5071033776048,1473.4403742940488,100
Brazil,resistant_fraction,0.9839068187802898,0.9838315706339725,0.9839992032845739,100
Brazil,resistant_fraction_end,0.9944729874031766,0.9944222087623303,0.9945472316739091,100
Brazil,resistant_infections,79270116.23817995,78633228.16075836,79733922.07668994,100
Thailand,annualized_infant_cases_per_100k,617.3828593168413,601.7725391014845,635.5039647703599,100
Thailand,annualized_infections_per_100k,1169.5573374026167,1144.73331994152,1198.0533825698792,100
Thailand,annualized_reported_cases_per_100k,16.832831048465316,16.458935518804882,17.26352673062985,100
Thailand,annualized_infant_infections_per_100k,1207.9139615871304,1177.2643390654853,1243.50842201483,100
Thailand,resistant_fraction,0.9804523122460513,0.9803371171517206,0.9805339176861808,100
Thailand,resistant_fraction_end,0.9967315167684743,0.9960069860203203,0.9972493427506819,100
Thailand,resistant_infections,20658255.066125117,20217358.99717524,21163302.595318813,100
South_Africa,annualized_infant_cases_per_100k,542.9038394477827,535.6543646868853,551.933472380663,100
South_Africa,annualized_infections_per_100k,1220.9272488748297,1208.394704598948,1236.5771207837486,100
South_Africa,annualized_reported_cases_per_100k,19.860847975404667,19.640808874869794,20.134655747839933,100
South_Africa,annualized_infant_infections_per_100k,1003.3944270536407,989.9529451256457,1020.1402717985438,100
South_Africa,resistant_fraction,0.9877480084834551,0.9876937943080502,0.9877995548571284,100
South_Africa,resistant_fraction_end,0.9964867070679361,0.9964411637927222,0.9965501264068664,100
South_Africa,resistant_infections,22841922.399740018,22608692.83227583,23133489.656526864,100
