analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_child_1_9_cases,total_adolescent_cases,total_child_adolescent_cases,total_child_adolescent_infections,total_child_adolescent_reported_cases,total_deaths,total_infant_deaths,total_child_adolescent_deaths,total_child_adolescent_hospitalizations,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,child_1_9_population,adolescent_population,child_adolescent_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_child_1_9_cases_per_100k,annualized_adolescent_cases_per_100k,annualized_child_adolescent_cases_per_100k,annualized_child_adolescent_infections_per_100k,annualized_child_adolescent_reported_cases_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,annualized_child_adolescent_deaths_per_million,annualized_child_adolescent_hospitalizations_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_FOI_reduction_case_proxy,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,routine_age_pattern,routine_first_shot_months,routine_last_shot_months,routine_dose_count,routine_scheduler_code,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_overlay_mode,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,npi_contact_reduction_country,npi_contact_reduction_iso3,npi_contact_reduction_periods_loaded,npi_contact_reduction_reduction_column,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_configured_anchor_year,resistance_timeline_applied,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,contact_reciprocity_error_before,contact_reciprocity_error_after,country,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status,relative_reduction_infant_cases,relative_reduction_child_1_9_cases,relative_reduction_adolescent_cases,relative_reduction_child_adolescent_cases,relative_reduction_child_adolescent_infections,relative_reduction_child_adolescent_reported_cases,relative_reduction_total_infections,relative_reduction_reported_cases,relative_reduction_resistant_infections,relative_reduction_deaths,relative_reduction_infant_deaths,relative_reduction_child_adolescent_deaths
macrolide_resistance,country_timeline,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,3008350.78353109,14180297.251194416,355034.52532319934,292628.15583341796,640205.4176491998,914223.8474091555,307979.5546841097,1514831.5579266832,6145720.355459554,305604.30564241036,1025.8279333202001,1017.6975305991926,1019.0374232734027,94245.85283554901,13561305.489764985,0.9563484636136741,0.043,0.9994102223797059,29813213.78714954,299913.5870848018,2899426.75217382,2629897.169426857,5829237.508685479,24.000492823261258,1981.7842875390158,49.61827184265297,4065.3674875436836,8894.12121963405,1313.7727342139503,487.9361099628894,1082.7605742452402,4392.794476988388,218.4376815611662,1.4336580143278417,14.138470173070651,7.2838035346389445,67.3643833220105,19247.836991122214,274667.33078406384,114662.09246278009,114662.09246278009,15721.640524836486,3227.0,8766.0,5,5.997945205479452,0.8096362549017098,0.21215005089386926,4.713644874401951,0.7637644286319661,0.5711402445102333,0.0022546985919467263,0.029833776294898032,0.04092967438464427,0.6907462793604771,-0.006240765107445423,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025.0,2025.0,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,54.978665659530755,0.9025004744554302,0.09749952554456975,0.25,calibrated_country_scenario_analysis,-0.011410409936111865,-0.004828735037488707,-0.003743163384051895,-0.0058720153257789676,-0.0039041241431787554,-0.007581887807487808,-0.006240765107445423,-0.007535241429095896,-0.0029794872146395868,-0.010440687431954698,-0.010474035315400254,-0.010469414698898394
macrolide_resistance,low,symptom_protective,low,,2027-01-01,2051-01-01,2027,2051,2988541.3132384503,14092350.203760883,352379.2625056128,289326.81823188125,632908.5559684846,909830.5169139566,306831.03598511947,1505988.3711309573,6121820.0101577025,303304.6835601715,1015.2282524641325,1007.1486203814607,1008.4792359371486,93267.28573164121,13521019.784189103,0.959458116544726,0.05,0.9993155066778469,29813213.786300793,299913.5870568018,2899426.751522754,2629897.1694715433,5829237.508051098,24.000492823261258,1969.493143506089,49.24718243471723,4019.5033074457133,8792.748800725209,1307.4593596887364,486.11649648457393,1076.4397039243536,4375.711157891344,216.7939739967554,1.4188443044710648,13.991918327696139,7.2083364716210285,66.66493006410187,22808.465518519322,272892.11819847295,111602.73031110375,111602.73031110375,18629.963250440727,3241.0,8766.0,5,5.997945205479452,0.8096761364731938,0.21206833991684979,4.715461065013719,0.7639371852262482,0.5708947551207718,0.0022510752563131647,0.02979054694079172,0.040874190581966396,0.691021372447177,0.0,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,,,,,,,,,,,,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,54.978665659530755,0.8957507761227387,0.10424922387726132,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macrolide_resistance,moderate,symptom_protective,moderate,,2027-01-01,2051-01-01,2027,2051,2862923.6109327944,13536318.94403226,343155.5692736441,285491.7413855928,628192.4551478854,887600.2321017883,295974.61152701505,1469066.5850143963,5987894.325000021,296898.30976899917,991.0867654182396,983.480203281833,984.7784020562643,91631.4162159424,13251955.5238403,0.9789925591020944,0.30000000000000004,0.9996901761147803,29813213.78278959,299913.58704086574,2899426.751411383,2629897.169665382,5829237.50811763,24.000492823261258,1891.7843344971757,47.95811423559445,3966.224098483358,8727.2298736229,1275.513636434448,468.9165186023373,1050.0490110773221,4279.984704941176,212.2148714997904,1.3851050826283149,13.663102350023232,7.038929329396955,65.49565483461183,22641.45259708042,262420.4228631555,92653.55765092172,92653.55765092172,18493.547030949456,3304.0,8766.0,5,5.997945205479452,0.8089765576779442,0.21149942039412184,4.728145344968485,0.769853690532052,0.5742914200086027,0.0022661344428281088,0.030651826838328955,0.0420078223699417,0.6949279068809531,0.03945624765840927,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,,,,,,,,,,,,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,54.978665659530755,0.8723040775959744,0.1276959224040256,0.25,calibrated_country_scenario_analysis,0.013255172367792167,0.024433435017733873,0.035382419588841474,0.024516647554744142,0.021876776013581622,0.02112190855734475,0.03945624765840927,0.02617547118517438,0.019899701697310923,0.023779368814153323,0.02350042150746645,0.02350155862045078
macrolide_resistance,high,symptom_protective,high,,2027-01-01,2051-01-01,2027,2051,2866076.0274068927,13552205.635359628,343976.80574605253,286931.27389690664,631440.7296968701,888441.4658120312,296069.63632822473,1471442.3760371627,5995585.572896669,297689.6729807412,997.079356788607,989.4623385145404,990.762677749703,92111.51671444654,13364482.9384236,0.9861481811900615,0.7,0.9996984425375773,29813213.7833567,299913.5870250538,2899426.751828567,2629897.169454899,5829237.508308521,24.000492823261258,1894.0045978802036,48.072887113469534,3986.222955785541,8772.356870516694,1276.7225195182762,469.0670676979019,1051.7471621269976,4285.482200510161,212.78051648561535,1.393480099860471,13.74620979478538,7.0817033112160255,65.83881766715267,21834.364055386388,262629.29577394814,87215.4543485703,87215.4543485703,17834.316805667768,3304.0,8766.0,5,5.997945205479452,0.8089106202684533,0.21148410115095168,4.728487836947265,0.7700492511052452,0.5744714858696606,0.002280003553403397,0.03068405703546161,0.0420526261648188,0.6950325643515611,0.038328920342690864,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,,,,,,,,,,,,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,54.978665659530755,0.8743916669635637,0.12560833303643626,0.25,calibrated_country_scenario_analysis,0.008279717551294197,0.023508830165946404,0.035072722100435216,0.022939084893365713,0.02062040978852331,0.018512772415914203,0.038328920342690864,0.02384492407360783,0.011577295815257238,0.017876665303073525,0.017560746754755496,0.017567598375966664
macrolide_resistance,very_high,symptom_protective,very_high,,2027-01-01,2051-01-01,2027,2051,2866481.7564097387,13557996.80694332,344205.3334164127,287424.0299021422,632668.9754933,888522.5573591064,296056.0422772411,1472002.6295384897,5998162.030075899,297921.7531494315,999.329184880307,991.7112875962208,993.0120176193572,92282.07898234065,13426259.438363858,0.99028341941252,0.9499999999999998,0.999699491683055,29813213.783427835,299913.58701900777,2899426.751879842,2629897.1694029453,5829237.5083017945,24.000492823261258,1894.8139499399697,48.10482526940485,3993.0686205891416,8789.420404837723,1276.8390509817616,469.04553047115786,1052.1476161586843,4287.323782333551,212.94640110545677,1.3966243738334738,13.777453557146053,7.097780983466733,65.96073095730725,21599.81470237839,262446.23433281505,84027.36287543463,84027.36287543463,17642.736805600947,3311.0,8766.0,5,5.997945205479452,0.8088859105992684,0.21142369313302659,4.729838861393863,0.770094511569211,0.5745158229665682,0.002286120978281975,0.030691451698686666,0.04206338174297308,0.6950535571492692,0.0379179760005508,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,,,,,,,,,,,,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,54.978665659530755,0.8749725860446688,0.12502741395533123,0.25,calibrated_country_scenario_analysis,0.0065766054504289295,0.023419701976060803,0.035117026780827065,0.022567067743654023,0.020199545213126502,0.017747600688375553,0.0379179760005508,0.023196396493593063,0.00700837269212895,0.015660584253083698,0.015327760444523997,0.01533717082773467
macrolide_resistance,country_timeline_fitness_cost,symptom_protective,country_timeline_fitness_cost,,2027-01-01,2051-01-01,2027,2051,2723232.8563505914,13151909.818803702,305559.50809517247,236187.30272773834,512925.6019799793,801800.5260526869,308849.3307930685,1346837.1595734938,5612890.305499385,260027.90269617614,799.5503178845009,792.5828860169527,793.6896679473759,75483.69611112945,8965437.417322516,0.6816833099406101,0.043000000000000003,0.9988178819909072,29813213.781048793,299913.5869918479,2899426.7519019977,2629897.1689374493,5829237.507831295,24.000492823261258,1838.0607806492533,42.70383204583903,3281.2569899260825,7125.872971880087,1152.2163554258518,489.31410792649916,962.6827279227415,4011.941987508257,185.86090302323916,1.1174210450850106,11.011041257526015,5.673078807133856,53.953701803835685,16040.550059272795,238525.50036718618,296780.0071007251,296780.0071007251,13101.92734473191,0.0,8766.0,5,5.997945205479452,0.8118590207856106,0.20705987904943654,4.829520835184325,0.7505453924406769,0.5659382104776782,0.0018202454370808872,0.027080696014573847,0.03705725039568184,0.6845872005933402,0.06673410547987957,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025.0,2025.0,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,54.978665659530755,0.7767346030238943,0.2232653969761057,0.25,calibrated_country_scenario_analysis,0.18366605566980032,0.11873638974838463,-0.006577870460428015,0.10567891134374774,0.08313372556100473,0.14268418263778593,0.06673410547987957,0.13286750780260392,0.3369259449049611,0.21244280195723908,0.21304277245918335,0.21298362954411787
macrolide_resistance,country_timeline_fitness_advantage,symptom_protective,country_timeline_fitness_advantage,,2027-01-01,2051-01-01,2027,2051,3224157.877524638,15159784.963354781,400010.60580988345,346670.28404686623,773674.3502673332,1021469.0486742933,311598.10025267414,1679737.4329738338,6759598.342054817,348708.23920499283,1203.5980115872258,1194.852531219992,1196.4045714426106,110945.32731781158,15107824.985516272,0.9965725122114786,0.043000000000000003,0.9998940978206047,29813213.779581558,299913.58697218867,2899426.751434447,2629897.1692445204,5829237.507651156,24.000492823261258,2118.6737568524936,55.90395741368895,4816.153449680815,10748.352432958589,1467.8879676318136,493.6690199308937,1200.6308281034073,4831.577838150207,249.24720601240145,1.682102699420738,16.59961469128129,8.551575878229654,79.30071545524859,26596.18720956462,294691.719408915,90622.47652407881,90622.47652407881,21723.77575343898,2898.0,8766.0,5,5.772602739726027,0.8070310314317182,0.21267833846708792,4.701936300648458,0.7748319577509628,0.5752371094442993,0.002497031225764139,0.03274522536709119,0.044907678121202665,0.6946820230369046,-0.07574568784907343,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025.0,2025.0,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,54.978665659530755,1.0168300147531462,0.01683001475314616,0.25,calibrated_country_scenario_analysis,-0.198196165033782,-0.12270255798739549,-0.01553644745307281,-0.11537211387123492,-0.10418116358188789,-0.14969619035181791,-0.07574568784907343,-0.13517067651934256,-0.11735839653032021,-0.1855442445242117,-0.18637161094202548,-0.18634526999539935
macrolide_resistance,high_fitness_advantage,symptom_protective,high_fitness_advantage,,2027-01-01,2051-01-01,2027,2051,3309811.0954656014,15365668.106790353,419259.6591697036,376153.3379196493,838149.3394265466,1049999.6875090702,307590.55284254067,1733743.57827126,6874145.718364227,366899.36598480574,1316.180225082504,1307.070657291331,1308.702443531742,120380.5505333218,15340306.376357906,0.9983494547548349,0.7,0.9998354177775083,29813213.78830528,299913.5871151404,2899426.7521511093,2629897.169829277,5829237.509095527,24.000492823261258,2147.4471995169965,58.59413171605312,5225.74987973953,11644.078008016113,1508.8875271660027,487.3198090902428,1239.2329579139869,4913.4531994600675,262.2497307355444,1.839443308790476,18.15861682346761,9.354250654206947,86.04475747300044,23305.354685515107,308984.84400347393,91146.03773866358,91146.03773866358,19035.822511001206,2870.0,8766.0,5,5.7534246575342465,0.8056219698607154,0.21540300574388554,4.642460751866207,0.775481988531396,0.5740312374055317,0.0026997576136063416,0.033922557513923715,0.04654224475353782,0.6923174286503282,-0.09035525548390466,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,,,,,,,,,,,,Australia,AUS,3,relative_detection_prior_mean,1.5769242865424038e-05,1.502232944079048e-16,Australia,54.978665659530755,1.0657612550823268,0.06576125508232677,0.25,calibrated_country_scenario_analysis,-0.3000984154126385,-0.1540607486661929,-0.002475358644808079,-0.15123304502628043,-0.12289249062504592,-0.20967260273782728,-0.09035525548390466,-0.18979663045019723,-0.1345524687639461,-0.2964377438156489,-0.2977932261837124,-0.29769894797646
macrolide_resistance,country_timeline,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,41029111.21352543,197707713.68597832,7781122.161168232,1621127.947484518,3250061.7931065913,6351089.412660642,4275032.334278239,12247249.694423398,56594577.28658849,5286259.364617214,6653.305048149936,6500.166079651863,6508.1021949769465,560462.599165842,197679249.04261792,0.999856026642412,0.997,0.9999493159034588,1336915575.6278865,7978469.579417704,78945023.77271025,88756327.51665202,175679820.86877996,24.000492823261258,616.1684701197371,24.250354467590213,846.5985880813017,1697.2736356130838,335.1994578336782,200.68731393034977,290.46682174168603,1342.248047717583,125.3736957156794,0.20735441811187236,3.394569462494442,1.5435202247944728,13.292436583448879,12543.350859439563,2617655.8831543764,1119109.7217284725,1119109.7217284725,459435.64752192295,6804.0,8694.0,3,10.797260273972602,0.8070865043268851,0.2075240790993744,4.818717925841959,0.44557032405210234,0.3326523294700916,3.689869065429674e-05,0.012062704408082374,0.01645906580696944,0.4170116551463962,0.06427374030269195,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025.0,2025.0,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,China,4.146450779474111,5.848460709490408,4.848460709490408,0.25,calibrated_country_scenario_analysis,0.06277641569208425,0.052519619562321984,0.03399547062740804,0.04752387573488337,0.031410575616349634,0.053748855528557904,0.06427374030269195,0.06543928217255213,-0.02117135597503994,0.06758241770899032,0.06753515713776104,0.06752432906830208
macrolide_resistance,low,symptom_protective,low,,2027-01-01,2051-01-01,2027,2051,44514208.12082562,211287982.60928735,8325967.497603398,1729713.1384947223,3423281.9398862715,6703135.541156881,4425478.560700766,12858327.24035237,58429893.8867743,5586528.899333609,7135.542244712224,6970.95030381986,6979.380157419306,598701.9983530251,193580879.33622935,0.9161944609703531,0.05000000000000001,0.9999494406419737,1336915575.3583348,7978469.569049426,78945023.70340067,88756327.7121068,175679820.9845569,24.000492823261258,658.492228745713,25.948399081927892,903.3048285982335,1787.7340682302,353.7798407742481,207.7498680246873,304.95968786028277,1385.7760708951928,132.4951587805864,0.222383642363539,3.6404262239914846,1.6552927565767217,14.199356660179587,12832.721628959696,2931607.1562894047,2118953.648782817,2118953.648782817,470034.6690409315,0.0,8701.0,2,18.621917808219177,0.8074942346449513,0.21068026477937962,4.746529064063884,0.43975172602899937,0.32951086425054527,3.669828827390469e-05,0.011746723485458088,0.01603663391815274,0.4119316703371147,0.0,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,,,,,,,,,,,,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,China,4.146450779474111,6.257978319766501,5.257978319766501,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
