country,strategy,rank,rank_acceptability_probability,probability_rank_1,probability_top_2,probability_top_3,probability_within_10_percent_of_best,mean_rank,median_rank,median_infant_cases_per_100k,q025_infant_cases_per_100k,q975_infant_cases_per_100k,median_relative_reduction_vs_current,n_psa_samples,n_rank_observations
China,next_generation_vaccine,1,0.0078125,0.0078125,0.9921875,1.0,0.0234375,2.0,2.0,363.30647375154126,0.302847718016304,2290.4198087536374,0.6089418874219832,128,128
China,transmission_blocking_vaccine,1,0.0,0.0,0.0078125,0.8671875,0.0,3.234375,3.0,638.2600158500363,0.3813968440862301,2861.4746900804803,0.4432189940356871,128,128
China,adolescent_booster,1,0.0,0.0,0.0,0.0,0.0,9.734375,10.0,1185.9085323212807,0.6327776754145119,4187.1071610198405,0.011415017488460188,128,128
China,cocooning_adjunct,1,0.0,0.0,0.0,0.0,0.0,6.3984375,7.0,990.612290670838,0.5698677245586719,3843.511889121485,0.15545794740854157,128,128
China,current,1,0.0,0.0,0.0,0.0,0.0,10.4296875,11.0,1199.5168391745433,0.8619960192287793,4119.554974878304,0.0,128,128
China,higher_child_coverage,1,0.0,0.0,0.0,0.0,0.0,11.3828125,12.0,1202.4106193633424,0.8718113185453041,4151.190434493693,-0.004581095844421901,128,128
China,maternal_immunization,1,0.0,0.0,0.0,0.0,0.0,4.484375,4.0,856.1451649831557,0.48339785345323394,3331.7515911206433,0.27309113420928266,128,128
China,pregnancy_tdap_scaleup,1,0.0,0.0,0.0,0.0,0.0,7.25,7.0,1045.590664209384,0.7316794258393424,3568.390098383159,0.13348582634598294,128,128
China,resistance_guided_treatment,1,0.0,0.0,0.0,0.0,0.0,7.9765625,8.0,959.8962277549499,0.7080349832250834,3981.237982752809,0.08798837814217292,128,128
China,targeted_pep_high_risk,1,0.0,0.0,0.0,0.0,0.0,9.28125,9.0,1111.4873215264345,0.8619850851578296,4181.7272957570585,0.02166532798585208,128,128
China,timeliness_only,1,0.0,0.0,0.0,0.1328125,0.0,4.8203125,5.0,878.0813759718495,0.5992153857050491,2944.1474844311483,0.27767711316264354,128,128
Japan,combined_strategy,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,318.9126575055359,0.24898394026131832,1761.7838602586173,0.6885061635977014,128,128
Japan,next_generation_vaccine,1,0.0,0.0,0.984375,1.0,0.0234375,2.015625,2.0,527.0453745203788,0.40296008252479526,2062.091387037899,0.4770356775963696,128,128
Japan,transmission_blocking_vaccine,1,0.0,0.0,0.015625,0.8125,0.0,3.2109375,3.0,747.4058885791437,0.5959636157527564,2409.748615633621,0.3326813239511838,128,128
Japan,adolescent_booster,1,0.0,0.0,0.0,0.0,0.0,9.8515625,10.0,1080.6885024672993,0.8855602858458363,3350.2988450349703,0.005591641243154255,128,128
Japan,cocooning_adjunct,1,0.0,0.0,0.0,0.0,0.0,6.3125,6.0,927.0350955561398,0.7441330522629664,3259.056272369159,0.15507873483669432,128,128
Japan,current,1,0.0,0.0,0.0,0.0,0.0,10.46875,11.0,1074.600141183299,1.255475459858968,3357.05675255777,0.0,128,128
Japan,higher_child_coverage,1,0.0,0.0,0.0,0.0,0.0,11.2890625,11.0,1077.9403200179613,1.2803544144682086,3355.167382878775,-0.002240776739966699,128,128
Japan,maternal_immunization,1,0.0,0.0,0.0,0.015625,0.0,4.4375,4.0,803.5698060300085,0.6307381861981928,2823.5101294680157,0.26797780477700983,128,128
Japan,pregnancy_tdap_scaleup,1,0.0,0.0,0.0,0.0,0.0,7.15625,7.0,931.6444836495896,1.0574083091055195,2904.677544303752,0.1330964445934193,128,128
Japan,resistance_guided_treatment,1,0.0,0.0,0.0,0.0,0.0,8.234375,8.0,928.614423538758,1.0253291773672524,3288.5455811390966,0.06303009671420978,128,128
Japan,targeted_pep_high_risk,1,0.0,0.0,0.0,0.0,0.0,9.2109375,9.0,1013.607691914771,1.2512697131686745,3409.5700096382675,0.024787842068034582,128,128
Japan,timeliness_only,1,0.0,0.0,0.0,0.171875,0.0,4.8125,5.0,797.8889274876628,0.8255283327985798,2478.888649951152,0.26297843188253045,128,128
New_Zealand,combined_strategy,1,0.609375,0.609375,1.0,1.0,0.828125,1.390625,1.0,957.2430132976285,1.8041825468387471,3004.896863832189,0.5800445121295903,128,128
New_Zealand,next_generation_vaccine,1,0.390625,0.390625,0.9765625,1.0,0.59375,1.6328125,2.0,1059.3186583039333,1.8538576501145796,2957.2056018271514,0.5589910152763682,128,128
New_Zealand,transmission_blocking_vaccine,1,0.0,0.0,0.0234375,0.8984375,0.015625,3.09375,3.0,1420.999414213402,61.58467695714598,3888.7120242050814,0.4022065897559684,128,128
New_Zealand,adolescent_booster,1,0.0,0.0,0.0,0.0,0.0,10.46875,11.0,2264.534732481012,467.8581749850381,6104.319900036375,-0.00022539626000039892,128,128
New_Zealand,cocooning_adjunct,1,0.0,0.0,0.0,0.0,0.0,7.84375,8.0,2144.6687742814374,386.7178756573915,6034.1160066963,0.060959706236109135,128,128
New_Zealand,current,1,0.0,0.0,0.0,0.0,0.0,10.1171875,10.0,2278.057163741255,466.8371282368878,6086.156632540918,0.0,128,128
New_Zealand,higher_child_coverage,1,0.0,0.0,0.0,0.0,0.0,11.390625,12.0,2237.0737830597654,473.08318060413393,6090.690987588862,-0.003001768933320381,128,128
New_Zealand,maternal_immunization,1,0.0,0.0,0.0,0.0,0.0,5.2421875,5.0,1929.6758345636802,347.7691984495391,5430.555898979196,0.15351080394928335,128,128
New_Zealand,pregnancy_tdap_scaleup,1,0.0,0.0,0.0,0.0,0.0,6.578125,6.5,2057.3975472557595,420.3345824363144,5476.90837458596,0.09806148395258302,128,128
New_Zealand,resistance_guided_treatment,1,0.0,0.0,0.0,0.0,0.0,7.7421875,8.0,2014.2786122198318,348.3110802461685,5535.072146945185,0.04215178402802372,128,128
New_Zealand,targeted_pep_high_risk,1,0.0,0.0,0.0,0.0,0.0,8.578125,8.5,2092.881374675036,414.8547104211475,5881.439158430068,0.04363297355278556,128,128
New_Zealand,timeliness_only,1,0.0,0.0,0.0,0.1015625,0.0,3.921875,4.0,1609.3424510079137,317.0034809777051,4416.671551969392,0.29498208012898836,128,128
South_Africa,combined_strategy,1,0.8671875,0.8671875,1.0,1.0,0.90625,1.1328125,1.0,2.7923386514388784,0.09824437916705449,1343.3451564524394,0.8170335656816343,128,128
South_Africa,next_generation_vaccine,1,0.1328125,0.1328125,0.96875,1.0,0.2265625,1.8984375,2.0,6.604431790685293,0.13117500141697994,1828.645269058251,0.7619922839110747,128,128
South_Africa,transmission_blocking_vaccine,1,0.0,0.0,0.0234375,0.96875,0.0078125,3.0625,3.0,177.18470629378004,0.16428494514962327,1932.666760465089,0.5344741797451134,128,128
South_Africa,timeliness_only,1,0.0,0.0,0.0078125,0.03125,0.0,4.8046875,5.0,475.21610653730454,0.20803118169933182,2193.453833907691,0.2287358719584423,128,128
South_Africa,adolescent_booster,1,0.0,0.0,0.0,0.0,0.0,8.984375,10.0,606.3858039254508,0.2549342532982412,2754.7042099564624,0.03840487454702435,128,128
South_Africa,cocooning_adjunct,1,0.0,0.0,0.0,0.0,0.0,7.5625,8.0,537.8127460518435,0.256892073249326,2671.607487655587,0.1252820467273208,128,128
South_Africa,current,1,0.0,0.0,0.0,0.0,0.0,11.5078125,12.0,617.738434018488,0.2979759761091877,2777.470784973368,0.0,128,128
South_Africa,higher_child_coverage,1,0.0,0.0,0.0,0.0,0.0,8.265625,8.0,561.3458032852989,0.24980195820086717,2598.3725450616957,0.09463146506652331,128,128
South_Africa,maternal_immunization,1,0.0,0.0,0.0,0.0,0.0,4.7890625,5.0,471.1841292642119,0.22018680217517317,2345.7032515552505,0.2344023504909788,128,128
South_Africa,pregnancy_tdap_scaleup,1,0.0,0.0,0.0,0.0,0.0,7.8359375,7.0,541.2858580397681,0.2556096424426351,2427.1766409125785,0.12338120397607799,128,128
South_Africa,resistance_guided_treatment,1,0.0,0.0,0.0,0.0,0.0,8.625,10.0,493.4028589232305,0.2745926710843346,2610.152101216865,0.07894894217610587,128,128
South_Africa,targeted_pep_high_risk,1,0.0,0.0,0.0,0.0,0.0,9.53125,10.0,610.2181645755118,0.29784588883993246,2776.002044215785,0.032736087944205794,128,128
Sweden,next_generation_vaccine,1,0.5390625,0.5390625,0.984375,1.0,0.7734375,1.4765625,1.0,216.68941639267314,0.20549380245667367,1756.9486042511123,0.745853248587658,128,128
Sweden,combined_strategy,1,0.4609375,0.4609375,1.0,1.0,0.5859375,1.5390625,2.0,266.37814314611813,0.20901540779671304,1711.143507788263,0.7128310514653098,128,128
Sweden,transmission_blocking_vaccine,1,0.0,0.0,0.015625,0.9296875,0.015625,3.0625,3.0,545.5885390541766,0.29001638612192426,2327.1683528350995,0.506771550887344,128,128
Sweden,adolescent_booster,1,0.0,0.0,0.0,0.0,0.0,10.28125,10.0,1089.159570721356,0.7947314875676748,3555.1667905353793,-4.725604535305017e-05,128,128
Sweden,cocooning_adjunct,1,0.0,0.0,0.0,0.0,0.0,7.15625,7.0,974.9396854640222,0.6809860884620001,3513.0239278204117,0.08990548517540287,128,128
Sweden,current,1,0.0,0.0,0.0,0.0,0.0,10.2578125,10.0,1090.1024832566586,0.7956476327265776,3555.0435234867855,0.0,128,128
Sweden,higher_child_coverage,1,0.0,0.0,0.0,0.0,0.0,11.5859375,12.0,1089.9868682335598,0.8053508617462889,3556.262906451268,-0.0027871857825786384,128,128
Sweden,maternal_immunization,1,0.0,0.0,0.0,0.0,0.0,5.1328125,5.0,873.7702237028109,0.6033760252402176,3156.9842868261603,0.179229625705354,128,128
Sweden,pregnancy_tdap_scaleup,1,0.0,0.0,0.0,0.0,0.0,7.0390625,7.0,976.7775790779003,0.7044338274073189,3194.771079782016,0.10048403910191117,128,128
Sweden,resistance_guided_treatment,1,0.0,0.0,0.0,0.0,0.0,7.7578125,8.0,906.7227285719423,0.698616660110483,3449.453211188012,0.05823087699490298,128,128
Sweden,targeted_pep_high_risk,1,0.0,0.0,0.0,0.0,0.0,8.59375,9.0,1064.1477959536041,0.7950287726138835,3703.207317071007,0.03876517935770274,128,128
Sweden,timeliness_only,1,0.0,0.0,0.0,0.0703125,0.0,4.1171875,4.0,734.1667743692296,0.5050444902837254,2676.6184817330436,0.3095961329372685,128,128
Thailand,combined_strategy,1,0.9921875,0.9921875,1.0,1.0,1.0,1.0078125,1.0,11.73157227923479,0.15356925824065126,1345.1248692115882,0.7584533157905656,128,128
Thailand,timeliness_only,1,0.0078125,0.0078125,0.0703125,0.125,0.015625,5.0625,5.0,462.6257784745236,0.32924379887718935,1865.6065758786679,0.2546163090159573,128,128
Thailand,next_generation_vaccine,1,0.0,0.0,0.9140625,0.96875,0.015625,2.1328125,2.0,131.6872641711342,0.21376192922499065,2016.143570725942,0.6252777598969332,128,128
Thailand,maternal_immunization,1,0.0,0.0,0.0078125,0.03125,0.015625,4.1953125,4.0,392.3776000007791,0.3121320860093351,2071.9821331069047,0.29827271836599073,128,128
Thailand,transmission_blocking_vaccine,1,0.0,0.0,0.0078125,0.875,0.0,3.4453125,3.0,253.40707372506353,0.26493376190689893,2394.9911888510183,0.4332149697104425,128,128
Thailand,adolescent_booster,1,0.0,0.0,0.0,0.0,0.0,9.1796875,9.0,593.5546278525143,0.39961688931088285,2487.6883884983536,0.05646786673319959,128,128
Thailand,cocooning_adjunct,1,0.0,0.0,0.0,0.0,0.0,6.1796875,6.0,450.32969943869654,0.3670886816280415,2377.110306503543,0.19339593794694065,128,128
Thailand,current,1,0.0,0.0,0.0,0.0,0.0,11.1875,11.0,603.0389827716078,0.4482716492925437,2474.294558154877,0.0,128,128
Thailand,higher_child_coverage,1,0.0,0.0,0.0,0.0,0.0,10.5078125,11.0,600.1643326116232,0.44811315196791535,2465.2914014044704,0.004586902045260466,128,128
Thailand,pregnancy_tdap_scaleup,1,0.0,0.0,0.0,0.0,0.0,7.3359375,7.0,527.1114276181638,0.38195090130814663,2154.192428269313,0.12946221497690275,128,128
Thailand,resistance_guided_treatment,1,0.0,0.0,0.0,0.0,0.0,8.6015625,9.0,558.2393553845416,0.4201698093770693,2474.8832745460663,0.07789748599096236,128,128
Thailand,targeted_pep_high_risk,1,0.0,0.0,0.0,0.0,0.0,9.1640625,10.0,565.4503076995234,0.4481764536070928,2459.9040296387193,0.03712411213212902,128,128
United_Kingdom,combined_strategy,1,0.953125,0.953125,1.0,1.0,0.9765625,1.046875,1.0,770.2398574617704,0.48757994357257506,2947.0913132123273,0.6386131944583071,128,128
United_Kingdom,next_generation_vaccine,1,0.046875,0.046875,0.9375,0.9921875,0.1484375,2.0234375,2.0,1035.42510074979,1.644181805901432,3441.206713963749,0.5281904333810855,128,128
United_Kingdom,transmission_blocking_vaccine,1,0.0,0.0,0.0546875,0.84375,0.0,3.1640625,3.0,1405.4423351465916,39.093549175683194,4095.208030719698,0.38633854136128803,128,128
United_Kingdom,timeliness_only,1,0.0,0.0,0.0078125,0.15625,0.0,3.9921875,4.0,1518.1089821837743,240.60209679734567,4047.6984987362885,0.294146215041239,128,128
United_Kingdom,adolescent_booster,1,0.0,0.0,0.0,0.0,0.0,10.2890625,10.0,2215.627843880212,276.96661668304176,5646.526315690896,5.920034152789855e-05,128,128
United_Kingdom,cocooning_adjunct,1,0.0,0.0,0.0,0.0,0.0,7.046875,7.0,1953.62285642249,222.99964927664269,5493.6186511626265,0.10300055473177178,128,128
United_Kingdom,current,1,0.0,0.0,0.0,0.0,0.0,10.3203125,10.0,2177.877380251144,354.8941757575675,5723.229725120972,0.0,128,128
United_Kingdom,higher_child_coverage,1,0.0,0.0,0.0,0.0,0.0,11.1171875,11.0,2145.9696588211864,364.04658999238956,5693.497805963107,-0.0031880642099517686,128,128
United_Kingdom,maternal_immunization,1,0.0,0.0,0.0,0.0078125,0.0,5.0390625,5.0,1754.5784980374497,197.82475465941707,4916.231412975537,0.19313966411549133,128,128
United_Kingdom,pregnancy_tdap_scaleup,1,0.0,0.0,0.0,0.0,0.0,7.1328125,7.0,1949.066516381377,317.96729894597206,5194.449779909712,0.1006683305470304,128,128
United_Kingdom,resistance_guided_treatment,1,0.0,0.0,0.0,0.0,0.0,8.171875,9.0,1907.9204761072615,246.76139766464053,5398.696960960559,0.047943137364595156,128,128
United_Kingdom,targeted_pep_high_risk,1,0.0,0.0,0.0,0.0,0.0,8.65625,8.0,1972.6318530551418,307.7465463835786,5637.431886359677,0.05331618257843651,128,128
United_States,next_generation_vaccine,1,0.6640625,0.6640625,1.0,1.0,0.875,1.3359375,1.0,1.5283262766933172,0.1235955225714792,928.3516575919405,0.82144877129174,128,128
United_States,combined_strategy,1,0.3359375,0.3359375,1.0,1.0,0.46875,1.6640625,2.0,4.3529999479477,0.11757008967505243,897.902393195796,0.7455153036850204,128,128
United_States,adolescent_booster,1,0.0,0.0,0.0,0.0,0.0,10.3828125,11.0,478.6381110227952,0.2942497828439256,1910.699584693656,-0.0001341332903861403,128,128
United_States,cocooning_adjunct,1,0.0,0.0,0.0,0.0,0.0,6.7734375,7.0,427.0560860046886,0.26754126312420295,1817.6735573116823,0.11052917153878145,128,128
United_States,current,1,0.0,0.0,0.0,0.0,0.0,10.15625,10.0,478.4638402977014,0.29438032521174845,1910.600205745525,0.0,128,128
United_States,higher_child_coverage,1,0.0,0.0,0.0,0.0,0.0,11.859375,12.0,479.8032975894093,0.2965964410720962,1911.3256427079948,-0.0035154673449917517,128,128
United_States,maternal_immunization,1,0.0,0.0,0.0,0.0,0.0,4.9375,5.0,385.2068570865272,0.23638943085423686,1642.4815450273811,0.2027161212430013,128,128
United_States,pregnancy_tdap_scaleup,1,0.0,0.0,0.0,0.0,0.0,7.2421875,7.0,431.80709091055144,0.26104877783837993,1726.1780308920618,0.09865034083805835,128,128
United_States,resistance_guided_treatment,1,0.0,0.0,0.0,0.0,0.0,8.8984375,9.0,470.5387714637769,0.27950317020609994,1927.0826521185536,0.01640164992195481,128,128
United_States,targeted_pep_high_risk,1,0.0,0.0,0.0,0.0,0.0,7.546875,7.0,401.3076515516483,0.2943168988741124,1691.8496280268532,0.10354352029730735,128,128
United_States,timeliness_only,1,0.0,0.0,0.0,0.0,0.0,4.203125,4.0,339.8898360558196,0.19758922483009658,1386.3703780985638,0.30172539859744585,128,128
United_States,transmission_blocking_vaccine,1,0.0,0.0,0.0,1.0,0.0,3.0,3.0,74.67226171626544,0.16083378224319425,1208.130500936813,0.5954170631459021,128,128
