analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_child_1_9_cases,total_adolescent_cases,total_child_adolescent_cases,total_child_adolescent_infections,total_child_adolescent_reported_cases,total_deaths,total_infant_deaths,total_child_adolescent_deaths,total_child_adolescent_hospitalizations,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,child_1_9_population,adolescent_population,child_adolescent_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_child_1_9_cases_per_100k,annualized_adolescent_cases_per_100k,annualized_child_adolescent_cases_per_100k,annualized_child_adolescent_infections_per_100k,annualized_child_adolescent_reported_cases_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,annualized_child_adolescent_deaths_per_million,annualized_child_adolescent_hospitalizations_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_FOI_reduction_case_proxy,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,routine_age_pattern,routine_first_shot_months,routine_last_shot_months,routine_dose_count,routine_scheduler_code,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_overlay_mode,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,npi_contact_reduction_country,npi_contact_reduction_iso3,npi_contact_reduction_periods_loaded,npi_contact_reduction_reduction_column,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_configured_anchor_year,resistance_timeline_applied,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,prospective_policy,policy_start_time,simulation_phase,contact_reciprocity_error_before,contact_reciprocity_error_after,country,strategy,coverage_floor_applied,timeliness_applied,timeliness_rate_per_year,timeliness_max_daily_flow_fraction,implementation_note,timeliness_definition,timeliness_grace_months,timeliness_recent_window_months,timeliness_infant_3_11m_dose1_recent_target,timeliness_infant_3_11m_dose2_recent_target,timeliness_infant_3_11m_dose3plus_recent_target,timeliness_infant_3_11m_dose3plus_waned_target,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status,relative_reduction_infant_cases,relative_reduction_child_1_9_cases,relative_reduction_adolescent_cases,relative_reduction_child_adolescent_cases,relative_reduction_child_adolescent_infections,relative_reduction_child_adolescent_reported_cases,relative_reduction_total_infections,relative_reduction_reported_cases,relative_reduction_resistant_infections,relative_reduction_deaths,relative_reduction_infant_deaths,relative_reduction_child_adolescent_deaths
routine_timeliness_sensitivity,current,symptom_protective,country_timeline,current,2027-01-01,2051-01-01,2027,2051,3026883.8847767147,14199943.925689349,357177.7076810503,294688.6869183993,641089.9107812438,918678.0890037508,309520.0137262133,1522886.7896483634,6152913.594477627,307405.71601081645,1034.105136922574,1025.9152995704665,1027.2629891805973,94934.39135252031,13563138.501294693,0.9551543704871538,0.043,0.9994101968727606,29818277.984995447,299970.5482573082,2899967.6128435424,2630115.6369075486,5830053.798008399,24.000492823261258,1984.1929885082016,49.90931703258589,4093.216227503694,8904.717902609249,1319.927420494675,490.33594717251646,1088.3658279109827,4397.320236696414,219.69451628635724,1.4449804680918665,14.249929972401523,7.341569585484474,67.84703114107944,19100.212948833418,275167.770024028,115744.86036183136,115744.86036183136,15603.711213176011,3240.0,8766.0,5,5.979452054794521,0.8096447179800429,0.2131616787092187,4.691274745326692,0.7645173416408115,0.5717896420866906,0.002254133538228351,0.029823519663238155,0.04093200713193811,0.691507681307407,0.0,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,current,False,False,,,Current practice with country-profile routine coverage and default age-bin vaccine-origin timing.,,,,,,,,54.978665659530755,0.9077942586250076,0.09220574137499238,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
routine_timeliness_sensitivity,coverage_floor_only,symptom_protective,country_timeline,higher_child_coverage,2027-01-01,2051-01-01,2027,2051,3029703.1104710475,14194765.81044333,358002.3273212657,295196.4632967588,642274.4564720833,922243.069225858,309242.4310386255,1526681.9635612424,6152688.718657132,308261.5536766116,1035.8076759249361,1027.613504820433,1028.9693324158197,95121.37662885681,13557997.698865533,0.9551406398611159,0.043,0.9994259685944357,29818277.98333453,299970.54814654903,2899967.612774239,2630115.636872618,5830053.797793407,24.000492823261258,1983.4694378766094,50.0245431599869,4100.269226313131,8921.17120682452,1325.049470573037,489.89620576004796,1091.0781356722077,4397.159524217144,220.3061602302106,1.4473594676733483,14.27351799307707,7.353764357425662,67.98066444218112,18629.230685731316,275623.9670980722,115851.73123277955,115851.73123277955,15218.947375419237,3240.0,8766.0,5,5.979452054794521,0.8093664553725729,0.21343804828692864,4.6852002631493415,0.7645021352824023,0.5726332970472429,0.0022581441112458803,0.029864465513735217,0.04098722023507125,0.6913923054223501,0.00036465744323477267,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,coverage_floor_only,True,False,,,Nominal coverage floor without timeliness improvement used in the main intervention comparison.,,,,,,,,54.978665659530755,0.9098900920909302,0.09010990790906981,0.25,calibrated_country_scenario_analysis,-0.0017230942377510772,-0.003880554314703577,0.0008968166040254077,-0.0024920919523869767,3.65478593258306e-05,-0.0027840655564292938,0.00036465744323477267,-0.0023087097052310046,0.0003790274963769713,-0.0016463886906399328,-0.001655307461227551,-0.0016610578334799175
routine_timeliness_sensitivity,timeliness_only,symptom_protective,country_timeline,current,2027-01-01,2051-01-01,2027,2051,2732131.1424271706,13858157.621171216,297367.4497092784,216429.77387141273,567860.2098502498,785093.9526638549,300317.5288216829,1301841.2553569505,5938866.316686662,250008.40923196095,849.0534892941446,841.7062611878938,842.6362725392688,69963.93505016372,13199834.8056243,0.952495646712721,0.043,0.9992645611235664,29818277.985966533,299970.5484263515,2899967.6134718712,2630115.637039751,5830053.798937974,24.000492823261258,1936.4343499221982,41.55188300687998,3006.2024819822805,7887.55974621606,1127.997987504864,475.7575388005237,930.3905878627294,4244.346459972376,178.67421997789748,1.1864032626376837,11.691272444734986,6.022092584147755,50.001324195755075,24424.85052692392,239414.27149657864,106117.0532760201,106117.0532760201,19953.61596650681,3300.0,8766.0,5,5.979452054794521,0.8253160432915589,0.19714966571409698,5.072288590385857,0.8427579673847801,0.621219909237833,0.0020512073230716044,0.035759960217553,0.03507586961840245,0.7698709302257531,0.024069553112798014,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,timeliness_only,False,True,6.0,0.03,Current coverage with faster routine-vaccination relaxation and schedule-relative age-appropriate vaccine-origin targets.,schedule_relative,1.0,48.0,0.22291666666666668,0.22083333333333333,0.55625,,54.978665659530755,0.755781947568544,0.244218052431456,0.25,calibrated_country_scenario_analysis,0.2655647010591107,0.14540908065496538,0.029731469683477285,0.14514902604313262,0.03478795443886573,0.1867151578171562,0.024069553112798014,0.16745238206517854,0.026786108217925597,0.17894858174588557,0.17955579613609218,0.17972682612521373
routine_timeliness_sensitivity,coverage_floor_plus_timeliness,symptom_protective,country_timeline,higher_child_coverage,2027-01-01,2051-01-01,2027,2051,2734689.289702799,13861380.396877903,297700.1117483563,216420.78062050114,567774.8532989498,787184.6407193714,300442.7427304981,1304048.1640703706,5941066.423217278,250330.47699391455,849.1790080641416,841.8280456521137,842.7587153380784,69974.88760019506,13202765.120618494,0.9524855925310474,0.043,0.9992468396816744,29818277.98594737,299970.5484326638,2899967.613506031,2630115.637041121,5830053.798979816,24.000492823261258,1936.8846762764201,41.59836668944194,3006.077565957934,7886.3741463436445,1131.0018215054465,475.9559003854794,931.9678055750134,4245.918816325569,178.9043930588865,1.1865786530939646,11.692964026714684,6.022967649532784,50.00915168543792,24669.26864252735,239651.00269218805,106232.57058958239,106232.57058958239,20153.290687476576,3300.0,8766.0,5,5.979452054794521,0.8251845302867797,0.19728838047895667,5.068722230738079,0.8427122794790425,0.621696891572451,0.0020517096231144347,0.03576371441769644,0.0350807685892827,0.769816086848949,0.023842596180886688,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,45.309268873949655,43.43914907044321,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,coverage_floor_plus_timeliness,True,True,6.0,0.03,Coverage floor plus faster routine-vaccination relaxation and schedule-relative age-appropriate vaccine-origin targets.,schedule_relative,1.0,48.0,0.22291666666666668,0.22083333333333333,0.55625,,54.978665659530755,0.7566274333948064,0.24337256660519357,0.25,calibrated_country_scenario_analysis,0.26559521886081394,0.14313332369445741,0.029326927478571907,0.14369986466855023,0.034430382940935034,0.18566746174262305,0.023842596180886688,0.16652101923954843,0.02657005829748027,0.17882720262734586,0.17943708802805358,0.17960763289027848
routine_timeliness_sensitivity,current,symptom_protective,country_timeline,current,2027-01-01,2051-01-01,2027,2051,41362924.70468309,198267572.5141338,7836075.011132501,1634518.0244334962,3257598.7636209335,6384609.263326677,4296379.591127419,12315506.878887592,56693863.07841659,5318919.959949268,6732.953872710017,6578.596727683083,6586.57605933213,565841.3838867581,198237768.51217842,0.9998496778793553,0.997,0.99994931599951,1336693497.9586601,7975855.248131927,78965312.02403352,88748551.03945652,175689718.31162193,24.000492823261258,618.0159650604026,24.42567586257974,853.8710534197729,1701.7672771617272,336.8820012480764,201.70711331155988,292.0692161178065,1344.5270512080658,126.14119731920101,0.20987158578609355,3.436654251541523,1.5620437919995778,13.419248680875077,12520.141870767231,2640919.795415789,1122371.1764466993,1122371.1764466993,458509.37622395984,6810.0,8670.0,3,10.767123287671232,0.8071115701020443,0.20862173365104608,4.79336444242508,0.4471112999226792,0.3341908761183058,3.687427152416433e-05,0.012050966893457934,0.016445551067023653,0.41857790769067343,0.0,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,2.010611200412732e-05,1.6667804836994706e-16,China,current,False,False,,,Current practice with country-profile routine coverage and default age-bin vaccine-origin timing.,,,,,,,,4.146450779474111,5.8907429900030355,4.8907429900030355,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
routine_timeliness_sensitivity,coverage_floor_only,symptom_protective,country_timeline,higher_child_coverage,2027-01-01,2051-01-01,2027,2051,41527132.58399133,198877152.5060216,7882898.304499848,1641570.5551692583,3272383.5638353084,6451990.693350218,4305350.11300165,12398911.361521125,56897962.45050727,5358753.500242218,6760.917563352292,6606.013405316674,6614.088205371123,568544.2380470216,198847378.81653392,0.9998502910509705,0.997,0.9999488114879714,1336693497.9705727,7975855.249296841,78965312.02892675,88748551.04167628,175689718.31989986,24.000492823261258,619.9160749023476,24.571627832573462,857.5552903348009,1709.490846028408,340.43736226115925,202.12826279615504,294.0472006159209,1349.3673832723398,127.085872266747,0.21074323650550036,3.4509767039332777,1.5685684530755126,13.483348396445717,12463.098645824828,2653581.1575972424,1127028.3422156086,1127028.3422156086,456420.3540942438,6810.0,8670.0,3,10.767123287671232,0.806907962439684,0.2088079603952192,4.789089449019376,0.4476817867212163,0.3357149016090687,3.691863496324658e-05,0.012064203827883412,0.016463710645683364,0.41911695361268625,-0.0030745319779628133,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,2.010611200412732e-05,1.6667804836994706e-16,China,coverage_floor_only,True,False,,,Nominal coverage floor without timeliness improvement used in the main intervention comparison.,,,,,,,,4.146450779474111,5.925942242992175,4.925942242992175,0.25,calibrated_country_scenario_analysis,-0.004314746384155965,-0.010553728073945168,-0.0020879258184627325,-0.006772314242015742,-0.003600025840686971,-0.007489027959227013,-0.0030745319779628133,-0.005975350325363893,-0.0030751471272643105,-0.004153257421771084,-0.0041675571202319794,-0.0041770027084120365
routine_timeliness_sensitivity,timeliness_only,symptom_protective,country_timeline,current,2027-01-01,2051-01-01,2027,2051,39639488.88718173,192105578.175209,7339945.35743033,1193881.9338444115,3059668.1010826426,6884563.198262967,3923368.872917897,12001814.005025277,55872327.424819216,4946507.303253483,5995.723889703248,5850.659260111747,5856.452738424348,439455.7698141694,192076315.73650274,0.9998476752263822,0.997,0.9999548279103858,1336693498.025332,7975855.257312497,78965312.39920701,88748550.57678592,175689718.23330542,24.000492823261258,598.808533226245,22.879199839970294,623.6830723787718,1598.368437989307,363.2619196060297,184.19494766538287,284.6298121932143,1325.0438687906144,117.30922043516844,0.18689153444301607,3.0563802327067835,1.388890914621908,10.421942314474988,11931.100813087016,2522116.96677282,1070070.454349107,1070070.454349107,436937.6679763881,6810.0,8700.0,3,10.767123287671234,0.8096168519468218,0.20634220652889484,4.846318243960265,0.5014074002519112,0.39805303061983743,3.6849648170554236e-05,0.009177022166051596,0.00895147283019842,0.4832420556074907,0.031079183856379533,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,2.010611200412732e-05,1.6667804836994706e-16,China,timeliness_only,False,True,6.0,0.03,Current coverage with faster routine-vaccination relaxation and schedule-relative age-appropriate vaccine-origin targets.,schedule_relative,1.0,48.0,0.12646370023419204,0.12412177985948478,0.7494145199063232,,4.146450779474111,5.5177791940103615,4.5177791940103615,0.25,calibrated_country_scenario_analysis,0.26958166505493486,-0.0783061130785303,0.08681977704666444,0.025471373362640604,0.014490733370224995,0.07001659350018441,0.031079183856379533,0.0633135406434131,0.031081124560263462,0.10949577212980877,0.11065239255480375,0.11085020719882421
routine_timeliness_sensitivity,coverage_floor_plus_timeliness,symptom_protective,country_timeline,higher_child_coverage,2027-01-01,2051-01-01,2027,2051,39635257.038892046,192086610.04992092,7339042.272351207,1193760.3223773614,3059331.516518191,6883397.829365846,3923015.442955374,12000173.594698582,55866518.54649179,4945827.723163171,5995.145845015664,5850.096206285384,5855.889021091401,439411.40348574094,192057347.6848414,0.9998476605679495,0.997,0.9999547235841734,1336693498.026057,7975855.257229846,78965312.39821127,88748550.57795319,175689718.23339432,24.000492823261258,598.7494080542845,22.876384851154622,623.6195426414159,1598.1926064689956,363.2004292690401,184.17835477670403,284.5909089336954,1324.906107952566,117.29310380862287,0.18687351632523175,3.056086093820368,1.3887572258650391,10.420890141879553,11931.379379595295,2521853.1800831356,1069956.0131525262,1069956.0131525262,436947.86956677266,6810.0,8700.0,3,10.767123287671234,0.8096191563289599,0.20634055142412758,4.846357117387587,0.501407406698435,0.39804348253372096,3.684966297835232e-05,0.00917690669204059,0.008951378921963474,0.4832422714214525,0.03117485318368074,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,2.010611200412732e-05,1.6667804836994706e-16,China,coverage_floor_plus_timeliness,True,True,6.0,0.03,Coverage floor plus faster routine-vaccination relaxation and schedule-relative age-appropriate vaccine-origin targets.,schedule_relative,1.0,48.0,0.12646370023419204,0.12412177985948478,0.7494145199063232,,4.146450779474111,5.517100302841652,4.517100302841652,0.25,calibrated_country_scenario_analysis,0.2696560670898053,-0.07812358524494534,0.0869020393223845,0.02560457212927092,0.0145931938132432,0.07014436005719771,0.03117485318368074,0.06342878776366645,0.031176807899536807,0.10958162518903236,0.11073798129806778,0.11093579299148326
routine_timeliness_sensitivity,current,symptom_protective,country_timeline,current,2027-01-01,2051-01-01,2027,2051,7320252.768714812,36335038.34731256,300994.2596610573,412600.955286335,899691.2167187234,1729553.2239641324,859135.6353876567,3001289.814638125,13697346.691287534,236482.68750643198,1438.600757961353,1418.674828354728,1420.7932608778906,134654.7523310523,35307959.39967548,0.9717330985639913,0.003,0.9998363859462713,72788265.8832926,682825.4064464075,6600215.373815086,6165395.28863529,13448436.068896785,24.000492823261258,2079.9078330736866,17.22965894229067,2517.6792333019403,5489.890083131139,1091.8316117794802,580.60483403666,929.8566301486417,4243.698350695253,73.2668314205233,0.823490801509191,8.656713244103308,4.401887572650523,41.7186016576507,19037.82806852609,517754.61016900634,257706.47468955518,257706.47468955518,37965.218939514736,2430.0,7086.0,3,8.424657534246574,0.8077926031915299,0.20146539268084293,4.963631652529911,0.5521445922419623,0.39913847810585285,0.0009224184501193054,0.018788457794033073,0.02567643211138403,0.506757283886426,0.0,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,47.87063170623975,40.9064805360586,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,True,0.0,prospective_policy,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,current,False,False,,,Current practice with country-profile routine coverage and default age-bin vaccine-origin timing.,,,,,,,,6.999594011212859,2.4615226132672783,1.4615226132672783,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
routine_timeliness_sensitivity,coverage_floor_only,symptom_protective,country_timeline,higher_child_coverage,2027-01-01,2051-01-01,2027,2051,7466953.948420506,36889830.739837475,308948.13271921966,422961.34241995774,921765.2620087848,1790307.8041289062,869794.1790224581,3083063.3255713223,13923359.221080897,243481.79733345317,1473.5722748132096,1453.2303910382875,1455.437930224786,138170.58470653024,35856595.52312991,0.9719913267156368,0.003,0.9997964138526211,72788265.88639812,682825.4068228077,6600215.378701828,6165395.291882772,13448436.077407407,24.000492823261258,2111.6655273587135,17.68495838883036,2580.898017975341,5624.58527331537,1130.1847360533895,587.8078895697521,955.1916175019783,4313.721325519909,75.4352886294128,0.8435093662368819,8.867570294800704,4.509223340352643,42.807873325977695,21506.593965674627,531154.8667017618,262593.55799190653,262593.55799190653,42888.42958587206,2430.0,6876.0,3,8.424657534246576,0.8070061738622996,0.2024122583017686,4.940412247706553,0.5527382172071478,0.40212153669192324,0.0009295006181820858,0.018918694766663496,0.02585443246006216,0.5070355893622399,-0.01526879887181809,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,47.87063170623975,40.9064805360586,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,True,0.0,prospective_policy,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,coverage_floor_only,True,False,,,Nominal coverage floor without timeliness improvement used in the main intervention comparison.,,,,,,,,6.999594011212859,2.526569163940122,1.5265691639401222,0.25,calibrated_country_scenario_analysis,-0.02510994461084759,-0.035127326134274384,-0.012406124476482816,-0.02724612282838046,-0.016500460628416702,-0.02959671128919661,-0.01526879887181809,-0.026425331390435902,-0.015538596191414955,-0.024309396931929017,-0.024357634316832355,-0.02438403270964895
