analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_child_1_9_cases,total_adolescent_cases,total_child_adolescent_cases,total_child_adolescent_infections,total_child_adolescent_reported_cases,total_deaths,total_infant_deaths,total_child_adolescent_deaths,total_child_adolescent_hospitalizations,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,child_1_9_population,adolescent_population,child_adolescent_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_child_1_9_cases_per_100k,annualized_adolescent_cases_per_100k,annualized_child_adolescent_cases_per_100k,annualized_child_adolescent_infections_per_100k,annualized_child_adolescent_reported_cases_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,annualized_child_adolescent_deaths_per_million,annualized_child_adolescent_hospitalizations_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_FOI_reduction_case_proxy,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,routine_age_pattern,routine_first_shot_months,routine_last_shot_months,routine_dose_count,routine_scheduler_code,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_overlay_mode,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,npi_contact_reduction_country,npi_contact_reduction_iso3,npi_contact_reduction_periods_loaded,npi_contact_reduction_reduction_column,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_configured_anchor_year,resistance_timeline_applied,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,prospective_policy,policy_start_time,simulation_phase,contact_reciprocity_error_before,contact_reciprocity_error_after,country,temporal_dimension,burn_in_years,npi_scenario,npi_reduction_scale,implementation_note,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status
temporal_assumption_sensitivity,burnin_10y,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,180279.0210764701,535195.1527481062,21001.726804455386,22154.4652909053,31914.66908743977,38928.84485820367,13055.909853549518,74139.22000265849,173621.42327681085,17563.56569261496,92.28174901945582,91.62237364540417,91.69386543024764,7513.657478528647,33988.233040113075,0.06350624228487717,0.043,0.05364322568596123,27785451.407729663,288908.12071183324,2837781.2443000786,2617463.193019952,5744152.558031864,4.999418194761015,385.27892025916896,15.118826441626906,1533.8470551199305,2209.5871216983105,274.3930686323028,99.77163586878135,258.16810112487786,604.5857126682158,61.15996909168807,0.6643223960321897,6.34340328930405,3.1929700800842347,26.164109679936228,18137.47994017836,25168.982727931823,31134.60595979012,31134.60595979012,13807.070343465683,0.0,150.0,1,,0.8074980608805364,0.33684726057547054,2.968704564471143,0.7224875802985201,0.5599003979045565,0.004667164837758161,0.02431472943110421,0.0344406757312044,0.6590650102984534,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,45.30917710919712,43.437823518402524,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,burn_in,10.0,baseline_contact_reduction,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,54.978665659530755,0.27499442302317867,0.7250055769768213,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,burnin_15y,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,180279.0210764701,535195.1527481062,21001.726804455386,22154.4652909053,31914.66908743977,38928.84485820367,13055.909853549518,74139.22000265849,173621.42327681085,17563.56569261496,92.28174901945582,91.62237364540417,91.69386543024764,7513.657478528647,33988.233040113075,0.06350624228487717,0.043,0.05364322568596123,27785451.407729663,288908.12071183324,2837781.2443000786,2617463.193019952,5744152.558031864,4.999418194761015,385.27892025916896,15.118826441626906,1533.8470551199305,2209.5871216983105,274.3930686323028,99.77163586878135,258.16810112487786,604.5857126682158,61.15996909168807,0.6643223960321897,6.34340328930405,3.1929700800842347,26.164109679936228,18137.47994017836,25168.982727931823,31134.60595979012,31134.60595979012,13807.070343465683,0.0,150.0,1,,0.8074980608805364,0.33684726057547054,2.968704564471143,0.7224875802985201,0.5599003979045565,0.004667164837758161,0.02431472943110421,0.0344406757312044,0.6590650102984534,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,45.30917710919712,43.437823518402524,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,burn_in,15.0,baseline_contact_reduction,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,54.978665659530755,0.27499442302317867,0.7250055769768213,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,burnin_30y,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,180279.0210764701,535195.1527481062,21001.726804455386,22154.4652909053,31914.66908743977,38928.84485820367,13055.909853549518,74139.22000265849,173621.42327681085,17563.56569261496,92.28174901945582,91.62237364540417,91.69386543024764,7513.657478528647,33988.233040113075,0.06350624228487717,0.043,0.05364322568596123,27785451.407729663,288908.12071183324,2837781.2443000786,2617463.193019952,5744152.558031864,4.999418194761015,385.27892025916896,15.118826441626906,1533.8470551199305,2209.5871216983105,274.3930686323028,99.77163586878135,258.16810112487786,604.5857126682158,61.15996909168807,0.6643223960321897,6.34340328930405,3.1929700800842347,26.164109679936228,18137.47994017836,25168.982727931823,31134.60595979012,31134.60595979012,13807.070343465683,0.0,150.0,1,,0.8074980608805364,0.33684726057547054,2.968704564471143,0.7224875802985201,0.5599003979045565,0.004667164837758161,0.02431472943110421,0.0344406757312044,0.6590650102984534,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,45.30917710919712,43.437823518402524,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,burn_in,30.0,baseline_contact_reduction,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,54.978665659530755,0.27499442302317867,0.7250055769768213,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,burnin_10y,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,2242999.924242207,8070884.955137813,522093.0768760934,213456.5249939966,310818.88477471075,248300.65575597464,154015.53447242585,615772.7152223971,1697582.4309636045,373209.8956547674,1232.9072207286301,1225.3685749674958,1225.7836259388487,83914.01509635213,8054438.06097564,0.9979621944491102,0.997,0.9973809773078959,1396459581.8845315,8001977.13173074,88597357.33253273,133092917.26691955,229692251.73118302,4.999418194761015,115.60412210665633,7.478252031309398,533.5715471189939,776.9456250058741,56.05800423837625,23.146755083604425,53.62343491150559,147.8308452832554,32.50029768003806,0.17659669005758627,3.06302094234314,1.0674511366971067,7.307497742989748,4576.951660740786,305891.4391056688,43629.987708608816,43629.987708608816,175110.35623188465,0.0,210.0,1,,0.8191517271610683,0.27791251352360613,3.5982546713034536,0.6785738061456229,0.5722432188341816,0.00016647101190585224,0.009628246518028225,0.013700004100447786,0.6550790845152412,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,61.55520059847223,56.080676333404014,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,2.010611200412732e-05,1.6667804836994706e-16,China,burn_in,10.0,baseline_contact_reduction,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,4.146450779474111,1.803530881960175,0.803530881960175,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,burnin_15y,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,2242999.924242207,8070884.955137813,522093.0768760934,213456.5249939966,310818.88477471075,248300.65575597464,154015.53447242585,615772.7152223971,1697582.4309636045,373209.8956547674,1232.9072207286301,1225.3685749674958,1225.7836259388487,83914.01509635213,8054438.06097564,0.9979621944491102,0.997,0.9973809773078959,1396459581.8845315,8001977.13173074,88597357.33253273,133092917.26691955,229692251.73118302,4.999418194761015,115.60412210665633,7.478252031309398,533.5715471189939,776.9456250058741,56.05800423837625,23.146755083604425,53.62343491150559,147.8308452832554,32.50029768003806,0.17659669005758627,3.06302094234314,1.0674511366971067,7.307497742989748,4576.951660740786,305891.4391056688,43629.987708608816,43629.987708608816,175110.35623188465,0.0,210.0,1,,0.8191517271610683,0.27791251352360613,3.5982546713034536,0.6785738061456229,0.5722432188341816,0.00016647101190585224,0.009628246518028225,0.013700004100447786,0.6550790845152412,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,61.55520059847223,56.080676333404014,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,2.010611200412732e-05,1.6667804836994706e-16,China,burn_in,15.0,baseline_contact_reduction,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,4.146450779474111,1.803530881960175,0.803530881960175,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,burnin_30y,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,2242999.924242207,8070884.955137813,522093.0768760934,213456.5249939966,310818.88477471075,248300.65575597464,154015.53447242585,615772.7152223971,1697582.4309636045,373209.8956547674,1232.9072207286301,1225.3685749674958,1225.7836259388487,83914.01509635213,8054438.06097564,0.9979621944491102,0.997,0.9973809773078959,1396459581.8845315,8001977.13173074,88597357.33253273,133092917.26691955,229692251.73118302,4.999418194761015,115.60412210665633,7.478252031309398,533.5715471189939,776.9456250058741,56.05800423837625,23.146755083604425,53.62343491150559,147.8308452832554,32.50029768003806,0.17659669005758627,3.06302094234314,1.0674511366971067,7.307497742989748,4576.951660740786,305891.4391056688,43629.987708608816,43629.987708608816,175110.35623188465,0.0,210.0,1,,0.8191517271610683,0.27791251352360613,3.5982546713034536,0.6785738061456229,0.5722432188341816,0.00016647101190585224,0.009628246518028225,0.013700004100447786,0.6550790845152412,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,61.55520059847223,56.080676333404014,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,2.010611200412732e-05,1.6667804836994706e-16,China,burn_in,30.0,baseline_contact_reduction,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,4.146450779474111,1.803530881960175,0.803530881960175,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,burnin_10y,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,19110.70335149254,96737.33307699565,1069.56177080479,967.8999445654044,2052.240021623667,4747.594060827965,2804.112613462567,8519.606618855936,40267.856079218385,852.8359035735778,3.180515783628485,3.13742179289634,3.142719192408707,314.2242204662164,2213.2587041463826,0.022879054381050538,0.003,0.048779326153075314,70515966.30479945,651878.7473900464,6530461.608686016,6672359.263977727,13854699.62005379,4.999418194761015,27.440194303290514,0.30338838043938354,29.699160692063536,62.97118470055521,14.54153425791952,8.406138908186874,12.29993910837864,58.13556892440787,1.231257516066243,0.009021746652658327,0.0962690353576253,0.045372112153402276,0.4536522577883078,169.79791776418116,1296.409068094325,2462.4872527949947,2462.4872527949947,328.04011637490703,1680.0,1256.0,1,,0.8091852673675644,0.19755251404627677,5.061945198863678,0.5646316020744232,0.40404959675358987,0.0007105181335112418,0.018750490991496654,0.025462327513155407,0.5197082654362599,,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.22162649451701,42.000016882084694,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,True,0.0,prospective_policy,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,burn_in,10.0,baseline_contact_reduction,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,6.999594011212859,0.0433437110714388,0.9566562889285612,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,burnin_15y,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,19110.70335149254,96737.33307699565,1069.56177080479,967.8999445654044,2052.240021623667,4747.594060827965,2804.112613462567,8519.606618855936,40267.856079218385,852.8359035735778,3.180515783628485,3.13742179289634,3.142719192408707,314.2242204662164,2213.2587041463826,0.022879054381050538,0.003,0.048779326153075314,70515966.30479945,651878.7473900464,6530461.608686016,6672359.263977727,13854699.62005379,4.999418194761015,27.440194303290514,0.30338838043938354,29.699160692063536,62.97118470055521,14.54153425791952,8.406138908186874,12.29993910837864,58.13556892440787,1.231257516066243,0.009021746652658327,0.0962690353576253,0.045372112153402276,0.4536522577883078,169.79791776418116,1296.409068094325,2462.4872527949947,2462.4872527949947,328.04011637490703,1680.0,1256.0,1,,0.8091852673675644,0.19755251404627677,5.061945198863678,0.5646316020744232,0.40404959675358987,0.0007105181335112418,0.018750490991496654,0.025462327513155407,0.5197082654362599,,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.22162649451701,42.000016882084694,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,True,0.0,prospective_policy,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,burn_in,15.0,baseline_contact_reduction,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,6.999594011212859,0.0433437110714388,0.9566562889285612,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,burnin_30y,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,19110.70335149254,96737.33307699565,1069.56177080479,967.8999445654044,2052.240021623667,4747.594060827965,2804.112613462567,8519.606618855936,40267.856079218385,852.8359035735778,3.180515783628485,3.13742179289634,3.142719192408707,314.2242204662164,2213.2587041463826,0.022879054381050538,0.003,0.048779326153075314,70515966.30479945,651878.7473900464,6530461.608686016,6672359.263977727,13854699.62005379,4.999418194761015,27.440194303290514,0.30338838043938354,29.699160692063536,62.97118470055521,14.54153425791952,8.406138908186874,12.29993910837864,58.13556892440787,1.231257516066243,0.009021746652658327,0.0962690353576253,0.045372112153402276,0.4536522577883078,169.79791776418116,1296.409068094325,2462.4872527949947,2462.4872527949947,328.04011637490703,1680.0,1256.0,1,,0.8091852673675644,0.19755251404627677,5.061945198863678,0.5646316020744232,0.40404959675358987,0.0007105181335112418,0.018750490991496654,0.025462327513155407,0.5197082654362599,,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.22162649451701,42.000016882084694,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,True,0.0,prospective_policy,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,burn_in,30.0,baseline_contact_reduction,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,6.999594011212859,0.0433437110714388,0.9566562889285612,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,burnin_10y,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,4643688.343090881,23264004.932804108,270891.88439126965,165339.6141871889,351895.95306552225,630336.9082674204,443052.21082286525,1238728.7332774745,5900089.606597669,177470.67555575975,674.3023487005241,654.4848440504627,655.321217322033,56845.32074216891,23176786.413690943,0.9962509241480525,0.8270000000000001,0.9988601085622227,118980814.51399367,715391.0743261046,7149047.978198901,7916218.119595209,15780657.172120217,4.999418194761015,3911.0023522466954,45.540688291587905,4622.894007243429,9839.007430839076,1763.6201782073983,1119.4834809947888,1570.1157135759165,7478.492388171525,224.9479558383783,1.133595904707947,18.299389884671506,8.30633950045415,72.05268509788381,48674.996219905894,235738.84750510994,139853.68455714875,139853.68455714875,158668.23826602646,1710.0,476.0,1,,0.8081799411272181,0.19960829429428587,5.009811859449504,0.4549445965029409,0.34999252178848783,3.4543534142451445e-05,0.010959620893941239,0.015022188726150666,0.4289282433487065,,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.269543785369024,41.434615044876836,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,True,0.0,prospective_policy,7.644092124256049e-05,2.2471172848738243e-16,Japan,burn_in,10.0,baseline_contact_reduction,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,7.349919218851434,6.196080111300123,5.196080111300123,0.25,calibrated_country_scenario_analysis
