psa_sample_id,country,strategy,rank,total_infant_cases,annualized_infant_cases_per_100k,total_child_adolescent_cases,annualized_child_adolescent_cases_per_100k,relative_reduction_infant_cases_vs_current,within_10_percent_of_best,infant_contact_multiplier,VE_inf_baseline,relative_infectiousness_asymptomatic,infectious_duration_asymptomatic,fitness_R,PEP_coverage_multiplier,sample_design,uncertainty_schema_version
1,Australia,combined_strategy,1.0,32007.153544063014,444.6627529338947,340527.7140910075,243.3999881297931,0.7879346194772754,True,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,Australia,next_generation_vaccine,2.0,61607.01336535037,855.8819242184409,490071.2157530999,350.2896332397155,0.5918189127875456,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,Australia,transmission_blocking_vaccine,3.0,67748.62943636024,941.2049723661803,556461.7962613753,397.7438222938368,0.5511272546764865,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,Australia,resistance_guided_treatment,4.0,102783.8138031738,1427.9349629319613,837063.6458523115,598.3104252702713,0.3189994681738886,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,Australia,timeliness_only,5.0,107201.0612128371,1489.3020382939228,909566.0526384882,650.1331824118749,0.28973272155414664,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,Australia,maternal_immunization,6.0,127682.33086635888,1773.8402347557574,1020226.7689785447,729.2304654699295,0.15403279945131798,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,Australia,pregnancy_tdap_scaleup,7.0,135004.50381190667,1875.5642938241092,1027292.1247345746,734.280590348726,0.10551928856341164,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,Australia,cocooning_adjunct,8.0,142749.50773036512,1983.1625772248444,1039065.5435064329,742.6959112902839,0.054204284845358774,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,Australia,targeted_pep_high_risk,9.0,145667.91365867405,2023.706839187589,1023479.5877203566,731.5554924861941,0.03486820540128688,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,Australia,current,10.0,150930.59256144444,2096.8191605300026,1046654.1626495153,748.1200507721751,0.0,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,Australia,adolescent_booster,11.0,150931.4905176306,2096.8316354811423,1046709.780094745,748.1598046157852,-5.9494643922519685e-06,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,Australia,higher_child_coverage,12.0,151501.6782658327,2104.753028846719,1052381.1789733642,752.2135669413934,-0.003783763746609381,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,Brazil,combined_strategy,1.0,11624.804919990896,22.94849688823189,183458.526766753,17.714714804943682,0.8084085335638928,True,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,Brazil,next_generation_vaccine,2.0,18239.747712783355,36.00703809675466,244165.42192134412,23.576559186297683,0.6993859221063357,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,Brazil,transmission_blocking_vaccine,3.0,25147.85159276173,49.64430788165395,359770.22093643184,34.739333052601836,0.5855316456890196,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,Brazil,resistance_guided_treatment,4.0,31948.42507973365,63.06930216416139,472673.4655853646,45.64124540986086,0.4734496059521771,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,Brazil,timeliness_only,5.0,34125.96721110276,67.36798234828089,546033.5563772562,52.7248795627716,0.4375609615364787,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,Brazil,maternal_immunization,6.0,36212.833611583774,71.48765982293453,619903.6748829085,59.85776188150416,0.40316676768322735,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,Brazil,cocooning_adjunct,7.0,39213.64161206321,77.41154701087383,627289.663924656,60.570951346747115,0.3537096620146095,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,Brazil,adolescent_booster,8.0,47716.32336731872,94.19666875420906,646174.1402219215,62.39443219005871,0.21357472836703373,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,Brazil,targeted_pep_high_risk,9.0,49686.828281743896,98.0866373964145,719336.5875561988,69.45898198195773,0.1810983187607922,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,Brazil,pregnancy_tdap_scaleup,10.0,55501.04096261255,109.56445937366588,855937.8751312736,82.64917212130489,0.08527275081655983,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,Brazil,higher_child_coverage,11.0,56399.762406483205,111.33862304451551,796680.4108754237,76.92728448806548,0.07046068639622283,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,Brazil,current,12.0,60674.96186667368,119.77828305249663,869959.8361240538,84.00312957443056,0.0,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,China,combined_strategy,1.0,553594.9302783073,289.1028354232609,9180374.62326235,217.7300457227637,0.7888683733159539,True,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,China,next_generation_vaccine,2.0,1485798.0936550563,775.9255349609945,17128561.397928488,406.23641362499285,0.4333420497912768,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,China,resistance_guided_treatment,3.0,1727703.8966852557,902.2555455562241,22475972.33204093,533.0604345809785,0.3410833188950235,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,China,transmission_blocking_vaccine,4.0,1922554.03950742,1004.0117668998622,23460357.182586744,556.4069931059591,0.2667708110240057,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,China,timeliness_only,5.0,1934702.6795490396,1010.3561269781999,27646982.393666625,655.700774571372,0.26213752774466537,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,China,maternal_immunization,6.0,1981068.2035720753,1034.5695102662833,28657665.38155162,679.6710431091225,0.24445451084254088,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,China,pregnancy_tdap_scaleup,7.0,2248183.508165243,1174.0646281246493,30198807.104450304,716.2221504013356,0.14258130773606026,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,China,cocooning_adjunct,8.0,2305887.935671686,1204.199502750885,29078443.898228023,689.650605719578,0.12057382721202059,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
1,China,targeted_pep_high_risk,9.0,2545724.38887705,1329.448841053013,30026312.10214449,712.1311041523977,0.029104310903545927,False,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637,latin_hypercube_inverse_cdf,1
