analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_child_1_9_cases,total_adolescent_cases,total_child_adolescent_cases,total_child_adolescent_infections,total_child_adolescent_reported_cases,total_deaths,total_infant_deaths,total_child_adolescent_deaths,total_child_adolescent_hospitalizations,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,child_1_9_population,adolescent_population,child_adolescent_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_child_1_9_cases_per_100k,annualized_adolescent_cases_per_100k,annualized_child_adolescent_cases_per_100k,annualized_child_adolescent_infections_per_100k,annualized_child_adolescent_reported_cases_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,annualized_child_adolescent_deaths_per_million,annualized_child_adolescent_hospitalizations_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_FOI_reduction_case_proxy,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,routine_age_pattern,routine_first_shot_months,routine_last_shot_months,routine_dose_count,routine_scheduler_code,calibration_loaded,npi_contact_reduction_country,npi_contact_reduction_iso3,npi_contact_reduction_periods_loaded,npi_contact_reduction_reduction_column,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,contact_reciprocity_error_before,contact_reciprocity_error_after,grid_VE_inf,grid_resistance_prevalence,country,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status,relative_reduction_infant_cases,relative_reduction_child_1_9_cases,relative_reduction_adolescent_cases,relative_reduction_child_adolescent_cases,relative_reduction_child_adolescent_infections,relative_reduction_child_adolescent_reported_cases,relative_reduction_total_infections,relative_reduction_reported_cases,relative_reduction_resistant_infections,relative_reduction_deaths,relative_reduction_infant_deaths,relative_reduction_child_adolescent_deaths
veinf_resistance_grid_low_seed,VEinf_0.00_res_0.01,symptom_protective,custom_grid,,2025-01-01,2050-12-31,2025,2050,4554388.207183086,25638387.177234903,327233.8271119542,239697.9521292016,518333.74705184,943052.7510881289,531679.3522476457,1714430.0554649765,7986557.468234863,250147.7821726232,424.9728371208945,413.70782998757653,414.7202782249113,77669.06987013831,25065893.174444642,0.977670436177101,0.01,0.9992909709681254,29593145.580283575,299309.57443564275,2893388.667371183,2629777.2696383065,5822475.511445132,26.013698630136986,3330.408194843458,42.50744057767119,3078.5173785204947,6657.125912000385,1252.9308584311289,777.1927183393292,1131.90504710657,5272.903772589273,165.1531576112708,0.5520366821630722,5.313381832983951,2.73807598370004,51.27885614805027,21824.035565706385,281725.82165051164,156276.91750051,156276.91750051,17694.29757932152,2254.0,9495.0,6,5.197260273972603,0.8223605808080212,0.17763941919197884,5.629381161842676,0.6915774009359656,0.5451194238006157,0.0009196337294818706,0.03067004879981427,0.04248148637635072,0.617506232030319,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,AUS,1,baseline_contact_reduction,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,66b778bc4c792b141549da24186cd25b8d0e7046eb3bab329f1877ad44778871,17ae9068008b4c1e2081de14baa9658e40c120bf419be1476856f514e3c6595f,True,accepted,5343.7104439604345,5343.7104439604345,True,1.5769242865424038e-05,1.502232944079048e-16,0.0,0.01,Australia,54.978665659530755,0.7731624634346208,0.2268375365653792,0.25,calibrated_country_scenario_analysis,,,,,,,,,,,,
veinf_resistance_grid_low_seed,VEinf_0.00_res_0.03,symptom_protective,custom_grid,,2025-01-01,2050-12-31,2025,2050,4440308.760001016,24997188.443335064,320561.951415353,236726.37724275087,510763.4850883897,923944.0789053703,519049.729449149,1679720.1855972703,7811977.079040457,245640.67476166206,416.7987660520028,405.870741463497,406.8652686128093,76542.69393973633,24660799.885218166,0.9865429442643343,0.030000000000000002,0.9994883351723343,29593145.578012064,299309.574566141,2893388.66883144,2629777.2679997324,5822475.511397313,26.013698630136986,3247.116937216721,41.64076868995119,3040.3524915617477,6559.898616176712,1227.5432588530107,758.7311200441998,1108.9888151221749,5157.641897103332,162.17746454769394,0.5414186222288292,5.212727598983036,2.6862154543486967,50.53519758012809,33278.0706970534,275647.8044899525,143406.38712798475,143406.38712798475,26980.898375158322,2219.0,9495.0,6,5.197260273972602,0.8223676726658062,0.17763232733419362,5.629605911308146,0.6939347358381176,0.5470858281130283,0.00092129189013913,0.030780889987318878,0.04262295366039891,0.6196096003002607,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,AUS,1,baseline_contact_reduction,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,66b778bc4c792b141549da24186cd25b8d0e7046eb3bab329f1877ad44778871,17ae9068008b4c1e2081de14baa9658e40c120bf419be1476856f514e3c6595f,True,accepted,5343.7104439604345,5343.7104439604345,True,1.5769242865424038e-05,1.502232944079048e-16,0.0,0.03,Australia,54.978665659530755,0.7573986780221649,0.24260132197783513,0.25,calibrated_country_scenario_analysis,,,,,,,,,,,,
veinf_resistance_grid_low_seed,VEinf_0.05_res_0.01,symptom_protective,custom_grid,,2025-01-01,2050-12-31,2025,2050,4452324.024899369,25072644.448109385,318243.7396779314,231426.7393135009,499147.2822024562,915812.8794281186,525149.7822780663,1672389.401019686,7798866.423284219,242766.05632003775,407.2608072984994,396.3736589383034,397.3530772082154,74872.20376453888,24530599.77407576,0.9783810329558398,0.01,0.9993912249176797,29593145.582747273,299309.57453139464,2893388.6694291625,2629777.267448757,5822475.511409314,26.013698630136986,3256.918617859556,41.33963463325314,2972.2875488690056,6410.708012147212,1216.7402248114327,767.6479920433536,1104.1488672688706,5148.98594908587,160.27957719276722,0.5290288817999071,5.090753534603507,2.6234138403277685,49.432302624098334,33856.543021708276,273776.1292603843,151590.0989360595,151590.0989360595,27449.907029313952,2219.0,7773.0,6,3.985205479452054,0.8224230382194448,0.17757696178055518,5.631361129129876,0.6898484255660015,0.5442814011867909,0.0008962833215960955,0.030635267121042566,0.042434432065617415,0.6158824430577454,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,AUS,1,baseline_contact_reduction,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,66b778bc4c792b141549da24186cd25b8d0e7046eb3bab329f1877ad44778871,17ae9068008b4c1e2081de14baa9658e40c120bf419be1476856f514e3c6595f,True,accepted,5343.7104439604345,5343.7104439604345,True,1.5769242865424038e-05,1.502232944079048e-16,0.05,0.01,Australia,54.978665659530755,0.7519213887302986,0.24807861126970143,0.25,calibrated_country_scenario_analysis,,,,,,,,,,,,
veinf_resistance_grid_low_seed,VEinf_0.05_res_0.03,symptom_protective,custom_grid,,2025-01-01,2050-12-31,2025,2050,4525039.602720395,25470352.16017849,322681.700031472,233196.55726456287,503717.6696274751,929612.6329540774,532699.8880794632,1695509.0782981035,7916773.712393301,245839.40987007844,412.40139771246635,401.3116933424559,402.3058657707204,75581.32825909158,25160864.128175363,0.987849087046115,0.030000000000000002,0.9992189586696333,29593145.584395856,299309.5746047098,2893388.6695748074,2629777.2683279747,5822475.512507492,26.013698630136986,3308.5805656035886,41.91612251318686,2995.0178854996425,6469.406956402548,1235.0744451830292,778.6845069901912,1119.4129948159157,5226.830976078067,162.30867387786236,0.5357064720261255,5.1541742867893205,2.656113257066455,49.90048245781141,40830.188662264445,277825.79126680095,145238.74049014962,145238.74049014962,33103.937460842215,2184.0,7794.0,5,5.005479452054794,0.8223409093732498,0.17765909062675025,5.628757844432134,0.6874368248516229,0.5418761090947264,0.0008984738642898286,0.030568761491070323,0.042341589380686155,0.6136280001155768,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,AUS,1,baseline_contact_reduction,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,66b778bc4c792b141549da24186cd25b8d0e7046eb3bab329f1877ad44778871,17ae9068008b4c1e2081de14baa9658e40c120bf419be1476856f514e3c6595f,True,accepted,5343.7104439604345,5343.7104439604345,True,1.5769242865424038e-05,1.502232944079048e-16,0.05,0.03,Australia,54.978665659530755,0.7624070539063829,0.23759294609361714,0.25,calibrated_country_scenario_analysis,,,,,,,,,,,,
veinf_resistance_grid_low_seed,VEinf_0.10_res_0.01,symptom_protective,custom_grid,,2025-01-01,2050-12-31,2025,2050,4580744.320244726,25796080.18537186,323839.8442235666,231053.71251355804,499193.33610856027,930864.78860957,543625.4480902511,1705543.9492133793,7981217.664589957,245733.4233853611,408.91153807087136,397.75756067828786,398.74753897019355,74936.51382286692,25372632.13204734,0.983584790779002,0.01,0.9991744258275862,29593145.585151795,299309.57463146676,2893388.669686755,2629777.2681794777,5822475.512497699,26.013698630136986,3350.8924034953307,42.06656461601543,2967.4966455111376,6411.299495032966,1236.738047152479,794.6551586176352,1126.0382409150677,5269.378313903984,162.23869923170838,0.5311731692477379,5.108527425068967,2.6326203881072456,49.47476155295006,29439.838722342076,278866.1808243547,150943.0600380946,150943.0600380946,23868.970775716665,2149.0,8088.0,5,5.029452054794521,0.8224247913897275,0.17757520861027254,5.631416726614794,0.684288974737942,0.5399154912734481,0.0008782562387108228,0.03044362751508703,0.04219108649071356,0.6107760044934306,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,AUS,1,baseline_contact_reduction,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,66b778bc4c792b141549da24186cd25b8d0e7046eb3bab329f1877ad44778871,17ae9068008b4c1e2081de14baa9658e40c120bf419be1476856f514e3c6595f,True,accepted,5343.7104439604345,5343.7104439604345,True,1.5769242865424038e-05,1.502232944079048e-16,0.1,0.01,Australia,54.978665659530755,0.7651434262978158,0.23485657370218416,0.25,calibrated_country_scenario_analysis,,,,,,,,,,,,
veinf_resistance_grid_low_seed,VEinf_0.10_res_0.03,symptom_protective,custom_grid,,2025-01-01,2050-12-31,2025,2050,4474660.196491677,25220834.69805441,318345.17282608553,229669.94772366088,495210.18505701364,915411.36336636,532221.7143094024,1677303.0253994232,7832326.082178763,242389.31107686518,403.89115434341255,393.04283555046777,394.01858887499577,74322.74307418823,24970675.19525727,0.9900812361766742,0.029999999999999995,0.9994505934260912,29593145.57780941,299309.57447732706,2893388.6691398136,2629777.2680830457,5822475.511700186,26.013698630136986,3276.168426101213,41.35281073369911,2949.7245137564037,6360.142616839337,1216.2067745369957,777.9855271778641,1107.3929518685723,5171.076763589395,160.03084155343922,0.52465172675016,5.047974706618972,2.601398802827921,49.069536391192806,22720.69438054608,273769.4173443521,140858.78967526625,140858.78967526625,18421.282641984006,1876.0,8130.0,5,5.2164383561643834,0.8225808047171069,0.17741919528289293,5.636368705232324,0.6894033823223795,0.5444318175221221,0.0008821875131864836,0.030585803545751168,0.04236865294857229,0.6155667383148694,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,AUS,1,baseline_contact_reduction,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,66b778bc4c792b141549da24186cd25b8d0e7046eb3bab329f1877ad44778871,17ae9068008b4c1e2081de14baa9658e40c120bf419be1476856f514e3c6595f,True,accepted,5343.7104439604345,5343.7104439604345,True,1.5769242865424038e-05,1.502232944079048e-16,0.1,0.03,Australia,54.978665659530755,0.7521610471557606,0.2478389528442394,0.25,calibrated_country_scenario_analysis,,,,,,,,,,,,
veinf_resistance_grid_low_seed,VEinf_0.15_res_0.01,symptom_protective,custom_grid,,2025-01-01,2050-12-31,2025,2050,4568673.943421831,25720314.68397501,319602.8127344689,223968.2374607556,483474.06900536036,917568.8474742176,546996.0660226515,1688533.1509576247,7926610.072894383,241304.35974585378,395.6499374837953,384.5946769298682,385.56335331827194,72670.44000810137,25109710.322174884,0.9762598409349726,0.009999999999999998,0.99929012653554,29593145.579043467,299309.5744724424,2893388.6690251557,2629777.2685015495,5822475.511999147,26.013698630136986,3341.0505196329905,41.516177258436066,2876.495627309829,6209.411929025402,1219.073187318355,799.5822253763487,1114.807331743538,5233.32516161929,159.31453242347925,0.5139464448491344,4.939472306510646,2.5455754474649384,47.97864896884898,41984.21600692477,275298.5258291237,158258.48815932573,158258.48815932573,34039.58948808032,2191.0,7801.0,5,4.502054794520547,0.822370993529549,0.17762900647045093,5.629711159626132,0.6786956323784064,0.5356021871177727,0.0008510610188889464,0.03027407095892868,0.04194355134790637,0.6056269490526824,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,AUS,1,baseline_contact_reduction,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,66b778bc4c792b141549da24186cd25b8d0e7046eb3bab329f1877ad44778871,17ae9068008b4c1e2081de14baa9658e40c120bf419be1476856f514e3c6595f,True,accepted,5343.7104439604345,5343.7104439604345,True,1.5769242865424038e-05,1.502232944079048e-16,0.15,0.01,Australia,54.978665659530755,0.7551325002235496,0.2448674997764504,0.25,calibrated_country_scenario_analysis,,,,,,,,,,,,
veinf_resistance_grid_low_seed,VEinf_0.15_res_0.03,symptom_protective,custom_grid,,2025-01-01,2050-12-31,2025,2050,4723963.3830361515,26579767.73446019,329477.64508184337,229145.96362394912,495697.20322611986,946943.5681129883,564075.5478138512,1740165.0795507885,8181093.382486837,248338.5437703058,407.50487992530225,396.0174099346155,397.0161846587897,74518.6117585755,26184277.543701097,0.9851206302963157,0.030000000000000002,0.9996307606322595,29593145.579805095,299309.5743077922,2893388.669034682,2629777.2673904547,5822475.510732929,26.013698630136986,3452.6928573695195,42.79891093111967,2942.9948202279106,6366.397550384181,1258.1001599651108,824.5484931390075,1148.8958854310722,5401.340732508461,163.95865799427528,0.5293459304526498,5.086178118634933,2.6211896007117503,49.19885328325494,41272.95912467254,283659.34919937025,155233.62498751376,155233.62498751376,33462.92295577478,2170.0,7822.0,4,6.047488584474887,0.8222722098165057,0.17772779018349427,5.626582083575981,0.675991051861714,0.5329649360017314,0.0008532950461873109,0.030192727297297956,0.04182212276898839,0.6031229067492403,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,AUS,1,baseline_contact_reduction,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,66b778bc4c792b141549da24186cd25b8d0e7046eb3bab329f1877ad44778871,17ae9068008b4c1e2081de14baa9658e40c120bf419be1476856f514e3c6595f,True,accepted,5343.7104439604345,5343.7104439604345,True,1.5769242865424038e-05,1.502232944079048e-16,0.15,0.03,Australia,54.978665659530755,0.7784639808496393,0.2215360191503607,0.25,calibrated_country_scenario_analysis,,,,,,,,,,,,
veinf_resistance_grid_low_seed,VEinf_0.20_res_0.01,symptom_protective,custom_grid,,2025-01-01,2050-12-31,2025,2050,4557678.8905716995,25665521.163290605,316127.4667513367,218624.23394502432,471836.9672553068,905661.5793781835,549532.8301007183,1673818.643423926,7875083.240684249,237692.83334562846,386.1903656506877,375.2042780475691,376.1543198408614,70970.78499958244,24956558.107139237,0.9723768299252229,0.010000000000000002,0.9995313752954659,29593145.579355918,299309.5744818672,2893388.667965181,2629777.2692421447,5822475.511689194,26.013698630136986,3333.932880369635,41.06473229531381,2807.8608827611733,6059.9529132254875,1203.253305349197,803.2903897838218,1105.0924850004194,5199.305995439789,156.93012197031928,0.5016585285501071,4.81886841345931,2.4834549052833075,46.85649874061974,24893.331644856236,272267.88967135793,161936.1589535707,161936.1589535707,20182.794173189537,2240.0,7794.0,4,5.970776255707762,0.8224201697844131,0.17757983021558696,5.631270166133009,0.6754804292320453,0.533520146094813,0.0008302785871003563,0.03013654728639971,0.04173820344744025,0.6027753999111051,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,AUS,1,baseline_contact_reduction,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,66b778bc4c792b141549da24186cd25b8d0e7046eb3bab329f1877ad44778871,17ae9068008b4c1e2081de14baa9658e40c120bf419be1476856f514e3c6595f,True,accepted,5343.7104439604345,5343.7104439604345,True,1.5769242865424038e-05,1.502232944079048e-16,0.2,0.01,Australia,54.978665659530755,0.746921224855065,0.25307877514493504,0.25,calibrated_country_scenario_analysis,,,,,,,,,,,,
veinf_resistance_grid_low_seed,VEinf_0.20_res_0.03,symptom_protective,custom_grid,,2025-01-01,2050-12-31,2025,2050,4432867.969895501,24973249.359255802,308776.0914324748,215062.64310570914,463399.89058359416,885166.2660345396,535534.186970752,1635763.0961110007,7686201.735483959,232718.323243484,377.9738959752346,367.33399378673,368.26431914291607,69703.29652745853,24535136.64301963,0.9824567195908852,0.029999999999999995,0.999294640315784,29593145.580986463,299309.57449636277,2893388.6684900094,2629777.268138724,5822475.511125096,26.013698630136986,3244.007266955128,40.10979388622094,2762.118233618839,5951.5928417599835,1176.0234280091067,782.8275990279859,1079.9673620737603,5074.602203933133,153.64583921536232,0.4909853930596165,4.717787838065596,2.4313633571769744,46.019674522291744,34708.33442550044,266022.18957591074,147388.143337141,147388.143337141,28140.51489116161,2219.0,7773.0,5,4.981506849315068,0.8224953466757199,0.1775046533242801,5.6336551254975715,0.6784052135240941,0.5360034063064921,0.0008325405464621563,0.030229237971225422,0.0418523706983912,0.6054910643080155,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,AUS,1,baseline_contact_reduction,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,66b778bc4c792b141549da24186cd25b8d0e7046eb3bab329f1877ad44778871,17ae9068008b4c1e2081de14baa9658e40c120bf419be1476856f514e3c6595f,True,accepted,5343.7104439604345,5343.7104439604345,True,1.5769242865424038e-05,1.502232944079048e-16,0.2,0.03,Australia,54.978665659530755,0.729551970842853,0.27044802915714705,0.25,calibrated_country_scenario_analysis,,,,,,,,,,,,
