country,strategy,scenario_key,scenario_label,outcome,reduction_median,reduction_q025,reduction_q25,reduction_q75,reduction_q975,current_rate_median,current_rate_q025,current_rate_q975,intervention_rate_median,intervention_rate_q025,intervention_rate_q975,bootstrap_replicates,uncertainty_draws,interval_type,interval_basis,confidence_interval_method,reduction_q025_mcse,reduction_q975_mcse,tail_probability_mcse,reduction_point_estimate,bootstrap_bias
Australia,adolescent_booster,adolescent_booster,Adolescent booster,child_adolescent_cases,-1.9073564444527236e-06,-0.0003512673885145812,-1.0155253527766028e-05,-5.736770032904737e-07,0.1629102940657366,1533.374026025238,30.193147076281573,1942.303073777521,1533.3775112783233,24.718845028910316,1942.30359971039,1024,1024,95% parametric-bootstrap confidence interval,"Paired marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated through current practice and intervention. Biological and intervention-definition inputs remain fixed at prespecified reference values.",percentile_parametric_bootstrap,2.8304354305081363e-05,0.03650517349591344,0.004878904686248749,-8.08262397189452e-06,6.175267527441797e-06
Australia,cocooning_adjunct,cocooning_adjunct,Close-contact adjunct,child_adolescent_cases,0.003811821839832863,0.0010599190854753613,0.0035850685678427974,0.004394948792636244,0.7355322978322205,1533.374026025238,30.193147076281573,1942.303073777521,1527.1860509897,7.76041643700285,1934.9736750167526,1024,1024,95% parametric-bootstrap confidence interval,"Paired marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated through current practice and intervention. Biological and intervention-definition inputs remain fixed at prespecified reference values.",percentile_parametric_bootstrap,0.0010929274397019327,0.10052709441041861,0.004878904686248749,0.0039742596484398,-0.00016243780860693714
Australia,maternal_immunization,maternal_immunization,Infant exposure,child_adolescent_cases,0.03316010125856672,0.01167035443273258,0.02769652256413327,0.039755086864538214,0.74709005402212,1533.374026025238,30.193147076281573,1942.303073777521,1485.3345125433773,7.439269995222936,1859.8373795595658,1024,1024,95% parametric-bootstrap confidence interval,"Paired marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated through current practice and intervention. Biological and intervention-definition inputs remain fixed at prespecified reference values.",percentile_parametric_bootstrap,0.0017555205006274121,0.09848501638314895,0.004878904686248749,0.0231264905677233,0.010033610690843422
Australia,pregnancy_tdap_scaleup,pregnancy_tdap_scaleup,Pregnancy Tdap,child_adolescent_cases,0.027003365245162225,0.009728940602591992,0.01900304005225295,0.032434922133782074,0.047675441738638136,1533.374026025238,30.193147076281573,1942.303073777521,1490.49827312924,29.127741506192358,1865.8237799644894,1024,1024,95% parametric-bootstrap confidence interval,"Paired marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated through current practice and intervention. Biological and intervention-definition inputs remain fixed at prespecified reference values.",percentile_parametric_bootstrap,0.00039328461208629006,0.0013855217044117178,0.004878904686248749,0.0197214797103375,0.0072818855348247245
Australia,targeted_pep_high_risk,targeted_pep_high_risk,Targeted PEP,child_adolescent_cases,0.007763997403199385,7.530907679994956e-05,0.0067076030961572,0.011722362374724543,0.2728768495293974,1533.374026025238,30.193147076281573,1942.303073777521,1521.2878719956661,21.766051167858933,1928.015243559782,1024,1024,95% parametric-bootstrap confidence interval,"Paired marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated through current practice and intervention. Biological and intervention-definition inputs remain fixed at prespecified reference values.",percentile_parametric_bootstrap,0.0016873516204963315,0.019037752839939488,0.004878904686248749,0.0096236969343617,-0.001859699531162315
Australia,timeliness_only,timeliness_only,Routine timeliness,child_adolescent_cases,0.16099775134522354,0.10441847853394053,0.14985967252702803,0.17110554375906034,0.8674022076652662,1533.374026025238,30.193147076281573,1942.303073777521,1305.0563973709768,4.1000450429170865,1617.5099942580725,1024,1024,95% parametric-bootstrap confidence interval,"Paired marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated through current practice and intervention. Biological and intervention-definition inputs remain fixed at prespecified reference values.",percentile_parametric_bootstrap,0.0015534633010317528,0.06033485937976125,0.004878904686248749,0.1459315954303387,0.015066155914884832
Brazil,adolescent_booster,adolescent_booster,Adolescent booster,child_adolescent_cases,1.0507472935628037e-06,-0.00017832240661109776,-3.7426952089747445e-06,0.137056746051807,0.6716993194847587,1164.2200146906212,0.374290688165511,1858.5230547876072,1164.2840410133726,0.3338876475625943,1858.5245821630556,1024,1024,95% parametric-bootstrap confidence interval,"Paired marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated through current practice and intervention. Biological and intervention-definition inputs remain fixed at prespecified reference values.",percentile_parametric_bootstrap,4.107961775182565e-05,0.021888906523404347,0.004878904686248749,0.0578658925900443,-0.05786484184275074
Brazil,cocooning_adjunct,cocooning_adjunct,Close-contact adjunct,child_adolescent_cases,0.0037019376347793287,0.0026155186554546405,0.002934118144218456,0.1312855636103231,0.7438324246551609,1164.2200146906212,0.374290688165511,1858.5230547876072,1161.981856817906,0.3518997846797574,1853.106422307678,1024,1024,95% parametric-bootstrap confidence interval,"Paired marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated through current practice and intervention. Biological and intervention-definition inputs remain fixed at prespecified reference values.",percentile_parametric_bootstrap,5.185949300124932e-05,0.03198214248580171,0.004878904686248749,0.1126983580913612,-0.10899642045658187
Brazil,maternal_immunization,maternal_immunization,Infant exposure,child_adolescent_cases,0.04418962682167532,0.019799356459251016,0.03268421011631223,0.14133834788651184,0.7518279481658928,1164.2200146906212,0.374290688165511,1858.5230547876072,1145.1383910102975,0.34581964159982803,1784.471755388902,1024,1024,95% parametric-bootstrap confidence interval,"Paired marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated through current practice and intervention. Biological and intervention-definition inputs remain fixed at prespecified reference values.",percentile_parametric_bootstrap,0.0008796714400715368,0.03278224898615471,0.004878904686248749,0.1221227815359766,-0.07793315471430128
Brazil,pregnancy_tdap_scaleup,pregnancy_tdap_scaleup,Pregnancy Tdap,child_adolescent_cases,0.023889983530332948,0.009194766926683596,0.013432418152091341,0.03235030177215692,0.05285928595738135,1164.2200146906212,0.374290688165511,1858.5230547876072,1147.2412723258035,0.36782096804952163,1789.0596879677807,1024,1024,95% parametric-bootstrap confidence interval,"Paired marginal parametric bootstrap. Annual latent transmission paths are regenerated from the prespecified AR(1) process, surveillance counts are regenerated from the fitted NB2 observation model, and the country state-space model is fully refitted before the same fitted replicate is propagated through current practice and intervention. Biological and intervention-definition inputs remain fixed at prespecified reference values.",percentile_parametric_bootstrap,0.00022058023090225124,0.0004985692723671503,0.004878904686248749,0.0112885412214384,0.012601442308894548
