analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_child_1_9_cases,total_adolescent_cases,total_child_adolescent_cases,total_child_adolescent_infections,total_child_adolescent_reported_cases,total_deaths,total_infant_deaths,total_child_adolescent_deaths,total_child_adolescent_hospitalizations,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,child_1_9_population,adolescent_population,child_adolescent_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_child_1_9_cases_per_100k,annualized_adolescent_cases_per_100k,annualized_child_adolescent_cases_per_100k,annualized_child_adolescent_infections_per_100k,annualized_child_adolescent_reported_cases_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,annualized_child_adolescent_deaths_per_million,annualized_child_adolescent_hospitalizations_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_FOI_reduction_case_proxy,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,routine_age_pattern,routine_first_shot_months,routine_last_shot_months,routine_dose_count,routine_scheduler_code,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_overlay_mode,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,npi_contact_reduction_country,npi_contact_reduction_iso3,npi_contact_reduction_periods_loaded,npi_contact_reduction_reduction_column,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_configured_anchor_year,resistance_timeline_applied,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,contact_reciprocity_error_before,contact_reciprocity_error_after,reporting_scenario,country,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status,relative_reduction_infant_cases,relative_reduction_child_1_9_cases,relative_reduction_adolescent_cases,relative_reduction_child_adolescent_cases,relative_reduction_child_adolescent_infections,relative_reduction_child_adolescent_reported_cases,relative_reduction_total_infections,relative_reduction_reported_cases,relative_reduction_resistant_infections,relative_reduction_deaths,relative_reduction_infant_deaths,relative_reduction_child_adolescent_deaths
reporting_rate_sensitivity,low,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,6807398.7280390365,33844023.55090086,381091.1551777695,380816.32449771586,831878.5193761545,1602077.2319018948,800816.6793465879,2783710.235746199,12747737.732129544,298984.9083331964,1335.99841993741,1317.5088894478167,1319.4678029504173,124555.43321223502,32807205.69247348,0.9693648168969028,0.003,0.9997751528148018,72784716.30243406,682810.3403177831,6599216.081271872,6165078.108929971,13447104.530519625,24.000492823261258,1937.41043913708,21.81566802167547,2323.7815977532437,5076.210946162098,1011.5117685374972,541.2206607679526,862.5317408957053,3949.8825263428203,92.64037979766475,0.7647959710122838,8.039578965563784,4.088366836893789,38.593461800369255,24410.382425571184,479763.43081906025,243684.3389491826,243684.3389491826,48676.78793641427,2716.0,6841.0,3,8.102739726027398,0.8080292474095213,0.20114034957459534,4.971652888716582,0.5514995841275682,0.3982646481999905,0.0009268109006882566,0.01865081454303829,0.025492385796398256,0.5064295728874433,0.0,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.22162649451701,42.000016882084694,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,6.047227433250013e-05,1.6570722974665014e-16,low,United_Kingdom,6.999594011212859,3.1167047669805275,2.1167047669805275,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
reporting_rate_sensitivity,age_biased,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,6807398.7280390365,33844023.55090086,648445.1360094246,380816.32449771586,831878.5193761545,1602077.2319018948,800816.6793465879,2783710.235746199,12747737.732129544,553910.6766131665,1335.99841993741,1317.5088894478167,1319.4678029504173,124555.43321223502,32807205.69247348,0.9693648168969028,0.003,0.9997751528148018,72784716.30243406,682810.3403177831,6599216.081271872,6165078.108929971,13447104.530519625,24.000492823261258,1937.41043913708,37.12042020721506,2323.7815977532437,5076.210946162098,1011.5117685374972,541.2206607679526,862.5317408957053,3949.8825263428203,171.6290489091811,0.7647959710122838,8.039578965563784,4.088366836893789,38.593461800369255,24410.382425571184,479763.43081906025,243684.3389491826,243684.3389491826,48676.78793641427,2716.0,6841.0,3,8.102739726027398,0.8080292474095213,0.20114034957459534,4.971652888716582,0.5514995841275682,0.3982646481999905,0.0009268109006882566,0.01865081454303829,0.025492385796398256,0.5064295728874433,0.0,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.22162649451701,42.000016882084694,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,6.047227433250013e-05,1.6570722974665014e-16,age_biased,United_Kingdom,6.999594011212859,5.303224750999951,4.303224750999951,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,0.07368121069864464,0.0,0.14922568104874911,0.0,0.0,0.0,0.0
reporting_rate_sensitivity,time_varying,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,6807398.7280390365,33844023.55090086,792464.8757749476,380816.32449771586,831878.5193761545,1602077.2319018948,800816.6793465879,2783710.235746199,12747737.732129544,624427.3645732057,1335.99841993741,1317.5088894478167,1319.4678029504173,124555.43321223502,32807205.69247348,0.9693648168969028,0.003,0.9997751528148018,72784716.30243406,682810.3403177831,6599216.081271872,6165078.108929971,13447104.530519625,24.000492823261258,1937.41043913708,45.36486983194365,2323.7815977532437,5076.210946162098,1011.5117685374972,541.2206607679526,862.5317408957053,3949.8825263428203,193.47862249170873,0.7647959710122838,8.039578965563784,4.088366836893789,38.593461800369255,24410.382425571184,479763.43081906025,243684.3389491826,243684.3389491826,48676.78793641427,2716.0,6841.0,3,8.102739726027398,0.8080292474095213,0.20114034957459534,4.971652888716582,0.5514995841275682,0.3982646481999905,0.0009268109006882566,0.01865081454303829,0.025492385796398256,0.5064295728874433,0.0,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.22162649451701,42.000016882084694,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,6.047227433250013e-05,1.6570722974665014e-16,time_varying,United_Kingdom,6.999594011212859,6.481071582047803,5.481071582047803,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,-0.044245624393402405,0.0,-0.03973139366785161,0.0,0.0,0.0,0.0
reporting_rate_sensitivity,infant_high_adult_very_low,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,6807398.7280390365,33844023.55090086,418945.42395527376,380816.32449771586,831878.5193761545,1602077.2319018948,800816.6793465879,2783710.235746199,12747737.732129544,388099.4436260593,1335.99841993741,1317.5088894478167,1319.4678029504173,124555.43321223502,32807205.69247348,0.9693648168969028,0.003,0.9997751528148018,72784716.30243406,682810.3403177831,6599216.081271872,6165078.108929971,13447104.530519625,24.000492823261258,1937.41043913708,23.982646052084196,2323.7815977532437,5076.210946162098,1011.5117685374972,541.2206607679526,862.5317408957053,3949.8825263428203,120.2524905260864,0.7647959710122838,8.039578965563784,4.088366836893789,38.593461800369255,24410.382425571184,479763.43081906025,243684.3389491826,243684.3389491826,48676.78793641427,2716.0,6841.0,3,8.102739726027398,0.8080292474095213,0.20114034957459534,4.971652888716582,0.5514995841275682,0.3982646481999905,0.0009268109006882566,0.01865081454303829,0.025492385796398256,0.5064295728874433,0.0,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.22162649451701,42.000016882084694,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,6.047227433250013e-05,1.6570722974665014e-16,infant_high_adult_very_low,United_Kingdom,6.999594011212859,3.426291012545253,2.426291012545253,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,0.35097151593760156,0.0,0.45033436454350906,0.0,0.0,0.0,0.0
reporting_rate_sensitivity,infant_moderate_adult_minimal,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,6807398.7280390365,33844023.55090086,303952.6130697221,380816.32449771586,831878.5193761545,1602077.2319018948,800816.6793465879,2783710.235746199,12747737.732129544,288329.97106425336,1335.99841993741,1317.5088894478167,1319.4678029504173,124555.43321223502,32807205.69247348,0.9693648168969028,0.003,0.9997751528148018,72784716.30243406,682810.3403177831,6599216.081271872,6165078.108929971,13447104.530519625,24.000492823261258,1937.41043913708,17.399850956804997,2323.7815977532437,5076.210946162098,1011.5117685374972,541.2206607679526,862.5317408957053,3949.8825263428203,89.33895083652416,0.7647959710122838,8.039578965563784,4.088366836893789,38.593461800369255,24410.382425571184,479763.43081906025,243684.3389491826,243684.3389491826,48676.78793641427,2716.0,6841.0,3,8.102739726027398,0.8080292474095213,0.20114034957459534,4.971652888716582,0.5514995841275682,0.3982646481999905,0.0009268109006882566,0.01865081454303829,0.025492385796398256,0.5064295728874433,0.0,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.22162649451701,42.000016882084694,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,6.047227433250013e-05,1.6570722974665014e-16,infant_moderate_adult_minimal,United_Kingdom,6.999594011212859,2.4858371684031466,1.4858371684031466,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,0.5178185202195371,0.0,0.601207468423223,0.0,0.0,0.0,0.0
reporting_rate_sensitivity,enhanced_surveillance,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,6807398.7280390365,33844023.55090086,1235405.9825297203,380816.32449771586,831878.5193761545,1602077.2319018948,800816.6793465879,2783710.235746199,12747737.732129544,845578.1192614528,1335.99841993741,1317.5088894478167,1319.4678029504173,124555.43321223502,32807205.69247348,0.9693648168969028,0.003,0.9997751528148018,72784716.30243406,682810.3403177831,6599216.081271872,6165078.108929971,13447104.530519625,24.000492823261258,1937.41043913708,70.72115534743419,2323.7815977532437,5076.210946162098,1011.5117685374972,541.2206607679526,862.5317408957053,3949.8825263428203,262.0021142661752,0.7647959710122838,8.039578965563784,4.088366836893789,38.593461800369255,24410.382425571184,479763.43081906025,243684.3389491826,243684.3389491826,48676.78793641427,2716.0,6841.0,3,8.102739726027398,0.8080292474095213,0.20114034957459534,4.971652888716582,0.5514995841275682,0.3982646481999905,0.0009268109006882566,0.01865081454303829,0.025492385796398256,0.5064295728874433,0.0,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.22162649451701,42.000016882084694,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,6.047227433250013e-05,1.6570722974665014e-16,enhanced_surveillance,United_Kingdom,6.999594011212859,10.10360818558103,9.10360818558103,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,-0.4140816069537512,0.0,-0.6208798941468929,0.0,0.0,0.0,0.0
reporting_rate_sensitivity,adult_focused_improvement,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,6807398.7280390365,33844023.55090086,1133969.2611269604,380816.32449771586,831878.5193761545,1602077.2319018948,800816.6793465879,2783710.235746199,12747737.732129544,662035.1510141199,1335.99841993741,1317.5088894478167,1319.4678029504173,124555.43321223502,32807205.69247348,0.9693648168969028,0.003,0.9997751528148018,72784716.30243406,682810.3403177831,6599216.081271872,6165078.108929971,13447104.530519625,24.000492823261258,1937.41043913708,64.91438232406783,2323.7815977532437,5076.210946162098,1011.5117685374972,541.2206607679526,862.5317408957053,3949.8825263428203,205.13138329043474,0.7647959710122838,8.039578965563784,4.088366836893789,38.593461800369255,24410.382425571184,479763.43081906025,243684.3389491826,243684.3389491826,48676.78793641427,2716.0,6841.0,3,8.102739726027398,0.8080292474095213,0.20114034957459534,4.971652888716582,0.5514995841275682,0.3982646481999905,0.0009268109006882566,0.01865081454303829,0.025492385796398256,0.5064295728874433,0.0,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.22162649451701,42.000016882084694,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,6.047227433250013e-05,1.6570722974665014e-16,adult_focused_improvement,United_Kingdom,6.999594011212859,9.274021067518992,8.274021067518992,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,-0.10713807379924845,0.0,-0.4877926786282827,0.0,0.0,0.0,0.0
reporting_rate_sensitivity,china_passive_system,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,6807398.7280390365,33844023.55090086,334953.4462374261,380816.32449771586,831878.5193761545,1602077.2319018948,800816.6793465879,2783710.235746199,12747737.732129544,311519.48322922306,1335.99841993741,1317.5088894478167,1319.4678029504173,124555.43321223502,32807205.69247348,0.9693648168969028,0.003,0.9997751528148018,72784716.30243406,682810.3403177831,6599216.081271872,6165078.108929971,13447104.530519625,24.000492823261258,1937.41043913708,19.174502180254404,2323.7815977532437,5076.210946162098,1011.5117685374972,541.2206607679526,862.5317408957053,3949.8825263428203,96.52421388629408,0.7647959710122838,8.039578965563784,4.088366836893789,38.593461800369255,24410.382425571184,479763.43081906025,243684.3389491826,243684.3389491826,48676.78793641427,2716.0,6841.0,3,8.102739726027398,0.8080292474095213,0.20114034957459534,4.971652888716582,0.5514995841275682,0.3982646481999905,0.0009268109006882566,0.01865081454303829,0.025492385796398256,0.5064295728874433,0.0,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.22162649451701,42.000016882084694,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,6.047227433250013e-05,1.6570722974665014e-16,china_passive_system,United_Kingdom,6.999594011212859,2.739373476452805,1.7393734764528048,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,0.4790381143886069,0.0,0.5605336916292656,0.0,0.0,0.0,0.0
reporting_rate_sensitivity,medium,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,12709317.659633517,60776938.05733234,1543191.8482897282,597781.2661556527,1245443.8024733316,2008920.7254078905,1061817.8772179077,3668519.868781451,16252862.361891257,1076878.0227451385,2435.0047585701263,2370.541470196139,2373.3712990875124,203971.42652831593,60670186.80964705,0.9982435566664352,0.8270000000000001,0.9992379541849616,111962696.37860838,732155.6562415272,7080255.6452422235,6775380.660970686,14587791.962454436,24.000492823261258,2261.7536925501227,57.42835971581918,3401.877878759045,7087.6221132168575,1182.2074742803093,652.9744275061611,1047.806660663328,4642.160338984526,307.5790796600241,0.9061629591931498,13.49037356088937,6.778849084541301,58.25854212215593,53491.95849349281,752614.5274401372,357622.3620251992,357622.3620251992,164085.038561755,1722.0,7000.0,3,7.978082191780822,0.8038896919124987,0.20911414865363098,4.78207718816943,0.48736894403999026,0.3743679191214504,4.564331078128714e-05,0.013826912439267753,0.01891188625047887,0.4545845020394623,0.0,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.269543785369024,41.434615044876836,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,7.644092124256049e-05,2.2471172848738243e-16,medium,Japan,7.349919218851434,7.813468149217763,6.813468149217763,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reporting_rate_sensitivity,high,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,12709317.659633517,60776938.05733234,2286765.4252033858,597781.2661556527,1245443.8024733316,2008920.7254078905,1061817.8772179077,3668519.868781451,16252862.361891257,1587294.686886501,2435.0047585701263,2370.541470196139,2373.3712990875124,203971.42652831593,60670186.80964705,0.9982435566664352,0.8270000000000001,0.9992379541849616,111962696.37860838,732155.6562415272,7080255.6452422235,6775380.660970686,14587791.962454436,24.000492823261258,2261.7536925501227,85.09971561204259,3401.877878759045,7087.6221132168575,1182.2074742803093,652.9744275061611,1047.806660663328,4642.160338984526,453.36484599922176,0.9061629591931498,13.49037356088937,6.778849084541301,58.25854212215593,53491.95849349281,752614.5274401372,357622.3620251992,357622.3620251992,164085.038561755,1722.0,7000.0,3,7.978082191780822,0.8038896919124987,0.20911414865363098,4.78207718816943,0.48736894403999026,0.3743679191214504,4.564331078128714e-05,0.013826912439267753,0.01891188625047887,0.4545845020394623,0.0,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.269543785369024,41.434615044876836,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,7.644092124256049e-05,2.2471172848738243e-16,high,Japan,7.349919218851434,11.578319853335891,10.578319853335891,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,-0.47397816034932805,0.0,-0.4818413068587275,0.0,0.0,0.0,0.0
reporting_rate_sensitivity,low,symptom_protective,country_timeline,,2027-01-01,2051-01-01,2027,2051,12709317.659633517,60776938.05733234,771595.9241448641,597781.2661556527,1245443.8024733316,2008920.7254078905,1061817.8772179077,3668519.868781451,16252862.361891257,538439.0113725692,2435.0047585701263,2370.541470196139,2373.3712990875124,203971.42652831593,60670186.80964705,0.9982435566664352,0.8270000000000001,0.9992379541849616,111962696.37860838,732155.6562415272,7080255.6452422235,6775380.660970686,14587791.962454436,24.000492823261258,2261.7536925501227,28.71417985790959,3401.877878759045,7087.6221132168575,1182.2074742803093,652.9744275061611,1047.806660663328,4642.160338984526,153.78953983001205,0.9061629591931498,13.49037356088937,6.778849084541301,58.25854212215593,53491.95849349281,752614.5274401372,357622.3620251992,357622.3620251992,164085.038561755,1722.0,7000.0,3,7.978082191780822,0.8038896919124987,0.20911414865363098,4.78207718816943,0.48736894403999026,0.3743679191214504,4.564331078128714e-05,0.013826912439267753,0.01891188625047887,0.4545845020394623,0.0,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.269543785369024,41.434615044876836,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,7.644092124256049e-05,2.2471172848738243e-16,low,Japan,7.349919218851434,3.9067340746088814,2.9067340746088814,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
