country,parameter,diagnostic_method,rhat,rhat_rank,bulk_ess,tail_ess,smc_particle_count,smc_stage_count,smc_final_temperature,smc_min_ess,smc_final_ess,smc_min_ess_fraction,smc_final_ess_fraction,smc_max_weight,smc_final_max_weight,smc_combined_particle_count,smc_combined_particle_ess,smc_combined_particle_ess_fraction,smc_combined_max_weight,smc_island_count,smc_island_ess,smc_island_ess_fraction,smc_max_island_weight,smc_log_evidence_sd,smc_log_evidence_range,smc_recommended_island_ess_floor,smc_unique_ancestor_fraction,smc_unique_particle_fraction,smc_move_acceptance_fraction,smc_reached_final_temperature,smc_fatal_ess_floor,smc_recommended_ess_floor,n_chains,total_draws,converged,recommended_converged,mean,sd
Australia,VE_sus,tempered_smc_rank_and_particle_quality,1.2127880142908427,1.1839639266309676,12.7572639450517,26.03149403885265,128,16,1.0,128.0,128.0,1.0,1.0,0.0078125,0.0078125,128,128.0,1.0,0.0078125,1,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0218505859375,True,100.0,400.0,4,512,False,False,0.08577218776148478,0.05109244271727183
Australia,VE_inf,tempered_smc_rank_and_particle_quality,1.1491032496115188,1.1058674790938134,16.5504041543716,21.688365971139874,128,16,1.0,128.0,128.0,1.0,1.0,0.0078125,0.0078125,128,128.0,1.0,0.0078125,1,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0218505859375,True,100.0,400.0,4,512,False,False,0.15881848109835078,0.10897895466628751
Australia,VE_dur,tempered_smc_rank_and_particle_quality,1.1609897528563964,1.101256417557521,15.231122363672819,65.68202262947447,128,16,1.0,128.0,128.0,1.0,1.0,0.0078125,0.0078125,128,128.0,1.0,0.0078125,1,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0218505859375,True,100.0,400.0,4,512,False,False,0.06571283043000684,0.08751839704837823
Australia,relative_infectiousness_asymptomatic,tempered_smc_rank_and_particle_quality,2.1095400024189632,1.7257484990937373,5.283334111568707,20.744765748212444,128,16,1.0,128.0,128.0,1.0,1.0,0.0078125,0.0078125,128,128.0,1.0,0.0078125,1,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0218505859375,True,100.0,400.0,4,512,False,False,0.6338592804642562,0.14983404535841613
Australia,infectious_duration_symptomatic,tempered_smc_rank_and_particle_quality,1.0079503692779557,1.017455695686117,128.0,26.916819102356566,128,16,1.0,128.0,128.0,1.0,1.0,0.0078125,0.0078125,128,128.0,1.0,0.0078125,1,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0218505859375,True,100.0,400.0,4,512,False,False,23.586056782823732,2.1554994714215305
Australia,infectious_duration_asymptomatic,tempered_smc_rank_and_particle_quality,1.3293867078594093,1.302379282271268,9.508663816234789,18.62238171709075,128,16,1.0,128.0,128.0,1.0,1.0,0.0078125,0.0078125,128,128.0,1.0,0.0078125,1,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0218505859375,True,100.0,400.0,4,512,False,False,25.832862727720524,1.174682030624413
Australia,fitness_R,tempered_smc_rank_and_particle_quality,1.1538466266733705,1.1128548243104979,17.344840147871302,24.608132183467568,128,16,1.0,128.0,128.0,1.0,1.0,0.0078125,0.0078125,128,128.0,1.0,0.0078125,1,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0218505859375,True,100.0,400.0,4,512,False,False,0.9082261252978193,0.02187942841893737
Australia,beta_S,tempered_smc_rank_and_particle_quality,1.3609267879327223,1.2043657653007505,8.891473766536528,36.16650548825303,128,16,1.0,128.0,128.0,1.0,1.0,0.0078125,0.0078125,128,128.0,1.0,0.0078125,1,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0218505859375,True,100.0,400.0,4,512,False,False,0.05046331233035152,0.014911678593317988
Australia,reporting_multiplier,tempered_smc_rank_and_particle_quality,1.408304401074033,1.462740572418674,8.23953730271308,26.779514265691624,128,16,1.0,128.0,128.0,1.0,1.0,0.0078125,0.0078125,128,128.0,1.0,0.0078125,1,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0218505859375,True,100.0,400.0,4,512,False,False,0.9494606184956977,0.16749339006168265
Australia,log_beta_process_2021,tempered_smc_rank_and_particle_quality,1.199483588691256,1.237951165632184,13.93977501722219,21.17054240426836,128,16,1.0,128.0,128.0,1.0,1.0,0.0078125,0.0078125,128,128.0,1.0,0.0078125,1,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0218505859375,True,100.0,400.0,4,512,False,False,-0.11074461376507072,0.17717764805924596
Australia,log_beta_process_2022,tempered_smc_rank_and_particle_quality,1.4033265827640502,1.3050971327147152,8.180319619251833,20.126799640258096,128,16,1.0,128.0,128.0,1.0,1.0,0.0078125,0.0078125,128,128.0,1.0,0.0078125,1,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0218505859375,True,100.0,400.0,4,512,False,False,-0.4604178847670174,0.32350834295543884
Australia,log_beta_process_2023,tempered_smc_rank_and_particle_quality,1.6936008974287382,1.4078798519952453,6.335239533462675,36.57879220424836,128,16,1.0,128.0,128.0,1.0,1.0,0.0078125,0.0078125,128,128.0,1.0,0.0078125,1,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0218505859375,True,100.0,400.0,4,512,False,False,-0.48317478419435234,0.15951184153668482
Australia,log_beta_process_2024,tempered_smc_rank_and_particle_quality,1.576735015130349,1.5127964320270435,6.794525189215217,29.315378186232397,128,16,1.0,128.0,128.0,1.0,1.0,0.0078125,0.0078125,128,128.0,1.0,0.0078125,1,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0218505859375,True,100.0,400.0,4,512,False,False,-0.28318405265236296,0.3295245664616406
Australia,log_beta_process_2025,tempered_smc_rank_and_particle_quality,1.6716834553609643,1.486992985152206,6.283434829838718,27.40029377752366,128,16,1.0,128.0,128.0,1.0,1.0,0.0078125,0.0078125,128,128.0,1.0,0.0078125,1,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0218505859375,True,100.0,400.0,4,512,False,False,-0.1172079131534659,0.5015249623714
