analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_child_1_9_cases,total_adolescent_cases,total_child_adolescent_cases,total_child_adolescent_infections,total_child_adolescent_reported_cases,total_deaths,total_infant_deaths,total_child_adolescent_deaths,total_child_adolescent_hospitalizations,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,child_1_9_population,adolescent_population,child_adolescent_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_child_1_9_cases_per_100k,annualized_adolescent_cases_per_100k,annualized_child_adolescent_cases_per_100k,annualized_child_adolescent_infections_per_100k,annualized_child_adolescent_reported_cases_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,annualized_child_adolescent_deaths_per_million,annualized_child_adolescent_hospitalizations_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_FOI_reduction_case_proxy,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,routine_age_pattern,routine_first_shot_months,routine_last_shot_months,routine_dose_count,routine_scheduler_code,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_overlay_mode,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,npi_contact_reduction_country,npi_contact_reduction_iso3,npi_contact_reduction_periods_loaded,npi_contact_reduction_reduction_column,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_configured_anchor_year,resistance_timeline_applied,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,prospective_policy,policy_start_time,simulation_phase,contact_reciprocity_error_before,contact_reciprocity_error_after,country,strategy,maternal_protection_duration_days,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status,contact_matrix_directional_intervention,contact_matrix_reciprocity_correction_after_intervention
maternal_duration_sensitivity,current_maternal_duration_90d,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,180279.0210764701,535195.1527481062,21001.726804455386,22154.4652909053,31914.66908743977,38928.84485820367,13055.909853549518,74139.22000265849,173621.42327681085,17563.56569261496,92.28174901945582,91.62237364540417,91.69386543024764,7513.657478528647,33988.233040113075,0.06350624228487717,0.043,0.05364322568596123,27785451.407729663,288908.12071183324,2837781.2443000786,2617463.193019952,5744152.558031864,4.999418194761015,385.27892025916896,15.118826441626906,1533.8470551199305,2209.5871216983105,274.3930686323028,99.77163586878135,258.16810112487786,604.5857126682158,61.15996909168807,0.6643223960321897,6.34340328930405,3.1929700800842347,26.164109679936228,18137.47994017836,25168.982727931823,31134.60595979012,31134.60595979012,13807.070343465683,0.0,150.0,1,,0.8074980608805364,0.33684726057547054,2.968704564471143,0.7224875802985201,0.5599003979045565,0.004667164837758161,0.02431472943110421,0.0344406757312044,0.6590650102984534,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,45.30917710919712,43.437823518402524,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,current,90.0,54.978665659530755,0.27499442302317867,0.7250055769768213,0.25,calibrated_country_scenario_analysis,,
maternal_duration_sensitivity,maternal_direct_antibody_only_maternal_duration_90d,symptom_protective,country_timeline,maternal_direct_antibody_only,2027-01-01,2032-01-01,2027,2032,178949.06737505016,532587.3413361844,20460.3745057826,21075.32638746337,30459.02658203691,38811.0591253547,13047.59514494089,72933.98065775896,171649.7760935158,17026.307784597506,82.02589856192952,81.36754223201062,81.43875217150818,6951.675299813412,33742.5626060388,0.06335592303298761,0.043,0.05283006262348003,27785451.407659616,288908.1207191555,2837781.2441847892,2617463.1930865003,5744152.557990446,4.999418194761015,383.40159614786415,14.729115084897252,1459.1337181833562,2108.806852705756,273.5628465087694,99.70809589936842,253.97120840160974,597.7200293084272,59.289125914614964,0.5904920750689632,5.633418066875538,2.8358658218275674,24.20717147736557,18112.992973998073,24862.7563214244,30751.546115016063,30751.546115016063,13788.429756885027,0.0,150.0,1,,0.8089178315960011,0.3359994755528603,2.97619512159827,0.7246612954179753,0.5614325892280466,0.00517627263183167,0.024301607966443546,0.034423175161262774,0.6607602396584374,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,45.30917710919712,43.437823518402524,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,maternal_direct_antibody_only,90.0,54.978665659530755,0.2679060124178169,0.732093987582183,0.25,calibrated_country_scenario_analysis,,
maternal_duration_sensitivity,maternal_immunization_maternal_duration_90d,symptom_protective,country_timeline,maternal_immunization,2027-01-01,2032-01-01,2027,2032,178582.4938709063,531423.2881669975,20331.399517869446,20800.34335822258,29697.76804678508,38767.4869995254,13044.732592676246,72612.56295042422,170714.23274223227,16898.817291551524,80.96598876801205,80.30801047835405,80.37911068114794,6864.724705527344,33649.03248386366,0.06331870136878456,0.043,0.05265889691501732,27785451.406300727,288908.1207859478,2837781.242954557,2617463.1935653766,5744152.557305882,4.999418194761015,382.5636118428243,14.636267936627142,1440.0954831622937,2056.1017136897517,273.2557250222316,99.68622061350067,252.85196548356924,594.4622738955496,58.84517765106053,0.582861944314766,5.560062214353292,2.798966913401157,23.904391523561614,18089.424164239354,24772.556175029335,30619.208938302312,30619.208938302312,13770.488111874925,0.0,150.0,1,,0.8093121123059576,0.33604566801518776,2.9757860171398027,0.7249246193656064,0.5621329163697307,0.005047837051855565,0.024175546339875207,0.03424872844527715,0.6614525075285984,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,45.30917710919712,43.437823518402524,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,,,Australia,maternal_immunization,90.0,54.978665659530755,0.2662172273744496,0.7337827726255504,0.25,calibrated_country_scenario_analysis,True,False
maternal_duration_sensitivity,current_maternal_duration_180d,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,180078.60043142727,534970.4714664647,20919.144408234897,21988.923456849527,31851.750543271795,38912.04041505595,13054.744542732516,73955.708414638,173484.65490594675,17481.53889923157,89.93755570178632,89.27832150899339,89.34977098414183,7405.223732335693,33960.9106794174,0.06348184150486572,0.043,0.05345122754113538,27785451.407736678,288908.12071190524,2837781.244300872,2617463.19302196,5744152.558034738,4.999418194761015,385.1171755923856,15.059376619843382,1522.385895875512,2205.231005564184,274.27462117408146,99.76273070868059,257.52907581247894,604.1094569074853,60.87433482832988,0.6474469018188799,6.181114675279529,3.111343862274235,25.7865209441437,18137.479940173784,25125.56421593811,31077.40942512272,31077.40942512272,13807.070343465683,0.0,150.0,1,,0.8077715023468425,0.3366140937420239,2.9707609354181863,0.7232224907976128,0.5599675669938491,0.005359959025292725,0.024305949051910837,0.03442853569568315,0.6591280470247259,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,45.30917710919712,43.437823518402524,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,current,180.0,54.978665659530755,0.2739130977296242,0.7260869022703758,0.25,calibrated_country_scenario_analysis,,
maternal_duration_sensitivity,maternal_direct_antibody_only_maternal_duration_180d,symptom_protective,country_timeline,maternal_direct_antibody_only,2027-01-01,2032-01-01,2027,2032,178598.7183759822,532069.3586440901,20316.88145315805,20788.424285346322,30236.374359459653,38780.44038004414,13045.457941965593,72614.32260735607,171291.99460865502,16883.823379817564,78.52333705563541,77.86523551783031,77.93636970696232,6779.921191180246,33684.176789955076,0.06330786812417621,0.043,0.05245809152261119,27785451.40644793,288908.1207858252,2837781.2429930223,2617463.1935900324,5744152.557368879,4.999418194761015,383.02870823518555,14.625816600681189,1439.2702754864265,2093.391699953233,273.3470279545455,99.69176364142524,252.85809297025128,596.4741602289266,58.79296574798216,0.5652776629607589,5.390938602958965,2.7139056193757827,23.609088143125657,18112.992974787958,24785.423128289367,30650.521194190755,30650.521194190755,13788.429756885027,0.0,150.0,1,,0.8093626685904441,0.33566811445620154,2.979133128626316,0.7256600656213683,0.5616701348263385,0.005951895283931151,0.024290154643060075,0.03440751659535871,0.6610104990990183,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,45.30917710919712,43.437823518402524,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,maternal_direct_antibody_only,180.0,54.978665659530755,0.26602712934604933,0.7339728706539507,0.25,calibrated_country_scenario_analysis,,
maternal_duration_sensitivity,maternal_immunization_maternal_duration_180d,symptom_protective,country_timeline,maternal_immunization,2027-01-01,2032-01-01,2027,2032,178241.44963222824,530919.0860016815,20191.697378728866,20521.007580575395,29480.82591833942,38737.67810192812,13042.657124924091,72301.3428074276,170365.7446887389,16760.095320337823,77.55681226716209,76.89908172760558,76.9701081578587,6697.532892899762,33592.27529064494,0.0632719300856676,0.043,0.05230114261274933,27785451.406883806,288908.12078245915,2837781.24314695,2617463.1936307377,5744152.557560147,4.999418194761015,382.2006442988353,14.535698472917273,1420.7558893685468,2041.0818953440098,273.045614610824,99.67036014513042,251.76823255270253,593.2487663756413,58.36211904743191,0.5583197967416692,5.324047701972799,2.680258393251259,23.322195044152544,18089.42416385975,24697.260367326788,30520.83292430832,30520.83292430832,13770.488111874925,0.0,150.0,1,,0.8097464231769539,0.33572243743308133,2.9786510774970987,0.7258993392712856,0.5623655838868148,0.0058043307819128235,0.024164217027014503,0.03423324005833667,0.6616975514040219,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,45.30917710919712,43.437823518402524,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,,,Australia,maternal_immunization,180.0,54.978665659530755,0.2643879821117022,0.7356120178882978,0.25,calibrated_country_scenario_analysis,True,False
maternal_duration_sensitivity,current_maternal_duration_270d,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,180001.24679427897,534883.0234566989,20887.313606127052,21925.14346060734,31827.20469255067,38905.483136195995,13054.285770421173,73884.91236722452,173431.30235844114,17449.92360789323,89.03538825918444,88.37620877948689,88.44764176723542,7363.479825341171,33950.07844114248,0.06347196854695257,0.043,0.05336485415307601,27785451.40774999,288908.12071198795,2837781.244303099,2617463.1930252,5744152.558040287,4.999418194761015,385.0542230885987,15.036462105375204,1517.970137781752,2203.531592810881,274.228401670698,99.7592248277332,257.2825493296585,603.9236722995214,60.764243843620505,0.6409523344370529,6.118657606900351,3.0799298567166375,25.641160024461048,18137.479940165093,25108.872065329608,31055.29220177725,31055.29220177725,13807.070343465683,0.0,150.0,1,,0.8078776287648559,0.336524508912276,2.971551769683071,0.7235088213982264,0.5599937639756075,0.0056299237447719926,0.024302494282216064,0.03442376681627833,0.65915263655496,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,45.30917710919712,43.437823518402524,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,current,270.0,54.978665659530755,0.2734963085225146,0.7265036914774854,0.25,calibrated_country_scenario_analysis,,
maternal_duration_sensitivity,maternal_direct_antibody_only_maternal_duration_270d,symptom_protective,country_timeline,maternal_direct_antibody_only,2027-01-01,2032-01-01,2027,2032,178463.90485986092,531868.5732376135,20261.7225997122,20678.175619645182,30150.052292140903,38768.541816073026,13044.625858100104,72491.34329381833,171153.10232200712,16829.053508996985,77.17910927780213,76.52110606758134,76.59221083314435,6713.977286121459,33661.217716753716,0.06328860062524409,0.043,0.05229539229879454,27785451.406509705,288908.12078395823,2837781.243033381,2617463.193580827,5744152.557398167,4.999418194761015,382.884165847847,14.586108573791252,1431.637295464212,2087.415259236773,273.2631599732315,99.68540496058445,252.42985355861964,595.9905085512731,58.60224572729835,0.5556007698824738,5.297878853124956,2.6670992267279816,23.379457823842845,18112.992974747685,24755.735320597316,30611.59575101317,30611.59575101317,13788.429756885027,0.0,150.0,1,,0.809534713339099,0.3355413608544451,2.9802585214935435,0.726051868600896,0.5617623516319713,0.006257302527596573,0.024285625877157265,0.034401337215220186,0.661107602980922,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,45.30917710919712,43.437823518402524,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.5769242865424038e-05,1.502232944079048e-16,Australia,maternal_direct_antibody_only,270.0,54.978665659530755,0.26530488506431577,0.7346951149356842,0.25,calibrated_country_scenario_analysis,,
maternal_duration_sensitivity,maternal_immunization_maternal_duration_270d,symptom_protective,country_timeline,maternal_immunization,2027-01-01,2032-01-01,2027,2032,178110.21917271466,530723.6013531156,20138.00046385966,20413.67855663879,29396.729361082274,38726.089288913216,13041.848073853547,72181.61591940557,170230.44306101496,16706.776524863824,76.24856328966219,75.59092838030764,75.6619261486693,6633.347620583436,33569.95837315486,0.0632531854388348,0.043,0.05214336028209662,27785451.406930257,288908.12078060023,2837781.2431833684,2617463.193618914,5744152.557582882,4.999418194761015,382.0599178474015,14.497042873572944,1413.3250484572147,2035.2595360733535,272.9639299342247,99.66417747813759,251.35131875984868,592.7776181158652,58.17645197136211,0.5489019096222205,5.233478729451247,2.634704789459488,23.098688647920778,18089.424163829506,24668.356711435496,30482.933759009153,30482.933759009153,13770.488111874925,0.0,150.0,1,,0.8099143733491546,0.3355988290677306,2.9797481796284213,0.726281664288016,0.5624558879389266,0.006102194792473883,0.02415973579571415,0.03422712580063845,0.6617926078991894,,M2;M4;M6;M18;Y4;Y12-Y13,2.0,156.0,6,aP,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,45.30917710919712,43.437823518402524,True,Australia,AUS,1,contact_reduction_mean,Australia,AUS,2025,2025,True,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,True,0.0,prospective_policy,,,Australia,maternal_immunization,270.0,54.978665659530755,0.2636848803015616,0.7363151196984383,0.25,calibrated_country_scenario_analysis,True,False
maternal_duration_sensitivity,current_maternal_duration_90d,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,2242999.924242207,8070884.955137813,522093.0768760934,213456.5249939966,310818.88477471075,248300.65575597464,154015.53447242585,615772.7152223971,1697582.4309636045,373209.8956547674,1232.9072207286301,1225.3685749674958,1225.7836259388487,83914.01509635213,8054438.06097564,0.9979621944491102,0.997,0.9973809773078959,1396459581.8845315,8001977.13173074,88597357.33253273,133092917.26691955,229692251.73118302,4.999418194761015,115.60412210665633,7.478252031309398,533.5715471189939,776.9456250058741,56.05800423837625,23.146755083604425,53.62343491150559,147.8308452832554,32.50029768003806,0.17659669005758627,3.06302094234314,1.0674511366971067,7.307497742989748,4576.951660740786,305891.4391056688,43629.987708608816,43629.987708608816,175110.35623188465,0.0,210.0,1,,0.8191517271610683,0.27791251352360613,3.5982546713034536,0.6785738061456229,0.5722432188341816,0.00016647101190585224,0.009628246518028225,0.013700004100447786,0.6550790845152412,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,61.55520059847223,56.080676333404014,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,2.010611200412732e-05,1.6667804836994706e-16,China,current,90.0,4.146450779474111,1.803530881960175,0.803530881960175,0.25,calibrated_country_scenario_analysis,,
