analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_child_1_9_cases,total_adolescent_cases,total_child_adolescent_cases,total_child_adolescent_infections,total_child_adolescent_reported_cases,total_deaths,total_infant_deaths,total_child_adolescent_deaths,total_child_adolescent_hospitalizations,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,child_1_9_population,adolescent_population,child_adolescent_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_child_1_9_cases_per_100k,annualized_adolescent_cases_per_100k,annualized_child_adolescent_cases_per_100k,annualized_child_adolescent_infections_per_100k,annualized_child_adolescent_reported_cases_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,annualized_child_adolescent_deaths_per_million,annualized_child_adolescent_hospitalizations_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_FOI_reduction_case_proxy,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,routine_age_pattern,routine_first_shot_months,routine_last_shot_months,routine_dose_count,routine_scheduler_code,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_overlay_mode,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,npi_contact_reduction_country,npi_contact_reduction_iso3,npi_contact_reduction_periods_loaded,npi_contact_reduction_reduction_column,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_configured_anchor_year,resistance_timeline_applied,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,prospective_policy,policy_start_time,simulation_phase,contact_reciprocity_error_before,contact_reciprocity_error_after,country,strategy,figure2_reference_parent,common_current_practice_denominator,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status,timeliness_definition,timeliness_grace_months,timeliness_recent_window_months,contact_matrix_directional_intervention,contact_matrix_reciprocity_correction_after_intervention,relative_reduction_infant_cases,relative_reduction_child_1_9_cases,relative_reduction_adolescent_cases,relative_reduction_child_adolescent_cases,relative_reduction_child_adolescent_infections,relative_reduction_child_adolescent_reported_cases,relative_reduction_total_infections,relative_reduction_reported_cases,relative_reduction_resistant_infections,relative_reduction_deaths,relative_reduction_infant_deaths,relative_reduction_child_adolescent_deaths,current_primary_cases_per_100k,current_primary_total_cases,figure2_reference_estimand
figure2_programme_reference,maternal_immunization,symptom_protective,country_timeline,maternal_immunization,2027-01-01,2051-01-01,2027,2051,11639433.643225081,62067251.025012046,1148648.5369435474,300705.35536211816,675066.0282214634,1878933.7983000255,2030162.5752050427,4209801.728867186,20373456.8346133,806394.3943962685,739.9067548617402,715.9507108939824,717.9696335295819,91494.49886610232,42134842.189512946,0.6788578758310614,0.009999999999999998,0.9629501967505482,217576703.76794824,2110625.9287613765,20903584.638246387,20136065.352913618,43150275.91992138,24.000492823261258,1188.5842147586304,21.996552074885955,593.6216531325177,1332.646075304687,374.51615137885886,420.0839084224643,406.49752478913075,1967.2564904611413,77.86526455109802,0.14169170934726075,1.413356420109263,0.693269891791481,8.834688594918836,12500.677993525207,673773.236874879,1387051.788337306,1387051.788337306,74516.6113067327,364.0,8106.0,3,9.521917808219179,0.8169245919108368,0.18752938870346597,5.332497518995633,0.5153033999492617,0.3932262684093328,0.0006940183442668603,0.010504394645687176,0.014292437564308218,0.4898125493949993,0.1315756986381892,M2;M4;M6;M15;Y4,2.0,48.0,5,wP,True,Brazil,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Brazil_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,35.76538746298039,33.05184950384161,True,Brazil,BRA,1,contact_reduction_mean,Brazil,BRA,2025,2025,True,False,exact_year,2025,low_detected_model_anchor,https://www.paho.org/en/news/26-8-2025-paho-calls-strengthened-vaccination-and-surveillance-amid-spread-antibiotic,"PAHO reported antibiotic-resistant pertussis cases detected in Brazil since 2024, but no public national resistant fraction or denominator was located, so keep a conservative low detected anchor pending numeric reporting.",Brazil,BRA,3,relative_detection_prior_mean,True,0.0,prospective_policy,,,Brazil,maternal_immunization,True,True,0.8601273820862417,25.573598205341685,24.573598205341685,0.25,calibrated_country_scenario_analysis,,,,True,False,0.25486208742056293,0.12681886838900425,0.0936979841988057,0.12212278153597667,0.11831733261698862,0.15580263221840962,0.1315756986381892,0.16922411124463266,0.1295325299231811,0.4300371394316701,0.4365396393724462,0.43599590134435406,463.0459889372213,4795433.3931414625,within-profile annualised <18 symptomatic-case index versus the same production-runtime current-practice row
figure2_programme_reference,pregnancy_tdap_scaleup,symptom_protective,country_timeline,pregnancy_tdap_scaleup,2027-01-01,2051-01-01,2027,2051,13830984.694103565,71133507.42309716,1353230.6548385606,367876.7472730895,829145.0358385136,2139592.7859972976,2233830.412455832,4741299.94572622,22975437.160804905,927633.2580250937,905.1407047264372,877.7454029623996,880.082959395005,110972.2146370526,48185579.75632541,0.6773963705981898,0.009999999999999998,0.9590999463318554,217576703.78188354,2110625.9288176023,20903584.637469806,20136065.35094864,43150275.91723605,24.000492823261258,1362.2024926482172,25.914287625166647,726.2245216633013,1636.8130399781123,426.47168116537085,462.22712504401693,457.8188752036818,2218.503135992054,89.57206244110044,0.17333391376893706,1.7327548972138027,0.8498061611127075,10.715452526852358,15790.463641708051,787555.3765650918,1656495.367909032,1656495.367909032,94127.04192741135,364.0,7805.0,2,17.087671232876712,0.8100234580234339,0.19443698469467882,5.143054453196152,0.41487444845595123,0.30187387494368045,0.0007514330183952771,0.01059922112662769,0.014425719274764163,0.3890980750361641,0.004723659141526393,M2;M4;M6;M15;Y4,2.0,48.0,5,wP,True,Brazil,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Brazil_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,35.76538746298039,33.05184950384161,True,Brazil,BRA,1,contact_reduction_mean,Brazil,BRA,2025,2025,True,False,exact_year,2025,low_detected_model_anchor,https://www.paho.org/en/news/26-8-2025-paho-calls-strengthened-vaccination-and-surveillance-amid-spread-antibiotic,"PAHO reported antibiotic-resistant pertussis cases detected in Brazil since 2024, but no public national resistant fraction or denominator was located, so keep a conservative low detected anchor pending numeric reporting.",Brazil,BRA,3,relative_detection_prior_mean,True,0.0,prospective_policy,2.8141735141323725e-05,1.480345728618647e-16,Brazil,pregnancy_tdap_scaleup,True,True,0.8601273820862417,30.12843000336934,29.12843000336934,0.25,calibrated_country_scenario_analysis,,,,,,0.08841360267933696,0.0056850051054734285,0.002776905410020847,0.011288541221438408,0.005713910767773722,0.02888021031229948,0.004723659141526393,0.02125727426076418,0.0045298018200977674,0.30275459455818166,0.3092056006553676,0.3086470888530667,463.0459889372213,4795433.3931414625,within-profile annualised <18 symptomatic-case index versus the same production-runtime current-practice row
figure2_programme_reference,targeted_pep_high_risk,symptom_protective,country_timeline,targeted_pep_high_risk,2027-01-01,2051-01-01,2027,2051,14961511.648299022,76800299.8978558,1475906.7516190251,429861.8223667018,925258.7382708602,2273656.348211304,2392723.3805126674,5096241.551090673,24589396.9944044,1014114.2891670171,1387.4463768840833,1356.8525112608593,1359.3487378912162,139714.89911276166,69261080.11543654,0.9018334590822379,0.009999999999999998,0.9963075645401652,217576703.78911966,2110625.9289626596,20903584.639060996,20136065.35054184,43150275.918565504,24.000492823261258,1470.7212359324903,28.26352767826682,848.5890957287858,1826.5508476689681,453.19373456768005,495.10546684983996,492.0919581807532,2374.3467408586143,97.92265169779452,0.26569516693488654,2.678558982579179,1.3125841378854266,13.490839788924676,15389.85074853803,853446.6864803314,1387369.3509034938,1387369.3509034938,91738.98623762796,728.0,8766.0,2,19.08219178082192,0.8094961953885762,0.19481058886746266,5.133191197734839,0.41178463012468247,0.3001108641113394,0.0005231346381392834,0.010455116153371762,0.014233547437017293,0.38657283189615416,-0.07456421352213471,M2;M4;M6;M15;Y4,2.0,48.0,5,wP,True,Brazil,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Brazil_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,35.76538746298039,33.05184950384161,True,Brazil,BRA,1,contact_reduction_mean,Brazil,BRA,2025,2025,True,False,exact_year,2025,low_detected_model_anchor,https://www.paho.org/en/news/26-8-2025-paho-calls-strengthened-vaccination-and-surveillance-amid-spread-antibiotic,"PAHO reported antibiotic-resistant pertussis cases detected in Brazil since 2024, but no public national resistant fraction or denominator was located, so keep a conservative low detected anchor pending numeric reporting.",Brazil,BRA,3,relative_detection_prior_mean,True,0.0,prospective_policy,2.8141735141323725e-05,1.480345728618647e-16,Brazil,targeted_pep_high_risk,True,True,0.8601273820862417,32.85969993155379,31.85969993155379,0.25,calibrated_country_scenario_analysis,,,,,,-0.06518336073594266,-0.056617228782564144,-0.06815584598896507,-0.06272804416295208,-0.06413189020201804,-0.06165496622214106,-0.07456421352213471,-0.06746990385676543,-0.4308708434625994,-0.06877373487661376,-0.0678564790567786,-0.06784218143598775,463.0459889372213,4795433.3931414625,within-profile annualised <18 symptomatic-case index versus the same production-runtime current-practice row
figure2_programme_reference,timeliness_only,symptom_protective,country_timeline,timeliness_only,2027-01-01,2051-01-01,2027,2051,11770556.10299968,62936649.08119214,1087863.5708442417,269037.0286491932,719020.0023275097,1585672.6618743755,1857526.953024662,3712236.6435482306,19892934.582782295,710715.5618832756,982.2675522754329,958.6993403937017,960.2196663144828,87547.04817702831,43862978.830038205,0.6969385798321145,0.009999999999999998,0.9825212169767276,217576703.77204013,2110625.9286421402,20903584.636225205,20136065.35370435,43150275.918571696,24.000492823261258,1205.2331364918361,20.832523540812872,531.1052924790583,1419.4155003562198,316.0622387369796,384.3619185607429,358.4527500983109,1920.8573680551958,68.62653762590513,0.18810365982081834,1.8925658528707667,0.9271859882292467,8.453523628830425,11586.750249051474,649397.6008551087,1326773.8724424858,1326773.8724424858,69068.68292105438,364.0,8766.0,4,6.347945205479452,0.8174935929266831,0.1870222878853137,5.346956297600331,0.4513891997083718,0.32393387675530033,0.0005029746010841185,0.012298910957887486,0.013383593415890268,0.42520372073351,0.1194113706379164,M2;M4;M6;M15;Y4,2.0,48.0,5,wP,True,Brazil,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Brazil_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,35.76538746298039,33.05184950384161,True,Brazil,BRA,1,contact_reduction_mean,Brazil,BRA,2025,2025,True,False,exact_year,2025,low_detected_model_anchor,https://www.paho.org/en/news/26-8-2025-paho-calls-strengthened-vaccination-and-surveillance-amid-spread-antibiotic,"PAHO reported antibiotic-resistant pertussis cases detected in Brazil since 2024, but no public national resistant fraction or denominator was located, so keep a conservative low detected anchor pending numeric reporting.",Brazil,BRA,3,relative_detection_prior_mean,True,0.0,prospective_policy,2.8141735141323725e-05,1.480345728618647e-16,Brazil,timeliness_only,True,True,0.8601273820862417,24.22027710626247,23.22027710626247,0.25,calibrated_country_scenario_analysis,schedule_relative,1.0,48.0,,,0.3333351523027497,0.26310365457644536,0.17076570985391493,0.2258808872936613,0.1391124359796867,0.25596679397496114,0.1194113706379164,0.2131876759121054,0.0938308006355969,0.243342461384918,0.24549404330206193,0.24569535796556607,463.0459889372213,4795433.3931414625,within-profile annualised <18 symptomatic-case index versus the same production-runtime current-practice row
figure2_programme_reference,adolescent_booster,symptom_protective,country_timeline,adolescent_booster,2027-01-01,2051-01-01,2027,2051,41318384.31177108,199440858.11902052,7831931.7670998415,1633995.1673238396,3276609.7603171715,6401311.6723297965,4224204.075237309,12259510.914890945,56921964.532935284,5313361.228292708,6699.164147070687,6544.4060244823595,6552.401607684086,564563.7373781069,199412422.9575398,0.9998574255959942,0.997,0.9999557267643115,1336915575.6669774,7978469.581143079,78945023.77738577,88756327.51365334,175679820.8721822,24.000492823261258,621.5699232562955,24.408705785449712,853.318211826147,1711.1377300492436,337.8501013676275,198.30122981392145,290.757619901255,1350.0126589550118,126.01646796019344,0.2087836456405086,3.417672804639803,1.5540266730977736,13.389702876582966,11337.497296485457,2633499.662586194,1126470.411185766,1126470.411185766,415267.8554727029,6811.0,8708.0,3,10.797260273972602,0.8073544120380229,0.20717111178449435,4.826927805649999,0.44764047814807645,0.33464696390512594,3.68022609977243e-05,0.01204507854643197,0.016434334938925182,0.4191242624017214,-0.008766195312920333,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,2.010611200412732e-05,1.6667804836994706e-16,China,adolescent_booster,True,True,4.146450779474111,5.8866503145963875,4.8866503145963875,0.25,calibrated_country_scenario_analysis,,,,,,-0.007937201908885472,-0.007907660624181911,0.011889561310069463,-0.001001140707999948,-0.005784781193592936,-0.005126850917852588,-0.008766195312920333,-0.006529855833028231,-0.008767606733209643,-0.006892679441100169,-0.006805971461096405,-0.006806809632050825,290.46682174168603,12247249.694423398,within-profile annualised <18 symptomatic-case index versus the same production-runtime current-practice row
figure2_programme_reference,cocooning_adjunct,symptom_protective,country_timeline,cocooning_adjunct,2027-01-01,2051-01-01,2027,2051,37396397.18015036,187252418.8607438,7166290.374714678,1462963.010003956,2919010.945663927,6070528.871882679,4245222.56043882,11778714.442325456,54708624.742552176,4985507.764380602,6003.807232559802,5858.299877291781,5865.745456347264,507699.80506160535,187224073.5912557,0.9998486253493517,0.997,0.9999586458965116,1336915575.769968,7978469.583113713,78945023.78960267,88756327.58487637,175679820.95759276,24.000492823261258,583.5838890264074,22.334192702090956,764.0004109685467,1524.3895757165424,320.3919601772552,199.28792238712947,279.35461690581934,1297.5190952487824,118.24079940294124,0.18711241195489062,3.0593688857627406,1.391173105391482,12.041066556168497,10732.13073391852,2443345.127718137,1014003.877390405,1014003.877390405,393094.5955993219,7161.0,8708.0,3,11.305479452054794,0.8148399163159715,0.19971115677796064,5.007231524435074,0.5557548420050188,0.432128322521461,3.490959014192076e-05,0.011956587107395677,0.016313264207162184,0.5274500811003191,0.052882584246767506,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,,,China,cocooning_adjunct,True,True,4.146450779474111,5.386339761381075,4.386339761381075,0.25,calibrated_country_scenario_analysis,,,,True,False,0.09756474664814974,0.04417518358640593,0.006972993771391378,0.03825636528549492,0.03332390901138926,0.056893084408541794,0.052882584246767506,0.0790158249309949,0.05288959514970726,0.097620327174197,0.09874612348281098,0.0987010835701786,290.46682174168603,12247249.694423398,within-profile annualised <18 symptomatic-case index versus the same production-runtime current-practice row
figure2_programme_reference,current,symptom_protective,country_timeline,current,2027-01-01,2051-01-01,2027,2051,41029111.21352543,197707713.68597832,7781122.161168232,1621127.947484518,3250061.7931065913,6351089.412660642,4275032.334278239,12247249.694423398,56594577.28658849,5286259.364617214,6653.305048149936,6500.166079651863,6508.1021949769465,560462.599165842,197679249.04261792,0.999856026642412,0.997,0.9999493159034588,1336915575.6278865,7978469.579417704,78945023.77271025,88756327.51665202,175679820.86877996,24.000492823261258,616.1684701197371,24.250354467590213,846.5985880813017,1697.2736356130838,335.1994578336782,200.68731393034977,290.46682174168603,1342.248047717583,125.3736957156794,0.20735441811187236,3.394569462494442,1.5435202247944728,13.292436583448879,12543.350859439563,2617655.8831543764,1119109.7217284725,1119109.7217284725,459435.64752192295,6804.0,8694.0,3,10.797260273972602,0.8070865043268851,0.2075240790993744,4.818717925841959,0.44557032405210234,0.3326523294700916,3.689869065429674e-05,0.012062704408082374,0.01645906580696944,0.4170116551463962,0.0,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,2.010611200412732e-05,1.6667804836994706e-16,China,current,True,True,4.146450779474111,5.848460709490408,4.848460709490408,0.25,calibrated_country_scenario_analysis,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.46682174168603,12247249.694423398,within-profile annualised <18 symptomatic-case index versus the same production-runtime current-practice row
figure2_programme_reference,maternal_immunization,symptom_protective,country_timeline,maternal_immunization,2027-01-01,2051-01-01,2027,2051,37121738.65935824,186719066.01532826,6949243.580418706,1266241.2474557306,2764964.88113227,6036260.092988836,4252043.669650734,11554545.0100953,54431706.05323642,4772871.133953992,3550.0767720431386,3404.9227271934797,3412.302631509081,388172.52841233095,186690752.05914956,0.9998483606587001,0.997,0.9999585400880195,1336915575.8068662,7978469.5861064745,78945023.80166441,88756327.57296284,175679820.96073374,24.000492823261258,581.9216614693378,21.657752775714968,661.2667760314787,1443.942389698942,318.5833135552091,199.60813287729968,274.0380124302636,1290.9514417906298,113.19771726119596,0.11064036563686827,1.778146367425343,0.8092924733360782,9.206249841357263,10966.327540050543,2388681.5522634136,1005090.5063494714,1005090.5063494714,401672.7150052977,7161.0,8708.0,3,11.305479452054794,0.8157561658285982,0.19881064880814486,5.029911657121619,0.5567301260169074,0.4322523653246387,0.0010024189338542077,0.01190447294845602,0.016242276549412835,0.5275809575851844,0.05558026778916414,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,,,China,maternal_immunization,True,True,4.146450779474111,5.22320266839434,4.22320266839434,0.25,calibrated_country_scenario_analysis,,,,True,False,0.21891344269245383,0.04957091598241503,0.005377424737393444,0.0565600202216302,0.038216934149000514,0.09711748804826126,0.05558026778916414,0.10690984712989393,0.05558750873795215,0.46641905844520126,0.47617911827633774,0.47568391993863457,290.46682174168603,12247249.694423398,within-profile annualised <18 symptomatic-case index versus the same production-runtime current-practice row
figure2_programme_reference,pregnancy_tdap_scaleup,symptom_protective,country_timeline,pregnancy_tdap_scaleup,2027-01-01,2051-01-01,2027,2051,40749386.27642708,197237443.90916413,7545232.476689577,1402987.7593776882,3082291.818203575,6319918.239716858,4283687.579196641,12006593.578291187,56320851.636228204,5053800.626577081,3907.1229001004626,3754.2815727943125,3762.1542392075294,427133.10969331587,197209008.84276095,0.9998558333253584,0.997,0.9999491117098219,1336915575.6535945,7978469.581817938,78945023.78377798,88756327.51349254,175679820.87908846,24.000492823261258,614.7028449002762,23.515189494095566,732.6796491727972,1609.6594378067052,333.5542974700149,201.0936261518406,284.75920418391786,1335.756123193054,119.86049458110287,0.12176793181181467,1.9605913788377833,0.8922664369275343,10.130274136769897,12300.197254860605,2558481.561342815,1109895.533985089,1109895.533985089,450529.46009958157,6804.0,8694.0,3,10.797260273972602,0.8080234458108215,0.2066006609535755,4.840255570260283,0.44626850441602045,0.3324872758530428,0.001065777652148948,0.012011671586472605,0.016389387243751052,0.41680166793364787,0.0023786111732652104,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,2.010611200412732e-05,1.6667804836994706e-16,China,pregnancy_tdap_scaleup,True,True,4.146450779474111,5.671160890297116,4.671160890297116,0.25,calibrated_country_scenario_analysis,,,,,,0.13456074731504997,0.004908004110546038,-0.002024603381125978,0.01964980896456392,0.004836605616368006,0.04397414542238698,0.0023786111732652104,0.030315638232215947,0.002378804058263073,0.41275458259847797,0.4224329768208961,0.4219276024720051,290.46682174168603,12247249.694423398,within-profile annualised <18 symptomatic-case index versus the same production-runtime current-practice row
figure2_programme_reference,targeted_pep_high_risk,symptom_protective,country_timeline,targeted_pep_high_risk,2027-01-01,2051-01-01,2027,2051,40101163.068817854,193159780.76912883,7583521.683444481,1568364.6895119932,3139003.0390794193,6184060.313482791,4216326.2257865,11968751.228781285,55315377.46087844,5144960.551995345,6424.591494440539,6275.145891229557,6282.851078810415,542110.2310569987,193137593.48196548,0.9998851350572309,0.997,0.9999760128437097,1336915575.5251958,7978469.571908289,78945023.72491919,88756327.54091097,175679820.83773845,24.000492823261258,601.9945524399685,23.634520206877262,819.0441322336272,1639.2756336675106,326.38395255668075,197.93141162726835,283.8617009530117,1311.9093909433427,122.02252563438529,0.20022641700593,3.2770575973122353,1.4900976384043279,12.857175268362486,10324.372793397659,2558166.2112894133,1660839.3159154211,1660839.3159154211,378159.3094526549,6811.0,8729.0,3,10.797260273972602,0.806991916808962,0.20760617406554283,4.816812431042115,0.4433482479190286,0.3309131935143047,3.634430718423261e-05,0.011986620810147047,0.016352074532833476,0.41497320826886386,0.023003315510860767,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,2.010611200412732e-05,1.6667804836994706e-16,China,targeted_pep_high_risk,True,True,4.146450779474111,5.699939891695712,4.699939891695712,0.25,calibrated_country_scenario_analysis,,,,,,0.032547250853578014,0.026299283213504276,0.013732319173593077,0.02273967384319142,0.022602869162399175,0.026729451371158675,0.023003315510860767,0.025394856118552855,0.02297487259106945,0.03437593076737022,0.034617606021899894,0.03461087570818788,290.46682174168603,12247249.694423398,within-profile annualised <18 symptomatic-case index versus the same production-runtime current-practice row
