country,outcome,posterior_median,parameter_credible_interval_low,parameter_credible_interval_high,combined_median,combined_credible_interval_low,combined_credible_interval_high,posterior_draws,stochastic_replicates_per_draw,stochastic_overlay_applied,superspreading_k,aggregate_over_analysis_years,household_design_effect,credible_interval_low_percentile,credible_interval_high_percentile,superspreading_k_sweep
United_Kingdom,annualized_child_adolescent_infections_per_100k,4618.1832533942015,4611.056717888687,4625.339019464238,4608.965024435305,3842.621872960355,5439.275981675483,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_Kingdom,annualized_child_adolescent_reported_cases_per_100k,191.98485767729136,191.65295403859994,192.332202317695,191.8111532607544,160.96944547620396,226.60489128720516,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_Kingdom,total_infections,54227664.29369774,54151106.851974934,54303876.87054695,54116678.0,45336105.175,63886139.125,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_Kingdom,total_reported_cases,940140.5513869894,938621.2367311909,941707.3732933312,938648.0,785000.85,1108785.3,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_Kingdom,total_infant_cases,445029.07554083015,444166.7358774119,445940.1633420835,444767.5,372592.55,525418.6749999999,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_Kingdom,total_infant_infections,939308.9917684682,937507.2720473893,941196.8847919927,938036.0,785616.675,1107324.275,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_Kingdom,total_child_1_9_cases,1864242.585131161,1861046.6125817096,1867517.65586662,1857702.0,1552255.075,2200320.3499999996,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_Kingdom,total_adolescent_cases,1117912.9072258617,1116452.80714196,1119329.8006511247,1115419.0,935701.2,1319761.0999999999,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_Kingdom,total_child_adolescent_cases,3427201.9067881918,3421666.155601081,3432787.619859828,3416040.0,2861119.125,4026101.7499999995,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_Kingdom,total_child_adolescent_infections,16222267.3150639,16197233.97783535,16247403.342912007,16198494.0,13551969.075,19062211.55,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_Kingdom,total_child_adolescent_reported_cases,674384.1701128443,673218.2944233894,675604.2862449681,673996.0,565075.95,794799.9,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_Kingdom,resistant_infections,53153961.535604134,53083182.922812685,53219765.09759225,53058087.0,44488082.875,62794908.775,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,annualized_infections_per_100k,1388.2986563923923,1373.070498912465,1403.7559854724348,1387.5517065825109,1157.9127063142514,1634.109985959182,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,annualized_reported_cases_per_100k,22.321983786784067,22.06630755328982,22.581856395604085,22.257804926824285,18.6947139586518,26.286333333297218,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,annualized_infant_cases_per_100k,689.7494001699426,681.0620235914115,698.6122009475865,687.9835955409234,576.0003239533405,812.47621057384,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,annualized_infant_infections_per_100k,1377.6737983062217,1360.2569830964164,1395.4452933501689,1373.2977941678273,1149.7646659405245,1623.6457293806793,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,annualized_child_1_9_cases_per_100k,318.95278595565173,314.87939620498,323.1037644048701,317.67714025684904,265.1454001014027,375.6754716365696,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,annualized_adolescent_cases_per_100k,392.1216678252673,387.9887819045192,396.30206963824503,391.4570727040086,327.1964914750812,462.175512814427,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,annualized_child_adolescent_cases_per_100k,371.5311295735364,367.20150140374636,375.9291241011845,371.45011166549966,310.77799646083076,438.9142781981808,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,annualized_child_adolescent_infections_per_100k,1815.0946666675331,1793.5800911246542,1836.96065436012,1807.7238430926932,1524.8892205769755,2139.2446690573183,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,annualized_child_adolescent_reported_cases_per_100k,83.94468181645163,82.91981231023246,84.98794415250178,83.7327118610248,70.11315127987838,99.02792776349563,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,total_infections,40698876.30921185,40252452.99859638,41152017.93874468,40644469.5,34081685.1,47895914.125,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,total_reported_cases,654383.4447519494,646888.1301760436,662001.7788699187,652738.5,547688.25,773165.825,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,total_infant_cases,131133.71116362137,129482.08536236534,132818.6881810921,130916.5,109685.175,154649.19999999995,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,total_infant_infections,261920.45676337773,258609.20841140408,265299.1359725101,261387.5,218891.025,309903.02499999997,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,total_child_1_9_cases,591365.6554879787,583813.2438535144,599061.9233981007,589620.5,492948.125,699671.275,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,total_adolescent_cases,704348.2778299231,696924.5845946445,711857.32303681,703179.5,589081.175,831075.475,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,total_child_adolescent_cases,1426847.644481523,1410219.9138105242,1443737.9346160027,1424100.5,1191647.3,1681873.85,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,total_child_adolescent_infections,6970784.7970056515,6888159.094799057,7054760.089252648,6940509.0,5793597.475,8229465.75,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,total_child_adolescent_reported_cases,322385.5606770839,318449.598169666,326392.1603609714,321537.0,269122.675,380233.275,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,resistant_infections,40641343.277155586,40196056.30509526,41093270.12502642,40462439.5,34026166.425,47908241.349999994,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,annualized_infections_per_100k,3446.6201700489037,3445.1448227932938,3447.8696425272237,3433.5831590993093,2864.7121801312533,4051.9076369416,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,annualized_reported_cases_per_100k,61.631527813213424,61.58162944247284,61.67279520405739,61.50245309496176,51.543427131342355,72.3989947377673,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,annualized_infant_cases_per_100k,3110.731759445792,3106.4468624161577,3114.373951426714,3104.186969762258,2595.9917941775084,3684.101986618074,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,annualized_infant_infections_per_100k,6600.479130697988,6591.1181595963735,6608.483436002051,6580.865060611715,5521.170089921171,7784.86452118298,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,annualized_child_1_9_cases_per_100k,1264.1102404614928,1262.9501096157326,1265.1041783228789,1262.6036783291918,1055.5462801380068,1495.56272168947,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,annualized_adolescent_cases_per_100k,824.0479346211548,823.9417877585972,824.1395581153704,820.7012997665731,688.1107017283289,973.9012985375459,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,annualized_child_adolescent_cases_per_100k,1156.1671646417465,1155.376242384147,1156.8066834658591,1152.6331745404382,964.1966387759971,1360.2929600149898,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,annualized_child_adolescent_infections_per_100k,5434.162100793876,5430.912786717667,5436.751001090852,5431.406814530597,4538.380750246159,6376.630048283144,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,annualized_child_adolescent_reported_cases_per_100k,236.4070296953812,236.17175696674653,236.60613987519872,235.90972092343037,196.90649070205828,278.81354234384395,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,total_infections,4948252.509373121,4946134.37934397,4950046.354118179,4938161.0,4128119.325,5854560.449999999,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,total_reported_cases,88483.31033173387,88411.67213239739,88542.55721267218,88142.0,73992.775,104263.025,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,total_infant_cases,43973.01647929666,43912.445582683235,44024.502208356906,43855.0,36536.0,51730.649999999994,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,total_infant_infections,93303.76259672911,93171.43679940309,93416.91080124829,93002.0,78306.325,110314.05,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,total_child_1_9_cases,173871.21890424078,173711.64970211126,174007.9297483553,173098.0,145523.45,205075.57499999998,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,total_adolescent_cases,105395.0316941441,105381.45562888247,105406.75030560358,105187.5,88210.275,124036.65,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,total_child_adolescent_cases,323240.5307473506,323019.40519464586,323419.32698614954,322352.0,270013.05,381106.27499999997,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,total_child_adolescent_infections,1519279.8202055926,1518371.3786684228,1520003.622848994,1517014.5,1266443.4,1795961.2249999999,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,total_child_adolescent_reported_cases,66094.53721617121,66028.75986245637,66150.20439432109,65838.5,54968.95,77978.54999999999,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,resistant_infections,4864978.962206428,4863853.878960011,4865954.800422965,4854015.5,4048589.775,5747063.0,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,annualized_infections_per_100k,1637.658631205285,1624.1362383853611,1652.3561509688338,1637.1601662880093,1369.6242454388403,1935.5998153199657,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,annualized_reported_cases_per_100k,23.25601406667896,23.050395430805686,23.47962877775184,23.22531935866325,19.3552180389904,27.44837478824087,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,annualized_infant_cases_per_100k,847.1899237515413,838.8939759574723,856.2450941218315,846.2800645178633,705.1182487108034,1003.9581592049587,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,annualized_infant_infections_per_100k,1804.0126258317957,1786.1790986996104,1823.4484902540664,1800.4654171929774,1507.4856398076415,2133.980353248836,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,annualized_child_1_9_cases_per_100k,452.0124231012735,447.6212959970447,456.7790161372564,450.95114798492966,377.28655639627766,531.945353906149,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,annualized_adolescent_cases_per_100k,488.5738046331304,484.7147912395154,492.7765614554889,486.64985499269005,407.50491528216804,576.1863471701481,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,annualized_child_adolescent_cases_per_100k,488.59154503966886,484.2534462024371,493.30833998798676,488.31322544961415,409.1324783332153,578.0936204997051,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,annualized_child_adolescent_infections_per_100k,2447.898472652151,2426.5561802555303,2471.0766635111927,2438.9214839028555,2044.9189498015062,2888.7505153510597,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,annualized_child_adolescent_reported_cases_per_100k,83.25010424007036,82.4714237393977,84.0971399513294,82.99874671233826,69.25795606692729,98.41946312148004,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,total_infections,4657726.202858799,4619266.659197407,4699527.968843064,4648731.0,3908010.5,5525414.1,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,total_reported_cases,66143.29997009318,65558.49231015882,66779.29093821526,65959.5,55309.9,78092.05,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,total_infant_cases,21276.85075831571,21068.501208273265,21504.267894400626,21261.5,17745.975,25130.125,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,total_infant_infections,45307.08679344172,44859.20459280182,45795.21108530227,45140.0,37982.95,53356.299999999996,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,total_child_1_9_cases,111240.6808261838,110160.020306349,112413.74382772956,110995.5,92706.9,130913.54999999999,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,total_adolescent_cases,114951.66702351382,114043.71814834428,115940.4918337115,114792.0,95990.925,135379.25,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,total_child_adolescent_cases,247469.46766171893,245272.23966296655,249858.5035558417,247247.0,206444.425,291161.1,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,total_child_adolescent_infections,1239849.8051536684,1229040.0278338615,1251589.4568733708,1235408.5,1035930.225,1452412.9749999999,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,total_child_adolescent_reported_cases,42165.81148042611,41771.41322872392,42594.83134235493,42001.0,35182.975,49891.05,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,resistant_infections,4563952.18010514,4527206.094658421,4604003.1046108855,4549968.0,3809106.975,5383615.499999999,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,annualized_infections_per_100k,1437.6995322701277,1425.4312070375727,1447.9679184330992,1430.9016139594057,1200.8776025471784,1693.095254356152,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,annualized_reported_cases_per_100k,23.60008397682828,23.381123733119278,23.783410729099252,23.54733288717569,19.674424503700056,27.864146898916125,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,annualized_infant_cases_per_100k,687.1607125447781,679.719079181237,693.4076220863674,685.7545739026295,574.2284607620505,809.2036739929558,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,annualized_infant_infections_per_100k,1459.9133146606869,1443.9568554338857,1473.3085438993432,1454.390953629098,1215.052602752397,1729.401696747066,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,annualized_child_1_9_cases_per_100k,368.05724941280056,364.3576330801721,371.1534205164748,367.0305646718277,308.1780792094561,433.48938544249796,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,annualized_adolescent_cases_per_100k,418.5721588167605,415.0591403432575,421.50686372687954,418.0865647730051,349.53660993549283,494.5923819100934,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,annualized_child_adolescent_cases_per_100k,407.3297724244307,403.52235781406927,410.5147374091905,406.46239251130027,339.34151096234643,480.73442144374786,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,annualized_child_adolescent_infections_per_100k,2040.9253339819247,2022.2700088061479,2056.5231646281177,2034.2346542456305,1712.5089590368198,2410.956977013616,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,annualized_child_adolescent_reported_cases_per_100k,78.31643771010519,77.5384903285561,78.96790805544009,78.03545634450435,65.71063192480527,92.27003838984999,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,total_infections,136099168.79883465,134937793.4402969,137071220.93683445,135573273.0,114164851.225,160387553.3,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,total_reported_cases,2234091.1579468567,2213363.3872507955,2251445.70206197,2226799.5,1857831.75,2631347.325,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,total_infant_cases,652738.7010281697,645669.8423660111,658672.6829355023,652453.0,546131.875,770052.2,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,total_infant_infections,1386781.7283911556,1371624.5781335912,1399505.9478609387,1382779.0,1155950.5,1630385.35,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,total_child_1_9_cases,3373103.664487156,3339198.1039521894,3401478.8921712805,3371459.5,2821435.575,3987203.4249999993,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,total_adolescent_cases,3503654.157050624,3474248.473536634,3528219.07556843,3498108.0,2920120.575,4151214.025,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,total_child_adolescent_cases,7529496.52256595,7459116.419854835,7588370.650675213,7499882.0,6275094.55,8882423.024999999,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,total_child_adolescent_infections,37726533.25478347,37381689.35614796,38014859.401606455,37675927.0,31378072.05,44581735.85,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,total_child_adolescent_reported_cases,1447680.4430184136,1433300.0766390807,1459722.8825814622,1440848.0,1205702.75,1713477.325,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,resistant_infections,133970747.22070831,132840491.43414745,134914772.51489434,133566523.5,112111780.875,158597769.725,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,annualized_infections_per_100k,1425.4245455602825,1413.8361663541432,1433.8675790793225,1421.3342408148387,1191.2686438904193,1684.2203865705358,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,annualized_reported_cases_per_100k,24.744080914467766,24.519341451033487,24.90905636373109,24.721363149299684,20.766371699647653,29.133445860907848,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,annualized_infant_cases_per_100k,695.9651249129481,688.3649990791055,701.5612157308922,694.11336250304,577.8034936629625,819.8569130798185,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,annualized_infant_infections_per_100k,1461.5935806291213,1445.5071033776048,1473.4403742940488,1456.9078629418989,1225.4276084601447,1728.2980571542262,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,annualized_child_1_9_cases_per_100k,354.0826622183329,350.4121445356687,356.79059081427397,353.33816357535625,296.85719752781785,418.46070043874414,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,annualized_adolescent_cases_per_100k,383.9046256793885,380.97562961647515,386.0947472792535,382.5816950570254,320.7671154115623,450.31676484605197,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,annualized_child_adolescent_cases_per_100k,384.68654154157684,381.17000246672376,387.292544977667,383.55358044747265,320.0761881693869,454.2494289168053,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,annualized_child_adolescent_infections_per_100k,1916.1619614599072,1898.500421859492,1929.1901754779274,1909.4271252490155,1598.5436261976552,2259.737034150101,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,annualized_child_adolescent_reported_cases_per_100k,78.503481850707,77.72206876333067,79.08077559713495,78.23387031712943,65.72915632203254,92.23663618954589,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,total_infections,80566872.40970138,79911881.94910948,81044083.79646195,80381920.5,67452596.625,95145060.14999999,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,total_reported_cases,1398568.0379858618,1385865.4673953883,1407892.667808511,1390937.5,1160950.05,1647520.5999999999,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,total_infant_cases,385870.1891625883,381656.3828023259,388972.8800545671,384749.5,320806.75,456937.175,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,total_infant_infections,810364.4439176857,801445.4731548064,816932.7681273625,808152.5,678230.275,958534.8499999999,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,total_child_1_9_cases,1948873.7269207966,1928671.1674258015,1963778.1867217831,1950562.5,1634608.225,2295027.475,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,total_adolescent_cases,2033140.1762525616,2017628.3553455025,2044738.9533159889,2026410.0,1691995.175,2395053.0,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,total_child_adolescent_cases,4367884.092335947,4327955.90557363,4397473.693469391,4353339.5,3627008.575,5124270.15,100,100,True,5.0,True,3.0,2.5,97.5,5.0
