analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_child_1_9_cases,total_adolescent_cases,total_child_adolescent_cases,total_child_adolescent_infections,total_child_adolescent_reported_cases,total_deaths,total_infant_deaths,total_child_adolescent_deaths,total_child_adolescent_hospitalizations,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,child_1_9_population,adolescent_population,child_adolescent_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_child_1_9_cases_per_100k,annualized_adolescent_cases_per_100k,annualized_child_adolescent_cases_per_100k,annualized_child_adolescent_infections_per_100k,annualized_child_adolescent_reported_cases_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,annualized_child_adolescent_deaths_per_million,annualized_child_adolescent_hospitalizations_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_FOI_reduction_case_proxy,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,routine_age_pattern,routine_first_shot_months,routine_last_shot_months,routine_dose_count,routine_scheduler_code,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_overlay_mode,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,npi_contact_reduction_country,npi_contact_reduction_iso3,npi_contact_reduction_periods_loaded,npi_contact_reduction_reduction_column,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_configured_anchor_year,resistance_timeline_applied,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,prospective_policy,policy_start_time,simulation_phase,contact_reciprocity_error_before,contact_reciprocity_error_after,country,contact_assumption,contact_shock_applied,routine_delivery_delay_applied,routine_delivery_delay_reduction,timeliness_recovery_applied,shock_recovery_window,implementation_note,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status,timeliness_definition,timeliness_grace_months,timeliness_recent_window_months,relative_reduction_infant_cases,relative_reduction_child_1_9_cases,relative_reduction_adolescent_cases,relative_reduction_child_adolescent_cases,relative_reduction_child_adolescent_infections,relative_reduction_child_adolescent_reported_cases,relative_reduction_total_infections,relative_reduction_reported_cases,relative_reduction_resistant_infections,relative_reduction_deaths,relative_reduction_infant_deaths,relative_reduction_child_adolescent_deaths
shock_recovery_sensitivity,combined_shock_timeliness_recovery,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,2133064.2383589093,7854473.065217069,480923.1225900479,187501.89408973482,293186.66864852986,233789.0142208664,146637.91328528736,567928.8215958886,1639250.7220715948,337524.7699469455,1171.3350888810796,1164.2139256496664,1164.5645526262922,76079.39140104128,7838306.896277704,0.9979417882262586,0.997,0.9972366308263019,1396459581.80947,8001977.139542394,88597357.90460378,133092916.6665,229692251.71064618,4.999418194761015,112.50432491737821,6.888550103221415,468.69345231938513,732.8708468253396,52.7817593777752,22.037983971709053,49.4570373923421,142.75113566010572,29.392724111448047,0.16777734461931235,2.910154303774147,1.014139632202312,6.62523394170205,4576.951660986803,296265.73696628463,40637.8949020358,40637.8949020358,175110.35623188465,0.0,210.0,1,,0.8270250991935807,0.27157318137673936,3.6822487218012587,0.7860682891210035,0.6665273883680187,0.00016542538445624198,0.009303126522577872,0.01252326098213296,0.7640764762318365,0.02681389849114124,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,61.55520059847223,56.080676333404014,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,2.010611200412732e-05,1.6667804836994706e-16,China,mean,True,True,0.25,True,historical COVID-19 shock with 2027-2031 prospective recovery readout,Combined historical COVID-19 shock with routine-timeliness recovery carried into prospective policy t0.,4.146450779474111,1.66131240175847,0.66131240175847,0.25,calibrated_country_scenario_analysis,schedule_relative,1.0,48.0,0.12159211766888711,0.058443830890926085,0.04790179907767256,0.07769732637346372,0.03436163559898453,0.09561677255426249,0.02681389849114124,0.07885558362961442,0.026833798095128203,0.04994060446102533,0.049907146769657906,0.04994280557930253
shock_recovery_sensitivity,baseline_screened_contact_shock,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,2242999.924242207,8070884.955137813,522093.0768760934,213456.5249939966,310818.88477471075,248300.65575597464,154015.53447242585,615772.7152223971,1697582.4309636045,373209.8956547674,1232.9072207286301,1225.3685749674958,1225.7836259388487,83914.01509635213,8054438.06097564,0.9979621944491102,0.997,0.9973809773078959,1396459581.8845315,8001977.13173074,88597357.33253273,133092917.26691955,229692251.73118302,4.999418194761015,115.60412210665633,7.478252031309398,533.5715471189939,776.9456250058741,56.05800423837625,23.146755083604425,53.62343491150559,147.8308452832554,32.50029768003806,0.17659669005758627,3.06302094234314,1.0674511366971067,7.307497742989748,4576.951660740786,305891.4391056688,43629.987708608816,43629.987708608816,175110.35623188465,0.0,210.0,1,,0.8191517271610683,0.27791251352360613,3.5982546713034536,0.6785738061456229,0.5722432188341816,0.00016647101190585224,0.009628246518028225,0.013700004100447786,0.6550790845152412,0.0,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,61.55520059847223,56.080676333404014,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,True,0.0,prospective_policy,2.010611200412732e-05,1.6667804836994706e-16,China,baseline_screened,True,False,,False,historical COVID-19 shock with 2027-2031 prospective recovery readout,Submitted baseline contact-reduction setting after calibration-screening country peak timing.,4.146450779474111,1.803530881960175,0.803530881960175,0.25,calibrated_country_scenario_analysis,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shock_recovery_sensitivity,no_shock_current_delivery,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,19110.70335149254,96737.33307699565,1069.56177080479,967.8999445654044,2052.240021623667,4747.594060827965,2804.112613462567,8519.606618855936,40267.856079218385,852.8359035735778,3.180515783628485,3.13742179289634,3.142719192408707,314.2242204662164,2213.2587041463826,0.022879054381050538,0.003,0.048779326153075314,70515966.30479945,651878.7473900464,6530461.608686016,6672359.263977727,13854699.62005379,4.999418194761015,27.440194303290514,0.30338838043938354,29.699160692063536,62.97118470055521,14.54153425791952,8.406138908186874,12.29993910837864,58.13556892440787,1.231257516066243,0.009021746652658327,0.0962690353576253,0.045372112153402276,0.4536522577883078,169.79791776418116,1296.409068094325,2462.4872527949947,2462.4872527949947,328.04011637490703,1680.0,1256.0,1,,0.8091852673675644,0.19755251404627677,5.061945198863678,0.5646316020744232,0.40404959675358987,0.0007105181335112418,0.018750490991496654,0.025462327513155407,0.5197082654362599,0.0,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.22162649451701,42.000016882084694,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,True,0.0,prospective_policy,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,none,False,False,,False,historical COVID-19 shock with 2027-2031 prospective recovery readout,Counterfactual without COVID-19 contact reduction and without routine-delivery delay.,6.999594011212859,0.0433437110714388,0.9566562889285612,0.25,calibrated_country_scenario_analysis,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shock_recovery_sensitivity,npi_contact_shock_only,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,19110.70335149254,96737.33307699565,1069.56177080479,967.8999445654044,2052.240021623667,4747.594060827965,2804.112613462567,8519.606618855936,40267.856079218385,852.8359035735778,3.180515783628485,3.13742179289634,3.142719192408707,314.2242204662164,2213.2587041463826,0.022879054381050538,0.003,0.048779326153075314,70515966.30479945,651878.7473900464,6530461.608686016,6672359.263977727,13854699.62005379,4.999418194761015,27.440194303290514,0.30338838043938354,29.699160692063536,62.97118470055521,14.54153425791952,8.406138908186874,12.29993910837864,58.13556892440787,1.231257516066243,0.009021746652658327,0.0962690353576253,0.045372112153402276,0.4536522577883078,169.79791776418116,1296.409068094325,2462.4872527949947,2462.4872527949947,328.04011637490703,1680.0,1256.0,1,,0.8091852673675644,0.19755251404627677,5.061945198863678,0.5646316020744232,0.40404959675358987,0.0007105181335112418,0.018750490991496654,0.025462327513155407,0.5197082654362599,0.0,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.22162649451701,42.000016882084694,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,True,0.0,prospective_policy,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,mean,True,False,,False,historical COVID-19 shock with 2027-2031 prospective recovery readout,"COVID-19 NPI contact-reduction shock only, with routine delivery unchanged.",6.999594011212859,0.0433437110714388,0.9566562889285612,0.25,calibrated_country_scenario_analysis,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shock_recovery_sensitivity,routine_delay_only,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,19110.70335149254,96737.33307699565,1069.56177080479,967.8999445654044,2052.240021623667,4747.594060827965,2804.112613462567,8519.606618855936,40267.856079218385,852.8359035735778,3.180515783628485,3.13742179289634,3.142719192408707,314.2242204662164,2213.2587041463826,0.022879054381050538,0.003,0.048779326153075314,70515966.30479945,651878.7473900464,6530461.608686016,6672359.263977727,13854699.62005379,4.999418194761015,27.440194303290514,0.30338838043938354,29.699160692063536,62.97118470055521,14.54153425791952,8.406138908186874,12.29993910837864,58.13556892440787,1.231257516066243,0.009021746652658327,0.0962690353576253,0.045372112153402276,0.4536522577883078,169.79791776418116,1296.409068094325,2462.4872527949947,2462.4872527949947,328.04011637490703,1680.0,1256.0,1,,0.8091852673675644,0.19755251404627677,5.061945198863678,0.5646316020744232,0.40404959675358987,0.0007105181335112418,0.018750490991496654,0.025462327513155407,0.5197082654362599,0.0,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.22162649451701,42.000016882084694,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,True,0.0,prospective_policy,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,none,False,True,0.25,False,historical COVID-19 shock with 2027-2031 prospective recovery readout,"Reduced routine-vaccination delivery during the COVID-19 calendar window, without contact reduction.",6.999594011212859,0.0433437110714388,0.9566562889285612,0.25,calibrated_country_scenario_analysis,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shock_recovery_sensitivity,combined_shock_delayed_recovery,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,19110.70335149254,96737.33307699565,1069.56177080479,967.8999445654044,2052.240021623667,4747.594060827965,2804.112613462567,8519.606618855936,40267.856079218385,852.8359035735778,3.180515783628485,3.13742179289634,3.142719192408707,314.2242204662164,2213.2587041463826,0.022879054381050538,0.003,0.048779326153075314,70515966.30479945,651878.7473900464,6530461.608686016,6672359.263977727,13854699.62005379,4.999418194761015,27.440194303290514,0.30338838043938354,29.699160692063536,62.97118470055521,14.54153425791952,8.406138908186874,12.29993910837864,58.13556892440787,1.231257516066243,0.009021746652658327,0.0962690353576253,0.045372112153402276,0.4536522577883078,169.79791776418116,1296.409068094325,2462.4872527949947,2462.4872527949947,328.04011637490703,1680.0,1256.0,1,,0.8091852673675644,0.19755251404627677,5.061945198863678,0.5646316020744232,0.40404959675358987,0.0007105181335112418,0.018750490991496654,0.025462327513155407,0.5197082654362599,0.0,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.22162649451701,42.000016882084694,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,True,0.0,prospective_policy,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,mean,True,True,0.25,False,historical COVID-19 shock with 2027-2031 prospective recovery readout,NPI contact reduction plus reduced routine-vaccination delivery during the COVID-19 calendar window.,6.999594011212859,0.0433437110714388,0.9566562889285612,0.25,calibrated_country_scenario_analysis,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shock_recovery_sensitivity,combined_shock_timeliness_recovery,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,11285.637919191691,59952.7297634094,582.1016249670597,420.19300617937677,1194.8235997591428,2641.3595974893615,1684.039128818904,4745.591732487642,24695.118043810424,448.44668157241165,1.737494303375077,1.7119096833300698,1.7142054304913557,144.58021023420474,690.8553464182111,0.011523334285936998,0.003,0.02145385547948817,70515966.3049321,651878.747377894,6530461.608363602,6672359.264631744,13854699.620373238,4.999418194761015,17.005994494474436,0.16511703584606705,12.893253773290121,36.66211397967514,8.09029175286606,5.048394552459051,6.851312736938972,35.65287246171895,0.6474321084684839,0.004928519297450072,0.05252844683165653,0.024748352074313133,0.20873355562925064,104.83105060184464,733.1370161549168,1035.2003044854923,1035.2003044854923,202.52774882055638,1680.0,1316.0,1,,0.8195901482739973,0.18824226959686477,5.312303140742919,0.6128022619073323,0.44049674710515135,0.000693474908260632,0.011636013767206577,0.01452501893676196,0.585947754295103,0.3802524024960299,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.22162649451701,42.000016882084694,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,True,0.0,prospective_policy,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,mean,True,True,0.25,True,historical COVID-19 shock with 2027-2031 prospective recovery readout,Combined historical COVID-19 shock with routine-timeliness recovery carried into prospective policy t0.,6.999594011212859,0.02358951613215868,0.9764104838678414,0.25,calibrated_country_scenario_analysis,schedule_relative,1.0,48.0,0.5658714430776757,0.4436424926716003,0.39943955148811827,0.44297994675194186,0.3867287596531569,0.47417002533158215,0.3802524024960299,0.45575688954452975,0.6878560354811019,0.4537067502325487,0.45435781468525327,0.4545470576461146
shock_recovery_sensitivity,baseline_screened_contact_shock,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,19110.70335149254,96737.33307699565,1069.56177080479,967.8999445654044,2052.240021623667,4747.594060827965,2804.112613462567,8519.606618855936,40267.856079218385,852.8359035735778,3.180515783628485,3.13742179289634,3.142719192408707,314.2242204662164,2213.2587041463826,0.022879054381050538,0.003,0.048779326153075314,70515966.30479945,651878.7473900464,6530461.608686016,6672359.263977727,13854699.62005379,4.999418194761015,27.440194303290514,0.30338838043938354,29.699160692063536,62.97118470055521,14.54153425791952,8.406138908186874,12.29993910837864,58.13556892440787,1.231257516066243,0.009021746652658327,0.0962690353576253,0.045372112153402276,0.4536522577883078,169.79791776418116,1296.409068094325,2462.4872527949947,2462.4872527949947,328.04011637490703,1680.0,1256.0,1,,0.8091852673675644,0.19755251404627677,5.061945198863678,0.5646316020744232,0.40404959675358987,0.0007105181335112418,0.018750490991496654,0.025462327513155407,0.5197082654362599,0.0,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.22162649451701,42.000016882084694,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,True,0.0,prospective_policy,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,baseline_screened,True,False,,False,historical COVID-19 shock with 2027-2031 prospective recovery readout,Submitted baseline contact-reduction setting after calibration-screening country peak timing.,6.999594011212859,0.0433437110714388,0.9566562889285612,0.25,calibrated_country_scenario_analysis,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shock_recovery_sensitivity,no_shock_current_delivery,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,4643688.343090881,23264004.932804108,270891.88439126965,165339.6141871889,351895.95306552225,630336.9082674204,443052.21082286525,1238728.7332774745,5900089.606597669,177470.67555575975,674.3023487005241,654.4848440504627,655.321217322033,56845.32074216891,23176786.413690943,0.9962509241480525,0.8270000000000001,0.9988601085622227,118980814.51399367,715391.0743261046,7149047.978198901,7916218.119595209,15780657.172120217,4.999418194761015,3911.0023522466954,45.540688291587905,4622.894007243429,9839.007430839076,1763.6201782073983,1119.4834809947888,1570.1157135759165,7478.492388171525,224.9479558383783,1.133595904707947,18.299389884671506,8.30633950045415,72.05268509788381,48674.996219905894,235738.84750510994,139853.68455714875,139853.68455714875,158668.23826602646,1710.0,476.0,1,,0.8081799411272181,0.19960829429428587,5.009811859449504,0.4549445965029409,0.34999252178848783,3.4543534142451445e-05,0.010959620893941239,0.015022188726150666,0.4289282433487065,0.0,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.269543785369024,41.434615044876836,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,True,0.0,prospective_policy,7.644092124256049e-05,2.2471172848738243e-16,Japan,none,False,False,,False,historical COVID-19 shock with 2027-2031 prospective recovery readout,Counterfactual without COVID-19 contact reduction and without routine-delivery delay.,7.349919218851434,6.196080111300123,5.196080111300123,0.25,calibrated_country_scenario_analysis,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shock_recovery_sensitivity,npi_contact_shock_only,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,4643688.343090881,23264004.932804108,270891.88439126965,165339.6141871889,351895.95306552225,630336.9082674204,443052.21082286525,1238728.7332774745,5900089.606597669,177470.67555575975,674.3023487005241,654.4848440504627,655.321217322033,56845.32074216891,23176786.413690943,0.9962509241480525,0.8270000000000001,0.9988601085622227,118980814.51399367,715391.0743261046,7149047.978198901,7916218.119595209,15780657.172120217,4.999418194761015,3911.0023522466954,45.540688291587905,4622.894007243429,9839.007430839076,1763.6201782073983,1119.4834809947888,1570.1157135759165,7478.492388171525,224.9479558383783,1.133595904707947,18.299389884671506,8.30633950045415,72.05268509788381,48674.996219905894,235738.84750510994,139853.68455714875,139853.68455714875,158668.23826602646,1710.0,476.0,1,,0.8081799411272181,0.19960829429428587,5.009811859449504,0.4549445965029409,0.34999252178848783,3.4543534142451445e-05,0.010959620893941239,0.015022188726150666,0.4289282433487065,0.0,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.269543785369024,41.434615044876836,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,True,0.0,prospective_policy,7.644092124256049e-05,2.2471172848738243e-16,Japan,mean,True,False,,False,historical COVID-19 shock with 2027-2031 prospective recovery readout,"COVID-19 NPI contact-reduction shock only, with routine delivery unchanged.",7.349919218851434,6.196080111300123,5.196080111300123,0.25,calibrated_country_scenario_analysis,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
