analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_child_1_9_cases,total_adolescent_cases,total_child_adolescent_cases,total_child_adolescent_infections,total_child_adolescent_reported_cases,total_deaths,total_infant_deaths,total_child_adolescent_deaths,total_child_adolescent_hospitalizations,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,child_1_9_population,adolescent_population,child_adolescent_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_child_1_9_cases_per_100k,annualized_adolescent_cases_per_100k,annualized_child_adolescent_cases_per_100k,annualized_child_adolescent_infections_per_100k,annualized_child_adolescent_reported_cases_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,annualized_child_adolescent_deaths_per_million,annualized_child_adolescent_hospitalizations_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_FOI_reduction_case_proxy,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,routine_age_pattern,routine_first_shot_months,routine_last_shot_months,routine_dose_count,routine_scheduler_code,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_overlay_mode,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,npi_contact_reduction_country,npi_contact_reduction_iso3,npi_contact_reduction_periods_loaded,npi_contact_reduction_reduction_column,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_configured_anchor_year,resistance_timeline_applied,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,contact_reciprocity_error_before,contact_reciprocity_error_after,latent_duration,vaccine_disease_efficacy,infectious_duration_symptomatic,asymptomatic_duration_ratio,natural_immunity_duration,vaccine_protection_duration,PEP_effectiveness_sensitive,PEP_coverage,fitness_R,reporting_multiplier_factor,resolved_VE_sym,resolved_infectious_duration_asymptomatic,resolved_R_to_W_duration,resolved_W_to_S_duration,resolved_vaccine_recent_duration,resolved_vaccine_waned_duration,resolved_reporting_multiplier,sample_id,sample_design,uncertainty_schema_version,country,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status,corr_latent_duration_child_adolescent_cases,corr_vaccine_disease_efficacy_child_adolescent_cases,corr_infectious_duration_symptomatic_child_adolescent_cases,corr_asymptomatic_duration_ratio_child_adolescent_cases,corr_natural_immunity_duration_child_adolescent_cases,corr_vaccine_protection_duration_child_adolescent_cases,corr_PEP_effectiveness_sensitive_child_adolescent_cases,corr_PEP_coverage_child_adolescent_cases,corr_fitness_R_child_adolescent_cases,corr_reporting_multiplier_factor_reported_cases
sensitivity,lhs_001,sampled,country_timeline,,2027-01-01,2051-01-01,2027,2051,40695565.55569435,200165373.86957073,9806519.899723826,1479805.2292554104,3016156.3778857524,5908223.870714692,4075679.1149735665,11463708.214943668,53913815.076329805,6262574.46686559,6057.10386638331,5905.662656591495,5912.992102353298,510618.04713527596,200140534.1065898,0.9998759037964422,0.997,0.9998513357883474,1336915575.433399,7978469.575963246,78945023.74793524,88756327.6545451,175679820.97844356,24.000492823261258,623.827922070842,30.562633354245065,772.7958920264994,1575.12165280863,311.82578454920787,191.32886696479346,271.88364502818723,1278.668672081184,148.52886530139583,0.18877343496959273,3.084103063350169,1.4023785459883136,12.110278216200719,14987.125307234699,2329840.3982023853,889104.745323841,889104.745323841,548945.7877866885,6790.0,8687.0,2,18.621917808219177,0.8067311921306723,0.20330971720519397,4.918604057624713,0.41639779648085307,0.3097611416938289,3.216565085684866e-05,0.011966080806157362,0.016309645765291262,0.3880899042585476,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,5.954368423492037,0.886294989789081,23.986310475903096,0.6576735740065444,10168.163425720446,1702.498117912981,0.5302647994789416,0.2364061607857736,0.990831821563943,1.3947756222681507,0.86622939975186,15.775162537917804,5084.081712860223,5084.081712860223,851.2490589564904,851.2490589564904,1.359966439276883,1,latin_hypercube_inverse_cdf,1,China,4.146450779474111,7.370793717252635,6.370793717252635,0.25,calibrated_country_scenario_analysis,0.6291718613943877,0.03411182619193136,0.1076208102577529,0.21464760751279283,-0.3421860599329193,-0.036153908946567684,0.013432232446635625,0.11625164685234939,0.0332336324165572,0.300218002204093
sensitivity,lhs_002,sampled,country_timeline,,2027-01-01,2051-01-01,2027,2051,52206981.98824169,252791583.7404514,9106623.043727804,1402913.188470584,2751998.732223514,6066841.821439389,5947921.514825914,13417676.524735887,60589172.5326334,5496053.129165779,6299.0555081560005,6151.932696480971,6158.461559518995,500521.68600065116,252579139.6829852,0.9991596078701562,0.997,0.9999991224679808,1336915575.5562565,7978469.577937819,78945023.74644968,88756327.58031367,175679820.90470117,24.000492823261258,787.8408005276108,28.38136097220722,732.6407065050474,1437.1711037054706,320.1973642398624,279.21950013140713,318.22572020196367,1436.9874717200955,130.34935385964397,0.19631400937812798,3.212712200699242,1.460596297355303,11.87082381294727,47500.70223142922,3024985.713881158,1863281.6139529548,1863281.6139529548,1739847.3606317139,0.0,8766.0,2,23.646575342465752,0.8107753022081606,0.20652183595575768,4.842102992994048,0.38454306148763145,0.28934689257013624,2.773572985457381e-05,0.010516680682609057,0.014481893783785064,0.35951675129138283,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,6.560530788064982,0.8694128459165925,25.55406557084269,0.26752169484978033,11440.117371791695,2221.2924555950035,0.8510606281578657,0.3835235948392414,0.9834971802981385,1.078871733807006,0.8463680540195206,6.836266931814255,5720.058685895848,5720.058685895848,1110.6462277975018,1110.6462277975018,1.0519465115657944,2,latin_hypercube_inverse_cdf,1,China,4.146450779474111,6.84473601198922,5.84473601198922,0.25,calibrated_country_scenario_analysis,0.6291718613943877,0.03411182619193136,0.1076208102577529,0.21464760751279283,-0.3421860599329193,-0.036153908946567684,0.013432232446635625,0.11625164685234939,0.0332336324165572,0.300218002204093
sensitivity,lhs_003,sampled,country_timeline,,2027-01-01,2051-01-01,2027,2051,112625694.98074773,544398617.7881637,12894333.783601223,3573549.2015839317,7166485.343341128,13403710.021282542,9310435.902503902,26287695.12537038,118011237.52988176,7953665.252402334,15017.8291921754,14609.512890234195,14626.09085147512,1237568.1113016244,544268049.6125809,0.9997601607143801,0.997,0.9999996170194884,1336915575.5912976,7978469.579563506,78945023.75242493,88756327.52526113,175679820.85724956,24.000492823261258,1696.6523825155264,40.18599867828891,1866.2078543147356,3742.540113802468,707.4245127602481,437.0695298912685,623.4626912161923,2798.860964920627,188.63629997403996,0.4680400509214813,7.629498340580514,3.4688556454812924,29.351281713960457,47282.84912350822,5657464.957259461,3602772.993048741,3602772.993048741,1731867.875384972,0.0,8766.0,3,11.823287671232876,0.8088374526875053,0.20688093485309442,4.833698188332807,0.3834171507263718,0.291462510155405,3.095145746286703e-05,0.011240010374066274,0.015403406342111806,0.35674278255273084,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,9.084114074681757,0.8795910299111137,22.924878542167445,0.4489674818529851,7572.647328627415,2080.584317084921,0.916751077080653,0.3468086278505138,1.203379525908734,0.6650034367620637,0.858342388130722,10.292524990862448,3786.3236643137075,3786.3236643137075,1040.2921585424606,1040.2921585424606,0.6484070567060162,3,latin_hypercube_inverse_cdf,1,China,4.146450779474111,9.69166181284941,8.69166181284941,0.25,calibrated_country_scenario_analysis,0.6291718613943877,0.03411182619193136,0.1076208102577529,0.21464760751279283,-0.3421860599329193,-0.036153908946567684,0.013432232446635625,0.11625164685234939,0.0332336324165572,0.300218002204093
sensitivity,lhs_004,sampled,country_timeline,,2027-01-01,2051-01-01,2027,2051,100648463.11392698,495468576.6360363,16678036.73263225,2734340.364683478,5508916.886048062,13513469.571410358,14297429.21893464,30545239.155028477,138656001.2879542,10903425.96179955,11427.523510746405,11185.749475263528,11199.851981440346,954859.6377010817,494513436.93391776,0.9980722496901753,0.9970000000000001,0.9996423405610659,1336915575.5366807,7978469.577166598,78945023.75214866,88756327.51906228,175679820.84837753,24.000492823261258,1544.1588453344662,51.97814585611024,1427.9494078921196,2876.911267946642,713.2174310030422,671.179172838655,724.4384461085264,3288.490805616472,258.5954858934241,0.35614592612901574,5.841512836636601,2.6562579277577703,22.646312529330636,57052.57858981664,5012307.375297705,2692273.902600458,2692273.902600458,2089711.806609765,133.0,8766.0,2,23.28219178082192,0.8097243986580395,0.20313793419004617,4.922763461129065,0.4159447809966423,0.31109784402131,2.7832218139668273e-05,0.009330295904712264,0.012833466825928296,0.393753186047862,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,10.71238256047113,0.8455086363468869,21.63644291867686,0.6371842641967829,13420.158425816517,1814.07055603064,0.8714106304331714,0.2775798001504874,0.9008512103675488,0.950175266622554,0.8182454545257493,13.786400960972808,6710.079212908258,6710.079212908258,907.03527801532,907.03527801532,0.926461900686422,4,latin_hypercube_inverse_cdf,1,China,4.146450779474111,12.53557527160676,11.53557527160676,0.25,calibrated_country_scenario_analysis,0.6291718613943877,0.03411182619193136,0.1076208102577529,0.21464760751279283,-0.3421860599329193,-0.036153908946567684,0.013432232446635625,0.11625164685234939,0.0332336324165572,0.300218002204093
sensitivity,lhs_005,sampled,country_timeline,,2027-01-01,2051-01-01,2027,2051,145999071.24896687,756296005.0306787,31045269.036418308,3468137.8959866087,7448258.174325611,16583427.368150648,19218562.859514784,39270128.12365204,196631101.19052425,18365507.74307132,14074.177686988745,13701.321163283883,13717.988487782013,1200726.0145941402,755981865.1873304,0.999584633739622,0.997,0.9999994871944226,1336915575.5098839,7978469.573405659,78945023.76421176,88756327.81654768,175679821.1541651,24.000492823261258,2357.043858990333,96.75452500905938,1811.1591085589039,3889.689810471202,875.2444663029819,902.1970930885968,931.3657818318319,4663.480565077806,435.5729480689418,0.43863056087556523,7.15521509478881,3.2534818915928145,28.477501265771014,106215.53779573899,6142298.467777625,7800572.284880003,7800572.284880003,3890444.0230214307,168.0,8766.0,2,23.186301369863013,0.8145751068464847,0.19304487962096864,5.18014257598252,0.41185504122781774,0.30329731728744164,2.4877817721745042e-05,0.016333497760168143,0.02257648909993002,0.37292017654999776,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,18.441699114345987,0.8827148723858649,19.17060769476575,0.787074885919463,10876.711835634485,3398.511916881974,0.7089664100231966,0.5336394959956582,0.9693075378145266,1.3731618262090468,0.8620174969245469,15.08870386436453,5438.355917817243,5438.355917817243,1699.255958440987,1699.255958440987,1.3388920551275845,5,latin_hypercube_inverse_cdf,1,China,4.146450779474111,23.33429965888336,22.33429965888336,0.25,calibrated_country_scenario_analysis,0.6291718613943877,0.03411182619193136,0.1076208102577529,0.21464760751279283,-0.3421860599329193,-0.036153908946567684,0.013432232446635625,0.11625164685234939,0.0332336324165572,0.300218002204093
sensitivity,lhs_006,sampled,country_timeline,,2027-01-01,2051-01-01,2027,2051,63807976.48779175,308091995.2292583,11228294.625903156,1852403.9068245506,3619070.3681994895,7392189.639311401,6281415.421704501,15526008.967840452,70332929.27508882,6713056.786146675,8182.057235106979,7977.162411864806,7985.242109750335,653954.5794409044,183147019.47334364,0.5944556246489291,0.9970000000000001,0.3596144244687742,1336915575.5549386,7978469.577411517,78945023.75530052,88756327.57929735,175679820.9120094,24.000492823261258,960.1879958433365,34.99368331709451,967.3773960295406,1889.9802877429845,390.1469179299926,294.8750533802999,368.22883427985266,1668.0791961474422,159.212910409717,0.25499893733385637,4.165898470233257,1.8938520514874748,15.509776721002991,49871.52031734303,4204988.438457677,7166566.855943261,7166566.855943261,1826685.2681879578,0.0,8722.0,4,7.875799086757991,0.8105319943810385,0.20710689493997003,4.828424472733514,0.394151333390572,0.2962874392466174,2.9386044584419377e-05,0.013381697389278786,0.018415847330156134,0.36232440262655274,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,6.933681323750525,0.8668336310053932,27.377801871128597,0.48079906488820034,9824.79990602292,2750.4161070189316,0.9138837974517363,0.2441071825229424,0.8191762463500148,1.0856432487783765,0.8433336835357568,13.163221538333051,4912.39995301146,4912.39995301146,1375.2080535094658,1375.2080535094658,1.0585490309654018,6,latin_hypercube_inverse_cdf,1,China,4.146450779474111,8.439430534258678,7.439430534258678,0.25,calibrated_country_scenario_analysis,0.6291718613943877,0.03411182619193136,0.1076208102577529,0.21464760751279283,-0.3421860599329193,-0.036153908946567684,0.013432232446635625,0.11625164685234939,0.0332336324165572,0.300218002204093
sensitivity,lhs_007,sampled,country_timeline,,2027-01-01,2051-01-01,2027,2051,279810892.4700631,1386919244.8705807,57644396.72627856,7656672.8544565905,15985502.309672767,30234264.61502182,24229618.55854777,62120556.02802618,279922570.5978659,32271775.217384197,30884.823787524318,29942.322655156568,29979.721670814022,2607057.5094817267,1386405945.0675936,0.9996298992858557,0.9969999999999999,0.9999956980764998,1336915575.3509088,7978469.5716549875,78945023.74293676,88756327.81749254,175679821.13208428,24.000492823261258,4322.420676139671,179.65237211523075,3998.5298164456726,8348.078706129356,1595.7119247250225,1137.4363207971162,1473.307142211637,6638.896186666683,765.3865316042854,0.9625448735523361,15.636722658274975,7.110261221615588,61.831327574450796,110902.15354868867,13836686.275225028,11110244.325325284,11110244.325325284,4062104.5594301354,133.0,8617.0,3,10.145205479452056,0.80847025711393,0.2017499530018948,4.956630646603462,0.35928924888655306,0.2757366035365152,2.8921371633909637e-05,0.008748264327943086,0.012038283098780184,0.33847378008819584,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,16.89379934284854,0.8583332302175309,23.615855646858037,0.7599183357244662,4641.332431210489,1877.8052741652236,0.8605735518709563,0.40752193085580285,0.9634566599113387,1.354361234215843,0.8333332120206246,17.9461217198696,2320.6662156052444,2320.6662156052444,938.9026370826118,938.9026370826118,1.3205606663786784,7,latin_hypercube_inverse_cdf,1,China,4.146450779474111,43.32678275226405,42.32678275226405,0.25,calibrated_country_scenario_analysis,0.6291718613943877,0.03411182619193136,0.1076208102577529,0.21464760751279283,-0.3421860599329193,-0.036153908946567684,0.013432232446635625,0.11625164685234939,0.0332336324165572,0.300218002204093
sensitivity,lhs_008,sampled,country_timeline,,2027-01-01,2051-01-01,2027,2051,139887680.0714157,663390085.7500613,21340674.403010394,4366622.150722955,8767934.871657481,16143627.881627344,10303655.322153592,30813905.35450389,133709546.2168696,12806016.356585182,18070.39101270218,17513.09204043182,17534.944391731206,1503392.087625893,52815345.78314859,0.07961431278164638,0.9969999999999999,0.00019766064516548362,1336915575.5358198,7978469.576809593,78945023.75310856,88756327.68182965,175679821.01174778,24.000492823261258,2067.4967437365876,66.50954813031385,2280.3728443712794,4578.862079750451,852.0326141128586,483.6952670132308,730.8103753746016,3171.176212093981,303.7190357061114,0.563175051592263,9.14582900271403,4.158745587638015,35.655802899793585,56355.01902249113,8140128.073543121,1246203.969723837,1246203.969723837,2064161.7175557753,4949.0,8766.0,3,11.861643835616439,0.8056146655034077,0.21086790875575392,4.742305293871385,0.3582296511920538,0.2754798216941381,3.282970273510111e-05,0.007949953282606986,0.010898239928930381,0.33934862827778134,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,13.99055560087074,0.8716997125956114,25.044832752557998,0.8226697211682906,6251.356304473559,1378.3604628110133,0.051049261575716764,0.1776809072882507,0.733539225809089,0.9087930602915225,0.8490584854066017,20.60362557725336,3125.6781522367796,3125.6781522367796,689.1802314055067,689.1802314055067,0.8861124631891452,8,latin_hypercube_inverse_cdf,1,China,4.146450779474111,16.04011518948964,15.04011518948964,0.25,calibrated_country_scenario_analysis,0.6291718613943877,0.03411182619193136,0.1076208102577529,0.21464760751279283,-0.3421860599329193,-0.036153908946567684,0.013432232446635625,0.11625164685234939,0.0332336324165572,0.300218002204093
sensitivity,lhs_009,sampled,country_timeline,,2027-01-01,2051-01-01,2027,2051,50659790.13909075,242739499.1957373,9018378.591189817,2233916.475827233,4495347.980545188,7870688.417516982,4764504.239265821,14869109.132610034,68360395.45585409,6234140.555458045,9353.87398489105,9161.871687358387,9171.786197099944,775013.317767502,242673915.8140868,0.9997298199021264,0.997,0.9999747445030743,1336915575.5422914,7978469.575176101,78945023.72058834,88756327.61275391,175679820.90851834,24.000492823261258,756.5128495907147,28.106341610301516,1166.6139851989637,2347.5970920076256,415.40125176195914,223.66510524046015,352.64920522271655,1621.296804752546,147.85450106808645,0.29151934013492636,4.784586960491777,2.175263550784247,18.380914963380558,13973.50854452218,3781306.44638763,1710227.5429591397,1710227.5429591397,511819.21145602723,0.0,8766.0,4,7.894977168949772,0.8103963034189948,0.20870023340634944,4.791561483560738,0.48357032695365665,0.36424372885727235,4.3891544115151485e-05,0.01504102404585201,0.020574440235745124,0.44791097112794437,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,11.133316663528948,0.899165192800782,26.032422786303652,0.8973268155316753,12131.875365164551,1979.7566521397032,0.8101757002341662,0.37522988281342906,0.9318937124450507,0.90052609391147,0.8813708150597435,23.359591039408077,6065.937682582276,6065.937682582276,989.8783260698516,989.8783260698516,0.8780518141126873,9,latin_hypercube_inverse_cdf,1,China,4.146450779474111,6.7784095616025155,5.7784095616025155,0.25,calibrated_country_scenario_analysis,0.6291718613943877,0.03411182619193136,0.1076208102577529,0.21464760751279283,-0.3421860599329193,-0.036153908946567684,0.013432232446635625,0.11625164685234939,0.0332336324165572,0.300218002204093
sensitivity,lhs_010,sampled,country_timeline,,2027-01-01,2051-01-01,2027,2051,73012677.28609371,362505253.55819565,14224234.457248917,2094996.2413929394,4285465.965677075,10029676.943708802,10664821.4122315,22789494.597333238,106801905.84002471,9303291.002219282,9042.315941346274,8874.155062952294,8885.596763147567,748583.42145753,361932790.4592227,0.9984208143375747,0.997,0.9999781062425335,1336915575.588579,7978469.5785642145,78945023.74244107,88756327.60053505,175679820.92154035,24.000492823261258,1129.7703227536203,44.330717406029045,1094.0659328837871,2237.9908025337663,529.3489127023271,500.64986493399005,540.4962116362204,2533.0103419150255,220.6452416473188,0.28180943860045266,4.634333248755109,2.107388282832,17.75407969946034,40755.29189973029,3755188.488435583,1014051.5354341357,1014051.5354341357,1492777.6583125608,133.0,8766.0,2,23.684931506849313,0.8133141455723543,0.20141136319938174,4.964963168488548,0.4208143176454025,0.3158649548547301,2.9371501644810117e-05,0.007340847402305389,0.010083083926562071,0.40336101481489023,,M3;M4;M5;M18,3.0,18.0,4,aP,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,fitted_parameters_and_state_only,fe4b0945dbc60905bca91e1dac7a67bb5863846eea9d42ff0fc0dbee6b1fb742,fbaadbe47d956b3f84d024d1fe55f5b483b9cf95f7db1635c7b7f23a7bb227b0,True,state_reconstruction_accepted,60.94514257549577,56.10620773765417,True,China,CHN,1,contact_reduction_mean,China,CHN,2025,2025,True,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,2.010611200412732e-05,1.6667804836994706e-16,9.41411957187908,0.9079774144624676,22.75731347472682,0.40966541019766667,16211.5255225469,1355.4512290987914,0.7064579829444363,0.1488069468012102,1.0130531995971357,1.1299289757501598,0.8917381346617266,9.32288415962085,8105.76276127345,8105.76276127345,677.7256145493957,677.7256145493957,1.1017295264222011,10,latin_hypercube_inverse_cdf,1,China,4.146450779474111,10.691244093738273,9.691244093738273,0.25,calibrated_country_scenario_analysis,0.6291718613943877,0.03411182619193136,0.1076208102577529,0.21464760751279283,-0.3421860599329193,-0.036153908946567684,0.013432232446635625,0.11625164685234939,0.0332336324165572,0.300218002204093
