country,iso3,year,infant_0_2m,infant_3_11m,child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y,elderly_65plus,births,total_population,source,source_type
New_Zealand,NZL,2022,9786.5,48932.5,240515.0,320132.0,529077.0,1547852.0,1591454.0,843986.0,58719.0,5131735.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2023,9867.833333333332,49339.16666666667,238863.0,315928.0,533852.0,1556535.0,1599489.0,868965.0,59207.0,5172839.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2024,9896.333333333332,49481.66666666667,238869.0,312333.0,536280.0,1564291.0,1606217.0,896578.0,59378.0,5213946.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2025,9845.166666666666,49225.833333333336,239245.0,309766.0,535707.0,1571883.0,1611405.0,924823.0,59071.0,5251900.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2026,9747.666666666666,48738.333333333336,239495.0,307246.0,532908.0,1579283.0,1616155.0,953907.0,58486.0,5287480.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2027,9663.166666666666,48315.833333333336,239291.0,305071.0,528769.0,1584595.0,1621565.0,983601.0,57979.0,5320871.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2028,9580.666666666666,47903.333333333336,237907.0,304324.0,523313.0,1587097.0,1628851.0,1012852.0,57484.0,5351828.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2029,9503.333333333332,47516.66666666667,235795.0,304454.0,517272.0,1586861.0,1638816.0,1040380.0,57020.0,5380598.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2030,9430.0,47150.0,233549.0,304099.0,511824.0,1583731.0,1651906.0,1065659.0,56580.0,5407348.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2031,9379.0,46895.0,231488.0,303392.0,506860.0,1578622.0,1666562.0,1089284.0,56274.0,5432482.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2032,9350.5,46752.5,229664.0,302345.0,502656.0,1573154.0,1679947.0,1112248.0,56103.0,5456117.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2033,9328.5,46642.5,228211.0,300226.0,499660.0,1569209.0,1690044.0,1135304.0,55971.0,5478625.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2034,9320.5,46602.5,227122.0,297480.0,497225.0,1567394.0,1696601.0,1158323.0,55923.0,5500068.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2035,9337.166666666666,46685.833333333336,226440.0,294688.0,495025.0,1566759.0,1700503.0,1181163.0,56023.0,5520601.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2036,9370.166666666666,46850.833333333336,226207.0,292279.0,493153.0,1566965.0,1701984.0,1203976.0,56221.0,5540785.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2037,9404.666666666666,47023.333333333336,226350.0,290290.0,491512.0,1568123.0,1702008.0,1225645.0,56428.0,5560356.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2038,9446.0,47230.0,226881.0,288770.0,489350.0,1571041.0,1702365.0,1244807.0,56676.0,5579890.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2039,9498.166666666666,47490.833333333336,227703.0,287720.0,487053.0,1574258.0,1704189.0,1261086.0,56989.0,5598998.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2040,9544.5,47722.5,228698.0,287234.0,484560.0,1576611.0,1708423.0,1274500.0,57267.0,5617293.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2041,9579.166666666666,47895.833333333336,229824.0,287326.0,481304.0,1579873.0,1714222.0,1285758.0,57475.0,5635782.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2042,9606.5,48032.5,230962.0,287834.0,477802.0,1583979.0,1720075.0,1295827.0,57639.0,5654118.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2043,9622.666666666666,48113.333333333336,231927.0,288664.0,474541.0,1586760.0,1725966.0,1305402.0,57736.0,5670996.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2044,9621.666666666666,48108.333333333336,232606.0,289783.0,471867.0,1587378.0,1731722.0,1315242.0,57730.0,5686328.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2045,9602.5,48012.5,232978.0,291040.0,469884.0,1586278.0,1737314.0,1325443.0,57615.0,5700552.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2046,9571.333333333332,47856.66666666667,233017.0,292243.0,468623.0,1582644.0,1743579.0,1335912.0,57428.0,5713446.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2047,9536.5,47682.5,232710.0,293310.0,468033.0,1575789.0,1750934.0,1346906.0,57219.0,5724901.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2048,9498.666666666666,47493.333333333336,232160.0,294221.0,468163.0,1567040.0,1758759.0,1358442.0,56992.0,5735777.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2049,9455.5,47277.5,231385.0,294790.0,468878.0,1557244.0,1766210.0,1370220.0,56733.0,5745460.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
New_Zealand,NZL,2050,9415.5,47077.5,230565.0,295024.0,470096.0,1547590.0,1773233.0,1382280.0,56493.0,5755281.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1950,19348.499999999996,96742.5,419096.3896986475,469998.85575271415,805484.285834598,2521756.2209279053,2479496.2548154695,1472961.5547921218,116091.0,7065364.250502099,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1951,18462.916666666664,92314.58333333334,399914.29404382705,448486.9476802362,768617.1664818305,2406335.1143830363,2366009.392354452,1405543.9149975819,110777.5,7096118.121837166,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1952,18041.916666666664,90209.58333333334,390795.26259109785,438260.34002218035,751090.8009063923,2351464.7436043895,2312058.54741674,1373494.0499141137,108251.5,6989830.180151094,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1953,18045.583333333332,90227.91666666667,390874.68408435205,438349.40786401613,751243.4454205093,2351942.6328194053,2312528.4280931577,1373773.185714524,108273.5,7059166.775329248,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1954,17639.083333333332,88195.41666666667,382069.72853676433,428475.02303503826,734320.719514534,2298962.096663776,2260435.74764855,1342827.1758417692,105834.5,7270850.508381424,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1955,17431.833333333332,87159.16666666667,377580.6091339659,423440.665702183,725692.8352734186,2271950.494896853,2233876.8103247,1327049.659123126,104591.0,7112131.102951176,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1956,17676.166666666664,88380.83333333334,382872.96863899403,429375.82279905945,735864.5106232177,2303795.294406551,2265187.9499441325,1345650.253823191,106057.0,7199579.118864979,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1957,17665.083333333332,88325.41666666667,382632.89912529394,429106.5950044194,735403.1078873639,2302350.7656429796,2263767.6288085985,1344806.5024264962,105990.5,7311202.317720908,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1958,17476.749999999996,87383.75,378553.52242632955,424531.7467646715,727562.7305713523,2277804.637780798,2239632.84861081,1330469.0726781515,104860.5,7411159.799279102,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1959,17280.333333333332,86401.66666666667,374299.05743541854,419760.5444190584,719385.8414855828,2252204.9814218767,2214462.195103647,1315516.2753698113,103682.0,7469884.726224784,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1960,17000.833333333332,85004.16666666667,368244.97360872536,412971.14574821136,707750.1664776612,2215776.7898954353,2178644.472633124,1294238.5145839935,102005.0,7571068.062050026,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1961,16979.25,84896.25000000001,367777.46981888835,412446.8600428598,706851.6453604723,2212963.7601979556,2175878.5841060323,1292595.4197588514,101875.5,7432912.593024953,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1962,17397.749999999996,86988.75,376842.3502534896,422612.7396269366,724273.9351308306,2267508.2974209096,2229509.0558552775,1324454.9649784034,104386.5,7431759.93165314,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1963,18093.333333333332,90466.66666666667,391908.9685305939,439509.31407701416,753231.2932975335,2358166.0537331356,2318647.555992862,1377408.2951153212,108560.0,7383025.027203482,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1964,19382.416666666664,96912.08333333334,419831.0385112486,470822.7332896953,806896.2475901806,2526176.6961668027,2483842.651072328,1475543.5609459165,116294.5,7379560.885843011,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1965,20218.249999999996,101091.25000000001,437935.5289053249,491126.15268999216,841692.2584218602,2635113.714953388,2590954.087082868,1539173.8354485265,121309.5,7712964.140386572,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1966,20271.249999999996,101356.25,439083.53048963525,492413.58785834594,843898.6654895518,2642021.3863340723,2597745.9986783513,1543208.6165635474,121627.5,7738595.151746515,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1967,20150.75,100753.75000000001,436473.45141587313,489486.4946925604,838882.2116847056,2626316.2089496856,2582304.0109942798,1534035.1991227923,120904.5,7856553.3822860485,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1968,19235.583333333332,96177.91666666667,416650.56871320645,467255.9710779981,800783.5286384937,2507039.4053291194,2465026.0658030785,1464365.4409385787,115413.5,8085575.171640746,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1969,18066.83333333333,90334.16666666667,391334.9677384387,438865.59649283724,752128.0897636876,2354712.2180427928,2315251.60019512,1375390.9045578106,108401.0,8056558.900037161,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1970,17848.166666666664,89240.83333333334,386598.5586861898,433553.91428881144,743024.9260127079,2326212.643038207,2287229.625310608,1358744.2604606175,107089.0,7860320.023487962,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1971,18353.999999999996,91770.00000000001,397555.11468739057,445841.2279238864,764082.9305738539,2392139.6324733584,2352051.800443607,1397252.3129263045,110124.0,7812429.057888762,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1972,18683.249999999996,93416.25000000001,404686.8037748278,453839.1152669146,777789.7141028635,2435051.9117580843,2394244.949364608,1422317.4390040524,112099.5,8106117.57900065,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1973,18407.416666666664,92037.08333333334,398712.14144138887,447138.7844379034,766306.683609059,2399101.6094466588,2358897.107570502,1401318.8140186449,110444.5,8185924.9925882,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1974,18163.416666666664,90817.08333333334,393427.0020721112,441211.72441755753,756148.8850332706,2367300.254411054,2327628.684376199,1382743.5953004353,108980.5,8132266.248787404,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1975,17700.416666666664,88502.08333333334,383398.23351483414,429964.88511665526,736874.0459324917,2306955.8798967698,2268295.5698722545,1347496.356503177,106202.5,8419414.935785634,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1976,16781.083333333332,83905.41666666667,363485.09911528777,407633.14804546133,698601.9032111468,2187136.0203500492,2150483.6693669427,1277509.3985457697,100686.5,8437651.88971759,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1977,16182.08333333333,80910.41666666667,350510.515171856,393082.7015201041,673665.3403140269,2109066.300406084,2073722.2534104364,1231908.7591514767,97092.5,8391020.65508599,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1978,15742.499999999998,78712.50000000001,340988.9611510431,382404.6818454714,655365.3445874957,2051773.9001967881,2017389.9677717926,1198444.1830795659,94455.0,8393015.816598542,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1979,15741.249999999998,78706.25000000001,340961.8856419792,382374.3178084819,655313.3066849557,2051610.9834189417,2017229.7811775596,1198349.0231476077,94447.5,8183649.59708864,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1980,16058.58333333333,80292.91666666667,347835.4548763404,390082.7346655437,668523.9955430849,2092970.1227548653,2057895.817900205,1222506.9578740222,96351.5,8289727.264905791,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1981,15893.83333333333,79469.16666666667,344266.9027817154,386080.7545903307,661665.3999883261,2071497.691434718,2036783.224780281,1209964.8788419524,95363.0,8448923.540356161,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1982,15555.166666666666,77775.83333333334,336931.24485932995,377854.12483531516,647566.597593516,2027358.1057568835,1993383.3368493905,1184182.8812767875,93331.0,8397606.622278208,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1983,15361.999999999998,76810.0,332747.176191985,373161.8689858746,639525.0070543501,2002182.0330203625,1968629.1684872338,1169477.499791538,92172.0,8367102.3965141615,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1984,15437.499999999998,77187.50000000001,334382.536939446,374995.85682003904,642668.0963677601,2012022.2064022815,1978304.4387789138,1175225.1596818038,92625.0,8234797.297297298,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1985,15985.58333333333,79927.91666666667,346254.2451470073,388309.4749053583,665484.9820347547,2083455.7829286393,2048540.9207969913,1216949.6178476727,95913.5,8166326.096211155,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1986,16655.666666666664,83278.33333333334,360768.5230392075,404586.62300085055,693380.7669896436,2170790.0369728,2134411.6144122207,1267961.6853726464,99934.0,8244019.138755982,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1987,17177.333333333332,85886.66666666669,372068.0354885513,417258.54777112557,715097.9183162951,2238780.6389273386,2201262.8197388393,1307675.0969764688,103064.0,8283555.698440765,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1988,18028.999999999996,90145.0,390515.48233077064,437946.5783066224,750553.0759134799,2349781.2702333103,2310403.2859429982,1372510.730617214,108174.0,8194379.213695931,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1989,18978.25,94891.25000000001,411076.6239139136,461005.02799643116,790070.6591022798,2473500.27132982,2432048.985603622,1444775.1829461502,113869.5,8369065.118330148,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1990,19987.666666666664,99938.33333333334,432941.0,485525.0,832093.0,2605061.0,2561405.0,1521620.0,119926.0,8558571.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1991,20613.333333333332,103066.66666666667,452653.0,492890.0,820513.0,2613340.0,2585347.0,1528533.0,123680.0,8616956.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1992,20494.666666666664,102473.33333333334,472178.0,504135.0,807609.0,2619268.0,2608792.0,1532628.0,122968.0,8667578.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1993,19995.833333333332,99979.16666666667,486126.0,521175.0,797406.0,2624207.0,2634364.0,1534785.0,119975.0,8718038.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1994,19112.833333333332,95564.16666666667,492490.0,544999.0,796273.0,2631314.0,2662894.0,1537546.0,114677.0,8780193.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1995,17921.5,89607.5,486493.0,569584.0,801038.0,2629586.0,2690998.0,1541071.0,107529.0,8826299.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1996,16504.666666666664,82523.33333333334,467882.0,590303.0,809007.0,2613792.0,2717689.0,1542629.0,99028.0,8840330.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1997,15430.333333333332,77151.66666666667,442432.0,606463.0,819588.0,2597475.0,2744704.0,1542281.0,92582.0,8845525.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1998,14951.166666666666,74755.83333333334,415238.0,614191.0,832934.0,2586366.0,2772534.0,1539637.0,89707.0,8850607.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,1999,14800.333333333332,74001.66666666667,391235.0,611446.0,852218.0,2577523.0,2801562.0,1534905.0,88802.0,8857691.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2000,14923.5,74617.5,373744.0,596967.0,878690.0,2571603.0,2829860.0,1531696.0,89541.0,8872101.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2001,15197.333333333332,75986.66666666667,365627.0,571659.0,909563.0,2569098.0,2857373.0,1531517.0,91184.0,8896021.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2002,15640.166666666666,78200.83333333334,365296.0,542219.0,938244.0,2566676.0,2885765.0,1533005.0,93841.0,8925046.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2003,16271.5,81357.5,370067.0,514318.0,959174.0,2563676.0,2915856.0,1537715.0,97629.0,8958435.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2004,16693.5,83467.5,379064.0,490763.0,970326.0,2556384.0,2949055.0,1548055.0,100161.0,8993808.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2005,16887.166666666664,84435.83333333334,389634.0,474308.0,971454.0,2547743.0,2985278.0,1560032.0,101323.0,9029772.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2006,17319.666666666664,86598.33333333334,400550.0,468358.0,961270.0,2551371.0,3021661.0,1573501.0,103918.0,9080629.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2007,17836.5,89182.5,411929.0,472135.0,941721.0,2568494.0,3051903.0,1595079.0,107019.0,9148280.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2008,18118.5,90592.5,422434.0,482491.0,914627.0,2596467.0,3068191.0,1626982.0,108711.0,9219903.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2009,18482.166666666664,92410.83333333334,431710.0,496338.0,884038.0,2636407.0,3071229.0,1668124.0,110893.0,9298739.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2010,19002.666666666664,95013.33333333334,440991.0,509798.0,855298.0,2676423.0,3067621.0,1714088.0,114016.0,9378235.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2011,19002.166666666664,95010.83333333334,450567.0,523301.0,831276.0,2704342.0,3064783.0,1760981.0,114013.0,9449263.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2012,18800.166666666664,94000.83333333334,457675.0,537467.0,815722.0,2723684.0,3065565.0,1806565.0,112801.0,9519479.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2013,18958.0,94790.0,462555.0,550973.0,813031.0,2741110.0,3068740.0,1850465.0,113748.0,9600622.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2014,19157.5,95787.5,466646.0,564783.0,822517.0,2757197.0,3077503.0,1892848.0,114945.0,9696439.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2015,19313.166666666664,96565.83333333334,469314.0,580368.0,839632.0,2773044.0,3090921.0,1930326.0,115879.0,9799484.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2016,19575.166666666664,97875.83333333334,474183.0,594988.0,864133.0,2802814.0,3107500.0,1962213.0,117451.0,9923282.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2017,19636.5,98182.5,481728.0,606519.0,892949.0,2842057.0,3125153.0,1991640.0,117819.0,10057865.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2018,19454.5,97272.5,486551.0,615829.0,919396.0,2876292.0,3139516.0,2021090.0,116727.0,10175401.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2019,19351.833333333332,96759.16666666667,487002.0,621782.0,943062.0,2905080.0,3155329.0,2050756.0,116111.0,10279122.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2020,19081.166666666664,95405.83333333334,483912.0,622225.0,964345.0,2918996.0,3172771.0,2076947.0,114487.0,10353683.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2021,19021.166666666664,95105.83333333334,477631.0,621983.0,980094.0,2930522.0,3188055.0,2103725.0,114127.0,10416137.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2022,18320.833333333332,91604.16666666667,472479.0,622384.0,991738.0,2952387.0,3205099.0,2133323.0,109925.0,10487335.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2023,16958.0,84790.0,464634.0,620816.0,1002541.0,2965448.0,3229412.0,2166895.0,101748.0,10551494.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2024,16406.666666666664,82033.33333333334,449688.0,618565.0,1011449.0,2974929.0,3253316.0,2200608.0,98440.0,10606995.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2025,16382.0,81910.0,433652.0,614439.0,1017122.0,2989694.0,3274840.0,2228599.0,98292.0,10656638.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2026,16268.833333333332,81344.16666666667,417439.0,609119.0,1021097.0,3000386.0,3299287.0,2256103.0,97613.0,10701044.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2027,16141.0,80705.0,404926.0,599650.0,1022437.0,3009080.0,3323115.0,2285201.0,96846.0,10741255.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2028,16019.166666666666,80095.83333333334,399854.0,583730.0,1019180.0,3014978.0,3346369.0,2318083.0,96115.0,10778309.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2029,15907.833333333332,79539.16666666667,397140.0,565448.0,1015229.0,3014604.0,3366762.0,2357068.0,95447.0,10811698.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2030,15838.5,79192.5,393974.0,548396.0,1011127.0,3007266.0,3386439.0,2399578.0,95031.0,10841811.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2031,15817.0,79085.0,391083.0,530835.0,1006233.0,2997378.0,3407392.0,2440967.0,94902.0,10868790.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2032,15851.5,79257.5,388915.0,517046.0,996387.0,2990479.0,3425791.0,2480424.0,95109.0,10894151.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2033,15945.5,79727.5,387815.0,510822.0,978144.0,2988550.0,3442682.0,2515241.0,95673.0,10918927.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2034,16072.833333333332,80364.16666666667,387955.0,507114.0,955981.0,2992697.0,3458669.0,2543536.0,96437.0,10942389.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2035,16236.0,81180.0,389279.0,503284.0,934050.0,3003346.0,3468256.0,2569347.0,97416.0,10964978.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2036,16431.833333333332,82159.16666666667,391745.0,500165.0,913263.0,3021175.0,3465950.0,2596798.0,98591.0,10987687.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2037,16649.166666666664,83245.83333333334,395134.0,498087.0,892560.0,3044494.0,3454594.0,2625198.0,99895.0,11009962.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2038,16876.166666666664,84380.83333333334,399237.0,497331.0,872648.0,3067429.0,3441868.0,2652213.0,101257.0,11031983.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2039,17113.833333333332,85569.16666666667,403979.0,498073.0,852422.0,3087197.0,3431551.0,2678882.0,102683.0,11054787.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2040,17353.166666666664,86765.83333333334,409206.0,500269.0,836414.0,3102099.0,3422756.0,2703744.0,104119.0,11078607.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2041,17549.333333333332,87746.66666666667,414675.0,503736.0,828585.0,3110509.0,3416105.0,2723727.0,105296.0,11102633.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2042,17718.5,88592.5,420042.0,508315.0,824240.0,3113254.0,3414175.0,2741078.0,106311.0,11127415.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2043,17847.0,89235.0,425101.0,513766.0,820838.0,3110370.0,3418678.0,2757298.0,107082.0,11153133.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2044,17931.833333333332,89659.16666666667,429449.0,519868.0,818970.0,3101600.0,3426264.0,2774678.0,107591.0,11178420.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2045,17979.0,89895.0,432828.0,526387.0,818905.0,3088231.0,3432802.0,2795846.0,107874.0,11202873.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2046,17979.833333333332,89899.16666666667,435264.0,532888.0,820776.0,3069683.0,3442840.0,2816936.0,107879.0,11226266.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2047,17958.5,89792.5,436685.0,539076.0,824657.0,3046613.0,3456935.0,2837008.0,107751.0,11248725.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2048,17886.0,89430.0,437240.0,544633.0,830347.0,3021135.0,3471501.0,2857972.0,107316.0,11270144.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2049,17772.833333333332,88864.16666666667,436892.0,549260.0,837609.0,2993819.0,3486031.0,2880104.0,106637.0,11290352.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Sweden,SWE,2050,17645.666666666664,88228.33333333334,435658.0,552785.0,846142.0,2964613.0,3498877.0,2905684.0,105874.0,11309633.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_States,USA,1950,598277.3333333333,2991386.666666667,13351712.394953039,15937508.310937792,23666623.308383804,80424574.94978358,57389191.83649995,27271891.466428377,3589664.0,149687836.2036612,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_States,USA,1951,612750.1666666666,3063750.8333333335,13674701.579801686,16323050.080083013,24239138.888736203,82370113.25501615,58777484.794143386,27931621.524525803,3676501.0,150973267.08278582,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_States,USA,1952,623564.3333333333,3117821.666666667,13916040.562711097,16611128.637506546,24666925.125376873,83823828.2950914,59814823.584713,28424574.814248517,3741386.0,152330361.14164734,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_States,USA,1953,636688.4166666666,3183442.083333334,14208929.790417196,16960741.058945056,25186086.924115427,85588058.30161381,61073738.964138284,29022823.412885655,3820130.5,155675883.28782752,UN WPP 2024 one-year age population (annual 1990-2050),derived
