country,iso3,year,source_sheet,source_age_group,normalized_age_group,age_start_years,age_end_years_exclusive,reported_cases,total_reported_cases_known_age,reported_case_share_known_age,wpp_population_denominator,reported_incidence_per_100k,model_age_groups,model_age_alignment,target_role,target_strength,age_group_note,source,source_type
Sweden,SWE,2022,SE,15-19,15-19,15.0,20.0,1.836,11.904,0.15423387096774194,596914.0,0.30758199673654835,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2022,SE,20-29,20-29,20.0,30.0,0.912,11.904,0.07661290322580645,1261333.0,0.07230445885424389,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2022,SE,30-39,30-39,30.0,40.0,1.836,11.904,0.15423387096774194,1456557.0,0.12605067978802065,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2022,SE,40-49,40-49,40.0,50.0,0.912,11.904,0.07661290322580645,1299981.0,0.07015487149427568,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2022,SE,50-59,50-59,50.0,60.0,1.836,11.904,0.15423387096774194,1332669.0,0.1377686432264876,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2022,SE,60-69,60-69,60.0,70.0,0.912,11.904,0.07661290322580645,1113925.0,0.08187265749489418,middle_adult_40_64y;elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2022,SE,70-79,70-79,70.0,80.0,0.0,11.904,0.0,1020477.0,0.0,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2022,SE,80+,80+,80.0,inf,0.912,11.904,0.07661290322580645,571370.0,0.15961636067696938,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2023,SE,00-04,00-04,0.0,5.0,25.116,137.172,0.18309859154929578,566382.0,4.434462959627955,infant_0_2m;infant_3_11m;child_1_4y,exact_union,under5_aggregate_not_infant,secondary_under5_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2023,SE,05-09,05-09,5.0,10.0,8.97,137.172,0.0653923541247485,620816.0,1.444872554831061,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2023,SE,10-14,10-14,10.0,15.0,18.078,137.172,0.1317907444668008,632912.0,2.8563212579315924,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2023,SE,15-19,15-19,15.0,20.0,12.005999999999998,137.172,0.08752515090543259,607983.0,1.9747262670173342,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2023,SE,20-29,20-29,20.0,30.0,11.04,137.172,0.08048289738430583,1239875.0,0.8904123399536243,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2023,SE,30-39,30-39,30.0,40.0,8.97,137.172,0.0653923541247485,1487219.0,0.6031391476305776,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2023,SE,40-49,40-49,40.0,50.0,16.008,137.172,0.11670020120724346,1302714.0,1.2288192189536613,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2023,SE,50-59,50-59,50.0,60.0,20.01,137.172,0.14587525150905434,1344175.0,1.4886454516710996,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2023,SE,60-69,60-69,60.0,70.0,8.003999999999998,137.172,0.05835010060362172,1127031.0,0.7101845468314535,middle_adult_40_64y;elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2023,SE,70-79,70-79,70.0,80.0,4.968,137.172,0.03621730382293763,1023362.0,0.48545871353440917,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2023,SE,80+,80+,80.0,inf,4.002,137.172,0.029175050301810865,599025.0,0.6680856391636408,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2024,SE,00-04,00-04,0.0,5.0,425.015,2532.275,0.1678391959798995,548128.0,77.53937036604589,infant_0_2m;infant_3_11m;child_1_4y,exact_union,under5_aggregate_not_infant,secondary_under5_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2024,SE,05-09,05-09,5.0,10.0,119.615,2532.275,0.04723618090452261,618565.0,19.337498888556578,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2024,SE,10-14,10-14,10.0,15.0,325.76,2532.275,0.128643216080402,634988.0,51.30175688359465,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2024,SE,15-19,15-19,15.0,20.0,195.965,2532.275,0.07738693467336684,620348.0,31.589527168621483,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2024,SE,20-29,20-29,20.0,30.0,223.96,2532.275,0.08844221105527639,1226423.0,18.26123613141632,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2024,SE,30-39,30-39,30.0,40.0,302.855,2532.275,0.11959798994974874,1504619.0,20.12835142983041,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2024,SE,40-49,40-49,40.0,50.0,404.655,2532.275,0.15979899497487435,1304631.0,31.0168162491923,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2024,SE,50-59,50-59,50.0,60.0,259.59,2532.275,0.10251256281407034,1348068.0,19.256447004157057,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2024,SE,60-69,60-69,60.0,70.0,119.615,2532.275,0.04723618090452261,1149165.0,10.40886208681956,middle_adult_40_64y;elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2024,SE,70-79,70-79,70.0,80.0,83.985,2532.275,0.033165829145728645,1020020.0,8.233662085057157,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2024,SE,80+,80+,80.0,inf,71.26,2532.275,0.02814070351758794,632040.0,11.274602873235871,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2025,SE,00-04,00-04,0.0,5.0,140.0,780.0,0.1794871794871795,531944.0,26.318559848405094,infant_0_2m;infant_3_11m;child_1_4y,exact_union,under5_aggregate_not_infant,secondary_under5_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2025,SE,05-09,05-09,5.0,10.0,51.0,780.0,0.06538461538461539,614439.0,8.300254378384185,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2025,SE,10-14,10-14,10.0,15.0,62.0,780.0,0.07948717948717948,633967.0,9.779688848157711,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2025,SE,15-19,15-19,15.0,20.0,81.0,780.0,0.10384615384615385,635212.0,12.751648268609534,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2025,SE,20-29,20-29,20.0,30.0,62.0,780.0,0.07948717948717948,1229531.0,5.042573143743428,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2025,SE,30-39,30-39,30.0,40.0,94.0,780.0,0.12051282051282051,1508106.0,6.232983623167072,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2025,SE,40-49,40-49,40.0,50.0,112.0,780.0,0.14358974358974358,1309627.0,8.552053370921644,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2025,SE,50-59,50-59,50.0,60.0,90.0,780.0,0.11538461538461539,1342749.0,6.702667438218163,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2025,SE,60-69,60-69,60.0,70.0,33.0,780.0,0.04230769230769231,1174350.0,2.810065142419211,middle_adult_40_64y;elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2025,SE,70-79,70-79,70.0,80.0,31.0,780.0,0.03974358974358974,1011033.0,3.066170936062423,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Sweden,SWE,2025,SE,80+,80+,80.0,inf,24.0,780.0,0.03076923076923077,665680.0,3.605335897127749,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2015,GB,<1,<1,0.0,1.0,203.0,2675.0,0.07588785046728971,785460.0,25.844727930130112,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2015,GB,1–4,1-4,1.0,5.0,324.0,2675.0,0.1211214953271028,3281117.0,9.874685968223627,child_1_4y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2015,GB,5–9,5-9,5.0,10.0,235.0,2675.0,0.08785046728971962,4008501.0,5.862540635514373,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2015,GB,10–14,10-14,10.0,15.0,258.0,2675.0,0.09644859813084113,3615636.0,7.135674055684809,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2015,GB,15–24,15-24,15.0,25.0,233.0,2675.0,0.08710280373831776,8163543.0,2.854152908853423,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2015,GB,25–44,25-44,25.0,45.0,670.0,2675.0,0.2504672897196262,17396470.0,3.8513560509689606,young_adult_18_39y;middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2015,GB,45–64,45-64,45.0,65.0,608.0,2675.0,0.22728971962616823,16512993.0,3.68194911727995,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2015,GB,65+,65+,65.0,inf,144.0,2675.0,0.05383177570093458,11618387.0,1.2394147311498576,elderly_65plus,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2015,GB,Not known,Notknown,,,5.0,2675.0,0.001869158878504673,,,,unknown_age,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2016,GB,<1,<1,0.0,1.0,262.0,4125.0,0.06351515151515151,782465.0,33.48392579859802,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2016,GB,1–4,1-4,1.0,5.0,416.0,4125.0,0.10084848484848485,3261890.0,12.753342387388907,child_1_4y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2016,GB,5–9,5-9,5.0,10.0,306.0,4125.0,0.07418181818181818,4091789.0,7.478391481085658,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2016,GB,10–14,10-14,10.0,15.0,345.0,4125.0,0.08363636363636363,3691868.0,9.34486281741384,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2016,GB,15–24,15-24,15.0,25.0,363.0,4125.0,0.088,8090253.0,4.486880694583964,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2016,GB,25–44,25-44,25.0,45.0,1062.0,4125.0,0.25745454545454544,17469668.0,6.079108086083834,young_adult_18_39y;middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2016,GB,45–64,45-64,45.0,65.0,1095.0,4125.0,0.26545454545454544,16699837.0,6.556950226520176,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2016,GB,65+,65+,65.0,inf,276.0,4125.0,0.0669090909090909,11805589.0,2.337875729876756,elderly_65plus,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2016,GB,Not known,Notknown,,,9.0,4125.0,0.002181818181818182,,,,unknown_age,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2017,GB,<1,<1,0.0,1.0,199.0,3025.0,0.06578512396694215,769265.0,25.868848836226785,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2017,GB,1–4,1-4,1.0,5.0,298.0,3025.0,0.09851239669421488,3231724.0,9.221084473797887,child_1_4y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2017,GB,5–9,5-9,5.0,10.0,213.0,3025.0,0.07041322314049586,4156322.0,5.1247232529144755,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2017,GB,10–14,10-14,10.0,15.0,273.0,3025.0,0.09024793388429753,3800189.0,7.183853224142273,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2017,GB,15–24,15-24,15.0,25.0,297.0,3025.0,0.09818181818181818,8001051.0,3.7120123343795712,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2017,GB,25–44,25-44,25.0,45.0,742.0,3025.0,0.2452892561983471,17513168.0,4.236811980562283,young_adult_18_39y;middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2017,GB,45–64,45-64,45.0,65.0,793.0,3025.0,0.2621487603305785,16890238.0,4.695019691255979,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2017,GB,65+,65+,65.0,inf,210.0,3025.0,0.06942148760330578,11992517.0,1.7510919517562495,elderly_65plus,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2017,GB,Not known,Notknown,,,6.0,3025.0,0.0019834710743801653,,,,unknown_age,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2018,GB,<1,<1,0.0,1.0,133.0,2397.0,0.05548602419691281,749100.0,17.754638900013347,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2018,GB,1–4,1-4,1.0,5.0,287.0,2397.0,0.11973299958281185,3197327.0,8.976247972134225,child_1_4y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2018,GB,5–9,5-9,5.0,10.0,169.0,2397.0,0.07050479766374634,4188756.0,4.034610753168721,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2018,GB,10–14,10-14,10.0,15.0,204.0,2397.0,0.0851063829787234,3914830.0,5.210954243223844,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2018,GB,15–24,15-24,15.0,25.0,177.0,2397.0,0.07384230287859825,7936696.0,2.2301471544330282,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2018,GB,25–44,25-44,25.0,45.0,601.0,2397.0,0.25073007926574886,17548226.0,3.4248476170753674,young_adult_18_39y;middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2018,GB,45–64,45-64,45.0,65.0,628.0,2397.0,0.261994159365874,17031374.0,3.6873126031992483,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2018,GB,65+,65+,65.0,inf,198.0,2397.0,0.08260325406758448,12186165.0,1.624793361980574,elderly_65plus,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2018,GB,Not known,Notknown,,,5.0,2397.0,0.0020859407592824365,,,,unknown_age,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2019,GB,<1,<1,0.0,1.0,164.0,3691.0,0.044432403142779735,727284.0,22.549650480417554,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2019,GB,1–4,1-4,1.0,5.0,456.0,3691.0,0.12354375507992414,3155395.0,14.45143951866565,child_1_4y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2019,GB,5–9,5-9,5.0,10.0,313.0,3691.0,0.08480086697371986,4197063.0,7.457595942686589,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2019,GB,10–14,10-14,10.0,15.0,370.0,3691.0,0.10024383635871037,4015103.0,9.215205687126831,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2019,GB,15–24,15-24,15.0,25.0,322.0,3691.0,0.08723923056082362,7912033.0,4.069750467420952,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2019,GB,25–44,25-44,25.0,45.0,877.0,3691.0,0.2376049850988892,17593900.0,4.984682190986649,young_adult_18_39y;middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2019,GB,45–64,45-64,45.0,65.0,925.0,3691.0,0.2506095908967759,17122870.0,5.402131768798105,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2019,GB,65+,65+,65.0,inf,264.0,3691.0,0.07152533188837713,12387310.0,2.1312133142708145,elderly_65plus,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2019,GB,Not known,Notknown,,,1.0,3691.0,0.000270929287455974,,,,unknown_age,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2020,GB,<1,<1,0.0,1.0,69.0,1282.0,0.05382215288611544,709605.0,9.723719534107003,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2020,GB,1–4,1-4,1.0,5.0,167.0,1282.0,0.13026521060842433,3112573.0,5.365336009789971,child_1_4y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2020,GB,5–9,5-9,5.0,10.0,102.0,1282.0,0.07956318252730109,4193756.0,2.432187280328183,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2020,GB,10–14,10-14,10.0,15.0,148.0,1282.0,0.11544461778471139,4084720.0,3.623259366615092,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2020,GB,15–24,15-24,15.0,25.0,85.0,1282.0,0.06630265210608424,7909799.0,1.0746164346274791,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2020,GB,25–44,25-44,25.0,45.0,302.0,1282.0,0.23556942277691106,17631132.0,1.7128792411060163,young_adult_18_39y;middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2020,GB,45–64,45-64,45.0,65.0,312.0,1282.0,0.24336973478939158,17178927.0,1.8161786239617876,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2020,GB,65+,65+,65.0,inf,97.0,1282.0,0.07566302652106084,12531348.0,0.774058784418085,elderly_65plus,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2020,GB,Not known,Notknown,,,2.0,1282.0,0.0015600624024961,,,,unknown_age,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2021,GB,<1,<1,0.0,1.0,52.0,468.0,0.1111111111111111,700659.0,7.421584536843172,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2021,GB,1–4,1-4,1.0,5.0,192.0,468.0,0.41025641025641024,3049022.0,6.29710116883381,child_1_4y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2021,GB,5–9,5-9,5.0,10.0,54.0,468.0,0.11538461538461539,4175992.0,1.2931059254902786,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2021,GB,10–14,10-14,10.0,15.0,19.0,468.0,0.0405982905982906,4142916.0,0.45861417417104283,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2021,GB,15–24,15-24,15.0,25.0,27.0,468.0,0.057692307692307696,7944168.0,0.3398719664538816,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2021,GB,25–44,25-44,25.0,45.0,83.0,468.0,0.17735042735042736,17775104.0,0.4669452285623758,young_adult_18_39y;middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
United_Kingdom,GBR,2021,GB,45–64,45-64,45.0,65.0,31.0,468.0,0.06623931623931624,17214248.0,0.18008338209139313,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
