year,source_age_group,reported_cases,source_sheet,country,iso3,normalized_age_group,age_start_years,age_end_years_exclusive,is_unknown_age,age_group_note,wpp_population_denominator,reported_incidence_per_100k,total_reported_cases_known_age,reported_case_share_known_age,model_age_groups,model_age_alignment,target_role,target_strength,source,source_type
2015,50-54,894.0,AU,Australia,AUS,50-54,50.0,55.0,False,,1568033.0,57.014106208223936,22571.0,0.03960834699393027,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2015,55-59,782.0,AU,Australia,AUS,55-59,55.0,60.0,False,,1456043.0,53.707205075674274,22571.0,0.03464622746001506,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2015,60-64,781.0,AU,Australia,AUS,60-64,60.0,65.0,False,,1290458.0,60.52114830548534,22571.0,0.034601922821319395,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2015,65-69,749.0,AU,Australia,AUS,65-69,65.0,70.0,False,,1162143.0,64.44989988323296,22571.0,0.03318417438305791,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2015,70-74,528.0,AU,Australia,AUS,70-74,70.0,75.0,False,,855152.0,61.743409358804044,22571.0,0.02339284923131452,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2015,75-79,367.0,AU,Australia,AUS,75-79,75.0,80.0,False,,633189.0,57.96057733157083,22571.0,0.01625980240131142,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2015,80-84,203.0,AU,Australia,AUS,80-84,80.0,85.0,False,,453884.0,44.72508394215262,22571.0,0.008993841655221302,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2015,85+,168.0,AU,Australia,AUS,85+,85.0,inf,False,,463752.0,36.22625886249547,22571.0,0.007443179300872802,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2015,Unknow,0.0,AU,Australia,AUS,Unknow,,,True,,,,22571.0,0.0,,unknown_age,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2016,00-04,2908.0,AU,Australia,AUS,00-04,0.0,5.0,False,,1576866.0,184.41643107277346,20115.0,0.14456872980362914,infant_0_2m;infant_3_11m;child_1_4y,exact_union,under5_aggregate_not_infant,secondary_under5_constraint,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2016,05-09,4052.0,AU,Australia,AUS,05-09,5.0,10.0,False,,1573481.0,257.5182032703286,20115.0,0.2014417101665424,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2016,10-14,3535.0,AU,Australia,AUS,10-14,10.0,15.0,False,,1445003.0,244.6361703055288,20115.0,0.1757394978871489,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2016,15-19,1078.0,AU,Australia,AUS,15-19,15.0,20.0,False,,1484901.0,72.59743242142069,20115.0,0.053591846880437485,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2016,20-24,686.0,AU,Australia,AUS,20-24,20.0,25.0,False,,1704783.0,40.23972552518414,20115.0,0.0341039025602784,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2016,25-29,701.0,AU,Australia,AUS,25-29,25.0,30.0,False,,1825456.0,38.40136382361448,20115.0,0.03484961471538653,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2016,30-34,787.0,AU,Australia,AUS,30-34,30.0,35.0,False,,1802841.0,43.653322727850096,20115.0,0.03912503107133979,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2016,35-39,878.0,AU,Australia,AUS,35-39,35.0,40.0,False,,1621104.0,54.16062140368539,20115.0,0.04364901814566244,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2016,40-44,1043.0,AU,Australia,AUS,40-44,40.0,45.0,False,,1636151.0,63.74717247980168,20115.0,0.05185185185185185,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2016,45-49,887.0,AU,Australia,AUS,45-49,45.0,50.0,False,,1613514.0,54.97318275515428,20115.0,0.044096445438727316,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2016,50-54,723.0,AU,Australia,AUS,50-54,50.0,55.0,False,,1559248.0,46.36850584384267,20115.0,0.03594332587621178,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2016,55-59,664.0,AU,Australia,AUS,55-59,55.0,60.0,False,,1486357.0,44.67298233197004,20115.0,0.033010191399453145,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2016,60-64,583.0,AU,Australia,AUS,60-64,60.0,65.0,False,,1314069.0,44.36601122163296,20115.0,0.028983345761869252,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2016,65-69,612.0,AU,Australia,AUS,65-69,65.0,70.0,False,,1190795.0,51.39423662343225,20115.0,0.030425055928411632,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2016,70-74,436.0,AU,Australia,AUS,70-74,70.0,75.0,False,,901360.0,48.37134996006036,20115.0,0.021675366641809597,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2016,75-79,277.0,AU,Australia,AUS,75-79,75.0,80.0,False,,655043.0,42.2873002230388,20115.0,0.013770817797663435,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2016,80-84,127.0,AU,Australia,AUS,80-84,80.0,85.0,False,,461926.0,27.49358122296645,20115.0,0.006313696246582153,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2016,85+,138.0,AU,Australia,AUS,85+,85.0,inf,False,,477065.0,28.92687579260688,20115.0,0.00686055182699478,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2016,Unknow,2.0,AU,Australia,AUS,Unknow,,,True,,,,20115.0,9.942828734775044e-05,,unknown_age,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2017,00-04,1747.0,AU,Australia,AUS,00-04,0.0,5.0,False,,1580345.0,110.54548215737702,12234.0,0.14279875756089586,infant_0_2m;infant_3_11m;child_1_4y,exact_union,under5_aggregate_not_infant,secondary_under5_constraint,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2017,05-09,2275.0,AU,Australia,AUS,05-09,5.0,10.0,False,,1596458.0,142.50296594085157,12234.0,0.1859571685466732,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2017,10-14,1740.0,AU,Australia,AUS,10-14,10.0,15.0,False,,1482840.0,117.34239702193088,12234.0,0.14222658165767532,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2017,15-19,738.0,AU,Australia,AUS,15-19,15.0,20.0,False,,1492173.0,49.458072220848386,12234.0,0.06032368808239333,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2017,20-24,377.0,AU,Australia,AUS,20-24,20.0,25.0,False,,1726689.0,21.833694429048894,12234.0,0.03081575935916299,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2017,25-29,457.0,AU,Australia,AUS,25-29,25.0,30.0,False,,1855851.0,24.624821712518948,12234.0,0.037354912538826224,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2017,30-34,528.0,AU,Australia,AUS,30-34,30.0,35.0,False,,1840963.0,28.680641598989222,12234.0,0.04315841098577734,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2017,35-39,541.0,AU,Australia,AUS,35-39,35.0,40.0,False,,1674110.0,32.315678181242575,12234.0,0.044221023377472614,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2017,40-44,636.0,AU,Australia,AUS,40-44,40.0,45.0,False,,1615784.0,39.361696860471454,12234.0,0.05198626777832271,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2017,45-49,623.0,AU,Australia,AUS,45-49,45.0,50.0,False,,1653504.0,37.677562316148006,12234.0,0.05092365538662743,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2017,50-54,500.0,AU,Australia,AUS,50-54,50.0,55.0,False,,1549357.0,32.27145196362103,12234.0,0.04086970737289521,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2017,55-59,472.0,AU,Australia,AUS,55-59,55.0,60.0,False,,1516502.0,31.124258326068812,12234.0,0.038581003760013076,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2017,60-64,408.0,AU,Australia,AUS,60-64,60.0,65.0,False,,1340949.0,30.42621307745485,12234.0,0.03334968121628249,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2017,65-69,386.0,AU,Australia,AUS,65-69,65.0,70.0,False,,1204776.0,32.0391508462984,12234.0,0.031551414091875105,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2017,70-74,340.0,AU,Australia,AUS,70-74,70.0,75.0,False,,960463.0,35.39959373760363,12234.0,0.027791401013568744,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2017,75-79,229.0,AU,Australia,AUS,75-79,75.0,80.0,False,,677763.0,33.78762192683873,12234.0,0.018718325976786007,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2017,80-84,120.0,AU,Australia,AUS,80-84,80.0,85.0,False,,474371.0,25.296655992883206,12234.0,0.00980872976949485,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2017,85+,117.0,AU,Australia,AUS,85+,85.0,inf,False,,488146.0,23.968239010459985,12234.0,0.009563511525257478,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2017,Unknow,1.0,AU,Australia,AUS,Unknow,,,True,,,,12234.0,8.173941474579042e-05,,unknown_age,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2018,00-04,1514.0,AU,Australia,AUS,00-04,0.0,5.0,False,,1573070.0,96.24492234929151,12581.0,0.1203401955329465,infant_0_2m;infant_3_11m;child_1_4y,exact_union,under5_aggregate_not_infant,secondary_under5_constraint,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2018,05-09,3080.0,AU,Australia,AUS,05-09,5.0,10.0,False,,1613133.0,190.93279971335284,12581.0,0.24481360782131786,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2018,10-14,2193.0,AU,Australia,AUS,10-14,10.0,15.0,False,,1526713.0,143.64192877115738,12581.0,0.17431046816628248,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2018,15-19,663.0,AU,Australia,AUS,15-19,15.0,20.0,False,,1498564.0,44.242354680881164,12581.0,0.0526985136316668,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2018,20-24,386.0,AU,Australia,AUS,20-24,20.0,25.0,False,,1744319.0,22.128979848296098,12581.0,0.030681185915269058,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2018,25-29,409.0,AU,Australia,AUS,25-29,25.0,30.0,False,,1882944.0,21.72130451038374,12581.0,0.03250933948016851,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2018,30-34,426.0,AU,Australia,AUS,30-34,30.0,35.0,False,,1872082.0,22.755413491503045,12581.0,0.033860583419442015,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2018,35-39,518.0,AU,Australia,AUS,35-39,35.0,40.0,False,,1735133.0,29.85361929027919,12581.0,0.04117319767903982,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2018,40-44,592.0,AU,Australia,AUS,40-44,40.0,45.0,False,,1606559.0,36.84894236688475,12581.0,0.047055083061759796,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2018,45-49,581.0,AU,Australia,AUS,45-49,45.0,50.0,False,,1679899.0,34.585412575398884,12581.0,0.04618074874811223,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2018,50-54,492.0,AU,Australia,AUS,50-54,50.0,55.0,False,,1545423.0,31.83594394544406,12581.0,0.0391065893013274,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2018,55-59,431.0,AU,Australia,AUS,55-59,55.0,60.0,False,,1542453.0,27.9425045690209,12581.0,0.034258008107463635,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2018,60-64,378.0,AU,Australia,AUS,60-64,60.0,65.0,False,,1370447.0,27.582241414662516,12581.0,0.030045306414434463,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2018,65-69,317.0,AU,Australia,AUS,65-69,65.0,70.0,False,,1218083.0,26.02449915153565,12581.0,0.0251967252205707,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2018,70-74,273.0,AU,Australia,AUS,70-74,70.0,75.0,False,,1018362.0,26.80775598461058,12581.0,0.021699387965980445,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2018,75-79,166.0,AU,Australia,AUS,75-79,75.0,80.0,False,,702754.0,23.621352564339727,12581.0,0.01319449964231778,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2018,80-84,85.0,AU,Australia,AUS,80-84,80.0,85.0,False,,490139.0,17.34201930472784,12581.0,0.006756219696367538,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2018,85+,77.0,AU,Australia,AUS,85+,85.0,inf,False,,499623.0,15.41162036175276,12581.0,0.006120340195532947,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2018,Unknow,0.0,AU,Australia,AUS,Unknow,,,True,,,,12581.0,0.0,,unknown_age,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2019,00-04,1342.0,AU,Australia,AUS,00-04,0.0,5.0,False,,1561274.0,85.95544407964265,12024.0,0.11161011310711909,infant_0_2m;infant_3_11m;child_1_4y,exact_union,under5_aggregate_not_infant,secondary_under5_constraint,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2019,05-09,2625.0,AU,Australia,AUS,05-09,5.0,10.0,False,,1623904.0,161.6474865509291,12024.0,0.218313373253493,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2019,10-14,2349.0,AU,Australia,AUS,10-14,10.0,15.0,False,,1570194.0,149.599348870267,12024.0,0.19535928143712575,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2019,15-19,778.0,AU,Australia,AUS,15-19,15.0,20.0,False,,1500662.0,51.84378627565702,12024.0,0.0647039254823686,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2019,20-24,424.0,AU,Australia,AUS,20-24,20.0,25.0,False,,1744293.0,24.307842776414283,12024.0,0.03526280771789754,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2019,25-29,380.0,AU,Australia,AUS,25-29,25.0,30.0,False,,1900131.0,19.998621147699815,12024.0,0.031603459747172324,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2019,30-34,465.0,AU,Australia,AUS,30-34,30.0,35.0,False,,1898581.0,24.491975849331684,12024.0,0.038672654690618764,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2019,35-39,482.0,AU,Australia,AUS,35-39,35.0,40.0,False,,1795047.0,26.851664608224745,12024.0,0.04008649367930805,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2019,40-44,528.0,AU,Australia,AUS,40-44,40.0,45.0,False,,1612063.0,32.7530623803164,12024.0,0.043912175648702596,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2019,45-49,569.0,AU,Australia,AUS,45-49,45.0,50.0,False,,1690220.0,33.664256723976756,12024.0,0.04732202262142382,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2019,50-54,482.0,AU,Australia,AUS,50-54,50.0,55.0,False,,1554506.0,31.006634905236776,12024.0,0.04008649367930805,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2019,55-59,386.0,AU,Australia,AUS,55-59,55.0,60.0,False,,1562445.0,24.70486961141032,12024.0,0.03210246174318031,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2019,60-64,331.0,AU,Australia,AUS,60-64,60.0,65.0,False,,1406159.0,23.539301032102344,12024.0,0.027528276779773785,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2019,65-69,284.0,AU,Australia,AUS,65-69,65.0,70.0,False,,1240431.0,22.895267854479613,12024.0,0.023619427811044577,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2019,70-74,248.0,AU,Australia,AUS,70-74,70.0,75.0,False,,1067943.0,23.22221317055311,12024.0,0.020625415834996674,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2019,75-79,190.0,AU,Australia,AUS,75-79,75.0,80.0,False,,733875.0,25.88996763754045,12024.0,0.015801729873586162,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2019,80-84,96.0,AU,Australia,AUS,80-84,80.0,85.0,False,,508590.0,18.875715212646732,12024.0,0.007984031936127744,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2019,85+,65.0,AU,Australia,AUS,85+,85.0,inf,False,,512396.0,12.685501057775626,12024.0,0.00540585495675316,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2019,Unknow,1.0,AU,Australia,AUS,Unknow,,,True,,,,12024.0,8.316699933466401e-05,,unknown_age,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2020,00-04,378.0,AU,Australia,AUS,00-04,0.0,5.0,False,,1543269.0,24.493461606498933,3459.0,0.10928013876843018,infant_0_2m;infant_3_11m;child_1_4y,exact_union,under5_aggregate_not_infant,secondary_under5_constraint,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2020,05-09,512.0,AU,Australia,AUS,05-09,5.0,10.0,False,,1627451.0,31.460240584816376,3459.0,0.14801965886094248,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2020,10-14,485.0,AU,Australia,AUS,10-14,10.0,15.0,False,,1607254.0,30.17569096110509,3459.0,0.14021393466319745,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2020,15-19,236.0,AU,Australia,AUS,15-19,15.0,20.0,False,,1495769.0,15.777837353227671,3459.0,0.06822781150621567,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2020,20-24,178.0,AU,Australia,AUS,20-24,20.0,25.0,False,,1707474.0,10.424756101703453,3459.0,0.05145995952587453,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
2020,25-29,147.0,AU,Australia,AUS,25-29,25.0,30.0,False,,1886730.0,7.79125789063618,3459.0,0.042497831743278404,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
