country,contactdata_country,data_source,location,source_age_bin,target_age_bin,contacts_per_day
United_Kingdom,UK,2020,other,"[55,60)","[25,30)",0.32471
United_Kingdom,UK,2020,other,"[55,60)","[30,35)",0.1965
United_Kingdom,UK,2020,other,"[55,60)","[35,40)",0.26649
United_Kingdom,UK,2020,other,"[55,60)","[40,45)",0.37832
United_Kingdom,UK,2020,other,"[55,60)","[45,50)",0.23336
United_Kingdom,UK,2020,other,"[55,60)","[50,55)",0.52458
United_Kingdom,UK,2020,other,"[55,60)","[55,60)",0.56516
United_Kingdom,UK,2020,other,"[55,60)","[60,65)",0.36591
United_Kingdom,UK,2020,other,"[55,60)","[65,70)",0.21245
United_Kingdom,UK,2020,other,"[55,60)","[70,75)",0.13691
United_Kingdom,UK,2020,other,"[55,60)","[75,80)",0.08361
United_Kingdom,UK,2020,other,"[60,65)","[00,05)",0.0233
United_Kingdom,UK,2020,other,"[60,65)","[05,10)",0.054
United_Kingdom,UK,2020,other,"[60,65)","[10,15)",0.05255
United_Kingdom,UK,2020,other,"[60,65)","[15,20)",0.05665
United_Kingdom,UK,2020,other,"[60,65)","[20,25)",0.28728
United_Kingdom,UK,2020,other,"[60,65)","[25,30)",0.2857
United_Kingdom,UK,2020,other,"[60,65)","[30,35)",0.40608
United_Kingdom,UK,2020,other,"[60,65)","[35,40)",0.38063
United_Kingdom,UK,2020,other,"[60,65)","[40,45)",0.47678
United_Kingdom,UK,2020,other,"[60,65)","[45,50)",0.36322
United_Kingdom,UK,2020,other,"[60,65)","[50,55)",0.2859
United_Kingdom,UK,2020,other,"[60,65)","[55,60)",0.42618
United_Kingdom,UK,2020,other,"[60,65)","[60,65)",0.19483
United_Kingdom,UK,2020,other,"[60,65)","[65,70)",0.14743
United_Kingdom,UK,2020,other,"[60,65)","[70,75)",0.09989
United_Kingdom,UK,2020,other,"[60,65)","[75,80)",0.10003
United_Kingdom,UK,2020,other,"[65,70)","[00,05)",0.02296
United_Kingdom,UK,2020,other,"[65,70)","[05,10)",0.13725
United_Kingdom,UK,2020,other,"[65,70)","[10,15)",0.13217
United_Kingdom,UK,2020,other,"[65,70)","[15,20)",0.1784
United_Kingdom,UK,2020,other,"[65,70)","[20,25)",0.25312
United_Kingdom,UK,2020,other,"[65,70)","[25,30)",0.56293
United_Kingdom,UK,2020,other,"[65,70)","[30,35)",0.29128
United_Kingdom,UK,2020,other,"[65,70)","[35,40)",0.522
United_Kingdom,UK,2020,other,"[65,70)","[40,45)",0.25602
United_Kingdom,UK,2020,other,"[65,70)","[45,50)",0.40832
United_Kingdom,UK,2020,other,"[65,70)","[50,55)",0.40931
United_Kingdom,UK,2020,other,"[65,70)","[55,60)",0.5689
United_Kingdom,UK,2020,other,"[65,70)","[60,65)",0.52598
United_Kingdom,UK,2020,other,"[65,70)","[65,70)",0.43937
United_Kingdom,UK,2020,other,"[65,70)","[70,75)",0.17315
United_Kingdom,UK,2020,other,"[65,70)","[75,80)",0.06208
United_Kingdom,UK,2020,other,"[70,75)","[00,05)",0.06914
United_Kingdom,UK,2020,other,"[70,75)","[05,10)",0.02553
United_Kingdom,UK,2020,other,"[70,75)","[10,15)",0.1168
United_Kingdom,UK,2020,other,"[70,75)","[15,20)",0.257
United_Kingdom,UK,2020,other,"[70,75)","[20,25)",0.33807
United_Kingdom,UK,2020,other,"[70,75)","[25,30)",0.24973
United_Kingdom,UK,2020,other,"[70,75)","[30,35)",0.16066
United_Kingdom,UK,2020,other,"[70,75)","[35,40)",0.0742
United_Kingdom,UK,2020,other,"[70,75)","[40,45)",0.39145
United_Kingdom,UK,2020,other,"[70,75)","[45,50)",0.47549
United_Kingdom,UK,2020,other,"[70,75)","[50,55)",0.2064
United_Kingdom,UK,2020,other,"[70,75)","[55,60)",0.30044
United_Kingdom,UK,2020,other,"[70,75)","[60,65)",0.38355
United_Kingdom,UK,2020,other,"[70,75)","[65,70)",0.522
United_Kingdom,UK,2020,other,"[70,75)","[70,75)",0.29396
United_Kingdom,UK,2020,other,"[70,75)","[75,80)",0.48474
United_Kingdom,UK,2020,other,"[75,80)","[00,05)",0
United_Kingdom,UK,2020,other,"[75,80)","[05,10)",0
United_Kingdom,UK,2020,other,"[75,80)","[10,15)",0
United_Kingdom,UK,2020,other,"[75,80)","[15,20)",0
United_Kingdom,UK,2020,other,"[75,80)","[20,25)",0
United_Kingdom,UK,2020,other,"[75,80)","[25,30)",0.08017
United_Kingdom,UK,2020,other,"[75,80)","[30,35)",0.22503
United_Kingdom,UK,2020,other,"[75,80)","[35,40)",0.21417
United_Kingdom,UK,2020,other,"[75,80)","[40,45)",0.36807
United_Kingdom,UK,2020,other,"[75,80)","[45,50)",0
United_Kingdom,UK,2020,other,"[75,80)","[50,55)",0.66965
United_Kingdom,UK,2020,other,"[75,80)","[55,60)",0
United_Kingdom,UK,2020,other,"[75,80)","[60,65)",0.65583
United_Kingdom,UK,2020,other,"[75,80)","[65,70)",0
United_Kingdom,UK,2020,other,"[75,80)","[70,75)",0.08291
United_Kingdom,UK,2020,other,"[75,80)","[75,80)",0.08943
Japan,Japan,2017,all,"[00,05)","[00,05)",2.542143546449184
Japan,Japan,2017,all,"[00,05)","[05,10)",0.7575578021856026
Japan,Japan,2017,all,"[00,05)","[10,15)",0.30837499666505946
Japan,Japan,2017,all,"[00,05)","[15,20)",0.1921136486226956
Japan,Japan,2017,all,"[00,05)","[20,25)",0.2244060246664164
Japan,Japan,2017,all,"[00,05)","[25,30)",0.4695042188491656
Japan,Japan,2017,all,"[00,05)","[30,35)",0.7873633749456895
Japan,Japan,2017,all,"[00,05)","[35,40)",0.7599442071579914
Japan,Japan,2017,all,"[00,05)","[40,45)",0.3512345075790001
Japan,Japan,2017,all,"[00,05)","[45,50)",0.21282530365425956
Japan,Japan,2017,all,"[00,05)","[50,55)",0.20068642381946858
Japan,Japan,2017,all,"[00,05)","[55,60)",0.19043110222631976
Japan,Japan,2017,all,"[00,05)","[60,65)",0.15520333997070823
Japan,Japan,2017,all,"[00,05)","[65,70)",0.1348884352142882
Japan,Japan,2017,all,"[00,05)","[70,75)",0.08446249602743043
Japan,Japan,2017,all,"[00,05)","[75,80)",0.04719246657399916
Japan,Japan,2017,all,"[05,10)","[00,05)",0.7185338552905389
Japan,Japan,2017,all,"[05,10)","[05,10)",3.9959820409982125
Japan,Japan,2017,all,"[05,10)","[10,15)",0.7538611975995304
Japan,Japan,2017,all,"[05,10)","[15,20)",0.19877682571121352
Japan,Japan,2017,all,"[05,10)","[20,25)",0.10398524373656046
Japan,Japan,2017,all,"[05,10)","[25,30)",0.3263464903688473
Japan,Japan,2017,all,"[05,10)","[30,35)",0.6579974643942448
Japan,Japan,2017,all,"[05,10)","[35,40)",0.8288167030869968
Japan,Japan,2017,all,"[05,10)","[40,45)",0.6214249449245328
Japan,Japan,2017,all,"[05,10)","[45,50)",0.2315576184371609
Japan,Japan,2017,all,"[05,10)","[50,55)",0.15566139033495885
Japan,Japan,2017,all,"[05,10)","[55,60)",0.14372754337306348
Japan,Japan,2017,all,"[05,10)","[60,65)",0.160704620304062
Japan,Japan,2017,all,"[05,10)","[65,70)",0.12517293033837928
Japan,Japan,2017,all,"[05,10)","[70,75)",0.059655361820648276
Japan,Japan,2017,all,"[05,10)","[75,80)",0.04906313429251902
Japan,Japan,2017,all,"[10,15)","[00,05)",0.1781054743088119
Japan,Japan,2017,all,"[10,15)","[05,10)",1.2909984659074314
Japan,Japan,2017,all,"[10,15)","[10,15)",6.22966427940442
Japan,Japan,2017,all,"[10,15)","[15,20)",0.6140801090347097
Japan,Japan,2017,all,"[10,15)","[20,25)",0.18667765932676209
Japan,Japan,2017,all,"[10,15)","[25,30)",0.19036543622381807
Japan,Japan,2017,all,"[10,15)","[30,35)",0.38080051864686926
Japan,Japan,2017,all,"[10,15)","[35,40)",0.6994471458791156
Japan,Japan,2017,all,"[10,15)","[40,45)",0.7892150463907683
Japan,Japan,2017,all,"[10,15)","[45,50)",0.39081039010551444
Japan,Japan,2017,all,"[10,15)","[50,55)",0.21086100529290686
Japan,Japan,2017,all,"[10,15)","[55,60)",0.13087175973020765
Japan,Japan,2017,all,"[10,15)","[60,65)",0.10238743027165934
Japan,Japan,2017,all,"[10,15)","[65,70)",0.10446178786982437
Japan,Japan,2017,all,"[10,15)","[70,75)",0.07515650673993247
Japan,Japan,2017,all,"[10,15)","[75,80)",0.06929165000885228
Japan,Japan,2017,all,"[15,20)","[00,05)",0.09938456228132533
Japan,Japan,2017,all,"[15,20)","[05,10)",0.232182431265692
Japan,Japan,2017,all,"[15,20)","[10,15)",2.0404527401448473
Japan,Japan,2017,all,"[15,20)","[15,20)",7.257919237949974
Japan,Japan,2017,all,"[15,20)","[20,25)",1.1319060478597838
Japan,Japan,2017,all,"[15,20)","[25,30)",0.5900849077649275
Japan,Japan,2017,all,"[15,20)","[30,35)",0.5338755320842966
Japan,Japan,2017,all,"[15,20)","[35,40)",0.7600841333166952
Japan,Japan,2017,all,"[15,20)","[40,45)",0.9108220623912026
Japan,Japan,2017,all,"[15,20)","[45,50)",0.7815645198029046
Japan,Japan,2017,all,"[15,20)","[50,55)",0.41586684539464025
Japan,Japan,2017,all,"[15,20)","[55,60)",0.20101101724171927
Japan,Japan,2017,all,"[15,20)","[60,65)",0.08945176256269649
Japan,Japan,2017,all,"[15,20)","[65,70)",0.06577820225069292
Japan,Japan,2017,all,"[15,20)","[70,75)",0.037129592852388656
Japan,Japan,2017,all,"[15,20)","[75,80)",0.02623307153210703
Japan,Japan,2017,all,"[20,25)","[00,05)",0.1564198456756709
Japan,Japan,2017,all,"[20,25)","[05,10)",0.11473967492812842
Japan,Japan,2017,all,"[20,25)","[10,15)",0.178617529631208
Japan,Japan,2017,all,"[20,25)","[15,20)",1.700624263727608
Japan,Japan,2017,all,"[20,25)","[20,25)",3.1123976615253497
Japan,Japan,2017,all,"[20,25)","[25,30)",1.4378820613359689
Japan,Japan,2017,all,"[20,25)","[30,35)",1.0576669038347717
Japan,Japan,2017,all,"[20,25)","[35,40)",1.054461500927501
Japan,Japan,2017,all,"[20,25)","[40,45)",0.8795684156866082
Japan,Japan,2017,all,"[20,25)","[45,50)",0.9480517622448592
Japan,Japan,2017,all,"[20,25)","[50,55)",0.6663367692454671
Japan,Japan,2017,all,"[20,25)","[55,60)",0.37559681161872793
Japan,Japan,2017,all,"[20,25)","[60,65)",0.12491741069015644
Japan,Japan,2017,all,"[20,25)","[65,70)",0.05816099160935308
Japan,Japan,2017,all,"[20,25)","[70,75)",0.06279385077991455
Japan,Japan,2017,all,"[20,25)","[75,80)",0.054717177069555215
Japan,Japan,2017,all,"[25,30)","[00,05)",0.438940372546873
Japan,Japan,2017,all,"[25,30)","[05,10)",0.2556207734087461
Japan,Japan,2017,all,"[25,30)","[10,15)",0.12727630526654404
Japan,Japan,2017,all,"[25,30)","[15,20)",0.6820320842567466
Japan,Japan,2017,all,"[25,30)","[20,25)",1.6624452570431165
Japan,Japan,2017,all,"[25,30)","[25,30)",3.054489033318383
Japan,Japan,2017,all,"[25,30)","[30,35)",1.633551871187549
Japan,Japan,2017,all,"[25,30)","[35,40)",1.3616412273897165
Japan,Japan,2017,all,"[25,30)","[40,45)",1.1423995602736121
Japan,Japan,2017,all,"[25,30)","[45,50)",0.9117757276990838
Japan,Japan,2017,all,"[25,30)","[50,55)",0.8570244843740693
Japan,Japan,2017,all,"[25,30)","[55,60)",0.4850263673561667
Japan,Japan,2017,all,"[25,30)","[60,65)",0.17360229064938154
Japan,Japan,2017,all,"[25,30)","[65,70)",0.06873609886970627
Japan,Japan,2017,all,"[25,30)","[70,75)",0.04006882920232092
Japan,Japan,2017,all,"[25,30)","[75,80)",0.026765529100256397
Japan,Japan,2017,all,"[30,35)","[00,05)",0.6403571126337073
Japan,Japan,2017,all,"[30,35)","[05,10)",0.864726976049603
Japan,Japan,2017,all,"[30,35)","[10,15)",0.5852835969628407
Japan,Japan,2017,all,"[30,35)","[15,20)",0.4373124975041362
Japan,Japan,2017,all,"[30,35)","[20,25)",0.9192825424593463
Japan,Japan,2017,all,"[30,35)","[25,30)",1.5848524944398361
Japan,Japan,2017,all,"[30,35)","[30,35)",2.9017413778847305
Japan,Japan,2017,all,"[30,35)","[35,40)",1.853900536749876
Japan,Japan,2017,all,"[30,35)","[40,45)",1.3913736807959518
Japan,Japan,2017,all,"[30,35)","[45,50)",1.0570547836627053
Japan,Japan,2017,all,"[30,35)","[50,55)",0.802808966913306
Japan,Japan,2017,all,"[30,35)","[55,60)",0.589212986597272
Japan,Japan,2017,all,"[30,35)","[60,65)",0.27437107327190186
Japan,Japan,2017,all,"[30,35)","[65,70)",0.13713815459623738
Japan,Japan,2017,all,"[30,35)","[70,75)",0.0705285959238503
Japan,Japan,2017,all,"[30,35)","[75,80)",0.07256317615437086
Japan,Japan,2017,all,"[35,40)","[00,05)",0.7111722675652995
Japan,Japan,2017,all,"[35,40)","[05,10)",1.1522503055903581
Japan,Japan,2017,all,"[35,40)","[10,15)",0.9492456391271483
Japan,Japan,2017,all,"[35,40)","[15,20)",0.7632205905438141
Japan,Japan,2017,all,"[35,40)","[20,25)",0.7149171081545351
Japan,Japan,2017,all,"[35,40)","[25,30)",1.3098919276586614
Japan,Japan,2017,all,"[35,40)","[30,35)",1.747612477725272
Japan,Japan,2017,all,"[35,40)","[35,40)",3.417836608353215
Japan,Japan,2017,all,"[35,40)","[40,45)",2.0755438281359195
Japan,Japan,2017,all,"[35,40)","[45,50)",1.28975506070778
Japan,Japan,2017,all,"[35,40)","[50,55)",0.9450097065561943
Japan,Japan,2017,all,"[35,40)","[55,60)",0.5561318909181339
Japan,Japan,2017,all,"[35,40)","[60,65)",0.39302171736317754
Japan,Japan,2017,all,"[35,40)","[65,70)",0.26211116133535667
Japan,Japan,2017,all,"[35,40)","[70,75)",0.15350820369114512
Japan,Japan,2017,all,"[35,40)","[75,80)",0.06689831375085592
Japan,Japan,2017,all,"[40,45)","[00,05)",0.27181466138099686
Japan,Japan,2017,all,"[40,45)","[05,10)",0.6450582764710969
Japan,Japan,2017,all,"[40,45)","[10,15)",0.897843196700628
Japan,Japan,2017,all,"[40,45)","[15,20)",1.0806392912009144
Japan,Japan,2017,all,"[40,45)","[20,25)",0.8491183161627742
Japan,Japan,2017,all,"[40,45)","[25,30)",1.1337416370277724
Japan,Japan,2017,all,"[40,45)","[30,35)",1.52015383120214
Japan,Japan,2017,all,"[40,45)","[35,40)",1.8498861071736306
Japan,Japan,2017,all,"[40,45)","[40,45)",2.801469927033059
Japan,Japan,2017,all,"[40,45)","[45,50)",1.566375561179374
Japan,Japan,2017,all,"[40,45)","[50,55)",1.1252290767525834
Japan,Japan,2017,all,"[40,45)","[55,60)",0.44552427798892213
Japan,Japan,2017,all,"[40,45)","[60,65)",0.2835935564126585
Japan,Japan,2017,all,"[40,45)","[65,70)",0.17250426992367632
Japan,Japan,2017,all,"[40,45)","[70,75)",0.1263421205207019
Japan,Japan,2017,all,"[40,45)","[75,80)",0.05885118007514719
Japan,Japan,2017,all,"[45,50)","[00,05)",0.32776339679970307
Japan,Japan,2017,all,"[45,50)","[05,10)",0.41315852446052204
Japan,Japan,2017,all,"[45,50)","[10,15)",0.5509531706159971
Japan,Japan,2017,all,"[45,50)","[15,20)",1.364912864269848
Japan,Japan,2017,all,"[45,50)","[20,25)",0.7922723348678904
Japan,Japan,2017,all,"[45,50)","[25,30)",0.912128244215837
Japan,Japan,2017,all,"[45,50)","[30,35)",1.170301009188245
Japan,Japan,2017,all,"[45,50)","[35,40)",1.4055362770884465
Japan,Japan,2017,all,"[45,50)","[40,45)",1.4739666097984716
Japan,Japan,2017,all,"[45,50)","[45,50)",2.0301084075876212
Japan,Japan,2017,all,"[45,50)","[50,55)",1.0626861213497047
Japan,Japan,2017,all,"[45,50)","[55,60)",0.531592356946007
Japan,Japan,2017,all,"[45,50)","[60,65)",0.21858281143485267
Japan,Japan,2017,all,"[45,50)","[65,70)",0.11949555501616242
Japan,Japan,2017,all,"[45,50)","[70,75)",0.10746243470688734
Japan,Japan,2017,all,"[45,50)","[75,80)",0.0982273244209473
Japan,Japan,2017,all,"[50,55)","[00,05)",0.20414571665266587
Japan,Japan,2017,all,"[50,55)","[05,10)",0.5085448278457807
Japan,Japan,2017,all,"[50,55)","[10,15)",0.7825947829830365
Japan,Japan,2017,all,"[50,55)","[15,20)",1.1238758427780668
Japan,Japan,2017,all,"[50,55)","[20,25)",0.8260016847767284
Japan,Japan,2017,all,"[50,55)","[25,30)",1.1625591016258534
Japan,Japan,2017,all,"[50,55)","[30,35)",1.1649533157518341
Japan,Japan,2017,all,"[50,55)","[35,40)",1.2381388382426075
Japan,Japan,2017,all,"[50,55)","[40,45)",1.609517285423781
Japan,Japan,2017,all,"[50,55)","[45,50)",1.7050469186520856
Japan,Japan,2017,all,"[50,55)","[50,55)",1.9050605543954107
Japan,Japan,2017,all,"[50,55)","[55,60)",0.8986052814040018
Japan,Japan,2017,all,"[50,55)","[60,65)",0.36020731080220697
Japan,Japan,2017,all,"[50,55)","[65,70)",0.16483954778257257
Japan,Japan,2017,all,"[50,55)","[70,75)",0.113335093101248
Japan,Japan,2017,all,"[50,55)","[75,80)",0.09583184679299028
Japan,Japan,2017,all,"[55,60)","[00,05)",0.46547497378850755
Japan,Japan,2017,all,"[55,60)","[05,10)",0.6467733432438871
Japan,Japan,2017,all,"[55,60)","[10,15)",0.6460972059504044
Japan,Japan,2017,all,"[55,60)","[15,20)",0.9142029315144146
Japan,Japan,2017,all,"[55,60)","[20,25)",0.7055863427385012
Japan,Japan,2017,all,"[55,60)","[25,30)",1.167382606861566
Japan,Japan,2017,all,"[55,60)","[30,35)",1.2847100423896065
Japan,Japan,2017,all,"[55,60)","[35,40)",1.1294222168362105
Japan,Japan,2017,all,"[55,60)","[40,45)",1.2190421761597585
Japan,Japan,2017,all,"[55,60)","[45,50)",1.012816123884218
Japan,Japan,2017,all,"[55,60)","[50,55)",1.259612664035549
Japan,Japan,2017,all,"[55,60)","[55,60)",1.856697341365546
Japan,Japan,2017,all,"[55,60)","[60,65)",0.7323855407835036
Japan,Japan,2017,all,"[55,60)","[65,70)",0.33615127734317285
Japan,Japan,2017,all,"[55,60)","[70,75)",0.17802066087529522
Japan,Japan,2017,all,"[55,60)","[75,80)",0.11766954287761888
Japan,Japan,2017,all,"[60,65)","[00,05)",0.4453555684389626
Japan,Japan,2017,all,"[60,65)","[05,10)",0.410314878314934
Japan,Japan,2017,all,"[60,65)","[10,15)",0.31828861277828413
Japan,Japan,2017,all,"[60,65)","[15,20)",0.5356369476739438
Japan,Japan,2017,all,"[60,65)","[20,25)",0.43994498511167124
Japan,Japan,2017,all,"[60,65)","[25,30)",0.7046163523468232
Japan,Japan,2017,all,"[60,65)","[30,35)",0.9183644594536803
Japan,Japan,2017,all,"[60,65)","[35,40)",1.099999964231368
Japan,Japan,2017,all,"[60,65)","[40,45)",0.846791778628619
Japan,Japan,2017,all,"[60,65)","[45,50)",0.6656188021342389
Japan,Japan,2017,all,"[60,65)","[50,55)",0.6627580970397602
Japan,Japan,2017,all,"[60,65)","[55,60)",1.0149483987894523
Japan,Japan,2017,all,"[60,65)","[60,65)",1.8644546774045165
Japan,Japan,2017,all,"[60,65)","[65,70)",0.7537507764058617
Japan,Japan,2017,all,"[60,65)","[70,75)",0.4650677283056231
Japan,Japan,2017,all,"[60,65)","[75,80)",0.21027930117372015
Japan,Japan,2017,all,"[65,70)","[00,05)",0.2695160151709737
Japan,Japan,2017,all,"[65,70)","[05,10)",0.442821853377859
Japan,Japan,2017,all,"[65,70)","[10,15)",0.37887489222688264
Japan,Japan,2017,all,"[65,70)","[15,20)",0.2657358712332534
Japan,Japan,2017,all,"[65,70)","[20,25)",0.30710832944410243
Japan,Japan,2017,all,"[65,70)","[25,30)",0.43367979057585
Japan,Japan,2017,all,"[65,70)","[30,35)",0.6939768957131361
Japan,Japan,2017,all,"[65,70)","[35,40)",0.802688823996409
Japan,Japan,2017,all,"[65,70)","[40,45)",0.7892846522695665
Japan,Japan,2017,all,"[65,70)","[45,50)",0.43064530258497313
Japan,Japan,2017,all,"[65,70)","[50,55)",0.45916327739800283
Japan,Japan,2017,all,"[65,70)","[55,60)",0.6997837730514065
Japan,Japan,2017,all,"[65,70)","[60,65)",0.9748166843671527
Japan,Japan,2017,all,"[65,70)","[65,70)",1.7842081144127442
Japan,Japan,2017,all,"[65,70)","[70,75)",0.5373321443355464
Japan,Japan,2017,all,"[65,70)","[75,80)",0.27358313291401093
Japan,Japan,2017,all,"[70,75)","[00,05)",0.12308766397859663
Japan,Japan,2017,all,"[70,75)","[05,10)",0.3652938645809891
Japan,Japan,2017,all,"[70,75)","[10,15)",0.3939975286137491
Japan,Japan,2017,all,"[70,75)","[15,20)",0.43324003705958447
Japan,Japan,2017,all,"[70,75)","[20,25)",0.19313007033658824
Japan,Japan,2017,all,"[70,75)","[25,30)",0.3214587654875787
Japan,Japan,2017,all,"[70,75)","[30,35)",0.373550623135687
Japan,Japan,2017,all,"[70,75)","[35,40)",0.6867187262212691
Japan,Japan,2017,all,"[70,75)","[40,45)",0.9144417522542065
Japan,Japan,2017,all,"[70,75)","[45,50)",0.5838129291245335
Japan,Japan,2017,all,"[70,75)","[50,55)",0.4493499561985992
Japan,Japan,2017,all,"[70,75)","[55,60)",0.49062858723443953
Japan,Japan,2017,all,"[70,75)","[60,65)",1.1459861808898617
Japan,Japan,2017,all,"[70,75)","[65,70)",1.2147146619833484
Japan,Japan,2017,all,"[70,75)","[70,75)",1.6930967661835015
Japan,Japan,2017,all,"[70,75)","[75,80)",0.5381170565743697
Japan,Japan,2017,all,"[75,80)","[00,05)",0.285452408568009
Japan,Japan,2017,all,"[75,80)","[05,10)",0.337123523731522
Japan,Japan,2017,all,"[75,80)","[10,15)",0.5150076037269131
Japan,Japan,2017,all,"[75,80)","[15,20)",0.39417827754388596
Japan,Japan,2017,all,"[75,80)","[20,25)",0.18193842194098536
Japan,Japan,2017,all,"[75,80)","[25,30)",0.22947877899690675
Japan,Japan,2017,all,"[75,80)","[30,35)",0.4165606581823039
Japan,Japan,2017,all,"[75,80)","[35,40)",0.4846271845391873
Japan,Japan,2017,all,"[75,80)","[40,45)",0.5243198856523879
Japan,Japan,2017,all,"[75,80)","[45,50)",0.6659035744477337
Japan,Japan,2017,all,"[75,80)","[50,55)",0.6118695841657773
Japan,Japan,2017,all,"[75,80)","[55,60)",0.40527345448284235
Japan,Japan,2017,all,"[75,80)","[60,65)",0.43225823533473934
Japan,Japan,2017,all,"[75,80)","[65,70)",0.6408168065430109
Japan,Japan,2017,all,"[75,80)","[70,75)",0.6797330357890871
Japan,Japan,2017,all,"[75,80)","[75,80)",1.0105249466630317
Japan,Japan,2017,home,"[00,05)","[00,05)",0.4335048643296372
Japan,Japan,2017,home,"[00,05)","[05,10)",0.3393839795560823
Japan,Japan,2017,home,"[00,05)","[10,15)",0.17556187527434094
Japan,Japan,2017,home,"[00,05)","[15,20)",0.07531470459891149
Japan,Japan,2017,home,"[00,05)","[20,25)",0.10736068963859342
Japan,Japan,2017,home,"[00,05)","[25,30)",0.22079503079315246
Japan,Japan,2017,home,"[00,05)","[30,35)",0.40006647755443947
Japan,Japan,2017,home,"[00,05)","[35,40)",0.38943813418911505
Japan,Japan,2017,home,"[00,05)","[40,45)",0.14370040636660755
Japan,Japan,2017,home,"[00,05)","[45,50)",0.05177595499650978
Japan,Japan,2017,home,"[00,05)","[50,55)",0.03864118452972945
Japan,Japan,2017,home,"[00,05)","[55,60)",0.01737341151172565
Japan,Japan,2017,home,"[00,05)","[60,65)",0.012453196741802071
Japan,Japan,2017,home,"[00,05)","[65,70)",0.005401611861317046
Japan,Japan,2017,home,"[00,05)","[70,75)",0.0018634335877102807
Japan,Japan,2017,home,"[00,05)","[75,80)",0.004011539355197456
Japan,Japan,2017,home,"[05,10)","[00,05)",0.21984708610617457
Japan,Japan,2017,home,"[05,10)","[05,10)",0.7193806460591132
Japan,Japan,2017,home,"[05,10)","[10,15)",0.33573203257065126
Japan,Japan,2017,home,"[05,10)","[15,20)",0.1084005090097268
Japan,Japan,2017,home,"[05,10)","[20,25)",0.025970351156672015
Japan,Japan,2017,home,"[05,10)","[25,30)",0.13496517852848913
Japan,Japan,2017,home,"[05,10)","[30,35)",0.3773085587617776
Japan,Japan,2017,home,"[05,10)","[35,40)",0.474444404158374
Japan,Japan,2017,home,"[05,10)","[40,45)",0.33895178711165297
Japan,Japan,2017,home,"[05,10)","[45,50)",0.08859162019865369
Japan,Japan,2017,home,"[05,10)","[50,55)",0.03506902907149985
Japan,Japan,2017,home,"[05,10)","[55,60)",0.01636744123299522
Japan,Japan,2017,home,"[05,10)","[60,65)",0.006596380998161171
Japan,Japan,2017,home,"[05,10)","[65,70)",0.006171332911300237
Japan,Japan,2017,home,"[05,10)","[70,75)",0.002219433767955711
Japan,Japan,2017,home,"[05,10)","[75,80)",0.0022160385566349326
Japan,Japan,2017,home,"[10,15)","[00,05)",0.11964432508772939
Japan,Japan,2017,home,"[10,15)","[05,10)",0.35879511773218054
Japan,Japan,2017,home,"[10,15)","[10,15)",1.186519126930714
Japan,Japan,2017,home,"[10,15)","[15,20)",0.2975482844235919
Japan,Japan,2017,home,"[10,15)","[20,25)",0.038653197093441206
Japan,Japan,2017,home,"[10,15)","[25,30)",0.024108128868898515
Japan,Japan,2017,home,"[10,15)","[30,35)",0.14045032294793464
Japan,Japan,2017,home,"[10,15)","[35,40)",0.36516629418504304
Japan,Japan,2017,home,"[10,15)","[40,45)",0.42796196828566924
Japan,Japan,2017,home,"[10,15)","[45,50)",0.16329089897249247
Japan,Japan,2017,home,"[10,15)","[50,55)",0.05712712416591704
Japan,Japan,2017,home,"[10,15)","[55,60)",0.016399887499428435
Japan,Japan,2017,home,"[10,15)","[60,65)",0.007447709568973527
Japan,Japan,2017,home,"[10,15)","[65,70)",0.007975247895583636
Japan,Japan,2017,home,"[10,15)","[70,75)",0.005507905287110256
Japan,Japan,2017,home,"[10,15)","[75,80)",0.002506069807603656
Japan,Japan,2017,home,"[15,20)","[00,05)",0.05076001707689509
Japan,Japan,2017,home,"[15,20)","[05,10)",0.10047768373318396
Japan,Japan,2017,home,"[15,20)","[10,15)",0.3134119149147754
Japan,Japan,2017,home,"[15,20)","[15,20)",0.953533176147473
Japan,Japan,2017,home,"[15,20)","[20,25)",0.13012924156611713
Japan,Japan,2017,home,"[15,20)","[25,30)",0.027610936111990964
Japan,Japan,2017,home,"[15,20)","[30,35)",0.030796139101963035
Japan,Japan,2017,home,"[15,20)","[35,40)",0.17127318903307362
Japan,Japan,2017,home,"[15,20)","[40,45)",0.31861035911977653
Japan,Japan,2017,home,"[15,20)","[45,50)",0.2738577827758577
Japan,Japan,2017,home,"[15,20)","[50,55)",0.13137050559391034
Japan,Japan,2017,home,"[15,20)","[55,60)",0.03897141587656066
Japan,Japan,2017,home,"[15,20)","[60,65)",0.009436262625179282
Japan,Japan,2017,home,"[15,20)","[65,70)",0.009822693217634031
Japan,Japan,2017,home,"[15,20)","[70,75)",0.0037223524280279264
Japan,Japan,2017,home,"[15,20)","[75,80)",0.001584650112622584
Japan,Japan,2017,home,"[20,25)","[00,05)",0.09425557148326297
Japan,Japan,2017,home,"[20,25)","[05,10)",0.040932945207296276
Japan,Japan,2017,home,"[20,25)","[10,15)",0.054160133964046106
Japan,Japan,2017,home,"[20,25)","[15,20)",0.25971300530927316
Japan,Japan,2017,home,"[20,25)","[20,25)",0.9628953862393819
Japan,Japan,2017,home,"[20,25)","[25,30)",0.14368109157707215
Japan,Japan,2017,home,"[20,25)","[30,35)",0.03852185933325427
Japan,Japan,2017,home,"[20,25)","[35,40)",0.01738688558037897
