Iso3,Location,Time,Variant,Sex,AgeStart,AgeEnd,Age,Value
ZAF,South Africa,1990,Medium,Female,17,18,17,392750.0
ZAF,South Africa,1990,Medium,Both sexes,17,18,17,805680.0
ZAF,South Africa,1990,Medium,Male,18,19,18,412051.0
ZAF,South Africa,1990,Medium,Female,18,19,18,391327.0
ZAF,South Africa,1990,Medium,Both sexes,18,19,18,803379.0
ZAF,South Africa,1990,Medium,Male,19,20,19,407954.0
ZAF,South Africa,1990,Medium,Female,19,20,19,386994.0
ZAF,South Africa,1990,Medium,Both sexes,19,20,19,794947.0
ZAF,South Africa,1990,Medium,Male,20,21,20,400582.0
ZAF,South Africa,1990,Medium,Female,20,21,20,379059.0
ZAF,South Africa,1990,Medium,Both sexes,20,21,20,779640.0
ZAF,South Africa,1990,Medium,Male,21,22,21,393123.0
ZAF,South Africa,1990,Medium,Female,21,22,21,370875.0
ZAF,South Africa,1990,Medium,Both sexes,21,22,21,763998.0
ZAF,South Africa,1990,Medium,Male,22,23,22,385519.0
ZAF,South Africa,1990,Medium,Female,22,23,22,363704.0
ZAF,South Africa,1990,Medium,Both sexes,22,23,22,749223.0
ZAF,South Africa,1990,Medium,Male,23,24,23,376568.0
ZAF,South Africa,1990,Medium,Female,23,24,23,355308.0
ZAF,South Africa,1990,Medium,Both sexes,23,24,23,731876.0
ZAF,South Africa,1990,Medium,Male,24,25,24,369313.0
ZAF,South Africa,1990,Medium,Female,24,25,24,346774.0
ZAF,South Africa,1990,Medium,Both sexes,24,25,24,716087.0
ZAF,South Africa,1990,Medium,Male,25,26,25,365544.0
ZAF,South Africa,1990,Medium,Female,25,26,25,340115.0
ZAF,South Africa,1990,Medium,Both sexes,25,26,25,705659.0
ZAF,South Africa,1990,Medium,Male,26,27,26,363762.0
ZAF,South Africa,1990,Medium,Female,26,27,26,335777.0
ZAF,South Africa,1990,Medium,Both sexes,26,27,26,699539.0
ZAF,South Africa,1990,Medium,Male,27,28,27,362836.0
ZAF,South Africa,1990,Medium,Female,27,28,27,332860.0
ZAF,South Africa,1990,Medium,Both sexes,27,28,27,695696.0
ZAF,South Africa,1990,Medium,Male,28,29,28,359144.0
ZAF,South Africa,1990,Medium,Female,28,29,28,326635.0
ZAF,South Africa,1990,Medium,Both sexes,28,29,28,685779.0
ZAF,South Africa,1990,Medium,Male,29,30,29,351737.0
ZAF,South Africa,1990,Medium,Female,29,30,29,317062.0
ZAF,South Africa,1990,Medium,Both sexes,29,30,29,668798.0
ZAF,South Africa,1990,Medium,Male,30,31,30,341074.0
ZAF,South Africa,1990,Medium,Female,30,31,30,305965.0
ZAF,South Africa,1990,Medium,Both sexes,30,31,30,647039.0
ZAF,South Africa,1990,Medium,Male,31,32,31,328584.0
ZAF,South Africa,1990,Medium,Female,31,32,31,294822.0
ZAF,South Africa,1990,Medium,Both sexes,31,32,31,623407.0
ZAF,South Africa,1990,Medium,Male,32,33,32,315766.0
ZAF,South Africa,1990,Medium,Female,32,33,32,284357.0
ZAF,South Africa,1990,Medium,Both sexes,32,33,32,600123.0
ZAF,South Africa,1990,Medium,Male,33,34,33,300834.0
ZAF,South Africa,1990,Medium,Female,33,34,33,271435.0
ZAF,South Africa,1990,Medium,Both sexes,33,34,33,572269.0
ZAF,South Africa,1990,Medium,Male,34,35,34,287167.0
ZAF,South Africa,1990,Medium,Female,34,35,34,259356.0
ZAF,South Africa,1990,Medium,Both sexes,34,35,34,546524.0
ZAF,South Africa,1990,Medium,Male,35,36,35,277779.0
ZAF,South Africa,1990,Medium,Female,35,36,35,251402.0
ZAF,South Africa,1990,Medium,Both sexes,35,36,35,529181.0
ZAF,South Africa,1990,Medium,Male,36,37,36,271257.0
ZAF,South Africa,1990,Medium,Female,36,37,36,246425.0
ZAF,South Africa,1990,Medium,Both sexes,36,37,36,517683.0
ZAF,South Africa,1990,Medium,Male,37,38,37,265438.0
ZAF,South Africa,1990,Medium,Female,37,38,37,242036.0
ZAF,South Africa,1990,Medium,Both sexes,37,38,37,507474.0
ZAF,South Africa,1990,Medium,Male,38,39,38,257279.99999999997
ZAF,South Africa,1990,Medium,Female,38,39,38,234416.0
ZAF,South Africa,1990,Medium,Both sexes,38,39,38,491695.0
ZAF,South Africa,1990,Medium,Male,39,40,39,247749.0
ZAF,South Africa,1990,Medium,Female,39,40,39,225501.0
ZAF,South Africa,1990,Medium,Both sexes,39,40,39,473250.0
ZAF,South Africa,1990,Medium,Male,40,41,40,237135.0
ZAF,South Africa,1990,Medium,Female,40,41,40,216106.0
ZAF,South Africa,1990,Medium,Both sexes,40,41,40,453241.0
ZAF,South Africa,1990,Medium,Male,41,42,41,225494.0
ZAF,South Africa,1990,Medium,Female,41,42,41,206107.0
ZAF,South Africa,1990,Medium,Both sexes,41,42,41,431600.0
ZAF,South Africa,1990,Medium,Male,42,43,42,214591.0
ZAF,South Africa,1990,Medium,Female,42,43,42,197100.0
ZAF,South Africa,1990,Medium,Both sexes,42,43,42,411692.0
ZAF,South Africa,1990,Medium,Male,43,44,43,202194.0
ZAF,South Africa,1990,Medium,Female,43,44,43,186767.0
ZAF,South Africa,1990,Medium,Both sexes,43,44,43,388960.0
ZAF,South Africa,1990,Medium,Male,44,45,44,189999.0
ZAF,South Africa,1990,Medium,Female,44,45,44,177061.0
ZAF,South Africa,1990,Medium,Both sexes,44,45,44,367060.0
ZAF,South Africa,1990,Medium,Male,45,46,45,181924.0
ZAF,South Africa,1990,Medium,Female,45,46,45,170921.0
ZAF,South Africa,1990,Medium,Both sexes,45,46,45,352845.0
ZAF,South Africa,1990,Medium,Male,46,47,46,177746.0
ZAF,South Africa,1990,Medium,Female,46,47,46,168013.0
ZAF,South Africa,1990,Medium,Both sexes,46,47,46,345760.0
ZAF,South Africa,1990,Medium,Male,47,48,47,174483.0
ZAF,South Africa,1990,Medium,Female,47,48,47,166304.0
ZAF,South Africa,1990,Medium,Both sexes,47,48,47,340786.0
ZAF,South Africa,1990,Medium,Male,48,49,48,168364.0
ZAF,South Africa,1990,Medium,Female,48,49,48,161669.0
ZAF,South Africa,1990,Medium,Both sexes,48,49,48,330034.0
ZAF,South Africa,1990,Medium,Male,49,50,49,161194.0
ZAF,South Africa,1990,Medium,Female,49,50,49,155559.0
ZAF,South Africa,1990,Medium,Both sexes,49,50,49,316752.0
ZAF,South Africa,1990,Medium,Male,50,51,50,154222.0
ZAF,South Africa,1990,Medium,Female,50,51,50,149470.0
ZAF,South Africa,1990,Medium,Both sexes,50,51,50,303692.0
ZAF,South Africa,1990,Medium,Male,51,52,51,146521.0
ZAF,South Africa,1990,Medium,Female,51,52,51,142912.0
ZAF,South Africa,1990,Medium,Both sexes,51,52,51,289433.0
ZAF,South Africa,1990,Medium,Male,52,53,52,138065.0
ZAF,South Africa,1990,Medium,Female,52,53,52,135901.0
ZAF,South Africa,1990,Medium,Both sexes,52,53,52,273966.0
ZAF,South Africa,1990,Medium,Male,53,54,53,128232.0
ZAF,South Africa,1990,Medium,Female,53,54,53,127281.0
ZAF,South Africa,1990,Medium,Both sexes,53,54,53,255513.0
ZAF,South Africa,1990,Medium,Male,54,55,54,119868.0
ZAF,South Africa,1990,Medium,Female,54,55,54,120052.0
ZAF,South Africa,1990,Medium,Both sexes,54,55,54,239919.0
ZAF,South Africa,1990,Medium,Male,55,56,55,114840.0
ZAF,South Africa,1990,Medium,Female,55,56,55,116370.0
ZAF,South Africa,1990,Medium,Both sexes,55,56,55,231210.0
ZAF,South Africa,1990,Medium,Male,56,57,56,111911.0
ZAF,South Africa,1990,Medium,Female,56,57,56,115076.0
ZAF,South Africa,1990,Medium,Both sexes,56,57,56,226988.0
ZAF,South Africa,1990,Medium,Male,57,58,57,108761.0
ZAF,South Africa,1990,Medium,Female,57,58,57,113902.0
ZAF,South Africa,1990,Medium,Both sexes,57,58,57,222663.0
ZAF,South Africa,1990,Medium,Male,58,59,58,103196.0
ZAF,South Africa,1990,Medium,Female,58,59,58,110106.0
ZAF,South Africa,1990,Medium,Both sexes,58,59,58,213302.0
ZAF,South Africa,1990,Medium,Male,59,60,59,96948.0
ZAF,South Africa,1990,Medium,Female,59,60,59,105180.0
ZAF,South Africa,1990,Medium,Both sexes,59,60,59,202129.0
ZAF,South Africa,1990,Medium,Male,60,61,60,91010.0
ZAF,South Africa,1990,Medium,Female,60,61,60,100358.0
ZAF,South Africa,1990,Medium,Both sexes,60,61,60,191368.0
ZAF,South Africa,1990,Medium,Male,61,62,61,84808.0
ZAF,South Africa,1990,Medium,Female,61,62,61,95261.0
ZAF,South Africa,1990,Medium,Both sexes,61,62,61,180070.0
ZAF,South Africa,1990,Medium,Male,62,63,62,78433.0
ZAF,South Africa,1990,Medium,Female,62,63,62,89764.0
ZAF,South Africa,1990,Medium,Both sexes,62,63,62,168197.0
ZAF,South Africa,1990,Medium,Male,63,64,63,71543.0
ZAF,South Africa,1990,Medium,Female,63,64,63,83099.0
ZAF,South Africa,1990,Medium,Both sexes,63,64,63,154643.0
ZAF,South Africa,1990,Medium,Male,64,65,64,65582.0
ZAF,South Africa,1990,Medium,Female,64,65,64,77161.0
ZAF,South Africa,1990,Medium,Both sexes,64,65,64,142744.0
ZAF,South Africa,1990,Medium,Male,65,66,65,61358.0
ZAF,South Africa,1990,Medium,Female,65,66,65,73242.0
ZAF,South Africa,1990,Medium,Both sexes,65,66,65,134600.0
ZAF,South Africa,1990,Medium,Male,66,67,66,58523.0
ZAF,South Africa,1990,Medium,Female,66,67,66,71040.0
ZAF,South Africa,1990,Medium,Both sexes,66,67,66,129564.0
ZAF,South Africa,1990,Medium,Male,67,68,67,56420.0
ZAF,South Africa,1990,Medium,Female,67,68,67,69695.0
ZAF,South Africa,1990,Medium,Both sexes,67,68,67,126115.0
ZAF,South Africa,1990,Medium,Male,68,69,68,53688.0
ZAF,South Africa,1990,Medium,Female,68,69,68,67386.0
ZAF,South Africa,1990,Medium,Both sexes,68,69,68,121075.0
ZAF,South Africa,1990,Medium,Male,69,70,69,50964.0
ZAF,South Africa,1990,Medium,Female,69,70,69,65019.99999999999
ZAF,South Africa,1990,Medium,Both sexes,69,70,69,115984.0
ZAF,South Africa,1990,Medium,Male,70,71,70,48158.0
ZAF,South Africa,1990,Medium,Female,70,71,70,62523.0
ZAF,South Africa,1990,Medium,Both sexes,70,71,70,110681.0
ZAF,South Africa,1990,Medium,Male,71,72,71,44007.0
ZAF,South Africa,1990,Medium,Female,71,72,71,58411.0
ZAF,South Africa,1990,Medium,Both sexes,71,72,71,102418.0
ZAF,South Africa,1990,Medium,Male,72,73,72,39845.0
ZAF,South Africa,1990,Medium,Female,72,73,72,53714.0
ZAF,South Africa,1990,Medium,Both sexes,72,73,72,93558.0
ZAF,South Africa,1990,Medium,Male,73,74,73,36114.0
ZAF,South Africa,1990,Medium,Female,73,74,73,49161.0
ZAF,South Africa,1990,Medium,Both sexes,73,74,73,85276.0
ZAF,South Africa,1990,Medium,Male,74,75,74,32941.0
ZAF,South Africa,1990,Medium,Female,74,75,74,45255.0
ZAF,South Africa,1990,Medium,Both sexes,74,75,74,78196.0
ZAF,South Africa,1990,Medium,Male,75,76,75,29839.0
ZAF,South Africa,1990,Medium,Female,75,76,75,41457.0
ZAF,South Africa,1990,Medium,Both sexes,75,76,75,71296.0
ZAF,South Africa,1990,Medium,Male,76,77,76,26426.0
ZAF,South Africa,1990,Medium,Female,76,77,76,37010.0
ZAF,South Africa,1990,Medium,Both sexes,76,77,76,63435.0
ZAF,South Africa,1990,Medium,Male,77,78,77,23219.0
ZAF,South Africa,1990,Medium,Female,77,78,77,32630.000000000004
ZAF,South Africa,1990,Medium,Both sexes,77,78,77,55849.0
ZAF,South Africa,1990,Medium,Male,78,79,78,20466.0
ZAF,South Africa,1990,Medium,Female,78,79,78,28802.0
ZAF,South Africa,1990,Medium,Both sexes,78,79,78,49268.0
ZAF,South Africa,1990,Medium,Male,79,80,79,18003.0
ZAF,South Africa,1990,Medium,Female,79,80,79,25341.0
ZAF,South Africa,1990,Medium,Both sexes,79,80,79,43345.0
ZAF,South Africa,1990,Medium,Male,80,81,80,15755.0
ZAF,South Africa,1990,Medium,Female,80,81,80,22197.0
ZAF,South Africa,1990,Medium,Both sexes,80,81,80,37952.0
ZAF,South Africa,1990,Medium,Male,81,82,81,13722.0
ZAF,South Africa,1990,Medium,Female,81,82,81,19463.0
ZAF,South Africa,1990,Medium,Both sexes,81,82,81,33184.0
ZAF,South Africa,1990,Medium,Male,82,83,82,11881.0
ZAF,South Africa,1990,Medium,Female,82,83,82,17063.0
ZAF,South Africa,1990,Medium,Both sexes,82,83,82,28944.0
ZAF,South Africa,1990,Medium,Male,83,84,83,10169.0
ZAF,South Africa,1990,Medium,Female,83,84,83,14781.0
ZAF,South Africa,1990,Medium,Both sexes,83,84,83,24951.0
ZAF,South Africa,1990,Medium,Male,84,85,84,8607.0
ZAF,South Africa,1990,Medium,Female,84,85,84,12653.0
ZAF,South Africa,1990,Medium,Both sexes,84,85,84,21261.0
ZAF,South Africa,1990,Medium,Male,85,86,85,7205.0
ZAF,South Africa,1990,Medium,Female,85,86,85,10691.0
ZAF,South Africa,1990,Medium,Both sexes,85,86,85,17896.0
ZAF,South Africa,1990,Medium,Male,86,87,86,5962.0
ZAF,South Africa,1990,Medium,Female,86,87,86,8903.0
ZAF,South Africa,1990,Medium,Both sexes,86,87,86,14864.0
ZAF,South Africa,1990,Medium,Male,87,88,87,4870.0
ZAF,South Africa,1990,Medium,Female,87,88,87,7301.0
ZAF,South Africa,1990,Medium,Both sexes,87,88,87,12172.0
ZAF,South Africa,1990,Medium,Male,88,89,88,3924.0
ZAF,South Africa,1990,Medium,Female,88,89,88,5890.0
ZAF,South Africa,1990,Medium,Both sexes,88,89,88,9813.0
ZAF,South Africa,1990,Medium,Male,89,90,89,3114.0
ZAF,South Africa,1990,Medium,Female,89,90,89,4670.0
ZAF,South Africa,1990,Medium,Both sexes,89,90,89,7785.0
ZAF,South Africa,1990,Medium,Male,90,91,90,2426.0
ZAF,South Africa,1990,Medium,Female,90,91,90,3623.0
ZAF,South Africa,1990,Medium,Both sexes,90,91,90,6048.0
ZAF,South Africa,1990,Medium,Male,91,92,91,1847.0
ZAF,South Africa,1990,Medium,Female,91,92,91,2735.0
ZAF,South Africa,1990,Medium,Both sexes,91,92,91,4582.0
ZAF,South Africa,1990,Medium,Male,92,93,92,1370.0
ZAF,South Africa,1990,Medium,Female,92,93,92,2005.9999999999998
ZAF,South Africa,1990,Medium,Both sexes,92,93,92,3377.0
ZAF,South Africa,1990,Medium,Male,93,94,93,988.0
ZAF,South Africa,1990,Medium,Female,93,94,93,1425.0
ZAF,South Africa,1990,Medium,Both sexes,93,94,93,2413.0
ZAF,South Africa,1990,Medium,Male,94,95,94,691.0
ZAF,South Africa,1990,Medium,Female,94,95,94,978.0
ZAF,South Africa,1990,Medium,Both sexes,94,95,94,1669.0
ZAF,South Africa,1990,Medium,Male,95,96,95,474.0
ZAF,South Africa,1990,Medium,Female,95,96,95,654.0
ZAF,South Africa,1990,Medium,Both sexes,95,96,95,1127.0
ZAF,South Africa,1990,Medium,Male,96,97,96,320.0
ZAF,South Africa,1990,Medium,Female,96,97,96,429.0
ZAF,South Africa,1990,Medium,Both sexes,96,97,96,749.0
ZAF,South Africa,1990,Medium,Male,97,98,97,212.0
ZAF,South Africa,1990,Medium,Female,97,98,97,274.0
ZAF,South Africa,1990,Medium,Both sexes,97,98,97,486.0
ZAF,South Africa,1990,Medium,Male,98,99,98,138.0
ZAF,South Africa,1990,Medium,Female,98,99,98,170.0
ZAF,South Africa,1990,Medium,Both sexes,98,99,98,308.0
ZAF,South Africa,1990,Medium,Male,99,100,99,88.0
ZAF,South Africa,1990,Medium,Female,99,100,99,103.0
ZAF,South Africa,1990,Medium,Both sexes,99,100,99,190.0
ZAF,South Africa,1990,Medium,Male,100,101,100,136.0
ZAF,South Africa,1990,Medium,Female,100,101,100,133.0
ZAF,South Africa,1990,Medium,Both sexes,100,101,100,269.0
ZAF,South Africa,1991,Medium,Male,0,1,0,570741.0
ZAF,South Africa,1991,Medium,Female,0,1,0,553717.0
ZAF,South Africa,1991,Medium,Both sexes,0,1,0,1124458.0
ZAF,South Africa,1991,Medium,Male,1,2,1,570110.0
ZAF,South Africa,1991,Medium,Female,1,2,1,553740.0
ZAF,South Africa,1991,Medium,Both sexes,1,2,1,1123850.0
ZAF,South Africa,1991,Medium,Male,2,3,2,581189.0
ZAF,South Africa,1991,Medium,Female,2,3,2,564930.0
ZAF,South Africa,1991,Medium,Both sexes,2,3,2,1146120.0
ZAF,South Africa,1991,Medium,Male,3,4,3,588823.0
ZAF,South Africa,1991,Medium,Female,3,4,3,572889.0
ZAF,South Africa,1991,Medium,Both sexes,3,4,3,1161713.0
ZAF,South Africa,1991,Medium,Male,4,5,4,594087.0
ZAF,South Africa,1991,Medium,Female,4,5,4,578557.0
ZAF,South Africa,1991,Medium,Both sexes,4,5,4,1172643.0
ZAF,South Africa,1991,Medium,Male,5,6,5,595949.0
ZAF,South Africa,1991,Medium,Female,5,6,5,580834.0
ZAF,South Africa,1991,Medium,Both sexes,5,6,5,1176783.0
ZAF,South Africa,1991,Medium,Male,6,7,6,590765.0
ZAF,South Africa,1991,Medium,Female,6,7,6,576027.0
ZAF,South Africa,1991,Medium,Both sexes,6,7,6,1166792.0
ZAF,South Africa,1991,Medium,Male,7,8,7,576871.0
ZAF,South Africa,1991,Medium,Female,7,8,7,562255.0
ZAF,South Africa,1991,Medium,Both sexes,7,8,7,1139126.0
ZAF,South Africa,1991,Medium,Male,8,9,8,554186.0
ZAF,South Africa,1991,Medium,Female,8,9,8,539287.0
ZAF,South Africa,1991,Medium,Both sexes,8,9,8,1093472.0
ZAF,South Africa,1991,Medium,Male,9,10,9,522471.0
ZAF,South Africa,1991,Medium,Female,9,10,9,506801.0
ZAF,South Africa,1991,Medium,Both sexes,9,10,9,1029272.9999999999
ZAF,South Africa,1991,Medium,Male,10,11,10,485371.0
ZAF,South Africa,1991,Medium,Female,10,11,10,467740.0
ZAF,South Africa,1991,Medium,Both sexes,10,11,10,953111.0
ZAF,South Africa,1991,Medium,Male,11,12,11,452699.0
ZAF,South Africa,1991,Medium,Female,11,12,11,433851.0
ZAF,South Africa,1991,Medium,Both sexes,11,12,11,886549.0
ZAF,South Africa,1991,Medium,Male,12,13,12,429882.0
ZAF,South Africa,1991,Medium,Female,12,13,12,411853.0
ZAF,South Africa,1991,Medium,Both sexes,12,13,12,841736.0
ZAF,South Africa,1991,Medium,Male,13,14,13,417063.0
ZAF,South Africa,1991,Medium,Female,13,14,13,400233.0
ZAF,South Africa,1991,Medium,Both sexes,13,14,13,817295.0
ZAF,South Africa,1991,Medium,Male,14,15,14,412966.0
ZAF,South Africa,1991,Medium,Female,14,15,14,396470.0
ZAF,South Africa,1991,Medium,Both sexes,14,15,14,809437.0
ZAF,South Africa,1991,Medium,Male,15,16,15,413756.0
ZAF,South Africa,1991,Medium,Female,15,16,15,395689.0
ZAF,South Africa,1991,Medium,Both sexes,15,16,15,809445.0
ZAF,South Africa,1991,Medium,Male,16,17,16,415060.0
ZAF,South Africa,1991,Medium,Female,16,17,16,395493.0
ZAF,South Africa,1991,Medium,Both sexes,16,17,16,810553.0
ZAF,South Africa,1991,Medium,Male,17,18,17,414885.0
ZAF,South Africa,1991,Medium,Female,17,18,17,394989.0
ZAF,South Africa,1991,Medium,Both sexes,17,18,17,809875.0
ZAF,South Africa,1991,Medium,Male,18,19,18,414363.0
ZAF,South Africa,1991,Medium,Female,18,19,18,394015.0
ZAF,South Africa,1991,Medium,Both sexes,18,19,18,808378.0
ZAF,South Africa,1991,Medium,Male,19,20,19,413257.0
ZAF,South Africa,1991,Medium,Female,19,20,19,392268.0
ZAF,South Africa,1991,Medium,Both sexes,19,20,19,805525.0
ZAF,South Africa,1991,Medium,Male,20,21,20,409100.0
ZAF,South Africa,1991,Medium,Female,20,21,20,387668.0
ZAF,South Africa,1991,Medium,Both sexes,20,21,20,796769.0
ZAF,South Africa,1991,Medium,Male,21,22,21,402274.0
ZAF,South Africa,1991,Medium,Female,21,22,21,379880.0
ZAF,South Africa,1991,Medium,Both sexes,21,22,21,782154.0
ZAF,South Africa,1991,Medium,Male,22,23,22,395150.0
ZAF,South Africa,1991,Medium,Female,22,23,22,371764.0
ZAF,South Africa,1991,Medium,Both sexes,22,23,22,766914.0
ZAF,South Africa,1991,Medium,Male,23,24,23,387502.0
ZAF,South Africa,1991,Medium,Female,23,24,23,364459.0
ZAF,South Africa,1991,Medium,Both sexes,23,24,23,751961.0
ZAF,South Africa,1991,Medium,Male,24,25,24,378158.0
ZAF,South Africa,1991,Medium,Female,24,25,24,355585.0
ZAF,South Africa,1991,Medium,Both sexes,24,25,24,733742.0
ZAF,South Africa,1991,Medium,Male,25,26,25,370736.0
ZAF,South Africa,1991,Medium,Female,25,26,25,346759.0
ZAF,South Africa,1991,Medium,Both sexes,25,26,25,717495.0
ZAF,South Africa,1991,Medium,Male,26,27,26,367022.0
ZAF,South Africa,1991,Medium,Female,26,27,26,340033.0
ZAF,South Africa,1991,Medium,Both sexes,26,27,26,707055.0
ZAF,South Africa,1991,Medium,Male,27,28,27,365689.0
ZAF,South Africa,1991,Medium,Female,27,28,27,336119.0
ZAF,South Africa,1991,Medium,Both sexes,27,28,27,701808.0
ZAF,South Africa,1991,Medium,Male,28,29,28,365099.0
ZAF,South Africa,1991,Medium,Female,28,29,28,333594.0
ZAF,South Africa,1991,Medium,Both sexes,28,29,28,698692.0
ZAF,South Africa,1991,Medium,Male,29,30,29,361284.0
ZAF,South Africa,1991,Medium,Female,29,30,29,327253.0
ZAF,South Africa,1991,Medium,Both sexes,29,30,29,688538.0
ZAF,South Africa,1991,Medium,Male,30,31,30,353500.0
ZAF,South Africa,1991,Medium,Female,30,31,30,317466.0
ZAF,South Africa,1991,Medium,Both sexes,30,31,30,670966.0
ZAF,South Africa,1991,Medium,Male,31,32,31,342032.0
ZAF,South Africa,1991,Medium,Female,31,32,31,305834.0
ZAF,South Africa,1991,Medium,Both sexes,31,32,31,647866.0
ZAF,South Africa,1991,Medium,Male,32,33,32,329144.0
ZAF,South Africa,1991,Medium,Female,32,33,32,294698.0
ZAF,South Africa,1991,Medium,Both sexes,32,33,32,623842.0
ZAF,South Africa,1991,Medium,Male,33,34,33,315812.0
ZAF,South Africa,1991,Medium,Female,33,34,33,284111.0
ZAF,South Africa,1991,Medium,Both sexes,33,34,33,599923.0
ZAF,South Africa,1991,Medium,Male,34,35,34,300225.0
ZAF,South Africa,1991,Medium,Female,34,35,34,270824.0
ZAF,South Africa,1991,Medium,Both sexes,34,35,34,571049.0
ZAF,South Africa,1991,Medium,Male,35,36,35,286522.0
ZAF,South Africa,1991,Medium,Female,35,36,35,258985.0
ZAF,South Africa,1991,Medium,Both sexes,35,36,35,545507.0
ZAF,South Africa,1991,Medium,Male,36,37,36,277207.0
ZAF,South Africa,1991,Medium,Female,36,37,36,251316.0
ZAF,South Africa,1991,Medium,Both sexes,36,37,36,528523.0
ZAF,South Africa,1991,Medium,Male,37,38,37,270945.0
ZAF,South Africa,1991,Medium,Female,37,38,37,246815.0
ZAF,South Africa,1991,Medium,Both sexes,37,38,37,517760.0
ZAF,South Africa,1991,Medium,Male,38,39,38,265318.0
ZAF,South Africa,1991,Medium,Female,38,39,38,242638.0
ZAF,South Africa,1991,Medium,Both sexes,38,39,38,507957.0
ZAF,South Africa,1991,Medium,Male,39,40,39,257111.0
ZAF,South Africa,1991,Medium,Female,39,40,39,234888.0
ZAF,South Africa,1991,Medium,Both sexes,39,40,39,491998.0
ZAF,South Africa,1991,Medium,Male,40,41,40,247543.0
ZAF,South Africa,1991,Medium,Female,40,41,40,225946.0
ZAF,South Africa,1991,Medium,Both sexes,40,41,40,473489.0
ZAF,South Africa,1991,Medium,Male,41,42,41,236562.0
ZAF,South Africa,1991,Medium,Female,41,42,41,216250.0
ZAF,South Africa,1991,Medium,Both sexes,41,42,41,452812.0
ZAF,South Africa,1991,Medium,Male,42,43,42,224686.0
ZAF,South Africa,1991,Medium,Female,42,43,42,206112.0
ZAF,South Africa,1991,Medium,Both sexes,42,43,42,430798.0
ZAF,South Africa,1991,Medium,Male,43,44,43,213469.0
ZAF,South Africa,1991,Medium,Female,43,44,43,196845.0
