country,strategy,bootstrap_replicates,reduction_q025,reduction_q975,reduction_q95_width,reduction_q025_mcse,reduction_q975_mcse,maximum_endpoint_mcse,tail_probability_mcse,expected_replicates_per_2.5pct_tail
Australia,adolescent_booster,1024,-0.0003512673885145812,0.1629102940657366,0.16326156145425116,2.8304354305081363e-05,0.03650517349591344,0.03650517349591344,0.004878904686248749,25.6
Australia,cocooning_adjunct,1024,0.0010599190854753613,0.7355322978322205,0.7344723787467452,0.0010929274397019327,0.10052709441041861,0.10052709441041861,0.004878904686248749,25.6
Australia,maternal_immunization,1024,0.01167035443273258,0.74709005402212,0.7354196995893875,0.0017555205006274121,0.09848501638314895,0.09848501638314895,0.004878904686248749,25.6
Australia,pregnancy_tdap_scaleup,1024,0.009728940602591992,0.047675441738638136,0.03794650113604614,0.00039328461208629006,0.0013855217044117178,0.0013855217044117178,0.004878904686248749,25.6
Australia,targeted_pep_high_risk,1024,7.530907679994956e-05,0.2728768495293974,0.27280154045259747,0.0016873516204963315,0.019037752839939488,0.019037752839939488,0.004878904686248749,25.6
Australia,timeliness_only,1024,0.10441847853394053,0.8674022076652662,0.7629837291313257,0.0015534633010317528,0.06033485937976125,0.06033485937976125,0.004878904686248749,25.6
Brazil,adolescent_booster,1024,-0.00017832240661109776,0.6716993194847587,0.6718776418913698,4.107961775182565e-05,0.021888906523404347,0.021888906523404347,0.004878904686248749,25.6
Brazil,cocooning_adjunct,1024,0.0026155186554546405,0.7438324246551609,0.7412169059997062,5.185949300124932e-05,0.03198214248580171,0.03198214248580171,0.004878904686248749,25.6
Brazil,maternal_immunization,1024,0.019799356459251016,0.7518279481658928,0.7320285917066418,0.0008796714400715368,0.03278224898615471,0.03278224898615471,0.004878904686248749,25.6
Brazil,pregnancy_tdap_scaleup,1024,0.009194766926683596,0.05285928595738135,0.04366451903069775,0.00022058023090225124,0.0004985692723671503,0.0004985692723671503,0.004878904686248749,25.6
Brazil,targeted_pep_high_risk,1024,-0.0048546587942689115,0.25973987030751955,0.26459452910178843,0.00512464557171929,0.006419395485005422,0.006419395485005422,0.004878904686248749,25.6
Brazil,timeliness_only,1024,0.12147527347529731,0.7649638657620825,0.6434885922867852,0.0014213567572459356,0.030453554300435063,0.030453554300435063,0.004878904686248749,25.6
China,adolescent_booster,1024,-0.001677001971633324,0.6882125263499014,0.6898895283215347,0.00010793082244555008,0.0016190763031244146,0.0016190763031244146,0.004878904686248749,25.6
China,cocooning_adjunct,1024,0.0005740605507715186,0.7352834286570494,0.734709368106278,0.00047674121154729583,0.001970377663599249,0.001970377663599249,0.004878904686248749,25.6
China,maternal_immunization,1024,0.02743818861214999,0.7471823719687568,0.7197441833566068,0.000591919290244501,0.0015908170801855093,0.0015908170801855093,0.004878904686248749,25.6
China,pregnancy_tdap_scaleup,1024,0.01405920206238222,0.1076739392832312,0.09361473722084898,0.00029158267165410335,0.0023936198509168665,0.0023936198509168665,0.004878904686248749,25.6
China,targeted_pep_high_risk,1024,0.001782082828013532,0.2381854361459344,0.23640335331792087,0.0007339469656999257,0.0029846334611132643,0.0029846334611132643,0.004878904686248749,25.6
China,timeliness_only,1024,0.018612463649425544,0.21743371107218937,0.19882124742276383,0.003482399950117531,0.0016248081283709067,0.003482399950117531,0.004878904686248749,25.6
Japan,adolescent_booster,1024,-0.0009962933058726142,0.5677049887634089,0.5687012820692815,2.71813734472429e-05,0.000141679549898032,0.000141679549898032,0.004878904686248749,25.6
Japan,cocooning_adjunct,1024,-0.008095945902969052,0.8378138608923192,0.8459098067952883,0.0011341703457741549,2.2130340198468713e-05,0.0011341703457741549,0.004878904686248749,25.6
Japan,maternal_immunization,1024,0.015285515962118055,0.8430178615184126,0.8277323455562946,0.0007299994499672935,1.6655142855739972e-05,0.0007299994499672935,0.004878904686248749,25.6
Japan,pregnancy_tdap_scaleup,1024,0.014325701653167915,0.06279774748408906,0.04847204583092114,0.0003786071492518283,0.0007265760109089528,0.0007265760109089528,0.004878904686248749,25.6
Japan,targeted_pep_high_risk,1024,-0.0011738449398814184,0.22046317523359962,0.22163702017348105,0.0010465269117651446,0.0001250534765500261,0.0010465269117651446,0.004878904686248749,25.6
Japan,timeliness_only,1024,0.023066297208255766,0.2944114352384014,0.27134513803014565,0.00016229587472012588,0.00010191304335057496,0.00016229587472012588,0.004878904686248749,25.6
New_Zealand,adolescent_booster,1024,-0.0006705204433356815,0.5369356742445397,0.5376061946878754,3.150887161310646e-05,0.01978093526290939,0.01978093526290939,0.004878904686248749,25.6
New_Zealand,cocooning_adjunct,1024,-0.00044608454194712256,0.679968096563381,0.6804141811053281,0.0015740369442510623,0.012902745526798608,0.012902745526798608,0.004878904686248749,25.6
