country,outcome,bootstrap_replicates,rate_q025,rate_q975,rate_q95_width,rate_q025_mcse,rate_q975_mcse,maximum_endpoint_mcse,tail_probability_mcse
Australia,Reports,1024,173.7746692559909,327.56308863637736,153.78841938038647,1.738572649387401,0.3027573156151794,1.738572649387401,0.004878904686248749
Australia,Symptomatic,1024,1021.16644055916,1405.4429364351593,384.2764958759992,0.5258832047353138,1.5857939519524313,1.5857939519524313,0.004878904686248749
Australia,Infections,1024,4193.535702890936,5645.3507998919795,1451.8150970010438,2.7909513740316427,9.819683023086819,9.819683023086819,0.004878904686248749
China,Reports,1024,115.07859127898774,395.8930118879615,280.81442060897376,0.3376369348350891,0.9452551874059074,0.9452551874059074,0.004878904686248749
China,Symptomatic,1024,272.6991327621956,1018.0424455040064,745.3433127418109,0.8776929057535261,2.0014665366568916,2.0014665366568916,0.004878904686248749
China,Infections,1024,1282.0223939539103,4915.861663531707,3633.8392695777966,4.707692554642942,6.881579314163828,6.881579314163828,0.004878904686248749
United_Kingdom,Reports,1024,71.74964385248938,238.03660470236983,166.28696084988044,1.7602209263691615,3.124335393773323,3.124335393773323,0.004878904686248749
United_Kingdom,Symptomatic,1024,712.6103697978596,1093.5333384437308,380.92296864587126,0.9283245023701515,31.520251354573013,31.520251354573013,0.004878904686248749
United_Kingdom,Infections,1024,3287.3621129949215,4788.245212261801,1500.883099266879,8.499894841917827,88.91939518122648,88.91939518122648,0.004878904686248749
Japan,Reports,1024,56.033640967674884,291.64764158139093,235.61400061371603,11.426084195259644,1.0415926120056915,11.426084195259644,0.004878904686248749
Japan,Symptomatic,1024,948.2278820555965,1156.277359649405,208.04947759380855,17.683587109420454,1.1482476283375223,17.683587109420454,0.004878904686248749
Japan,Infections,1024,4132.530747778558,5172.329788176257,1039.7990403976992,85.51452684071194,9.351535843232064,85.51452684071194,0.004878904686248749
New_Zealand,Reports,1024,113.22378594497789,327.3747888943752,214.15100294939728,3.665193870586391,2.1897282758067655,3.665193870586391,0.004878904686248749
New_Zealand,Symptomatic,1024,594.0334994154613,1323.340579880432,729.3070804649707,9.30707938924315,5.692597205273963,9.30707938924315,0.004878904686248749
New_Zealand,Infections,1024,2864.841288620697,5591.474663241724,2726.6333746210266,56.24322833899936,20.507518949020305,56.24322833899936,0.004878904686248749
Sweden,Reports,1024,24.071128720082555,120.02387027157785,95.9527415514953,3.978230442399776,0.7419806108582786,3.978230442399776,0.004878904686248749
Sweden,Symptomatic,1024,77.20136517430963,582.6221082663819,505.4207430920723,14.475389914320889,2.894916522808836,14.475389914320889,0.004878904686248749
Sweden,Infections,1024,214.30058778226334,2925.628462577893,2711.3278747956297,41.12044611961783,19.630201657253675,41.12044611961783,0.004878904686248749
United_States,Reports,1024,147.0387531831287,249.77905176485152,102.74029858172281,0.2081043128146235,2.201951175112307,2.201951175112307,0.004878904686248749
United_States,Symptomatic,1024,702.433895561411,1051.2558356561797,348.8219400947687,1.1461641258709412,5.194601610588533,5.194601610588533,0.004878904686248749
United_States,Infections,1024,3465.1578252048234,4773.04597682535,1307.888151620527,3.3929010403930335,11.61058168554589,11.61058168554589,0.004878904686248749
Brazil,Reports,1024,77.68047892938587,116.09918293870055,38.41870400931468,0.4279191322664591,1.0343990214580971,1.0343990214580971,0.004878904686248749
Brazil,Symptomatic,1024,399.254899694448,567.7709947683825,168.51609507393448,1.1400967203072283,3.6754461630211277,3.6754461630211277,0.004878904686248749
Brazil,Infections,1024,1918.7928296387597,2753.1399285631164,834.3470989243567,6.470140140619381,17.63419373661742,17.63419373661742,0.004878904686248749
Thailand,Reports,1024,59.87607679725682,128.00450166949932,68.1284248722425,1.1285503097177398,0.6968431956005245,1.1285503097177398,0.004878904686248749
Thailand,Symptomatic,1024,324.50592975392595,700.2144749686258,375.7085452146999,2.3512395649264826,2.7178431374069016,2.7178431374069016,0.004878904686248749
Thailand,Infections,1024,1552.716889130524,3392.4296661085436,1839.7127769780197,11.51768267587059,11.308722180938016,11.51768267587059,0.004878904686248749
