country,scenario,age_group,infant_cases,infant_infections,mean_infant_age_population,analysis_years,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,current_infant_cases_per_100k,relative_reduction_infant_cases,analysis_window,rank
Brazil,adolescent_booster,infant_0_2m,38757.734072818865,69799.80193840459,360545.27677134244,19.01095890410959,565.4504382152036,1018.3342637949717,569.4889163239418,0.00709140773942829,excluding_initial_5_years,8.0
Brazil,current,infant_0_2m,39034.54393187384,70304.94239276934,360545.2766979587,19.01095890410959,569.4889163239418,1025.7039386793565,569.4889163239418,0.0,excluding_initial_5_years,9.0
Brazil,higher_child_coverage,infant_0_2m,39193.157286513924,70589.28625035539,360545.27671433194,19.01095890410959,571.8029832333061,1029.8523328242218,569.4889163239418,-0.004063409915511018,excluding_initial_5_years,10.0
Brazil,combined_strategy,infant_3_11m,2896.9798463639845,5906.264008568781,1704670.5458663446,19.01095890410959,8.939248156953603,18.225035192891106,429.1819985399444,0.9791714280017231,excluding_initial_5_years,1.0
Brazil,next_generation_vaccine,infant_3_11m,73586.8660264334,138289.81302655998,1704670.5450993807,19.01095890410959,227.06794374989215,426.7226637185268,429.1819985399444,0.4709285465784542,excluding_initial_5_years,2.0
Brazil,resistance_guided_treatment,infant_3_11m,73650.98326114139,164916.5488709271,1704670.5459859276,19.01095890410959,227.2657910116755,508.88512645073484,429.1819985399444,0.4704675597186687,excluding_initial_5_years,3.0
Brazil,maternal_immunization,infant_3_11m,117112.35160488801,266266.1879629443,1704670.5456813043,19.01095890410959,361.3750971267897,821.621017920649,429.1819985399444,0.1579910192967794,excluding_initial_5_years,4.0
Brazil,cocooning_adjunct,infant_3_11m,119171.35276350829,267889.2744748534,1704670.5457095723,19.01095890410959,367.7285836102374,826.6293969365523,429.1819985399444,0.1431873078059388,excluding_initial_5_years,5.0
Brazil,targeted_pep_high_risk,infant_3_11m,134935.78964830414,304313.5203294343,1704670.5459484358,19.01095890410959,416.37311021563835,939.0241630518291,429.1819985399444,0.029844887175793144,excluding_initial_5_years,6.0
Brazil,pregnancy_tdap_scaleup,infant_3_11m,136720.47580326765,311493.35312272445,1704670.5458117698,19.01095890410959,421.88013938559874,961.1790659812912,429.1819985399444,0.017013432947295626,excluding_initial_5_years,7.0
Brazil,adolescent_booster,infant_3_11m,138795.82165287828,312286.4973494716,1704670.5460920674,19.01095890410959,428.2840608284902,963.626481215212,429.1819985399444,0.002092207302517135,excluding_initial_5_years,8.0
Brazil,current,infant_3_11m,139086.82008525354,313324.55381868273,1704670.5457446012,19.01095890410959,429.1819985399444,966.8296256763437,429.1819985399444,0.0,excluding_initial_5_years,9.0
Brazil,higher_child_coverage,infant_3_11m,139832.21405416125,314906.7184434482,1704670.5458167926,19.01095890410959,431.48207032631365,971.7117314685115,429.1819985399444,-0.005359199114114643,excluding_initial_5_years,10.0
China,combined_strategy,infant_0_2m,1117.7541751491092,1495.0408219084277,1393431.4116794353,19.01095890410959,4.219458125666613,5.6436936532697635,1408.5335966616237,0.9970043610350032,excluding_initial_5_years,1.0
China,next_generation_vaccine,infant_0_2m,11990.63094063854,17632.0535211621,1393431.4115792657,19.01095890410959,45.26394647663434,66.55999428271386,1408.5335966616237,0.9678644892930387,excluding_initial_5_years,2.0
China,maternal_immunization,infant_0_2m,178242.22176314605,387612.82454087515,1393431.4156113109,19.01095890410959,672.8541977782119,1463.2162544044468,1408.5335966616237,0.522301633860244,excluding_initial_5_years,3.0
China,pregnancy_tdap_scaleup,infant_0_2m,201460.55847734027,438504.15081896214,1393431.4144757723,19.01095890410959,760.5020921968472,1655.328103204538,1408.5335966616237,0.46007529106915235,excluding_initial_5_years,4.0
China,resistance_guided_treatment,infant_0_2m,218942.37918376093,336628.62208554073,1393431.4160465354,19.01095890410959,826.4949651216104,1270.7538042966542,1408.5335966616237,0.41322310871356394,excluding_initial_5_years,5.0
China,cocooning_adjunct,infant_0_2m,330392.01738624723,508226.08259154466,1393431.41498201,19.01095890410959,1247.2109790381362,1918.5244094462864,1408.5335966616237,0.11453231787004547,excluding_initial_5_years,6.0
China,targeted_pep_high_risk,infant_0_2m,358531.2887442498,551612.4063596121,1393431.4122914725,19.01095890410959,1353.4351224690051,2082.3053055469704,1408.5335966616237,0.039117614463160755,excluding_initial_5_years,7.0
China,current,infant_0_2m,373127.1324842087,574098.1635592649,1393431.4139459431,19.01095890410959,1408.5335966616237,2167.187751186085,1408.5335966616237,0.0,excluding_initial_5_years,8.0
China,higher_child_coverage,infant_0_2m,375024.6676884923,577022.5016870444,1393431.414278994,19.01095890410959,1415.696683253668,2178.226959938586,1408.5335966616237,-0.005085492180677553,excluding_initial_5_years,9.0
China,adolescent_booster,infant_0_2m,376034.43859114323,578583.0994719734,1393431.414362962,19.01095890410959,1419.5085106048148,2184.1181272377285,1408.5335966616237,-0.007791730328053692,excluding_initial_5_years,10.0
China,combined_strategy,infant_3_11m,4928.9278849179245,8149.731020975048,6579662.348824619,19.01095890410959,3.940441040512803,6.5153184087872145,844.5370900513626,0.9953342001352798,excluding_initial_5_years,1.0
China,next_generation_vaccine,infant_3_11m,31661.99829400698,57933.30575634206,6579662.347956483,19.01095890410959,25.312246482764355,46.31489463327548,844.5370900513626,0.970028259527092,excluding_initial_5_years,2.0
China,resistance_guided_treatment,infant_3_11m,648717.4885744257,1460096.4874805703,6579662.367131687,19.01095890410959,518.6184639435514,1167.276990189656,844.5370900513626,0.3859139284077975,excluding_initial_5_years,3.0
China,maternal_immunization,infant_3_11m,921254.6639666058,2125900.1018447964,6579662.365401956,19.01095890410959,736.4988415877784,1699.5549912318143,844.5370900513626,0.127925996070834,excluding_initial_5_years,4.0
China,cocooning_adjunct,infant_3_11m,946405.5256941997,2144354.4400595017,6579662.362248708,19.01095890410959,756.6057475127866,1714.3083488058778,844.5370900513626,0.10411779846546265,excluding_initial_5_years,5.0
China,targeted_pep_high_risk,infant_3_11m,1021776.1312411358,2317415.3694602256,6579662.350794048,19.01095890410959,816.8609268708894,1852.6622503333672,844.5370900513626,0.0327708084185977,excluding_initial_5_years,6.0
China,pregnancy_tdap_scaleup,infant_3_11m,1030098.8264719496,2382688.4547666805,6579662.361181205,19.01095890410959,823.5145205535637,1904.8449430586027,844.5370900513626,0.024892417095050745,excluding_initial_5_years,7.0
China,current,infant_3_11m,1056395.052333012,2399302.6097829994,6579662.358634168,19.01095890410959,844.5370900513626,1918.1271625077768,844.5370900513626,0.0,excluding_initial_5_years,8.0
China,higher_child_coverage,infant_3_11m,1061550.4084421282,2411160.6048945994,6579662.360280399,19.01095890410959,848.6585493602141,1927.6070594022115,844.5370900513626,-0.004880140087868634,excluding_initial_5_years,9.0
China,adolescent_booster,infant_3_11m,1066352.1068331986,2421360.2218222204,6579662.360389942,19.01095890410959,852.4972765120833,1935.7611630630222,844.5370900513626,-0.00942550250840557,excluding_initial_5_years,10.0
Japan,combined_strategy,infant_0_2m,33548.95992136614,72992.8033105723,128872.7288988009,19.01095890410959,1369.3485709300253,2979.3052045661884,4903.4514434710945,0.7207378136163045,excluding_initial_5_years,1.0
Japan,pregnancy_tdap_scaleup,infant_0_2m,64417.726989312665,139717.49192311932,128872.72894143166,19.01095890410959,2629.301253241477,5702.768380420516,4903.4514434710945,0.46378560417022785,excluding_initial_5_years,2.0
Japan,maternal_immunization,infant_0_2m,75841.19750545593,165124.68549815385,128872.72901904772,19.01095890410959,3095.5664666872663,6739.799160127902,4903.4514434710945,0.368696416723166,excluding_initial_5_years,3.0
Japan,next_generation_vaccine,infant_0_2m,102775.33143212843,158241.07149448537,128872.72890843265,19.01095890410959,4194.921498096791,6458.834658513937,4903.4514434710945,0.1444961683708943,excluding_initial_5_years,4.0
Japan,resistance_guided_treatment,infant_0_2m,116887.69662452112,179627.8369391849,128872.72897820761,19.01095890410959,4770.937775973514,7331.765939596629,4903.4514434710945,0.027024570147221705,excluding_initial_5_years,5.0
Japan,adolescent_booster,infant_0_2m,120019.0626091166,183206.72014859717,128872.72893268723,19.01095890410959,4898.748939166766,7477.843156458634,4903.4514434710945,0.0009590192456356839,excluding_initial_5_years,6.0
Japan,higher_child_coverage,infant_0_2m,120083.98651590958,183307.5546821557,128872.72893008686,19.01095890410959,4901.3989009685365,7481.958861678139,4903.4514434710945,0.0004185913791989737,excluding_initial_5_years,7.0
Japan,current,infant_0_2m,120134.27369731045,183380.347254591,128872.72894090977,19.01095890410959,4903.4514434710945,7484.929993545097,4903.4514434710945,0.0,excluding_initial_5_years,8.0
Japan,targeted_pep_high_risk,infant_0_2m,120457.39875766981,183898.94933854713,128872.72886116237,19.01095890410959,4916.640255958828,7506.0974806984495,4903.4514434710945,-0.0026896998246599413,excluding_initial_5_years,9.0
Japan,cocooning_adjunct,infant_0_2m,140729.21059499617,215315.3812131058,128872.72894507139,19.01095890410959,5744.0631184649765,8788.403877456296,4903.4514434710945,-0.17143264997824126,excluding_initial_5_years,10.0
Japan,combined_strategy,infant_3_11m,176799.5759111346,383973.1880971342,607740.3767252029,19.01095890410959,1530.2384323093806,3323.3706946102984,2723.956330740385,0.4382294550612512,excluding_initial_5_years,1.0
Japan,next_generation_vaccine,infant_3_11m,252230.01114203205,476830.4364247897,607740.3767908737,19.01095890410959,2183.1051053179913,4127.070190484938,2723.956330740385,0.198553559511502,excluding_initial_5_years,2.0
Japan,pregnancy_tdap_scaleup,infant_3_11m,306697.830211685,709811.5542509753,607740.3769447384,19.01095890410959,2654.5358172249234,6143.571974209285,2723.956330740385,0.025485178573546596,excluding_initial_5_years,3.0
Japan,higher_child_coverage,infant_3_11m,314330.6537031574,714118.7330494369,607740.3768755794,19.01095890410959,2720.5995498103057,6180.851535657557,2723.956330740385,0.0012323181881432888,excluding_initial_5_years,4.0
Japan,adolescent_booster,infant_3_11m,314335.4686901549,714036.6406432532,607740.3768908392,19.01095890410959,2720.6412244921435,6180.141008034966,2723.956330740385,0.0012170188673107374,excluding_initial_5_years,5.0
Japan,current,infant_3_11m,314718.4870487624,714845.6079518365,607740.3769333311,19.01095890410959,2723.956330740385,6187.142794000101,2723.956330740385,0.0,excluding_initial_5_years,6.0
Japan,targeted_pep_high_risk,infant_3_11m,317505.980613135,720450.8057881889,607740.3765911276,19.01095890410959,2748.082689823265,6235.6569927673345,2723.956330740385,-0.00885710200659573,excluding_initial_5_years,7.0
Japan,resistance_guided_treatment,infant_3_11m,321696.9610284562,727826.6005267227,607740.3770896412,19.01095890410959,2784.3565262572392,6299.496080663756,2723.956330740385,-0.022173701845079608,excluding_initial_5_years,8.0
Japan,maternal_immunization,infant_3_11m,355819.89906748204,829632.2770123169,607740.3772522841,19.01095890410959,3079.6979079574244,7180.646148753536,2723.956330740385,-0.13059738630991458,excluding_initial_5_years,9.0
Japan,cocooning_adjunct,infant_3_11m,363485.91905263485,831609.256416114,607740.376917175,19.01095890410959,3146.0489647413824,7197.7573355143195,2723.956330740385,-0.15495572716698813,excluding_initial_5_years,10.0
New_Zealand,combined_strategy,infant_0_2m,3555.8050569996158,7753.888944700906,9482.296253589677,19.01095890410959,1972.5153903667085,4301.32277597986,6090.8783672860945,0.6761525560974878,excluding_initial_5_years,1.0
New_Zealand,maternal_immunization,infant_0_2m,6658.842957951243,14576.912604848387,9482.296257946304,19.01095890410959,3693.8667896608818,8086.265693132572,6090.8783672860945,0.3935411993284059,excluding_initial_5_years,2.0
New_Zealand,pregnancy_tdap_scaleup,infant_0_2m,6837.699188409058,14971.79618479538,9482.296257926198,19.01095890410959,3793.0838899946125,8305.319866819624,6090.8783672860945,0.3772517424798466,excluding_initial_5_years,3.0
New_Zealand,next_generation_vaccine,infant_0_2m,6948.945667598865,11444.13233850669,9482.296253882498,19.01095890410959,3854.7957652390005,6348.415282768169,6090.8783672860945,0.3671198909597373,excluding_initial_5_years,4.0
New_Zealand,resistance_guided_treatment,infant_0_2m,8917.929478502414,15610.82321535235,9482.296255580113,19.01095890410959,4947.052175492864,8659.807989613319,6090.8783672860945,0.1877933071093133,excluding_initial_5_years,5.0
New_Zealand,targeted_pep_high_risk,infant_0_2m,10651.716012245934,18701.804481679388,9482.2962561096,19.01095890410959,5908.837359074965,10374.471200360365,6090.8783672860945,0.02988748046404366,excluding_initial_5_years,6.0
New_Zealand,cocooning_adjunct,infant_0_2m,10693.2931479946,18776.663403345658,9482.29625758731,19.01095890410959,5931.9014853496365,10415.99776520711,6090.8783672860945,0.026100813766092856,excluding_initial_5_years,7.0
New_Zealand,current,infant_0_2m,10979.876868202016,19281.26152797651,9482.296256608199,19.01095890410959,6090.8783672860945,10695.914001990883,6090.8783672860945,0.0,excluding_initial_5_years,8.0
New_Zealand,adolescent_booster,infant_0_2m,10980.282733438473,19281.976094062855,9482.296256597923,19.01095890410959,6091.103513331985,10696.31039398114,6090.8783672860945,-3.69644626461163e-05,excluding_initial_5_years,9.0
New_Zealand,higher_child_coverage,infant_0_2m,11019.717861423049,19351.504940290866,9482.296255845866,19.01095890410959,6112.979402848713,10734.880203080527,6090.8783672860945,-0.003628546529729215,excluding_initial_5_years,10.0
New_Zealand,combined_strategy,infant_3_11m,18088.771258038152,39890.11183881174,44689.44212036802,19.01095890410959,2129.119858602447,4695.223797478545,3928.5161965232323,0.4580345982824928,excluding_initial_5_years,1.0
New_Zealand,next_generation_vaccine,infant_3_11m,19894.45945793189,38274.99543604832,44689.44212237324,19.01095890410959,2341.6564951763025,4505.118214203692,3928.5161965232323,0.40393360290873004,excluding_initial_5_years,2.0
New_Zealand,resistance_guided_treatment,infant_3_11m,28814.15648078829,65989.09268953008,44689.442127275805,19.01095890410959,3391.54008238012,7767.176977943428,3928.5161965232323,0.1366867507427716,excluding_initial_5_years,3.0
New_Zealand,maternal_immunization,infant_3_11m,31843.25002230736,75003.64508693691,44689.44213975553,19.01095890410959,3748.07636120652,8828.225415362358,3928.5161965232323,0.045930785642783745,excluding_initial_5_years,4.0
New_Zealand,pregnancy_tdap_scaleup,infant_3_11m,32576.612575715917,76799.73941498084,44689.44213983874,19.01095890410959,3834.396031732354,9039.63281530384,3928.5161965232323,0.023958196958479006,excluding_initial_5_years,5.0
New_Zealand,targeted_pep_high_risk,infant_3_11m,32584.700324216985,75831.31278772104,44689.442131592565,19.01095890410959,3835.3479923986356,8925.645176033326,3928.5161965232323,0.023715876291168447,excluding_initial_5_years,6.0
New_Zealand,cocooning_adjunct,infant_3_11m,32619.551035578195,75917.03269797112,44689.442138758284,19.01095890410959,3839.4500582289984,8935.734746774431,3928.5161965232323,0.022671699399650747,excluding_initial_5_years,7.0
New_Zealand,current,infant_3_11m,33376.24727771779,77743.45309040236,44689.44213433417,19.01095890410959,3928.5161965232323,9150.711645260008,3928.5161965232323,0.0,excluding_initial_5_years,8.0
New_Zealand,adolescent_booster,infant_3_11m,33377.2841922318,77745.99371688796,44689.44213428906,19.01095890410959,3928.638245463041,9151.010687046319,3928.5161965232323,-3.1067439639542727e-05,excluding_initial_5_years,9.0
New_Zealand,higher_child_coverage,infant_3_11m,33471.49076946624,77980.42391129948,44689.442130996125,19.01095890410959,3939.726732167208,9178.60404799582,3928.5161965232323,-0.002853631010582891,excluding_initial_5_years,10.0
Sweden,combined_strategy,infant_0_2m,4.857094342525196,3.543601747318372,17236.10969154413,19.01095890410959,1.4822903006197494,1.0814380221773447,64.44192751433037,0.9769980452510499,excluding_initial_5_years,1.0
Sweden,next_generation_vaccine,infant_0_2m,6.250195672436229,2.8223097371928993,17236.109701596037,19.01095890410959,1.907437608471094,0.8613137920172582,64.44192751433037,0.970400674187672,excluding_initial_5_years,2.0
Sweden,maternal_immunization,infant_0_2m,53.70253344165006,113.75403371916939,17236.109685718697,19.01095890410959,16.38896402921922,34.71550869807111,64.44192751433037,0.7456785564712555,excluding_initial_5_years,3.0
Sweden,resistance_guided_treatment,infant_0_2m,57.70883992013945,93.92599004739559,17236.109676293727,19.01095890410959,17.6116105055629,28.6643771622036,64.44192751433037,0.7267057149765346,excluding_initial_5_years,4.0
Sweden,cocooning_adjunct,infant_0_2m,87.77722994857719,150.8531248577689,17236.109684718158,19.01095890410959,26.787895693195104,46.03742651767235,64.44192751433037,0.5843095213556717,excluding_initial_5_years,5.0
Sweden,pregnancy_tdap_scaleup,infant_0_2m,126.62900025627306,281.4426501682496,17236.109684881358,19.01095890410959,38.64469695106259,85.89079833880417,64.44192751433037,0.4003174882925574,excluding_initial_5_years,6.0
Sweden,higher_child_coverage,infant_0_2m,160.12598101498727,284.284413881064,17236.10968218159,19.01095890410959,48.86732106201315,86.75804911853696,64.44192751433037,0.24168436688759498,excluding_initial_5_years,7.0
Sweden,adolescent_booster,infant_0_2m,207.3412078577801,371.6273863676333,17236.10968328738,19.01095890410959,63.27648585755341,113.41341791497969,64.44192751433037,0.018085145831769123,excluding_initial_5_years,8.0
Sweden,current,infant_0_2m,211.16006849389962,378.7934550910265,17236.109683583403,19.01095890410959,64.44192751433037,115.60036208542851,64.44192751433037,0.0,excluding_initial_5_years,9.0
Sweden,targeted_pep_high_risk,infant_0_2m,293.4884079458647,530.416097330185,17236.10969332884,19.01095890410959,89.56692823291297,161.87263018550803,64.44192751433037,-0.38988592811714673,excluding_initial_5_years,10.0
Sweden,next_generation_vaccine,infant_3_11m,13.980941500384464,10.25030361909493,81076.94479525034,19.01095890410959,0.9070579217805996,0.6650209571437466,46.36568093527126,0.9804368683154487,excluding_initial_5_years,1.0
Sweden,combined_strategy,infant_3_11m,17.26552959472758,19.05977393385729,81076.94475477759,19.01095890410959,1.1201559923573174,1.236563284540413,46.36568093527126,0.9758408380991728,excluding_initial_5_years,2.0
Sweden,resistance_guided_treatment,infant_3_11m,192.04846245913433,425.89303252029794,81076.94468550896,19.01095890410959,12.459753119654925,27.631161284164122,46.36568093527126,0.731272077357187,excluding_initial_5_years,3.0
Sweden,maternal_immunization,infant_3_11m,279.00930600007956,654.7343560025216,81076.9447286464,19.01095890410959,18.101613647322747,42.477967935531645,46.36568093527126,0.6095902555039906,excluding_initial_5_years,4.0
Sweden,cocooning_adjunct,infant_3_11m,294.44773948283876,683.5482228836072,81076.94472397855,19.01095890410959,19.103230985962995,44.3473589395687,46.36568093527126,0.5879876969210905,excluding_initial_5_years,5.0
Sweden,higher_child_coverage,infant_3_11m,541.2571368699597,1286.4176492814963,81076.9447085527,19.01095890410959,35.115773442701936,83.46042508759648,46.36568093527126,0.24263436372852454,excluding_initial_5_years,6.0
Sweden,pregnancy_tdap_scaleup,infant_3_11m,666.8945676679873,1616.1674100401851,81076.94472006038,19.01095890410959,43.26690023987662,104.85398665889464,46.36568093527126,0.06683349910725322,excluding_initial_5_years,7.0
Sweden,adolescent_booster,infant_3_11m,701.7269124052232,1680.0284586823057,81076.94471307287,19.01095890410959,45.526759084961625,108.9971747444404,46.36568093527126,0.018093594947539038,excluding_initial_5_years,8.0
Sweden,current,infant_3_11m,714.657638248181,1712.2767332421656,81076.94471426643,19.01095890410959,46.36568093527126,111.08938383559898,46.36568093527126,0.0,excluding_initial_5_years,9.0
Sweden,targeted_pep_high_risk,infant_3_11m,993.2827735896059,2392.985742671267,81076.94476118693,19.01095890410959,64.44237025857025,155.25253971274068,46.36568093527126,-0.3898721847423081,excluding_initial_5_years,10.0
Thailand,combined_strategy,infant_0_2m,597.6033482360714,1254.6553325501677,85051.6396537199,19.01095890410959,36.959518826278895,77.59571214042296,1631.1551671693142,0.9773415064549512,excluding_initial_5_years,1.0
Thailand,maternal_immunization,infant_0_2m,10994.821050521035,23976.26242271447,85051.63965475452,19.01095890410959,679.9883180086044,1482.8416289851218,1631.1551671693142,0.5831246887513175,excluding_initial_5_years,2.0
Thailand,next_generation_vaccine,infant_0_2m,11149.136443977568,17066.85299398771,85051.63966948977,19.01095890410959,689.5321444195772,1055.5206497445663,1631.1551671693142,0.5772737270506383,excluding_initial_5_years,3.0
Thailand,resistance_guided_treatment,infant_0_2m,13074.953481164954,20109.03003192421,85051.63974192193,19.01095890410959,808.6366822827725,1243.6678533781683,1631.1551671693142,0.5042552060291907,excluding_initial_5_years,4.0
Thailand,pregnancy_tdap_scaleup,infant_0_2m,14341.303302966524,31276.0182991983,85051.63964443291,19.01095890410959,886.9556555226316,1934.3040675365319,1631.1551671693142,0.4562407836025538,excluding_initial_5_years,5.0
Thailand,cocooning_adjunct,infant_0_2m,20307.494835823196,31344.49494737514,85051.63965467305,19.01095890410959,1255.9421561243757,1938.5390903752082,1631.1551671693142,0.23002901170713164,excluding_initial_5_years,6.0
Thailand,adolescent_booster,infant_0_2m,23639.771719479842,36484.96898854871,85051.63977562085,19.01095890410959,1462.030942834759,2256.458067472342,1631.1551671693142,0.10368371307559376,excluding_initial_5_years,7.0
Thailand,higher_child_coverage,infant_0_2m,25865.269415433126,39898.601505747385,85051.63977266708,19.01095890410959,1599.6696025737313,2467.5783959112428,1631.1551671693142,0.019302617696526414,excluding_initial_5_years,8.0
Thailand,targeted_pep_high_risk,infant_0_2m,26246.449170256215,40420.88846117575,85051.63964069895,19.01095890410959,1623.244138847036,2499.8798830262044,1631.1551671693142,0.004849954487166741,excluding_initial_5_years,9.0
Thailand,current,infant_0_2m,26374.363632726854,40672.19294566825,85051.63963818408,19.01095890410959,1631.1551671693142,2515.4221200284146,1631.1551671693142,0.0,excluding_initial_5_years,10.0
Thailand,combined_strategy,infant_3_11m,3335.0414174075627,6887.611921757773,402139.0005906353,19.01095890410959,43.62355097461922,90.09246127916288,1037.3615797487757,0.9579475933693401,excluding_initial_5_years,1.0
Thailand,next_generation_vaccine,infant_3_11m,30997.710235880822,56531.8945434437,402139.00065378455,19.01095890410959,405.4612891165264,739.4576781110709,1037.3615797487757,0.6091417910284286,excluding_initial_5_years,2.0
Thailand,resistance_guided_treatment,infant_3_11m,41369.47341819614,88948.17290688834,402139.0009677052,19.01095890410959,541.127711739932,1163.4743517760503,1037.3615797487757,0.4783615257170212,excluding_initial_5_years,3.0
Thailand,maternal_immunization,infant_3_11m,60557.09070143403,133992.93746764553,402139.00061161554,19.01095890410959,792.1087034068431,1752.6762057718456,1037.3615797487757,0.23641985700041734,excluding_initial_5_years,4.0
