analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_child_1_9_cases,total_adolescent_cases,total_child_adolescent_cases,total_child_adolescent_infections,total_child_adolescent_reported_cases,total_deaths,total_infant_deaths,total_child_adolescent_deaths,total_child_adolescent_hospitalizations,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,child_1_9_population,adolescent_population,child_adolescent_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_child_1_9_cases_per_100k,annualized_adolescent_cases_per_100k,annualized_child_adolescent_cases_per_100k,annualized_child_adolescent_infections_per_100k,annualized_child_adolescent_reported_cases_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,annualized_child_adolescent_deaths_per_million,annualized_child_adolescent_hospitalizations_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_FOI_reduction_case_proxy,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,routine_age_pattern,routine_first_shot_months,routine_last_shot_months,routine_dose_count,routine_scheduler_code,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_overlay_mode,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,npi_contact_reduction_country,npi_contact_reduction_iso3,npi_contact_reduction_periods_loaded,npi_contact_reduction_reduction_column,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_configured_anchor_year,resistance_timeline_applied,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,contact_reciprocity_error_before,contact_reciprocity_error_after,country,portfolio,program_layers,timeliness_applied,resistance_guided,implementation_intensity,implementation_note,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status,timeliness_definition,timeliness_grace_months,timeliness_recent_window_months,contact_matrix_directional_intervention,contact_matrix_reciprocity_correction_after_intervention,prospective_policy,policy_start_time,simulation_phase,relative_reduction_infant_cases,relative_reduction_child_1_9_cases,relative_reduction_adolescent_cases,relative_reduction_child_adolescent_cases,relative_reduction_child_adolescent_infections,relative_reduction_child_adolescent_reported_cases,relative_reduction_total_infections,relative_reduction_reported_cases,relative_reduction_resistant_infections,relative_reduction_deaths,relative_reduction_infant_deaths,relative_reduction_child_adolescent_deaths,annualized_resistant_infections_per_100k,current_infant_cases_per_100k,current_resistant_infections_per_100k,infant_case_rank_within_portfolio_set
program_portfolio_factorial,infant_exposure,symptom_protective,country_timeline,infant_exposure,2027-01-01,2051-01-01,2027,2051,590904.8383040357,2980925.4514836483,65550.93620686822,36875.051180708644,85879.71348937007,157078.97934441327,71368.48936754641,265322.5198926683,1180597.5719949384,53489.17377844646,92.63368700278112,90.84645008383885,91.05324643768921,10854.96358139204,2926741.5508032963,0.9818231278969476,0.01,0.9993661475782829,5541767.543388007,54207.87920365797,527070.568726036,488456.0568187763,1069734.5047484704,24.000492823261258,2241.210511942149,49.284509017614454,2834.3276640547165,6600.973827294816,1241.7356361076825,608.7806577754205,1033.4225868425042,4598.389150549835,208.3385924291376,0.6964669075077362,6.982732183663971,3.546494338743275,42.279730152198496,19245.521818242323,44715.05877875567,19027.207780413984,19027.207780413984,2922.0331004904397,1830.0,7686.0,4,6.301369863013698,0.8146637209000861,0.19822865345724566,5.044679376867593,0.7049198288012584,0.5331421428303801,0.0020546246666158377,0.022121801938447955,0.03027888346315485,0.6504645187330398,0.008918481481063445,W6;M3;M5;Y4;Y11-Y13,1.3808219178082193,156.0,5,aP,True,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,32.1464548944196,29.28661041270576,True,New_Zealand,NZL,1,contact_reduction_mean,New_Zealand,NZL,2025,2025,True,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,,,New_Zealand,infant_exposure,maternal_immunization,False,False,3,Infant-exposure reduction composite without routine timeliness changes.,25.11070274470987,1.9626893567523649,0.9626893567523649,0.25,calibrated_country_scenario_analysis,,,,True,False,True,0.0,prospective_policy,0.13765521979382578,0.011679553497053408,0.0011570210251670154,0.028648556251790525,0.012701717461353734,0.0615396170393121,0.008918481481063445,0.05195587083470832,0.00945298493813429,0.3774826997080991,0.38200701753861444,0.3814867035762294,2200.47231511056,3286.7685041161462,2221.471855097284,10.0
program_portfolio_factorial,routine_timeliness_resistance_guided,symptom_protective,country_timeline,routine_timeliness_resistance_guided,2027-01-01,2051-01-01,2027,2051,472225.17937232496,2591976.492144459,45989.95102323673,21201.19861151966,61163.824991793634,106237.7876911594,65208.92575572617,192647.91205840523,994909.1453593194,35669.47991745579,86.57873584105305,85.16700163379147,85.27241255182479,7060.97957295288,2136587.0179894962,0.8243080230337281,0.01,0.9986573884964551,5541767.54308778,54207.87920475138,527070.5688677523,488456.0566590564,1069734.5047315601,24.000492823261258,1948.7790136866759,34.57757107990267,1629.588076774616,4701.236084001381,839.8275020150035,556.2389379287085,750.3573526773703,3875.1387673487766,138.93146432921853,0.6509427224742097,6.546192644111211,3.3213327388360945,27.502285817993368,9801.010654712254,65392.43159261033,76503.44141002266,76503.44141002266,1488.0800749518323,2250.0,7686.0,6,3.2054794520547945,0.828860232581075,0.1821872925173144,5.4888570228078,0.7493380778716233,0.5635405330112596,0.0008942594009380375,0.012630724980701806,0.024390885388179198,0.7114222081018042,0.13823406871132604,W6;M3;M5;Y4;Y11-Y13,1.3808219178082193,156.0,5,aP,True,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,32.1464548944196,29.28661041270576,True,New_Zealand,NZL,1,contact_reduction_mean,New_Zealand,NZL,2025,2025,True,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,1.0204827386537681e-05,1.352852648487234e-16,New_Zealand,routine_timeliness_resistance_guided,resistance_guided_treatment,True,True,3,Routine timeliness plus resistance-guided management.,25.11070274470987,1.377005312493184,0.37700531249318403,0.25,calibrated_country_scenario_analysis,schedule_relative,1.0,48.0,,,True,0.0,prospective_policy,0.5041974893224537,0.33156569895839305,0.08736364977319289,0.29471185639006525,0.167987370298048,0.37418375684777005,0.13823406871132604,0.3348607115147417,0.2768784477661843,0.4181732084480255,0.42064209115064166,0.4207551839732583,1606.394176101682,3286.7685041161462,2221.471855097284,3.0
program_portfolio_factorial,timeliness_infant_exposure,symptom_protective,country_timeline,timeliness_infant_exposure,2027-01-01,2051-01-01,2027,2051,535047.70089638,2923877.9674877785,52886.341887938266,23283.399793287408,73890.38327987399,128523.80530181812,68861.77275310614,220668.97784821168,1138940.0765397465,41255.587510151825,68.94448766098412,67.29310400644684,67.42624277371777,6894.591616736903,2867579.5690459986,0.9807452981732504,0.01,0.9969947600128203,5541767.54304126,54207.879220157796,527070.5690478752,488456.0564031676,1069734.5046712006,24.000492823261258,2198.319328488454,39.76262651111797,1789.6323398677173,5679.4377409181925,1016.0022028412739,587.3981041127411,859.4984927495556,4436.134560750669,160.68917175509657,0.5183595262975306,5.172350956011974,2.6262302295902757,26.854210140880088,33903.3333102974,38041.07250965109,17163.667701547856,17163.667701547856,5147.517592874404,1890.0,7356.0,3,7.52054794520548,0.8296160832466101,0.18299248697991924,5.464705226448644,0.7683366923656832,0.5730467049168014,0.0018555783953631765,0.013728672607407868,0.02632374896838982,0.7264286923945223,0.027885311744521135,W6;M3;M5;Y4;Y11-Y13,1.3808219178082193,156.0,5,aP,True,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,32.1464548944196,29.28661041270576,True,New_Zealand,NZL,1,contact_reduction_mean,New_Zealand,NZL,2025,2025,True,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,,,New_Zealand,timeliness_infant_exposure,maternal_immunization,True,False,4,Routine timeliness plus infant-exposure reduction composite.,25.11070274470987,1.583493178799819,0.583493178799819,0.25,calibrated_country_scenario_analysis,schedule_relative,1.0,48.0,True,False,True,0.0,prospective_policy,0.4555039888948281,0.19134498344530781,0.03623995906689326,0.1921261327157131,0.047538629456924775,0.27617624803084506,0.027885311744521135,0.23512021580196807,0.029476182490724145,0.5366789586229515,0.5422312483795515,0.5419819796103471,2155.9913452984288,3286.7685041161462,2221.471855097284,5.0
program_portfolio_factorial,infant_exposure_resistance_guided,symptom_protective,country_timeline,infant_exposure_resistance_guided,2027-01-01,2051-01-01,2027,2051,523083.32263217063,2680329.4512495156,54991.56123283386,28503.458524587953,65230.28557469207,131759.92485064158,69438.00275471313,229701.38612994264,1043519.51275102,44144.99866869379,69.54147816196775,68.00129246628056,68.1654512882281,8390.558061499509,2190068.4716111664,0.8170892837782313,0.01,0.9988438422823613,5541767.5431944905,54207.87920765093,527070.568812985,488456.05666654266,1069734.5046871786,24.000492823261258,2015.2072366749248,41.34543688306572,2190.86180018076,5013.796510244395,1041.5842702427171,592.3134058099203,894.6794292672274,4064.474567729206,171.94333425383297,0.522848002792112,5.226784458411523,2.6550221608064155,32.680950795173985,11163.252862524847,76084.92128817411,86543.92862162174,86543.92862162174,1694.9082846578954,2250.0,7716.0,6,3.4027397260273973,0.8161924334257906,0.195156353778943,5.124096554564231,0.6917562708264618,0.5276173068299915,0.0016216343687256482,0.01993411587203408,0.027212027382029793,0.6429884932036724,0.10885896815928153,W6;M3;M5;Y4;Y11-Y13,1.3808219178082193,156.0,5,aP,True,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,32.1464548944196,29.28661041270576,True,New_Zealand,NZL,1,contact_reduction_mean,New_Zealand,NZL,2025,2025,True,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,,,New_Zealand,infant_exposure_resistance_guided,maternal_immunization;resistance_guided_treatment,False,True,5,Infant-exposure reduction plus resistance-guided management.,25.11070274470987,1.6465264753204114,0.6465264753204114,0.25,calibrated_country_scenario_analysis,,,,True,False,True,0.0,prospective_policy,0.33342984241441154,0.17098374140783934,0.028175289399924974,0.15905829200422028,0.1273359803766697,0.22548191662076023,0.10885896815928153,0.20467304058184743,0.2587778080999753,0.5326670605003918,0.5374137183821385,0.5369606287750732,1646.6042376794228,3286.7685041161462,2221.471855097284,8.0
program_portfolio_factorial,timeliness_infant_exposure_targeted_pep,symptom_protective,country_timeline,timeliness_infant_exposure_targeted_pep,2027-01-01,2051-01-01,2027,2051,526816.9325408135,2881287.9402427236,51957.48873243815,22746.22327272673,72211.02679709293,126334.41981207105,68239.59251073847,217320.23559553624,1122881.931972071,40509.03714930616,67.18516905418379,65.56585684021685,65.69626208839905,6731.283603338699,2868547.6445496846,0.9955782636247158,0.01,0.9987629566053405,5541767.542836757,54207.87921020051,527070.5689125431,488456.05652429326,1069734.504647037,24.000492823261258,2166.2979921327646,39.064267734331224,1748.3433324860398,5550.357337081297,998.6947441781026,582.0908416053793,846.4552505927813,4373.5886099556965,157.78138238035544,0.5051320792704874,5.039589529694515,2.5588480445300545,26.218130739925307,34212.9464522194,37383.03248302687,22837.50237317896,22837.50237317896,5194.525923115657,1890.0,7326.0,4,6.2465753424657535,0.8296344338773909,0.18284077935523296,5.469239430757106,0.7671110284634479,0.5721297663527773,0.0018282919251800121,0.013675909643585353,0.026230854271127254,0.7253759726235552,0.042045407178904814,W6;M3;M5;Y4;Y11-Y13,1.3808219178082193,156.0,5,aP,True,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,32.1464548944196,29.28661041270576,True,New_Zealand,NZL,1,contact_reduction_mean,New_Zealand,NZL,2025,2025,True,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,,,New_Zealand,timeliness_infant_exposure_targeted_pep,maternal_immunization;targeted_pep_high_risk,True,False,5,Routine timeliness plus infant-exposure reduction and targeted high-risk PEP.,25.11070274470987,1.5556819787754044,0.5556819787754044,0.25,calibrated_country_scenario_analysis,schedule_relative,1.0,48.0,True,False,True,0.0,prospective_policy,0.4680661780639962,0.2051203113333857,0.04494772873181219,0.20438595002482352,0.060967573348138515,0.28927437402622114,0.042045407178904814,0.24855394889388804,0.02914854016604329,0.5485019390623005,0.5539810374656562,0.5537335216836787,2156.719193501246,3286.7685041161462,2221.471855097284,4.0
program_portfolio_factorial,timeliness_infant_exposure_resistance_guided,symptom_protective,country_timeline,timeliness_infant_exposure_resistance_guided,2027-01-01,2051-01-01,2027,2051,468167.8200175826,2585977.3301064046,44047.96839853046,17696.72527307467,56262.04918120437,105950.55399821862,65396.7421247512,189044.0213960445,990326.6539822142,33746.75328798091,51.10645021829628,49.69712757311883,49.80169214087992,5214.618248166743,2135019.3547516027,0.8256141033779881,0.01,0.9986703900735645,5541767.5430372795,54207.87920268756,527070.5687790707,488456.05670634826,1069734.5046881067,24.000492823261258,1944.2685402819304,33.117490328916205,1360.22368510746,4324.470809601862,837.556871713787,557.8410310915608,736.320315773665,3857.290112611403,131.44250663862564,0.38424413937468477,3.8198711322944328,1.9397597137659506,20.31076850129676,9488.148436209087,63645.71206912065,75562.39242078291,75562.39242078291,1440.5784396521487,2280.0,7686.0,6,3.4027397260273973,0.8300143478355637,0.18104096063298397,5.523611874924007,0.7507796721789567,0.5640812545709751,0.0014940328582579608,0.0125337501528657,0.024207318871622363,0.7125445702962107,0.1402286367470872,W6;M3;M5;Y4;Y11-Y13,1.3808219178082193,156.0,5,aP,True,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,32.1464548944196,29.28661041270576,True,New_Zealand,NZL,1,contact_reduction_mean,New_Zealand,NZL,2025,2025,True,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,,,New_Zealand,timeliness_infant_exposure_resistance_guided,maternal_immunization;resistance_guided_treatment,True,True,6,Routine timeliness plus infant-exposure reduction and resistance-guided management.,25.11070274470987,1.3188595582372997,0.3188595582372997,0.25,calibrated_country_scenario_analysis,schedule_relative,1.0,48.0,True,False,True,0.0,prospective_policy,0.5861516614256981,0.333372935883682,0.08473505186955699,0.3079057775069418,0.17181957017181115,0.40791773779314033,0.1402286367470872,0.3629470415174685,0.2774090187423963,0.6565542142736792,0.6619298160761125,0.6617033441567955,1605.2155276108956,3286.7685041161462,2221.471855097284,2.0
program_portfolio_factorial,timeliness_infant_exposure_targeted_pep_resistance_guided,symptom_protective,country_timeline,timeliness_infant_exposure_targeted_pep_resistance_guided,2027-01-01,2051-01-01,2027,2051,437509.7481175874,2435911.948043963,40025.95261564569,15248.76254107259,48359.048344006085,95143.87675489095,63552.069990988544,173944.70928695207,924269.4664036832,30306.88048290871,44.07619517325231,42.77068456491095,42.863046972315956,4515.405106750548,2366084.780830604,0.9713342810812886,0.01,0.9993024021750576,5541767.543200611,54207.87921107537,527070.5688971904,488456.05654329865,1069734.5046515644,24.000492823261258,1831.4417965699222,30.093535452578564,1172.0658852796432,3717.0223259710965,752.1282782629879,542.105785575401,677.5089861497306,3599.9995152441497,118.04431392887886,0.3313871264471948,3.2874838291673347,1.6695017409006312,17.587356053946728,14836.327203984305,58258.924977466595,99108.24604941154,99108.24604941154,2252.5883988861506,2640.0,7326.0,6,3.3534246575342466,0.8306490787748704,0.17960819497966982,5.567674682734782,0.7437090545050116,0.5597496974449654,0.0013645988583498288,0.011721103833290501,0.022703380334542892,0.7079199714788283,0.19012154052887942,W6;M3;M5;Y4;Y11-Y13,1.3808219178082193,156.0,5,aP,True,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,32.1464548944196,29.28661041270576,True,New_Zealand,NZL,1,contact_reduction_mean,New_Zealand,NZL,2025,2025,True,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,,,New_Zealand,timeliness_infant_exposure_targeted_pep_resistance_guided,maternal_immunization;targeted_pep_high_risk;resistance_guided_treatment,True,True,7,"Routine timeliness plus infant-exposure reduction, targeted PEP, and resistance-guided management.",25.11070274470987,1.1984346180402474,0.19843461804024742,0.25,calibrated_country_scenario_analysis,schedule_relative,1.0,48.0,True,False,True,0.0,prospective_policy,0.6433987110294044,0.40136713932780244,0.11055229734648331,0.36318468343134247,0.22706121168680526,0.4682698449944094,0.19012154052887942,0.4211162862455785,0.1992056092308382,0.7037989643490259,0.7090477075131569,0.7088366915532586,1778.942200813469,3286.7685041161462,2221.471855097284,1.0
program_portfolio_factorial,current,symptom_protective,country_timeline,current,2027-01-01,2051-01-01,2027,2051,322152.52907976444,1161572.8494499414,36100.766233324815,10633.904767601573,16621.0707605151,47003.75011964947,31872.611587282296,89510.26647453335,295421.49290730973,23823.117762784903,40.99287794004922,39.90676739203472,39.96451876808278,3597.5113270366446,168957.43010052555,0.14545573287162722,0.010000000000000002,0.9895267490120636,10961092.959208673,96829.04689497812,939387.8132142144,895528.4771244552,1931745.337233648,24.000492823261258,441.54241817477146,13.72278943001527,457.57991159240987,715.2093474016568,208.48145413189147,148.29212551124394,193.06467480500106,637.1945554958759,51.38407765797337,0.1558240145003717,1.717199419616835,0.8619946206833689,7.759471419507453,84396.21176797067,26585.2988947238,59213.44969327182,59213.44969327182,25344.512947775,0.0,8766.0,2,23.91780821917808,0.8157105259033626,0.2773416486381535,3.6056611219784584,0.5225950225643292,0.4069782947874809,0.000712755246230973,0.010168175795714595,0.01412230730591666,0.49759178421646694,0.0,M3;M5;M12;Y5;Y14-Y16,3.0,192.0,5,aP,True,Sweden,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Sweden_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,27.539837140679783,25.32984077491631,True,Sweden,SWE,1,contact_reduction_mean,Sweden,SWE,2025,2025,True,False,exact_year,2025,low_imported_model_anchor,https://www.folkhalsomyndigheten.se/contentassets/975cc036216b48a39b7bf34319d4ecee/pertussis-surveillance-sweden-23rd-annual-report.pdf,"No public Swedish MRBP prevalence estimate was located in the accessible national surveillance material, so keep a conservative low anchor pending numeric reporting.",Sweden,SWE,2,relative_detection_prior_mean,3.202340290308184e-05,1.4235413699758381e-16,Sweden,current,,False,False,0,Current practice.,5.954795201043958,2.3044939358467733,1.3044939358467733,0.25,calibrated_country_scenario_analysis,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.22487602952188,457.57991159240987,64.22487602952188,10.0
program_portfolio_factorial,routine_timeliness,symptom_protective,country_timeline,routine_timeliness,2027-01-01,2051-01-01,2027,2051,698244.6642588536,3427965.4498849465,76887.46181428003,18732.041292636903,41076.561809805615,102080.50444954983,94048.78992942044,214861.33567160717,1014228.5926868523,51129.004819199276,66.94322884724124,65.04828561488668,65.15037741190895,5829.657588377506,1814782.365351383,0.529405092286532,0.01,0.9997827020800727,10961092.959783249,96829.04683675457,939387.8130231837,895528.4773232209,1931745.337183159,24.000492823261258,1303.0540054368364,29.22681589113801,806.0450033273539,1767.5360033332597,452.77008656358856,437.5761590513554,463.4343694250237,2187.589436859172,110.28013967077736,0.254467682832685,2.799046018305525,1.405228352477387,12.573987218262205,82131.07809756642,43576.8555397005,100596.77473127475,100596.77473127475,24664.28443601763,0.0,8766.0,2,22.931506849315067,0.822065035843227,0.2036906948062411,4.909404432790809,0.5666804448697986,0.42978166108696003,0.000468536585039553,0.015304489399389328,0.04473033428544809,0.5061770845999216,-1.9511411630430642,M3;M5;M12;Y5;Y14-Y16,3.0,192.0,5,aP,True,Sweden,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Sweden_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,27.539837140679783,25.32984077491631,True,Sweden,SWE,1,contact_reduction_mean,Sweden,SWE,2025,2025,True,False,exact_year,2025,low_imported_model_anchor,https://www.folkhalsomyndigheten.se/contentassets/975cc036216b48a39b7bf34319d4ecee/pertussis-surveillance-sweden-23rd-annual-report.pdf,"No public Swedish MRBP prevalence estimate was located in the accessible national surveillance material, so keep a conservative low anchor pending numeric reporting.",Sweden,SWE,2,relative_detection_prior_mean,3.202340290308184e-05,1.4235413699758381e-16,Sweden,routine_timeliness,,True,False,1,Routine timeliness improvement only.,5.954795201043958,4.9081143690742115,3.9081143690742115,0.25,calibrated_country_scenario_analysis,schedule_relative,1.0,48.0,,,,,,-0.7615393124177683,-1.1717523429449952,-1.9507713753505995,-1.4004099656293345,-2.433157766232915,-1.146192842108603,-1.9511411630430642,-1.1298013819802195,-9.741062788280464,-0.633045353515886,-0.6300063840267385,-0.6302054777634547,689.8434260026235,457.57991159240987,64.22487602952188,11.0
program_portfolio_factorial,timeliness_pregnancy_tdap,symptom_protective,country_timeline,timeliness_pregnancy_tdap,2027-01-01,2051-01-01,2027,2051,288427.50097972446,1006153.4891333645,31533.26650804483,8883.940579422791,14162.637374064183,40880.16638374847,26771.35827846839,76535.46524163964,239836.60720084576,20385.42951089479,31.575490514052756,30.568686554910066,30.617339669917236,2858.768803696241,30529.903818468538,0.030343187344870234,0.01,0.7804228434171289,10961092.959374003,96829.04690119234,939387.8129422797,895528.4773753956,1931745.3372188676,24.000492823261258,382.4636955405818,11.986570410366385,382.27846059415884,609.4222676197053,181.32077788707892,124.55777619455428,165.07932877446737,517.3035272897365,43.96932859574314,0.12002620793884142,1.31537917595523,0.6603853345128671,6.166077827391442,84375.76485865303,24668.669238619594,55766.24998694395,55766.24998694395,25338.37266120488,0.0,150.0,1,,0.821319130104058,0.28666352012371116,3.488410382906219,0.6118080654505839,0.48406755205173985,0.0011377068718892084,0.010544111123000013,0.017471364154133844,0.5826548833015608,0.13380078605502455,M3;M5;M12;Y5;Y14-Y16,3.0,192.0,5,aP,True,Sweden,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Sweden_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,27.539837140679783,25.32984077491631,True,Sweden,SWE,1,contact_reduction_mean,Sweden,SWE,2025,2025,True,False,exact_year,2025,low_imported_model_anchor,https://www.folkhalsomyndigheten.se/contentassets/975cc036216b48a39b7bf34319d4ecee/pertussis-surveillance-sweden-23rd-annual-report.pdf,"No public Swedish MRBP prevalence estimate was located in the accessible national surveillance material, so keep a conservative low anchor pending numeric reporting.",Sweden,SWE,2,relative_detection_prior_mean,3.202340290308184e-05,1.4235413699758381e-16,Sweden,timeliness_pregnancy_tdap,pregnancy_tdap_scaleup,True,False,2,Routine timeliness plus pregnancy Tdap scale-up.,5.954795201043958,2.012927398118574,1.012927398118574,0.25,calibrated_country_scenario_analysis,schedule_relative,1.0,48.0,,,True,0.0,prospective_policy,0.16456459094033027,0.13027862075500862,0.16005131223226754,0.14495321870799227,0.18815450818909807,0.14430051877006078,0.13380078605502455,0.12652085265336277,0.8193041655531603,0.229732282758217,0.23399742568445947,0.2338869423752593,11.605167566399285,457.57991159240987,64.22487602952188,6.0
