execution_complete,data_integrity_gate_pass,countries_completed,minimum_folds_per_country,model_beats_all_baselines_log_score,model_beats_all_baselines_log1p_error,model_interval_95_coverage_diagnostic,model_country_balanced_interval_95_coverage,minimum_country_interval_95_coverage,countries_incompatible_with_nominal_95_coverage,all_country_calibration_claim_gate_pass,model_annual_95_coverage_diagnostic,primary_predictive_95_coverage,primary_predictive_mean_log1p_width,primary_predictive_scope,predictive_width_gate_pass,mc_replicates,monte_carlo_stability_pass,predictive_gate_pass,absolute_burden_claim_gate_pass,publication_gate_pass,claim_scope,full_compartment_pomp_claimed,posterior_parameter_uncertainty_claimed
True,True,9,3,True,True,0.9307359307359307,0.8997903043710589,0.7948717948717948,China,False,,0.8997903043710589,2.7611232574161395,country_balanced_one_interval_ahead_prequential,True,3,True,True,False,True,notification-index forecasting and conditional scenario projections,False,False
