country,scenario,intervention,utility_scenario,total_qaly_like_loss,total_qaly_like_loss_per_100k_year,qaly_like_loss_averted_vs_current,qaly_like_loss_averted_vs_current_per_100k_year,relative_qaly_like_loss_reduction_vs_current,infant_life_years_lost,acute_illness_qaly_loss,hospitalization_qaly_loss,infant_life_years_lost_share,acute_illness_qaly_loss_share,hospitalization_qaly_loss_share,estimated_total_hospitalizations,estimated_infant_hospitalizations,estimated_noninfant_hospitalizations,total_symptomatic_cases,total_infant_cases,total_deaths,total_infant_deaths,infant_life_years_lost_per_death,acute_illness_disutility,acute_illness_duration_days,infant_hospitalization_probability_per_case,noninfant_hospitalization_probability_per_case,hospitalization_excess_disutility,hospitalization_duration_days,method_note
Australia,adolescent_booster,adolescent_booster,central_exploratory,80439.82974936278,11.241963963496614,-0.01641505207226146,-2.2941048971603095e-06,-2.0406626255464744e-07,71238.80951758534,8648.270163291185,552.7500684862617,0.8856161150459132,0.10751228825617566,0.006871596697911217,144208.5446532908,117051.19913507621,27157.345518214574,3008362.549659148,292627.9978376905,1025.8276825247508,1017.6972788226476,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Australia,cocooning_adjunct,cocooning_adjunct,central_exploratory,78586.00286203722,10.98288018484274,1853.810472273486,0.25908148454897706,0.023045932050699602,69411.62590738524,8632.344285858033,542.0326687939378,0.8832568571942998,0.10984582459312339,0.006897318212576748,141412.4516264184,114240.23121234955,27172.22041406885,3002822.619437759,285600.57803087385,999.7251683163812,991.5946558197892,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Australia,combined_strategy,combined_strategy,central_exploratory,25353.355423395005,3.543288305785751,55086.4579109157,7.698673363605966,0.6848158346908941,19289.356471227587,5827.479806094817,236.5191460726036,0.7608206546668054,0.2298504363141403,0.009328909019054485,61706.15578787034,42497.28311160199,19208.87267626835,2027130.47540584,106243.20777900497,280.5419729332521,275.56223530325127,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Australia,current,current,central_exploratory,80439.8133343107,11.241961669391717,0.0,0.0,0.0,71238.82714194349,8648.236338693072,552.7498536741451,0.8856165148702224,0.10751188970007547,0.00687159542970217,144208.48861034392,117051.26233336721,27157.22627697672,3008350.78353109,292628.155833418,1025.8279333202,1017.6975305991926,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Australia,higher_child_coverage,higher_child_coverage,central_exploratory,80567.56617231791,11.259815918977358,-127.75283800720354,-0.017854249585640858,-0.0015881791952483404,71357.63669430226,8656.312754056953,553.6167239586898,0.8856868847407224,0.10744165630550179,0.006871458953775697,144434.64887565104,117254.4068231898,27180.24205246123,3011160.2223040974,293136.0170579745,1027.5295157938156,1019.3948099186036,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Australia,maternal_adult_boosting_only,maternal_adult_boosting_only,central_exploratory,80434.81097614401,11.241262558884294,5.002358166690101,0.0006991105074227733,6.2187590439855e-05,71234.83917038103,8647.256556268903,552.7152494940848,0.8856220124829836,0.10750639494675476,0.006871592570261816,144199.4606269389,117045.49849720507,27153.962129733845,3008009.9592163973,292613.74624301266,1025.7707255514758,1017.640559576872,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Australia,maternal_cocooning_only,maternal_cocooning_only,central_exploratory,78590.5813733061,10.983520060124054,1849.2319610046106,0.25844160926766335,0.02298901357862604,69415.18012861264,8633.336511185851,542.0647335075981,0.8832506251466674,0.10985205046616733,0.006897324387165237,141420.8170811787,114245.27113858983,27175.545942588895,3003167.772105364,285613.1778464746,999.7761968003698,991.645430408752,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Australia,maternal_direct_antibody_only,maternal_direct_antibody_only,central_exploratory,56846.902669461066,7.944706412958775,23592.910664849638,3.2972552564329423,0.2932989235914394,47772.06501161984,8569.125182314652,505.71247552657394,0.8403635513687124,0.15074040589581855,0.008896042735469028,131936.7726329151,104747.13703165478,27189.635601260314,2980831.4027051684,261867.84257913695,690.5810656405529,682.4580715945691,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Australia,maternal_immunization,maternal_immunization,central_exploratory,55649.9461589121,7.777424334040742,24789.867175398605,3.4645373353509754,0.308179073866955,46598.76264974095,8554.714852696397,496.4686564747441,0.8373550356486439,0.15372368606193876,0.008921278289417299,129525.12626957161,102325.06625990389,27200.060009667726,2975818.666616532,255812.6656497597,673.81818183089,665.6966092820136,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Australia,next_generation_vaccine,next_generation_vaccine,central_exploratory,43306.363754885795,6.052332313377328,37133.44957942491,5.189629356014389,0.461630230606043,36443.04509085045,6569.404206173562,293.914457861784,0.8415170873527559,0.15169604733744024,0.006786865309803915,76680.18266715472,55208.24706956144,21471.93559759328,2285214.177433232,138020.6176739036,526.9521124557189,520.6149298692922,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Australia,pregnancy_tdap_scaleup,pregnancy_tdap_scaleup,central_exploratory,56846.902669461066,7.944706412958775,23592.910664849638,3.2972552564329423,0.2932989235914394,47772.06501161984,8569.125182314652,505.71247552657394,0.8403635513687124,0.15074040589581855,0.008896042735469028,131936.7726329151,104747.13703165478,27189.635601260314,2980831.4027051684,261867.84257913695,690.5810656405529,682.4580715945691,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
