strategy,strategy_label,implementation_intensity,median_primary_case_reduction,q25_primary_case_reduction,q75_primary_case_reduction,countries_non_dominated,countries_ranked_first,countries_near_best_5_cases,median_cases_averted_per_100k,q25_cases_averted_per_100k,q75_cases_averted_per_100k
adolescent_booster,Adolescent booster,1,0.011567559727534368,-0.005053608265309868,0.06176976791816602,3,0,0,4.125638544359816,-0.333551608754286,21.166410138308535
cocooning_adjunct,Close-contact adult adjunct,2,0.12048932865496476,0.07775444566803785,0.18795325329069415,6,0,5,45.94616217966578,15.336964849456033,64.75172792399505
maternal_immunization,Infant-exposure reduction composite,3,0.13260029558272446,0.08885800003919839,0.1966527134149907,6,5,5,50.09793986385574,20.974130157484467,67.37027576692397
pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,1,0.014499081418826384,0.012183842735688118,0.015928199512019847,0,0,0,5.443664280495597,4.359228130765985,10.662924825110778
targeted_pep_high_risk,Targeted high-risk PEP,1,0.060269716003148566,0.04412265439883183,0.099989036500997,7,1,1,21.93198228856096,18.280388907316386,26.07369351767217
timeliness_only,Routine timeliness,1,0.0877225637533674,0.03194175577744443,0.10898655099568202,5,4,4,28.949564385022256,4.878171356381991,89.41050490022464
