country,scenario,infant_cases,mean_infant_population,analysis_window,analysis_years,annualized_infant_cases_per_100k,rank,current_infant_cases_per_100k,relative_reduction_infant_cases
Sweden,next_generation_vaccine,6435.471129069141,91132.66328282429,first_5_years,5.0,1412.330309956393,2.0,1947.831707988923,0.2749217993711679
Sweden,pregnancy_tdap_scaleup,8358.623752317268,91132.66329178914,first_5_years,5.0,1834.3859271520625,5.0,1947.831707988923,0.05824208547975107
Sweden,resistance_guided_treatment,8720.584729167964,91132.66329886625,first_5_years,5.0,1913.8219851139706,7.0,1947.831707988923,0.01746029841051633
Sweden,targeted_pep_high_risk,7538.042258338557,91132.6632922193,first_5_years,5.0,1654.3008809404866,3.0,1947.831707988923,0.15069619507914156
Thailand,adolescent_booster,1669.1997252134959,528088.6431964833,first_5_years,5.0,63.21664920154116,6.0,114.29901683296715,0.4469186966505241
Thailand,cocooning_adjunct,1245.9764792166498,528088.6432085728,first_5_years,5.0,47.1881565809224,4.0,114.29901683296715,0.587151684341418
Thailand,combined_strategy,61.67873721710354,528088.6431869877,first_5_years,5.0,2.3359236375497696,1.0,114.29901683296715,0.9795630469773557
Thailand,current,3018.000635782401,528088.6431757866,first_5_years,5.0,114.29901683296715,10.0,114.29901683296715,0.0
Thailand,higher_child_coverage,2369.023141884675,528088.6431752356,first_5_years,5.0,89.72066233579511,8.0,114.29901683296715,0.21503557229271753
Thailand,maternal_immunization,1075.7215602166916,528088.6431723535,first_5_years,5.0,40.740189137739364,3.0,114.29901683296715,0.6435648331317168
Thailand,next_generation_vaccine,94.4070498518945,528088.6431901252,first_5_years,5.0,3.5754243560926415,2.0,114.29901683296715,0.9687186779452561
Thailand,pregnancy_tdap_scaleup,2574.8164602735933,528088.6432965181,first_5_years,5.0,97.51455529134913,9.0,114.29901683296715,0.14684694590283565
Thailand,resistance_guided_treatment,1595.6913721662054,528088.6431803595,first_5_years,5.0,60.43270927230392,5.0,114.29901683296715,0.4712753359845754
Thailand,targeted_pep_high_risk,2047.1261299828338,528088.6431884087,first_5_years,5.0,77.52964038851601,7.0,114.29901683296715,0.32169459950985146
United_Kingdom,adolescent_booster,1158.2468701821188,651850.4202066837,first_5_years,5.0,35.53719793000581,9.0,35.25679054131537,-0.007953287420244592
United_Kingdom,cocooning_adjunct,768.4946692216121,651850.4202131451,first_5_years,5.0,23.5788655001657,5.0,35.25679054131537,0.3312248466707425
United_Kingdom,combined_strategy,55.058063431850876,651850.4201936235,first_5_years,5.0,1.6892852018257993,2.0,35.25679054131537,0.9520862456312855
United_Kingdom,current,1149.1076864756978,651850.4202072085,first_5_years,5.0,35.25679054131537,8.0,35.25679054131537,0.0
United_Kingdom,higher_child_coverage,1200.5917146235608,651850.4202078168,first_5_years,5.0,36.83641760147365,10.0,35.25679054131537,-0.04480348426233549
United_Kingdom,maternal_immunization,674.7716098046293,651850.4202087629,first_5_years,5.0,20.703265316252327,3.0,35.25679054131537,0.41278644486963767
United_Kingdom,next_generation_vaccine,47.67805166970644,651850.4202057746,first_5_years,5.0,1.4628525254200357,1.0,35.25679054131537,0.9585086304521734
United_Kingdom,pregnancy_tdap_scaleup,1009.3318850228911,651850.4202071619,first_5_years,5.0,30.96820539602075,6.0,35.25679054131537,0.12163855755018527
United_Kingdom,resistance_guided_treatment,1019.40677935441,651850.4202022182,first_5_years,5.0,31.277322151243467,7.0,35.25679054131537,0.1128709768805699
United_Kingdom,targeted_pep_high_risk,706.1947322737715,651850.4202068752,first_5_years,5.0,21.66738596408818,4.0,35.25679054131537,0.3854407723613572
United_States,adolescent_booster,667371.209596657,3540051.617365406,first_5_years,5.0,3770.4038343561288,9.0,3770.103061033565,-7.977854124785466e-05
United_States,cocooning_adjunct,606697.1218285908,3540051.6174944523,first_5_years,5.0,3427.617376144327,6.0,3770.103061033565,0.09084252587921204
United_States,combined_strategy,5249.391253047182,3540051.617397276,first_5_years,5.0,29.65714526448995,2.0,3770.103061033565,0.9921335982639267
United_States,current,667317.9719422838,3540051.6173652825,first_5_years,5.0,3770.103061033565,8.0,3770.103061033565,0.0
United_States,higher_child_coverage,668778.279823742,3540051.617971163,first_5_years,5.0,3778.353267103067,10.0,3770.103061033565,-0.002188323750290211
United_States,maternal_immunization,542811.1395683486,3540051.6175170336,first_5_years,5.0,3066.6848860756018,4.0,3770.103061033565,0.1865779697717661
United_States,next_generation_vaccine,3622.1097655512986,3540051.6174432854,first_5_years,5.0,20.46359859671921,1.0,3770.103061033565,0.9945721381443856
United_States,pregnancy_tdap_scaleup,596193.7796420474,3540051.6173686474,first_5_years,5.0,3368.277325205804,5.0,3770.103061033565,0.10658216216444794
United_States,resistance_guided_treatment,247465.31510845167,3540051.617458111,first_5_years,5.0,1398.0887390909909,3.0,3770.103061033565,0.6291643182009703
United_States,targeted_pep_high_risk,649793.585388265,3540051.617380405,first_5_years,5.0,3671.09667100902,7.0,3770.103061033565,0.02626092401765867
Australia,adolescent_booster,109426.27032304497,288391.9573432983,first_10_years,10.005479452054795,3792.281330136484,9.0,3792.2803220211113,-2.6583355849929546e-07
Australia,cocooning_adjunct,107306.66076726698,288391.95735045645,first_10_years,10.005479452054795,3718.824054000449,7.0,3792.2803220211113,0.01936994678218129
Australia,combined_strategy,13353.785018949367,288391.95747754484,first_10_years,10.005479452054795,462.78932326709713,1.0,3792.2803220211113,0.8779654234472699
Australia,current,109426.2412338754,288391.9573432918,first_10_years,10.005479452054795,3792.2803220211113,8.0,3792.2803220211113,0.0
Australia,higher_child_coverage,109486.13037202125,288391.9575890395,first_10_years,10.005479452054795,3794.3558392254467,10.0,3792.2803220211113,-0.000547300575931331
Australia,maternal_immunization,97062.183512477,288391.957366709,first_10_years,10.005479452054795,3363.7910282431444,4.0,3792.2803220211113,0.11298987875179067
Australia,next_generation_vaccine,14016.366086442342,288391.9573735173,first_10_years,10.005479452054795,485.7517601896154,2.0,3792.2803220211113,0.8719103760951057
Australia,pregnancy_tdap_scaleup,99004.07518442388,288391.95735415735,first_10_years,10.005479452054795,3431.0893061308425,5.0,3792.2803220211113,0.0952437544748197
Australia,resistance_guided_treatment,55535.623009639356,288391.9573637484,first_10_years,10.005479452054795,1924.6448376635,3.0,3792.2803220211113,0.4924834995748013
Australia,targeted_pep_high_risk,104751.71254257098,288391.9574176177,first_10_years,10.005479452054795,3630.2796622776254,6.0,3792.2803220211113,0.042718535020414006
Brazil,adolescent_booster,219649.87325763167,2235326.948211043,first_10_years,10.005479452054795,982.0916052160366,7.0,1012.094312117762,0.029644180925141428
Brazil,cocooning_adjunct,178237.60729580696,2235326.948554555,first_10_years,10.005479452054795,796.930383960614,5.0,1012.094312117762,0.21259276490441603
Brazil,combined_strategy,19646.442848578718,2235326.948231172,first_10_years,10.005479452054795,87.84255737375739,1.0,1012.094312117762,0.9132071425340285
Brazil,current,226360.13402414788,2235326.948203564,first_10_years,10.005479452054795,1012.094312117762,9.0,1012.094312117762,0.0
Brazil,higher_child_coverage,225240.4774584623,2235326.9488004404,first_10_years,10.005479452054795,1007.0881386260736,8.0,1012.094312117762,0.004946350781493081
Brazil,maternal_immunization,162769.96167463547,2235326.9483739017,first_10_years,10.005479452054795,727.7719333935235,4.0,1012.094312117762,0.28092478667260434
Brazil,next_generation_vaccine,35629.80047853583,2235326.9480287293,first_10_years,10.005479452054795,159.30684333836973,2.0,1012.094312117762,0.8425968396116886
Brazil,pregnancy_tdap_scaleup,206531.0937636576,2235326.94817502,first_10_years,10.005479452054795,923.4353309493457,6.0,1012.094312117762,0.08759952516964686
Brazil,resistance_guided_treatment,141868.9794337007,2235326.948310141,first_10_years,10.005479452054795,634.3201189686381,3.0,1012.094312117762,0.3732598717590343
Brazil,targeted_pep_high_risk,257426.7408894756,2235326.948213486,first_10_years,10.005479452054795,1150.9983476697382,10.0,1012.094312117762,-0.13724416182255372
China,adolescent_booster,192635.8375350271,7972428.26117341,first_10_years,10.005479452054795,241.49523225584826,9.0,241.49514256103515,-3.7141456421529995e-07
China,cocooning_adjunct,187179.23856652481,7972428.260920094,first_10_years,10.005479452054795,234.65464303501025,6.0,241.49514256103515,0.028325619527920898
China,combined_strategy,110360.13629511399,7972428.2640424445,first_10_years,10.005479452054795,138.35144632388835,1.0,241.49514256103515,0.4271046412914016
China,current,192635.76598711626,7972428.261165887,first_10_years,10.005479452054795,241.49514256103515,8.0,241.49514256103515,0.0
China,higher_child_coverage,192638.89129762995,7972428.26122166,first_10_years,10.005479452054795,241.4990605613023,10.0,241.49514256103515,-1.6223929912628776e-05
China,maternal_immunization,167598.47308362438,7972428.260806321,first_10_years,10.005479452054795,210.1074893583058,4.0,241.49514256103515,0.1299721926903622
China,next_generation_vaccine,142044.68201706346,7972428.261077066,first_10_years,10.005479452054795,178.0723354167993,2.0,241.49514256103515,0.262625601789098
China,pregnancy_tdap_scaleup,172296.2487956272,7972428.260978233,first_10_years,10.005479452054795,215.99679038519673,5.0,241.49514256103515,0.10558536252709105
China,resistance_guided_treatment,152764.93073893856,7972428.261583783,first_10_years,10.005479452054795,191.51162576766885,3.0,241.49514256103515,0.20697524705174364
China,targeted_pep_high_risk,189077.8847380805,7972428.261144103,first_10_years,10.005479452054795,237.03485433302345,7.0,241.49514256103515,0.018469473881382203
Japan,adolescent_booster,215114.32376995005,723799.7306983658,first_10_years,10.005479452054795,2970.3868119924823,8.0,2968.9207723951604,-0.0004937954596002658
Japan,cocooning_adjunct,221353.0460527891,723799.730688759,first_10_years,10.005479452054795,3056.533648133314,10.0,2968.9207723951604,-0.02951000799777903
Japan,combined_strategy,79844.20315760972,723799.730723157,first_10_years,10.005479452054795,1102.5215053504485,1.0,2968.9207723951604,0.6286456965771453
Japan,current,215008.15372013886,723799.730699284,first_10_years,10.005479452054795,2968.9207723951604,7.0,2968.9207723951604,0.0
Japan,higher_child_coverage,215617.03985347913,723799.7306958806,first_10_years,10.005479452054795,2977.3285218736305,9.0,2968.9207723951604,-0.0028319211333103222
Japan,maternal_immunization,189004.68289126855,723799.7307011877,first_10_years,10.005479452054795,2609.854181831486,5.0,2968.9207723951604,0.12094178932029875
Japan,next_generation_vaccine,150650.507273178,723799.7307340669,first_10_years,10.005479452054795,2080.243993797053,2.0,2968.9207723951604,0.299326538741272
Japan,pregnancy_tdap_scaleup,182071.69947068978,723799.7307017809,first_10_years,10.005479452054795,2514.120703187655,3.0,2968.9207723951604,0.15318700095880222
Japan,resistance_guided_treatment,183974.38166636304,723799.730713533,first_10_years,10.005479452054795,2540.3937192913404,4.0,2968.9207723951604,0.14433765194687498
Japan,targeted_pep_high_risk,210171.52733070054,723799.7306906497,first_10_years,10.005479452054795,2902.1346514968554,6.0,2968.9207723951604,0.022495083573559116
New_Zealand,adolescent_booster,22412.012387351104,53871.70181219677,first_10_years,10.005479452054795,4157.978642681909,9.0,4156.577063138641,-0.00033719561119105457
New_Zealand,cocooning_adjunct,21572.52400036833,53871.70181862797,first_10_years,10.005479452054795,4002.2329321123393,7.0,4156.577063138641,0.03713250799439194
New_Zealand,combined_strategy,8059.496950016963,53871.701794289605,first_10_years,10.005479452054795,1495.2345920968191,1.0,4156.577063138641,0.6402726162936183
New_Zealand,current,22404.457702537533,53871.70181218437,first_10_years,10.005479452054795,4156.577063138641,8.0,4156.577063138641,0.0
New_Zealand,higher_child_coverage,22816.55606191675,53871.70181412264,first_10_years,10.005479452054795,4233.031428054892,10.0,4156.577063138641,-0.018393587741765582
New_Zealand,maternal_immunization,18526.903448621928,53871.701819398724,first_10_years,10.005479452054795,3437.1955321414157,4.0,4156.577063138641,0.17307065887863482
New_Zealand,next_generation_vaccine,12277.808716352782,53871.7018002295,first_10_years,10.005479452054795,2277.835008768842,2.0,4156.577063138641,0.45199259530897684
New_Zealand,pregnancy_tdap_scaleup,19239.410358851004,53871.70182133392,first_10_years,10.005479452054795,3569.3830600181213,5.0,4156.577063138641,0.14126864345373846
New_Zealand,resistance_guided_treatment,18104.095554186748,53871.701796367975,first_10_years,10.005479452054795,3358.754286785223,3.0,4156.577063138641,0.19194225542662746
New_Zealand,targeted_pep_high_risk,19810.18146653726,53871.70181482381,first_10_years,10.005479452054795,3675.2751166595967,6.0,4156.577063138641,0.11579286012698442
Sweden,adolescent_booster,8881.715438405003,91632.65493245148,first_10_years,10.005479452054795,968.7432298866303,8.0,968.7432425189385,1.303989294321184e-08
Sweden,cocooning_adjunct,8631.171689095658,91632.65493390066,first_10_years,10.005479452054795,941.4160133427882,6.0,968.7432425189385,0.02820894946848207
Sweden,combined_strategy,5932.24963493184,91632.65493853092,first_10_years,10.005479452054795,647.0401704840482,1.0,968.7432425189385,0.3320829069200977
Sweden,current,8881.715554221702,91632.6549324523,first_10_years,10.005479452054795,968.7432425189385,9.0,968.7432425189385,0.0
Sweden,higher_child_coverage,8881.77712755481,91632.65493235829,first_10_years,10.005479452054795,968.7499584240844,10.0,968.7432425189385,-6.932595605579905e-06
Sweden,maternal_immunization,8133.872961560879,91632.65493804374,first_10_years,10.005479452054795,887.1748277046997,4.0,968.7432425189385,0.08420024133757409
Sweden,next_generation_vaccine,6440.00495484037,91632.6550787534,first_10_years,10.005479452054795,702.421872637423,2.0,968.7432425189385,0.27491429946806467
Sweden,pregnancy_tdap_scaleup,8364.09017097975,91632.65493714728,first_10_years,10.005479452054795,912.2849952889062,5.0,968.7432425189385,0.05827988754092239
Sweden,resistance_guided_treatment,8726.613595810713,91632.65493769126,first_10_years,10.005479452054795,951.8260181743673,7.0,968.7432425189385,0.01746306307188561
Sweden,targeted_pep_high_risk,7544.307210990024,91632.65497809277,first_10_years,10.005479452054795,822.869926634765,3.0,968.7432425189385,0.15057995708426508
Thailand,adolescent_booster,74009.40013602414,521755.7648116301,first_10_years,10.005479452054795,1417.6914609744576,9.0,1427.1465152637527,0.006625146183780295
Thailand,cocooning_adjunct,61692.66335528263,521755.7648258038,first_10_years,10.005479452054795,1181.7574778397416,5.0,1427.1465152637527,0.1719438297326189
Thailand,combined_strategy,273.5411627648814,521755.76459696225,first_10_years,10.005479452054795,5.239833995730345,1.0,1427.1465152637527,0.9963284540587187
Thailand,current,74502.99335250589,521755.7647720958,first_10_years,10.005479452054795,1427.1465152637527,10.0,1427.1465152637527,0.0
Thailand,higher_child_coverage,73013.62182421147,521755.7647742427,first_10_years,10.005479452054795,1398.6167704666505,8.0,1427.1465152637527,0.019990760928866202
Thailand,maternal_immunization,53572.55332579574,521755.76476969186,first_10_years,10.005479452054795,1026.21222789395,4.0,1427.1465152637527,0.2809342159909247
Thailand,next_generation_vaccine,846.5969856466963,521755.7648807813,first_10_years,10.005479452054795,16.2170388501063,2.0,1427.1465152637527,0.9886367386412955
Thailand,pregnancy_tdap_scaleup,64585.85098304645,521755.76492696395,first_10_years,10.005479452054795,1237.1781050772975,6.0,1427.1465152637527,0.1331106569330388
Thailand,resistance_guided_treatment,19054.40428459582,521755.76491946075,first_10_years,10.005479452054795,364.9977731611837,3.0,1427.1465152637527,0.7442464601514807
Thailand,targeted_pep_high_risk,70465.99295994209,521755.76487585524,first_10_years,10.005479452054795,1349.8155141440363,7.0,1427.1465152637527,0.05418574777896912
United_Kingdom,adolescent_booster,169328.64858735978,657054.9639419047,first_10_years,10.005479452054795,2575.67366302158,9.0,2581.4145053945003,0.002223913424567514
United_Kingdom,cocooning_adjunct,161342.03471024294,657054.9638398272,first_10_years,10.005479452054795,2454.1885444248937,6.0,2581.4145053945003,0.04928536688073015
United_Kingdom,combined_strategy,838.8139852592893,657054.9637741948,first_10_years,10.005479452054795,12.759276759026015,2.0,2581.4145053945003,0.9950572537915309
United_Kingdom,current,169706.06017159054,657054.9639371888,first_10_years,10.005479452054795,2581.4145053945003,10.0,2581.4145053945003,0.0
United_Kingdom,higher_child_coverage,167989.53493447122,657054.9639638393,first_10_years,10.005479452054795,2555.3042818757626,7.0,2581.4145053945003,0.010114696211776186
United_Kingdom,maternal_immunization,143257.17167339314,657054.9638387652,first_10_years,10.005479452054795,2179.0980277367216,4.0,2581.4145053945003,0.15585117260983827
United_Kingdom,next_generation_vaccine,767.336808927129,657054.9638240496,first_10_years,10.005479452054795,11.672030848078661,1.0,2581.4145053945003,0.9954784360188234
United_Kingdom,pregnancy_tdap_scaleup,152295.89257349915,657054.9639251254,first_10_years,10.005479452054795,2316.5868432214315,5.0,2581.4145053945003,0.10259013483485369
United_Kingdom,resistance_guided_treatment,91836.25608660677,657054.9641386525,first_10_years,10.005479452054795,1396.9297458835708,3.0,2581.4145053945003,0.45885105124948256
United_Kingdom,targeted_pep_high_risk,168937.89247074834,657054.9638759803,first_10_years,10.005479452054795,2569.7298360144,8.0,2581.4145053945003,0.004526459952743922
United_States,adolescent_booster,670733.7754454686,3586992.5893740905,first_10_years,10.005479452054795,1868.881617844394,9.0,1868.7661307049523,-6.179860472865784e-05
United_States,cocooning_adjunct,613291.6402991497,3586992.5894561787,first_10_years,10.005479452054795,1708.8292178894037,6.0,1868.7661307049523,0.0855842313212386
United_States,combined_strategy,35479.933012715126,3586992.5894140615,first_10_years,10.005479452054795,98.85858896107698,1.0,1868.7661307049523,0.9470995394572007
United_States,current,670692.3275954224,3586992.589374098,first_10_years,10.005479452054795,1868.7661307049523,8.0,1868.7661307049523,0.0
United_States,higher_child_coverage,672253.3337790217,3586992.5896778107,first_10_years,10.005479452054795,1873.1155995438457,10.0,1868.7661307049523,-0.002327454873795709
United_States,maternal_immunization,548881.8422410325,3586992.5894613448,first_10_years,10.005479452054795,1529.3626515626063,4.0,1868.7661307049523,0.18161902314352907
United_States,next_generation_vaccine,229086.53927229124,3586992.5894742357,first_10_years,10.005479452054795,638.3093230175759,2.0,1868.7661307049523,0.6584327420484728
United_States,pregnancy_tdap_scaleup,599315.9907971241,3586992.589381968,first_10_years,10.005479452054795,1669.8885302661288,5.0,1868.7661307049523,0.10642187760744637
United_States,resistance_guided_treatment,462394.61633281654,3586992.589430742,first_10_years,10.005479452054795,1288.3812181174721,3.0,1868.7661307049523,0.310571185474419
United_States,targeted_pep_high_risk,653756.4604210114,3586992.589378527,first_10_years,10.005479452054795,1821.577317490651,7.0,1868.7661307049523,0.02525132087903381
Australia,adolescent_booster,164289.1753128979,291582.3218134255,first_15_years,15.008219178082191,3754.2102947255275,9.0,3754.1634030288756,-1.2490584883506628e-05
Australia,cocooning_adjunct,159634.99083639606,291582.32182743185,first_15_years,15.008219178082191,3647.856438662004,6.0,3754.1634030288756,0.028317085047790513
Australia,combined_strategy,55163.33191739068,291582.3218868036,first_15_years,15.008219178082191,1260.5501739788363,1.0,3754.1634030288756,0.664226076850619
Australia,current,164287.12327064108,291582.3218134285,first_15_years,15.008219178082191,3754.1634030288756,8.0,3754.1634030288756,0.0
Australia,higher_child_coverage,165461.76252062627,291582.32196748507,first_15_years,15.008219178082191,3781.0053567259865,10.0,3754.1634030288756,-0.007149916190503314
Australia,maternal_immunization,139673.92514733944,291582.32186721725,first_15_years,15.008219178082191,3191.72146672138,4.0,3754.1634030288756,0.14981818208917463
Australia,next_generation_vaccine,74438.65749236505,291582.3218238684,first_15_years,15.008219178082191,1701.0151383445177,2.0,3754.1634030288756,0.5468990143124481
Australia,pregnancy_tdap_scaleup,143691.67879335664,291582.3218755419,first_15_years,15.008219178082191,3283.532093030981,5.0,3754.1634030288756,0.12536250010273586
Australia,resistance_guided_treatment,115116.33909959714,291582.321757974,first_15_years,15.008219178082191,2630.550336611749,3.0,3754.1634030288756,0.29929785834857126
Australia,targeted_pep_high_risk,161694.96947458613,291582.32178125635,first_15_years,15.008219178082191,3694.929491962313,7.0,3754.1634030288756,0.015778192025092008
Brazil,adolescent_booster,223153.89207063837,2191960.7682602564,first_15_years,15.008219178082191,678.3323441393096,7.0,697.6234043745037,0.027652541635254657
Brazil,cocooning_adjunct,182523.49253865224,2191960.7682564906,first_15_years,15.008219178082191,554.8260324102188,5.0,697.6234043745037,0.20469120025053988
