country,iso3,raw_contact_file,raw_rows_for_country,raw_contact_columns,raw_setting_matrix_available,raw_setting_columns,processed_contact_file,processed_rows_for_country,processed_contact_columns,processed_setting_contact_file,processed_setting_rows_for_country,processed_setting_matrix_available,processed_setting_columns,country_profile_contact_groups,contact_source,toy_model_setting_use,structural_sensitivity_caveat
Australia,AUS,/home/ctm/pertussis_transmission_analysis/data/raw/external/contactdata_prem_contact_matrices_by_location_16.csv,1280,country;contactdata_country;data_source;location;source_age_bin;target_age_bin;contacts_per_day,True,location,/home/ctm/pertussis_transmission_analysis/data/processed/country_contact_matrices_8groups.csv,64,country;iso3;source_age_group;target_age_group;contacts_per_day;source;source_type,/home/ctm/pertussis_transmission_analysis/data/processed/country_contact_matrices_by_location_8groups.csv,320,True,country;iso3;location;source_age_group;target_age_group;contacts_per_day;source;source_type,8,Prem/contactdata 2017 country matrix aggregated to project age groups with population-weighted reciprocity correction,contactdata home/school/work/other matrices aggregated to 8 model age groups,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
China,CHN,/home/ctm/pertussis_transmission_analysis/data/raw/external/contactdata_prem_contact_matrices_by_location_16.csv,1280,country;contactdata_country;data_source;location;source_age_bin;target_age_bin;contacts_per_day,True,location,/home/ctm/pertussis_transmission_analysis/data/processed/country_contact_matrices_8groups.csv,64,country;iso3;source_age_group;target_age_group;contacts_per_day;source;source_type,/home/ctm/pertussis_transmission_analysis/data/processed/country_contact_matrices_by_location_8groups.csv,320,True,country;iso3;location;source_age_group;target_age_group;contacts_per_day;source;source_type,8,Prem/contactdata 2020 country matrix aggregated to project age groups with population-weighted reciprocity correction,contactdata home/school/work/other matrices aggregated to 8 model age groups,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
Japan,JPN,/home/ctm/pertussis_transmission_analysis/data/raw/external/contactdata_prem_contact_matrices_by_location_16.csv,1280,country;contactdata_country;data_source;location;source_age_bin;target_age_bin;contacts_per_day,True,location,/home/ctm/pertussis_transmission_analysis/data/processed/country_contact_matrices_8groups.csv,64,country;iso3;source_age_group;target_age_group;contacts_per_day;source;source_type,/home/ctm/pertussis_transmission_analysis/data/processed/country_contact_matrices_by_location_8groups.csv,320,True,country;iso3;location;source_age_group;target_age_group;contacts_per_day;source;source_type,8,Prem/contactdata 2017 country matrix aggregated to project age groups with population-weighted reciprocity correction,contactdata home/school/work/other matrices aggregated to 8 model age groups,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
South_Africa,ZAF,/home/ctm/pertussis_transmission_analysis/data/raw/external/contactdata_prem_contact_matrices_by_location_16.csv,1280,country;contactdata_country;data_source;location;source_age_bin;target_age_bin;contacts_per_day,True,location,/home/ctm/pertussis_transmission_analysis/data/processed/country_contact_matrices_8groups.csv,64,country;iso3;source_age_group;target_age_group;contacts_per_day;source;source_type,/home/ctm/pertussis_transmission_analysis/data/processed/country_contact_matrices_by_location_8groups.csv,320,True,country;iso3;location;source_age_group;target_age_group;contacts_per_day;source;source_type,8,Prem/contactdata 2020 country matrix aggregated to project age groups with population-weighted reciprocity correction,contactdata home/school/work/other matrices aggregated to 8 model age groups,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
United_States,USA,/home/ctm/pertussis_transmission_analysis/data/raw/external/contactdata_prem_contact_matrices_by_location_16.csv,1280,country;contactdata_country;data_source;location;source_age_bin;target_age_bin;contacts_per_day,True,location,/home/ctm/pertussis_transmission_analysis/data/processed/country_contact_matrices_8groups.csv,64,country;iso3;source_age_group;target_age_group;contacts_per_day;source;source_type,/home/ctm/pertussis_transmission_analysis/data/processed/country_contact_matrices_by_location_8groups.csv,320,True,country;iso3;location;source_age_group;target_age_group;contacts_per_day;source;source_type,8,Prem/contactdata 2020 country matrix aggregated to project age groups with population-weighted reciprocity correction,contactdata home/school/work/other matrices aggregated to 8 model age groups,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
