country,test_year,selected_candidate,training_intervals,holdout_intervals,observed_cases,model_expected_cases,model_point_cases,model_absolute_log1p_error,model_log_score,pomp_expected_cases,pomp_absolute_log1p_error,pomp_log_score,model_interval_95_coverage,model_mean_predictive_log1p_width,model_annual_q025,model_annual_median,model_annual_q975,model_annual_95_covered,model_annual_predictive_log1p_width,annual_prediction_scope,static_log_source_scale,scale_at_search_boundary,mc_log_likelihood_sd_per_training_interval,future_evidence_used,forecast_mode,stacking_weight_pomp,stacking_weight_seasonal_naive,stacking_weight_ew_recent_rate,stacking_weight_damped_log_trend,point_weight_pomp,point_weight_seasonal_naive,point_weight_ew_recent_rate,point_weight_damped_log_trend,seasonal_naive_expected_cases,seasonal_naive_absolute_log1p_error,seasonal_naive_log_score,seasonal_naive_mean_log_score_per_interval,model_log_score_delta_vs_seasonal_naive,model_log1p_error_delta_vs_seasonal_naive,ew_recent_rate_expected_cases,ew_recent_rate_absolute_log1p_error,ew_recent_rate_log_score,ew_recent_rate_mean_log_score_per_interval,model_log_score_delta_vs_ew_recent_rate,model_log1p_error_delta_vs_ew_recent_rate,damped_log_trend_expected_cases,damped_log_trend_absolute_log1p_error,damped_log_trend_log_score,damped_log_trend_mean_log_score_per_interval,model_log_score_delta_vs_damped_log_trend,model_log1p_error_delta_vs_damped_log_trend,model_mean_log_score_per_interval
China,2024,jump_ar1__k300,108,12,494321.0,542278.449528321,547934.4668262494,0.1029703920409748,-145.04074106421493,568135.9864623089,0.13917543628600093,-146.1625165551921,0.75,2.528253147360976,,,,,,not_applicable_prequential_sequence,3.5780760230904063,False,0.01338117649690061,False,prequential,0.9209293034346836,0.019999999999999178,0.023421568742035586,0.035649127823281626,0.9304032083118717,2.1727173796940026e-18,5.2225078422931986e-18,0.06959679168812827,38230.232142857145,2.55953434978041,-870.7779088096428,-72.5648257341369,725.7371677454279,2.4565639577394354,127327.83615118187,1.3564141255763413,-234.30470538811227,-19.525392115676024,89.26396432389734,1.2534437335353665,429703.3303395175,0.1400897583886067,-159.94466418349762,-13.328722015291468,14.903923119282695,0.03711936634763191,-12.086728422017911
United_Kingdom,2024,jump_ar1__k1000,470,52,29317.0,28266.46605600992,20890.390371802383,0.33886453170218545,-350.4064768498708,29270.470080769814,0.0015883375954164336,-348.50893292525706,0.9423076923076923,3.7853737213496044,,,,,,not_applicable_prequential_sequence,0.41929064776295843,False,0.00957120351294527,False,prequential,0.9209293034346846,0.019999999999999896,0.023421568742036304,0.035649127823279184,0.8302932472604123,0.10010996105145939,4.656153365144714e-17,0.06959679168812827,1772.0,2.8055286347757686,-1137.5078747576454,-21.875151437647027,787.1013979077745,2.466664103073583,6335.764634111879,1.5318333337481977,-533.820767710044,-10.265783994423924,183.41429086017325,1.1929688020460123,31602.42494555261,0.07506383720479803,-409.60961243212915,-7.8771079313870995,59.20313558225837,-0.2638006944973874,-6.738586093266746
Japan,2024,jump_ar1__k1000,470,52,3192.0,2731.127770114801,2581.0527429538965,0.21237619434645438,-219.55476916429916,2853.4025766167774,0.11209834764705118,-221.41806817572984,0.9423076923076923,2.7465531734428605,,,,,,not_applicable_prequential_sequence,4.360236511815075,False,0.00509533147493707,False,prequential,0.9209293034346843,0.019999999999999997,0.023421568742036415,0.035649127823279295,0.8544880240158369,0.03049262126887776,6.359485159582131e-18,0.11501935471528542,841.0,1.3329361784724547,-312.10656646071703,-6.0020493550137894,92.55179729641787,1.1205599841260003,965.0235070026528,1.1955280244270634,-288.0955632215794,-5.540299292722681,68.54079405728027,0.983151830080609,1793.1254509876817,0.5764432244541151,-266.9520519196851,-5.133693306147791,47.39728275538596,0.3640670301076607,-4.2222070993134455
New_Zealand,2024,jump_ar1__k100,108,12,1756.0,985.9595036114642,1050.1985502162618,0.5136768196279249,-66.01871240707358,1096.236557076735,0.4708130111618054,-65.21961466556188,0.8333333333333334,2.9159036842044657,,,,,,not_applicable_prequential_sequence,1.8065408914568064,False,0.027571268401532505,False,prequential,0.7693870130763361,0.020000000000000014,0.052695108366340906,0.15791787855732306,0.8608064046500037,4.1564057963159836e-17,5.2225078422931986e-18,0.1391935953499963,147.19642857142856,2.472824474323798,-301.24853693492565,-25.104044744577138,235.2298245278521,1.9591476546958733,225.84357984726995,2.047102383790067,-148.7240271906578,-12.393668932554817,82.70531478358423,1.5334255641621422,808.5503301986002,0.7748841425752264,-66.84597389553232,-5.570497824627694,0.8272614884587455,0.26120732294730153,-5.501559367256132
Sweden,2024,jump_ar1__k100,108,12,2545.0,2190.9640802148306,2253.8530674372178,0.12143868786791145,-70.93803792986783,2307.083914155824,0.09810579419716614,-69.94362065684824,0.9166666666666666,3.228207891195867,,,,,,not_applicable_prequential_sequence,4.007308747113355,False,0.01202421379401489,False,prequential,0.7337809003657332,0.02,0.023421568742036415,0.22279753089223042,0.6476676090286895,5.0306494685908585e-15,2.639846994652453e-16,0.3523323909713054,143.08928571428572,2.8718456320039945,-617.8544818123121,-51.48787348435934,546.9164438824442,2.750406944136083,335.19279955868035,2.024593975508772,-212.18945758226488,-17.682454798522073,141.25141965239703,1.9031552876408604,2187.4454335448863,0.15133205606437095,-72.69969420645602,-6.058307850538001,1.7616562765881838,0.02989336819645949,-5.91150316082232
United_States,2024,jump_ar1__k1000,467,51,10933.0,9285.08342973182,8702.61262609333,0.2281390166238122,-271.44678748942533,9605.045854187332,0.1294845237471538,-268.8329922835398,1.0,2.76114054151421,,,,,,not_applicable_prequential_sequence,-1.1358818507784887,False,0.004727486429993618,False,prequential,0.9209293034346839,0.020000000000000316,0.02342156874203642,0.03564912782327929,0.8427224792161994,0.06168288173277778,2.021308347137983e-09,0.09559463702971467,2532.5,1.4622754545389798,-392.2791501564866,-7.6917480422840505,120.83236266706126,1.2341364379151676,3711.823990810813,1.0800844298997454,-353.12868802102685,-6.924091921980919,81.68190053160151,0.8519454132759332,8469.449870260303,0.2552935798473719,-332.5760763716996,-6.521099536699992,61.129288882274295,0.02715456322355969,-5.322486029204418
Brazil,2024,jump_ar1__k300,108,12,7749.0,4524.272282209762,2491.6090462172065,1.1343628717323009,-87.43517724041519,6416.569638776047,0.188653358273978,-83.38804947573428,0.75,3.4959796192497694,,,,,,not_applicable_prequential_sequence,2.2138322196762217,False,0.006795421708641442,False,prequential,0.6513147679477985,0.020000000000000018,0.2930361042289222,0.0356491278232793,0.5255635270682163,0.01499331862936655,0.38984636261428907,0.06959679168812816,228.23214285714286,3.5207129079976163,-914.7146371602685,-76.2262197633557,827.2794599198533,2.3863500362653154,775.7413044735442,2.3003407688925543,-248.93317960245867,-20.744431633538223,161.49800236204348,1.1659778971602535,3174.856475058308,0.8921154914743123,-117.83709543775551,-9.819757953146292,30.401918197340322,-0.24224738025798853,-7.286264770034599
Thailand,2024,jump_ar1__k1000,192,12,1284.0,1192.781177067722,1283.5951239178528,0.0003151283108611125,-65.83837482724297,1306.7273756528193,0.01753208456362021,-66.18353077005789,0.9166666666666666,3.96917879786392,,,,,,not_applicable_prequential_sequence,-4.276967752784598,False,0.04049414402175149,False,prequential,0.8297840684674014,0.11114523496728286,0.023421568742036436,0.03564912782327932,0.9304032083118711,2.1727173796940026e-18,5.2225078422931986e-18,0.069596791688129,404.05357142857144,1.15449466383809,-885.3341583942037,-73.7778465328503,819.4957835669607,1.1541795355272289,308.14255702567266,1.4247114772229343,-222.54506467199144,-18.545422055999286,156.70668984474847,1.4243963489120732,1580.7906432558905,0.20779880548745222,-89.3483405959032,-7.4456950496586,23.509965768660223,0.2074836771765911,-5.486531235603581
Australia,2025,jump_ar1__k300,120,12,24946.0,43284.73645029274,43357.42870698287,0.5527475436800771,-101.32595188896522,42313.89865447272,0.528385663606052,-101.50564276804957,1.0,1.7887605701507503,,,,,,not_applicable_prequential_sequence,6.736215878316579,False,0.014199625538618048,False,prequential,0.9329076778184731,0.020000000000003196,0.020000000000000143,0.02709232218152359,0.9584534754352476,1.3813052481737861e-13,2.7717920365529547e-16,0.04154652456461391,57231.39655172414,0.830366536851729,-121.19411365223439,-10.099509471019532,19.86816176326917,0.27761899317165195,26900.181001204684,0.07541661454747661,-99.32349147630795,-8.276957623025663,-2.002460412657271,-0.47733092913260045,78514.64159444737,1.146544286432647,-109.47804370331355,-9.123170308609462,8.152091814348324,0.5937967427525699,-8.443829324080435
China,2025,jump_ar1__k300,120,12,35679.0,77593.15250119823,75094.83609612542,0.7441748047292229,-114.08681976192305,67110.31361187607,0.6317623302777395,-114.56683775625261,0.75,1.870702407341631,,,,,,not_applicable_prequential_sequence,4.568270072581353,False,0.021230867289416103,False,prequential,0.9203306090424633,0.020000000000003182,0.03966939095753351,0.019999999999999983,0.7084832003883716,3.915520465650826e-18,2.7719505072558317e-16,0.291516799611628,493737.1551724138,2.6274150186915453,-145.252743307713,-12.10439527564275,31.165923545789937,1.8832402139623223,97999.11561586625,1.0103783507118056,-113.36894207060412,-9.44741183921701,-0.7178776913189324,0.26620354598258267,103358.41837207199,1.063622105101464,-109.96801070827,-9.164000892355833,-4.118809053653052,0.3194473003722411,-9.507234980160254
United_Kingdom,2025,jump_ar1__k1000,522,12,1140.0,1839.2111830032504,2061.517030404566,0.5920220254785198,-62.90519571418801,1678.9839312502752,0.38687915775750703,-62.61012747427552,1.0,1.806863280629796,,,,,,not_applicable_prequential_sequence,4.482020162372812,False,0.016423128231840178,False,prequential,0.9399999999999971,0.02000000000000305,0.02000000000000002,0.019999999999999837,0.8194477234682591,0.0018273377328834127,1.1877173492506028e-15,0.1787249387988563,5611.0,1.5930020913602752,-75.83747055215862,-6.319789212679885,12.93227483797061,1.0009800658817554,2208.172908051491,0.6607131248503508,-71.62541476958125,-5.968784564131771,8.720219055393244,0.06869109937183104,5229.141473347538,1.522533257184297,-75.36298750145401,-6.280248958454501,12.457791787266004,0.9305112317057773,-5.242099642849001
Japan,2025,jump_ar1__k1000,522,50,74918.0,68841.6647167336,69411.53555873406,0.0763400510670511,-385.91543357752084,71349.09959621742,0.04880879011168027,-384.2951035424908,0.86,3.3862035041880993,,,,,,not_applicable_prequential_sequence,4.1366021770242405,False,0.008365845734408284,False,prequential,0.9399999999999966,0.020000000000003182,0.020000000000000177,0.01999999999999997,0.8662475377058161,3.818648193724966e-18,3.166321746617135e-16,0.13375246229418353,3083.0,3.1901800742149824,-1551.4109426335478,-31.028218852670957,1165.495509056027,3.1138400231479313,12106.800744804923,1.8225575953831736,-589.1614790047654,-11.783229580095307,203.24604542724455,1.7462175443161225,73485.75406966636,0.019302356677496135,-432.12889861611933,-8.642577972322387,46.213465038598486,-0.05703769438955497,-7.7183086715504166
New_Zealand,2025,jump_ar1__k100,120,12,2710.0,3798.8972676503877,3888.4064034302364,0.3609389799507259,-70.75413749885547,3822.192460091056,0.34376822561724474,-70.18279589315526,1.0,2.4675833743284166,,,,,,not_applicable_prequential_sequence,1.9339761281744157,False,0.02523724088330696,False,prequential,0.8821200568800025,0.020000000000003182,0.02000000000000021,0.07787994311999404,0.8961508921757538,1.2350759582888242e-17,3.6106803190273475e-16,0.10384910782424578,1761.3275862068965,0.43068214302597685,-201.69081811516133,-16.807568176263445,130.93668061630586,0.06974316307525097,1401.0199488065875,0.6594035531846831,-88.53954951333158,-7.378295792777632,17.78541201447611,0.29846457323395725,4674.087731258488,0.5449303580926372,-76.20938336782912,-6.350781947319093,5.455245868973648,0.18399137814191135,-5.896178124904623
Sweden,2025,jump_ar1__k100,120,12,783.0,1946.4888246703788,2032.4393575226156,0.9530748828273934,-64.9998289111807,1788.2168147520872,0.8251242490805613,-65.19936535674054,1.0,2.5586082209717618,,,,,,not_applicable_prequential_sequence,4.0222042493858785,False,0.005804562615275031,False,prequential,0.7910829500653813,0.020000000000003227,0.02000000000000017,0.16891704993461523,0.6793775284061808,5.197662565899873e-16,6.437817758742882e-16,0.32062247159381796,2550.0172413793102,1.1798384564433233,-84.87181202469401,-7.072651002057834,19.87198311351331,0.22676357361592991,954.919709316088,0.19826490310292844,-58.81477061101177,-4.901230884250981,-6.185058300168933,-0.754809979724465,2733.6627810194514,1.2493543892876096,-70.1383251825734,-5.844860431881116,5.138496271392697,0.29627950646021617,-5.416652409265058
United_States,2025,jump_ar1__k1000,519,51,8889.0,10501.040866495783,10744.081187270865,0.1895210363587161,-268.598131594722,10445.961789024495,0.16138414872015971,-269.10720710491483,1.0,1.6391327494389416,,,,,,not_applicable_prequential_sequence,2.959982057037948,False,0.008420233732270759,False,prequential,0.9399999999999965,0.02000000000000316,0.02000000000000035,0.01999999999999995,0.9169069662331246,4.4523582450202834e-18,3.0360314423872415e-16,0.08309303376687513,10958.5,0.2092796105154573,-339.84073276297323,-6.663543779666142,71.24260116825121,0.019758574156741204,8354.274592258784,0.06203402239807687,-330.53965890288356,-6.481169782409482,61.94152730816154,-0.12748701396063922,14779.064648379217,0.5083522400292786,-332.9595966863558,-6.528619542869722,64.36146509163376,0.3188312036705625,-5.2666300312690595
Brazil,2025,jump_ar1__k100,120,12,2694.0,6774.999138367581,7303.277261149568,0.9970618983905322,-80.7670712179586,6687.944272616631,0.9090578505426148,-81.5672182137641,0.9166666666666666,3.6948861796872734,,,,,,not_applicable_prequential_sequence,2.4757593029647014,False,0.010989843368477999,False,prequential,0.8438358120920184,0.11616418790798157,0.02000000000000015,0.01999999999999997,0.6131161095444172,6.840591949841706e-17,4.572313742858284e-16,0.38688389045558225,7754.258620689655,1.056972940607631,-208.46706563437968,-17.37225546953164,127.69999441642108,0.05991104221709875,2828.0927572705777,0.04855787542752221,-77.00566346539661,-6.417138622116384,-3.7614077525619933,-0.94850402296301,8707.16206058357,1.1728625493783102,-84.1531279440627,-7.012760662005225,3.3860567261041012,0.17580065098777808,-6.730589268163217
Thailand,2025,jump_ar1__k100,204,12,251.0,350.40470512248675,312.10406756167515,0.2171065319907033,-43.49041429435614,305.83819009962707,0.19689145304717748,-42.93358155008595,1.0,2.4040608059879762,,,,,,not_applicable_prequential_sequence,-3.464271481298369,False,0.018882265192932332,False,prequential,0.8714779458791485,0.038268925543038984,0.07025312857781257,0.019999999999999997,0.9421973544140729,5.848402467571954e-18,0.016256121021313123,0.04154652456461394,1281.9827586206898,1.6275138386824208,-62.908008491018236,-5.242334040918187,19.417594196662094,1.4104073066917175,358.24597545173054,0.35457823474537964,-45.97565720144363,-3.8313047667869693,2.485242907087489,0.13747170275467635,482.2732065028989,0.6511530511578929,-48.236531285498984,-4.019710940458249,4.746116991142841,0.4340465191671896,-3.624201191196345
Australia,2026,jump_ar1__k300,132,5,3285.0,6415.125562618159,6212.809395049462,0.6371031174140587,-42.20427122389907,6212.809395049459,0.6371031174140587,-44.901867747330925,0.8,1.3735823413538806,,,,,,not_applicable_prequential_sequence,6.439509651386136,False,0.013649990077358632,False,prequential,0.9399999999999857,0.019999999999995806,0.019999999999995806,0.02000000000002261,0.9999999999999987,2.6958618686840217e-16,1.1102230246251546e-15,3.469446951953614e-17,14168.5,1.4614207476498517,-44.43644412402594,-8.887288824805188,2.2321729001268693,0.8243176302357931,7994.797546189863,0.889245077316577,-40.111487966498615,-8.022297593299722,-2.0927832574004555,0.2521419599025183,6590.939017395128,0.6961765219473506,-38.3396655415306,-7.66793310830612,-3.8646056823684702,0.05907340453329191,-8.440854244779814
China,2026,jump_ar1__k300,132,3,2273.0,5407.839819682784,5204.0892331214745,0.8280964503229473,-26.199667668585207,5078.682935166902,0.8037084499769662,-27.22770745462838,1.0,2.1100558052545777,,,,,,not_applicable_prequential_sequence,3.8669508070723166,False,0.027370572076771384,False,prequential,0.8548508129878243,0.01999999999999973,0.07796575598495531,0.04718343102722069,0.9486389027187593,4.185974684305161e-19,0.051361097281240616,1.63588573604774e-16,14096.5,1.8244570813708556,-28.682957679785524,-9.560985893261842,2.4832900112003173,0.9963606310479083,8222.631297895618,1.2854714799251337,-25.55088290404913,-8.516960968016376,-0.648784764536078,0.45737502960218634,3037.2932871140506,0.28975554372280676,-21.634825015318448,-7.211608338439483,-4.5648426532667585,-0.5383409066001406,-8.733222556195068
Japan,2026,jump_ar1__k1000,573,16,2109.0,4240.829068665322,3787.9705044074212,0.5854063999859687,-96.17030118789192,3787.8538861550896,0.585375621164415,-113.57122734881554,0.875,1.6963860846330494,,,,,,not_applicable_prequential_sequence,5.009788600391294,False,0.004218399239419397,False,prequential,0.9400000000000008,0.01999999999999973,0.01999999999999974,0.01999999999999973,0.9998920887992078,0.00010791120079223644,1.1241622730362559e-19,4.1753400280366945e-17,11671.0,1.7105048637325098,-105.63605998963406,-6.602253749352129,9.46575880174214,1.125098463746541,6162.793268691106,1.0720044309082937,-102.31711993869848,-6.394819996168655,6.14681875080656,0.486598030922325,16178.527515286063,2.037058761941333,-108.4205821120793,-6.776286382004956,12.25028092418738,1.4516523619553645,-6.010643824243245
New_Zealand,2026,jump_ar1__k300,132,4,637.0,1030.9869470923754,998.2462107038887,0.44866292209923664,-24.436173189321256,1025.3826762297854,0.47545765162809683,-25.034795593128024,1.0,1.7243322669397056,,,,,,not_applicable_prequential_sequence,5.481868483409961,False,0.013445992883508784,False,prequential,0.861936577615493,0.019999999999999754,0.01999999999999974,0.0980634223845076,0.9388060951873586,1.662750686855408e-17,0.06119390481264141,4.5480714921038994e-17,1173.0,0.6098337170432524,-23.528912432911383,-5.882228108227846,-0.9072607564098725,0.16117079494401576,665.9356603444526,0.04435529666545346,-22.701827709167137,-5.675456927291784,-1.7343454801541185,-0.4043076254337832,1125.734718465331,0.5687408156448299,-23.831399698728696,-5.957849924682174,-0.6047734905925601,0.12007789354559328,-6.109043297330314
Sweden,2026,jump_ar1__k100,132,4,73.0,242.83452406471028,242.08463321573518,1.1893445743377091,-20.328350921293126,242.08463321573527,1.18934457433771,-20.643178693201083,0.5,2.2022957239406162,,,,,,not_applicable_prequential_sequence,4.015234056335641,False,0.011245790998184532,False,prequential,0.9395258488402738,0.01999999999999973,0.02047415115972687,0.01999999999999973,0.9999999999999989,0.0,1.3010426069826024e-17,1.1310397063368759e-15,383.0,1.6465774593835567,-21.238353496039835,-5.309588374009959,0.9100025747467093,0.4572328850458476,213.96978948272638,1.06643241101664,-17.808233641894404,-4.452058410473601,-2.520117279398722,-0.12291216332106902,167.4451869013059,0.8225453033776446,-16.228338093702384,-4.057084523425596,-4.100012827590742,-0.3667992709600645,-5.082087730323281
