age_group,median_relative_change_infections,q25_relative_change_infections,q75_relative_change_infections,median_relative_change_symptomatic_cases,countries_with_infection_increase
adolescent_10_17y,2.5326143735068086e-05,-0.0018052062162070275,0.001650129043957017,-0.0006406464390166794,5
child_1_4y,0.001742415438106769,-0.00016197007139591178,0.0032899658388354457,0.009804379228105934,6
child_5_9y,6.560669578219872e-06,-0.010600763472989064,0.0037072756796164294,0.005363005437485631,5
elderly_65plus,0.0009461359819601768,-0.0004467591408655952,0.0032145894689093036,0.0009408745725986697,5
infant_0_2m,0.00196840896914893,-0.0020283844447136256,0.0034229686977407044,0.001961067780407171,6
infant_3_11m,0.0018980524416872225,-0.00098066898615198,0.0024701826732766432,0.0017732286719079986,6
middle_adult_40_64y,0.0005645744422168667,-0.0006471584095536497,0.0017867300132484193,0.0005451113919851492,5
young_adult_18_39y,0.00044888336626969813,-0.0006873634263778229,0.0013940347886596941,0.0003793556072369787,5
