country,metric,external_label,model_age_groups,model_window,external_value,modeled_value,absolute_difference,tolerance_abs,standardized_difference,age_pattern_weight,passes_weight_threshold,source_note,n_age_pattern_checks,minimum_age_pattern_weight,country_age_pattern_weight,all_checks_pass_weight_threshold
United_States,reported_case_share,Infants <1 y share of 2025 provisional reported cases,infant_0_2m;infant_3_11m,configured prospective scenario horizon,0.124,0.20216575885725563,0.07816575885725563,0.08,0.9770719857156953,0.6204347527069654,True,US provisional 2025 surveillance age distribution used as an external check; not a calibration target.,1,0.6204347527069654,0.6204347527069654,True
United_Kingdom,reported_case_share,Infants <1 y share of 2024 laboratory-confirmed cases in England,infant_0_2m;infant_3_11m,configured prospective scenario horizon,0.06,0.26331771392423126,0.20331771392423126,0.1,2.0331771392423126,0.1265769772887552,False,England 2024 laboratory-confirmed age distribution used as an external check; not a calibration target.,1,0.1265769772887552,0.1265769772887552,False
Sweden,reported_case_share,EU/EEA 2024 infant case share proxy for Sweden external triangulation,infant_0_2m;infant_3_11m,configured prospective scenario horizon,0.048,0.20808511767362253,0.16008511767362255,0.1,1.6008511767362255,0.277658803384216,False,EU/EEA 2024 infant case share used as a broad external age-pattern check for Sweden.,1,0.277658803384216,0.277658803384216,False
Australia,reported_case_share,"Children 5-14 y share of 2024 reported cases, compared with the model 5-17 y proxy",child_5_9y;adolescent_10_17y,configured prospective scenario horizon,0.57,0.2492658894168037,-0.32073411058319623,0.2,-1.6036705529159812,0.2764073429243735,False,Australia 2024 school-age-dominated distribution used as a coarse check; model age bins require a 5-17 y proxy.,1,0.2764073429243735,0.2764073429243735,False
