country,country_code,strategy,scenario_label,primary_cases_per_100k,median,q025,q975,q25,q75
Australia,AUS,next_generation_vaccine,"High-blocking
vaccine target",584.7194209117171,15.03623744070612,0.41904129407078256,572.0308369893653,2.186569278604111,371.819416193629
Australia,AUS,transmission_blocking_vaccine,"Transmission-
blocking target",752.4309752092597,111.57345715084668,4.331116114557927,736.2494691522157,87.3672299541687,533.6358723750643
Australia,AUS,combined_strategy,"Combined
future stress test",563.8829063859918,7.485501896858091,0.5590941338081042,520.5700063998682,1.441501917608527,249.59440180528563
Brazil,BRA,next_generation_vaccine,"High-blocking
vaccine target",9.16640774299554,15.03623744070612,0.41904129407078256,572.0308369893653,2.186569278604111,371.819416193629
Brazil,BRA,transmission_blocking_vaccine,"Transmission-
blocking target",99.505041989473,111.57345715084668,4.331116114557927,736.2494691522157,87.3672299541687,533.6358723750643
Brazil,BRA,combined_strategy,"Combined
future stress test",1.9418581963889157,7.485501896858091,0.5590941338081042,520.5700063998682,1.441501917608527,249.59440180528563
China,CHN,next_generation_vaccine,"High-blocking
vaccine target",0.8427685610575295,15.03623744070612,0.41904129407078256,572.0308369893653,2.186569278604111,371.819416193629
China,CHN,transmission_blocking_vaccine,"Transmission-
blocking target",8.609704450669962,111.57345715084668,4.331116114557927,736.2494691522157,87.3672299541687,533.6358723750643
China,CHN,combined_strategy,"Combined
future stress test",0.47032336417336207,7.485501896858091,0.5590941338081042,520.5700063998682,1.441501917608527,249.59440180528563
Japan,JPN,next_generation_vaccine,"High-blocking
vaccine target",109.9871202513354,15.03623744070612,0.41904129407078256,572.0308369893653,2.186569278604111,371.819416193629
Japan,JPN,transmission_blocking_vaccine,"Transmission-
blocking target",208.95453071458215,111.57345715084668,4.331116114557927,736.2494691522157,87.3672299541687,533.6358723750643
Japan,JPN,combined_strategy,"Combined
future stress test",15.15485812997445,7.485501896858091,0.5590941338081042,520.5700063998682,1.441501917608527,249.59440180528563
New_Zealand,NZL,next_generation_vaccine,"High-blocking
vaccine target",528.3257145901538,15.03623744070612,0.41904129407078256,572.0308369893653,2.186569278604111,371.819416193629
New_Zealand,NZL,transmission_blocking_vaccine,"Transmission-
blocking target",680.5131705112866,111.57345715084668,4.331116114557927,736.2494691522157,87.3672299541687,533.6358723750643
New_Zealand,NZL,combined_strategy,"Combined
future stress test",371.381128669887,7.485501896858091,0.5590941338081042,520.5700063998682,1.441501917608527,249.59440180528563
South_Africa,ZAF,next_generation_vaccine,"High-blocking
vaccine target",1.4641170670462706,15.03623744070612,0.41904129407078256,572.0308369893653,2.186569278604111,371.819416193629
South_Africa,ZAF,transmission_blocking_vaccine,"Transmission-
blocking target",85.57162223887654,111.57345715084668,4.331116114557927,736.2494691522157,87.3672299541687,533.6358723750643
South_Africa,ZAF,combined_strategy,"Combined
future stress test",1.2747164913483977,7.485501896858091,0.5590941338081042,520.5700063998682,1.441501917608527,249.59440180528563
Sweden,SWE,next_generation_vaccine,"High-blocking
vaccine target",4.353925913277631,15.03623744070612,0.41904129407078256,572.0308369893653,2.186569278604111,371.819416193629
Sweden,SWE,transmission_blocking_vaccine,"Transmission-
blocking target",123.64187231222036,111.57345715084668,4.331116114557927,736.2494691522157,87.3672299541687,533.6358723750643
Sweden,SWE,combined_strategy,"Combined
future stress test",12.971486423937195,7.485501896858091,0.5590941338081042,520.5700063998682,1.441501917608527,249.59440180528563
Thailand,THA,next_generation_vaccine,"High-blocking
vaccine target",20.906067138416702,15.03623744070612,0.41904129407078256,572.0308369893653,2.186569278604111,371.819416193629
Thailand,THA,transmission_blocking_vaccine,"Transmission-
blocking target",92.7540531000452,111.57345715084668,4.331116114557927,736.2494691522157,87.3672299541687,533.6358723750643
Thailand,THA,combined_strategy,"Combined
future stress test",1.999517369778986,7.485501896858091,0.5590941338081042,520.5700063998682,1.441501917608527,249.59440180528563
United_Kingdom,GBR,next_generation_vaccine,"High-blocking
vaccine target",459.09684817439353,15.03623744070612,0.41904129407078256,572.0308369893653,2.186569278604111,371.819416193629
United_Kingdom,GBR,transmission_blocking_vaccine,"Transmission-
blocking target",641.8629862618917,111.57345715084668,4.331116114557927,736.2494691522157,87.3672299541687,533.6358723750643
United_Kingdom,GBR,combined_strategy,"Combined
future stress test",327.7409163637227,7.485501896858091,0.5590941338081042,520.5700063998682,1.441501917608527,249.59440180528563
United_States,USA,next_generation_vaccine,"High-blocking
vaccine target",0.29602370042946885,15.03623744070612,0.41904129407078256,572.0308369893653,2.186569278604111,371.819416193629
United_States,USA,transmission_blocking_vaccine,"Transmission-
blocking target",3.0889453072995945,111.57345715084668,4.331116114557927,736.2494691522157,87.3672299541687,533.6358723750643
United_States,USA,combined_strategy,"Combined
future stress test",0.8648601181055494,7.485501896858091,0.5590941338081042,520.5700063998682,1.441501917608527,249.59440180528563
