country,country_code,scenario,scenario_label,outcome_type,primary_cases_per_100k,median,q25,q75,q025,q975
Australia,AUS,symptom_protective,Current aP,Vaccine mechanism,1072.1423025667305,350.7928996354287,313.3231434059486,795.2642866380484,79.13191851390633,1048.0027488319845
Australia,AUS,infection_blocking,Inf.-blocking,Vaccine mechanism,766.9400745250446,90.26153134694385,69.37281227674256,498.7679502671955,2.3238173585517217,733.4119992152988
Australia,AUS,transmission_blocking,Trans.-blocking,Vaccine mechanism,752.4309752092597,111.57345715084668,87.3672299541687,533.6358723750643,4.331116114557927,736.2494691522157
Australia,AUS,next_generation,High-blocking,Vaccine mechanism,584.7194209117171,15.03623744070612,2.186569278604111,371.819416193629,0.41904129407078256,572.0308369893653
China,CHN,symptom_protective,Current aP,Vaccine mechanism,154.38525086572383,350.7928996354287,313.3231434059486,795.2642866380484,79.13191851390633,1048.0027488319845
China,CHN,infection_blocking,Inf.-blocking,Vaccine mechanism,4.538939042239962,90.26153134694385,69.37281227674256,498.7679502671955,2.3238173585517217,733.4119992152988
China,CHN,transmission_blocking,Trans.-blocking,Vaccine mechanism,8.609704450669962,111.57345715084668,87.3672299541687,533.6358723750643,4.331116114557927,736.2494691522157
China,CHN,next_generation,High-blocking,Vaccine mechanism,0.8427685610575295,15.03623744070612,2.186569278604111,371.819416193629,0.41904129407078256,572.0308369893653
United_Kingdom,GBR,symptom_protective,Current aP,Vaccine mechanism,964.8553970789704,350.7928996354287,313.3231434059486,795.2642866380484,79.13191851390633,1048.0027488319845
United_Kingdom,GBR,infection_blocking,Inf.-blocking,Vaccine mechanism,603.045692333323,90.26153134694385,69.37281227674256,498.7679502671955,2.3238173585517217,733.4119992152988
United_Kingdom,GBR,transmission_blocking,Trans.-blocking,Vaccine mechanism,641.8629862618917,111.57345715084668,87.3672299541687,533.6358723750643,4.331116114557927,736.2494691522157
United_Kingdom,GBR,next_generation,High-blocking,Vaccine mechanism,459.09684817439353,15.03623744070612,2.186569278604111,371.819416193629,0.41904129407078256,572.0308369893653
Japan,JPN,symptom_protective,Current aP,Vaccine mechanism,342.0944405222172,350.7928996354287,313.3231434059486,795.2642866380484,79.13191851390633,1048.0027488319845
Japan,JPN,infection_blocking,Inf.-blocking,Vaccine mechanism,185.9347240688129,90.26153134694385,69.37281227674256,498.7679502671955,2.3238173585517217,733.4119992152988
Japan,JPN,transmission_blocking,Trans.-blocking,Vaccine mechanism,208.95453071458215,111.57345715084668,87.3672299541687,533.6358723750643,4.331116114557927,736.2494691522157
