country,country_code,scenario,scenario_label,outcome_type,primary_cases_per_100k,median,q25,q75,q025,q975
Japan,JPN,next_generation,High-blocking,Vaccine mechanism,109.9871202513354,15.03623744070612,2.186569278604111,371.819416193629,0.41904129407078256,572.0308369893653
New_Zealand,NZL,symptom_protective,Current aP,Vaccine mechanism,903.920157885482,350.7928996354287,313.3231434059486,795.2642866380484,79.13191851390633,1048.0027488319845
New_Zealand,NZL,infection_blocking,Inf.-blocking,Vaccine mechanism,617.9264064817299,90.26153134694385,69.37281227674256,498.7679502671955,2.3238173585517217,733.4119992152988
New_Zealand,NZL,transmission_blocking,Trans.-blocking,Vaccine mechanism,680.5131705112866,111.57345715084668,87.3672299541687,533.6358723750643,4.331116114557927,736.2494691522157
New_Zealand,NZL,next_generation,High-blocking,Vaccine mechanism,528.3257145901538,15.03623744070612,2.186569278604111,371.819416193629,0.41904129407078256,572.0308369893653
Sweden,SWE,symptom_protective,Current aP,Vaccine mechanism,469.2966728957474,350.7928996354287,313.3231434059486,795.2642866380484,79.13191851390633,1048.0027488319845
Sweden,SWE,infection_blocking,Inf.-blocking,Vaccine mechanism,98.36791281485328,90.26153134694385,69.37281227674256,498.7679502671955,2.3238173585517217,733.4119992152988
Sweden,SWE,transmission_blocking,Trans.-blocking,Vaccine mechanism,123.64187231222036,111.57345715084668,87.3672299541687,533.6358723750643,4.331116114557927,736.2494691522157
Sweden,SWE,next_generation,High-blocking,Vaccine mechanism,4.353925913277631,15.03623744070612,2.186569278604111,371.819416193629,0.41904129407078256,572.0308369893653
United_States,USA,symptom_protective,Current aP,Vaccine mechanism,57.284176863378654,350.7928996354287,313.3231434059486,795.2642866380484,79.13191851390633,1048.0027488319845
United_States,USA,infection_blocking,Inf.-blocking,Vaccine mechanism,1.6807175149002964,90.26153134694385,69.37281227674256,498.7679502671955,2.3238173585517217,733.4119992152988
United_States,USA,transmission_blocking,Trans.-blocking,Vaccine mechanism,3.0889453072995945,111.57345715084668,87.3672299541687,533.6358723750643,4.331116114557927,736.2494691522157
United_States,USA,next_generation,High-blocking,Vaccine mechanism,0.29602370042946885,15.03623744070612,2.186569278604111,371.819416193629,0.41904129407078256,572.0308369893653
Brazil,BRA,symptom_protective,Current aP,Vaccine mechanism,356.3272170672158,350.7928996354287,313.3231434059486,795.2642866380484,79.13191851390633,1048.0027488319845
Brazil,BRA,infection_blocking,Inf.-blocking,Vaccine mechanism,82.15514987903443,90.26153134694385,69.37281227674256,498.7679502671955,2.3238173585517217,733.4119992152988
Brazil,BRA,transmission_blocking,Trans.-blocking,Vaccine mechanism,99.505041989473,111.57345715084668,87.3672299541687,533.6358723750643,4.331116114557927,736.2494691522157
Brazil,BRA,next_generation,High-blocking,Vaccine mechanism,9.16640774299554,15.03623744070612,2.186569278604111,371.819416193629,0.41904129407078256,572.0308369893653
Thailand,THA,symptom_protective,Current aP,Vaccine mechanism,303.73271103385906,350.7928996354287,313.3231434059486,795.2642866380484,79.13191851390633,1048.0027488319845
Thailand,THA,infection_blocking,Inf.-blocking,Vaccine mechanism,77.71299404133323,90.26153134694385,69.37281227674256,498.7679502671955,2.3238173585517217,733.4119992152988
Thailand,THA,transmission_blocking,Trans.-blocking,Vaccine mechanism,92.7540531000452,111.57345715084668,87.3672299541687,533.6358723750643,4.331116114557927,736.2494691522157
Thailand,THA,next_generation,High-blocking,Vaccine mechanism,20.906067138416702,15.03623744070612,2.186569278604111,371.819416193629,0.41904129407078256,572.0308369893653
South_Africa,ZAF,symptom_protective,Current aP,Vaccine mechanism,345.25858220364154,350.7928996354287,313.3231434059486,795.2642866380484,79.13191851390633,1048.0027488319845
South_Africa,ZAF,infection_blocking,Inf.-blocking,Vaccine mechanism,66.59275168854568,90.26153134694385,69.37281227674256,498.7679502671955,2.3238173585517217,733.4119992152988
South_Africa,ZAF,transmission_blocking,Trans.-blocking,Vaccine mechanism,85.57162223887654,111.57345715084668,87.3672299541687,533.6358723750643,4.331116114557927,736.2494691522157
South_Africa,ZAF,next_generation,High-blocking,Vaccine mechanism,1.4641170670462706,15.03623744070612,2.186569278604111,371.819416193629,0.41904129407078256,572.0308369893653
Australia,AUS,combined_strategy,Combined stress test,Upper-bound stress test,563.8829063859918,7.485501896858091,1.441501917608527,249.59440180528563,0.5590941338081042,520.5700063998682
Brazil,BRA,combined_strategy,Combined stress test,Upper-bound stress test,1.9418581963889157,7.485501896858091,1.441501917608527,249.59440180528563,0.5590941338081042,520.5700063998682
China,CHN,combined_strategy,Combined stress test,Upper-bound stress test,0.47032336417336207,7.485501896858091,1.441501917608527,249.59440180528563,0.5590941338081042,520.5700063998682
Japan,JPN,combined_strategy,Combined stress test,Upper-bound stress test,15.15485812997445,7.485501896858091,1.441501917608527,249.59440180528563,0.5590941338081042,520.5700063998682
New_Zealand,NZL,combined_strategy,Combined stress test,Upper-bound stress test,371.381128669887,7.485501896858091,1.441501917608527,249.59440180528563,0.5590941338081042,520.5700063998682
South_Africa,ZAF,combined_strategy,Combined stress test,Upper-bound stress test,1.2747164913483977,7.485501896858091,1.441501917608527,249.59440180528563,0.5590941338081042,520.5700063998682
Sweden,SWE,combined_strategy,Combined stress test,Upper-bound stress test,12.971486423937195,7.485501896858091,1.441501917608527,249.59440180528563,0.5590941338081042,520.5700063998682
Thailand,THA,combined_strategy,Combined stress test,Upper-bound stress test,1.999517369778986,7.485501896858091,1.441501917608527,249.59440180528563,0.5590941338081042,520.5700063998682
United_Kingdom,GBR,combined_strategy,Combined stress test,Upper-bound stress test,327.7409163637227,7.485501896858091,1.441501917608527,249.59440180528563,0.5590941338081042,520.5700063998682
United_States,USA,combined_strategy,Combined stress test,Upper-bound stress test,0.8648601181055494,7.485501896858091,1.441501917608527,249.59440180528563,0.5590941338081042,520.5700063998682
