country,starting_resistant_fraction,resistance_label,comparator,comparator_label,infectiousness_reduction,comparator_infant_cases_per_100k,minimum_infectiousness_reduction,reached_comparator,matched_comparator,profiles_matching_comparator,countries_evaluated
Thailand,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.25,320.55585395061684,0.55,TRUE,FALSE,0,10
United_Kingdom,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.25,1894.3039339755435,NA,FALSE,FALSE,0,10
United_States,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.25,60.13902205834603,NA,FALSE,FALSE,0,10
Australia,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.3,2349.3599578779804,0.4,TRUE,FALSE,0,10
Brazil,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.3,443.9044201949483,0.5,TRUE,FALSE,0,10
China,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.3,136.61782256582717,0.5,TRUE,FALSE,0,10
Japan,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.3,409.08586422758,NA,FALSE,FALSE,0,10
New_Zealand,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.3,1856.8067757040728,0.55,TRUE,FALSE,0,10
South_Africa,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.3,446.8609464901695,0.5,TRUE,FALSE,0,10
Sweden,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.3,631.6894026188705,0.5,TRUE,FALSE,0,10
Thailand,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.3,320.55585395061684,0.55,TRUE,FALSE,0,10
United_Kingdom,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.3,1894.3039339755435,NA,FALSE,FALSE,0,10
United_States,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.3,60.13902205834603,NA,FALSE,FALSE,0,10
Australia,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.35,2349.3599578779804,0.4,TRUE,FALSE,0,10
Brazil,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.35,443.9044201949483,0.5,TRUE,FALSE,0,10
China,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.35,136.61782256582717,0.5,TRUE,FALSE,0,10
Japan,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.35,409.08586422758,NA,FALSE,FALSE,0,10
New_Zealand,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.35,1856.8067757040728,0.55,TRUE,FALSE,0,10
South_Africa,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.35,446.8609464901695,0.5,TRUE,FALSE,0,10
Sweden,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.35,631.6894026188705,0.5,TRUE,FALSE,0,10
Thailand,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.35,320.55585395061684,0.55,TRUE,FALSE,0,10
United_Kingdom,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.35,1894.3039339755435,NA,FALSE,FALSE,0,10
United_States,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.35,60.13902205834603,NA,FALSE,FALSE,0,10
Australia,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.4,2349.3599578779804,0.4,TRUE,TRUE,1,10
Brazil,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.4,443.9044201949483,0.5,TRUE,FALSE,1,10
China,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.4,136.61782256582717,0.5,TRUE,FALSE,1,10
Japan,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.4,409.08586422758,NA,FALSE,FALSE,1,10
New_Zealand,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.4,1856.8067757040728,0.55,TRUE,FALSE,1,10
South_Africa,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.4,446.8609464901695,0.5,TRUE,FALSE,1,10
Sweden,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.4,631.6894026188705,0.5,TRUE,FALSE,1,10
Thailand,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.4,320.55585395061684,0.55,TRUE,FALSE,1,10
United_Kingdom,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.4,1894.3039339755435,NA,FALSE,FALSE,1,10
United_States,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.4,60.13902205834603,NA,FALSE,FALSE,1,10
Australia,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.45,2349.3599578779804,0.4,TRUE,TRUE,1,10
Brazil,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.45,443.9044201949483,0.5,TRUE,FALSE,1,10
China,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.45,136.61782256582717,0.5,TRUE,FALSE,1,10
Japan,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.45,409.08586422758,NA,FALSE,FALSE,1,10
New_Zealand,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.45,1856.8067757040728,0.55,TRUE,FALSE,1,10
South_Africa,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.45,446.8609464901695,0.5,TRUE,FALSE,1,10
Sweden,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.45,631.6894026188705,0.5,TRUE,FALSE,1,10
Thailand,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.45,320.55585395061684,0.55,TRUE,FALSE,1,10
United_Kingdom,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.45,1894.3039339755435,NA,FALSE,FALSE,1,10
United_States,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.45,60.13902205834603,NA,FALSE,FALSE,1,10
Australia,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.5,2349.3599578779804,0.4,TRUE,TRUE,5,10
Brazil,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.5,443.9044201949483,0.5,TRUE,TRUE,5,10
China,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.5,136.61782256582717,0.5,TRUE,TRUE,5,10
Japan,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.5,409.08586422758,NA,FALSE,FALSE,5,10
New_Zealand,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.5,1856.8067757040728,0.55,TRUE,FALSE,5,10
South_Africa,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.5,446.8609464901695,0.5,TRUE,TRUE,5,10
Sweden,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.5,631.6894026188705,0.5,TRUE,TRUE,5,10
Thailand,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.5,320.55585395061684,0.55,TRUE,FALSE,5,10
United_Kingdom,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.5,1894.3039339755435,NA,FALSE,FALSE,5,10
United_States,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.5,60.13902205834603,NA,FALSE,FALSE,5,10
Australia,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.55,2349.3599578779804,0.4,TRUE,TRUE,7,10
Brazil,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.55,443.9044201949483,0.5,TRUE,TRUE,7,10
China,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.55,136.61782256582717,0.5,TRUE,TRUE,7,10
Japan,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.55,409.08586422758,NA,FALSE,FALSE,7,10
New_Zealand,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.55,1856.8067757040728,0.55,TRUE,TRUE,7,10
South_Africa,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.55,446.8609464901695,0.5,TRUE,TRUE,7,10
Sweden,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.55,631.6894026188705,0.5,TRUE,TRUE,7,10
Thailand,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.55,320.55585395061684,0.55,TRUE,TRUE,7,10
United_Kingdom,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.55,1894.3039339755435,NA,FALSE,FALSE,7,10
United_States,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.55,60.13902205834603,NA,FALSE,FALSE,7,10
Australia,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.6,2349.3599578779804,0.4,TRUE,TRUE,7,10
Brazil,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.6,443.9044201949483,0.5,TRUE,TRUE,7,10
China,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.6,136.61782256582717,0.5,TRUE,TRUE,7,10
Japan,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.6,409.08586422758,NA,FALSE,FALSE,7,10
New_Zealand,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.6,1856.8067757040728,0.55,TRUE,TRUE,7,10
South_Africa,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.6,446.8609464901695,0.5,TRUE,TRUE,7,10
Sweden,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.6,631.6894026188705,0.5,TRUE,TRUE,7,10
Thailand,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.6,320.55585395061684,0.55,TRUE,TRUE,7,10
United_Kingdom,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.6,1894.3039339755435,NA,FALSE,FALSE,7,10
United_States,0.01,1% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.6,60.13902205834603,NA,FALSE,FALSE,7,10
Australia,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0,2349.3599578779804,0.4,TRUE,FALSE,0,10
Brazil,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0,443.9044201949483,0.55,TRUE,FALSE,0,10
China,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0,136.61782256582717,0.5,TRUE,FALSE,0,10
Japan,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0,409.08586422758,NA,FALSE,FALSE,0,10
New_Zealand,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0,1856.8067757040728,0.5,TRUE,FALSE,0,10
South_Africa,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0,446.8609464901695,0.5,TRUE,FALSE,0,10
Sweden,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0,631.6894026188705,0.5,TRUE,FALSE,0,10
Thailand,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0,320.55585395061684,0.6,TRUE,FALSE,0,10
United_Kingdom,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0,1894.3039339755435,NA,FALSE,FALSE,0,10
United_States,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0,60.13902205834603,NA,FALSE,FALSE,0,10
Australia,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.05,2349.3599578779804,0.4,TRUE,FALSE,0,10
Brazil,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.05,443.9044201949483,0.55,TRUE,FALSE,0,10
China,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.05,136.61782256582717,0.5,TRUE,FALSE,0,10
Japan,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.05,409.08586422758,NA,FALSE,FALSE,0,10
New_Zealand,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.05,1856.8067757040728,0.5,TRUE,FALSE,0,10
South_Africa,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.05,446.8609464901695,0.5,TRUE,FALSE,0,10
Sweden,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.05,631.6894026188705,0.5,TRUE,FALSE,0,10
Thailand,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.05,320.55585395061684,0.6,TRUE,FALSE,0,10
United_Kingdom,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.05,1894.3039339755435,NA,FALSE,FALSE,0,10
United_States,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.05,60.13902205834603,NA,FALSE,FALSE,0,10
Australia,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.1,2349.3599578779804,0.4,TRUE,FALSE,0,10
Brazil,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.1,443.9044201949483,0.55,TRUE,FALSE,0,10
China,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.1,136.61782256582717,0.5,TRUE,FALSE,0,10
Japan,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.1,409.08586422758,NA,FALSE,FALSE,0,10
New_Zealand,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.1,1856.8067757040728,0.5,TRUE,FALSE,0,10
South_Africa,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.1,446.8609464901695,0.5,TRUE,FALSE,0,10
Sweden,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.1,631.6894026188705,0.5,TRUE,FALSE,0,10
Thailand,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.1,320.55585395061684,0.6,TRUE,FALSE,0,10
United_Kingdom,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.1,1894.3039339755435,NA,FALSE,FALSE,0,10
United_States,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.1,60.13902205834603,NA,FALSE,FALSE,0,10
Australia,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.15,2349.3599578779804,0.4,TRUE,FALSE,0,10
Brazil,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.15,443.9044201949483,0.55,TRUE,FALSE,0,10
China,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.15,136.61782256582717,0.5,TRUE,FALSE,0,10
Japan,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.15,409.08586422758,NA,FALSE,FALSE,0,10
New_Zealand,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.15,1856.8067757040728,0.5,TRUE,FALSE,0,10
South_Africa,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.15,446.8609464901695,0.5,TRUE,FALSE,0,10
Sweden,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.15,631.6894026188705,0.5,TRUE,FALSE,0,10
Thailand,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.15,320.55585395061684,0.6,TRUE,FALSE,0,10
United_Kingdom,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.15,1894.3039339755435,NA,FALSE,FALSE,0,10
United_States,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.15,60.13902205834603,NA,FALSE,FALSE,0,10
Australia,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.2,2349.3599578779804,0.4,TRUE,FALSE,0,10
Brazil,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.2,443.9044201949483,0.55,TRUE,FALSE,0,10
China,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.2,136.61782256582717,0.5,TRUE,FALSE,0,10
Japan,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.2,409.08586422758,NA,FALSE,FALSE,0,10
New_Zealand,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.2,1856.8067757040728,0.5,TRUE,FALSE,0,10
South_Africa,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.2,446.8609464901695,0.5,TRUE,FALSE,0,10
Sweden,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.2,631.6894026188705,0.5,TRUE,FALSE,0,10
Thailand,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.2,320.55585395061684,0.6,TRUE,FALSE,0,10
United_Kingdom,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.2,1894.3039339755435,NA,FALSE,FALSE,0,10
United_States,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.2,60.13902205834603,NA,FALSE,FALSE,0,10
Australia,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.25,2349.3599578779804,0.4,TRUE,FALSE,0,10
Brazil,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.25,443.9044201949483,0.55,TRUE,FALSE,0,10
China,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.25,136.61782256582717,0.5,TRUE,FALSE,0,10
Japan,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.25,409.08586422758,NA,FALSE,FALSE,0,10
New_Zealand,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.25,1856.8067757040728,0.5,TRUE,FALSE,0,10
South_Africa,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.25,446.8609464901695,0.5,TRUE,FALSE,0,10
Sweden,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.25,631.6894026188705,0.5,TRUE,FALSE,0,10
Thailand,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.25,320.55585395061684,0.6,TRUE,FALSE,0,10
United_Kingdom,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.25,1894.3039339755435,NA,FALSE,FALSE,0,10
United_States,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.25,60.13902205834603,NA,FALSE,FALSE,0,10
Australia,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.3,2349.3599578779804,0.4,TRUE,FALSE,0,10
Brazil,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.3,443.9044201949483,0.55,TRUE,FALSE,0,10
China,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.3,136.61782256582717,0.5,TRUE,FALSE,0,10
Japan,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.3,409.08586422758,NA,FALSE,FALSE,0,10
New_Zealand,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.3,1856.8067757040728,0.5,TRUE,FALSE,0,10
South_Africa,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.3,446.8609464901695,0.5,TRUE,FALSE,0,10
Sweden,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.3,631.6894026188705,0.5,TRUE,FALSE,0,10
Thailand,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.3,320.55585395061684,0.6,TRUE,FALSE,0,10
United_Kingdom,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.3,1894.3039339755435,NA,FALSE,FALSE,0,10
United_States,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.3,60.13902205834603,NA,FALSE,FALSE,0,10
Australia,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.35,2349.3599578779804,0.4,TRUE,FALSE,0,10
Brazil,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.35,443.9044201949483,0.55,TRUE,FALSE,0,10
China,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.35,136.61782256582717,0.5,TRUE,FALSE,0,10
Japan,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.35,409.08586422758,NA,FALSE,FALSE,0,10
New_Zealand,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.35,1856.8067757040728,0.5,TRUE,FALSE,0,10
South_Africa,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.35,446.8609464901695,0.5,TRUE,FALSE,0,10
Sweden,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.35,631.6894026188705,0.5,TRUE,FALSE,0,10
Thailand,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.35,320.55585395061684,0.6,TRUE,FALSE,0,10
United_Kingdom,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.35,1894.3039339755435,NA,FALSE,FALSE,0,10
United_States,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.35,60.13902205834603,NA,FALSE,FALSE,0,10
Australia,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.4,2349.3599578779804,0.4,TRUE,TRUE,1,10
Brazil,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.4,443.9044201949483,0.55,TRUE,FALSE,1,10
China,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.4,136.61782256582717,0.5,TRUE,FALSE,1,10
Japan,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.4,409.08586422758,NA,FALSE,FALSE,1,10
New_Zealand,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.4,1856.8067757040728,0.5,TRUE,FALSE,1,10
South_Africa,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.4,446.8609464901695,0.5,TRUE,FALSE,1,10
Sweden,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.4,631.6894026188705,0.5,TRUE,FALSE,1,10
Thailand,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.4,320.55585395061684,0.6,TRUE,FALSE,1,10
United_Kingdom,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.4,1894.3039339755435,NA,FALSE,FALSE,1,10
United_States,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.4,60.13902205834603,NA,FALSE,FALSE,1,10
Australia,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.45,2349.3599578779804,0.4,TRUE,TRUE,1,10
Brazil,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.45,443.9044201949483,0.55,TRUE,FALSE,1,10
China,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.45,136.61782256582717,0.5,TRUE,FALSE,1,10
Japan,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.45,409.08586422758,NA,FALSE,FALSE,1,10
New_Zealand,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.45,1856.8067757040728,0.5,TRUE,FALSE,1,10
South_Africa,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.45,446.8609464901695,0.5,TRUE,FALSE,1,10
Sweden,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.45,631.6894026188705,0.5,TRUE,FALSE,1,10
Thailand,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.45,320.55585395061684,0.6,TRUE,FALSE,1,10
United_Kingdom,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.45,1894.3039339755435,NA,FALSE,FALSE,1,10
United_States,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.45,60.13902205834603,NA,FALSE,FALSE,1,10
Australia,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.5,2349.3599578779804,0.4,TRUE,TRUE,5,10
Brazil,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.5,443.9044201949483,0.55,TRUE,FALSE,5,10
China,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.5,136.61782256582717,0.5,TRUE,TRUE,5,10
Japan,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.5,409.08586422758,NA,FALSE,FALSE,5,10
New_Zealand,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.5,1856.8067757040728,0.5,TRUE,TRUE,5,10
South_Africa,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.5,446.8609464901695,0.5,TRUE,TRUE,5,10
Sweden,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.5,631.6894026188705,0.5,TRUE,TRUE,5,10
Thailand,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.5,320.55585395061684,0.6,TRUE,FALSE,5,10
United_Kingdom,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.5,1894.3039339755435,NA,FALSE,FALSE,5,10
United_States,0.03,3% resistant-strain seeding,infant_exposure_reduction_strategy,Infant-exposure composite,0.5,60.13902205834603,NA,FALSE,FALSE,5,10
