utility_scenario,scenario,country_count,median_total_qaly_like_loss_per_100k_year,q25_total_qaly_like_loss_per_100k_year,q75_total_qaly_like_loss_per_100k_year,median_qaly_like_loss_averted_vs_current_per_100k_year,q25_qaly_like_loss_averted_vs_current_per_100k_year,q75_qaly_like_loss_averted_vs_current_per_100k_year,median_relative_qaly_like_loss_reduction_vs_current,median_infant_mortality_life_year_share,median_acute_illness_share,median_hospitalization_share,infant_life_years_lost_per_death,acute_illness_disutility,acute_illness_duration_days,infant_hospitalization_probability_per_case,noninfant_hospitalization_probability_per_case,hospitalization_excess_disutility,hospitalization_duration_days,interpretation_note
central_exploratory,higher_child_coverage,9,6.7244830982882595,2.505839507722943,8.165544489194744,-0.009529521367613647,-0.02474819381271498,0.0037383780770241515,-0.001535698138129149,0.8139874272524961,0.17924198919697565,0.007374898697356457,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
central_exploratory,adolescent_booster,9,6.470656332922679,2.451399379373403,8.161870691008689,-2.1202840194689543e-06,-0.0005146929882382523,0.0022241018632231935,-1.8883722985307827e-07,0.8139180120942863,0.17930916603818065,0.007372164443144452,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
central_exploratory,current,9,6.447268738580559,2.5465629702398744,8.161973685871216,0.0,0.0,0.0,0.0,0.8140009516315235,0.1792258399882809,0.007371312208234902,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
central_exploratory,maternal_adult_boosting_only,9,6.195318911287198,2.1408030065560353,8.164510860127441,0.06727028516493938,0.0006999236598712599,0.2519498272933607,0.03907853668789352,0.8185601671168024,0.17471262533335485,0.0073839146322750215,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
central_exploratory,targeted_pep_high_risk,9,6.240676270344336,2.689491420567597,8.025049635622585,0.1377499582811561,0.12653005350798185,0.21495433915708873,0.025388613676284644,0.8131562621102162,0.1800429287524685,0.007385679717287627,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
central_exploratory,maternal_cocooning_only,9,6.21968904330608,2.4622587927669715,7.999201474226178,0.16277221164503786,0.09590704341752598,0.2275796952744784,0.02570512946102821,0.8100220342918245,0.18316222396263315,0.007421922682521536,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
central_exploratory,cocooning_adjunct,9,6.030735004318379,2.063398623189404,8.001912045620685,0.2579283896316724,0.1600616402505306,0.4165337342621793,0.06460623122637998,0.8147194879373687,0.17851447604366963,0.007430746154840517,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
central_exploratory,transmission_blocking_vaccine,9,4.833200003659921,1.3257157940676978,5.444699109119632,1.4291767680953589,1.1838620917322695,2.867974224064179,0.2834412951234698,0.7798100045298041,0.2131344648652824,0.007509219260788557,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
central_exploratory,resistance_guided_treatment,9,4.8000495193937756,1.5030386518210446,6.324279428850384,1.6075193661637561,1.1568977683281325,1.8376942570208312,0.24307835640998932,0.7891527322016136,0.2037630474981217,0.007552368932013524,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
central_exploratory,maternal_direct_antibody_only,9,4.469052609053987,1.9722615979390445,4.81931378454783,1.9782161295265714,0.7633747837310949,2.938748228973947,0.29976670226246005,0.7088605967259712,0.28274931687663196,0.009737524976990356,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
central_exploratory,pregnancy_tdap_scaleup,9,4.469052609053987,1.9722615979390445,4.81931378454783,1.9782161295265714,0.7633747837310949,2.938748228973947,0.29976670226246005,0.7088605967259712,0.28274931687663196,0.009737524976990356,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
central_exploratory,maternal_immunization,9,4.257813639541244,1.6296976049773355,4.735208525376296,2.189455099039315,1.172289579599895,2.9825919044184195,0.33959420460230527,0.7092796214145785,0.28239822259158964,0.009798569500273574,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
central_exploratory,next_generation_vaccine,9,3.7819349770389263,1.1032934889996577,4.951398749551661,2.5064930626219963,1.5417985789937942,3.2511139027038034,0.4558129902580834,0.7656244034791443,0.22697356554277626,0.007201441415655979,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
central_exploratory,combined_strategy,9,1.212573580845922,0.7644497587151465,2.177710124879308,5.234695157734636,2.4599122246538325,6.045236252714125,0.7406586305795763,0.6394780219109428,0.3501339996692775,0.010178502180728634,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,higher_child_coverage,9,9.607499738131965,4.128598387763851,10.939541998853114,-0.014806939335008984,-0.035723867340939464,0.006424931992150995,-0.0014585833917464264,0.6472203267119125,0.33254543599071196,0.021488379045721484,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,adolescent_booster,9,9.252296594258292,4.017669113436397,10.915236995421278,-1.0056026725990819e-05,-0.0007865956023742626,0.003732572156571301,-6.758513990678949e-07,0.6471157126855165,0.3326446641773089,0.021487768648465244,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,current,9,9.219143967737333,4.23969074935545,10.903818131512175,0.0,0.0,0.0,0.0,0.6472401302254297,0.33252012399121295,0.02148614058116613,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,maternal_adult_boosting_only,9,8.829423304708099,3.504737989397911,11.027130918804232,0.11125675492787268,0.0010262334582300525,0.3897206630292338,0.04227297732965685,0.6541271223374473,0.3257711528341624,0.021491490382540224,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,maternal_cocooning_only,9,8.946404046480284,4.142447272989893,10.69529580094824,0.1877017726633543,0.11621398249324777,0.27273992125704893,0.022028153575391007,0.6412851534200446,0.33835067420162684,0.02163295260027119,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,targeted_pep_high_risk,9,8.94130736571183,4.420136197527486,10.723340635912578,0.19535305668726344,0.15965693769901712,0.2963445647205898,0.023586062767137483,0.6459680975292151,0.33372590036017574,0.02152986554442441,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,cocooning_adjunct,9,8.640048901111351,3.410831156766275,10.841371784291857,0.3011972317369622,0.18475164901624197,0.5790950666259818,0.06281440766855628,0.6483209484990858,0.3314608005172386,0.02162627737151645,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,transmission_blocking_vaccine,9,7.185582597944254,2.2465866626311706,7.853486761643515,2.0335613697930786,1.7234024149500904,3.582293104361298,0.2576504383659308,0.5977130700131605,0.38118378496540467,0.022244062120169553,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,resistance_guided_treatment,9,7.036172583138576,2.521439777799728,8.827001108559408,2.076817022952767,1.6652294431293306,2.2389849441880614,0.22285716922640164,0.6108700740618209,0.3680357425796238,0.022102194526133063,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,maternal_direct_antibody_only,9,6.924701688147083,3.4949942481928407,7.509943370096785,2.2944422795902497,0.8781550653793153,3.3938747614153897,0.24887801814188537,0.5054350851039542,0.47041688210199706,0.026689117602263696,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,pregnancy_tdap_scaleup,9,6.924701688147083,3.4949942481928407,7.509943370096785,2.2944422795902497,0.8781550653793153,3.3938747614153897,0.24887801814188537,0.5054350851039542,0.47041688210199706,0.026689117602263696,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,maternal_immunization,9,6.605774216526762,2.9067842355593334,7.505891930256775,2.6133697512105707,1.636576951201417,3.4561468716176407,0.2834720621031058,0.5059502605095789,0.47003379664703504,0.026811863375606235,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,next_generation_vaccine,9,5.723660588913017,1.8872406101573438,7.267658834473263,3.495483378824316,2.452178274225171,4.009930567286972,0.4215670619213785,0.5781598114028397,0.3999472403331177,0.021615339240581743,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
