optimization_constraint,country,strategy,strategy_label,decision_domain,implementation_intensity,annualized_infant_cases_per_100k,annualized_resistant_infections_per_100k,relative_reduction_infant_cases,relative_reduction_resistant_infections,relative_reduction_total_infections,relative_reduction_reported_cases,non_dominated_outcome,infant_case_rank_within_constraint
future_product_target,China,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Program-only,1.0,732.6796491727972,614.6142252352341,0.1345607475754076,0.00237880407744695,0.002378611192448865,0.030315638250862142,False,7.0
future_product_target,China,targeted_pep_high_risk,Targeted high-risk PEP,Program-only,1.0,819.0441322336272,601.9254043701552,0.03254724994300173,0.022974872516022704,0.02300331543581613,0.025394856043691627,False,9.0
future_product_target,China,timeliness_only,Routine timeliness,Program-only,1.0,623.6830723787718,598.717319851981,0.26330721411635827,0.02818212770510764,0.028174010413286155,0.05654163238943266,True,5.0
future_product_target,China,cocooning_adjunct,Close-contact adult adjunct,Program-only,2.0,764.0004109685467,583.4955492190821,0.09756474706620089,0.05288959525036219,0.05288258434742321,0.07901582502887283,False,8.0
future_product_target,China,resistance_guided_treatment,Resistance-guided management,Resistance management,2.0,532.4804507497729,455.2773597025594,0.3710355081543828,0.2610090599691314,0.26088452580187305,0.296555863656072,True,3.0
future_product_target,China,maternal_immunization,Infant-exposure reduction,Program-only composite,3.0,661.2667760314787,581.8334192519045,0.2189134433472797,0.05558750886438546,0.055580267915598336,0.10690984724945651,False,6.0
future_product_target,China,next_generation_vaccine,High-transmission-blocking vaccine target,Future product target,4.0,96.70247519094544,51.78648217662825,0.8857752935660946,0.9159419190763173,0.915851096154719,0.9058154099923715,True,2.0
future_product_target,China,transmission_blocking_vaccine,Transmission-blocking vaccine target,Future product target,4.0,568.0451677859514,535.510051751863,0.329026559005553,0.1307780452807269,0.13078013828838797,0.2087280827938125,False,4.0
future_product_target,China,combined_strategy,Combined future stress-test profile,Future stress test,5.0,60.46546412871045,25.70835651904962,0.9285783546299704,0.9582710579698647,0.9581744543535309,0.9436547373502676,True,1.0
future_product_target,Japan,current,Current practice,Comparator,0.0,3399.7287646935456,2255.3805836371826,0.0,0.0,0.0,0.0,True,10.0
future_product_target,Japan,adolescent_booster,Adolescent booster,Program-only,1.0,3401.789334824694,2257.923931744881,-0.0006060983901268191,-0.0011276802355002502,-0.0011331791439777028,-0.0011877691744333063,False,11.0
future_product_target,Japan,higher_child_coverage,Nominal coverage floor,Program-only,1.0,3408.5601276541297,2260.280811174708,-0.002597666923402464,-0.0021726832150088526,-0.0021776944634184225,-0.004752853406133406,False,12.0
future_product_target,Japan,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Program-only,1.0,2884.257259527752,2243.4515890720263,0.15162136183303987,0.005289127099745938,0.005261668852918011,0.04958126678097008,False,7.0
future_product_target,Japan,targeted_pep_high_risk,Targeted high-risk PEP,Program-only,1.0,3317.67673521468,2207.7054401349683,0.024134875208570383,0.02113840291438973,0.022405220851775542,0.023897583987441795,False,8.0
future_product_target,Japan,timeliness_only,Routine timeliness,Program-only,1.0,2295.935473512152,2200.2525615220984,0.3246709862987821,0.02444289115328857,0.024435809739710712,0.11548586170284447,True,3.0
future_product_target,Japan,cocooning_adjunct,Close-contact adult adjunct,Program-only,2.0,3387.212939065841,2287.7761805943805,0.003681418870141173,-0.014363694177483177,-0.014080492710924819,0.0011486445085475694,False,9.0
future_product_target,Japan,resistance_guided_treatment,Resistance-guided management,Resistance management,2.0,2670.416626738327,2022.3151689714712,0.21452068339368224,0.10333751046568562,0.09423343348014146,0.14669923721515954,True,5.0
future_product_target,Japan,maternal_immunization,Infant-exposure reduction,Program-only composite,3.0,2881.780526022975,2291.823752161418,0.1523498709807395,-0.016158323250909934,-0.015923865200199172,0.04493830103101981,False,6.0
future_product_target,Japan,next_generation_vaccine,High-transmission-blocking vaccine target,Future product target,4.0,2024.2395898742595,1850.9697448550448,0.4045879156901724,0.17930935546583315,0.17945712310872364,0.29661480042271715,True,2.0
future_product_target,Japan,transmission_blocking_vaccine,Transmission-blocking vaccine target,Future product target,4.0,2654.63027574902,2166.5293989725424,0.21916409823113925,0.039395206870741384,0.039562263198313574,0.11631546910443202,False,4.0
future_product_target,Japan,combined_strategy,Combined future stress-test profile,Future stress test,5.0,1199.0963268956682,1474.530333906809,0.6472964727808939,0.3462166232144823,0.3459996971224242,0.48816012420724864,True,1.0
future_product_target,New_Zealand,current,Current practice,Comparator,0.0,4727.060763497709,2485.534388436691,0.0,0.0,0.0,0.0,True,11.0
future_product_target,New_Zealand,adolescent_booster,Adolescent booster,Program-only,1.0,4727.05191525602,2485.494453200135,1.8718273639972693e-06,1.6067062576952118e-05,8.800724229818258e-06,-7.479230982321283e-06,False,10.0
future_product_target,New_Zealand,higher_child_coverage,Nominal coverage floor,Program-only,1.0,4735.465891080994,2484.523066616834,-0.0017780874847621586,0.0004068830528203282,0.00021406748555652388,-0.003977161003968055,False,12.0
future_product_target,New_Zealand,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Program-only,1.0,4209.414029002201,2481.234339741046,0.10950710396886965,0.001730029854203674,0.0014554306839903441,0.04238497703431088,False,7.0
future_product_target,New_Zealand,targeted_pep_high_risk,Targeted high-risk PEP,Program-only,1.0,4651.996211532572,2542.396212561523,0.015879751862887925,-0.02287710215934524,0.0019506341448968234,0.00866849279787707,False,9.0
future_product_target,New_Zealand,timeliness_only,Routine timeliness,Program-only,1.0,2936.746349872737,2369.34825840307,0.37873733873906434,0.04674492961117227,0.045017018666267394,0.23292921144503054,True,3.0
future_product_target,New_Zealand,cocooning_adjunct,Close-contact adult adjunct,Program-only,2.0,4617.948195401101,2485.201648241994,0.02308253977591601,0.00013387068641868005,0.00012149522604809615,0.007546933928839428,False,8.0
future_product_target,New_Zealand,resistance_guided_treatment,Resistance-guided management,Resistance management,2.0,3642.7541671173976,1837.6301414255447,0.2293828344144231,0.260669999186233,0.09342497729971022,0.16254581609796848,True,5.0
future_product_target,New_Zealand,maternal_immunization,Infant-exposure reduction,Program-only composite,3.0,4113.497567265135,2480.517764271169,0.1297980345356461,0.002018328206948361,0.0017264999704812434,0.04895886373989344,False,6.0
future_product_target,New_Zealand,next_generation_vaccine,High-transmission-blocking vaccine target,Future product target,4.0,2066.241733282139,1731.397754815863,0.5628908032582051,0.30341025943123323,0.3104554469071813,0.4535076908205121,True,2.0
future_product_target,New_Zealand,transmission_blocking_vaccine,Transmission-blocking vaccine target,Future product target,4.0,3047.6412757667404,2195.231687859798,0.3552777448302379,0.11679689564041107,0.12631922856961741,0.2406272098894564,False,4.0
future_product_target,New_Zealand,combined_strategy,Combined future stress-test profile,Future stress test,5.0,1672.679560002268,1739.12282666471,0.6461480730438935,0.3003022469713028,0.3013159530552686,0.4804516397462625,True,1.0
future_product_target,Sweden,current,Current practice,Comparator,0.0,422.2937564679745,64.39798049124988,0.0,0.0,0.0,0.0,True,12.0
future_product_target,Sweden,adolescent_booster,Adolescent booster,Program-only,1.0,421.5592299535262,63.01490345665235,0.0017393733703093828,0.021477024963313274,0.003288213493378378,0.002379974819633923,False,11.0
future_product_target,Sweden,higher_child_coverage,Nominal coverage floor,Program-only,1.0,412.48880811980416,47.0691523395381,0.02321831236667582,0.26908962081608057,0.04041938448031446,0.03063665641439195,False,10.0
future_product_target,Sweden,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Program-only,1.0,394.27889634419137,60.696724729223085,0.06633974501090623,0.057474717899417826,0.00939775635569473,0.020829825486332942,True,8.0
future_product_target,Sweden,targeted_pep_high_risk,Targeted high-risk PEP,Program-only,1.0,380.48323749769713,99.13132635408657,0.09900813907356021,-0.5393545822070631,0.09670127253176286,0.07097221079212723,True,5.0
future_product_target,Sweden,timeliness_only,Routine timeliness,Program-only,1.0,404.48992983810655,12.082667611820652,0.04215981495624632,0.8123750540055772,0.10986161696088026,0.030524747510665584,True,9.0
future_product_target,Sweden,cocooning_adjunct,Close-contact adult adjunct,Program-only,2.0,387.7754808818066,24.025614824477596,0.08173996195178346,0.626919747464098,0.09693732516775277,0.07572609358163251,False,7.0
future_product_target,Sweden,resistance_guided_treatment,Resistance-guided management,Resistance management,2.0,386.0616083209279,4.61753610342169,0.08579844620505139,0.9282968803028054,0.13494503114750456,0.09970491861827013,True,6.0
future_product_target,Sweden,maternal_immunization,Infant-exposure reduction,Program-only composite,3.0,364.2504365338094,22.885743788328227,0.13744773405989708,0.64462016333823,0.10043522426555718,0.09060572145924617,True,4.0
future_product_target,Sweden,next_generation_vaccine,High-transmission-blocking vaccine target,Future product target,4.0,277.81534622760074,3.463989151656735,0.34212774408217084,0.9462096617746047,0.4442943818063373,0.3444494132233594,True,2.0
future_product_target,Sweden,transmission_blocking_vaccine,Transmission-blocking vaccine target,Future product target,4.0,323.0644578896181,4.360623204944016,0.23497694924097623,0.9322863361291815,0.3130661503072282,0.23339435280634913,False,3.0
future_product_target,Sweden,combined_strategy,Combined future stress-test profile,Future stress test,5.0,256.05162533203054,3.1657822688411525,0.393664667283688,0.9508403486461613,0.4557135953087711,0.34546162446285333,True,1.0
future_product_target,Thailand,current,Current practice,Comparator,0.0,914.342491692974,1421.4689837645149,0.0,0.0,0.0,0.0,True,12.0
future_product_target,Thailand,adolescent_booster,Adolescent booster,Program-only,1.0,813.5270239561669,1262.057855425483,0.11026007065485899,0.11214534411919352,0.11277389251142889,0.1251775554786435,False,9.0
future_product_target,Thailand,higher_child_coverage,Nominal coverage floor,Program-only,1.0,884.2636430753053,1393.328533650867,0.03289669778112958,0.019796738750586518,0.020513878135834163,0.03083401592317625,False,10.0
future_product_target,Thailand,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Program-only,1.0,797.4444948225064,1421.329542810783,0.1278492446020114,9.809637447200092e-05,8.059308086061368e-05,0.023181937171741773,False,8.0
future_product_target,Thailand,targeted_pep_high_risk,Targeted high-risk PEP,Program-only,1.0,905.631568265029,1427.7763462693504,0.009526980871047641,-0.004437214302159154,0.010863730742571631,0.010115827665823529,False,11.0
future_product_target,Thailand,timeliness_only,Routine timeliness,Program-only,1.0,602.6699153401934,1201.2624130037905,0.3408707122160487,0.1549147911603005,0.1536441549581955,0.23459389096866468,True,5.0
future_product_target,Thailand,cocooning_adjunct,Close-contact adult adjunct,Program-only,2.0,702.9389865859944,1165.9304697435432,0.23120822561308518,0.17977072798607396,0.18023466696828738,0.21002347348996275,False,7.0
future_product_target,Thailand,resistance_guided_treatment,Resistance-guided management,Resistance management,2.0,471.1816665753792,716.3089432895885,0.484677053887159,0.49607838688638284,0.4371794059931855,0.4515447580676889,True,4.0
future_product_target,Thailand,maternal_immunization,Infant-exposure reduction,Program-only composite,3.0,611.0384825224222,1161.58869972103,0.3317181602366107,0.1828251527199959,0.18314533795899146,0.23049768411428895,False,6.0
future_product_target,Thailand,next_generation_vaccine,High-transmission-blocking vaccine target,Future product target,4.0,355.0841538172276,637.4716837147645,0.6116508233585836,0.5515402087588778,0.5500385710173625,0.583942657327945,True,2.0
future_product_target,Thailand,transmission_blocking_vaccine,Transmission-blocking vaccine target,Future product target,4.0,444.4162319477808,742.7875934405191,0.513949930157013,0.4774507203995584,0.47492086451432014,0.493588145231728,False,3.0
future_product_target,Thailand,combined_strategy,Combined future stress-test profile,Future stress test,5.0,33.60235051316317,49.62549183177271,0.963249711329782,0.9650885862452319,0.9430376409874756,0.9504706891797573,True,1.0
future_product_target,United_Kingdom,current,Current practice,Comparator,0.0,2517.561010755257,2021.1658780290884,0.0,0.0,0.0,0.0,True,10.0
future_product_target,United_Kingdom,adolescent_booster,Adolescent booster,Program-only,1.0,2530.136257276323,2028.3912666053002,-0.004995011627262791,-0.0035748617442807884,-0.003572757980674357,-0.00450844542962292,False,11.0
future_product_target,United_Kingdom,higher_child_coverage,Nominal coverage floor,Program-only,1.0,2580.9829141128366,2052.707085127977,-0.02519180392714815,-0.015605452002606324,-0.015333675999930518,-0.02648914349338294,False,12.0
future_product_target,United_Kingdom,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Program-only,1.0,2199.8352304999607,1983.298463360864,0.126203805547489,0.018735431406129988,0.01786662892081492,0.05103730147870855,False,8.0
future_product_target,United_Kingdom,targeted_pep_high_risk,Targeted high-risk PEP,Program-only,1.0,2334.64843830507,1960.096472734257,0.07265467318121277,0.030214939782370664,0.051890667793456746,0.06115671357264452,False,9.0
future_product_target,United_Kingdom,timeliness_only,Routine timeliness,Program-only,1.0,1377.5319636658385,1710.8464060738324,0.4528307525494347,0.15353488564622897,0.1493746281003585,0.28847369287500535,True,3.0
future_product_target,United_Kingdom,cocooning_adjunct,Close-contact adult adjunct,Program-only,2.0,2110.3657672522563,1815.8588864217222,0.16174195650608836,0.10157849676720665,0.10317555563878933,0.13753721268242214,False,7.0
future_product_target,United_Kingdom,resistance_guided_treatment,Resistance-guided management,Resistance management,2.0,1746.9809736121608,1236.0441073455215,0.30608197134095494,0.3884499432818287,0.21269699901705863,0.2556756959225409,True,5.0
future_product_target,United_Kingdom,maternal_immunization,Infant-exposure reduction,Program-only composite,3.0,1886.867471668121,1814.1371085329713,0.25051767817850457,0.10243037038503655,0.10383065984850293,0.16437249765702677,False,6.0
future_product_target,United_Kingdom,next_generation_vaccine,High-transmission-blocking vaccine target,Future product target,4.0,1203.203631482343,1400.8354708122597,0.5220756810491805,0.3069171184612196,0.30309427109317433,0.41773413397679704,True,2.0
future_product_target,United_Kingdom,transmission_blocking_vaccine,Transmission-blocking vaccine target,Future product target,4.0,1641.573707479305,1679.3071445477017,0.34795077439380895,0.16913937504958543,0.17214101233115575,0.26026406090237186,False,4.0
future_product_target,United_Kingdom,combined_strategy,Combined future stress-test profile,Future stress test,5.0,488.3934044408722,727.2768486533312,0.8060053351817852,0.6401696384452498,0.6292324828070754,0.715742048242638,True,1.0
future_product_target,United_States,current,Current practice,Comparator,0.0,1386.8318871156237,2012.3701818193306,0.0,0.0,0.0,0.0,True,10.0
future_product_target,United_States,adolescent_booster,Adolescent booster,Program-only,1.0,1386.9090356757458,2012.4871733667712,-5.562935265546187e-05,-5.81361960625415e-05,-8.023313899685469e-05,-0.00011042535265248787,False,11.0
future_product_target,United_States,higher_child_coverage,Nominal coverage floor,Program-only,1.0,1389.5004913638602,2014.494120175253,-0.0019242449449203836,-0.0010554411783234574,-0.0007963782459092794,-0.004255063465146813,False,12.0
future_product_target,United_States,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Program-only,1.0,1240.696116954747,2006.044878527489,0.1053738174890213,0.003143210602595592,0.0031266124081149593,0.026435810842901364,False,7.0
future_product_target,United_States,targeted_pep_high_risk,Targeted high-risk PEP,Program-only,1.0,1347.8769080600666,2014.264896714223,0.028089186164140467,-0.0009415339742211426,0.021216412991574285,0.023046326053906663,False,9.0
future_product_target,United_States,timeliness_only,Routine timeliness,Program-only,1.0,1013.9084977051286,1920.048431672991,0.26890309696160275,0.04587712090966978,0.0495195430521862,0.14867540020269854,True,4.0
future_product_target,United_States,cocooning_adjunct,Close-contact adult adjunct,Program-only,2.0,1277.6268052147127,1941.7465659697777,0.07874428250134857,0.03509474374426669,0.03892246162170265,0.05789232636928454,False,8.0
future_product_target,United_States,resistance_guided_treatment,Resistance-guided management,Resistance management,2.0,1034.3046782576685,1457.853417042855,0.25419606524273997,0.27555405550441603,0.18454742938027013,0.2117364605965817,True,5.0
future_product_target,United_States,maternal_immunization,Infant-exposure reduction,Program-only composite,3.0,1144.2781713021527,1936.4848807431963,0.17489770610765354,0.0377094143819644,0.04149573900038772,0.08179421426889133,False,6.0
future_product_target,United_States,next_generation_vaccine,High-transmission-blocking vaccine target,Future product target,4.0,567.6779002713829,1040.9167306296013,0.590665670767019,0.482740929062795,0.4883195600787982,0.5490263953867789,True,2.0
future_product_target,United_States,transmission_blocking_vaccine,Transmission-blocking vaccine target,Future product target,4.0,999.501988310776,1675.3115487200903,0.27929116888884675,0.1674933549226587,0.18154978443115632,0.22732440444977564,False,3.0
future_product_target,United_States,combined_strategy,Combined future stress-test profile,Future stress test,5.0,296.5668540758248,681.9889333758919,0.7861551520187253,0.6611016504133829,0.6569631547148643,0.7108750496220942,True,1.0
program_only,Australia,current,Current practice,Comparator,0.0,4065.367487543684,1895.2763586016572,0.0,0.0,0.0,0.0,True,7.0
program_only,Australia,adolescent_booster,Adolescent booster,Program-only,1.0,4065.365292571422,1895.2755254161418,5.399197658961796e-07,4.396116226601521e-07,2.7381948031202086e-07,-1.8520335856031522e-06,False,6.0
program_only,Australia,higher_child_coverage,Nominal coverage floor,Program-only,1.0,4072.423001860046,1894.551547487454,-0.0017355169829000872,0.00038243030411566625,0.00036845682360076015,-0.002320438128708302,False,8.0
program_only,Australia,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Program-only,1.0,3638.0265945447727,1893.4661265972825,0.10511740803464553,0.0009551282567099584,0.0006451855047427957,0.041952391434894154,False,3.0
program_only,Australia,targeted_pep_high_risk,Targeted high-risk PEP,Program-only,1.0,3991.155555202178,1907.680593902867,0.018254667645395295,-0.006544816139827603,0.007981449951413921,0.012784564137614085,False,5.0
program_only,Australia,timeliness_only,Routine timeliness,Program-only,1.0,3006.2024819822805,1844.4452884458717,0.26053364395880396,0.02681987242920547,0.022883387411015033,0.1625689193963209,True,1.0
program_only,Australia,cocooning_adjunct,Close-contact adult adjunct,Program-only,2.0,3967.7361222604136,1894.6715460385635,0.02401538497624478,0.00031911576396170815,0.0003233509318755212,0.00838193929111708,False,4.0
program_only,Australia,maternal_immunization,Infant-exposure reduction,Program-only composite,3.0,3553.904411451528,1892.708524889019,0.12580980136710462,0.0013548597812579333,0.0010453133220414967,0.04908667904280506,False,2.0
program_only,Brazil,current,Current practice,Comparator,0.0,796.6601123252367,926.9499239748221,0.0,0.0,0.0,0.0,True,7.0
program_only,Brazil,adolescent_booster,Adolescent booster,Program-only,1.0,781.1883308344736,931.7754754629539,0.019420806001702706,-0.0052058383773736505,0.019830277478995684,0.03053936712911176,False,5.0
program_only,Brazil,higher_child_coverage,Nominal coverage floor,Program-only,1.0,795.9225899542923,936.8279079333564,0.0009257679147406384,-0.010656437530278673,-0.0003469353217331328,0.005293220620380623,False,6.0
program_only,Brazil,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Program-only,1.0,726.2245216633013,922.7510245397094,0.08841360270486354,0.004529801801059108,0.004723659122491286,0.021257274242045265,False,4.0
program_only,Brazil,targeted_pep_high_risk,Targeted high-risk PEP,Program-only,1.0,848.5890957287858,1326.345619546702,-0.0651833606329082,-0.430870843442378,-0.07456421350694842,-0.0674699038416795,False,8.0
program_only,Brazil,timeliness_only,Routine timeliness,Program-only,1.0,531.7054798535736,840.3468476088619,0.3325817727943373,0.09342799877969732,0.11916561313457552,0.21250759008225895,True,1.0
program_only,Brazil,cocooning_adjunct,Close-contact adult adjunct,Program-only,2.0,650.8299759971151,810.5950943951959,0.183051886333913,0.1255243962701772,0.12749091208516272,0.1518454004279527,True,3.0
program_only,Brazil,maternal_immunization,Infant-exposure reduction,Program-only composite,3.0,593.6216531325177,806.8797552773741,0.25486208742157845,0.12953252985078123,0.13157569856595952,0.16922411117553426,True,2.0
program_only,China,current,Current practice,Comparator,0.0,846.5985880813017,616.0797582762542,0.0,0.0,0.0,0.0,True,6.0
program_only,China,adolescent_booster,Adolescent booster,Program-only,1.0,853.318211826147,621.4813032949393,-0.007937201690915163,-0.00876760670371346,-0.008766195283424372,-0.006529855803597773,False,8.0
program_only,China,higher_child_coverage,Nominal coverage floor,Program-only,1.0,850.2819293141084,617.9792030459624,-0.004350752865244445,-0.003083115041829565,-0.003082517840713672,-0.00601775294478335,False,7.0
program_only,China,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Program-only,1.0,732.6796491727972,614.6142252352341,0.1345607475754076,0.00237880407744695,0.002378611192448865,0.030315638250862142,False,3.0
program_only,China,targeted_pep_high_risk,Targeted high-risk PEP,Program-only,1.0,819.0441322336272,601.9254043701552,0.03254724994300173,0.022974872516022704,0.02300331543581613,0.025394856043691627,False,5.0
program_only,China,timeliness_only,Routine timeliness,Program-only,1.0,623.6830723787718,598.717319851981,0.26330721411635827,0.02818212770510764,0.028174010413286155,0.05654163238943266,True,1.0
program_only,China,cocooning_adjunct,Close-contact adult adjunct,Program-only,2.0,764.0004109685467,583.4955492190821,0.09756474706620089,0.05288959525036219,0.05288258434742321,0.07901582502887283,True,4.0
program_only,China,maternal_immunization,Infant-exposure reduction,Program-only composite,3.0,661.2667760314787,581.8334192519045,0.2189134433472797,0.05558750886438546,0.055580267915598336,0.10690984724945651,True,2.0
program_only,Japan,current,Current practice,Comparator,0.0,3399.7287646935456,2255.3805836371826,0.0,0.0,0.0,0.0,True,6.0
program_only,Japan,adolescent_booster,Adolescent booster,Program-only,1.0,3401.789334824694,2257.923931744881,-0.0006060983901268191,-0.0011276802355002502,-0.0011331791439777028,-0.0011877691744333063,False,7.0
program_only,Japan,higher_child_coverage,Nominal coverage floor,Program-only,1.0,3408.5601276541297,2260.280811174708,-0.002597666923402464,-0.0021726832150088526,-0.0021776944634184225,-0.004752853406133406,False,8.0
program_only,Japan,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Program-only,1.0,2884.257259527752,2243.4515890720263,0.15162136183303987,0.005289127099745938,0.005261668852918011,0.04958126678097008,False,3.0
program_only,Japan,targeted_pep_high_risk,Targeted high-risk PEP,Program-only,1.0,3317.67673521468,2207.7054401349683,0.024134875208570383,0.02113840291438973,0.022405220851775542,0.023897583987441795,False,4.0
program_only,Japan,timeliness_only,Routine timeliness,Program-only,1.0,2295.935473512152,2200.2525615220984,0.3246709862987821,0.02444289115328857,0.024435809739710712,0.11548586170284447,True,1.0
program_only,Japan,cocooning_adjunct,Close-contact adult adjunct,Program-only,2.0,3387.212939065841,2287.7761805943805,0.003681418870141173,-0.014363694177483177,-0.014080492710924819,0.0011486445085475694,False,5.0
program_only,Japan,maternal_immunization,Infant-exposure reduction,Program-only composite,3.0,2881.780526022975,2291.823752161418,0.1523498709807395,-0.016158323250909934,-0.015923865200199172,0.04493830103101981,False,2.0
program_only,New_Zealand,current,Current practice,Comparator,0.0,4727.060763497709,2485.534388436691,0.0,0.0,0.0,0.0,True,7.0
