optimization_constraint,country,strategy,mean_absolute_regret_infant_cases_per_100k,maximum_absolute_regret_infant_cases_per_100k,mean_standardized_regret_vs_current,maximum_standardized_regret_vs_current,probability_best_in_draw,probability_within_10_percent_of_best,median_infant_cases_per_100k,n_psa_samples,strategy_label
program_only,United_Kingdom,maternal_immunization,709.065686491528,1858.1000051329356,0.1942478770639005,0.3342643651649188,0.0,0.0078125,2589.4153838206366,128,Infant-exposure reduction
program_only,United_Kingdom,pregnancy_tdap_scaleup,840.5665919795326,1744.8766601330517,0.2621412522327622,0.4099033584011566,0.0,0.0,2795.4212340009562,128,Pregnancy Tdap scale-up
program_only,United_Kingdom,cocooning_adjunct,1063.0023228669504,2618.544656888199,0.29373712282263115,0.45563942618774156,0.0,0.0,2895.779016765444,128,Close-contact adult adjunct
program_only,United_Kingdom,targeted_pep_high_risk,1088.140486803967,2431.7016691007193,0.33327771656963384,0.521061430926338,0.0078125,0.0078125,3006.946360533617,128,Targeted high-risk PEP
program_only,United_Kingdom,adolescent_booster,1207.5345716722109,2661.231746287537,0.3640431793637133,0.48826716502350226,0.0,0.0,3135.2650505587417,128,Adolescent booster
program_only,United_Kingdom,current,1212.7977879690134,2653.617490904191,0.37014815168537085,0.5312587163452486,0.0,0.0,3136.6323420067674,128,Current practice
program_only,United_Kingdom,higher_child_coverage,1221.4949508471193,2732.0042970400073,0.3721077067807704,0.5104365506070614,0.0,0.0,3134.367435833131,128,Nominal coverage floor
program_only,United_States,timeliness_only,0.0,0.0,0.0,0.0,1.0,1.0,1151.5970512470033,128,Routine timeliness
program_only,United_States,maternal_immunization,223.41607588318732,705.1478475101471,0.12102428240832276,0.422654139299655,0.0,0.234375,1369.1258305830509,128,Infant-exposure reduction
program_only,United_States,pregnancy_tdap_scaleup,300.52625014576284,563.4389360154328,0.1874518197944544,0.6271655781667738,0.0,0.0,1406.9913959252624,128,Pregnancy Tdap scale-up
program_only,United_States,cocooning_adjunct,420.0516582137188,1163.0048391427076,0.21793826042343595,0.5126913160045645,0.0,0.0,1525.5172425705696,128,Close-contact adult adjunct
program_only,United_States,targeted_pep_high_risk,432.7332685928216,954.8852741054711,0.2469053296469907,0.6554709326406876,0.0,0.015625,1559.3299344767086,128,Targeted high-risk PEP
program_only,United_States,adolescent_booster,506.07431625727844,1015.907231727097,0.29129887940187904,0.7251311873889018,0.0,0.0,1574.669554253861,128,Adolescent booster
program_only,United_States,current,506.2775105817631,1015.9028867304837,0.29212571280126465,0.7356747979273425,0.0,0.0,1574.6966044274423,128,Current practice
program_only,United_States,higher_child_coverage,507.4414642265078,1018.8817606716134,0.2911712966721422,0.7219831013069123,0.0,0.0,1576.6295676602185,128,Nominal coverage floor
program_plus_resistance,Australia,timeliness_only,18.386217891188956,244.83433334487108,0.005231942666501805,0.11484384251917029,0.828125,0.9765625,3719.7783442057307,128,Routine timeliness
program_plus_resistance,Australia,resistance_guided_treatment,350.6626443221291,1712.0687067191575,0.0707164533551825,0.29344294546549604,0.171875,0.65625,3951.4521441186093,128,Resistance-guided management
program_plus_resistance,Australia,maternal_immunization,804.387650313306,1852.673986937587,0.1588560407690023,0.3300005933571677,0.0,0.078125,4394.913387558726,128,Infant-exposure reduction
program_plus_resistance,Australia,pregnancy_tdap_scaleup,895.5244480461105,1592.6238934418707,0.18055561188648306,0.33158724265189027,0.0,0.0,4572.77775049845,128,Pregnancy Tdap scale-up
program_plus_resistance,Australia,targeted_pep_high_risk,1305.6636151307912,2659.5781627066935,0.2485013388355819,0.4004723090854397,0.0,0.0,5003.451973518915,128,Targeted high-risk PEP
program_plus_resistance,Australia,cocooning_adjunct,1374.064574751833,2995.1571618010257,0.26150321230602247,0.45075878134102104,0.0,0.0,4906.960749136893,128,Close-contact adult adjunct
program_plus_resistance,Australia,current,1477.416946412478,2776.8951398089375,0.286051619949269,0.4404320408807822,0.0,0.0,5120.714679718976,128,Current practice
program_plus_resistance,Australia,adolescent_booster,1477.4280708439903,2776.8952456554252,0.28605737467360026,0.44067623966659586,0.0,0.0,5120.718714235249,128,Adolescent booster
program_plus_resistance,Australia,higher_child_coverage,1483.6764293379233,2777.8055312777797,0.2880242330898771,0.46416557929829555,0.0,0.0,5128.698923846175,128,Nominal coverage floor
program_plus_resistance,Brazil,resistance_guided_treatment,52.50094922304,475.3988022848539,0.09181996925839818,0.4937618888515612,0.5078125,0.671875,612.6038918569145,128,Resistance-guided management
program_plus_resistance,Brazil,timeliness_only,66.38205971263315,273.877953151674,0.09261648735824614,0.3887234357774602,0.328125,0.5234375,571.1132625612092,128,Routine timeliness
program_plus_resistance,Brazil,maternal_immunization,172.50222955478665,894.8466273771835,0.1760423489453933,0.5363815123399878,0.0390625,0.1796875,640.6483201254147,128,Infant-exposure reduction
program_plus_resistance,Brazil,cocooning_adjunct,249.22877419554825,1143.0168520317104,0.246423453815798,0.6125467839693614,0.0,0.0390625,694.5599794974908,128,Close-contact adult adjunct
program_plus_resistance,Brazil,pregnancy_tdap_scaleup,263.26470175516425,702.9616383672608,0.32170042273574606,0.7042373866941579,0.0,0.0,749.012063874668,128,Pregnancy Tdap scale-up
program_plus_resistance,Brazil,targeted_pep_high_risk,268.59130432596635,826.5329600488346,0.27266061913807865,0.7446743742306011,0.125,0.1484375,763.3707455303875,128,Targeted high-risk PEP
program_plus_resistance,Brazil,adolescent_booster,330.08087125497144,932.307704006829,0.34989236386950046,0.617500561111984,0.0,0.0,776.6246365886527,128,Adolescent booster
program_plus_resistance,Brazil,higher_child_coverage,344.9284326336783,938.3130786537506,0.3875090891211425,0.7143341220822212,0.0,0.0,802.1426059233468,128,Nominal coverage floor
program_plus_resistance,Brazil,current,348.5498262049031,932.1059711533537,0.40638461865011116,0.7972616309662639,0.0,0.0,808.4139993493426,128,Current practice
program_plus_resistance,China,timeliness_only,86.57312011802404,380.9613292303202,0.06942531966011463,0.5033055720724129,0.40625,0.59375,1110.5633078349822,128,Routine timeliness
program_plus_resistance,China,resistance_guided_treatment,96.71512168647403,850.9072323508635,0.04083918710892067,0.2524823498425369,0.5390625,0.78125,950.5662933666788,128,Resistance-guided management
program_plus_resistance,China,maternal_immunization,221.40945431270825,760.8293106636731,0.12195987809193912,0.571904634176089,0.046875,0.25,1123.077445818005,128,Infant-exposure reduction
program_plus_resistance,China,pregnancy_tdap_scaleup,314.06177387071284,661.6185165224351,0.19323425677669911,0.6426664308601437,0.0,0.0,1265.2122803292061,128,Pregnancy Tdap scale-up
program_plus_resistance,China,cocooning_adjunct,465.621133541512,1442.1014612852314,0.2488786609042204,0.6987963362146055,0.0,0.0,1300.6915131878045,128,Close-contact adult adjunct
program_plus_resistance,China,targeted_pep_high_risk,520.4646207027732,1466.5195120810395,0.2958280029152779,0.7070006474622135,0.0078125,0.0234375,1400.5888634255657,128,Targeted high-risk PEP
program_plus_resistance,China,adolescent_booster,563.899117322036,1524.7697735464235,0.3238899248990393,0.7913139923909175,0.0,0.0,1422.3039380299365,128,Adolescent booster
program_plus_resistance,China,current,574.4029514147513,1525.0269045409887,0.3323680077268237,0.7803920836009627,0.0,0.0,1470.6670263104293,128,Current practice
program_plus_resistance,China,higher_child_coverage,575.7511914078964,1524.1600902723221,0.33307159575696166,0.7899838863396054,0.0,0.0,1465.0643202865049,128,Nominal coverage floor
program_plus_resistance,Japan,timeliness_only,5.054412446507512,150.9632999230729,0.0030228710355037925,0.11485240014547485,0.9375,0.984375,2714.9063629112743,128,Routine timeliness
program_plus_resistance,Japan,resistance_guided_treatment,574.4223236507115,2035.3316269593824,0.12531918779569576,0.303272311224731,0.0625,0.234375,3135.8748710226437,128,Resistance-guided management
program_plus_resistance,Japan,maternal_immunization,595.7311682679054,1746.6747163588625,0.1322680353662448,0.260444294196836,0.0,0.1015625,3228.9289324652846,128,Infant-exposure reduction
program_plus_resistance,Japan,pregnancy_tdap_scaleup,682.3858479538109,1634.9767027741773,0.16571550888003753,0.3026517552193094,0.0,0.0,3364.949038884605,128,Pregnancy Tdap scale-up
program_plus_resistance,Japan,cocooning_adjunct,1239.4077045611216,3162.001744872715,0.27777224516971605,0.4261646277358362,0.0,0.0,3817.872387112324,128,Close-contact adult adjunct
program_plus_resistance,Japan,targeted_pep_high_risk,1248.5298948569578,2991.5904582150297,0.2915606854595347,0.4026360743523155,0.0,0.0078125,3905.470180104473,128,Targeted high-risk PEP
program_plus_resistance,Japan,adolescent_booster,1340.404188955276,3126.248263223025,0.3166351240878969,0.44988220568408555,0.0,0.0,3974.1722430531504,128,Adolescent booster
program_plus_resistance,Japan,current,1340.6884159990464,3126.0876010684997,0.3167448381614183,0.44957711678287204,0.0,0.0,3974.001087336544,128,Current practice
program_plus_resistance,Japan,higher_child_coverage,1344.3570160633215,3129.973477388866,0.3180970047088081,0.453482544398671,0.0,0.0,3979.8817566298812,128,Nominal coverage floor
program_plus_resistance,New_Zealand,timeliness_only,0.41965371671279605,27.431144442202594,0.0001630183141287668,0.011160256133357348,0.984375,1.0,3895.32133971605,128,Routine timeliness
program_plus_resistance,New_Zealand,resistance_guided_treatment,816.7491751585757,2354.0848616415788,0.13856779530768332,0.3598110404182962,0.015625,0.09375,4694.6732986170255,128,Resistance-guided management
program_plus_resistance,New_Zealand,maternal_immunization,1197.3130667168784,2621.5322478333846,0.2044772811973505,0.4160474056658745,0.0,0.0078125,5045.309630514259,128,Infant-exposure reduction
program_plus_resistance,New_Zealand,pregnancy_tdap_scaleup,1292.3170480443798,2239.929368654578,0.22504469584772158,0.37030078179294734,0.0,0.0,5252.081540491498,128,Pregnancy Tdap scale-up
program_plus_resistance,New_Zealand,targeted_pep_high_risk,1756.5911101750155,3163.91911767694,0.297556928578823,0.450340826387808,0.0,0.0,5700.203784028436,128,Targeted high-risk PEP
program_plus_resistance,New_Zealand,cocooning_adjunct,1848.1980275801109,3853.959609862176,0.3107659779525471,0.5401079211869496,0.0,0.0,5668.218773654475,128,Close-contact adult adjunct
program_plus_resistance,New_Zealand,adolescent_booster,1954.9708412260643,3315.521003133522,0.33378137356385446,0.47999024445522115,0.0,0.0,5903.693515642888,128,Adolescent booster
program_plus_resistance,New_Zealand,current,1954.9926788345108,3315.518735343806,0.333791038524083,0.47990196033954163,0.0,0.0,5903.57027909998,128,Current practice
program_plus_resistance,New_Zealand,higher_child_coverage,1964.601776403574,3319.0653576077193,0.33619253985370656,0.48779632100460796,0.0,0.0,5917.578931167796,128,Nominal coverage floor
program_plus_resistance,Sweden,resistance_guided_treatment,32.1551620491532,593.6811091991444,0.06684218855047443,0.5252788675849164,0.703125,0.765625,476.978992329918,128,Resistance-guided management
program_plus_resistance,Sweden,timeliness_only,169.54907340872714,565.8113649822092,0.1688613406165079,0.49445309290144585,0.1015625,0.2265625,644.8572254730396,128,Routine timeliness
program_plus_resistance,Sweden,maternal_immunization,181.08129280990636,776.9224557009231,0.19998621867541397,0.5331850209664353,0.0390625,0.2109375,657.5562745259692,128,Infant-exposure reduction
program_plus_resistance,Sweden,pregnancy_tdap_scaleup,233.82429494332453,637.31074626759,0.28961204780403427,0.7546347653994208,0.0,0.0859375,709.5252194988814,128,Pregnancy Tdap scale-up
program_plus_resistance,Sweden,targeted_pep_high_risk,274.24179212777017,768.7148859065442,0.2797916283904099,0.7400041546890428,0.15625,0.1796875,710.1863561170692,128,Targeted high-risk PEP
program_plus_resistance,Sweden,cocooning_adjunct,283.2005340170071,1059.1287596868272,0.28745370410390525,0.6183770885224901,0.0,0.0078125,724.5637112611081,128,Close-contact adult adjunct
program_plus_resistance,Sweden,higher_child_coverage,340.96937592346194,844.6832746734581,0.3787746733927028,0.7653486120019346,0.0,0.0078125,782.6174973124048,128,Nominal coverage floor
program_plus_resistance,Sweden,adolescent_booster,341.562744254163,840.0565185146015,0.38583467667572297,0.8478207294447844,0.0,0.0078125,777.4893255273553,128,Adolescent booster
program_plus_resistance,Sweden,current,341.86645267028223,840.0377668137317,0.3875445775303441,0.8678748303755767,0.0,0.0078125,777.4645337658044,128,Current practice
program_plus_resistance,Thailand,resistance_guided_treatment,58.10564224851776,673.2355577852636,0.07977247918917738,0.5543851817057841,0.5078125,0.6953125,806.8403289778412,128,Resistance-guided management
program_plus_resistance,Thailand,timeliness_only,78.52275681159627,319.5814456115719,0.09877050043481368,0.39840368310390933,0.2421875,0.453125,947.3233933502381,128,Routine timeliness
program_plus_resistance,Thailand,maternal_immunization,111.14882912890515,469.0903539358178,0.10115058850245909,0.369152204874035,0.2265625,0.4765625,948.6258851565278,128,Infant-exposure reduction
program_plus_resistance,Thailand,pregnancy_tdap_scaleup,228.11075226093755,495.711167581361,0.27451382270120606,0.8192867080021353,0.0,0.015625,1103.714802562457,128,Pregnancy Tdap scale-up
program_plus_resistance,Thailand,cocooning_adjunct,250.12547862398395,731.6424444110189,0.20627900817315592,0.4703858573564021,0.0,0.0,1090.6226856834446,128,Close-contact adult adjunct
program_plus_resistance,Thailand,targeted_pep_high_risk,332.7271551146293,795.6479468159955,0.32763733945378437,0.7883275440863408,0.0234375,0.0546875,1196.3474073067737,128,Targeted high-risk PEP
program_plus_resistance,Thailand,higher_child_coverage,369.98475314680434,839.8035925884069,0.36782212833296074,0.783817403018387,0.0,0.0,1263.38091322246,128,Nominal coverage floor
program_plus_resistance,Thailand,adolescent_booster,370.4371431032222,869.7362596016105,0.33342238218646475,0.6484294736414353,0.0,0.0,1265.9246193652514,128,Adolescent booster
program_plus_resistance,Thailand,current,385.04268970398937,871.6683934477578,0.4089024772816596,0.9740980204253906,0.0,0.0,1271.9172296439642,128,Current practice
program_plus_resistance,United_Kingdom,timeliness_only,7.724144624410722,226.42528783532453,0.0066224622980832655,0.15632583543185047,0.8984375,0.953125,2032.376811537413,128,Routine timeliness
program_plus_resistance,United_Kingdom,resistance_guided_treatment,520.9987201725278,1841.4576230612465,0.1409227137247068,0.3991357448866573,0.09375,0.2109375,2346.873302462525,128,Resistance-guided management
program_plus_resistance,United_Kingdom,maternal_immunization,716.6233700092652,1858.1000051329356,0.20049368272451062,0.34399020066893765,0.0,0.0,2589.4153838206366,128,Infant-exposure reduction
program_plus_resistance,United_Kingdom,pregnancy_tdap_scaleup,848.1242754972697,1744.8766601330517,0.2683870578933723,0.47469782188166326,0.0,0.0,2795.4212340009562,128,Pregnancy Tdap scale-up
program_plus_resistance,United_Kingdom,cocooning_adjunct,1070.5600063846875,2618.544656888199,0.29998292848324126,0.45563942618774156,0.0,0.0,2895.779016765444,128,Close-contact adult adjunct
program_plus_resistance,United_Kingdom,targeted_pep_high_risk,1095.698170321704,2431.7016691007193,0.33952352223024396,0.532141274376921,0.0078125,0.0078125,3006.946360533617,128,Targeted high-risk PEP
program_plus_resistance,United_Kingdom,adolescent_booster,1215.092255189948,2661.231746287537,0.3702889850243234,0.563601980752204,0.0,0.0,3135.2650505587417,128,Adolescent booster
program_plus_resistance,United_Kingdom,current,1220.3554714867503,2653.617490904191,0.376393957345981,0.5847107164729506,0.0,0.0,3136.6323420067674,128,Current practice
program_plus_resistance,United_Kingdom,higher_child_coverage,1229.0526343648564,2732.0042970400073,0.3783535124413805,0.5766083699666695,0.0,0.0,3134.367435833131,128,Nominal coverage floor
program_plus_resistance,United_States,timeliness_only,36.38817099115165,282.19858085390865,0.03926341332759304,0.4190787933709816,0.640625,0.7890625,1151.5970512470033,128,Routine timeliness
program_plus_resistance,United_States,resistance_guided_treatment,124.52603711007671,769.2850689277288,0.06622516827817003,0.4813201074566436,0.359375,0.71875,1243.4330305774106,128,Resistance-guided management
program_plus_resistance,United_States,maternal_immunization,259.80424687433896,705.1478475101471,0.1602876957359158,0.5436423121992564,0.0,0.1875,1369.1258305830509,128,Infant-exposure reduction
program_plus_resistance,United_States,pregnancy_tdap_scaleup,336.9144211369145,563.4389360154328,0.22671523312204747,0.7484327751170615,0.0,0.0,1406.9913959252624,128,Pregnancy Tdap scale-up
program_plus_resistance,United_States,cocooning_adjunct,456.4398292048705,1163.0048391427076,0.257201673751029,0.6345587491066479,0.0,0.0,1525.5172425705696,128,Close-contact adult adjunct
program_plus_resistance,United_States,targeted_pep_high_risk,469.12143958397326,954.8852741054711,0.2861687429745837,0.7607157697589769,0.0,0.015625,1559.3299344767086,128,Targeted high-risk PEP
program_plus_resistance,United_States,adolescent_booster,542.4624872484301,1015.907231727097,0.33056229272947213,0.8469132968792547,0.0,0.0,1574.669554253861,128,Adolescent booster
program_plus_resistance,United_States,current,542.6656815729148,1015.9028867304837,0.33138912612885774,0.8570056815091475,0.0,0.0,1574.6966044274423,128,Current practice
program_plus_resistance,United_States,higher_child_coverage,543.8296352176594,1018.8817606716134,0.33043470999973523,0.8433500104364043,0.0,0.0,1576.6295676602185,128,Nominal coverage floor
