optimization_constraint,country,strategy,mean_absolute_regret_infant_cases_per_100k,maximum_absolute_regret_infant_cases_per_100k,mean_standardized_regret_vs_current,maximum_standardized_regret_vs_current,probability_best_in_draw,probability_within_10_percent_of_best,median_infant_cases_per_100k,n_psa_samples,strategy_label
future_product_target,China,current,1423.7978865747925,3399.4335723863364,0.8152756071945251,0.9891207516591177,0.0,0.0,1470.6670263104293,128,Current practice
future_product_target,China,higher_child_coverage,1425.1461265679375,3400.243370243746,0.8159791952246631,0.9928013436674095,0.0,0.0,1465.0643202865049,128,Nominal coverage floor
future_product_target,Japan,combined_strategy,0.0,0.0,0.0,0.0,1.0,1.0,1405.3031945321961,128,Combined future stress-test profile
future_product_target,Japan,next_generation_vaccine,812.4754315748394,1364.5563556736624,0.2300065405170121,0.5047235000064655,0.0,0.0390625,2389.595584698644,128,High-transmission-blocking vaccine target
future_product_target,Japan,timeliness_only,1356.6495055963576,2634.9431410693924,0.3424372506271454,0.5638941899998009,0.0,0.0,2714.9063629112743,128,Routine timeliness
future_product_target,Japan,transmission_blocking_vaccine,1425.3702075181673,2760.6098015520965,0.37001583198518156,0.6491008013468297,0.0,0.0,2894.0638059535513,128,Transmission-blocking vaccine target
future_product_target,Japan,resistance_guided_treatment,1926.0174168005617,4064.112846434239,0.4647335673873374,0.6993264131888175,0.0,0.0,3135.8748710226437,128,Resistance-guided management
future_product_target,Japan,maternal_immunization,1947.3262614177556,4381.617857428255,0.47168241495788643,0.7020907643909785,0.0,0.0,3228.9289324652846,128,Infant-exposure reduction
future_product_target,Japan,pregnancy_tdap_scaleup,2033.980941103661,3869.386864158094,0.5051298884716792,0.7516935450736355,0.0,0.0,3364.949038884605,128,Pregnancy Tdap scale-up
future_product_target,Japan,cocooning_adjunct,2591.0027977109717,5796.944885942107,0.6171866247613577,0.8652867377853564,0.0,0.0,3817.872387112324,128,Close-contact adult adjunct
future_product_target,Japan,targeted_pep_high_risk,2600.124988006808,4990.122805239734,0.6309750650511764,0.8516778642066416,0.0,0.0,3905.470180104473,128,Targeted high-risk PEP
future_product_target,Japan,adolescent_booster,2691.999282105126,5147.841238493007,0.6560495036795385,0.8989239955384116,0.0,0.0,3974.1722430531504,128,Adolescent booster
future_product_target,Japan,current,2692.2835091488964,5147.947399462908,0.65615921775306,0.8986189066371981,0.0,0.0,3974.001087336544,128,Current practice
future_product_target,Japan,higher_child_coverage,2695.9521092131713,5149.4153041395575,0.6575113843004498,0.902524334252997,0.0,0.0,3979.8817566298812,128,Nominal coverage floor
future_product_target,New_Zealand,combined_strategy,0.0,0.0,0.0,0.0,1.0,1.0,2231.6913764059987,128,Combined future stress-test profile
future_product_target,New_Zealand,next_generation_vaccine,731.4875753788988,1576.8979087402554,0.13194950606233546,0.3013903144563733,0.0,0.0390625,2847.5892157316025,128,High-transmission-blocking vaccine target
future_product_target,New_Zealand,transmission_blocking_vaccine,1676.5966019730924,3211.3583321102656,0.2901140394430637,0.4611623248245196,0.0,0.0,3871.6399735128753,128,Transmission-blocking vaccine target
future_product_target,New_Zealand,timeliness_only,1725.521022763667,3269.131553552278,0.29462959568204905,0.4548742852724322,0.0,0.0,3895.32133971605,128,Routine timeliness
future_product_target,New_Zealand,resistance_guided_treatment,2541.85054420553,4453.610999942837,0.4330343726756036,0.6692543520099196,0.0,0.0,4694.6732986170255,128,Resistance-guided management
future_product_target,New_Zealand,maternal_immunization,2922.414435763833,5612.109692735843,0.4989438585652708,0.7013505230679429,0.0,0.0,5045.309630514259,128,Infant-exposure reduction
future_product_target,New_Zealand,pregnancy_tdap_scaleup,3017.418417091334,4963.073441334662,0.5195112732156418,0.7265001787033327,0.0,0.0,5252.081540491498,128,Pregnancy Tdap scale-up
future_product_target,New_Zealand,targeted_pep_high_risk,3481.6924792219697,5882.002557994698,0.5920235059467432,0.7736797946461144,0.0,0.0,5700.203784028436,128,Targeted high-risk PEP
future_product_target,New_Zealand,cocooning_adjunct,3573.299396627065,6844.537054764634,0.6052325553204674,0.825411038589018,0.0,0.0,5668.218773654475,128,Close-contact adult adjunct
future_product_target,New_Zealand,adolescent_booster,3680.0722102730183,6096.008165118126,0.6282479509317747,0.833713027339864,0.0,0.0,5903.693515642888,128,Adolescent booster
future_product_target,New_Zealand,current,3680.094047881465,6096.006278256078,0.6282576158920032,0.8336348413913316,0.0,0.0,5903.57027909998,128,Current practice
future_product_target,New_Zealand,higher_child_coverage,3689.703145450528,6099.450418239208,0.6306591172216268,0.8421345919150661,0.0,0.0,5917.578931167796,128,Nominal coverage floor
future_product_target,Sweden,combined_strategy,2.8106712191222476,224.6180589223476,0.0016717571066348687,0.06577953763257098,0.859375,0.9140625,103.38908746638009,128,Combined future stress-test profile
future_product_target,Sweden,next_generation_vaccine,104.8414798186217,616.3637834484541,0.06984928856580971,0.2769999486104664,0.140625,0.2734375,145.94235366555836,128,High-transmission-blocking vaccine target
future_product_target,Sweden,transmission_blocking_vaccine,291.74517095475613,939.8671098086298,0.24307633400063297,0.738408273698579,0.0,0.0,292.1617031368867,128,Transmission-blocking vaccine target
future_product_target,Sweden,resistance_guided_treatment,563.6347155742284,1930.2711567673691,0.5101372369154006,0.8869511295848724,0.0,0.0,476.978992329918,128,Resistance-guided management
future_product_target,Sweden,timeliness_only,701.0286269338023,2094.067649046631,0.612156388981434,0.8559208953302015,0.0,0.0,644.8572254730396,128,Routine timeliness
future_product_target,Sweden,maternal_immunization,712.5608463349815,2067.84342338318,0.64328126704034,0.9163350325903886,0.0,0.0,657.5562745259692,128,Infant-exposure reduction
future_product_target,Sweden,pregnancy_tdap_scaleup,765.3038484683997,2120.5034989969245,0.7329070961689604,0.8940584789961132,0.0,0.0,709.5252194988814,128,Pregnancy Tdap scale-up
future_product_target,Sweden,targeted_pep_high_risk,805.7213456528453,2408.7482559258865,0.723086676755336,1.2153645971791247,0.0,0.0,710.1863561170692,128,Targeted high-risk PEP
future_product_target,Sweden,cocooning_adjunct,814.6800875420822,2424.971345586659,0.7307487524688314,1.02122685107826,0.0,0.0,724.5637112611081,128,Close-contact adult adjunct
future_product_target,Sweden,higher_child_coverage,872.4489294485371,2487.915046369908,0.8220697217576289,1.0050244252857254,0.0,0.0,782.6174973124048,128,Nominal coverage floor
future_product_target,Sweden,adolescent_booster,873.0422977792382,2484.1776287440334,0.8291297250406491,0.9960503729479511,0.0,0.0,777.4893255273553,128,Adolescent booster
future_product_target,Sweden,current,873.3460061953574,2484.1695318213788,0.8308396258952703,0.9960467096205013,0.0,0.0,777.4645337658044,128,Current practice
future_product_target,Thailand,combined_strategy,0.0,0.0,0.0,0.0,1.0,1.0,125.05894154919139,128,Combined future stress-test profile
future_product_target,Thailand,next_generation_vaccine,325.8938689474846,773.7116868739645,0.24308449643678015,0.5140391096391507,0.0,0.0,560.9583412274673,128,High-transmission-blocking vaccine target
future_product_target,Thailand,transmission_blocking_vaccine,525.702451717248,1409.8274927788173,0.4208111186684807,0.6613129894723401,0.0,0.0,802.7604950740421,128,Transmission-blocking vaccine target
future_product_target,Thailand,resistance_guided_treatment,642.6591387623868,1653.6520716196942,0.5316926880907669,0.9060765796298728,0.0,0.0,806.8403289778412,128,Resistance-guided management
future_product_target,Thailand,timeliness_only,663.0762533254652,1478.5604317513712,0.5506907093364032,0.7004663478289196,0.0,0.0,947.3233933502381,128,Routine timeliness
future_product_target,Thailand,maternal_immunization,695.7023256427741,1628.223705347682,0.5530707974040486,0.7613992454849006,0.0,0.0,948.6258851565278,128,Infant-exposure reduction
future_product_target,Thailand,pregnancy_tdap_scaleup,812.6642487748065,1843.760528335913,0.7264340316027956,0.8634237667937622,0.0,0.0,1103.714802562457,128,Pregnancy Tdap scale-up
future_product_target,Thailand,cocooning_adjunct,834.678975137853,1968.7035213717663,0.6581992170747455,0.8943136773521215,0.0,0.0,1090.6226856834446,128,Close-contact adult adjunct
future_product_target,Thailand,targeted_pep_high_risk,917.2806516284983,2089.7762024208214,0.7795575483553738,1.101327656716766,0.0,0.0,1196.3474073067737,128,Targeted high-risk PEP
future_product_target,Thailand,higher_child_coverage,954.5382496606733,2202.50195410246,0.8197423372345503,0.9817264052262983,0.0,0.0,1263.38091322246,128,Nominal coverage floor
future_product_target,Thailand,adolescent_booster,954.9906396170911,2232.4346211156635,0.7853425910880543,0.9651859921880713,0.0,0.0,1265.9246193652514,128,Adolescent booster
future_product_target,Thailand,current,969.5961862178584,2234.366754961811,0.8608226861832492,0.9968649733728486,0.0,0.0,1271.9172296439642,128,Current practice
future_product_target,United_Kingdom,combined_strategy,0.0,0.0,0.0,0.0,1.0,1.0,774.3846479622407,128,Combined future stress-test profile
future_product_target,United_Kingdom,next_generation_vaccine,635.6612586871756,1300.6678408437133,0.2288661721930789,0.6258917873771386,0.0,0.0234375,1565.8932056328263,128,High-transmission-blocking vaccine target
future_product_target,United_Kingdom,transmission_blocking_vaccine,1108.8038930134119,2222.857362083421,0.3681711808702765,0.7705140341350432,0.0,0.0,1881.3044781969036,128,Transmission-blocking vaccine target
future_product_target,United_Kingdom,timeliness_only,1156.6761968656372,2158.4010449127536,0.38017079815192356,0.5666962873464804,0.0,0.0,2032.376811537413,128,Routine timeliness
future_product_target,United_Kingdom,resistance_guided_treatment,1669.950772413754,3199.9804245879395,0.5144710495785471,0.8513523966692964,0.0,0.0,2346.873302462525,128,Resistance-guided management
future_product_target,United_Kingdom,maternal_immunization,1865.5754222504916,3985.1903506168005,0.5740420185783509,0.8573841547665172,0.0,0.0,2589.4153838206366,128,Infant-exposure reduction
future_product_target,United_Kingdom,pregnancy_tdap_scaleup,1997.076327738496,3581.8989276926227,0.6419353937472125,0.8767977855618329,0.0,0.0,2795.4212340009562,128,Pregnancy Tdap scale-up
future_product_target,United_Kingdom,cocooning_adjunct,2219.512058625914,4771.269647550904,0.6735312643370815,0.9727954176801369,0.0,0.0,2895.779016765444,128,Close-contact adult adjunct
future_product_target,United_Kingdom,targeted_pep_high_risk,2244.6502225629306,4145.293532024123,0.7130718580840842,1.014620913095286,0.0,0.0,3006.946360533617,128,Targeted high-risk PEP
future_product_target,United_Kingdom,adolescent_booster,2364.0443074311743,4374.949357285706,0.7438373208781637,1.0109075346604481,0.0,0.0,3135.2650505587417,128,Adolescent booster
future_product_target,United_Kingdom,current,2369.307523727977,4374.899745141694,0.7499422931998213,0.9940772780148296,0.0,0.0,3136.6323420067674,128,Current practice
future_product_target,United_Kingdom,higher_child_coverage,2378.004686606083,4377.34057285,0.7519018482952208,1.02553841716569,0.0,0.0,3134.367435833131,128,Nominal coverage floor
future_product_target,United_States,combined_strategy,1.3954014994179997,161.75855057526564,0.00047809475908596177,0.04020867833426571,0.9296875,0.9765625,346.6757289638515,128,Combined future stress-test profile
future_product_target,United_States,next_generation_vaccine,259.546985957379,731.6983131928487,0.13620481113250338,0.3548407224621053,0.0703125,0.09375,601.2438645140095,128,High-transmission-blocking vaccine target
future_product_target,United_States,transmission_blocking_vaccine,644.7307857022294,1381.5006133946995,0.3454795479546228,0.604446060527813,0.0,0.0,1027.324247598276,128,Transmission-blocking vaccine target
future_product_target,United_States,timeliness_only,893.5419121655689,1762.8248092716512,0.48684624335850296,0.650182770613951,0.0,0.0,1151.5970512470033,128,Routine timeliness
future_product_target,United_States,resistance_guided_treatment,981.679778284494,2117.714775283524,0.51380799830908,0.845546894515825,0.0,0.0,1243.4330305774106,128,Resistance-guided management
future_product_target,United_States,maternal_immunization,1116.957988048756,2450.9378674818495,0.6078705257668257,0.8472182693279606,0.0,0.0,1369.1258305830509,128,Infant-exposure reduction
future_product_target,United_States,pregnancy_tdap_scaleup,1194.0681623113317,2287.8061679124353,0.6742980631529574,0.8887178007965032,0.0,0.0,1406.9913959252624,128,Pregnancy Tdap scale-up
future_product_target,United_States,cocooning_adjunct,1313.5935703792877,2908.79485911441,0.7047845037819389,0.9535320549152104,0.0,0.0,1525.5172425705696,128,Close-contact adult adjunct
future_product_target,United_States,targeted_pep_high_risk,1326.2751807583904,2612.703679351432,0.7337515730054937,1.0085588158612444,0.0,0.0,1559.3299344767086,128,Targeted high-risk PEP
future_product_target,United_States,adolescent_booster,1399.6162284228474,2741.6944697339372,0.7781451227603821,0.9973748857081587,0.0,0.0,1574.669554253861,128,Adolescent booster
future_product_target,United_States,current,1399.819422747332,2741.690124737324,0.7789719561597677,0.9967067322533891,0.0,0.0,1574.6966044274423,128,Current practice
future_product_target,United_States,higher_child_coverage,1400.9833763920767,2744.6689986784536,0.7780175400306452,1.0015081204670215,0.0,0.0,1576.6295676602185,128,Nominal coverage floor
program_only,Australia,timeliness_only,0.0,0.0,0.0,0.0,1.0,1.0,3719.7783442057307,128,Routine timeliness
program_only,Australia,maternal_immunization,786.0014324221171,1852.673986937587,0.15362409810250052,0.32147079744926094,0.0,0.09375,4394.913387558726,128,Infant-exposure reduction
program_only,Australia,pregnancy_tdap_scaleup,877.1382301549215,1592.6238934418707,0.17532366921998124,0.33158724265189027,0.0,0.0,4572.77775049845,128,Pregnancy Tdap scale-up
program_only,Australia,targeted_pep_high_risk,1287.2773972396024,2659.5781627066935,0.24326939616908008,0.4004723090854397,0.0,0.0,5003.451973518915,128,Targeted high-risk PEP
program_only,Australia,cocooning_adjunct,1355.6783568606443,2995.1571618010257,0.2562712696395207,0.4298680428634402,0.0,0.0,4906.960749136893,128,Close-contact adult adjunct
program_only,Australia,current,1459.0307285212891,2776.8951398089375,0.28081967728276713,0.4404320408807822,0.0,0.0,5120.714679718976,128,Current practice
program_only,Australia,adolescent_booster,1459.0418529528015,2776.8952456554252,0.2808254320070984,0.44067623966659586,0.0,0.0,5120.718714235249,128,Adolescent booster
program_only,Australia,higher_child_coverage,1465.2902114467345,2777.8055312777797,0.28279229042337534,0.46416557929829555,0.0,0.0,5128.698923846175,128,Nominal coverage floor
program_only,Brazil,timeliness_only,7.639728701591939,136.8844249914946,0.019704156363646985,0.24682503367361855,0.8046875,0.90625,571.1132625612092,128,Routine timeliness
program_only,Brazil,maternal_immunization,113.75989854374544,687.7951836963448,0.10313001795079416,0.3218953217857877,0.0703125,0.3671875,640.6483201254147,128,Infant-exposure reduction
program_only,Brazil,cocooning_adjunct,190.48644318450704,935.9654083508717,0.17351112282119885,0.3998992535457669,0.0,0.078125,694.5599794974908,128,Close-contact adult adjunct
program_only,Brazil,pregnancy_tdap_scaleup,204.52237074412304,578.7808182598978,0.24878809174114694,0.5324989070721906,0.0,0.0,749.012063874668,128,Pregnancy Tdap scale-up
program_only,Brazil,targeted_pep_high_risk,209.84897331492516,781.4824843811148,0.19974828814347953,0.47133386464194804,0.125,0.234375,763.3707455303875,128,Targeted high-risk PEP
program_only,Brazil,adolescent_booster,271.33854024393025,842.7655930655042,0.2769800328749013,0.500871461398971,0.0,0.0,776.6246365886527,128,Adolescent booster
program_only,Brazil,higher_child_coverage,286.1861016226371,849.4805823329252,0.31459675812654336,0.5561019986497722,0.0,0.0,802.1426059233468,128,Nominal coverage floor
program_only,Brazil,current,289.80749519386194,842.4498791370752,0.333472287655512,0.640265193336538,0.0,0.0,808.4139993493426,128,Current practice
program_only,China,timeliness_only,11.003735667903408,165.83422316714814,0.009103231514471993,0.10190283993550961,0.7578125,0.96875,1110.5633078349822,128,Routine timeliness
program_only,China,maternal_immunization,145.84006986258763,707.6072837177794,0.06163778994629647,0.2120582172554764,0.234375,0.609375,1123.077445818005,128,Infant-exposure reduction
program_only,China,pregnancy_tdap_scaleup,238.49238942059222,661.6185165224351,0.13291216863105648,0.25720580656438974,0.0,0.0078125,1265.2122803292061,128,Pregnancy Tdap scale-up
program_only,China,cocooning_adjunct,390.05174909139134,1442.1014612852314,0.18855657275857776,0.3770654196723614,0.0,0.0,1300.6915131878045,128,Close-contact adult adjunct
program_only,China,targeted_pep_high_risk,444.8952362526526,1466.5195120810395,0.23550591476963526,0.3400257988907059,0.0078125,0.0234375,1400.5888634255657,128,Targeted high-risk PEP
program_only,China,adolescent_booster,488.3297328719153,1524.7697735464235,0.2635678367533967,0.3490729979437132,0.0,0.0,1422.3039380299365,128,Adolescent booster
program_only,China,current,498.83356696463073,1525.0269045409887,0.272045919581181,0.39972529149477837,0.0,0.0,1470.6670263104293,128,Current practice
program_only,China,higher_child_coverage,500.1818069577758,1524.1600902723221,0.272749507611319,0.36042559570677485,0.0,0.0,1465.0643202865049,128,Nominal coverage floor
program_only,Japan,timeliness_only,0.019797911599160223,2.5341326846925085,1.5062188400691944e-05,0.0019279601152885689,0.9921875,1.0,2714.9063629112743,128,Routine timeliness
program_only,Japan,maternal_immunization,590.6965537329971,1746.6747163588625,0.12926022651914168,0.2548011820050409,0.0078125,0.1171875,3228.9289324652846,128,Infant-exposure reduction
program_only,Japan,pregnancy_tdap_scaleup,677.3512334189024,1634.9767027741773,0.16270770003293444,0.1998824408509779,0.0,0.0,3364.949038884605,128,Pregnancy Tdap scale-up
program_only,Japan,cocooning_adjunct,1234.3730900262133,3162.001744872715,0.27476443632261294,0.4261646277358362,0.0,0.0,3817.872387112324,128,Close-contact adult adjunct
program_only,Japan,targeted_pep_high_risk,1243.4952803220494,2991.5904582150297,0.2885528766124316,0.3552024784922256,0.0,0.0078125,3905.470180104473,128,Targeted high-risk PEP
program_only,Japan,adolescent_booster,1335.3695744203676,3126.248263223025,0.3136273152407938,0.36080203048702175,0.0,0.0,3974.1722430531504,128,Adolescent booster
program_only,Japan,current,1335.653801464138,3126.0876010684997,0.3137370293143152,0.35774767438879174,0.0,0.0,3974.001087336544,128,Current practice
program_only,Japan,higher_child_coverage,1339.322401528413,3129.973477388866,0.31508919586170503,0.36643160677362735,0.0,0.0,3979.8817566298812,128,Nominal coverage floor
program_only,New_Zealand,timeliness_only,0.0,0.0,0.0,0.0,1.0,1.0,3895.32133971605,128,Routine timeliness
program_only,New_Zealand,maternal_immunization,1196.8934130001658,2621.5322478333846,0.20431426288322174,0.4160474056658745,0.0,0.0078125,5045.309630514259,128,Infant-exposure reduction
program_only,New_Zealand,pregnancy_tdap_scaleup,1291.8973943276671,2239.929368654578,0.2248816775335928,0.37030078179294734,0.0,0.0,5252.081540491498,128,Pregnancy Tdap scale-up
program_only,New_Zealand,targeted_pep_high_risk,1756.1714564583026,3163.91911767694,0.29739391026469425,0.450340826387808,0.0,0.0,5700.203784028436,128,Targeted high-risk PEP
program_only,New_Zealand,cocooning_adjunct,1847.778373863398,3853.959609862176,0.3106029596384184,0.5401079211869496,0.0,0.0,5668.218773654475,128,Close-contact adult adjunct
program_only,New_Zealand,adolescent_booster,1954.5511875093516,3315.521003133522,0.33361835524972566,0.47999024445522115,0.0,0.0,5903.693515642888,128,Adolescent booster
program_only,New_Zealand,current,1954.5730251177981,3315.518735343806,0.33362802020995425,0.47990196033954163,0.0,0.0,5903.57027909998,128,Current practice
program_only,New_Zealand,higher_child_coverage,1964.182122686861,3319.0653576077193,0.3360295215395778,0.48779632100460796,0.0,0.0,5917.578931167796,128,Nominal coverage floor
program_only,Sweden,timeliness_only,33.09374409671172,304.20787215428777,0.03943684471326323,0.35587546218931376,0.5234375,0.859375,644.8572254730396,128,Routine timeliness
program_only,Sweden,maternal_immunization,44.62596349789093,310.0501087761097,0.0705617227721693,0.35734135219761354,0.3046875,0.6796875,657.5562745259692,128,Infant-exposure reduction
program_only,Sweden,pregnancy_tdap_scaleup,97.36896563130912,353.36273260190546,0.16018755190078962,0.6287940781410137,0.015625,0.3828125,709.5252194988814,128,Pregnancy Tdap scale-up
program_only,Sweden,targeted_pep_high_risk,137.78646281575473,461.2995020640883,0.15036713248716518,0.6141634674306358,0.15625,0.3046875,710.1863561170692,128,Targeted high-risk PEP
program_only,Sweden,cocooning_adjunct,146.74520470499166,611.1671331483449,0.15802920820066058,0.4431156860131384,0.0,0.0625,724.5637112611081,128,Close-contact adult adjunct
program_only,Sweden,higher_child_coverage,204.5140466114465,640.4664092513431,0.24935017748945812,0.6395079247435276,0.0,0.0078125,782.6174973124048,128,Nominal coverage floor
program_only,Sweden,adolescent_booster,205.1074149421476,639.0928998247869,0.2564101807724783,0.7219800421863775,0.0,0.0078125,777.4893255273553,128,Adolescent booster
program_only,Sweden,current,205.4111233582668,639.0904751278767,0.25812008162709943,0.7420341431171696,0.0,0.0078125,777.4645337658044,128,Current practice
program_only,Thailand,timeliness_only,17.375206245414898,147.18176000804675,0.02816050199262616,0.26013778654472947,0.484375,0.8125,947.3233933502381,128,Routine timeliness
program_only,Thailand,maternal_immunization,50.00127856272378,343.7257730419699,0.030540590060271555,0.20352771577172626,0.4921875,0.8125,948.6258851565278,128,Infant-exposure reduction
program_only,Thailand,pregnancy_tdap_scaleup,166.96320169475618,481.06216682186005,0.20390382425901854,0.8192867080021353,0.0,0.015625,1103.714802562457,128,Pregnancy Tdap scale-up
program_only,Thailand,cocooning_adjunct,188.9779280578026,673.3667088242132,0.1356690097309684,0.3071407066535975,0.0,0.0,1090.6226856834446,128,Close-contact adult adjunct
program_only,Thailand,targeted_pep_high_risk,271.57960454844795,795.6479468159955,0.2570273410115968,0.7883275440863408,0.0234375,0.0546875,1196.3474073067737,128,Targeted high-risk PEP
program_only,Thailand,higher_child_coverage,308.83720258062294,839.8035925884069,0.2972121298907732,0.6978315309695764,0.0,0.0,1263.38091322246,128,Nominal coverage floor
program_only,Thailand,adolescent_booster,309.2895925370408,869.7362596016105,0.26281238374427723,0.4528626563487279,0.0,0.0,1265.9246193652514,128,Adolescent booster
program_only,Thailand,current,323.89513913780803,871.6683934477578,0.3382924788394721,0.9740980204253906,0.0,0.0,1271.9172296439642,128,Current practice
program_only,United_Kingdom,timeliness_only,0.16646110667362657,21.3070216542242,0.00037665663747313917,0.048212049596561814,0.9921875,1.0,2032.376811537413,128,Routine timeliness
