country,resistance_prevalence,resistance_label,VE_inf,child_adolescent_cases_per_100k,reference_child_adolescent_cases_per_100k,child_adolescent_case_reduction_vs_veinf0,all_infections_per_100k,reference_all_infections_per_100k,all_infection_reduction_vs_veinf0,median_child_adolescent_case_reduction,q25_child_adolescent_case_reduction,q75_child_adolescent_case_reduction,median_all_infection_reduction,q25_all_infection_reduction,q75_all_infection_reduction
Australia,0.5,50% resistant,0.5,850.1349217993219,1187.8295676131038,0.2842955378626968,2684.008424644476,3459.671611924751,0.2242013908507181,0.44276514933781563,0.29667437325921003,0.47607252039055814,0.3888912234523481,0.23755540015400314,0.44358939897690264
Brazil,0.5,50% resistant,0.5,267.91013854097264,497.0578294992739,0.4610081108452513,1029.193038947968,1743.6244885832857,0.40973928406786786,0.44276514933781563,0.29667437325921003,0.47607252039055814,0.3888912234523481,0.23755540015400314,0.44358939897690264
China,0.5,50% resistant,0.5,64.82253728442959,264.80192879475317,0.7552036815612727,237.00589154802657,838.1957094022979,0.7172427764906705,0.44276514933781563,0.29667437325921003,0.47607252039055814,0.3888912234523481,0.23755540015400314,0.44358939897690264
Japan,0.5,50% resistant,0.5,280.11415826147766,420.4724298554923,0.33381087944874976,1097.800347730736,1519.693844202793,0.27761742806385825,0.44276514933781563,0.29667437325921003,0.47607252039055814,0.3888912234523481,0.23755540015400314,0.44358939897690264
New_Zealand,0.5,50% resistant,0.5,787.4197501969559,1100.1457741294275,0.28425871487798016,2497.1503292472257,3213.3245745522836,0.22287640998881764,0.44276514933781563,0.29667437325921003,0.47607252039055814,0.3888912234523481,0.23755540015400314,0.44358939897690264
South_Africa,0.5,50% resistant,0.5,256.5857042338459,483.5958349800379,0.46942118671382405,995.8356164099672,1826.548554320938,0.45479926386069036,0.44276514933781563,0.29667437325921003,0.47607252039055814,0.3888912234523481,0.23755540015400314,0.44358939897690264
Sweden,0.5,50% resistant,0.5,356.69145430727065,683.6963110628162,0.47828963161613613,1258.7327978357257,2133.3000820340703,0.40995980432553936,0.44276514933781563,0.29667437325921003,0.47607252039055814,0.3888912234523481,0.23755540015400314,0.44358939897690264
Thailand,0.5,50% resistant,0.5,230.99688314852372,401.4001552512301,0.42452218783038,863.0397128660337,1365.6624347007362,0.36804316283682836,0.44276514933781563,0.29667437325921003,0.47607252039055814,0.3888912234523481,0.23755540015400314,0.44358939897690264
United_Kingdom,0.5,50% resistant,0.5,866.3463633104159,1186.30899844231,0.2697127270820865,2615.066525879368,3305.0995283319935,0.20877828232932794,0.44276514933781563,0.29667437325921003,0.47607252039055814,0.3888912234523481,0.23755540015400314,0.44358939897690264
United_States,0.5,50% resistant,0.5,123.14709634773708,403.0131507518286,0.6944340498120127,473.9327804265496,1369.984360967134,0.654059714891943,0.44276514933781563,0.29667437325921003,0.47607252039055814,0.3888912234523481,0.23755540015400314,0.44358939897690264
Australia,0.5,50% resistant,0.6,814.6969432330012,1187.8295676131038,0.31412976621713307,2621.8901146975977,3459.671611924751,0.24215636372524452,0.5323700455560476,0.34466633200173524,0.5503626762221869,0.47121631145567877,0.2764678676328612,0.5200472963677709
Brazil,0.5,50% resistant,0.6,228.45839071757288,497.0578294992739,0.5403786498087813,895.4678073439176,1743.6244885832857,0.48643310918883964,0.5323700455560476,0.34466633200173524,0.5503626762221869,0.47121631145567877,0.2764678676328612,0.5200472963677709
China,0.5,50% resistant,0.6,43.563035405375,264.80192879475317,0.8354882247132704,159.15007774494185,838.1957094022979,0.8101277828558334,0.5323700455560476,0.34466633200173524,0.5503626762221869,0.47121631145567877,0.2764678676328612,0.5200472963677709
Japan,0.5,50% resistant,0.6,260.9751421186056,420.4724298554923,0.37932876548339356,1039.5901667705054,1519.693844202793,0.3159213148515069,0.5323700455560476,0.34466633200173524,0.5503626762221869,0.47121631145567877,0.2764678676328612,0.5200472963677709
New_Zealand,0.5,50% resistant,0.6,745.6173865318787,1100.1457741294275,0.32225582821339827,2408.1609728500093,3213.3245745522836,0.2505702685868447,0.5323700455560476,0.34466633200173524,0.5503626762221869,0.47121631145567877,0.2764678676328612,0.5200472963677709
South_Africa,0.5,50% resistant,0.6,217.9165485925373,483.5958349800379,0.5493829085572406,856.1909352964235,1826.548554320938,0.5312520254274147,0.5323700455560476,0.34466633200173524,0.5503626762221869,0.47121631145567877,0.2764678676328612,0.5200472963677709
Sweden,0.5,50% resistant,0.6,307.1920917369738,683.6963110628162,0.5506892654438357,1119.7563187316985,2133.3000820340703,0.4751060443104529,0.5323700455560476,0.34466633200173524,0.5503626762221869,0.47121631145567877,0.2764678676328612,0.5200472963677709
Thailand,0.5,50% resistant,0.6,190.92139130432105,401.4001552512301,0.5243614413033141,727.4520815682598,1365.6624347007362,0.46732657860090465,0.5323700455560476,0.34466633200173524,0.5503626762221869,0.47121631145567877,0.2764678676328612,0.5200472963677709
United_Kingdom,0.5,50% resistant,0.6,791.1350129109466,1186.30899844231,0.3331121875078491,2434.8115660174776,3305.0995283319935,0.2633167185599793,0.5323700455560476,0.34466633200173524,0.5503626762221869,0.47121631145567877,0.2764678676328612,0.5200472963677709
United_States,0.5,50% resistant,0.6,84.2669239094441,403.0131507518286,0.7909077563542466,334.19152369212316,1369.984360967134,0.756061796606056,0.5323700455560476,0.34466633200173524,0.5503626762221869,0.47121631145567877,0.2764678676328612,0.5200472963677709
Australia,1,100% resistant,0,1321.9131255995603,1321.9131255995603,0,3816.56654400174,3816.56654400174,0,0,0,0,0,0,0
Brazil,1,100% resistant,0,507.26759214811,507.26759214811,0,1776.298415851017,1776.298415851017,0,0,0,0,0,0,0
China,1,100% resistant,0,271.638700863501,271.638700863501,0,848.8261927224152,848.8261927224152,0,0,0,0,0,0,0
Japan,1,100% resistant,0,441.0766316084576,441.0766316084576,0,1586.5831730108114,1586.5831730108114,0,0,0,0,0,0,0
New_Zealand,1,100% resistant,0,1105.799495914115,1105.799495914115,0,3224.944069576746,3224.944069576746,0,0,0,0,0,0,0
South_Africa,1,100% resistant,0,463.4039212459336,463.4039212459336,0,1755.2221959453288,1755.2221959453288,0,0,0,0,0,0,0
Sweden,1,100% resistant,0,677.5480498921207,677.5480498921207,0,2104.5984944890524,2104.5984944890524,0,0,0,0,0,0,0
Thailand,1,100% resistant,0,405.01073403290735,405.01073403290735,0,1372.081648972253,1372.081648972253,0,0,0,0,0,0,0
United_Kingdom,1,100% resistant,0,1208.6574300544455,1208.6574300544455,0,3356.50252815087,3356.50252815087,0,0,0,0,0,0,0
United_States,1,100% resistant,0,415.9819688427737,415.9819688427737,0,1408.3343567267964,1408.3343567267964,0,0,0,0,0,0,0
Australia,1,100% resistant,0.1,1113.0169597794763,1321.9131255995603,0.15802563857994678,3262.82341788633,3816.56654400174,0.14508934135727147,0.09322040132470882,0.058576372275348954,0.14254792629890775,0.07760168195767692,0.040548100534970544,0.12637663504472324
Brazil,1,100% resistant,0.1,444.3110252885702,507.26759214811,0.12410918385883796,1576.9186514822943,1776.298415851017,0.1122445207345415,0.09322040132470882,0.058576372275348954,0.14254792629890775,0.07760168195767692,0.040548100534970544,0.12637663504472324
China,1,100% resistant,0.1,225.72406480724436,271.638700863501,0.16902833031633757,721.7219019721141,848.8261927224152,0.1497412448391151,0.09322040132470882,0.058576372275348954,0.14254792629890775,0.07760168195767692,0.040548100534970544,0.12637663504472324
Japan,1,100% resistant,0.1,400.81589141616695,441.0766316084576,0.09127833421025577,1465.65784949711,1586.5831730108114,0.07621744990792068,0.09322040132470882,0.058576372275348954,0.14254792629890775,0.07760168195767692,0.040548100534970544,0.12637663504472324
New_Zealand,1,100% resistant,0.1,1056.6142738631677,1105.799495914115,0.04447933122838699,3115.073519607775,3224.944069576746,0.03406897843762946,0.09322040132470882,0.058576372275348954,0.14254792629890775,0.07760168195767692,0.040548100534970544,0.12637663504472324
South_Africa,1,100% resistant,0.1,452.3005333745396,463.4039212459336,0.02396049615104856,1715.3116712947292,1755.2221959453288,0.022738160868063018,0.09322040132470882,0.058576372275348954,0.14254792629890775,0.07760168195767692,0.040548100534970544,0.12637663504472324
Sweden,1,100% resistant,0.1,638.9153315885652,677.5480498921207,0.0570184185604351,2026.4520273543117,2104.5984944890524,0.037131294800110015,0.09322040132470882,0.058576372275348954,0.14254792629890775,0.07760168195767692,0.040548100534970544,0.12637663504472324
Thailand,1,100% resistant,0.1,366.468912837979,405.01073403290735,0.09516246843916187,1263.7065258353537,1372.081648972253,0.07898591400743316,0.09322040132470882,0.058576372275348954,0.14254792629890775,0.07760168195767692,0.040548100534970544,0.12637663504472324
United_Kingdom,1,100% resistant,0.1,1132.209565478575,1208.6574300544455,0.06325023342009051,3185.9971749317465,3356.50252815087,0.05079851773955213,0.09322040132470882,0.058576372275348954,0.14254792629890775,0.07760168195767692,0.040548100534970544,0.12637663504472324
United_States,1,100% resistant,0.1,354.12787367876444,415.9819688427737,0.14869417377893102,1223.719552333716,1408.3343567267964,0.13108733981478382,0.09322040132470882,0.058576372275348954,0.14254792629890775,0.07760168195767692,0.040548100534970544,0.12637663504472324
Australia,1,100% resistant,0.2,1058.5528631798952,1321.9131255995603,0.19922660371513956,3155.361243904572,3816.56654400174,0.17324610811158092,0.17783214599267116,0.11330823047606225,0.22416419789352582,0.14903773131712372,0.09267923628373279,0.20062207598021498
Brazil,1,100% resistant,0.2,389.33968145256983,507.26759214811,0.23247672928632124,1403.724443983471,1776.298415851017,0.209747398603093,0.17783214599267116,0.11330823047606225,0.22416419789352582,0.14903773131712372,0.09267923628373279,0.20062207598021498
China,1,100% resistant,0.2,177.41854384495312,271.638700863501,0.3468583700298792,582.3855799966925,848.8261927224152,0.31389301485993915,0.17783214599267116,0.11330823047606225,0.22416419789352582,0.14903773131712372,0.09267923628373279,0.20062207598021498
Japan,1,100% resistant,0.2,363.0327786138268,441.0766316084576,0.17693944181543064,1349.9273043536452,1586.5831730108114,0.14916070753988353,0.17783214599267116,0.11330823047606225,0.22416419789352582,0.14903773131712372,0.09267923628373279,0.20062207598021498
New_Zealand,1,100% resistant,0.2,1012.2367124008176,1105.799495914115,0.08461098405181777,3043.556058396065,3224.944069576746,0.05624532000162319,0.17783214599267116,0.11330823047606225,0.22416419789352582,0.14903773131712372,0.09267923628373279,0.20062207598021498
South_Africa,1,100% resistant,0.2,418.47173355216887,463.4039212459336,0.09696117282080297,1588.9654560415925,1755.2221959453288,0.09472119272864699,0.17783214599267116,0.11330823047606225,0.22416419789352582,0.14903773131712372,0.09267923628373279,0.20062207598021498
Sweden,1,100% resistant,0.2,589.1489739028804,677.5480498921207,0.13046908776922206,1910.978412822506,2104.5984944890524,0.09199858413542805,0.17783214599267116,0.11330823047606225,0.22416419789352582,0.14903773131712372,0.09267923628373279,0.20062207598021498
Thailand,1,100% resistant,0.2,332.62525127567005,405.01073403290735,0.1787248501699117,1167.758446246079,1372.081648972253,0.14891475509436392,0.17783214599267116,0.11330823047606225,0.22416419789352582,0.14903773131712372,0.09267923628373279,0.20062207598021498
United_Kingdom,1,100% resistant,0.2,1078.6204612943918,1208.6574300544455,0.10758794471167565,3074.2847073687635,3356.50252815087,0.08408092006937451,0.17783214599267116,0.11330823047606225,0.22416419789352582,0.14903773131712372,0.09267923628373279,0.20062207598021498
United_States,1,100% resistant,0.2,305.2402077548221,415.9819688427737,0.26621769543527507,1078.5841060023708,1408.3343567267964,0.23414201971953597,0.17783214599267116,0.11330823047606225,0.22416419789352582,0.14903773131712372,0.09267923628373279,0.20062207598021498
Australia,1,100% resistant,0.3,1030.221926098233,1321.9131255995603,0.22065837296912327,3112.534361895081,3816.56654400174,0.18446741960077773,0.24486077464603845,0.22413540857144934,0.307288961985243,0.21382978479031967,0.18520187900467106,0.2764383665128308
Brazil,1,100% resistant,0.3,342.90238393632575,507.26759214811,0.32402071560643586,1259.1390932146762,1776.298415851017,0.29114439219300425,0.24486077464603845,0.22413540857144934,0.307288961985243,0.21382978479031967,0.18520187900467106,0.2764383665128308
China,1,100% resistant,0.3,133.17939353143913,271.638700863501,0.5097186332136008,451.2129497096456,848.8261927224152,0.46842716026176845,0.24486077464603845,0.22413540857144934,0.307288961985243,0.21382978479031967,0.18520187900467106,0.2764383665128308
Japan,1,100% resistant,0.3,330.740525196446,441.0766316084576,0.2501517843048112,1250.654247814845,1586.5831730108114,0.21173105256025393,0.24486077464603845,0.22413540857144934,0.307288961985243,0.21382978479031967,0.18520187900467106,0.2764383665128308
New_Zealand,1,100% resistant,0.3,973.296865791959,1105.799495914115,0.11982518586031898,2966.972932371469,3224.944069576746,0.07999243758640884,0.24486077464603845,0.22413540857144934,0.307288961985243,0.21382978479031967,0.18520187900467106,0.2764383665128308
South_Africa,1,100% resistant,0.3,354.70487822657566,463.4039212459336,0.23456651537842754,1347.4484672950853,1755.2221959453288,0.23232028947231065,0.24486077464603845,0.22413540857144934,0.307288961985243,0.21382978479031967,0.18520187900467106,0.2764383665128308
Sweden,1,100% resistant,0.3,515.2280228118852,677.5480498921207,0.23956976498726568,1710.1856722921864,2104.5984944890524,0.18740525721635104,0.24486077464603845,0.22413540857144934,0.307288961985243,0.21382978479031967,0.18520187900467106,0.2764383665128308
Thailand,1,100% resistant,0.3,300.88502542638514,405.01073403290735,0.2570937011216644,1075.8100932787895,1372.081648972253,0.2159285170203854,0.24486077464603845,0.22413540857144934,0.307288961985243,0.21382978479031967,0.18520187900467106,0.2764383665128308
United_Kingdom,1,100% resistant,0.3,1024.7139542413915,1208.6574300544455,0.15218826380339046,2966.951979716247,3356.50252815087,0.11605847013892467,0.24486077464603845,0.22413540857144934,0.307288961985243,0.21382978479031967,0.18520187900467106,0.2764383665128308
United_States,1,100% resistant,0.3,254.19294532175977,415.9819688427737,0.3889327798776884,920.424880166053,1408.3343567267964,0.3464443469906723,0.24486077464603845,0.22413540857144934,0.307288961985243,0.21382978479031967,0.18520187900467106,0.2764383665128308
Australia,1,100% resistant,0.4,1008.3182346297413,1321.9131255995603,0.23722806355189685,3106.665333857507,3816.56654400174,0.1860051965450309,0.34622054491274395,0.2556752464454646,0.3931457975531954,0.2976275399166834,0.20540606325471367,0.3569949834183942
Brazil,1,100% resistant,0.4,303.9399472652337,507.26759214811,0.4008291639957743,1138.4136682202902,1776.298415851017,0.3591089998946595,0.34622054491274395,0.2556752464454646,0.3931457975531954,0.2976275399166834,0.20540606325471367,0.3569949834183942
China,1,100% resistant,0.4,97.92137144431778,271.638700863501,0.6395161251580147,342.8938200718438,848.8261927224152,0.5960376541019657,0.34622054491274395,0.2556752464454646,0.3931457975531954,0.2976275399166834,0.20540606325471367,0.3569949834183942
Japan,1,100% resistant,0.4,303.89439124054974,441.0766316084576,0.31101679512616787,1168.3461034262634,1586.5831730108114,0.263608663383762,0.34622054491274395,0.2556752464454646,0.3931457975531954,0.2976275399166834,0.20540606325471367,0.3569949834183942
New_Zealand,1,100% resistant,0.4,920.7877512948114,1105.799495914115,0.16731038972518486,2855.132788538944,3224.944069576746,0.11467215339531067,0.34622054491274395,0.2556752464454646,0.3931457975531954,0.2976275399166834,0.20540606325471367,0.3569949834183942
South_Africa,1,100% resistant,0.4,298.331791689035,463.4039212459336,0.35621651433823964,1139.7483831334334,1755.2221959453288,0.3506529339895984,0.34622054491274395,0.2556752464454646,0.3931457975531954,0.2976275399166834,0.20540606325471367,0.3569949834183942
Sweden,1,100% resistant,0.4,426.7904312859984,677.5480498921207,0.3700956982254586,1453.7553068397328,2104.5984944890524,0.30924814844901294,0.34622054491274395,0.2556752464454646,0.3931457975531954,0.2976275399166834,0.20540606325471367,0.3569949834183942
Thailand,1,100% resistant,0.4,268.83617191491425,405.01073403290735,0.33622457548724827,979.6567869409148,1372.081648972253,0.28600693138435385,0.34622054491274395,0.2556752464454646,0.3931457975531954,0.2976275399166834,0.20540606325471367,0.3569949834183942
United_Kingdom,1,100% resistant,0.4,983.1647883839888,1208.6574300544455,0.18656456003443345,2898.950222091194,3356.50252815087,0.13631817709720184,0.34622054491274395,0.2556752464454646,0.3931457975531954,0.2976275399166834,0.20540606325471367,0.3569949834183942
United_States,1,100% resistant,0.4,190.78333242711273,415.9819688427737,0.5413663410511382,709.9372695550271,1408.3343567267964,0.4959028968056708,0.34622054491274395,0.2556752464454646,0.3931457975531954,0.2976275399166834,0.20540606325471367,0.3569949834183942
Australia,1,100% resistant,0.5,919.6537291970684,1321.9131255995603,0.30430093219631593,2885.295564317841,3816.56654400174,0.24400753110083184,0.4330635382750931,0.31884882471203957,0.470045298865012,0.38122864490488867,0.25984747190797963,0.43212979046822797
Brazil,1,100% resistant,0.5,268.46604788050456,507.26759214811,0.47076049793829744,1025.9962930822112,1776.298415851017,0.42239643748673794,0.4330635382750931,0.31884882471203957,0.470045298865012,0.38122864490488867,0.25984747190797963,0.43212979046822797
China,1,100% resistant,0.5,69.91741688546931,271.638700863501,0.7426087790023597,250.2883647042594,848.8261927224152,0.70513590785704094,0.4330635382750931,0.31884882471203957,0.470045298865012,0.38122864490488867,0.25984747190797963,0.43212979046822797
Japan,1,100% resistant,0.5,281.18965972864385,441.0766316084576,0.3624925022592105,1098.9193958938874,1586.5831730108114,0.307367294329423,0.4330635382750931,0.31884882471203957,0.470045298865012,0.38122864490488867,0.25984747190797963,0.43212979046822797
New_Zealand,1,100% resistant,0.5,804.854615332003,1105.799495914115,0.27215139968329816,2542.28649229086,3224.944069576746,0.211680439275178,0.4330635382750931,0.31884882471203957,0.470045298865012,0.38122864490488867,0.25984747190797963,0.43212979046822797
South_Africa,1,100% resistant,0.5,256.68133024106953,463.4039212459336,0.44609590365368124,991.0436637882638,1755.2221959453288,0.43537424146205794,0.4330635382750931,0.31884882471203957,0.470045298865012,0.38122864490488867,0.25984747190797963,0.43212979046822797
Sweden,1,100% resistant,0.5,360.5235194973404,677.5480498921207,0.4678997016451557,1265.524414433755,2104.5984944890524,0.3986860592423853,0.4330635382750931,0.31884882471203957,0.470045298865012,0.38122864490488867,0.25984747190797963,0.43212979046822797
Thailand,1,100% resistant,0.5,234.89360038139085,405.01073403290735,0.42003117289650493,872.9578190866802,1372.081648972253,0.363771230567392,0.4330635382750931,0.31884882471203957,0.470045298865012,0.38122864490488867,0.25984747190797963,0.43212979046822797
United_Kingdom,1,100% resistant,0.5,925.9183507758676,1208.6574300544455,0.23392821840828926,2777.7327945045863,3356.50252815087,0.17243238424287255,0.4330635382750931,0.31884882471203957,0.470045298865012,0.38122864490488867,0.25984747190797963,0.43212979046822797
United_States,1,100% resistant,0.5,128.91565137885652,415.9819688427737,0.6900931746212731,494.47297823696334,1408.3343567267964,0.6488951818329556,0.4330635382750931,0.31884882471203957,0.470045298865012,0.38122864490488867,0.25984747190797963,0.43212979046822797
Australia,1,100% resistant,0.6,813.0621906279711,1321.9131255995603,0.38493523145917574,2611.0092379741436,3816.56654400174,0.3158748294123931,0.5206332947977544,0.39092049825212394,0.5442831747871927,0.4606164155615185,0.32367495648399713,0.5084610588102668
Brazil,1,100% resistant,0.6,231.07130108328687,507.26759214811,0.5444784869761213,901.3100003050722,1776.298415851017,0.4925908888607219,0.5206332947977544,0.39092049825212394,0.5442831747871927,0.4606164155615185,0.32367495648399713,0.5084610588102668
China,1,100% resistant,0.6,47.23933990732393,271.638700863501,0.8260949571723147,169.59955704767538,848.8261927224152,0.8001951889541441,0.5206332947977544,0.39092049825212394,0.5442831747871927,0.4606164155615185,0.32367495648399713,0.5084610588102668
Japan,1,100% resistant,0.6,260.7308510637762,441.0766316084576,0.4088762986309685,1035.919282450836,1586.5831730108114,0.34707533769880916,0.5206332947977544,0.39092049825212394,0.5442831747871927,0.4606164155615185,0.32367495648399713,0.5084610588102668
New_Zealand,1,100% resistant,0.6,752.1528141832856,1105.799495914115,0.3198108545333397,2420.3336649380058,3224.944069576746,0.24949592528726883,0.5206332947977544,0.39092049825212394,0.5442831747871927,0.4606164155615185,0.32367495648399713,0.5084610588102668
South_Africa,1,100% resistant,0.6,218.2085850408243,463.4039212459336,0.529117957279825,853.4748348980636,1755.2221959453288,0.5137511154601151,0.5206332947977544,0.39092049825212394,0.5442831747871927,0.4606164155615185,0.32367495648399713,0.5084610588102668
Sweden,1,100% resistant,0.6,309.1670464041523,677.5480498921207,0.5436972382204068,1121.4042882580873,2104.5984944890524,0.4671647389302451,0.5206332947977544,0.39092049825212394,0.5442831747871927,0.4606164155615185,0.32367495648399713,0.5084610588102668
Thailand,1,100% resistant,0.6,197.58504052478264,405.01073403290735,0.5121486323156839,749.0631522906822,1372.081648972253,0.45406809219279187,0.5206332947977544,0.39092049825212394,0.5442831747871927,0.4606164155615185,0.32367495648399713,0.5084610588102668
United_Kingdom,1,100% resistant,0.6,819.1511931283865,1208.6574300544455,0.32226355230241976,2511.195186273075,3356.50252815087,0.2518417116591547,0.5206332947977544,0.39092049825212394,0.5442831747871927,0.4606164155615185,0.32367495648399713,0.5084610588102668
United_States,1,100% resistant,0.6,86.36471749930429,415.9819688427737,0.7923835070554535,341.67976078525203,1408.3343567267964,0.7573873284044759,0.5206332947977544,0.39092049825212394,0.5442831747871927,0.4606164155615185,0.32367495648399713,0.5084610588102668
