country,strategy,strategy_label,lancet_strategy_role,implementation_intensity,primary_case_metric,primary_cases_per_100k,primary_total_cases,current_primary_cases_per_100k,primary_case_reduction,source_primary_case_reduction,source_minus_common_denominator_reduction,infant_cases_per_100k,infant_hospitalizations_per_100k,infant_deaths_per_100k,child_1_9_cases_per_100k,adolescent_cases_per_100k,child_adolescent_infections_per_100k,child_adolescent_reported_cases_per_100k,child_adolescent_deaths_per_million,child_adolescent_hospitalizations_per_100k,relative_reduction_child_1_9_cases,relative_reduction_adolescent_cases,relative_reduction_infant_deaths,relative_reduction_infant_hospitalizations,relative_reduction_child_adolescent_infections,relative_reduction_child_adolescent_reported_cases,annualized_resistant_infections_per_100k,relative_reduction_resistant_infections,relative_reduction_total_infections,relative_reduction_reported_cases,metric_availability_note,optimization_constraint,non_dominated_lancet_outcome,primary_case_rank_within_constraint
Australia,transmission_blocking_vaccine,Transmission-blocking vaccine target,Future child/adolescent transmission-blocking target,4.0,child_adolescent_0_17y,932.927266377798,1305207.9081014746,1082.7605742452402,0.13838083084239228,0.13838083084239228,0.0,2839.4963747591037,845.0706716706792,9.773159749519165,1089.8641954864083,542.4811597277903,3845.0185738367054,171.81399130065958,5.035501939213412,47.47731494787222,0.17043171411507352,-0.11178727833066793,0.308754085400579,0.3011236653315478,0.12469873261010234,0.21344160934413003,1781.597973323518,0.05997984676825563,0.06687710801043356,0.18771892494386733,Primary Lancet metric generated from model age groups <18 years.,future_product_target,False,4.0
Australia,combined_strategy,Combined future stress-test profile,Exploratory combined stress test,5.0,child_adolescent_0_17y,641.0093321785847,896801.3689240317,1082.7605742452402,0.407986079816941,0.40798607988371716,6.677614017291944e-11,1475.9949584327733,397.1698652643521,3.828277388688176,714.8291475320464,464.40216780541624,2768.094536000668,106.15337234433824,1.9740088329912846,22.92734952489924,0.4558958876992838,0.04823160580585539,0.7292297298382873,0.6715391634468995,0.369855669280892,0.5140336064103483,1331.1722436017515,0.2976368658102133,0.291781512506326,0.4766310636735721,Primary Lancet metric generated from model age groups <18 years.,future_product_target,True,1.0
Brazil,current,Current practice,Comparator,0.0,child_adolescent_0_17y,463.0459889372213,4795433.3931414625,463.0459889372213,0.0,0.0,0.0,796.6601123252367,230.11605746242878,2.5083511083850936,428.9100369095704,463.5142603305223,2231.2523126621595,92.23585328451905,1.229193003214576,12.66411058916937,0.0,0.0,0.0,0.0,0.0,0.0,926.9499239748221,0.0,0.0,0.0,Primary Lancet metric generated from model age groups <18 years.,future_product_target,True,11.0
Brazil,adolescent_booster,Adolescent booster,Adolescent transmission lever,1.0,child_adolescent_0_17y,436.25141947712916,4517941.359649305,463.0459889372213,0.05786589259004438,0.05786589259004438,0.0,781.1883308344736,225.50918726968334,2.453921564571755,419.63026144319383,417.35045751455465,2160.133005598947,88.74578863738836,1.2025118128586105,12.387922865869484,0.021635715344245687,0.09959521581530517,0.02169933198077778,0.020019768319855857,0.03187416617297634,0.03783848167219517,931.7754754629538,-0.005205838352904779,0.01983027750285493,0.030539367152709995,Primary Lancet metric generated from model age groups <18 years.,future_product_target,False,8.0
Brazil,higher_child_coverage,Nominal coverage floor,Routine child-immunisation delivery,1.0,child_adolescent_0_17y,458.7261817893244,4750696.265988885,463.0459889372213,0.009329110393141882,0.009329110319113432,-7.402845003667835e-11,795.9225899542923,229.86429226006373,2.5044302483189926,420.67608226055927,462.882306260108,2224.718301337709,91.44864947510348,1.2272858515264875,12.648398858601778,0.019197392978491212,0.0013633974022034812,0.0015631223541512362,0.0010940790946220025,0.0029284053269666988,0.008534683363894624,936.8279079333563,-0.010656437497683857,-0.0003469352894709399,0.0052932206524608505,Primary Lancet metric generated from model age groups <18 years.,future_product_target,False,10.0
Brazil,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Direct infant protection within child-health frame,1.0,child_adolescent_0_17y,457.8188752036818,4741299.94572622,463.0459889372213,0.011288541221438408,0.011288541221438408,0.0,726.2245216633013,190.46456116478126,1.7327548972138027,426.47168116537085,462.22712504401693,2218.503135992054,89.57206244110044,0.8498061611127075,10.715452526852358,0.0056850051054734285,0.002776905410020847,0.3092056006553676,0.17231086230819848,0.005713910767773722,0.02888021031229948,922.7510245397096,0.0045298018200977674,0.004723659141526393,0.02125727426076418,Primary Lancet metric generated from model age groups <18 years.,future_product_target,False,9.0
Brazil,targeted_pep_high_risk,Targeted high-risk PEP,Clinical and outbreak management lever,1.0,child_adolescent_0_17y,492.0919581807532,5096241.551090673,463.0459889372213,-0.06272804416295208,-0.06272804416295208,0.0,848.5890957287858,245.2810274524511,2.678558982579179,453.19373456768005,495.10546684983996,2374.3467408586143,97.92265169779452,1.3125841378854266,13.490839788924676,-0.056617228782564144,-0.06815584598896507,-0.0678564790567786,-0.06590139854201249,-0.06413189020201804,-0.06165496622214106,1326.345619546702,-0.4308708434625994,-0.07456421352213471,-0.06746990385676543,Primary Lancet metric generated from model age groups <18 years.,future_product_target,False,12.0
Brazil,timeliness_only,Routine timeliness,Routine child-immunisation delivery,1.0,child_adolescent_0_17y,358.4527500983109,3712236.6435482306,463.0459889372213,0.2258808872936613,0.2258808872936613,0.0,531.1052924790583,152.20759938132414,1.8925658528707667,316.0622387369796,384.3619185607429,1920.8573680551958,68.62653762590513,0.9271859882292467,8.453523628830425,0.26310365457644536,0.17076570985391493,0.24549404330206193,0.33856158908952316,0.1391124359796867,0.25596679397496114,839.9734705132252,0.0938308006355969,0.1194113706379164,0.2131876759121054,Primary Lancet metric generated from model age groups <18 years.,future_product_target,True,5.0
Brazil,cocooning_adjunct,Close-contact adult adjunct,Household and close-contact exposure lever,2.0,child_adolescent_0_17y,410.86146626320584,4254995.923770123,463.0459889372213,0.1126983580913612,0.1126983580913612,0.0,650.8299759971151,187.74619014677072,2.0388834034464915,376.643801349823,421.23032891332906,1978.3172889239995,80.04814980590777,0.9992505474132254,10.410907883789234,0.12185827102179247,0.09122466125285078,0.18716187828419928,0.184123905884509,0.1133601171547165,0.1321362901475427,810.5950943951959,0.12552439634462165,0.12749091215943953,0.15184540050015627,Primary Lancet metric generated from model age groups <18 years.,future_product_target,False,7.0
Brazil,resistance_guided_treatment,Resistance-guided management,Resistance-aware clinical management lever,2.0,child_adolescent_0_17y,297.7551393900705,3083635.260232586,463.0459889372213,0.35696421844949955,0.35696421836598313,-8.351641600512494e-11,462.3531611810077,133.22726297880683,1.4421775650798623,263.1698617079749,316.4058251156255,1408.066973484696,57.03746947757943,0.7067825325265373,7.379914505639234,0.38642176894177793,0.31737628752439717,0.4250495632658545,0.421043170722036,0.3689342233162435,0.3816128169916265,396.49208099359794,0.5722615960810027,0.36719377444306656,0.37555886262023186,Primary Lancet metric generated from model age groups <18 years.,future_product_target,True,4.0
Brazil,maternal_immunization,Infant-exposure package,High-intensity infant-exposure pathway package,3.0,child_adolescent_0_17y,406.49752478913075,4209801.728867186,463.0459889372213,0.12212278153597667,0.12212278153597667,0.0,593.6216531325177,155.68344398475975,1.413356420109263,374.51615137885886,420.0839084224643,1967.2564904611413,77.86526455109802,0.693269891791481,8.834688594918836,0.12681886838900425,0.0936979841988057,0.4365396393724462,0.3234568430306499,0.11831733261698862,0.15580263221840962,806.8797552773739,0.1295325299231811,0.1315756986381892,0.16922411124463266,Primary Lancet metric generated from model age groups <18 years.,future_product_target,False,6.0
Brazil,next_generation_vaccine,High-transmission-blocking vaccine target,Future child/adolescent high-blocking target,4.0,child_adolescent_0_17y,156.22124776417854,1617870.80795368,463.0459889372213,0.6626226087764284,0.6626226087786777,2.249311847890567e-12,257.7944481757101,79.2084422024956,0.8863937424914646,123.10053433702909,179.95769266608696,601.4684163921004,29.27377983301603,0.43431849484300483,4.329042061808593,0.7129921808414992,0.6117537083236979,0.6466229391660487,0.6557891567769749,0.730434602588506,0.6826203825260845,468.66108626555973,0.49440517324109634,0.5814421503702447,0.6255461699405703,Primary Lancet metric generated from model age groups <18 years.,future_product_target,True,2.0
Brazil,transmission_blocking_vaccine,Transmission-blocking vaccine target,Future child/adolescent transmission-blocking target,4.0,child_adolescent_0_17y,248.4857952505015,2573388.191808943,463.0459889372213,0.4633669199449849,0.4633669199449849,0.0,398.64908525866156,115.76001747925517,1.2551881895795671,214.28218494062048,268.2532881898537,1108.204784844777,47.63832665187472,0.6151168622420052,6.38889924942511,0.5004029597899047,0.4212620601266641,0.4995962942240969,0.49694941414920335,0.5033261014495374,0.48351617128617386,596.5175192849423,0.35647276737231226,0.4321300643614069,0.45498883442744065,Primary Lancet metric generated from model age groups <18 years.,future_product_target,False,3.0
Brazil,combined_strategy,Combined future stress-test profile,Exploratory combined stress test,5.0,child_adolescent_0_17y,32.20695244627713,333544.1812634746,463.0459889372213,0.9304454563569415,0.930445456350094,-6.847522548980578e-12,45.17886565272114,12.2603963157963,0.11755724094730718,29.398869203855636,33.762377938606235,134.00771856193367,6.092690589543041,0.057655424576138835,0.6955825387550391,0.9314567935610105,0.9271600016756539,0.9531336579792616,0.9467208136117921,0.9399405805364797,0.9339444438016008,2.559238849200844,0.9972390753987783,0.937307441484728,0.9336372375772163,Primary Lancet metric generated from model age groups <18 years.,future_product_target,True,1.0
China,current,Current practice,Comparator,0.0,child_adolescent_0_17y,290.46682174168603,12247249.694423398,290.46682174168603,0.0,0.0,0.0,846.5985880813017,268.83750802977886,3.394569462494442,335.1994578336782,200.68731393034977,1342.248047717583,125.3736957156794,1.5435202247944728,13.292436583448879,0.0,0.0,0.0,0.0,0.0,0.0,616.0797582762541,0.0,0.0,0.0,Primary Lancet metric generated from model age groups <18 years.,future_product_target,True,10.0
China,adolescent_booster,Adolescent booster,Adolescent transmission lever,1.0,child_adolescent_0_17y,290.757619901255,12259510.914890945,290.46682174168603,-0.001001140707999948,-0.001001140707999948,0.0,853.318211826147,270.8445314180031,3.417672804639803,337.8501013676275,198.30122981392145,1350.0126589550118,126.01646796019344,1.5540266730977736,13.389702876582966,-0.007907660624181911,0.011889561310069463,-0.006805971461096405,-0.007465563349043913,-0.005784781193592936,-0.005126850917852588,621.4813032949393,-0.008767606733209643,-0.008766195312920333,-0.006529855833028231,Primary Lancet metric generated from model age groups <18 years.,future_product_target,False,11.0
China,higher_child_coverage,Nominal coverage floor,Routine child-immunisation delivery,1.0,child_adolescent_0_17y,292.44486536702516,12330651.970669556,290.46682174168603,-0.006809878021449833,-0.006809877999313985,2.2135848709581296e-11,850.2819293141084,269.9867396584166,3.408888965992231,338.7559546827883,201.10809737633588,1347.087616504586,126.31845390022856,1.5500460468577848,13.35654559686162,-0.010610091365811147,-0.0020967116088623783,-0.004218356502859066,-0.00427481897903359,-0.003605569600652503,-0.007535537469633091,617.9792030459625,-0.0030831150547447894,-0.0030825178536286746,-0.0060177529577361,Primary Lancet metric generated from model age groups <18 years.,future_product_target,False,12.0
China,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Direct infant protection within child-health frame,1.0,child_adolescent_0_17y,284.75920418391786,12006593.578291187,290.46682174168603,0.01964980896456392,0.01964980896456392,0.0,732.6796491727972,199.371537095679,1.9605913788377833,333.5542974700149,201.0936261518406,1335.756123193054,119.86049458110287,0.8922664369275343,10.130274136769897,0.004908004110546038,-0.002024603381125978,0.4224329768208961,0.25839389519421707,0.004836605616368006,0.04397414542238698,614.6142252352342,0.002378804058263073,0.0023786111732652104,0.030315638232215947,Primary Lancet metric generated from model age groups <18 years.,future_product_target,False,9.0
China,targeted_pep_high_risk,Targeted high-risk PEP,Clinical and outbreak management lever,1.0,child_adolescent_0_17y,283.8617009530117,11968751.228781285,290.46682174168603,0.02273967384319142,0.02273967384319142,0.0,819.0441322336272,259.9119328123388,3.2770575973122353,326.38395255668075,197.93141162726835,1311.9093909433427,122.02252563438529,1.4900976384043279,12.857175268362486,0.026299283213504276,0.013732319173593077,0.034617606021899894,0.033200633079380815,0.022602869162399175,0.026729451371158675,601.9254043701552,0.02297487259106945,0.023003315510860767,0.025394856118552855,Primary Lancet metric generated from model age groups <18 years.,future_product_target,False,8.0
China,timeliness_only,Routine timeliness,Routine child-immunisation delivery,1.0,child_adolescent_0_17y,283.00857412676214,11932779.972920187,290.46682174168603,0.02567676256518059,0.02567676256518059,0.0,616.3082056098909,206.244688471801,3.014147015908974,361.57400910564854,183.16700403532232,1322.7480868508594,116.52948178579668,1.3702333338659098,10.292628016690832,-0.078683155693557,0.0873015311901556,0.11206795194438168,0.23282770351530035,0.014527836931172544,0.07054281896897108,596.8636352654139,0.03119096643782182,0.03118927655220638,0.06384420313515116,Primary Lancet metric generated from model age groups <18 years.,future_product_target,True,7.0
China,cocooning_adjunct,Close-contact adult adjunct,Household and close-contact exposure lever,2.0,child_adolescent_0_17y,279.35461690581934,11778714.442325456,290.46682174168603,0.03825636528549492,0.03825636528549492,0.0,764.0004109685467,242.59150677319803,3.0593688857627406,320.3919601772552,199.28792238712947,1297.5190952487824,118.24079940294124,1.391173105391482,12.041066556168497,0.04417518358640593,0.006972993771391378,0.09874612348281098,0.09762775044505168,0.03332390901138926,0.056893084408541794,583.4955492190821,0.05288959514970726,0.052882584246767506,0.0790158249309949,Primary Lancet metric generated from model age groups <18 years.,future_product_target,False,6.0
China,resistance_guided_treatment,Resistance-guided management,Resistance-aware clinical management lever,2.0,child_adolescent_0_17y,210.1747718048462,8861813.872821078,290.46682174168603,0.27642416939530556,0.27642416918664015,-2.08665418277576e-10,532.4804507497729,168.97953363717008,2.122531775364922,226.5990672700894,166.59340064830056,974.487599260917,85.41671871145691,0.9651764162070984,8.40034844575581,0.3239873693129838,0.16988574190811156,0.3747272515727813,0.37144360900825135,0.2739884396188904,0.3187030321751364,455.2773597025594,0.2610090598508832,0.260884525683605,0.29655586354351193,Primary Lancet metric generated from model age groups <18 years.,future_product_target,True,3.0
China,maternal_immunization,Infant-exposure package,High-intensity infant-exposure pathway package,3.0,child_adolescent_0_17y,274.0380124302636,11554545.0100953,290.46682174168603,0.0565600202216302,0.0565600202216302,0.0,661.2667760314787,180.34104840327714,1.778146367425343,318.5833135552091,199.60813287729968,1290.9514417906298,113.19771726119596,0.8092924733360782,9.206249841357263,0.04957091598241503,0.005377424737393444,0.47617911827633774,0.3291819661767944,0.038216934149000514,0.09711748804826126,581.8334192519044,0.05558750873795215,0.05558026778916414,0.10690984712989393,Primary Lancet metric generated from model age groups <18 years.,future_product_target,False,5.0
China,next_generation_vaccine,High-transmission-blocking vaccine target,Future child/adolescent high-blocking target,4.0,child_adolescent_0_17y,22.963153298891143,968218.9202834412,290.46682174168603,0.9209439716343493,0.9209439715494406,-8.490863567800488e-11,96.70247519094544,36.10891796298511,0.5203210056067634,21.385661170479892,17.737702966800327,66.30087782356118,10.384597364745085,0.2364429866634626,1.7176530849767033,0.9362001916537512,0.9116152253903724,0.8467195882490768,0.8656849701497052,0.9506046009845115,0.9171708441980644,51.78648217662825,0.9159419190938545,0.9158510961722752,0.9058154100120215,Primary Lancet metric generated from model age groups <18 years.,future_product_target,True,2.0
China,transmission_blocking_vaccine,Transmission-blocking vaccine target,Future child/adolescent transmission-blocking target,4.0,child_adolescent_0_17y,227.98931657797604,9612946.748953944,290.46682174168603,0.21509343059935304,0.21509343059935304,0.0,568.0451677859514,182.2869311039402,2.313187387154223,237.44965129542183,189.0065003575689,1001.8576556394345,91.36736206661485,1.0518602935412364,9.060936324303155,0.2916168400145065,0.05820404377847899,0.3185623653267359,0.32194383034458796,0.2535972333560479,0.27123977953396683,535.5100517518631,0.13077804544633898,0.13078013828838797,0.2087280827938125,Primary Lancet metric generated from model age groups <18 years.,future_product_target,False,4.0
China,combined_strategy,Combined future stress-test profile,Exploratory combined stress test,5.0,child_adolescent_0_17y,12.869354174197518,542623.7428397929,290.46682174168603,0.9556942369630005,0.9556942369610649,-1.935562821131498e-12,60.465464128710444,21.211506023644077,0.2920073286426991,13.591034721368475,7.9489477682165415,32.66752047426291,6.292355841369413,0.13269839340059708,1.0101327913084275,0.9594538881410493,0.9603913789129641,0.913978096039655,0.9210991570579803,0.9756620838218097,0.9498111959950992,25.708356519049627,0.9582710579799634,0.958174454363653,0.9436547373639036,Primary Lancet metric generated from model age groups <18 years.,future_product_target,True,1.0
Japan,current,Current practice,Comparator,0.0,child_adolescent_0_17y,1046.7973968173212,3664986.2927515097,1046.7973968173212,0.0,0.0,0.0,3399.7287646935456,1071.2939877787337,13.479520749245847,1181.0954713598042,652.1956992589361,4637.194027980651,163.49770030310088,6.773395975560594,58.217377800888265,0.0,0.0,0.0,0.0,0.0,0.0,2255.380583637182,0.0,0.0,0.0,Primary Lancet metric generated from model age groups <18 years.,future_product_target,True,9.0
Japan,adolescent_booster,Adolescent booster,Adolescent transmission lever,1.0,child_adolescent_0_17y,1048.8193203028395,3672065.3339901865,1046.7973968173212,-0.0019315327795672577,-0.0019315327795672577,0.0,3401.789334824694,1072.0311581218693,13.49067487663746,1182.3344800709062,655.0315905564904,4643.300399029002,163.69510666548229,6.779000873896596,58.25903911316253,-0.0010490334560722125,-0.00434822149487224,-0.0008274868855575601,-0.0006881120328356971,-0.0013168245946972856,-0.0012073953668649828,2257.923931744881,-0.001127680246251872,-0.0011331791547291026,-0.0011877691851855943,Primary Lancet metric generated from model age groups <18 years.,future_product_target,False,10.0
Japan,higher_child_coverage,Nominal coverage floor,Routine child-immunisation delivery,1.0,child_adolescent_0_17y,1053.221297158484,3687477.2799828183,1046.7973968173212,-0.0061367179176161635,-0.006136717966937599,-4.9321435824367654e-11,3408.5601276541297,1074.3176454641346,13.522644703932556,1191.884942878964,653.7974356026245,4650.0276878172635,164.4631785882354,6.795115864477781,58.40992882229604,-0.009135139123998215,-0.002455913861114878,-0.0031992200950858862,-0.0028224349597587572,-0.0027675486484115552,-0.005905149071862903,2260.2808111747086,-0.002172683233323758,-0.0021776944817328836,-0.004752853424495163,Primary Lancet metric generated from model age groups <18 years.,future_product_target,False,11.0
Japan,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Direct infant protection within child-health frame,1.0,child_adolescent_0_17y,1015.8173899889907,3556520.890705743,1046.7973968173212,0.029595036176553347,0.029595036176553347,0.0,2884.2572595277516,761.4902479499887,7.111828874862276,1170.5151656567512,652.2527812685291,4595.414961488836,152.1735868821872,3.57735006379722,42.60686678910346,0.00895804437755654,-8.752269612566366e-05,0.47239749785707963,0.2891864822815635,0.00900955759054134,0.06926160677048054,2243.4515890720263,0.005289127118544901,0.005261668871717862,0.04958126679893193,Primary Lancet metric generated from model age groups <18 years.,future_product_target,False,6.0
Japan,targeted_pep_high_risk,Targeted high-risk PEP,Clinical and outbreak management lever,1.0,child_adolescent_0_17y,1022.1788398950783,3578793.2300834665,1046.7973968173212,0.023517976828269727,0.023517976828269727,0.0,3317.67673521468,1043.5615345665296,13.09246633050668,1151.7145979668983,638.7600802597209,4526.985437613886,159.52584363997602,6.578939736281062,56.71690900348705,0.02487595140729315,0.020600594077141765,0.028714257124877185,0.02588687512933663,0.023766223636566663,0.02429304298435031,2207.7054401349683,0.021138403082606838,0.022405221019774824,0.023897584155184615,Primary Lancet metric generated from model age groups <18 years.,future_product_target,False,7.0
Japan,timeliness_only,Routine timeliness,Routine child-immunisation delivery,1.0,child_adolescent_0_17y,972.417267421913,3404570.9006969607,1046.7973968173212,0.07105494303057425,0.07105494303057425,0.0,2295.536035412927,766.3343603959646,11.233013608919121,1167.6750220107917,625.3956273779547,4511.535068018552,139.67867980107386,5.643124914948888,41.943196860285724,0.011362713401415814,0.041092070730623265,0.16666075771600408,0.28466474278455933,0.02709805950733657,0.14568413164399596,2199.444808581926,0.024801036087319095,0.024794334300424326,0.11563204935309568,Primary Lancet metric generated from model age groups <18 years.,future_product_target,True,5.0
Japan,cocooning_adjunct,Close-contact adult adjunct,Household and close-contact exposure lever,2.0,child_adolescent_0_17y,1061.0604746711138,3714923.3542607757,1046.7973968173212,-0.01362544260919818,-0.01362544260919818,0.0,3387.212939065841,1066.9188336608997,13.438780228099864,1201.151860719288,663.2985415052002,4706.458711909811,164.94403665381347,6.753055869566133,58.06174087429245,-0.016981175430615503,-0.0170237900439707,0.0030224013132476024,0.004083990177469965,-0.014936766700380577,-0.008846218616458179,2287.7761805943805,-0.014363694254056147,-0.014080492787476251,0.0011486444331453294,Primary Lancet metric generated from model age groups <18 years.,future_product_target,False,12.0
Japan,resistance_guided_treatment,Resistance-guided management,Resistance-aware clinical management lever,2.0,child_adolescent_0_17y,904.5791608090799,3167060.0593447043,1046.7973968173212,0.13586032640188173,0.1358603262423076,-1.5957413168621315e-10,2670.416626738327,833.3327080416075,10.304129877883854,993.7261141845946,620.6023327761444,4091.025988206922,135.33746213761108,5.178134161948269,45.474626753483584,0.15864031446739768,0.04844154355211694,0.2355714960601466,0.22212509569428007,0.11777985474032648,0.17223629499554494,2022.3151689714714,0.10333751042328554,0.09423343343731116,0.14669923717480982,Primary Lancet metric generated from model age groups <18 years.,future_product_target,True,3.0
