analysis,country,iso3,scenario,replicate,seed,population_size,target_reproduction_number,infant_household_index_probability,setting_matrix_available,setting_decomposition,index_age_group,total_infections,outbreak_20plus,extinction_3_or_fewer,infant_infections,any_infant_infection,infant_home_infections,infant_nonhome_infections,generation_first_infant,max_generation_reached,household_clusters_touched,structural_sensitivity_caveat
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,31,3933258489,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,7,False,False,0,False,0,0,-1,4,4,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,32,285754263,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,adolescent_10_17y,2,False,True,0,False,0,0,-1,1,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,33,2141128209,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,adolescent_10_17y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,34,3807142282,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,adolescent_10_17y,3,False,True,1,True,1,0,1,1,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,35,1274094947,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,adolescent_10_17y,2,False,True,0,False,0,0,-1,1,2,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,36,3415375367,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,adolescent_10_17y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,37,2354716337,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,38,2840754721,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,39,3708185299,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,elderly_65plus,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,40,2437047528,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,33,True,False,1,True,1,0,1,8,18,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,41,3659613834,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,6,False,False,0,False,0,0,-1,4,2,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,42,1198143366,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,43,1973176586,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,44,3250773090,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,adolescent_10_17y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,45,2093244968,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,5,False,False,0,False,0,0,-1,2,2,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,46,3227524257,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,5,False,False,0,False,0,0,-1,2,4,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,47,998189338,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,48,2078830664,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,adolescent_10_17y,27,True,False,0,False,0,0,-1,8,15,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,49,2127424676,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,adolescent_10_17y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,50,3487519727,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,4,False,False,0,False,0,0,-1,2,4,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,51,2735858035,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,52,1505532341,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,elderly_65plus,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,53,2089328394,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,child_1_4y,8,False,False,1,True,1,0,2,5,3,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,54,2819498995,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,adolescent_10_17y,6,False,False,0,False,0,0,-1,2,4,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,55,3685765332,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,child_5_9y,2,False,True,0,False,0,0,-1,1,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,56,3696214030,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,57,2398123839,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,58,4069540585,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,4,False,False,0,False,0,0,-1,1,2,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,59,1971346305,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,28,True,False,0,False,0,0,-1,6,17,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,60,184265194,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,elderly_65plus,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,61,1769711840,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,62,3839829680,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,4,False,False,0,False,0,0,-1,2,2,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,63,744286140,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,4,False,False,0,False,0,0,-1,3,3,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,64,3090048447,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,65,3571855541,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,adolescent_10_17y,15,False,False,0,False,0,0,-1,5,12,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,66,4202950723,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,adolescent_10_17y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,67,622473965,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,2,False,True,0,False,0,0,-1,1,2,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,68,2471901774,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,3,False,True,0,False,0,0,-1,2,2,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,69,4187530034,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,70,472076688,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,71,2156188306,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,child_1_4y,10,False,False,1,True,1,0,1,5,5,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,72,12902240,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,3,False,True,1,True,1,0,1,1,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,73,4060175699,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,elderly_65plus,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,74,950689811,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,10,False,False,1,True,1,0,1,3,6,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,75,2954637814,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,child_1_4y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,76,1604695027,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,3,False,True,0,False,0,0,-1,2,3,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,77,492428597,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,78,4108735784,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,79,2965470107,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,80,2025750453,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,child_5_9y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,81,3311305118,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,29,True,False,0,False,0,0,-1,8,19,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,82,184300938,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,24,True,False,0,False,0,0,-1,8,17,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,83,2511412861,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,84,1765085667,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,85,538177215,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,2,False,True,0,False,0,0,-1,1,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,86,3509473788,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,child_5_9y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,87,2150153052,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,88,2090466252,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,14,False,False,0,False,0,0,-1,8,8,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,89,4103193933,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,90,74852336,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,6,False,False,0,False,0,0,-1,4,6,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,91,151373688,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,4,False,False,0,False,0,0,-1,2,3,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,92,3225541367,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,3,False,True,0,False,0,0,-1,2,2,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,93,3397197959,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,5,False,False,0,False,0,0,-1,2,2,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,94,3396388379,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,2,False,True,0,False,0,0,-1,1,2,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,95,27856268,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,96,2500887874,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,97,3589984071,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,6,False,False,0,False,0,0,-1,2,3,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,98,3553438393,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,99,351712309,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,100,4112945713,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,China,CHN,homogeneous_all_contacts,1,426647346,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,3,False,True,0,False,0,0,-1,2,3,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,China,CHN,homogeneous_all_contacts,2,2192238978,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,child_5_9y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,China,CHN,homogeneous_all_contacts,3,3838333726,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,adolescent_10_17y,38,True,False,0,False,0,0,-1,7,37,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,China,CHN,homogeneous_all_contacts,4,2702072023,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,China,CHN,homogeneous_all_contacts,5,398928886,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,China,CHN,homogeneous_all_contacts,6,467711012,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,adolescent_10_17y,81,True,False,0,False,0,0,-1,8,78,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,China,CHN,homogeneous_all_contacts,7,2125369459,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,China,CHN,homogeneous_all_contacts,8,3100447602,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,China,CHN,homogeneous_all_contacts,9,1910354524,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,adolescent_10_17y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,China,CHN,homogeneous_all_contacts,10,1500452954,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,adolescent_10_17y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,China,CHN,homogeneous_all_contacts,11,3157228121,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,China,CHN,homogeneous_all_contacts,12,3703631623,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,child_1_4y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,China,CHN,homogeneous_all_contacts,13,318585303,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,adolescent_10_17y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,China,CHN,homogeneous_all_contacts,14,2132685521,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,China,CHN,homogeneous_all_contacts,15,3253792952,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,China,CHN,homogeneous_all_contacts,16,504190585,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,young_adult_18_39y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,China,CHN,homogeneous_all_contacts,17,3960386568,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,middle_adult_40_64y,1,False,True,0,False,0,0,-1,0,1,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,China,CHN,homogeneous_all_contacts,18,868031166,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,child_5_9y,2,False,True,0,False,0,0,-1,1,2,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,China,CHN,homogeneous_all_contacts,19,516704309,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,child_5_9y,2,False,True,0,False,0,0,-1,1,2,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
