PEP_coverage_multiplier,VE_inf_baseline,annualized_child_adolescent_cases_per_100k,country,fitness_R,infant_contact_multiplier,infectious_duration_asymptomatic,psa_sample_id,rank,relative_infectiousness_asymptomatic,relative_reduction_under18_cases_vs_current,sample_design,strategy,total_child_adolescent_cases,uncertainty_schema_version,within_10_percent_of_best
1.041564122122637,0.37384808340045833,650.1331824118749,Australia,1.1148573872635588,0.9286581681612347,20.328052437818364,1,1.0,0.09373550908189233,0.13097746600844762,latin_hypercube_inverse_cdf,timeliness_only,909566.0526384882,1,True
1.041564122122637,0.37384808340045833,729.2304654699295,Australia,1.1148573872635588,0.9286581681612347,20.328052437818364,1,2.0,0.09373550908189233,0.025249403875748144,latin_hypercube_inverse_cdf,maternal_immunization,1020226.7689785447,1,False
1.041564122122637,0.37384808340045833,731.5554924861941,Australia,1.1148573872635588,0.9286581681612347,20.328052437818364,1,3.0,0.09373550908189233,0.022141578141240292,latin_hypercube_inverse_cdf,targeted_pep_high_risk,1023479.5877203566,1,False
1.041564122122637,0.37384808340045833,734.280590348726,Australia,1.1148573872635588,0.9286581681612347,20.328052437818364,1,4.0,0.09373550908189233,0.018498983337464026,latin_hypercube_inverse_cdf,pregnancy_tdap_scaleup,1027292.1247345746,1,False
1.041564122122637,0.37384808340045833,742.6959112902839,Australia,1.1148573872635588,0.9286581681612347,20.328052437818364,1,5.0,0.09373550908189233,0.007250359683156904,latin_hypercube_inverse_cdf,cocooning_adjunct,1039065.5435064329,1,False
1.041564122122637,0.37384808340045833,748.1598046157852,Australia,1.1148573872635588,0.9286581681612347,20.328052437818364,1,6.0,0.09373550908189233,-5.313832134290486e-05,latin_hypercube_inverse_cdf,adolescent_booster,1046709.780094745,1,False
1.041564122122637,0.37384808340045833,52.7248795627716,Brazil,1.1148573872635588,0.9286581681612347,20.328052437818364,1,1.0,0.09373550908189233,0.37234624668420513,latin_hypercube_inverse_cdf,timeliness_only,546033.5563772562,1,True
1.041564122122637,0.37384808340045833,59.85776188150416,Brazil,1.1148573872635588,0.9286581681612347,20.328052437818364,1,2.0,0.09373550908189233,0.2874341444947902,latin_hypercube_inverse_cdf,maternal_immunization,619903.6748829085,1,False
1.041564122122637,0.37384808340045833,60.570951346747115,Brazil,1.1148573872635588,0.9286581681612347,20.328052437818364,1,3.0,0.09373550908189233,0.27894410997244445,latin_hypercube_inverse_cdf,cocooning_adjunct,627289.663924656,1,False
1.041564122122637,0.37384808340045833,62.39443219005871,Brazil,1.1148573872635588,0.9286581681612347,20.328052437818364,1,4.0,0.09373550908189233,0.25723681325240066,latin_hypercube_inverse_cdf,adolescent_booster,646174.1402219215,1,False
1.041564122122637,0.37384808340045833,69.45898198195773,Brazil,1.1148573872635588,0.9286581681612347,20.328052437818364,1,5.0,0.09373550908189233,0.17313816375584556,latin_hypercube_inverse_cdf,targeted_pep_high_risk,719336.5875561988,1,False
1.041564122122637,0.37384808340045833,82.64917212130489,Brazil,1.1148573872635588,0.9286581681612347,20.328052437818364,1,6.0,0.09373550908189233,0.016117940634193473,latin_hypercube_inverse_cdf,pregnancy_tdap_scaleup,855937.8751312736,1,False
1.041564122122637,0.37384808340045833,655.700774571372,China,1.1148573872635588,0.9286581681612347,20.328052437818364,1,1.0,0.09373550908189233,0.09868511331477425,latin_hypercube_inverse_cdf,timeliness_only,27646982.393666625,1,True
