country,test_year,interval_id,observed_cases,exposure_days,model_expected_cases,model_point_cases,model_observation_q025,model_observation_median,model_observation_q975,model_log_score,model_95_covered,pomp_expected_cases,pomp_observation_q025,pomp_observation_median,pomp_observation_q975,pomp_log_score,selected_candidate,static_log_source_scale,scale_at_search_boundary,mc_log_likelihood_sd_per_training_interval,future_evidence_used,claim_scope,forecast_mode,stacking_weight_pomp,stacking_weight_seasonal_naive,stacking_weight_ew_recent_rate,stacking_weight_damped_log_trend,point_weight_pomp,point_weight_seasonal_naive,point_weight_ew_recent_rate,point_weight_damped_log_trend,seasonal_naive_expected_cases,seasonal_naive_q025,seasonal_naive_q975,seasonal_naive_log_score,ew_recent_rate_expected_cases,ew_recent_rate_q025,ew_recent_rate_q975,ew_recent_rate_log_score,damped_log_trend_expected_cases,damped_log_trend_q025,damped_log_trend_q975,damped_log_trend_log_score
Australia,2023,2023-01-01_2023-02-01,46.0,31.0,93.24920518626917,44.305398017588445,4.0,45.0,492.25,-4.705824069638734,1.0,153.379379908139,2.0,86.0,695.25,-5.2893353061225685,persistent_ar1__k10,6.66521031346414,False,0.0015677244120966332,False,notification_index_forecast,block,0.47054179994274903,0.1974359892851124,0.14634431987077873,0.1856778909013599,0.11289978778826829,6.394928949171955e-17,0.2660141428110209,0.6210860694007108,41.5,6.0,108.0,-4.353053455968409,42.50352897564536,6.0,110.0,-4.347587275245707,35.89039094778407,5.0,93.0,-4.419941514767464
Australia,2023,2023-02-01_2023-03-01,34.0,28.0,93.85576796960532,40.336078195163225,2.0,41.0,512.875,-4.489528785144565,1.0,156.60993149945187,1.0,79.0,775.875,-5.170319366481489,persistent_ar1__k10,6.66521031346414,False,0.0015677244120966332,False,notification_index_forecast,block,0.47054179994274903,0.1974359892851124,0.14634431987077873,0.1856778909013599,0.11289978778826829,6.394928949171955e-17,0.2660141428110209,0.6210860694007108,43.5,6.0,117.0,-4.15868800384756,38.39028423606677,5.0,103.0,-4.113113630581146,32.08558280119672,4.0,87.0,-4.101456674108947
Australia,2023,2023-03-01_2023-04-01,44.0,31.0,114.6160312794958,45.44655646981126,4.0,50.0,738.125,-4.688955226996208,1.0,196.38184356351292,2.0,105.0,901.25,-5.391285664347233,persistent_ar1__k10,6.66521031346414,False,0.0015677244120966332,False,notification_index_forecast,block,0.47054179994274903,0.1974359892851124,0.14634431987077873,0.1856778909013599,0.11289978778826829,6.394928949171955e-17,0.2660141428110209,0.6210860694007108,47.5,7.0,123.0,-4.303507546538107,42.24117249286641,6.0,110.0,-4.298642177386774,35.815788033279155,5.0,93.0,-4.350827854404588
Australia,2023,2023-04-01_2023-05-01,43.0,30.0,117.28408510607171,44.82072850703183,3.0,41.0,770.375,-4.831948807474641,1.0,213.34170730843599,2.0,109.0,971.0,-5.426794708619949,persistent_ar1__k10,6.66521031346414,False,0.0015677244120966332,False,notification_index_forecast,block,0.47054179994274903,0.1974359892851124,0.14634431987077873,0.1856778909013599,0.11289978778826829,6.394928949171955e-17,0.2660141428110209,0.6210860694007108,22.5,3.0,60.0,-4.88626980754578,40.611177199353826,6.0,107.0,-4.294701862993222,35.073477242665454,5.0,92.0,-4.342255273060957
Australia,2023,2023-05-01_2023-06-01,77.0,31.0,138.5975180623456,47.270515362082364,4.0,46.0,880.5,-5.651048628090917,1.0,250.52639906485354,2.0,131.5,1233.25,-5.778631348245143,persistent_ar1__k10,6.66521031346414,False,0.0015677244120966332,False,notification_index_forecast,block,0.47054179994274903,0.1974359892851124,0.14634431987077873,0.1856778909013599,0.11289978778826829,6.394928949171955e-17,0.2660141428110209,0.6210860694007108,39.5,6.0,103.0,-5.525990394985509,41.71856956787289,6.0,108.0,-5.408543168813665,36.678454359748656,5.0,95.0,-5.70699397956242
Australia,2023,2023-06-01_2023-07-01,92.0,30.0,146.6405201823444,46.55678837916579,4.0,48.0,900.875,-6.14266315628633,1.0,270.09906837264384,2.0,135.0,1289.75,-5.9225661677720485,persistent_ar1__k10,6.66521031346414,False,0.0015677244120966332,False,notification_index_forecast,block,0.47054179994274903,0.1974359892851124,0.14634431987077873,0.1856778909013599,0.11289978778826829,6.394928949171955e-17,0.2660141428110209,0.6210860694007108,35.5,5.0,94.0,-6.532761605858791,40.175549826233684,6.0,106.0,-6.1213759835602515,35.86413665471001,5.0,94.0,-6.495634902790225
Australia,2023,2023-07-01_2023-08-01,96.0,31.0,169.37905919537118,49.09362789511525,5.0,51.5,1034.625,-6.144866401817295,1.0,314.4719284872544,3.0,163.0,1453.625,-5.998860636490473,persistent_ar1__k10,6.66521031346414,False,0.0015677244120966332,False,notification_index_forecast,block,0.47054179994274903,0.1974359892851124,0.14634431987077873,0.1856778909013599,0.11289978778826829,6.394928949171955e-17,0.2660141428110209,0.6210860694007108,42.5,6.0,110.0,-6.141113352073224,41.308048317108764,6.0,107.0,-6.2292835931283035,37.54159484954685,5.0,98.0,-6.55822592153137
Australia,2023,2023-08-01_2023-09-01,158.0,31.0,191.88717171974292,50.06714312737381,5.0,60.0,1200.0,-6.8726652464571965,1.0,352.9491251689907,3.0,183.0,1771.0,-6.357320578229032,persistent_ar1__k10,6.66521031346414,False,0.0015677244120966332,False,notification_index_forecast,block,0.47054179994274903,0.1974359892851124,0.14634431987077873,0.1856778909013599,0.11289978778826829,6.394928949171955e-17,0.2660141428110209,0.6210860694007108,64.5,10.0,166.0,-6.92281537949337,41.12928105603231,6.0,107.0,-9.2048498147075,38.00235487620379,5.0,99.0,-9.771812531539563
Australia,2023,2023-09-01_2023-10-01,273.0,30.0,199.88632526198867,49.189608792741986,4.375,50.0,1360.625,-7.60354575831824,1.0,381.71634581160174,3.0,197.5,1994.375,-6.849805752228812,persistent_ar1__k10,6.66521031346414,False,0.0015677244120966332,False,notification_index_forecast,block,0.47054179994274903,0.1974359892851124,0.14634431987077873,0.1856778909013599,0.11289978778826829,6.394928949171955e-17,0.2660141428110209,0.6210860694007108,38.5,5.0,101.0,-15.902988348560093,39.70987416226681,5.0,104.0,-15.473916643034116,36.94693368724902,5.0,97.0,-16.497168861786
Australia,2023,2023-10-01_2023-11-01,367.0,31.0,225.7217432580159,51.38513589902865,5.0,52.0,1511.75,-7.897087729279429,1.0,434.89875207850656,3.0,222.0,2323.125,-7.143218385645187,persistent_ar1__k10,6.66521031346414,False,0.0015677244120966332,False,notification_index_forecast,block,0.47054179994274903,0.1974359892851124,0.14634431987077873,0.1856778909013599,0.11289978778826829,6.394928949171955e-17,0.2660141428110209,0.6210860694007108,40.5,6.0,105.0,-20.75827982796382,40.98142942288257,6.0,106.0,-20.53148828777751,38.1851853521726,5.0,99.0,-21.931175220170058
