country,test_year,interval_id,observed_cases,exposure_days,model_expected_cases,model_point_cases,model_observation_q025,model_observation_median,model_observation_q975,model_log_score,model_95_covered,pomp_expected_cases,pomp_observation_q025,pomp_observation_median,pomp_observation_q975,pomp_log_score,selected_candidate,static_log_source_scale,scale_at_search_boundary,mc_log_likelihood_sd_per_training_interval,future_evidence_used,claim_scope,forecast_mode,stacking_weight_pomp,stacking_weight_seasonal_naive,stacking_weight_ew_recent_rate,stacking_weight_damped_log_trend,point_weight_pomp,point_weight_seasonal_naive,point_weight_ew_recent_rate,point_weight_damped_log_trend,seasonal_naive_expected_cases,seasonal_naive_q025,seasonal_naive_q975,seasonal_naive_log_score,ew_recent_rate_expected_cases,ew_recent_rate_q025,ew_recent_rate_q975,ew_recent_rate_log_score,damped_log_trend_expected_cases,damped_log_trend_q025,damped_log_trend_q975,damped_log_trend_log_score
Australia,2023,2023-11-01_2023-12-01,635.0,30.0,278.373234829812,220.1502886893177,30.0,277.0,537.0,-9.097495444345475,0.0,347.86678670002016,185.375,336.0,592.0,-8.724351099389711,robust_ar1__k300,6.66521031346414,False,0.011418876120874631,False,notification_index_forecast,prequential,0.6537657192798862,0.019999999999999997,0.020000000000000184,0.3062342807201136,0.4904281802103079,3.867249992665885e-18,0.08916922112341488,0.4204025986662774,36.5,5.0,96.0,-39.09485557186736,82.95238398216188,13.0,216.0,-18.13316667296354,158.57404016119938,25.0,411.0,-10.899127955468275
Australia,2023,2023-12-01_2024-01-01,589.0,31.0,450.3355479601362,345.78245070880047,43.0,453.5,908.625,-6.461132880688963,1.0,568.4322496340875,301.0,545.0,973.625,-6.093865747258923,robust_ar1__k300,6.66521031346414,False,0.011418876120874631,False,notification_index_forecast,prequential,0.6537657192798862,0.019999999999999997,0.020000000000000184,0.3062342807201136,0.4904281802103079,3.867249992665885e-18,0.08916922112341488,0.4204025986662774,36.5,5.0,95.0,-37.12233308702524,107.8667919820424,17.0,277.0,-13.792192306014316,247.6100761752566,41.0,633.0,-8.158513092363677
China,2023,2023-01-01_2023-02-01,883.0,31.0,2119.7254911527775,2136.3152086633067,905.625,1846.0,5370.25,-9.093696737844224,0.0,1911.759912304565,961.375,1821.0,3323.5,-9.179405853828266,robust_ar1__k300,3.4141569463974726,False,0.005478888582893392,False,notification_index_forecast,prequential,0.8634783663505454,0.019999999999999997,0.02000000000000001,0.09652163364945456,0.8466318499584802,1.6203326530995228e-18,1.1188966907746996e-16,0.1533681500415197,2354.5,400.0,6005.0,-8.173445767892453,2062.0482192762383,350.0,5260.0,-7.97140441183575,3943.480714576528,670.0,10057.0,-9.101090973995305
China,2023,2023-02-01_2023-03-01,538.0,28.0,1389.9499775378408,1368.4804997071856,596.75,1195.0,3828.5,-8.947442038569562,0.0,1212.475225964994,625.375,1165.0,2119.25,-9.039548302656996,robust_ar1__k300,3.4141569463974726,False,0.005478888582893392,False,notification_index_forecast,prequential,0.8634783663505454,0.019999999999999997,0.02000000000000001,0.09652163364945456,0.8466318499584802,1.6203326530995228e-18,1.1188966907746996e-16,0.1533681500415197,2576.5,382.0,6817.0,-8.608153596557498,1693.0041026589302,251.0,4480.0,-7.893784395253515,2668.974388306537,396.0,7061.0,-8.672556026188866
China,2023,2023-03-01_2023-04-01,821.0,31.0,1164.3418302578607,1109.1224140337945,413.375,1003.5,3583.625,-6.837754675890679,1.0,985.8228527074955,425.375,958.0,1730.25,-6.7310006703971474,robust_ar1__k300,3.4141569463974726,False,0.005478888582893392,False,notification_index_forecast,prequential,0.8634783663505454,0.019999999999999997,0.02000000000000001,0.09652163364945456,0.8466318499584802,1.6203326530995228e-18,1.1188966907746996e-16,0.1533681500415197,3747.5,637.0,9557.0,-9.071469259163404,1650.7337879394363,280.0,4211.0,-7.693842819119056,2125.3312897416813,361.0,5421.0,-8.054020373857604
China,2023,2023-04-01_2023-05-01,1074.0,30.0,1146.5359837712735,1107.1990349993202,495.75,1014.5,2854.25,-6.823529566280432,1.0,1025.6206640619407,528.0,988.0,1751.625,-6.730842116218173,robust_ar1__k300,3.4141569463974726,False,0.005478888582893392,False,notification_index_forecast,prequential,0.8634783663505454,0.019999999999999997,0.02000000000000001,0.09652163364945456,0.8466318499584802,1.6203326530995228e-18,1.1188966907746996e-16,0.1533681500415197,3415.5,556.0,8813.0,-8.642169171297368,1479.1107689937828,240.0,3818.0,-7.595493567678101,1689.1810335905272,275.0,4360.0,-7.70006048132819
China,2023,2023-05-01_2023-06-01,1334.0,31.0,1404.3652609273904,1359.7823112409305,598.375,1290.0,3162.5,-6.9400106333069695,1.0,1322.5833391901815,722.375,1273.0,2257.25,-6.851906434319424,robust_ar1__k300,3.4141569463974726,False,0.005478888582893392,False,notification_index_forecast,prequential,0.8634783663505454,0.019999999999999997,0.02000000000000001,0.09652163364945456,0.8466318499584802,1.6203326530995228e-18,1.1188966907746996e-16,0.1533681500415197,3991.5,678.0,10179.0,-8.775394434122425,1477.4669898420625,250.0,3769.0,-7.693904066385258,1584.762029616003,269.0,4043.0,-7.716719426652604
China,2023,2023-06-01_2023-07-01,1512.0,30.0,1653.1576321390498,1596.007500178902,631.375,1548.0,3221.625,-7.050979992258899,1.0,1619.5616771886034,886.5,1568.0,2678.875,-6.963210496100251,robust_ar1__k300,3.4141569463974726,False,0.005478888582893392,False,notification_index_forecast,prequential,0.8634783663505454,0.019999999999999997,0.02000000000000001,0.09652163364945456,0.8466318499584802,1.6203326530995228e-18,1.1188966907746996e-16,0.1533681500415197,4213.5,687.0,10872.0,-8.768339587839758,1417.5159829130089,230.0,3659.0,-7.828898923734327,1472.0103243800381,239.0,3799.0,-7.824557359860407
China,2023,2023-07-01_2023-08-01,2767.0,31.0,1946.662974890993,1878.68585318738,728.375,1836.0,3734.0,-8.605518104095497,1.0,1952.1298889613756,1052.75,1860.0,3267.625,-8.56392098604516,robust_ar1__k300,3.4141569463974726,False,0.005478888582893392,False,notification_index_forecast,prequential,0.8634783663505454,0.019999999999999997,0.02000000000000001,0.09652163364945456,0.8466318499584802,1.6203326530995228e-18,1.1188966907746996e-16,0.1533681500415197,4234.5,719.0,10799.0,-8.611041774029909,1480.7817067855303,251.0,3778.0,-9.029083436468376,1520.233421076906,258.0,3878.0,-8.972655838184073
China,2023,2023-08-01_2023-09-01,4793.0,31.0,2690.1207810311566,2571.072617145778,816.0,2598.0,5098.375,-10.298178167958017,1.0,2760.2699581357133,1492.375,2635.0,4779.625,-10.300193465820282,robust_ar1__k300,3.4141569463974726,False,0.005478888582893392,False,notification_index_forecast,prequential,0.8634783663505454,0.019999999999999997,0.02000000000000001,0.09652163364945456,0.8466318499584802,1.6203326530995228e-18,1.1188966907746996e-16,0.1533681500415197,5355.5,910.0,13657.0,-8.97447603913353,1594.6532468842306,270.0,4068.0,-11.261442758051977,1737.2719007735725,295.0,4432.0,-10.851904084627618
China,2023,2023-09-01_2023-10-01,4517.0,30.0,4049.6135202491805,3879.5715213395133,895.375,3967.5,7138.25,-8.282395968016464,1.0,4320.860584834246,2219.0,4109.5,7463.875,-8.169576849960725,robust_ar1__k300,3.4141569463974726,False,0.005478888582893392,False,notification_index_forecast,prequential,0.8634783663505454,0.019999999999999997,0.02000000000000001,0.09652163364945456,0.8466318499584802,1.6203326530995228e-18,1.1188966907746996e-16,0.1533681500415197,3849.5,627.0,9933.0,-8.950770344395837,1753.247218931369,285.0,4525.0,-10.4682240622529,2140.33817123011,348.0,5524.0,-9.812491017029998
China,2023,2023-10-01_2023-11-01,4430.0,31.0,4887.327633526009,4738.806349923773,1172.75,4845.0,8895.0,-8.265307096089687,1.0,5253.236326044734,2751.0,5047.0,9212.25,-8.166087770301766,robust_ar1__k300,3.4141569463974726,False,0.005478888582893392,False,notification_index_forecast,prequential,0.8634783663505454,0.019999999999999997,0.02000000000000001,0.09652163364945456,0.8466318499584802,1.6203326530995228e-18,1.1188966907746996e-16,0.1533681500415197,2594.5,440.0,6617.0,-9.319376826569183,2022.139701828479,343.0,5158.0,-9.914664661908285,2682.7034399707777,455.0,6842.0,-9.261613388471302
China,2023,2023-11-01_2023-12-01,6410.0,30.0,4955.5467708085625,4860.681703903645,1251.375,4879.0,8705.25,-8.86799804858779,1.0,5303.625535652807,2851.375,5079.0,9023.125,-8.750288762102812,robust_ar1__k300,3.4141569463974726,False,0.005478888582893392,False,notification_index_forecast,prequential,0.8634783663505454,0.019999999999999997,0.02000000000000001,0.09652163364945456,0.8466318499584802,1.6203326530995228e-18,1.1188966907746996e-16,0.1533681500415197,2160.5,352.0,5576.0,-11.43254878952309,2144.341228903957,349.0,5534.0,-11.469098948698335,3003.306326359497,489.0,7750.0,-10.193784604461317
China,2023,2023-12-01_2024-01-01,9126.0,31.0,6223.367431933215,6144.7369948915975,1168.625,6162.0,11200.25,-9.694687766420945,1.0,6689.301496285643,3483.75,6416.5,11304.375,-9.578030013973121,robust_ar1__k300,3.4141569463974726,False,0.005478888582893392,False,notification_index_forecast,prequential,0.8634783663505454,0.019999999999999997,0.02000000000000001,0.09652163364945456,0.8466318499584802,1.6203326530995228e-18,1.1188966907746996e-16,0.1533681500415197,1293.5,219.0,3300.0,-20.03366967270702,2514.236648574096,427.0,6413.0,-13.014196254518739,3845.20606303315,653.0,9806.0,-10.898702399160435
United_Kingdom,2023,2023-01-02_2023-01-09,9.0,7.0,19.54918909906322,13.032002664651227,0.0,19.0,39.0,-4.258817335468402,1.0,22.05606715935765,9.0,21.0,39.0,-4.469165948053808,jump_ar1__k1000,0.3963709510755092,False,0.024760258094882862,False,notification_index_forecast,prequential,0.8340259088683268,0.02000000000000001,0.049452457482218604,0.09652163364945456,0.541152794324208,0.0542927715139878,0.2511862841202868,0.15336815004151735,10.5,0.0,51.0,-3.5660340177003538,6.352512389441684,0.0,31.0,-3.596266192135437,6.524032672943984,0.0,32.0,-3.590668699920327
United_Kingdom,2023,2023-01-09_2023-01-16,12.0,7.0,17.398116077777086,12.109126279706016,0.0,17.0,35.0,-3.3327763069408785,1.0,19.499572429901455,7.0,19.0,36.0,-3.245350748282016,jump_ar1__k1000,0.3963709510755092,False,0.024760258094882862,False,notification_index_forecast,prequential,0.8340259088683268,0.02000000000000001,0.049452457482218604,0.09652163364945456,0.541152794324208,0.0542927715139878,0.2511862841202868,0.15336815004151735,8.5,0.0,41.0,-3.876053811258152,6.4173275008744355,0.0,31.0,-3.970393680488043,6.7095304908564595,0.0,33.0,-3.9508826027970043
United_Kingdom,2023,2023-01-16_2023-01-23,6.0,7.0,16.55291819502372,11.794138809427974,0.0,16.0,34.0,-4.137954772358367,1.0,18.46878953947475,6.0,18.0,34.0,-4.526629046819585,jump_ar1__k1000,0.3963709510755092,False,0.024760258094882862,False,notification_index_forecast,prequential,0.8340259088683268,0.02000000000000001,0.049452457482218604,0.09652163364945456,0.541152794324208,0.0542927715139878,0.2511862841202868,0.15336815004151735,7.5,0.0,36.0,-3.182166339488193,6.529983934289281,0.0,32.0,-3.171713604802922,7.009262433875706,0.0,34.0,-3.1759539131869006
United_Kingdom,2023,2023-01-23_2023-01-30,13.0,7.0,12.890939408894072,10.24934458618883,0.0,12.0,29.0,-2.906723175107392,1.0,14.029566397478357,3.375,13.0,29.0,-2.779972736799384,jump_ar1__k1000,0.3963709510755092,False,0.024760258094882862,False,notification_index_forecast,prequential,0.8340259088683268,0.02000000000000001,0.049452457482218604,0.09652163364945456,0.541152794324208,0.0542927715139878,0.2511862841202868,0.15336815004151735,9.5,0.0,46.0,-3.9478622907640064,6.5218369680306285,0.0,32.0,-4.0808306145559206,7.018081358851718,0.0,34.0,-4.045004755469343
United_Kingdom,2023,2023-01-30_2023-02-06,15.0,7.0,13.362489688409383,10.883326330441967,0.0,13.0,30.0,-2.96429875870542,1.0,14.333179101806014,4.0,13.0,29.0,-2.8306899525748097,jump_ar1__k1000,0.3963709510755092,False,0.024760258094882862,False,notification_index_forecast,prequential,0.8340259088683268,0.02000000000000001,0.049452457482218604,0.09652163364945456,0.541152794324208,0.0542927715139878,0.2511862841202868,0.15336815004151735,18.5,0.0,88.0,-4.069637101619599,6.6473561263934515,0.0,32.0,-4.296496859663567,7.350879155447105,0.0,36.0,-4.235217610494602
United_Kingdom,2023,2023-02-06_2023-02-13,21.0,7.0,13.73294350161319,10.608160306940498,0.0,14.0,30.0,-3.5516387078882183,1.0,15.034091135682907,5.0,14.0,29.0,-3.416155347911049,jump_ar1__k1000,0.3963709510755092,False,0.024760258094882862,False,notification_index_forecast,prequential,0.8340259088683268,0.02000000000000001,0.049452457482218604,0.09652163364945456,0.541152794324208,0.0542927715139878,0.2511862841202868,0.15336815004151735,5.5,0.0,27.0,-5.181349482195596,6.797479047057447,0.0,33.0,-4.909804913825141,7.749246529763284,0.0,38.0,-4.777497755996674
United_Kingdom,2023,2023-02-13_2023-02-20,14.0,7.0,15.84873740903809,12.313829021641467,0.0,16.0,33.0,-2.896505484040943,1.0,17.252731348764392,6.0,17.0,32.0,-2.7666401238570835,jump_ar1__k1000,0.3963709510755092,False,0.024760258094882862,False,notification_index_forecast,prequential,0.8340259088683268,0.02000000000000001,0.049452457482218604,0.09652163364945456,0.541152794324208,0.0542927715139878,0.2511862841202868,0.15336815004151735,15.5,0.0,74.0,-3.9933407390366407,7.008913120857067,0.0,34.0,-4.155269524101316,8.318388914075147,0.0,40.0,-4.078760629873329
United_Kingdom,2023,2023-02-20_2023-02-27,13.0,7.0,15.51330033186053,12.002385351739527,0.0,16.0,32.0,-2.893512658431043,1.0,16.943970296424997,7.0,16.0,31.0,-2.7692915202140442,jump_ar1__k1000,0.3963709510755092,False,0.024760258094882862,False,notification_index_forecast,prequential,0.8340259088683268,0.02000000000000001,0.049452457482218604,0.09652163364945456,0.541152794324208,0.0542927715139878,0.2511862841202868,0.15336815004151735,9.5,0.0,46.0,-3.9478622907640064,7.143116186484846,0.0,35.0,-4.037153172536556,8.685570522860571,0.0,42.0,-3.968777747347783
United_Kingdom,2023,2023-02-27_2023-03-06,10.0,7.0,15.130120195838296,11.786895223933268,0.0,15.0,32.0,-3.1522106854258696,1.0,16.487969337554638,6.0,16.0,30.0,-3.0742043354222526,jump_ar1__k1000,0.3963709510755092,False,0.024760258094882862,False,notification_index_forecast,prequential,0.8340259088683268,0.02000000000000001,0.049452457482218604,0.09652163364945456,0.541152794324208,0.0542927715139878,0.2511862841202868,0.15336815004151735,7.5,0.0,36.0,-3.686673024827044,7.262252976357409,0.0,35.0,-3.6927733658161865,9.009279000715182,0.0,44.0,-3.665193962908999
United_Kingdom,2023,2023-03-06_2023-03-13,12.0,7.0,15.458472275677748,12.391469569875774,0.0,14.0,32.0,-2.8487085948018933,1.0,16.66521201669866,6.0,15.0,30.0,-2.7284110805719752,jump_ar1__k1000,0.3963709510755092,False,0.024760258094882862,False,notification_index_forecast,prequential,0.8340259088683268,0.02000000000000001,0.049452457482218604,0.09652163364945456,0.541152794324208,0.0542927715139878,0.2511862841202868,0.15336815004151735,15.5,0.0,74.0,-3.856423004094424,7.328836784537489,0.0,36.0,-3.9174918874685973,9.187833379474059,0.0,44.0,-3.861007432326759
United_Kingdom,2023,2023-03-13_2023-03-20,12.0,7.0,14.737873543532876,11.851243572503657,0.0,14.0,31.0,-2.8236983253556396,1.0,15.90752569467422,6.0,15.0,29.0,-2.7020939115439297,jump_ar1__k1000,0.3963709510755092,False,0.024760258094882862,False,notification_index_forecast,prequential,0.8340259088683268,0.02000000000000001,0.049452457482218604,0.09652163364945456,0.541152794324208,0.0542927715139878,0.2511862841202868,0.15336815004151735,9.5,0.0,46.0,-3.8558591200702512,7.430027296417297,0.0,36.0,-3.9129117014735413,9.460592663967084,0.0,46.0,-3.8564580221152425
United_Kingdom,2023,2023-03-20_2023-03-27,12.0,7.0,14.51576540062755,11.686613873958688,0.0,14.0,31.0,-2.810190327485375,1.0,15.652775681599373,6.0,15.0,29.0,-2.6875766485122696,jump_ar1__k1000,0.3963709510755092,False,0.024760258094882862,False,notification_index_forecast,prequential,0.8340259088683268,0.02000000000000001,0.049452457482218604,0.09652163364945456,0.541152794324208,0.0542927715139878,0.2511862841202868,0.15336815004151735,7.5,0.0,36.0,-3.9098716821966373,7.530945908929485,0.0,37.0,-3.908559381164113,9.72342798833958,0.0,47.0,-3.8527241240577563
United_Kingdom,2023,2023-03-27_2023-04-03,22.0,7.0,14.224152246520719,11.7339751368529,0.0,14.0,30.0,-3.672996241068423,1.0,15.220285368438892,5.0,14.0,28.0,-3.551020623190386,jump_ar1__k1000,0.3963709510755092,False,0.024760258094882862,False,notification_index_forecast,prequential,0.8340259088683268,0.02000000000000001,0.049452457482218604,0.09652163364945456,0.541152794324208,0.0542927715139878,0.2511862841202868,0.15336815004151735,9.5,0.0,46.0,-4.69649350568282,7.63227302742997,0.0,37.0,-4.883718905830081,9.97294818887424,0.0,48.0,-4.663248979760722
United_Kingdom,2023,2023-04-03_2023-04-10,10.0,7.0,16.01894159830037,12.726458058645806,0.0,15.0,33.0,-3.22262347681435,1.0,17.311444999714496,7.0,16.0,31.0,-3.153469365518852,jump_ar1__k1000,0.3963709510755092,False,0.024760258094882862,False,notification_index_forecast,prequential,0.8340259088683268,0.02000000000000001,0.049452457482218604,0.09652163364945456,0.541152794324208,0.0542927715139878,0.2511862841202868,0.15336815004151735,8.5,0.0,41.0,-3.6696793388809015,7.857558406099629,0.0,38.0,-3.679131159065247,10.590085734665987,0.0,51.0,-3.663019895345141
United_Kingdom,2023,2023-04-10_2023-04-17,8.0,7.0,15.64009654739155,12.084723743144014,0.0,15.0,32.0,-3.481368369955368,1.0,16.960475047374977,6.0,16.0,30.0,-3.4808710766131608,jump_ar1__k1000,0.3963709510755092,False,0.024760258094882862,False,notification_index_forecast,prequential,0.8340259088683268,0.02000000000000001,0.049452457482218604,0.09652163364945456,0.541152794324208,0.0542927715139878,0.2511862841202868,0.15336815004151735,3.5,0.0,18.0,-3.679776784430733,7.916518066473059,0.0,38.0,-3.446022657451828,10.703607253775692,0.0,52.0,-3.466914386186345
United_Kingdom,2023,2023-04-17_2023-04-24,10.0,7.0,14.191473777749717,11.510033694247713,0.0,14.0,29.625,-2.9276165164023578,1.0,15.202485965313619,6.0,14.0,29.0,-2.826573674482386,jump_ar1__k1000,0.3963709510755092,False,0.024760258094882862,False,notification_index_forecast,prequential,0.8340259088683268,0.02000000000000001,0.049452457482218604,0.09652163364945456,0.541152794324208,0.0542927715139878,0.2511862841202868,0.15336815004151735,4.5,0.0,22.0,-3.8833969307090723,7.928761674684024,0.0,38.0,-3.677840649899205,10.672320959757267,0.0,51.0,-3.663270368313986
United_Kingdom,2023,2023-04-24_2023-05-01,12.0,7.0,13.530658477834974,11.305989257286726,0.0,13.0,29.0,-2.730993151427253,1.0,14.370617984330572,5.0,14.0,28.0,-2.6035085211968587,jump_ar1__k1000,0.3963709510755092,False,0.024760258094882862,False,notification_index_forecast,prequential,0.8340259088683268,0.02000000000000001,0.049452457482218604,0.09652163364945456,0.541152794324208,0.0542927715139878,0.2511862841202868,0.15336815004151735,5.5,0.0,27.0,-4.052991491114515,7.987250458882849,0.0,39.0,-3.8913218289710794,10.77687508392362,0.0,52.0,-3.8430521134962756
United_Kingdom,2023,2023-05-01_2023-05-08,22.0,7.0,13.699279939266356,11.91507567835239,0.0,13.0,32.0,-3.872157567932058,1.0,14.349655175018519,5.0,14.0,27.0,-3.76964782182812,jump_ar1__k1000,0.3963709510755092,False,0.024760258094882862,False,notification_index_forecast,prequential,0.8340259088683268,0.02000000000000001,0.049452457482218604,0.09652163364945456,0.541152794324208,0.0542927715139878,0.2511862841202868,0.15336815004151735,13.5,0.0,65.0,-4.513546669767884,8.081468809760104,0.0,39.0,-4.8285231156925335,10.999060077262865,0.0,53.0,-4.60446511974311
United_Kingdom,2023,2023-05-08_2023-05-15,20.0,7.0,15.584801492522814,12.436018342682623,0.0,15.0,31.0,-3.235911222405818,1.0,16.74342712261538,6.0,16.0,30.0,-3.0989750833989254,jump_ar1__k1000,0.3963709510755092,False,0.024760258094882862,False,notification_index_forecast,prequential,0.8340259088683268,0.02000000000000001,0.049452457482218604,0.09652163364945456,0.541152794324208,0.0542927715139878,0.2511862841202868,0.15336815004151735,4.5,0.0,22.0,-5.374342940609111,8.312133238336829,0.0,40.0,-4.629331700727599,11.596302415710978,0.0,56.0,-4.440295607965185
United_Kingdom,2023,2023-05-15_2023-05-22,21.0,7.0,16.269315299373993,13.516461363329512,0.0,16.0,35.0,-3.2420146776437777,1.0,17.29787693821334,7.0,17.0,32.0,-3.10663300002623,jump_ar1__k1000,0.3963709510755092,False,0.024760258094882862,False,notification_index_forecast,prequential,0.8340259088683268,0.02000000000000001,0.049452457482218604,0.09652163364945456,0.541152794324208,0.0542927715139878,0.2511862841202868,0.15336815004151735,12.5,0.0,60.0,-4.478472194033143,8.519802144947564,0.0,41.0,-4.696801647254606,12.133161933535357,0.0,58.0,-4.490011754296621
