country,test_year,selected_candidate,training_intervals,holdout_intervals,observed_cases,model_expected_cases,model_point_cases,model_absolute_log1p_error,model_log_score,pomp_expected_cases,pomp_absolute_log1p_error,pomp_log_score,model_interval_95_coverage,model_mean_predictive_log1p_width,model_annual_q025,model_annual_median,model_annual_q975,model_annual_95_covered,model_annual_predictive_log1p_width,annual_prediction_scope,static_log_source_scale,scale_at_search_boundary,mc_log_likelihood_sd_per_training_interval,future_evidence_used,forecast_mode,stacking_weight_pomp,stacking_weight_seasonal_naive,stacking_weight_ew_recent_rate,stacking_weight_damped_log_trend,point_weight_pomp,point_weight_seasonal_naive,point_weight_ew_recent_rate,point_weight_damped_log_trend,seasonal_naive_expected_cases,seasonal_naive_absolute_log1p_error,seasonal_naive_log_score,seasonal_naive_mean_log_score_per_interval,model_log_score_delta_vs_seasonal_naive,model_log1p_error_delta_vs_seasonal_naive,ew_recent_rate_expected_cases,ew_recent_rate_absolute_log1p_error,ew_recent_rate_log_score,ew_recent_rate_mean_log_score_per_interval,model_log_score_delta_vs_ew_recent_rate,model_log1p_error_delta_vs_ew_recent_rate,damped_log_trend_expected_cases,damped_log_trend_absolute_log1p_error,damped_log_trend_log_score,damped_log_trend_mean_log_score_per_interval,model_log_score_delta_vs_damped_log_trend,model_log1p_error_delta_vs_damped_log_trend,model_mean_log_score_per_interval
Thailand,2024,jump_ar1__k30,192,12,1284.0,1302.9698519216936,622.891168475253,0.7225380536657839,-69.70153580396443,1971.2048111928334,0.4283933920714764,-65.5837155547546,1.0,5.713728337459659,65.0,1390.0,3384.625,True,3.9376390643857384,joint_one_year_block_forecast,-4.276967752784598,False,0.000793080614860952,False,block,0.6137484544068246,0.067079392034324,0.2625692609559423,0.056602892602909176,0.4168751469544466,0.34756410191293163,2.0240968754926694e-17,0.23556075113262182,404.05357142857144,1.15449466383809,-885.3341583942037,-73.7778465328503,815.6326225902392,0.431956610172306,87.49298787832112,2.6755906814678587,-353.2523048741217,-29.437692072843475,283.5507690701573,1.9530526278020748,760.9029621185466,0.522694796053023,-97.54188047221795,-8.128490039351496,27.840344668253522,-0.1998432576127609,-5.808461316997036
Australia,2025,jump_ar1__k100,120,12,24946.0,140629.1689120457,163924.8210335484,1.8826604402426792,-121.98925077764798,145315.92278980068,1.762163457234326,-128.7894541289261,0.9166666666666666,3.6958491079492286,37724.75,124072.0,338943.5,False,2.195493491991231,joint_one_year_block_forecast,6.736215878316579,False,0.0025866325576844023,False,block,0.7764876406971385,0.13129467347924548,0.020000000000000004,0.07221768582361604,0.8072442917704203,7.58628134969932e-14,4.076440560914614e-14,0.19275570822946303,57231.39655172414,0.830366536851729,-121.19411365223439,-10.099509471019532,-0.7951371254135893,-1.0522939033909502,27135.526870531474,0.0841271008585629,-99.91525428130208,-8.326271190108507,-22.0739964963459,-1.7985333393841163,273288.4969069634,2.3937780870716487,-142.8527608425881,-11.904396736882342,20.86351006494013,0.5111176468289695,-10.165770898137332
China,2025,jump_ar1__k30,120,12,35679.0,716679.8217380621,666347.3201757923,2.9272222293769943,-143.49432948598474,761094.0195109276,3.0601679037363265,-145.49867727711865,0.3333333333333333,3.8509849680014305,288016.0,625367.0,1959929.5,False,1.9176447862405457,joint_one_year_block_forecast,4.568270072581353,False,0.004870694341783782,False,block,0.8877823141764006,0.019999999999994474,0.01999999999999448,0.07221768582361046,0.8183248293014924,1.178527761491743e-16,1.4751498073369144e-17,0.1816751706985074,493737.1551724138,2.6274150186915453,-145.252743307713,-12.10439527564275,1.7584138217282543,-0.299807210685449,170528.5604319745,1.5643183489516534,-128.47723515742874,-10.70643626311906,-15.017094328555999,-1.3629038804253408,383682.9879376871,2.3752289579893144,-149.20456451822037,-12.433713709851697,5.71023503223563,-0.5519932713876798,-11.957860790498728
United_Kingdom,2025,jump_ar1__k100,522,12,1140.0,4470.62465629325,4925.029341176867,1.4626281851906127,-73.4121263102931,3919.679087046525,1.2343598044101851,-72.83797228661359,1.0,4.6757996971759495,2178.0,3911.0,11222.25,False,1.639121463507399,joint_one_year_block_forecast,4.482020162372812,False,0.005411662158211921,False,block,0.8275854339642515,0.02,0.02000000000000001,0.13241456603574847,0.6830309797665688,0.0,6.348527566287033e-21,0.3169690202334312,5611.0,1.5930020913602752,-75.83747055215862,-6.319789212679885,2.425344241865517,0.1303739061696625,2412.360660129584,0.7491151700435843,-71.98169185279117,-5.998474321065931,-1.4304344575019314,-0.7135130151470284,8052.649770787215,1.9542203054768263,-78.00554881770083,-6.500462401475069,4.593422507407723,0.4915921202862137,-6.117677192524425
Japan,2025,jump_ar1__k100,522,50,74918.0,9458.14960487025,9671.315418877877,2.047139805588806,-533.091815952762,9811.739258691896,2.0327260640533975,-530.3976388761282,0.4,5.181824939445517,2574.625,9341.0,14574.375,False,1.7332412377826198,joint_one_year_block_forecast,4.1366021770242405,False,0.0009206817090717928,False,block,0.7816194135231833,0.02,0.02,0.17838058647681665,0.6366496426431508,2.552611768724434e-17,4.731556189631081e-17,0.36335035735684906,3083.0,3.1901800742149824,-1551.4109426335478,-31.028218852670957,1018.3191266807859,1.1430402686261765,2087.92156212753,3.5797595960946778,-1318.7433110280842,-26.374866220561685,785.6514950753223,1.5326197905058718,9449.93691242085,2.0702936491533546,-573.1643293881954,-11.463286587763907,40.07251343543339,0.023153843564548637,-10.66183631905524
New_Zealand,2025,jump_ar1__k100,120,12,2710.0,7509.111720928993,7639.4451140578,1.0361382919671236,-83.47681450912806,7832.485168866147,1.0610899450371303,-83.76046066319665,1.0,3.599076606242287,1194.0,6832.0,22057.75,True,2.915563163191832,joint_one_year_block_forecast,1.9339761281744157,False,0.02523724088330696,False,block,0.8877823141763859,0.019999999999999407,0.019999999999999407,0.0722176858236154,0.809639393951703,5.2631509346407296e-17,2.9051708526664645e-17,0.1903606060482968,1761.3275862068965,0.43068214302597685,-201.69081811516133,-16.807568176263445,118.21400360603327,-0.6054561489411467,808.9525966539527,1.2080971261941391,-106.38167073482914,-8.865139227902429,22.90485622570108,0.17195883422701552,6981.175075797073,0.9460429131594505,-82.76909653799268,-6.89742471149939,-0.7077179711353807,-0.09009537880767304,-6.956401209094005
Sweden,2025,jump_ar1__k30,120,12,783.0,8014.815098849962,8182.7882379194425,2.345501411814255,-84.30746750938029,7571.2994465871725,2.2678430377614633,-84.92050971740633,0.5833333333333334,3.7942598125920397,2444.5,7473.0,15952.375,False,1.8754208045958034,joint_one_year_block_forecast,4.0222042493858785,False,0.011434074426584012,False,block,0.7840385948339137,0.02,0.02000000000000001,0.17596140516608622,0.8097797615281148,2.9010234424768796e-13,5.2803221932562724e-14,0.19022023847154207,2550.0172413793102,1.1798384564433233,-84.87181202469401,-7.072651002057834,0.5643445153137208,-1.165662955370932,1141.6366221862995,0.3766846770509398,-60.76696099676368,-5.063913416396973,-23.54050651261661,-1.9688167347633154,11393.3566313441,2.6764644591249818,-109.47707164584578,-9.123089303820482,25.169604136465495,0.33096304731072657,-7.025622292448357
United_States,2025,jump_ar1__k100,519,51,8889.0,29665.77500474312,31402.40967725306,1.2619894259406461,-333.4212628487217,30358.59778416936,1.228185654698093,-332.6026579118051,1.0,4.664521643655063,10162.875,29399.0,46713.25,False,1.5252094902411137,joint_one_year_block_forecast,2.959982057037948,False,0.0022145847260391796,False,block,0.8877823141763836,0.02,0.020000000000000323,0.07221768582361598,0.47452851966753024,2.0938868539016333e-11,2.287183004195815e-11,0.525471480288659,10958.5,0.2092796105154573,-339.84073276297323,-6.663543779666142,6.419469914251522,-1.0527098154251888,7739.488757000778,0.13846221701853345,-330.7629830184219,-6.485548686635723,-2.6582798302998185,-1.1235272089221127,32401.883374362988,1.2933203623487213,-346.8529936716406,-6.801039091600797,13.431730822918894,0.03133093640807516,-6.537671820563171
Brazil,2025,jump_ar1__k10,120,12,2694.0,25964.02696301692,11852.014657142341,1.48118403231223,-90.00515460199964,25821.21514501292,2.2598369692061677,-87.72285423404745,0.9166666666666666,5.796675307754538,5720.25,25077.5,57848.125,False,2.3136510152154663,joint_one_year_block_forecast,2.4757593029647014,False,0.005965904238079527,False,block,0.6541890657252281,0.05387090505205796,0.020000000000000007,0.271940029222714,0.44568033886283803,8.395982262822297e-19,0.3726444904386545,0.1816751706985074,7754.258620689655,1.056972940607631,-208.46706563437968,-17.37225546953164,118.46191103238004,-0.42421109170459914,2958.625573474438,0.09366456052596028,-79.69599418877326,-6.641332849064438,-10.30916041322638,-1.3875194717862698,31606.854403173435,2.4620074424091687,-124.3402151402276,-10.361684595018966,34.335060538227964,0.9808234100969386,-7.500429550166636
Thailand,2025,jump_ar1__k100,204,12,251.0,464.6560764754083,468.9667987446802,0.623232963728725,-45.46843249890857,387.4732180002952,0.43279514298384214,-44.47452716539219,1.0,3.223581207595256,247.0,367.0,1319.875,True,1.6726209285962126,joint_one_year_block_forecast,-3.464271481298369,False,0.018882265192932332,False,block,0.8811890382992809,0.026593275877103084,0.019999999999999997,0.07221768582361598,0.8183248293014908,1.801510329801908e-15,6.348527566287033e-21,0.1816751706985074,1281.9827586206898,1.6275138386824208,-62.908008491018236,-5.242334040918187,17.439575992109667,1.0042808749536958,441.3185050239467,0.5626011346607314,-48.79639816689612,-4.06636651390801,3.3279656679875487,-0.06063182906799369,1111.921989094988,1.4853151706472678,-65.3862515950753,-5.448854299589608,19.917819096166724,0.8620822069185428,-3.7890360415757143
Australia,2026,jump_ar1__k10,132,5,3285.0,23835.75501351757,20007.052128358,1.8064637793325975,-41.47195451407612,26280.956307779106,2.0792116121660236,-41.71007237876751,1.0,5.967200426246772,5133.5,18085.5,70942.125,False,2.625896032029999,joint_one_year_block_forecast,6.439509651386136,False,0.004015704240348362,False,block,0.8507361466209631,0.019999999999999928,0.1092638533790371,0.019999999999999966,0.736660411535884,2.3885745078965917e-17,0.26333958846411604,1.8908839452062587e-17,14168.5,1.4614207476498517,-44.43644412402594,-8.887288824805188,2.9644896099498226,-0.34504303168274575,9368.920726836164,1.047833616283155,-41.61391968371119,-8.322783936742237,0.14196516963507122,-0.7586301630494425,8527.056705341518,0.9536904970993358,-40.72653087621113,-8.145306175242226,-0.7454236378649881,-0.8527732822332617,-8.294390902815223
China,2026,jump_ar1__k10,132,3,2273.0,29700.289215853805,11861.597986649796,1.651850028775888,-25.966581176183755,31024.743596937988,2.6132769031443406,-26.11115174734806,1.0,6.415359931524065,2620.125,18319.0,99907.5,False,3.6406511521952893,joint_one_year_block_forecast,3.8669508070723166,False,0.006298607688015035,False,block,0.9400000000000043,0.01999999999999858,0.01999999999999858,0.01999999999999857,0.4153720107741451,2.3843818715872943e-17,0.33380507581957497,0.25082291340628005,14096.5,1.8244570813708556,-28.682957679785524,-9.560985893261842,2.7163765036017686,0.17260705259496767,9407.925543033221,1.4201183692876977,-26.353425083853843,-8.78447502795128,0.38684390767008736,-0.2317316594881902,3347.086193566949,0.3868485017604879,-21.891112975439462,-7.29703765847982,-4.075468200744293,-1.2650015270154,-8.655527058727918
Japan,2026,jump_ar1__k100,573,16,2109.0,13730.269361393483,15637.993441676466,2.0030794276090536,-114.22447903037403,13375.018867877337,1.846775519430329,-114.94727205987344,1.0,4.015880148089426,7450.0,12420.0,32228.625,False,1.4645378090655115,joint_one_year_block_forecast,5.009788600391294,False,0.003655294702646295,False,block,0.9400000000000006,0.0199999999999996,0.019999999999999615,0.02000000000000007,0.7235918342778789,1.9835926983067135e-11,0.084627989225855,0.19178017647643028,11671.0,1.7105048637325098,-105.63605998963406,-6.602253749352129,-8.588419040739964,-0.2925745638765438,7772.425965704934,1.304023041941086,-103.96243852422955,-6.497652407764347,-10.262040506144473,-0.6990563856679675,38444.15531373415,2.9025447408822505,-116.64171180103331,-7.290106987564582,2.4172327706592824,0.8994653132731969,-7.139029939398377
New_Zealand,2026,jump_ar1__k30,132,4,637.0,1650.4400578156506,1558.4453992705644,0.8937472404008622,-25.216941267034294,1690.0092836007655,0.9747425555450873,-25.392619214694683,1.0,3.3000662387151296,634.0,1488.5,3424.0,True,1.6852317518036335,joint_one_year_block_forecast,5.481868483409961,False,0.0031585511130265004,False,block,0.9400000000000108,0.019999999999996382,0.019999999999996396,0.019999999999996382,0.9153720107741445,1.8548472167522349e-16,0.08462798922585495,3.043122494403397e-16,1173.0,0.6098337170432524,-23.528912432911383,-5.882228108227846,-1.6880288341229104,-0.2839135233576098,651.5644855837317,0.022571679449661097,-22.670113629453045,-5.667528407363261,-2.5468276375812486,-0.8711755609512011,1267.0020759624772,0.6868594888454238,-24.555976398233454,-6.138994099558364,-0.6609648688008392,-0.20688775155543837,-6.304235316758573
