country,log_beta_S,beta_S,log_posterior,log_posterior_raw,posterior_weight,grid_half_width,grid_points,grid_tail_drop_target,grid_min_effective_points_target,grid_max_single_weight_target,grid_left_edge_drop,grid_right_edge_drop,grid_min_edge_drop,grid_effective_points,grid_max_weight,grid_smoothing
Thailand,-4.4927875912215365,0.011189408796855538,-945.5328569139714,-945.5328569139714,2.0465167954836228e-10,0.015118312544879128,81,20.0,10.0,0.2,20.11191623973616,28.06756400452832,20.11191623973616,16.867508469749858,0.11104769710059685,none
Thailand,-4.492409633407915,0.011193638720656136,-944.6500399293643,-944.6500399293643,4.947865188253252e-10,0.015118312544879128,81,20.0,10.0,0.2,20.11191623973616,28.06756400452832,20.11191623973616,16.867508469749858,0.11104769710059685,none
Thailand,-4.492031675594292,0.011197870243491661,-943.4903634605972,-943.4903634605972,1.5778254225839648e-09,0.015118312544879128,81,20.0,10.0,0.2,20.11191623973616,28.06756400452832,20.11191623973616,16.867508469749858,0.11104769710059685,none
Thailand,-4.491653717780671,0.011202103365966574,-943.6867306999945,-943.6867306999945,1.2965155825113192e-09,0.015118312544879128,81,20.0,10.0,0.2,20.11191623973616,28.06756400452832,20.11191623973616,16.867508469749858,0.11104769710059685,none
Thailand,-4.491275759967048,0.011206338088685607,-942.3710909775567,-942.3710909775567,4.832288027846475e-09,0.015118312544879128,81,20.0,10.0,0.2,20.11191623973616,28.06756400452832,20.11191623973616,16.867508469749858,0.11104769710059685,none
Thailand,-4.490897802153427,0.011210574412253678,-941.1572966293596,-941.1572966293596,1.6266607964830388e-08,0.015118312544879128,81,20.0,10.0,0.2,20.11191623973616,28.06756400452832,20.11191623973616,16.867508469749858,0.11104769710059685,none
Thailand,-4.490519844339804,0.011214812337275974,-941.1639971419735,-941.1639971419735,1.6157977698641332e-08,0.015118312544879128,81,20.0,10.0,0.2,20.11191623973616,28.06756400452832,20.11191623973616,16.867508469749858,0.11104769710059685,none
Thailand,-4.490141886526183,0.01121905186435787,-940.2574031313374,-940.2574031313374,4.0005138704985e-08,0.015118312544879128,81,20.0,10.0,0.2,20.11191623973616,28.06756400452832,20.11191623973616,16.867508469749858,0.11104769710059685,none
Thailand,-4.489763928712561,0.011223292994105006,-937.8706891751536,-937.8706891751536,4.3516352051004735e-07,0.015118312544879128,81,20.0,10.0,0.2,20.11191623973616,28.06756400452832,20.11191623973616,16.867508469749858,0.11104769710059685,none
Thailand,-4.4893859708989385,0.011227535727123244,-938.215793758817,-938.215793758817,3.0815943218426787e-07,0.015118312544879128,81,20.0,10.0,0.2,20.11191623973616,28.06756400452832,20.11191623973616,16.867508469749858,0.11104769710059685,none
Thailand,-4.489008013085317,0.011231780064018647,-936.3080073608457,-936.3080073608457,2.0764265366152113e-06,0.015118312544879128,81,20.0,10.0,0.2,20.11191623973616,28.06756400452832,20.11191623973616,16.867508469749858,0.11104769710059685,none
Thailand,-4.4886300552716945,0.011236026005397547,-936.2435386534485,-936.2435386534485,2.2147003504771675e-06,0.015118312544879128,81,20.0,10.0,0.2,20.11191623973616,28.06756400452832,20.11191623973616,16.867508469749858,0.11104769710059685,none
Thailand,-4.488252097458073,0.011240273551866466,-936.5610277183507,-936.5610277183507,1.6122456930144299e-06,0.015118312544879128,81,20.0,10.0,0.2,20.11191623973616,28.06756400452832,20.11191623973616,16.867508469749858,0.11104769710059685,none
Thailand,-4.48787413964445,0.011244522704032195,-935.1987884471816,-935.1987884471816,6.295702883319102e-06,0.015118312544879128,81,20.0,10.0,0.2,20.11191623973616,28.06756400452832,20.11191623973616,16.867508469749858,0.11104769710059685,none
Thailand,-4.487496181830829,0.011248773462501716,-934.8038802127904,-934.8038802127904,9.344384298274796e-06,0.015118312544879128,81,20.0,10.0,0.2,20.11191623973616,28.06756400452832,20.11191623973616,16.867508469749858,0.11104769710059685,none
Thailand,-4.487118224017207,0.011253025827882268,-934.4169417781274,-934.4169417781274,1.375928663418151e-05,0.015118312544879128,81,20.0,10.0,0.2,20.11191623973616,28.06756400452832,20.11191623973616,16.867508469749858,0.11104769710059685,none
Thailand,-4.486740266203585,0.011257279800781318,-934.3216768185274,-934.3216768185274,1.5134530895545081e-05,0.015118312544879128,81,20.0,10.0,0.2,20.11191623973616,28.06756400452832,20.11191623973616,16.867508469749858,0.11104769710059685,none
